energy_ev,total_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.75387694,9.81470069,0.01942699,1.64180894,2.79125319,5.92433093,0.08981720,1.64290097
-5.74787394,9.98649251,0.01918623,1.67257876,2.90940153,6.00124916,0.09119963,1.66391812
-5.74187094,10.17775546,0.01890186,1.70671546,3.02704906,6.09313619,0.09254930,1.68824923
-5.73586793,10.38269024,0.01857967,1.74282743,3.14227343,6.19650706,0.09381558,1.71546553
-5.72986493,10.59531391,0.01822576,1.77947644,3.25325358,6.30767964,0.09495083,1.74514533
-5.72386193,10.80967469,0.01784633,1.81522717,3.35833644,6.42290655,0.09591211,1.77689327
-5.71785893,11.02006339,0.01744741,1.84869684,3.45609915,6.53850696,0.09666283,1.81035747
-5.71185593,11.22121290,0.01703461,1.87860285,3.54540368,6.65099319,0.09717413,1.84524388
-5.70585293,11.40847745,0.01661302,1.90380658,3.62544131,6.75718724,0.09742606,1.88132704
-5.69984992,11.57798451,0.01618702,1.92335164,3.69576420,6.85432261,0.09740842,1.91845672
-5.69384692,11.72675274,0.01576025,1.93649499,3.75630267,6.94012744,0.09712124,1.95656014
-5.68784392,11.85277135,0.01533555,1.94272958,3.80736665,7.01288594,0.09657493,1.99563944
-5.68184092,11.95503770,0.01491501,1.94179787,3.84963108,7.07147568,0.09578995,2.03576474
-5.67583792,12.03355183,0.01450002,1.93369544,3.88410556,7.11537967,0.09479625,2.07706276
-5.66983492,12.08926870,0.01409140,1.91866476,3.91208939,7.14467321,0.09363218,2.11970189
-5.66383192,12.12401083,0.01368947,1.89717948,3.93511388,7.15998644,0.09234328,2.16387417
-5.65782891,12.14034585,0.01329425,1.86991993,3.95487447,7.16244493,0.09098068,2.20977528
-5.65182591,12.14143495,0.01290553,1.83774102,3.97315559,7.15359131,0.08959941,2.25758354
-5.64582291,12.13085980,0.01252303,1.80163396,3.99175170,7.13529196,0.08825657,2.30743904
-5.63981991,12.11243608,0.01214653,1.76268355,4.01238792,7.10963335,0.08700952,2.35942397
-5.63381691,12.09002235,0.01177592,1.72202284,4.03664396,7.07881285,0.08591406,2.41354543
-5.62781391,12.06733320,0.01141129,1.68078720,4.06588440,7.04502926,0.08502285,2.46972140
-5.62181091,12.04776479,0.01105298,1.64006960,4.10119857,7.01037783,0.08438393,2.52777093
-5.61580790,12.03424058,0.01070155,1.60087910,4.14335233,6.97675449,0.08403951,2.58740890
-5.60980490,12.02908334,0.01035779,1.56410397,4.19275371,6.94577316,0.08402511,2.64824587
-5.60380190,12.03391862,0.01002272,1.53048106,4.24943370,6.91869943,0.08436892,2.70979288
-5.59779890,12.04961273,0.00969746,1.50057235,4.31304261,6.89640300,0.08509150,2.77147118
-5.59179590,12.07624701,0.00938325,1.47474944,4.38286198,6.87933020,0.08620580,2.83262634
-5.58579290,12.11312810,0.00908133,1.45318640,4.45783111,6.86749701,0.08771738,2.89254601
-5.57978989,12.15883247,0.00879291,1.43586100,4.53658687,6.86050204,0.08962496,2.95048073
-5.57378689,12.21128192,0.00851910,1.42256376,4.61751491,6.85755803,0.09192104,3.00566654
-5.56778389,12.26784563,0.00826084,1.41291446,4.69880976,6.85753956,0.09459269,3.05734863
-5.56178089,12.32546314,0.00801892,1.40638483,4.77854158,6.85904426,0.09762243,3.10480483
-5.55577789,12.38078218,0.00779390,1.40232636,4.85472637,6.86046402,0.10098907,3.14736810
-5.54977489,12.43030478,0.00758615,1.40000180,4.92539722,6.86006279,0.10466851,3.18444705
-5.54377189,12.47053509,0.00739582,1.39861897,4.98867360,6.85605701,0.10863451,3.21554376
-5.53776888,12.49812247,0.00722292,1.39736512,5.04282619,6.84669515,0.11285921,3.24026829
-5.53176588,12.50999407,0.00706731,1.39544066,5.08633505,6.83033289,0.11731364,3.25834944
-5.52576288,12.50347157,0.00692874,1.39209062,5.11793899,6.80550077,0.12196794,3.26964146
-5.51975988,12.47636807,0.00680695,1.38663272,5.13667471,6.77096173,0.12679152,3.27412671
-5.51375688,12.42706156,0.00670168,1.37848116,5.14190445,6.72575656,0.13175295,3.27191411
-5.50775388,12.35454322,0.00661275,1.36716504,5.13333168,6.66923574,0.13681985,3.26323375
-5.50175088,12.25843940,0.00654009,1.35234126,5.11100437,6.60107704,0.14195854,3.24842790
-5.49574787,12.13900753,0.00648377,1.33380149,5.07530641,6.52128875,0.14713380,3.22793879
-5.48974487,11.99710749,0.00644405,1.31147324,5.02693770,6.43019915,0.15230842,3.20229370
-5.48374187,11.83415056,0.00642138,1.28541553,4.96688406,6.32843345,0.15744297,3.17208784
-5.47773887,11.65202926,0.00641641,1.25580950,4.89637852,6.21687990,0.16249556,3.13796576
-5.47173587,11.45303212,0.00642993,1.22294486,4.81685566,6.09664715,0.16742168,3.10060169
-5.46573287,11.23974759,0.00646290,1.18720296,4.72990097,5.96901530,0.17217434,3.06067976
-5.45972986,11.01496196,0.00651631,1.14903754,4.63719723,5.83538337,0.17670424,3.01887449
-5.45372686,10.78155585,0.00659121,1.10895407,4.54047017,5.69721562,0.18096027,2.97583233
-5.44772386,10.54240404,0.00668855,1.06748874,4.44143520,5.55598936,0.18489017,2.93215480
-5.44172086,10.30028261,0.00680915,1.02518802,4.34174735,5.41314663,0.18844136,2.88838388
-5.43571786,10.05778716,0.00695357,0.98258956,4.24295593,5.27005153,0.19156200,2.84498990
-5.42971486,9.81726484,0.00712204,0.94020515,4.14646533,5.12795496,0.19420218,2.80236258
-5.42371186,9.58076221,0.00731442,0.89850623,4.05350305,4.98796763,0.19631521,2.76080528
-5.41770885,9.34999023,0.00753003,0.85791234,3.96509570,4.85104211,0.19785893,2.72053269
-5.41170585,9.12630631,0.00776772,0.81878264,3.88205319,4.71796371,0.19879708,2.68167193
-5.40570285,8.91071297,0.00802574,0.78141053,3.80496115,4.58934995,0.19910049,2.64426681
-5.39969985,8.70387156,0.00830177,0.74602126,3.73418124,4.46565763,0.19874825,2.60828520
-5.39369685,8.50612893,0.00859293,0.71277225,3.66985859,4.34719627,0.19772859,2.57362873
-5.38769385,8.31755454,0.00889585,0.68175577,3.61193547,4.23414652,0.19603963,2.54014464
-5.38169085,8.13798497,0.00920667,0.65300371,3.56017030,4.12658191,0.19368973,2.50763894
-5.37568784,7.96707300,0.00952119,0.62649372,3.51416045,4.02449227,0.19069760,2.47589030
-5.36968484,7.80433817,0.00983496,0.60215663,3.47336808,3.92780728,0.18709214,2.44466404
-5.36368184,7.64921618,0.01014340,0.57988444,3.43714739,3.83641886,0.18291186,2.41372555
-5.35767884,7.50110481,0.01044196,0.55953861,3.40477261,3.75020104,0.17820412,2.38285266
-5.35167584,7.35940451,0.01072623,0.54095837,3.37546544,3.66902673,0.17302401,2.35184635
-5.34567284,7.22355241,0.01099211,0.52396860,3.34842148,3.59278060,0.16743308,2.32053961
-5.33966983,7.09304892,0.01123596,0.50838723,3.32283478,3.52136801,0.16149791,2.28880422
-5.33366683,6.96747683,0.01145467,0.49403188,3.29792036,3.45472006,0.15528852,2.25655523
-5.32766383,6.84651324,0.01164586,0.48072574,3.27293420,3.39279502,0.14887684,2.22375343
-5.32166083,6.72993483,0.01180789,0.46830249,3.24719076,3.33557684,0.14233513,2.19040575
-5.31565783,6.61761773,0.01193997,0.45661038,3.22007796,3.28307123,0.13573453,2.15656397
-5.30965483,6.50953291,0.01204222,0.44551534,3.19106955,3.23530027,0.12914374,2.12232209
-5.30365183,6.40573847,0.01211566,0.43490331,3.15973507,3.19229628,0.12262794,2.08781251
-5.29764882,6.30636993,0.01216222,0.42468168,3.12574732,3.15409557,0.11624785,2.05320156
-5.29164582,6.21162961,0.01218475,0.41477992,3.08888737,3.12073282,0.11005913,2.01868461
-5.28564282,6.12177595,0.01218692,0.40514956,3.04904718,3.09223662,0.10411196,1.98448101
-5.27963982,6.03711346,0.01217323,0.39576339,3.00622955,3.06862633,0.09845092,1.95082913
-5.27363682,5.95798354,0.01214886,0.38661410,2.96054555,3.04991073,0.09311514,1.91798158
-5.26763382,5.88475660,0.01211965,0.37771236,2.91220924,3.03608822,0.08813853,1.88620081
-5.26163082,5.81782522,0.01209196,0.36908436,2.86152964,3.02714864,0.08355040,1.85575502
-5.25562781,5.75759837,0.01207258,0.36076892,2.80890007,3.02307640,0.07937599,1.82691451
-5.24962481,5.70449630,0.01206861,0.35281435,2.75478494,3.02385459,0.07563733,1.79994828
-5.24362181,5.65894582,0.01208734,0.34527495,2.69970441,3.02946964,0.07235396,1.77512107
-5.23761881,5.62137566,0.01213614,0.33820748,2.64421717,3.03991613,0.06954378,1.75269055
-5.23161581,5.59221146,0.01222228,0.33166757,2.58890199,3.05520110,0.06722380,1.73290489
-5.22561281,5.57187016,0.01235283,0.32570623,2.53433872,3.07534753,0.06541091,1.71600038
-5.21960980,5.56075343,0.01253445,0.32036663,2.48108947,3.10039631,0.06412237,1.70219937
-5.21360680,5.55924001,0.01277332,0.31568125,2.42968064,3.13040638,0.06337632,1.69170818
-5.20760380,5.56767656,0.01307488,0.31166940,2.38058674,3.16545248,0.06319200,1.68471525
-5.20160080,5.58636703,0.01344370,0.30833542,2.33421652,3.20562028,0.06358985,1.68138923
-5.19559780,5.61556039,0.01388333,0.30566739,2.29090205,3.25099862,0.06459127,1.68187701
-5.18959480,5.65543660,0.01439607,0.30363657,2.25089110,3.30166870,0.06621828,1.68630170
-5.18359180,5.70609106,0.01498288,0.30219746,2.21434308,3.35769052,0.06849290,1.69476034
-5.17758879,5.76751761,0.01564320,0.30128856,2.18132844,3.41908653,0.07143621,1.70732138
-5.17158579,5.83959053,0.01637489,0.30083368,2.15183149,3.48582339,0.07506737,1.72402184
-5.16558279,5.92204629,0.01717409,0.30074383,2.12575618,3.55779229,0.07940234,1.74486419
-5.15957979,6.01446564,0.01803527,0.30091951,2.10293429,3.63478904,0.08445245,1.76981300
-5.15357679,6.11625755,0.01895126,0.30125337,2.08313568,3.71649501,0.09022300,1.79879160
-5.14757379,6.22664594,0.01991332,0.30163311,2.06607971,3.80246045,0.09671175,1.83167889
-5.14157079,6.34466103,0.02091137,0.30194443,2.05144746,3.89209152,0.10390743,1.86830678
-5.13556778,6.46913680,0.02193424,0.30207410,2.03889403,3.98464269,0.11178855,1.90845856
-5.12956478,6.59871615,0.02296997,0.30191288,2.02806061,4.07921577,0.12032224,1.95186874
-5.12356178,6.73186516,0.02400628,0.30135831,2.01858601,4.17476691,0.12946353,1.99822478
-5.11755878,6.86689763,0.02503100,0.30031723,2.01011719,4.27012225,0.13915499,2.04717115
-5.11155578,7.00201039,0.02603258,0.29870812,2.00231908,4.36400284,0.14932677,2.09831607
-5.10555278,7.13532944,0.02700066,0.29646303,1.99488325,4.45505859,0.15989725,2.15124108
-5.09954977,7.26496617,0.02792657,0.29352918,1.98753579,4.54191058,0.17077407,2.20551347
-5.09354677,7.38908216,0.02880391,0.28987022,1.98004426,4.62320044,0.18185584,2.26070127
-5.08754377,7.50596007,0.02962894,0.28546709,1.97222377,4.69764495,0.19303420,2.31639038
-5.08154077,7.61407781,0.03040101,0.28031848,1.96394216,4.76409335,0.20419641,2.37220298
-5.07553777,7.71218203,0.03112280,0.27444086,1.95512418,4.82158465,0.21522819,2.42781637
-5.06953477,7.79935697,0.03180045,0.26786814,1.94575447,4.86940185,0.22601678,2.48298098
-5.06353177,7.87508438,0.03244352,0.26065083,1.93587907,4.90711991,0.23645411,2.53753622
-5.05752876,7.93929018,0.03306476,0.25285487,1.92560511,4.93464444,0.24643975,2.59142303
-5.05152576,7.99237430,0.03367973,0.24455997,1.91509846,4.95223858,0.25588372,2.64469169
-5.04552276,8.03522032,0.03430620,0.23585756,1.90457879,4.96053570,0.26470872,2.69750395
-5.03951976,8.06918300,0.03496344,0.22684845,1.89431212,4.96053662,0.27285195,2.75012856
-5.03351676,8.09605254,0.03567128,0.21764002,1.88460044,4.95359057,0.28026612,2.80292989
-5.02751376,8.11799604,0.03644916,0.20834336,1.87576866,4.94136008,0.28691975,2.85634951
-5.02151076,8.13747764,0.03731501,0.19907002,1.86814905,4.92577087,0.29279668,2.91088119
-5.01550775,8.15716057,0.03828422,0.18992890,1.86206365,4.90894859,0.29789478,2.96704032
-5.00950475,8.17979504,0.03936852,0.18102302,1.85780530,4.89314506,0.30222406,3.02532903
-5.00350175,8.20809732,0.04057509,0.17244653,1.85561825,4.88065722,0.30580407,3.08619874
-4.99749875,8.24462564,0.04190572,0.16428199,1.85567917,4.87374216,0.30866100,3.15001229
-4.99149575,8.29165914,0.04335617,0.15659802,1.85807983,4.87453233,0.31082451,3.21700761
-4.98549275,8.35108601,0.04491589,0.14944752,1.86281243,4.88495426,0.31232460,3.28726538
-4.97948974,8.42430633,0.04656784,0.14286637,1.86975872,4.90665453,0.31318870,3.36068257
-4.97348674,8.51215473,0.04828884,0.13687291,1.87868365,4.94093598,0.31343919,3.43695376
-4.96748374,8.61484655,0.05004999,0.13146802,1.88923442,4.98870641,0.31309158,3.51556166
-4.96148074,8.73195037,0.05181761,0.12663594,1.90094522,5.05044192,0.31215345,3.59577768
-4.95547774,8.86238776,0.05355433,0.12234574,1.91324770,5.12616564,0.31062430,3.67667299
-4.94947474,9.00446045,0.05522049,0.11855340,1.92548715,5.21544227,0.30849628,3.75713980
-4.94347174,9.15590296,0.05677568,0.11520439,1.93694344,5.31738814,0.30575583,3.83592198
-4.93746873,9.31395809,0.05818043,0.11223671,1.94685626,5.43069570,0.30238615,3.91165381
-4.93146573,9.47547131,0.05939797,0.10958406,1.95445316,5.55367104,0.29837033,3.98290486
-4.92546273,9.63699958,0.06039592,0.10717927,1.95897928,5.68428255,0.29369485,4.04822910
-4.91945973,9.79492936,0.06114786,0.10495764,1.95972721,5.82021868,0.28835347,4.10621570
-4.91345673,9.94559881,0.06163478,0.10286002,1.95606558,5.95895256,0.28235093,4.15553932
-4.90745373,10.08541897,0.06184621,0.10083570,1.94746504,6.09781129,0.27570653,4.19500751
-4.90145073,10.21098932,0.06178104,0.09884475,1.93352028,6.23404772,0.26845704,4.22360320
-4.89544772,10.31920348,0.06144800,0.09685984,1.91396710,6.36491274,0.26065897,4.24052043
-4.88944472,10.40734176,0.06086573,0.09486749,1.88869393,6.48772617,0.25238987,4.24519212
-4.88344172,10.47314780,0.06006248,0.09286857,1.85774711,6.59994454,0.24374862,4.23730884
-4.87743872,10.51488750,0.05907539,0.09087819,1.82133004,6.69922419,0.23485454,4.21682814
-4.87143572,10.53138919,0.05794942,0.08892494,1.77979623,6.78347831,0.22584549,4.18397444
-4.86543272,10.52206446,0.05673592,0.08704943,1.73363680,6.85092643,0.21687478,4.13922986
-4.85942971,10.48691003,0.05549098,0.08530238,1.68346307,6.90013541,0.20810724,4.08331666
-4.85342671,10.42649127,0.05427353,0.08374216,1.62998516,6.93005053,0.19971444,4.01717224
-4.84742371,10.34190844,0.05314331,0.08243208,1.57398764,6.94001595,0.19186927,3.94191799
-4.84142071,10.23474721,0.05215883,0.08143725,1.51630315,6.92978363,0.18474026,3.85882315
-4.83541771,10.10701519,0.05137526,0.08082156,1.45778538,6.89951022,0.17848562,3.76926508
-4.82941471,9.96106646,0.05084250,0.08064440,1.39928207,6.84974177,0.17324747,3.67468744
-4.82341171,9.79951653,0.05060334,0.08095773,1.34160936,6.78138634,0.16914644,3.57655738
-4.81740870,9.62515019,0.05069197,0.08180320,1.28552804,6.69567520,0.16627671,3.47632333
-4.81140570,9.44082518,0.05113263,0.08320972,1.23172270,6.59411376,0.16470194,3.37537440
-4.80540270,9.24937475,0.05193867,0.08519138,1.18078413,6.47842381,0.16445205,3.27500277
-4.79939970,9.05351229,0.05311201,0.08774596,1.13319551,6.35047926,0.16552109,3.17636990
-4.79339670,8.85574161,0.05464291,0.09085397,1.08932276,6.21223781,0.16786628,3.08047785
-4.78739370,8.65827619,0.05651020,0.09447824,1.04940901,6.06567155,0.17140818,2.98814627
-4.78139070,8.46297059,0.05868182,0.09856428,1.01357339,5.91269930,0.17603224,2.89999603
-4.77538769,8.27126728,0.06111586,0.10304120,0.98181391,5.75512401,0.18159135,2.81643992
-4.76938469,8.08416109,0.06376180,0.10782320,0.95401431,5.59457782,0.18790968,2.73768077
-4.76338169,7.90218332,0.06656217,0.11281177,0.92995445,5.43247752,0.19478746,2.66371718
-4.75737869,7.72540647,0.06945436,0.11789831,0.90932382,5.26999223,0.20200656,2.59435656
-4.75137569,7.55346958,0.07237270,0.12296716,0.89173765,5.10802490,0.20933690,2.52923516
-4.74537269,7.38562328,0.07525054,0.12789905,0.87675502,4.94720796,0.21654313,2.46784420
-4.73936968,7.22079251,0.07802249,0.13257462,0.86389818,4.78791316,0.22339176,2.40956115
-4.73336668,7.05765380,0.08062647,0.13687811,0.85267235,4.63027437,0.22965802,2.35368469
-4.72736368,6.89472346,0.08300576,0.14070096,0.84258540,4.47422186,0.23513269,2.29947199
-4.72136068,6.73045196,0.08511068,0.14394513,0.83316630,4.31952540,0.23962821,2.24617641
-4.71535768,6.56331971,0.08690017,0.14652617,0.82398194,4.16584365,0.24298414,2.19308413
-4.70935468,6.39192922,0.08834282,0.14837571,0.81465145,4.01277641,0.24507164,2.13954769
-4.70335168,6.21508884,0.08941768,0.14944349,0.80485753,3.85991681,0.24579679,2.08501525
-4.69734867,6.03188370,0.09011455,0.14969866,0.79435434,3.70690018,0.24510269,2.02905382
-4.69134567,5.84173046,0.09043384,0.14913040,0.78297180,3.55344700,0.24297026,1.97136587
-4.68534267,5.64441318,0.09038607,0.14774779,0.77061606,3.39939757,0.23941765,1.91179827
-4.67933967,5.44009912,0.08999088,0.14557904,0.75726641,3.24473687,0.23449847,1.85034372
-4.67333667,5.22933406,0.08927581,0.14266999,0.74296895,3.08960870,0.22829881,1.78713467
-4.66733367,5.01301845,0.08827470,0.13908206,0.72782729,2.93431880,0.22093321,1.72243048
-4.66133067,4.79236637,0.08702599,0.13488974,0.71199130,2.77932762,0.21253990,1.65659879
-4.65532766,4.56885046,0.08557087,0.13017771,0.69564424,2.62523372,0.20327542,1.59009255
-4.64932466,4.34413670,0.08395142,0.12503778,0.67898939,2.47274965,0.19330893,1.52342418
-4.64332166,4.12001326,0.08220890,0.11956572,0.66223688,2.32267216,0.18281644,1.45713846
-4.63731866,3.89831780,0.08038216,0.11385820,0.64559147,2.17584921,0.17197521,1.39178607
-4.63131566,3.68086761,0.07850634,0.10801000,0.62924211,2.03314585,0.16095858,1.32789903
-4.62531266,3.46939636,0.07661191,0.10211142,0.61335371,1.89541137,0.14993136,1.26596963
-4.61930965,3.26550062,0.07472399,0.09624623,0.59806169,1.76344951,0.13904598,1.20643380
-4.61330665,3.07059868,0.07286218,0.09049003,0.58346940,1.63799337,0.12843949,1.14965976
-4.60730365,2.88590294,0.07104065,0.08490919,0.56964851,1.51968616,0.11823145,1.09594210
-4.60130065,2.71240648,0.06926862,0.07956027,0.55664222,1.40906834,0.10852272,1.04550154
-4.59529765,2.55088316,0.06755116,0.07448996,0.54447084,1.30657137,0.09939513,0.99848972
-4.58929465,2.40190011,0.06589023,0.06973550,0.53313946,1.21251768,0.09091195,0.95499843
-4.58329165,2.26584031,0.06428583,0.06532544,0.52264685,1.12712619,0.08311898,0.91507228
-4.57728864,2.14293291,0.06273729,0.06128075,0.51299504,1.05052229,0.07604620,0.87872372
-4.57128564,2.03328823,0.06124448,0.05761616,0.50419895,0.98275104,0.06970984,0.84594898
-4.56528264,1.93693448,0.05980902,0.05434154,0.49629521,0.92379218,0.06411458,0.81674395
-4.55927964,1.85385336,0.05843516,0.05146339,0.48934964,0.87357570,0.05925597,0.79111862
-4.55327664,1.78401192,0.05713057,0.04898624,0.48346296,0.83199649,0.05512269,0.76910914
-4.54727364,1.72738851,0.05590673,0.04691393,0.47877419,0.79892717,0.05169867,0.75078671
-4.54127064,1.68399130,0.05477905,0.04525069,0.47546163,0.77422823,0.04896498,0.73626269
-4.53526763,1.65386840,0.05376658,0.04400201,0.47374127,0.75775471,0.04690139,0.72568968
-4.52926463,1.63710941,0.05289150,0.04317530,0.47386283,0.74935953,0.04548756,0.71925861
-4.52326163,1.63383852,0.05217820,0.04278024,0.47610351,0.74889315,0.04470384,0.71719195
-4.51725863,1.64420038,0.05165216,0.04282894,0.48075995,0.75620017,0.04453176,0.71973366
-4.51125563,1.66833981,0.05133860,0.04333584,0.48813873,0.77111322,0.04495417,0.72713658
-4.50525263,1.70637737,0.05126105,0.04431749,0.49854605,0.79344506,0.04595509,0.73964787
-4.49924962,1.75838246,0.05143978,0.04579209,0.51227693,0.82297954,0.04751932,0.75749363
-4.49324662,1.82434612,0.05189040,0.04777897,0.52960466,0.85946252,0.04963199,0.78086345
-4.48724362,1.90415545,0.05262241,0.05029795,0.55077087,0.90259347,0.05227787,0.80989582
-4.48124062,1.99757123,0.05363811,0.05336872,0.57597666,0.95201862,0.05544077,0.84466516
-4.47523762,2.10421044,0.05493159,0.05701007,0.60537505,1.00732625,0.05910288,0.88517120
-4.46923462,2.22353455,0.05648821,0.06123920,0.63906515,1.06804480,0.06324425,0.93133110
-4.46323162,2.35484435,0.05828427,0.06607106,0.67708795,1.13364372,0.06784232,0.98297480
-4.45722861,2.49728159,0.06028718,0.07151757,0.71942395,1.20353760,0.07287156,1.03984350
-4.45122561,2.64983712,0.06245596,0.07758700,0.76599235,1.27709306,0.07830337,1.10159158
-4.44522261,2.81136512,0.06474212,0.08428324,0.81665184,1.35363826,0.08410594,1.16779139
-4.43921961,2.98060236,0.06709087,0.09160517,0.87120266,1.43247451,0.09024442,1.23794086
-4.43321661,3.15619150,0.06944269,0.09954596,0.92938961,1.51288941,0.09668109,1.31147329
-4.42721361,3.33670700,0.07173508,0.10809246,0.99090599,1.59417071,0.10337568,1.38776890
-4.42121061,3.52068224,0.07390450,0.11722455,1.05539792,1.67562024,0.11028577,1.46616748
-4.41520760,3.70663658,0.07588839,0.12691454,1.12246899,1.75656717,0.11736722,1.54598153
-4.40920460,3.89310096,0.07762727,0.13712666,1.19168501,1.83637989,0.12457463,1.62650941
-4.40320160,4.07864098,0.07906660,0.14781656,1.26257867,1.91447598,0.13186180,1.70704795
-4.39719860,4.26187649,0.08015865,0.15893107,1.33465409,1.99032981,0.13918220,1.78690392
-4.39119560,4.44149717,0.08086401,0.17040790,1.40739120,2.06347735,0.14648939,1.86540428
-4.38519260,4.61627360,0.08115285,0.18217570,1.48024993,2.13351823,0.15373734,1.94190474
-4.37918959,4.78506384,0.08100576,0.19415428,1.55267436,2.20011486,0.16088079,2.01579647
-4.37318659,4.94681558,0.08041430,0.20625496,1.62409677,2.26298894,0.16787550,2.08651117
-4.36718359,5.10056447,0.07938104,0.21838137,1.69394184,2.32191548,0.17467842,2.15352418
-4.36118059,5.24542895,0.07791926,0.23043028,1.76163092,2.37671500,0.18124786,2.21635605
-4.35517759,5.38060266,0.07605223,0.24229287,1.82658664,2.42724412,0.18754355,2.27457266
-4.34917459,5.50534507,0.07381219,0.25385614,1.88823772,2.47338540,0.19352668,2.32778416
-4.34317159,5.61897136,0.07123900,0.26500451,1.94602415,2.51503688,0.19915990,2.37564301
-4.33716858,5.72084254,0.06837861,0.27562164,1.99940273,2.55210206,0.20440732,2.41784150
-4.33116558,5.81035665,0.06528132,0.28559236,2.04785284,2.58448082,0.20923447,2.45410903
-4.32516258,5.88694193,0.06200010,0.29480471,2.09088261,2.61206197,0.21360828,2.48420952
-4.31915958,5.95005285,0.05858875,0.30315191,2.12803513,2.63471796,0.21749711,2.50793930
-4.31315658,5.99916954,0.05510032,0.31053447,2.15889500,2.65230201,0.22087082,2.52512565
-4.30715358,6.03380118,0.05158553,0.31686211,2.18309488,2.66464825,0.22370093,2.53562643
