energy_ev,total_up,total_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,Si_p_up,Si_p_down,Si_d_up,Si_d_down
-5.93996998,1.82619188,-1.70614898,0.43242241,-0.42281550,0.49646081,-0.44955996,0.02220362,-0.02000115,0.57398719,-0.50178114,0.38568114,-0.39239456,0.00000000,-0.00000000
-5.93396698,1.85733815,-1.70769684,0.44074388,-0.41815327,0.50630465,-0.45146631,0.02287005,-0.02010803,0.58834674,-0.51114962,0.38868282,-0.38500536,0.00000000,-0.00000000
-5.92796398,1.89179803,-1.71774747,0.45107908,-0.41680202,0.51676436,-0.45566763,0.02361238,-0.02035742,0.60311989,-0.52234719,0.39306096,-0.38020538,0.00000000,-0.00000000
-5.92196098,1.92851894,-1.73548323,0.46312602,-0.41858635,0.52749584,-0.46189722,0.02441593,-0.02074033,0.61805245,-0.53513355,0.39853663,-0.37782266,0.00000000,-0.00000000
-5.91595798,1.96647897,-1.75996584,0.47657404,-0.42328541,0.53816987,-0.46985056,0.02526644,-0.02124531,0.63290198,-0.54924596,0.40483210,-0.37764627,0.00000000,-0.00000000
-5.90995498,2.00470686,-1.79016882,0.49110828,-0.43064079,0.54848034,-0.47919594,0.02615053,-0.02185906,0.64744105,-0.56440700,0.41167696,-0.37943478,0.00000000,-0.00000000
-5.90395198,2.04229799,-1.82500946,0.50641353,-0.44036419,0.55815121,-0.48958512,0.02705602,-0.02256696,0.66145958,-0.58033193,0.41881332,-0.38292452,0.00000000,-0.00000000
-5.89794897,2.07842667,-1.86337897,0.52217739,-0.45214462,0.56694205,-0.50066397,0.02797214,-0.02335369,0.67476632,-0.59673534,0.42600007,-0.38783765,0.00000000,-0.00000000
-5.89194597,2.11235478,-1.90417011,0.53809300,-0.46565490,0.57465224,-0.51208247,0.02888969,-0.02420378,0.68718948,-0.61333707,0.43301630,-0.39388969,0.00000000,-0.00000000
-5.88594297,2.14343732,-1.94630170,0.55386157,-0.48055745,0.58112369,-0.52350397,0.02980105,-0.02510213,0.69857690,-0.62986719,0.43966384,-0.40079638,0.00000000,-0.00000000
-5.87993997,2.17112530,-1.98873947,0.56919484,-0.49650937,0.58624222,-0.53461341,0.03070009,-0.02603442,0.70879577,-0.64606992,0.44576900,-0.40827967,0.00000000,-0.00000000
-5.87393697,2.19496646,-2.03051335,0.58381767,-0.51316694,0.58993758,-0.54512433,0.03158207,-0.02698746,0.71773227,-0.66170672,0.45118372,-0.41607304,0.00000000,-0.00000000
-5.86793397,2.21460439,-2.07073103,0.59747081,-0.53018947,0.59218236,-0.55478468,0.03244335,-0.02794949,0.72529111,-0.67655840,0.45578607,-0.42392579,0.00000000,-0.00000000
-5.86193097,2.22977642,-2.10858818,0.60991402,-0.54724293,0.59298973,-0.56338108,0.03328123,-0.02891027,0.73139524,-0.69042654,0.45948031,-0.43160662,0.00000000,-0.00000000
-5.85592796,2.24031067,-2.14337556,0.62092947,-0.56400321,0.59241033,-0.57074194,0.03409357,-0.02986122,0.73598578,-0.70313433,0.46219652,-0.43890642,0.00000000,-0.00000000
-5.84992496,2.24612253,-2.17448356,0.63032540,-0.58015952,0.59052830,-0.57673903,0.03487859,-0.03079530,0.73902216,-0.71452691,0.46388985,-0.44564030,0.00000000,-0.00000000
-5.84392196,2.24721063,-2.20140451,0.63793981,-0.59541765,0.58745673,-0.58128791,0.03563456,-0.03170696,0.74048244,-0.72447160,0.46453954,-0.45164907,0.00000000,-0.00000000
-5.83791896,2.24365251,-2.22373332,0.64364420,-0.60950357,0.58333259,-0.58434716,0.03635959,-0.03259195,0.74036388,-0.73285789,0.46414763,-0.45680015,0.00000000,-0.00000000
-5.83191596,2.23559974,-2.24116673,0.64734701,-0.62216708,0.57831131,-0.58591649,0.03705143,-0.03344705,0.73868343,-0.73959756,0.46273742,-0.46098796,0.00000000,-0.00000000
-5.82591296,2.22327249,-2.25350158,0.64899653,-0.63318569,0.57256120,-0.58603401,0.03770738,-0.03426987,0.73547821,-0.74462480,0.46035172,-0.46413396,0.00000000,-0.00000000
-5.81990995,2.20695353,-2.26063219,0.64858314,-0.64236857,0.56625775,-0.58477265,0.03832417,-0.03505855,0.73080575,-0.74789648,0.45705087,-0.46618630,0.00000000,-0.00000000
-5.81390695,2.18698136,-2.26254717,0.64614072,-0.64956037,0.55957808,-0.58223595,0.03889801,-0.03581152,0.72474387,-0.74939254,0.45291055,-0.46711913,0.00000000,-0.00000000
-5.80790395,2.16374258,-2.25932536,0.64174692,-0.65464486,0.55269561,-0.57855335,0.03942460,-0.03652725,0.71739020,-0.74911637,0.44801939,-0.46693159,0.00000000,-0.00000000
-5.80190095,2.13766355,-2.25113115,0.63552241,-0.65754806,0.54577506,-0.57387504,0.03989927,-0.03720411,0.70886111,-0.74709509,0.44247642,-0.46564649,0.00000000,-0.00000000
-5.79589795,2.10920145,-2.23820887,0.62762896,-0.65824070,0.53896812,-0.56836665,0.04031707,-0.03784017,0.69929022,-0.74337969,0.43638845,-0.46330867,0.00000000,-0.00000000
-5.78989495,2.07883499,-2.22087612,0.61826649,-0.65673982,0.53240968,-0.56220373,0.04067298,-0.03843314,0.68882651,-0.73804484,0.42986736,-0.45998309,0.00000000,-0.00000000
-5.78389195,2.04705531,-2.19951607,0.60766924,-0.65310931,0.52621501,-0.55556627,0.04096207,-0.03898032,0.67763204,-0.73118816,0.42302753,-0.45575253,0.00000000,-0.00000000
-5.77788894,2.01435737,-2.17456855,0.59610118,-0.64745924,0.52047789,-0.54863338,0.04117972,-0.03947864,0.66587960,-0.72292912,0.41598332,-0.45071508,0.00000000,-0.00000000
-5.77188594,1.98123250,-2.14652005,0.58385106,-0.63994400,0.51526979,-0.54157817,0.04132180,-0.03992470,0.65375032,-0.71340725,0.40884691,-0.44498133,0.00000000,-0.00000000
-5.76588294,1.94816258,-2.11589277,0.57122718,-0.63075932,0.51064038,-0.53456310,0.04138484,-0.04031482,0.64143163,-0.70277985,0.40172646,-0.43867137,0.00000000,-0.00000000
-5.75987994,1.91561631,-2.08323313,0.55855243,-0.62013803,0.50661909,-0.52773589,0.04136629,-0.04064524,0.62911551,-0.69121918,0.39472470,-0.43191164,0.00000000,-0.00000000
-5.75387694,1.88404799,-2.04910001,0.54615953,-0.60834507,0.50321799,-0.52122610,0.04126460,-0.04091221,0.61699753,-0.67890938,0.38793814,-0.42483182,0.00000000,-0.00000000
-5.74787394,1.85389892,-2.01405346,0.53438698,-0.59567176,0.50043576,-0.51514261,0.04107947,-0.04111211,0.60527643,-0.66604313,0.38145675,-0.41756173,0.00000000,-0.00000000
-5.74187094,1.82560150,-1.97864430,0.52357564,-0.58242973,0.49826264,-0.50957209,0.04081193,-0.04124167,0.59415461,-0.65281839,0.37536428,-0.41022851,0.00000000,-0.00000000
-5.73586793,1.79958557,-1.94340542,0.51406605,-0.56894476,0.49668606,-0.50457854,0.04046451,-0.04129804,0.58383917,-0.63943548,0.36973911,-0.40295410,0.00000000,-0.00000000
-5.72986493,1.77628668,-1.90884531,0.50619651,-0.55555091,0.49569682,-0.50020402,0.04004134,-0.04127902,0.57454366,-0.62609464,0.36465544,-0.39585318,0.00000000,-0.00000000
-5.72386193,1.75615529,-1.87544426,0.50030164,-0.54258517,0.49529523,-0.49647066,0.03954826,-0.04118313,0.56649001,-0.61299437,0.36018493,-0.38903171,0.00000000,-0.00000000
-5.71785893,1.73966598,-1.84365376,0.49671131,-0.53038298,0.49549705,-0.49338377,0.03899288,-0.04100980,0.55991054,-0.60033062,0.35639835,-0.38258608,0.00000000,-0.00000000
-5.71185593,1.72732559,-1.81389895,0.49574953,-0.51927457,0.49633859,-0.49093608,0.03838461,-0.04075946,0.55504955,-0.58829703,0.35336721,-0.37660291,0.00000000,-0.00000000
-5.70585293,1.71967885,-1.78658435,0.49773303,-0.50958241,0.49788072,-0.48911288,0.03773463,-0.04043377,0.55216404,-0.57708610,0.35116513,-0.37115952,0.00000000,-0.00000000
-5.69984992,1.71731052,-1.76210203,0.50296918,-0.50161966,0.50021128,-0.48789784,0.03705583,-0.04003564,0.55152330,-0.56689125,0.34986866,-0.36632496,0.00000000,-0.00000000
-5.69384692,1.72084263,-1.74084200,0.51175276,-0.49568937,0.50344562,-0.48727925,0.03636269,-0.03956945,0.55340674,-0.55790949,0.34955749,-0.36216160,0.00000000,-0.00000000
-5.68784392,1.73092625,-1.72320348,0.52436151,-0.49208447,0.50772490,-0.48725614,0.03567099,-0.03904112,0.55809983,-0.55034451,0.35031376,-0.35872689,0.00000000,-0.00000000
-5.68184092,1.74822694,-1.70960611,0.54105003,-0.49108787,0.51321226,-0.48784416,0.03499760,-0.03845824,0.56588780,-0.54440961,0.35222048,-0.35607542,0.00000000,-0.00000000
-5.67583792,1.77340378,-1.70049985,0.56204214,-0.49297274,0.52008652,-0.48908042,0.03436000,-0.03783010,0.57704717,-0.54033024,0.35535891,-0.35426081,0.00000000,-0.00000000
-5.66983492,1.80708223,-1.69637204,0.58752154,-0.49800211,0.52853375,-0.49102729,0.03377589,-0.03716771,0.59183494,-0.53834547,0.35980498,-0.35333729,0.00000000,-0.00000000
-5.66383192,1.84982156,-1.69775051,0.61762119,-0.50642784,0.53873700,-0.49377438,0.03326256,-0.03648379,0.61047605,-0.53870806,0.36562490,-0.35336083,0.00000000,-0.00000000
-5.65782891,1.90207792,-1.70520154,0.65241153,-0.51848821,0.55086444,-0.49743870,0.03283637,-0.03579261,0.63314914,-0.54168265,0.37287002,-0.35438951,0.00000000,-0.00000000
-5.65182591,1.96416484,-1.71932177,0.69188827,-0.53440414,0.56505660,-0.50216253,0.03251202,-0.03510980,0.65997153,-0.54754172,0.38157126,-0.35648306,0.00000000,-0.00000000
-5.64582291,2.03621305,-1.74072351,0.73596010,-0.55437370,0.58141325,-0.50810909,0.03230198,-0.03445207,0.69098406,-0.55655924,0.39173339,-0.35970147,0.00000000,-0.00000000
-5.63981991,2.11813194,-1.77001341,0.78443737,-0.57856488,0.59998073,-0.51545581,0.03221575,-0.03383678,0.72613646,-0.56900174,0.40332951,-0.36410263,0.00000000,-0.00000000
-5.63381691,2.20957497,-1.80776476,0.83702221,-0.60710670,0.62074036,-0.52438558,0.03225938,-0.03328152,0.76527453,-0.58511712,0.41629609,-0.36973893,0.00000000,-0.00000000
-5.62781391,2.30991165,-1.85448421,0.89330112,-0.64007896,0.64359877,-0.53507615,0.03243488,-0.03280345,0.80812964,-0.60512141,0.43052882,-0.37665323,0.00000000,-0.00000000
-5.62181091,2.41820811,-1.91057440,0.95274069,-0.67750089,0.66838074,-0.54768810,0.03273988,-0.03241876,0.85431175,-0.62918397,0.44587984,-0.38487398,0.00000000,-0.00000000
-5.61580790,2.53321853,-1.97629398,1.01468715,-0.71931940,0.69482522,-0.56235204,0.03316737,-0.03214192,0.90330655,-0.65741177,0.46215644,-0.39441015,0.00000000,-0.00000000
-5.60980490,2.65338867,-2.05171735,1.07837036,-0.76539738,0.72258484,-0.57915566,0.03370566,-0.03198506,0.95447728,-0.68983369,0.47912150,-0.40524585,0.00000000,-0.00000000
-5.60380190,2.77687275,-2.13669629,1.14291250,-0.81550298,0.75122942,-0.59813123,0.03433846,-0.03195724,1.00707184,-0.72638546,0.49649592,-0.41733537,0.00000000,-0.00000000
-5.59779890,2.90156388,-2.23082601,1.20734170,-0.86930053,0.78025330,-0.61924450,0.03504522,-0.03206387,1.06023507,-0.76689649,0.51396300,-0.43059871,0.00000000,-0.00000000
-5.59179590,3.02513775,-2.33341806,1.27061055,-0.92634387,0.80908656,-0.64238553,0.03580162,-0.03230622,1.11302623,-0.81107938,0.53117472,-0.44491799,0.00000000,-0.00000000
-5.58579290,3.14510843,-2.44348233,1.33161893,-0.98607305,0.83710979,-0.66736218,0.03658024,-0.03268096,1.16444127,-0.85852301,0.54775992,-0.46013517,0.00000000,-0.00000000
-5.57978989,3.25889458,-2.55972007,1.38924090,-1.04781470,0.86367172,-0.69389691,0.03735141,-0.03318000,1.21343904,-0.90869007,0.56333391,-0.47605126,0.00000000,-0.00000000
-5.57378689,3.36389359,-2.68052947,1.44235439,-1.11078692,0.88810933,-0.72162706,0.03808414,-0.03379039,1.25897073,-0.96091947,0.57750937,-0.49242716,0.00000000,-0.00000000
-5.56778389,3.45756082,-2.80402462,1.48987299,-1.17410882,0.90976929,-0.75010916,0.03874720,-0.03449449,1.30001123,-1.01443425,0.58990801,-0.50898642,0.00000000,-0.00000000
-5.56178089,3.53749057,-2.92806809,1.53077838,-1.23681479,0.92802995,-0.77882702,0.03931013,-0.03527032,1.33559112,-1.06835476,0.60017260,-0.52541984,0.00000000,-0.00000000
-5.55577789,3.60149539,-3.05031677,1.56415220,-1.29787356,0.94232302,-0.80720370,0.03974439,-0.03609211,1.36482805,-1.12171728,0.60797881,-0.54139185,0.00000000,-0.00000000
-5.54977489,3.64768008,-3.16827954,1.58920599,-1.35621137,0.95215366,-0.83461680,0.04002432,-0.03693100,1.38695599,-1.17349732,0.61304635,-0.55654859,0.00000000,-0.00000000
-5.54377189,3.67450732,-3.27938510,1.60530781,-1.41073886,0.95711844,-0.86041663,0.04012808,-0.03775597,1.40135107,-1.22263703,0.61514902,-0.57052736,0.00000000,-0.00000000
-5.53776888,3.68085168,-3.38105724,1.61200448,-1.46038057,0.95692000,-0.88394652,0.04003841,-0.03853485,1.40755287,-1.26807566,0.61412312,-0.58296711,0.00000000,-0.00000000
-5.53176588,3.66603988,-3.47079473,1.60903826,-1.50410618,0.95137812,-0.90456441,0.03974323,-0.03923536,1.40528026,-1.30878179,0.60987383,-0.59351964,0.00000000,-0.00000000
-5.52576288,3.62987532,-3.54625230,1.59635733,-1.54096207,0.94043641,-0.92166471,0.03923605,-0.03982633,1.39444090,-1.34378608,0.60237944,-0.60186097,0.00000000,-0.00000000
-5.51975988,3.57264602,-3.60531923,1.57411947,-1.57010205,0.92416460,-0.93469961,0.03851612,-0.04027869,1.37513425,-1.37221311,0.59169305,-0.60770246,0.00000000,-0.00000000
-5.51375688,3.49511568,-3.64619215,1.54268883,-1.59081582,0.90275628,-0.94319874,0.03758845,-0.04056664,1.34764786,-1.39331074,0.57794181,-0.61080111,0.00000000,-0.00000000
-5.50775388,3.39849855,-3.66743853,1.50262587,-1.60255387,0.87652232,-0.94678631,0.03646350,-0.04066846,1.31244719,-1.40647589,0.56132369,-0.61096869,0.00000000,-0.00000000
-5.50175088,3.28441934,-3.66804820,1.45467095,-1.60494779,0.84588031,-0.94519504,0.03515678,-0.04056737,1.27015959,-1.41127535,0.54210197,-0.60807927,0.00000000,-0.00000000
-5.49574787,3.15486027,-3.64747039,1.39972230,-1.59782487,0.81134067,-0.93827614,0.03368821,-0.04025209,1.22155320,-1.40746079,0.52059768,-0.60207463,0.00000000,-0.00000000
-5.48974487,3.01209777,-3.60563480,1.33880939,-1.58121641,0.77349002,-0.92600497,0.03208139,-0.03971717,1.16751169,-1.39497733,0.49718034,-0.59296762,0.00000000,-0.00000000
-5.48374187,2.85863173,-3.54295563,1.27306270,-1.55535923,0.73297267,-0.90848231,0.03036274,-0.03896319,1.10900618,-1.37396516,0.47225747,-0.58084301,0.00000000,-0.00000000
-5.47773887,2.69711036,-3.46031881,1.20368133,-1.52069031,0.69047108,-0.88593093,0.02856058,-0.03799665,1.04706541,-1.34475444,0.44626319,-0.56585599,0.00000000,-0.00000000
-5.47173587,2.53025396,-3.35905295,1.13189973,-1.47783480,0.64668610,-0.85868807,0.02670420,-0.03682964,0.98274555,-1.30785359,0.41964650,-0.54822825,0.00000000,-0.00000000
-5.46573287,2.36078030,-3.24088563,1.05895467,-1.42758785,0.60231773,-0.82719399,0.02482299,-0.03547939,0.91710068,-1.26393166,0.39285961,-0.52824199,0.00000000,-0.00000000
-5.45972986,2.19133470,-3.10788722,0.98605383,-1.37089117,0.55804723,-0.79197731,0.02294553,-0.03396753,0.85115520,-1.21379570,0.36634673,-0.50623195,0.00000000,-0.00000000
-5.45372686,2.02442669,-2.96240489,0.91434701,-1.30880515,0.51452107,-0.75363788,0.02109887,-0.03231931,0.78587886,-1.15836418,0.34053377,-0.48257593,0.00000000,-0.00000000
-5.44772386,1.86237550,-2.80698974,0.84490068,-1.24247801,0.47233724,-0.71282791,0.01930782,-0.03056268,0.72216537,-1.09863764,0.31581912,-0.45768417,0.00000000,-0.00000000
-5.44172086,1.70726521,-2.64432035,0.77867671,-1.17311296,0.43203419,-0.67023232,0.01759448,-0.02872734,0.66081490,-1.03566803,0.29256583,-0.43198802,0.00000000,-0.00000000
-5.43571786,1.56091070,-2.47712598,0.71651555,-1.10193492,0.39408254,-0.62654903,0.01597778,-0.02684371,0.60252086,-0.97052774,0.27109528,-0.40592840,0.00000000,-0.00000000
-5.42971486,1.42483425,-2.30811214,0.65912413,-1.03015794,0.35887963,-0.58247010,0.01447329,-0.02494206,0.54786094,-0.90427987,0.25168251,-0.37994436,0.00000000,-0.00000000
-5.42371186,1.30025277,-2.13989155,0.60706838,-0.95895451,0.32674683,-0.53866426,0.01309303,-0.02305157,0.49729247,-0.83795055,0.23455295,-0.35446234,0.00000000,-0.00000000
-5.41770885,1.18807487,-1.97492250,0.56077037,-0.88942780,0.29792922,-0.49576153,0.01184550,-0.02119960,0.45115166,-0.77250431,0.21988088,-0.32988628,0.00000000,-0.00000000
-5.41170585,1.08890676,-1.81545640,0.52050949,-0.82258758,0.27259761,-0.45434026,0.01073580,-0.01941098,0.40965639,-0.70882324,0.20778913,-0.30658895,0.00000000,-0.00000000
-5.40570285,1.00306597,-1.66349565,0.48642742,-0.75933053,0.25085238,-0.41491686,0.00976584,-0.01770752,0.37291209,-0.64769033,0.19835012,-0.28490476,0.00000000,-0.00000000
-5.39969985,0.93060134,-1.52076249,0.45853634,-0.70042506,0.23272878,-0.37793837,0.00893462,-0.01610761,0.34092027,-0.58977719,0.19158803,-0.26512399,0.00000000,-0.00000000
-5.39369685,0.87131819,-1.38867881,0.43672983,-0.64650118,0.21820349,-0.34377782,0.00823858,-0.01462603,0.31358887,-0.53563636,0.18748180,-0.24748875,0.00000000,-0.00000000
-5.38769385,0.82480720,-1.26835658,0.42079581,-0.59804492,0.20720186,-0.31273223,0.00767203,-0.01327379,0.29074435,-0.48569771,0.18596906,-0.23219046,0.00000000,-0.00000000
-5.38169085,0.79047585,-1.16059809,0.41043127,-0.55539747,0.19960568,-0.28502307,0.00722750,-0.01205828,0.27214454,-0.44026902,0.18695054,-0.21936886,0.00000000,-0.00000000
-5.37568784,0.76758142,-1.06590493,0.40525799,-0.51875831,0.19526123,-0.26079874,0.00689626,-0.01098332,0.25749223,-0.39953988,0.19029505,-0.20911243,0.00000000,-0.00000000
-5.36968484,0.75526445,-0.98449442,0.40483898,-0.48819226,0.19398718,-0.24013880,0.00666869,-0.01004953,0.24644875,-0.36358873,0.19584476,-0.20146008,0.00000000,-0.00000000
-5.36368184,0.75258202,-0.91632216,0.40869517,-0.46363944,0.19558236,-0.22305967,0.00653470,-0.00925457,0.23864750,-0.33239223,0.20342074,-0.19640397,0.00000000,-0.00000000
-5.35767884,0.75853999,-0.86110923,0.41632196,-0.44492805,0.19983321,-0.20952124,0.00648418,-0.00859365,0.23370690,-0.30583653,0.21282860,-0.19389319,0.00000000,-0.00000000
-5.35167584,0.77212387,-0.81837281,0.42720528,-0.43178895,0.20652063,-0.19943417,0.00650731,-0.00805986,0.23124263,-0.28372981,0.22386419,-0.19383827,0.00000000,-0.00000000
-5.34567284,0.79232753,-0.78745898,0.44083687,-0.42387184,0.21542636,-0.19266765,0.00659491,-0.00764476,0.23087901,-0.26581567,0.23631917,-0.19611624,0.00000000,-0.00000000
-5.33966983,0.81817953,-0.76757656,0.45672836,-0.42076223,0.22633862,-0.18905722,0.00673874,-0.00733876,0.23225920,-0.25178680,0.24998636,-0.20057618,0.00000000,-0.00000000
-5.33366683,0.84876650,-0.75783109,0.47442394,-0.42199887,0.23905706,-0.18841258,0.00693173,-0.00713162,0.23505414,-0.24129862,0.26466481,-0.20704497,0.00000000,-0.00000000
-5.32766383,0.88325324,-0.75725816,0.49351129,-0.42709104,0.25339675,-0.19052514,0.00716819,-0.00701290,0.23897014,-0.23398256,0.28016432,-0.21533330,0.00000000,-0.00000000
-5.32166083,0.92089913,-0.76485547,0.51363040,-0.43553541,0.26919145,-0.19517525,0.00744396,-0.00697236,0.24375490,-0.22945872,0.29630942,-0.22524161,0.00000000,-0.00000000
-5.31565783,0.96107055,-0.77961296,0.53448017,-0.44683197,0.28629567,-0.20213897,0.00775648,-0.00700033,0.24920197,-0.22734755,0.31294253,-0.23656600,0.00000000,-0.00000000
-5.30965483,1.00324885,-0.80054064,0.55582243,-0.46049873,0.30458584,-0.21119433,0.00810484,-0.00708806,0.25515351,-0.22728064,0.32992624,-0.24910380,0.00000000,-0.00000000
-5.30365183,1.04703389,-0.82669364,0.57748335,-0.47608478,0.32396031,-0.22212700,0.00848976,-0.00722793,0.26150133,-0.22891022,0.34714455,-0.26265887,0.00000000,-0.00000000
-5.29764882,1.09214273,-0.85719412,0.59935205,-0.49318149,0.34433817,-0.23473521,0.00891354,-0.00741373,0.26818620,-0.23191736,0.36450304,-0.27704627,0.00000000,-0.00000000
-5.29164582,1.13840375,-0.89124965,0.62137650,-0.51143150,0.36565708,-0.24883402,0.00937985,-0.00764076,0.27519553,-0.23601882,0.38192784,-0.29209636,0.00000000,-0.00000000
-5.28564282,1.18574625,-0.92816774,0.64355679,-0.53053536,0.38786988,-0.26425863,0.00989366,-0.00790597,0.28255942,-0.24097233,0.39936347,-0.30765798,0.00000000,-0.00000000
-5.27963982,1.23418580,-0.96736624,0.66593610,-0.55025544,0.41094043,-0.28086681,0.01046091,-0.00820795,0.29034537,-0.24658039,0.41676954,-0.32360082,0.00000000,-0.00000000
-5.27363682,1.28380617,-1.00837935,0.68858959,-0.57041730,0.43483852,-0.29854025,0.01108829,-0.00854692,0.29865168,-0.25269243,0.43411659,-0.33981665,0.00000000,-0.00000000
-5.26763382,1.33473823,-1.05085902,0.71161193,-0.59090816,0.45953428,-0.31718480,0.01178290,-0.00892466,0.30759991,-0.25920539,0.45138106,-0.35621941,0.00000000,-0.00000000
-5.26163082,1.38713708,-1.09457182,0.73510378,-0.61167271,0.48499234,-0.33672958,0.01255193,-0.00934435,0.31732673,-0.26606270,0.46853980,-0.37274419,0.00000000,-0.00000000
-5.25562781,1.44115817,-1.13939126,0.75915809,-0.63270642,0.51116589,-0.35712483,0.01340229,-0.00981038,0.32797530,-0.27325175,0.48556444,-0.38934500,0.00000000,-0.00000000
-5.24962481,1.49693370,-1.18528577,0.78384687,-0.65404655,0.53799118,-0.37833866,0.01434025,-0.01032812,0.33968675,-0.28079995,0.50241577,-0.40599139,0.00000000,-0.00000000
-5.24362181,1.55455040,-1.23230300,0.80920915,-0.67576125,0.56538256,-0.40035274,0.01537108,-0.01090365,0.35259189,-0.28876954,0.51903878,-0.42266418,0.00000000,-0.00000000
-5.23761881,1.61402986,-1.28055075,0.83524068,-0.69793730,0.59322858,-0.42315705,0.01649867,-0.01154349,0.36680366,-0.29725132,0.53535840,-0.43935030,0.00000000,-0.00000000
-5.23161581,1.67531232,-1.33017559,0.86188626,-0.72066698,0.62138926,-0.44674395,0.01772528,-0.01225422,0.38241039,-0.30635758,0.55127657,-0.45603717,0.00000000,-0.00000000
-5.22561281,1.73824488,-1.38133994,0.88903487,-0.74403483,0.64969486,-0.47110187,0.01905118,-0.01304221,0.39947037,-0.31621449,0.56667061,-0.47270681,0.00000000,-0.00000000
-5.21960980,1.80257472,-1.43419880,0.91651818,-0.76810482,0.67794621,-0.49620877,0.02047445,-0.01391329,0.41800769,-0.32695420,0.58139335,-0.48933003,0.00000000,-0.00000000
-5.21360680,1.86794772,-1.48887709,0.94411240,-0.79290882,0.70591670,-0.52202604,0.02199080,-0.01487238,0.43800959,-0.33870710,0.59527486,-0.50586110,0.00000000,-0.00000000
-5.20760380,1.93391251,-1.54544895,0.97154362,-0.81843675,0.73335590,-0.54849278,0.02359344,-0.01592327,0.45942536,-0.35159434,0.60812602,-0.52223327,0.00000000,-0.00000000
-5.20160080,1.99992985,-1.60391974,0.99849627,-0.84462929,0.75999466,-0.57552123,0.02527301,-0.01706829,0.48216675,-0.36572109,0.61974366,-0.53835534,0.00000000,-0.00000000
-5.19559780,2.06538676,-1.66421203,1.02462431,-0.87137332,0.78555157,-0.60299329,0.02701766,-0.01830812,0.50610979,-0.38117057,0.62991704,-0.55410977,0.00000000,-0.00000000
-5.18959480,2.12961471,-1.72615599,1.04956464,-0.89850063,0.80974036,-0.63075868,0.02881308,-0.01964155,0.53109792,-0.39799933,0.63843551,-0.56935234,0.00000000,-0.00000000
-5.18359180,2.19191094,-1.78948492,1.07295187,-0.92578985,0.83227806,-0.65863470,0.03064269,-0.02106537,0.55694627,-0.41623361,0.64509678,-0.58391361,0.00000000,-0.00000000
-5.17758879,2.25156177,-1.85383595,1.09443380,-0.95297172,0.85289340,-0.68640780,0.03248791,-0.02257427,0.58344671,-0.43586711,0.64971550,-0.59760214,0.00000000,-0.00000000
-5.17158579,2.30786680,-1.91875609,1.11368662,-0.97973731,0.87133523,-0.71383696,0.03432842,-0.02416078,0.61037366,-0.45686005,0.65213161,-0.61020945,0.00000000,-0.00000000
-5.16558279,2.36016267,-1.98371298,1.13042906,-1.00574894,0.88738041,-0.74065860,0.03614258,-0.02581525,0.63749014,-0.47913952,0.65221796,-0.62151636,0.00000000,-0.00000000
