energy_ev,total_up,C_s_up,C_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,4.39139138,0.01949268,0.12985816,2.91577554,0.00000000,1.88778182,0.64621135
-5.99399700,4.25530299,0.01907928,0.12486875,2.82581455,0.00000000,1.82175827,0.63237110
-5.98799400,4.11064391,0.01864424,0.11986523,2.72957456,0.00000000,1.75282503,0.61722852
-5.98199100,3.95955097,0.01819877,0.11491804,2.62846191,0.00000000,1.68187214,0.60104944
-5.97598799,3.80430933,0.01775486,0.11009746,2.52399294,0.00000000,1.60985586,0.58412949
-5.96998499,3.64731385,0.01732492,0.10547295,2.41776748,0.00000000,1.53778481,0.56678956
-5.96398199,3.49102784,0.01692147,0.10111243,2.31144036,0.00000000,1.46670463,0.54937015
-5.95797899,3.33793995,0.01655680,0.09708156,2.20669160,0.00000000,1.39768133,0.53222491
-5.95197599,3.19052013,0.01624254,0.09344303,2.10519611,0.00000000,1.33178381,0.51571355
-5.94597299,3.05117547,0.01598938,0.09025580,2.00859333,0.00000000,1.27006590,0.50019406
-5.93996998,2.92220678,0.01580673,0.08757431,1.91845755,0.00000000,1.21354827,0.48601481
-5.93396698,2.80576682,0.01570237,0.08544774,1.83626951,0.00000000,1.16320069,0.47350651
-5.92796398,2.70382089,0.01568226,0.08391920,1.76338967,0.00000000,1.11992492,0.46297432
-5.92196098,2.61811041,0.01575033,0.08302492,1.70103377,0.00000000,1.08453865,0.45469051
-5.91595798,2.55012037,0.01590832,0.08279356,1.65025092,0.00000000,1.05776064,0.44888769
-5.90995498,2.50105092,0.01615571,0.08324545,1.61190458,0.00000000,1.04019745,0.44575297
-5.90395198,2.47179376,0.01648975,0.08439202,1.58665668,0.00000000,1.03233184,0.44542316
-5.89794897,2.46291364,0.01690549,0.08623528,1.57495508,0.00000000,1.03451300,0.44798109
-5.89194597,2.47463532,0.01739588,0.08876744,1.57702451,0.00000000,1.04694869,0.45345336
-5.88594297,2.50683624,0.01795200,0.09197072,1.59286102,0.00000000,1.06969943,0.46180922
