energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Na_s_up,S_s_up,S_p_up
-5.34567284,1.79384816,0.02069966,0.35063427,0.39763154,0.84256062,0.09302330,0.01727586,0.61359658
-5.33966983,1.67335965,0.01883394,0.32878527,0.37148330,0.78541393,0.08320423,0.01629850,0.57282337
-5.33366683,1.55221274,0.01705066,0.30641562,0.34505187,0.72815800,0.07400192,0.01527331,0.53171595
-5.32766383,1.43166820,0.01535851,0.28380423,0.31863717,0.67136050,0.06544795,0.01421634,0.49071495
-5.32166083,1.31293669,0.01376413,0.26122114,0.29252572,0.61557093,0.05755932,0.01314329,0.45024270
-5.31565783,1.19715388,0.01227219,0.23892122,0.26698519,0.56130935,0.05033984,0.01206909,0.41069440
-5.30965483,1.08535936,0.01088552,0.21713868,0.24225971,0.50905672,0.04378185,0.01100761,0.37243070
-5.30365183,0.97848004,0.00960522,0.19608256,0.21856639,0.45924741,0.03786787,0.00997134,0.33577177
-5.29764882,0.87731851,0.00843090,0.17593339,0.19609279,0.41226394,0.03257241,0.00897121,0.30099319
-5.29164582,0.78254668,0.00736077,0.15684096,0.17499568,0.36843415,0.02786370,0.00801644,0.26832348
-5.28564282,0.69470424,0.00639190,0.13892331,0.15540081,0.32803067,0.02370531,0.00711445,0.23794351
-5.27963982,0.61420209,0.00552037,0.12226680,0.13740381,0.29127261,0.02005767,0.00627089,0.20998745
-5.27363682,0.54132971,0.00474145,0.10692723,0.12107196,0.25832913,0.01687943,0.00548968,0.18454522
-5.26763382,0.47626612,0.00404980,0.09293179,0.10644668,0.22932452,0.01412868,0.00477308,0.16166616
-5.26163082,0.41909330,0.00343963,0.08028174,0.09354670,0.20434445,0.01176394,0.00412189,0.14136355
-5.25562781,0.36981133,0.00290487,0.06895562,0.08237144,0.18344267,0.00974499,0.00353560,0.12361991
-5.24962481,0.32835413,0.00243929,0.05891274,0.07290471,0.16664804,0.00803362,0.00301256,0.10839253
-5.24362181,0.29460514,0.00203668,0.05009694,0.06511830,0.15397104,0.00659410,0.00255026,0.09561902
-5.23761881,0.26841183,0.00169093,0.04244021,0.05897539,0.14540956,0.00539359,0.00214546,0.08522275
-5.23161581,0.24959851,0.00139612,0.03586631,0.05443360,0.14095357,0.00440248,0.00179447,0.07711773
-5.22561281,0.23797696,0.00114665,0.03029404,0.05144767,0.14058830,0.00359451,0.00149330,0.07121292
-5.21960980,0.23335426,0.00093727,0.02564024,0.04997148,0.14429579,0.00294698,0.00123786,0.06741579
-5.21360680,0.23553791,0.00076317,0.02182233,0.04995967,0.15205476,0.00244073,0.00102411,0.06563511
-5.20760380,0.24433808,0.00061997,0.01876050,0.05136857,0.16383875,0.00206028,0.00084822,0.06578288
-5.20160080,0.25956715,0.00050381,0.01637943,0.05415672,0.17961271,0.00179377,0.00070667,0.06777552
-5.19559780,0.28103704,0.00041135,0.01460962,0.05828488,0.19932823,0.00163302,0.00059637,0.07153444
-5.18959480,0.30855464,0.00033978,0.01338834,0.06371582,0.22291787,0.00157353,0.00051471,0.07698602
-5.18359180,0.34191607,0.00028684,0.01266028,0.07041376,0.25028869,0.00161449,0.00045967,0.08406124
-5.17758879,0.38090025,0.00025084,0.01237785,0.07834386,0.28131583,0.00175885,0.00042983,0.09269511
-5.17158579,0.42526273,0.00023066,0.01250131,0.08747171,0.31583625,0.00201328,0.00042441,0.10282606
-5.16558279,0.47473013,0.00022577,0.01299874,0.09776298,0.35364339,0.00238829,0.00044328,0.11439547
-5.15957979,0.52899610,0.00023625,0.01384575,0.10918333,0.39448302,0.00289816,0.00048700,0.12734748
-5.15357679,0.58771911,0.00026278,0.01502527,0.12169875,0.43805083,0.00356099,0.00055676,0.14162916
-5.14757379,0.65052254,0.00030672,0.01652711,0.13527616,0.48399198,0.00439860,0.00065440,0.15719109
-5.14157079,0.71699732,0.00037005,0.01834753,0.14988449,0.53190292,0.00543645,0.00078236,0.17398847
-5.13556778,0.78670708,0.00045549,0.02048880,0.16549601,0.58133554,0.00670336,0.00094363,0.19198251
-5.12956478,0.85919570,0.00056643,0.02295859,0.18208792,0.63180365,0.00823125,0.00114169,0.21114221
-5.12356178,0.93399689,0.00070701,0.02576946,0.19964409,0.68279161,0.01005467,0.00138043,0.23144628
-5.11755878,1.01064540,0.00088211,0.02893811,0.21815675,0.73376487,0.01221018,0.00166402,0.25288499
-5.11155578,1.08868904,0.00109735,0.03248471,0.23762788,0.78418188,0.01473562,0.00199685,0.27546189
-5.10555278,1.16770088,0.00135906,0.03643199,0.25807032,0.83350713,0.01766918,0.00238333,0.29919494
-5.09954977,1.24729088,0.00167427,0.04080428,0.27950828,0.88122439,0.02104834,0.00282779,0.32411711
-5.09354677,1.32711596,0.00205061,0.04562650,0.30197704,0.92684986,0.02490864,0.00333427,0.35027602
-5.08754377,1.40688811,0.00249624,0.05092291,0.32552198,0.96994442,0.02928232,0.00390637,0.37773263
-5.08154077,1.48637959,0.00301973,0.05671591,0.35019658,1.01012452,0.03419689,0.00454707,0.40655887
-5.07553777,1.56542508,0.00362987,0.06302469,0.37605963,1.04707114,0.03967368,0.00525852,0.43683411
-5.06953477,1.64392037,0.00433548,0.06986388,0.40317154,1.08053648,0.04572638,0.00604191,0.46864066
-5.06353177,1.72181772,0.00514521,0.07724226,0.43158998,1.11034806,0.05235961,0.00689732,0.50205831
-5.05752876,1.79911796,0.00606723,0.08516146,0.46136502,1.13641014,0.05956776,0.00782354,0.53715827
-5.05152576,1.87585996,0.00710897,0.09361493,0.49253398,1.15870246,0.06733395,0.00881805,0.57399665
-5.04552276,1.95210790,0.00827681,0.10258692,0.52511616,1.17727650,0.07562931,0.00987692,0.61260798
-5.03951976,2.02793733,0.00957575,0.11205188,0.55910800,1.19224943,0.08441264,0.01099482,0.65299889
-5.03351676,2.10342069,0.01100911,0.12197402,0.59447866,1.20379623,0.09363046,0.01216510,0.69514261
-5.02751376,2.17861317,0.01257821,0.13230721,0.63116638,1.21214047,0.10321749,0.01337983,0.73897432
-5.02151076,2.25353995,0.01428217,0.14299526,0.66907590,1.21754404,0.11309765,0.01463000,0.78438787
-5.01550775,2.32818529,0.01611765,0.15397244,0.70807697,1.22029666,0.12318545,0.01590570,0.83123398
-5.00950475,2.40248419,0.01807868,0.16516440,0.74800411,1.22070526,0.13338787,0.01719635,0.87931999
-5.00350175,2.47631696,0.02015668,0.17648931,0.78865761,1.21908403,0.14360658,0.01849097,0.92841144
-4.99749875,2.54950696,0.02234039,0.18785922,0.82980567,1.21574516,0.15374047,0.01977847,0.97823503
-4.99149575,2.62182124,0.02461600,0.19918163,0.87118762,1.21099083,0.16368839,0.02104790,1.02848322
-4.98549275,2.69297417,0.02696740,0.21036110,0.91251800,1.20510630,0.17335195,0.02228878,1.07881989
-4.97948974,2.76263330,0.02937642,0.22130099,0.95349132,1.19835448,0.18263832,0.02349129,1.12888697
-4.97348674,2.83042713,0.03182327,0.23190505,0.99378722,1.19097172,0.19146275,0.02464650,1.17831160
-4.96748374,2.89595408,0.03428696,0.24207901,1.03307583,1.18316491,0.19975095,0.02574655,1.22671354
-4.96148074,2.95879203,0.03674582,0.25173200,1.07102321,1.17510957,0.20744088,0.02678473,1.27371232
-4.95547774,3.01850778,0.03917804,0.26077784,1.10729654,1.16694901,0.21448412,0.02775554,1.31893409
-4.94947474,3.07466590,0.04156221,0.26913612,1.14156909,1.15879408,0.22084661,0.02865466,1.36201760
-4.94347174,3.12683662,0.04387783,0.27673309,1.17352470,1.15072357,0.22650873,0.02947889,1.40261944
-4.93746873,3.17460231,0.04610581,0.28350247,1.20286206,1.14278502,0.23146479,0.03022601,1.44041817
-4.93146573,3.21756264,0.04822881,0.28938601,1.22929838,1.13499582,0.23572179,0.03089463,1.47511744
-4.92546273,3.25533826,0.05023157,0.29433400,1.25257286,1.12734448,0.23929775,0.03148399,1.50644820
-4.91945973,3.28757328,0.05210107,0.29830568,1.27244984,1.11979216,0.24221946,0.03199379,1.53416993
-4.91345673,3.31393674,0.05382659,0.30126958,1.28872167,1.11227433,0.24451997,0.03242393,1.55807129
-4.90745373,3.33412359,0.05539970,0.30320384,1.30121148,1.10470271,0.24623580,0.03277437,1.57797022
-4.90145073,3.34785528,0.05681402,0.30409652,1.30977575,1.09696744,0.24740417,0.03304500,1.59371371
-4.89544772,3.35488074,0.05806500,0.30394581,1.31430681,1.08893971,0.24806036,0.03323548,1.60517761
-4.88944472,3.35497775,0.05914960,0.30276031,1.31473513,1.08047468,0.24823530,0.03334518,1.61226643
-4.88344172,3.34795521,0.06006588,0.30055914,1.31103138,1.07141507,0.24795358,0.03337323,1.61491344
-4.87743872,3.33365644,0.06081266,0.29737206,1.30320827,1.06159510,0.24723201,0.03331849,1.61308116
-4.87143572,3.31196356,0.06138916,0.29323941,1.29132182,1.05084503,0.24607886,0.03317969,1.60676219
-4.86543272,3.28280295,0.06179467,0.28821185,1.27547224,1.03899619,0.24449358,0.03295555,1.59598050
-4.85942971,3.24615158,0.06202841,0.28235006,1.25580408,1.02588633,0.24246743,0.03264493,1.58079297
-4.85342671,3.20204401,0.06208937,0.27572402,1.23250560,1.01136526,0.23998455,0.03224703,1.56129124
-4.84742371,3.15057960,0.06197636,0.26841220,1.20580734,0.99530055,0.23702370,0.03176162,1.53760360
-4.84142071,3.09192958,0.06168813,0.26050052,1.17597981,0.97758320,0.23356045,0.03118915,1.50989668
-4.83541771,3.02634344,0.06122366,0.25208097,1.14333024,0.95813284,0.22956965,0.03053103,1.47837698
-4.82941471,2.95415417,0.06058250,0.24325017,1.10819851,0.93690256,0.22502817,0.02978970,1.44329180
-4.82341171,2.87578193,0.05976518,0.23410769,1.07095223,0.91388281,0.21991754,0.02896876,1.40492942
-4.81740870,2.79173560,0.05877373,0.22475436,1.03198122,0.88910443,0.21422652,0.02807307,1.36361856
-4.81140570,2.70261202,0.05761208,0.21529040,0.99169132,0.86264052,0.20795335,0.02710872,1.31972663
-4.80540270,2.60909259,0.05628657,0.20581374,0.95049792,0.83460700,0.20110758,0.02608306,1.27365706
-4.79939970,2.51193712,0.05480624,0.19641829,0.90881920,0.80516189,0.19371137,0.02500454,1.22584531
-4.79339670,2.41197492,0.05318312,0.18719244,0.86706936,0.77450319,0.18580013,0.02388268,1.17675388
-4.78739370,2.31009332,0.05143232,0.17821773,0.82565199,0.74286537,0.17742267,0.02272781,1.12686617
-4.78139070,2.20722389,0.04957200,0.16956778,0.78495370,0.71051480,0.16864056,0.02155095,1.07667936
-4.77538769,2.10432665,0.04762311,0.16130748,0.74533827,0.67774390,0.15952698,0.02036354,1.02669659
-4.76938469,2.00237290,0.04560907,0.15349248,0.70714134,0.64486458,0.15016511,0.01917721,0.97741854
-4.76338169,1.90232720,0.04355515,0.14616899,0.67066583,0.61220102,0.14064600,0.01800357,0.92933466
-4.75737869,1.80512906,0.04148788,0.13937388,0.63617812,0.58008206,0.13106618,0.01685393,0.88291450
-4.75137569,1.71167508,0.03943422,0.13313493,0.60390510,0.54883352,0.12152520,0.01573910,0.83859917
-4.74537269,1.62280208,0.03742075,0.12747152,0.57403212,0.51877084,0.11212299,0.01466918,0.79679346
-4.73936968,1.53927190,0.03547281,0.12239525,0.54670186,0.49019205,0.10295744,0.01365340,0.75785872
-4.73336668,1.46175831,0.03361364,0.11791094,0.52201413,0.46337155,0.09412214,0.01269993,0.72210689
-4.72736368,1.39083653,0.03186363,0.11401752,0.50002657,0.43855479,0.08570442,0.01181584,0.68979574
-4.72136068,1.32697555,0.03023963,0.11070906,0.48075625,0.41595401,0.07778382,0.01100697,0.66112561
-4.71535768,1.27053360,0.02875442,0.10797578,0.46418213,0.39574513,0.07043094,0.01027795,0.63623769
-4.70935468,1.22175669,0.02741633,0.10580497,0.45024823,0.37806588,0.06370674,0.00963213,0.61521386
-4.70335168,1.18078025,0.02622903,0.10418182,0.43886764,0.36301510,0.05766238,0.00907169,0.59807814
-4.69734867,1.14763361,0.02519152,0.10309016,0.42992705,0.35065323,0.05233932,0.00859765,0.58479961
-4.69134567,1.12224708,0.02429831,0.10251306,0.42329180,0.34100376,0.04776992,0.00820994,0.57529673
-4.68534267,1.10446121,0.02353977,0.10243323,0.41881142,0.33405567,0.04397828,0.00790757,0.56944279
-4.67933967,1.09403787,0.02290262,0.10283332,0.41632534,0.32976650,0.04098130,0.00768865,0.56707241
-4.67333667,1.09067248,0.02237058,0.10369609,0.41566875,0.32806605,0.03878993,0.00755057,0.56798858
-4.66733367,1.09400700,0.02192509,0.10500439,0.41667837,0.32886040,0.03741041,0.00749005,0.57197029
-4.66133067,1.10364310,0.02154611,0.10674110,0.41919803,0.33203602,0.03684553,0.00750332,0.57878015
-4.65532766,1.11915490,0.02121294,0.10888889,0.42308372,0.33746392,0.03709575,0.00758613,0.58817185
-4.64932466,1.14010097,0.02090505,0.11143003,0.42820807,0.34500354,0.03816011,0.00773388,0.59989718
-4.64332166,1.16603482,0.02060284,0.11434601,0.43446398,0.35450626,0.04003696,0.00794169,0.61371220
-4.63731866,1.19651386,0.02028834,0.11761725,0.44176722,0.36581841,0.04272432,0.00820440,0.62938254
-4.63131566,1.23110620,0.01994578,0.12122272,0.45005785,0.37878370,0.04621995,0.00851665,0.64668742
-4.62531266,1.26939527,0.01956209,0.12513961,0.45930037,0.39324495,0.05052102,0.00887289,0.66542234
-4.61930965,1.31098203,0.01912721,0.12934299,0.46948250,0.40904513,0.05562344,0.00926735,0.68540037
-4.61330665,1.35548483,0.01863428,0.13380548,0.48061247,0.42602768,0.06152089,0.00969410,0.70645198
-4.60730365,1.40253699,0.01807970,0.13849704,0.49271508,0.44403618,0.06820341,0.01014701,0.72842345
-4.60130065,1.45178232,0.01746302,0.14338466,0.50582633,0.46291345,0.07565592,0.01061976,0.75117403
-4.59529765,1.50286898,0.01678674,0.14843224,0.51998714,0.48250015,0.08385636,0.01110585,0.77457199
-4.58929465,1.55544206,0.01605597,0.15360046,0.53523610,0.50263304,0.09277386,0.01159862,0.79848984
-4.58329165,1.60913544,0.01527807,0.15884669,0.55160178,0.52314309,0.10236691,0.01209128,0.82279901
-4.57728864,1.66356354,0.01446213,0.16412511,0.56909481,0.54385359,0.11258156,0.01257695,0.84736439
-4.57128564,1.71831362,0.01361853,0.16938676,0.58770031,0.56457846,0.12335000,0.01304872,0.87203901
-4.56528264,1.77293925,0.01275840,0.17457985,0.60737089,0.58512098,0.13458943,0.01349979,0.89665933
-4.55927964,1.82695564,0.01189314,0.17965008,0.62802084,0.60527310,0.14620142,0.01392349,0.92104146
-4.55327664,1.87983728,0.01103399,0.18454121,0.64952171,0.62481551,0.15807193,0.01431345,0.94497863
-4.54727364,1.93101853,0.01019157,0.18919564,0.67169979,0.64351863,0.17007193,0.01466370,0.96824022
-4.54127064,1.97989724,0.00937562,0.19355526,0.69433566,0.66114451,0.18205880,0.01496880,0.99057255
-4.53526763,2.02584184,0.00859467,0.19756237,0.71716600,0.67744985,0.19387847,0.01522400,1.01170137
-4.52926463,2.06820154,0.00785587,0.20116073,0.73988768,0.69218995,0.20536829,0.01542532,1.03133636
-4.52326163,2.10631965,0.00716492,0.20429675,0.76216410,0.70512362,0.21636049,0.01556966,1.04917715
-4.51725863,2.13954947,0.00652596,0.20692070,0.78363358,0.71601881,0.22668630,0.01565493,1.06492099
-4.51125563,2.16727212,0.00594166,0.20898796,0.80391951,0.72465886,0.23618041,0.01568007,1.07827147
-4.50525263,2.18891550,0.00541329,0.21046029,0.82264166,0.73084905,0.24468560,0.01564509,1.08894805
-4.49924962,2.20397361,0.00494082,0.21130694,0.83942846,0.73442313,0.25205751,0.01555109,1.09669592
-4.49324662,2.21202514,0.00452315,0.21150573,0.85392940,0.73524957,0.25816908,0.01540020,1.10129561
