energy_ev,total_up,C_s_up,C_p_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.42971486,3.51480434,0.00660115,0.34257315,1.64621214,2.14387148,0.01395943,0.65454076,0.78626823,0.08490923
-5.42371186,3.44697182,0.00645166,0.33351004,1.61335657,2.09847164,0.01331939,0.64890739,0.77546418,0.08382477
-5.41770885,3.37549758,0.00627809,0.32309496,1.57457429,2.05334829,0.01268295,0.64222730,0.76233551,0.08247769
-5.41170585,3.30104893,0.00608559,0.31152536,1.53063228,2.00857294,0.01205939,0.63468011,0.74721844,0.08089283
-5.40570285,3.22441626,0.00587998,0.29902403,1.48243108,1.96424880,0.01145788,0.62647725,0.73051081,0.07910163
-5.39969985,3.14649378,0.00566765,0.28583165,1.43096992,1.92051541,0.01088732,0.61785505,0.71265640,0.07714093
-5.39369685,3.06825471,0.00545537,0.27219877,1.37730900,1.87754993,0.01035617,0.60906682,0.69412787,0.07505169
-5.38769385,2.99072195,0.00525014,0.25837772,1.32253054,1.83556495,0.00987231,0.60037408,0.67540900,0.07287755
-5.38169085,2.91493511,0.00505907,0.24461465,1.26770029,1.79480284,0.00944283,0.59203732,0.65697699,0.07066327
-5.37568784,2.84191532,0.00488914,0.23114203,1.21383103,1.75552702,0.00907393,0.58430654,0.63928552,0.06845326
-5.36968484,2.77262932,0.00474709,0.21817196,1.16184959,1.71801050,0.00877075,0.57741204,0.62274906,0.06629000
-5.36368184,2.70795420,0.00463921,0.20589040,1.11256849,1.68252243,0.00853723,0.57155571,0.60772920,0.06421272
-5.35767884,2.64864448,0.00457119,0.19445259,1.06666326,1.64931338,0.00837604,0.56690322,0.59452328,0.06225611
-5.35167584,2.59530280,0.00454796,0.18397974,1.02465601,1.61860026,0.00828845,0.56357745,0.58335574,0.06044930
-5.34567284,2.54835577,0.00457351,0.17455712,0.98690558,1.59055178,0.00827432,0.56165331,0.57437243,0.05881506
-5.33966983,2.50803582,0.00465082,0.16623344,0.95360445,1.56527532,0.00833202,0.56115436,0.56763787,0.05736923
-5.33366683,2.47437009,0.00478168,0.15902159,0.92478194,1.54280607,0.00845846,0.56205113,0.56313554,0.05612041
-5.32766383,2.44717681,0.00496664,0.15290057,0.90031334,1.52309908,0.00864913,0.56426144,0.56077090,0.05507000
-5.32166083,2.42606936,0.00520491,0.14781854,0.87993421,1.50602479,0.00889818,0.56765256,0.56037704,0.05421242
-5.31565783,2.41046796,0.00549434,0.14369671,0.86325887,1.49136843,0.00919849,0.57204515,0.56172253,0.05353557
-5.30965483,2.39961853,0.00583141,0.14043403,0.84980222,1.47883330,0.00954186,0.57721894,0.56452106,0.05302159
-5.30365183,2.39261787,0.00621125,0.13791226,0.83900367,1.46804806,0.00991913,0.58291969,0.56844251,0.05264769
-5.29764882,2.38844428,0.00662771,0.13600146,0.83025221,1.45857752,0.01032045,0.58886750,0.57312494,0.05238717
-5.29164582,2.38599238,0.00707344,0.13456540,0.82291157,1.44993661,0.01073541,0.59476583,0.57818704,0.05221055
-5.28564282,2.38411066,0.00754010,0.13346693,0.81634446,1.44160688,0.01115336,0.60031115,0.58324069,0.05208672
-5.27963982,2.38164042,0.00801847,0.13257293,0.80993521,1.43305472,0.01156360,0.60520276,0.58790314,0.05198407
-5.27363682,2.37745463,0.00849870,0.13175883,0.80310994,1.42375060,0.01195569,0.60915245,0.59180855,0.05187167
-5.26763382,2.37049523,0.00897057,0.13091241,0.79535384,1.41318836,0.01231963,0.61189372,0.59461846,0.05172030
-5.26163082,2.35980762,0.00942374,0.12993692,0.78622519,1.40090380,0.01264617,0.61319032,0.59603121,0.05150340
-5.25562781,2.34457120,0.00984807,0.12875335,0.77536584,1.38649183,0.01292702,0.61284370,0.59578974,0.05119788
-5.24962481,2.32412497,0.01023392,0.12730192,0.76250813,1.36962135,0.01315504,0.61069934,0.59368805,0.05078481
-5.24362181,2.29798755,0.01057242,0.12554261,0.74747834,1.35004758,0.01332443,0.60665169,0.58957592,0.05024993
-5.23761881,2.26587109,0.01085577,0.12345504,0.73019684,1.32762116,0.01343091,0.60064765,0.58336208,0.04958400
-5.23161581,2.22768884,0.01107752,0.12103753,0.71067527,1.30229396,0.01347179,0.59268855,0.57501563,0.04878293
-5.22561281,2.18355650,0.01123278,0.11830558,0.68901102,1.27412136,0.01344609,0.58283052,0.56456601,0.04784787
-5.21960980,2.13378741,0.01131841,0.11528983,0.66537956,1.24326120,0.01335456,0.57118342,0.55210132,0.04678501
-5.21360680,2.07888208,0.01133311,0.11203360,0.64002498,1.20996933,0.01319969,0.55790831,0.53776533,0.04560530
-5.20760380,2.01951267,0.01127757,0.10859027,0.61324916,1.17459231,0.01298568,0.54321354,0.52175314,0.04432413
-5.20160080,1.95650300,0.01115441,0.10502044,0.58540016,1.13755740,0.01271834,0.52734965,0.50430570,0.04296076
-5.19559780,1.89080487,0.01096817,0.10138921,0.55686002,1.09936030,0.01240500,0.51060322,0.48570338,0.04153777
-5.18959480,1.82347155,0.01072517,0.09776348,0.52803255,1.06055123,0.01205435,0.49328982,0.46625864,0.04008042
-5.18359180,1.75562918,0.01043336,0.09420958,0.49933137,1.02171961,0.01167625,0.47574626,0.44630817,0.03861600
-5.17758879,1.68844685,0.01010210,0.09079104,0.47116837,0.98347792,0.01128155,0.45832223,0.42620445,0.03717306
-5.17158579,1.62310618,0.00974192,0.08756685,0.44394305,0.94644520,0.01088183,0.44137175,0.40630714,0.03578076
-5.16558279,1.56077098,0.00936416,0.08458997,0.41803268,0.91123044,0.01048913,0.42524437,0.38697433,0.03446813
-5.15957979,1.50255777,0.00898073,0.08190624,0.39378354,0.87841646,0.01011574,0.41027641,0.36855393,0.03326334
-5.15357679,1.44950750,0.00860374,0.07955358,0.37150340,0.84854440,0.00977382,0.39678250,0.35137530,0.03219308
-5.14757379,1.40255921,0.00824518,0.07756160,0.35145507,0.82209925,0.00947521,0.38504747,0.33574137,0.03128191
-5.14157079,1.36252587,0.00791656,0.07595133,0.33385128,0.79949664,0.00923104,0.37531883,0.32192136,0.03055159
-5.13556778,1.33007296,0.00762866,0.07473524,0.31885080,0.78107111,0.00905149,0.36779996,0.31014418,0.03002061
-5.12956478,1.30570003,0.00739116,0.07391741,0.30655574,0.76706616,0.00894551,0.36264425,0.30059285,0.02970358
-5.12356178,1.28972569,0.00721245,0.07349379,0.29701017,0.75762617,0.00892051,0.35995024,0.29339978,0.02961086
-5.11755878,1.28227635,0.00709936,0.07345251,0.29019985,0.75279048,0.00898213,0.35975795,0.28864323,0.02974812
-5.11155578,1.28327888,0.00705696,0.07377430,0.28605321,0.75248978,0.00913402,0.36204646,0.28634498,0.03011605
-5.10555278,1.29245776,0.00708844,0.07443282,0.28444348,0.75654499,0.00937767,0.36673296,0.28646913,0.03071009
-5.09954977,1.30933671,0.00719500,0.07539514,0.28519190,0.76466869,0.00971223,0.37367324,0.28892241,0.03152039
-5.09354677,1.33324515,0.00737577,0.07662219,0.28807202,0.77646931,0.01013448,0.38266374,0.29355562,0.03253169
-5.08754377,1.36332964,0.00762785,0.07806925,0.29281509,0.79145812,0.01063875,0.39344514,0.30016662,0.03372352
-5.08154077,1.39857027,0.00794630,0.07968653,0.29911632,0.80905896,0.01121699,0.40570758,0.30850449,0.03507038
-5.07553777,1.43780196,0.00832431,0.08141991,0.30664209,0.82862065,0.01185890,0.41909730,0.31827512,0.03654218
-5.06953477,1.47974036,0.00875326,0.08321169,0.31503782,0.84943191,0.01255204,0.43322480,0.32914789,0.03810475
-5.06353177,1.52301207,0.00922303,0.08500165,0.32393657,0.87073858,0.01328218,0.44767411,0.34076358,0.03972053
-5.05752876,1.56618834,0.00972214,0.08672810,0.33296797,0.89176260,0.01403354,0.46201327,0.35274304,0.04134940
-5.05152576,1.60782172,0.01023815,0.08832919,0.34176743,0.91172243,0.01478927,0.47580544,0.36469672,0.04294963
-5.04552276,1.64648439,0.01075790,0.08974433,0.34998537,0.92985423,0.01553182,0.48862059,0.37623468,0.04447891
-5.03951976,1.68080727,0.01126796,0.09091567,0.35729620,0.94543317,0.01624346,0.50004730,0.38697669,0.04589547
-5.03351676,1.70951847,0.01175494,0.09178969,0.36340681,0.95779419,0.01690681,0.50970421,0.39656240,0.04715924
-5.02751376,1.73147988,0.01220591,0.09231872,0.36806431,0.96635134,0.01750535,0.51725099,0.40466099,0.04823299
-5.02151076,1.74572042,0.01260882,0.09246244,0.37106282,0.97061522,0.01802394,0.52239814,0.41098009,0.04908342
-5.01550775,1.75146481,0.01295281,0.09218919,0.37224898,0.97020756,0.01844930,0.52491546,0.41527368,0.04968218
-5.00950475,1.74815667,0.01322861,0.09147708,0.37152609,0.96487259,0.01877047,0.52463875,0.41734860,0.05000670
-5.00350175,1.73547491,0.01342878,0.09031488,0.36885674,0.95448455,0.01897916,0.52147460,0.41706952,0.05004092
-4.99749875,1.71334289,0.01354800,0.08870245,0.36426373,0.93905115,0.01907004,0.51540289,0.41436203,0.04977575
-4.99149575,1.68192978,0.01358321,0.08665101,0.35782933,0.91871282,0.01904096,0.50647713,0.40921393,0.04920931
-4.98549275,1.64164418,0.01353371,0.08418282,0.34969297,0.89373766,0.01889299,0.49482237,0.40167447,0.04834701
-4.97948974,1.59312017,0.01340123,0.08133065,0.34004723,0.86451248,0.01863045,0.48063100,0.39185171,0.04720123
-4.97348674,1.53719647,0.01318978,0.07813681,0.32913249,0.83153019,0.01826076,0.46415647,0.37990811,0.04579094
-4.96748374,1.47488949,0.01290561,0.07465193,0.31723030,0.79537416,0.01779421,0.44570522,0.36605440,0.04414098
-4.96148074,1.40736141,0.01255694,0.07093336,0.30465572,0.75670010,0.01724365,0.42562716,0.35054222,0.04228123
-4.95547774,1.33588474,0.01215371,0.06704356,0.29174883,0.71621632,0.01662410,0.40430510,0.33365568,0.04024559
-4.94947474,1.26180444,0.01170725,0.06304819,0.27886580,0.67466302,0.01595229,0.38214344,0.31570217,0.03807093
-4.94347174,1.18649945,0.01122993,0.05901429,0.26636961,0.63279154,0.01524616,0.35955668,0.29700298,0.03579588
-4.93746873,1.11134461,0.01073472,0.05500841,0.25462075,0.59134407,0.01452433,0.33695806,0.27788384,0.03345972
-4.93146573,1.03767471,0.01023484,0.05109493,0.24396816,0.55103480,0.01380560,0.31474868,0.25866602,0.03110129
-4.92546273,0.96675137,0.00974330,0.04733446,0.23474065,0.51253282,0.01310844,0.29330761,0.23965797,0.02875788
-4.91945973,0.89973411,0.00927256,0.04378255,0.22723884,0.47644736,0.01245049,0.27298302,0.22114814,0.02646440
-4.91345673,0.83765602,0.00883412,0.04048860,0.22172801,0.44331573,0.01184821,0.25408478,0.20339886,0.02425258
-4.90745373,0.78140474,0.00843824,0.03749507,0.21843185,0.41359402,0.01131647,0.23687851,0.18664167,0.02215034
-4.90145073,0.73170892,0.00809361,0.03483703,0.21752732,0.38765084,0.01086827,0.22158127,0.17107400,0.02018139
-4.89544772,0.68913024,0.00780717,0.03254195,0.21914067,0.36576405,0.01051459,0.20835888,0.15685740,0.01836498
-4.88944472,0.65406097,0.00758392,0.03062980,0.22334488,0.34812024,0.01026423,0.19732487,0.14411711,0.01671576
-4.88344172,0.62672666,0.00742682,0.02911341,0.23015834,0.33481699,0.01012383,0.18854091,0.13294296,0.01524392
-4.87743872,0.60719374,0.00733675,0.02799907,0.23954513,0.32586761,0.01009786,0.18201875,0.12339150,0.01395536
-4.87143572,0.59538135,0.00731252,0.02728731,0.25141675,0.32120803,0.01018879,0.17772345,0.11548910,0.01285201
-4.86543272,0.59107710,0.00735098,0.02697383,0.26563543,0.32070575,0.01039730,0.17557772,0.10923592,0.01193231
-4.85942971,0.59395590,0.00744709,0.02705056,0.28201890,0.32417026,0.01072251,0.17546732,0.10461038,0.01119168
-4.85342671,0.60360141,0.00759417,0.02750673,0.30034669,0.33136492,0.01116229,0.17724725,0.10157419,0.01062308
-4.84742371,0.61952926,0.00778411,0.02833001,0.32036771,0.34201974,0.01171359,0.18074854,0.10007739,0.01021757
-4.84142071,0.64121145,0.00800763,0.02950757,0.34180898,0.35584469,0.01237279,0.18578548,0.10006343,0.00996491
-4.83541771,0.66810103,0.00825459,0.03102707,0.36438531,0.37254332,0.01313606,0.19216310,0.10147396,0.00985411
-4.82941471,0.69965632,0.00851429,0.03287751,0.38780935,0.39182611,0.01399960,0.19968458,0.10425316,0.00987394
-4.82341171,0.73536377,0.00877584,0.03504989,0.41180203,0.41342312,0.01496001,0.20815846,0.10835141,0.01001342
-4.81740870,0.77475871,0.00902847,0.03753766,0.43610245,0.43709558,0.01601442,0.21740536,0.11372821,0.01026219
-4.81140570,0.81744295,0.00926183,0.04033688,0.46047713,0.46264574,0.01716066,0.22726398,0.12035411,0.01061085
-4.80540270,0.86309861,0.00946636,0.04344618,0.48472791,0.48992478,0.01839728,0.23759610,0.12821156,0.01105118
-4.79939970,0.91149728,0.00963348,0.04686627,0.50869808,0.51883806,0.01972349,0.24829047,0.13729475,0.01157629
-4.79339670,0.96250399,0.00975590,0.05059932,0.53227630,0.54934753,0.02113898,0.25926530,0.14760819,0.01218063
-4.78739370,1.01607555,0.00982776,0.05464791,0.55539801,0.58147091,0.02264363,0.27046918,0.15916422,0.01285998
-4.78139070,1.07225297,0.00984479,0.05901378,0.57804410,0.61527748,0.02423714,0.28188050,0.17197947,0.01361124
-4.77538769,1.13114805,0.00980437,0.06369637,0.60023672,0.65088046,0.02591857,0.29350516,0.18607036,0.01443222
-4.76938469,1.19292459,0.00970556,0.06869120,0.62203241,0.68842607,0.02768579,0.30537265,0.20144794,0.01532133
-4.76338169,1.25777470,0.00954904,0.07398819,0.64351276,0.72807967,0.02953494,0.31753083,0.21811211,0.01627718
-4.75737869,1.32589129,0.00933704,0.07957001,0.66477304,0.77000933,0.03145988,0.33003929,0.23604577,0.01729820
-4.75137569,1.39743794,0.00907319,0.08541057,0.68590941,0.81436765,0.03345168,0.34296193,0.25520898,0.01838215
-4.74537269,1.47251776,0.00876231,0.09147375,0.70700542,0.86127251,0.03549817,0.35635888,0.27553363,0.01952577
-4.73936968,1.55114268,0.00841020,0.09771252,0.72811862,0.91078780,0.03758365,0.37027825,0.29691888,0.02072430
-4.73336668,1.63320515,0.00802340,0.10406842,0.74926811,0.96290500,0.03968872,0.38474828,0.31922783,0.02197122
-4.72736368,1.71845383,0.00760896,0.11047167,0.77042384,1.01752684,0.04179033,0.39977014,0.34228554,0.02325794
-4.72136068,1.80647494,0.00717414,0.11684180,0.79149853,1.07445386,0.04386202,0.41531195,0.36587879,0.02457367
-4.71535768,1.89668077,0.00672620,0.12308888,0.81234269,1.13337481,0.04587432,0.43130445,0.38975774,0.02590537
-4.70935468,1.98830631,0.00627217,0.12911540,0.83274341,1.19386180,0.04779546,0.44763850,0.41363944,0.02723791
-4.70335168,2.08041484,0.00581865,0.13481863,0.85242694,1.25537058,0.04959222,0.46416480,0.43721338,0.02855421
-4.69734867,2.17191260,0.00537169,0.14009358,0.87106540,1.31724635,0.05123093,0.48069580,0.46014869,0.02983573
-4.69134567,2.26157258,0.00493660,0.14483618,0.88828716,1.37873518,0.05267860,0.49700997,0.48210301,0.03106285
-4.68534267,2.34806642,0.00451795,0.14894677,0.90369055,1.43900082,0.05390416,0.51285811,0.50273248,0.03221556
-4.67933967,2.43000346,0.00411947,0.15233370,0.91686028,1.49714632,0.05487969,0.52797159,0.52170259,0.03327410
-4.67333667,2.50597533,0.00374409,0.15491675,0.92738571,1.55223984,0.05558157,0.54207211,0.53869931,0.03421967
-4.66733367,2.57460413,0.00339395,0.15663029,0.93487999,1.60334357,0.05599154,0.55488247,0.55344004,0.03503520
-4.66133067,2.63459212,0.00307048,0.15742608,0.93899911,1.64954461,0.05609767,0.56613801,0.56568379,0.03570607
-4.65532766,2.68477057,0.00277445,0.15727540,0.93945984,1.68998661,0.05589493,0.57559784,0.57524024,0.03622072
-4.64932466,2.72414564,0.00250613,0.15617055,0.93605549,1.72390071,0.05538569,0.58305563,0.58197702,0.03657124
-4.64332166,2.75193907,0.00226535,0.15412557,0.92866881,1.75063451,0.05457984,0.58834919,0.58582503,0.03675378
