energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.80190095,5.90592492,0.15207844,0.23566085,1.33728736,0.77587886,2.52433506,0.00000000,1.35160240,0.89506548
-5.79589795,6.12474373,0.16159393,0.24023003,1.35288094,0.81382150,2.61268935,0.00000000,1.38406167,0.93442014
-5.78989495,6.33603538,0.17142801,0.24412074,1.36450117,0.85271747,2.69773409,0.00000000,1.41356869,0.97303621
-5.78389195,6.53738062,0.18148732,0.24728495,1.37202648,0.89210511,2.77846501,0.00000000,1.43976619,1.01045557
-5.77788894,6.72653861,0.19167193,0.24969595,1.37544236,0.93150376,2.85395221,0.00000000,1.46238727,1.04623583
-5.77188594,6.90147355,0.20187709,0.25134774,1.37483588,0.97042046,2.92335095,0.00000000,1.48125592,1.07995762
-5.76588294,7.06037283,0.21199502,0.25225350,1.37038587,1.00835656,2.98590873,0.00000000,1.49628364,1.11123092
-5.75987994,7.20165759,0.22191691,0.25244327,1.36234943,1.04481456,3.04096921,0.00000000,1.50746265,1.13970063
-5.75387694,7.32398658,0.23153488,0.25196109,1.35104581,1.07930488,3.08797338,0.00000000,1.51485629,1.16505130
-5.74787394,7.42625491,0.24074405,0.25086163,1.33683859,1.11135289,3.12645892,0.00000000,1.51858738,1.18701086
-5.74187094,7.50758899,0.24944456,0.24920652,1.32011720,1.14050603,3.15605807,0.00000000,1.51882520,1.20535358
-5.73586793,7.56733898,0.25754342,0.24706073,1.30127889,1.16634105,3.17649496,0.00000000,1.51577213,1.21990202
-5.72986493,7.60506996,0.26495627,0.24448894,1.28071195,1.18847123,3.18758265,0.00000000,1.50965035,1.23052820
-5.72386193,7.62055278,0.27160888,0.24155236,1.25878100,1.20655349,3.18922048,0.00000000,1.50068966,1.23715380
-5.71785893,7.61375518,0.27743844,0.23830589,1.23581497,1.22029517,3.18139173,0.00000000,1.48911662,1.23974964
-5.71185593,7.58483372,0.28239439,0.23479594,1.21209810,1.22946027,3.16416192,0.00000000,1.47514576,1.23833424
-5.70585293,7.53412637,0.28643907,0.23105892,1.18786417,1.23387488,3.13767741,0.00000000,1.45897281,1.23297169
-5.69984992,7.46214572,0.28954791,0.22712038,1.16329398,1.23343156,3.10216423,0.00000000,1.44077038,1.22376875
-5.69384692,7.36957240,0.29170923,0.22299493,1.13851580,1.22809246,3.05792680,0.00000000,1.42068574,1.21087134
-5.68784392,7.25724809,0.29292380,0.21868687,1.11360844,1.21789084,3.00534619,0.00000000,1.39884087,1.19446050
-5.68184092,7.12616768,0.29320399,0.21419135,1.08860662,1.20293101,2.94487745,0.00000000,1.37533416,1.17474783
-5.67583792,6.97746981,0.29257268,0.20949610,1.06350781,1.18338642,2.87704582,0.00000000,1.35024370,1.15197065
-5.66983492,6.81242545,0.29106200,0.20458356,1.03828029,1.15949595,2.80244143,0.00000000,1.32363158,1.12638692
-5.66383192,6.63242404,0.28871184,0.19943322,1.01287159,1.13155841,2.72171232,0.00000000,1.29554885,1.09827005
-5.65782891,6.43895704,0.28556835,0.19402408,0.98721690,1.09992549,2.63555581,0.00000000,1.26604066,1.06790375
-5.65182591,6.23359893,0.28168237,0.18833706,0.96124700,1.06499323,2.54470823,0.00000000,1.23515124,1.03557704
-5.64582291,6.01798586,0.27710792,0.18235725,0.93489525,1.02719238,2.44993321,0.00000000,1.20292847,1.00157953
-5.63981991,5.79379240,0.27190075,0.17607585,0.90810353,0.98697800,2.35200894,0.00000000,1.16942761,0.96619706
-5.63381691,5.56270704,0.26611712,0.16949173,0.88082672,0.94481866,2.25171478,0.00000000,1.13471419,0.92970774
-5.62781391,5.32640720,0.25981265,0.16261251,0.85303593,0.90118561,2.14981768,0.00000000,1.09886592,0.89237858
-5.62181091,5.08653455,0.25304146,0.15545517,0.82472031,0.85654241,2.04705906,0.00000000,1.06197356,0.85446267
-5.61580790,4.84467165,0.24585545,0.14804610,0.79588774,0.81133527,1.94414262,0.00000000,1.02414096,0.81619688
-5.60980490,4.60232065,0.23830393,0.14042075,0.76656435,0.76598450,1.84172352,0.00000000,0.98548423,0.77780028
-5.60380190,4.36088500,0.23043332,0.13262271,0.73679333,0.72087740,1.74039948,0.00000000,0.94613035,0.73947309
-5.59779890,4.12165463,0.22228718,0.12470256,0.70663308,0.67636263,1.64070409,0.00000000,0.90621535,0.70139622
-5.59179590,3.88579525,0.21390637,0.11671626,0.67615505,0.63274631,1.54310246,0.00000000,0.86588224,0.66373141
-5.58579290,3.65434197,0.20532939,0.10872352,0.64544141,0.59028980,1.44798943,0.00000000,0.82527893,0.62662181
-5.57978989,3.42819733,0.19659281,0.10078590,0.61458276,0.54920921,1.35569019,0.00000000,0.78455628,0.59019298
-5.57378689,3.20813351,0.18773183,0.09296504,0.58367604,0.50967640,1.26646317,0.00000000,0.74386639,0.55455438
-5.56778389,2.99479845,0.17878084,0.08532092,0.55282269,0.47182136,1.18050491,0.00000000,0.70336120,0.51980094
-5.56178089,2.78872532,0.16977405,0.07791030,0.52212715,0.43573572,1.09795656,0.00000000,0.66319149,0.48601501
-5.55577789,2.59034456,0.16074599,0.07078543,0.49169566,0.40147712,1.01891154,0.00000000,0.62350625,0.45326833
-5.54977489,2.39999789,0.15173206,0.06399304,0.46163536,0.36907415,0.94342393,0.00000000,0.58445234,0.42162399
-5.54377189,2.21795339,0.14276888,0.05757363,0.43205365,0.33853166,0.87151707,0.00000000,0.54617448,0.39113844
-5.53776888,2.04442092,0.13389459,0.05156113,0.40305765,0.30983603,0.80319206,0.00000000,0.50881536,0.36186323
-5.53176588,1.87956713,0.12514900,0.04598286,0.37475385,0.28296031,0.73843564,0.00000000,0.47251586,0.33384668
-5.52576288,1.72352946,0.11657356,0.04085986,0.34724763,0.25786900,0.67722719,0.00000000,0.43741536,0.30713528
-5.51975988,1.57642873,0.10821132,0.03620738,0.32064288,0.23452223,0.61954475,0.00000000,0.40365189,0.28177479
-5.51375688,1.43837979,0.10010661,0.03203570,0.29504143,0.21287943,0.56536964,0.00000000,0.37136221,0.25781109
-5.50775388,1.30950024,0.09230474,0.02835105,0.27054246,0.19290222,0.51469003,0.00000000,0.34068179,0.23529084
-5.50175088,1.18991697,0.08485157,0.02515668,0.24724170,0.17455670,0.46750309,0.00000000,0.31174458,0.21426174
-5.49574787,1.07977070,0.07779303,0.02245393,0.22523065,0.15781501,0.42381611,0.00000000,0.28468261,0.19477272
-5.48974487,0.97921848,0.07117463,0.02024331,0.20459569,0.14265629,0.38364662,0.00000000,0.25962545,0.17687378
-5.48374187,0.88843444,0.06504095,0.01852549,0.18541718,0.12906710,0.34702164,0.00000000,0.23669958,0.16061579
-5.47773887,0.80760890,0.05943514,0.01730209,0.16776857,0.11704137,0.31397626,0.00000000,0.21602753,0.14605004
-5.47173587,0.73694593,0.05439849,0.01657642,0.15171561,0.10657987,0.28455186,0.00000000,0.19772697,0.13322771
-5.46573287,0.67665957,0.04996999,0.01635383,0.13731557,0.09768940,0.25879377,0.00000000,0.18190961,0.12219919
-5.45972986,0.62696870,0.04618592,0.01664187,0.12461663,0.09038168,0.23674890,0.00000000,0.16868001,0.11301326
-5.45372686,0.58809058,0.04307952,0.01745020,0.11365731,0.08467197,0.21846308,0.00000000,0.15813409,0.10571610
-5.44772386,0.56023307,0.04068060,0.01879010,0.10446598,0.08057752,0.20397828,0.00000000,0.15035753,0.10035015
-5.44172086,0.54358542,0.03901519,0.02067377,0.09706042,0.07811576,0.19332973,0.00000000,0.14542379,0.09695275
-5.43571786,0.53830767,0.03810512,0.02311329,0.09144744,0.07730242,0.18654295,0.00000000,0.14339189,0.09555452
-5.42971486,0.54451863,0.03796758,0.02611937,0.08762241,0.07814945,0.18363054,0.00000000,0.14430382,0.09617758
-5.42371186,0.56228263,0.03861464,0.02969982,0.08556882,0.08066282,0.18458892,0.00000000,0.14818168,0.09883343
-5.41770885,0.59159510,0.04005263,0.03385795,0.08525772,0.08484027,0.18939488,0.00000000,0.15502449,0.10352070
-5.41170585,0.63236756,0.04228151,0.03859082,0.08664717,0.09066911,0.19800209,0.00000000,0.16480484,0.11022268
-5.40570285,0.68441229,0.04529421,0.04388752,0.08968165,0.09812395,0.21033757,0.00000000,0.17746543,0.11890480
-5.39969985,0.74742754,0.04907584,0.04972753,0.09429139,0.10716474,0.22629834,0.00000000,0.19291581,0.12951208
-5.39369685,0.82098397,0.05360305,0.05607925,0.10039191,0.11773501,0.24574839,0.00000000,0.21102928,0.14196676
-5.38769385,0.90451313,0.05884331,0.06289887,0.10788358,0.12976056,0.26851618,0.00000000,0.23164042,0.15616622
-5.38169085,0.99729911,0.06475439,0.07012957,0.11665150,0.14314870,0.29439283,0.00000000,0.25454334,0.17198127
-5.37568784,1.09847405,0.07128394,0.07770118,0.12656570,0.15778812,0.32313146,0.00000000,0.27949099,0.18925513
-5.36968484,1.20701854,0.07836930,0.08553041,0.13748168,0.17354963,0.35444762,0.00000000,0.30619568,0.20780310
-5.36368184,1.32176749,0.08593757,0.09352162,0.14924159,0.19028776,0.38802123,0.00000000,0.33433103,0.22741314
-5.35767884,1.44142203,0.09390600,0.10156828,0.16167585,0.20784326,0.42350013,0.00000000,0.36353547,0.24784736
-5.35167584,1.56456759,0.10218267,0.10955487,0.17460540,0.22604668,0.46050519,0.00000000,0.39341737,0.26884460
-5.34567284,1.68969820,0.11066759,0.11735951,0.18784456,0.24472274,0.49863722,0.00000000,0.42356171,0.29012397
-5.33966983,1.81524637,0.11925405,0.12485695,0.20120440,0.26369562,0.53748529,0.00000000,0.45353835,0.31138944
-5.33366683,1.93961807,0.12783039,0.13192204,0.21449663,0.28279492,0.57663652,0.00000000,0.48291141,0.33233520
-5.32766383,2.06123146,0.13628200,0.13843335,0.22753777,0.30186203,0.61568692,0.00000000,0.51124984,0.35265184
-5.32166083,2.17855811,0.14449356,0.14427699,0.24015368,0.32075678,0.65425284,0.00000000,0.53813847,0.37203304
-5.31565783,2.29016524,0.15235147,0.14935038,0.25218400,0.33936390,0.69198278,0.00000000,0.56318942,0.39018244
-5.30965483,2.39475699,0.15974634,0.15356568,0.26348655,0.35759918,0.72856878,0.00000000,0.58605328,0.40682072
-5.30365183,2.49121316,0.16657547,0.15685301,0.27394145,0.37541472,0.76375713,0.00000000,0.60642960,0.42169233
-5.29764882,2.57862361,0.17274525,0.15916303,0.28345472,0.39280319,0.79735765,0.00000000,0.62407638,0.43457174
-5.29164582,2.65631669,0.17817336,0.16046887,0.29196122,0.40980058,0.82925120,0.00000000,0.63881798,0.44526901
-5.28564282,2.72388032,0.18279071,0.16076742,0.29942695,0.42648736,0.85939476,0.00000000,0.65055125,0.45363434
-5.27963982,2.78117476,0.18654304,0.16007970,0.30585032,0.44298764,0.88782401,0.00000000,0.65924959,0.45956160
-5.27363682,2.82833619,0.18939204,0.15845055,0.31126268,0.45946639,0.91465285,0.00000000,0.66496467,0.46299049
-5.26763382,2.86577088,0.19131617,0.15594740,0.31572778,0.47612449,0.94006993,0.00000000,0.66782595,0.46390754
-5.26163082,2.89414015,0.19231080,0.15265844,0.31934035,0.49319186,0.96433205,0.00000000,0.66803769,0.46234569
-5.25562781,2.91433632,0.19238805,0.14869010,0.32222391,0.51091860,0.98775464,0.00000000,0.66587395,0.45838266
-5.24962481,2.92745095,0.19157599,0.14416403,0.32452766,0.52956457,1.01069956,0.00000000,0.66167140,0.45213810
-5.24362181,2.93473614,0.18991751,0.13921371,0.32642282,0.54938770,1.03356059,0.00000000,0.65582054,0.44376969
-5.23761881,2.93756076,0.18746871,0.13398088,0.32809840,0.57063136,1.05674713,0.00000000,0.64875532,0.43346842
-5.23161581,2.93736294,0.18429695,0.12861180,0.32975655,0.59351140,1.08066673,0.00000000,0.64094181,0.42145311
-5.22561281,2.93560076,0.18047867,0.12325367,0.33160757,0.61820340,1.10570702,0.00000000,0.63286598,0.40796442
-5.21960980,2.93370293,0.17609697,0.11805112,0.33386479,0.64483057,1.13221785,0.00000000,0.62502119,0.39325862
-5.21360680,2.93302112,0.17123907,0.11314308,0.33673938,0.67345299,1.16049425,0.00000000,0.61789557,0.37760123
-5.20760380,2.93478555,0.16599389,0.10865982,0.34043501,0.70405864,1.19076096,0.00000000,0.61195965,0.36126077
-5.20160080,2.94006536,0.16044949,0.10472056,0.34514276,0.73655673,1.22315905,0.00000000,0.60765445,0.34450271
-5.19559780,2.94973494,0.15469087,0.10143130,0.35103590,0.77077369,1.25773529,0.00000000,0.60538046,0.32758387
-5.18959480,2.96444700,0.14879794,0.09888315,0.35826502,0.80645219,1.29443467,0.00000000,0.60548740,0.31074731
-5.18359180,2.98461337,0.14284372,0.09715098,0.36695317,0.84325324,1.33309629,0.00000000,0.60826521,0.29421785
-5.17758879,3.01039354,0.13689305,0.09629241,0.37719135,0.88076146,1.37345298,0.00000000,0.61393635,0.27819823
-5.17158579,3.04169139,0.13100156,0.09634716,0.38903421,0.91849353,1.41513457,0.00000000,0.62264941,0.26286607
-5.16558279,3.07815968,0.12521512,0.09733660,0.40249620,0.95590931,1.45767471,0.00000000,0.63447439,0.24837155
-5.15957979,3.11921220,0.11956970,0.09926366,0.41754819,0.99242561,1.50052109,0.00000000,0.64939958,0.23483586
-5.15357679,3.16404276,0.11409163,0.10211295,0.43411475,1.02743181,1.54304865,0.00000000,0.66733027,0.22235046
-5.14757379,3.21165049,0.10879814,0.10585111,0.45207219,1.06030695,1.58457537,0.00000000,0.68808937,0.21097701
-5.14157079,3.26087052,0.10369836,0.11042752,0.47124769,1.09043764,1.62438007,0.00000000,0.71142001,0.20074813
-5.13556778,3.31040903,0.09879443,0.11577527,0.49141950,1.11723598,1.66172165,0.00000000,0.73699029,0.19166871
-5.12956478,3.35888182,0.09408286,0.12181246,0.51231857,1.14015700,1.69585922,0.00000000,0.76440013,0.18371793
-5.12356178,3.40485516,0.08955599,0.12844386,0.53363161,1.15871482,1.72607237,0.00000000,0.79319018,0.17685177
-5.11755878,3.44688784,0.08520344,0.13556300,0.55500589,1.17249705,1.75168102,0.00000000,0.82285284,0.17100598
-5.11155578,3.48357348,0.08101357,0.14305457,0.57605552,1.18117684,1.77206429,0.00000000,0.85284509,0.16609950
-5.10555278,3.51358176,0.07697476,0.15079721,0.59636952,1.18452218,1.78667785,0.00000000,0.88260289,0.16203804
-5.09954977,3.53569756,0.07307659,0.15866659,0.61552130,1.18240226,1.79506909,0.00000000,0.91155683,0.15871794
-5.09354677,3.54885702,0.06931072,0.16653873,0.63307944,1.17479062,1.79689003,0.00000000,0.93914849,0.15603001
-5.08754377,3.55217924,0.06567162,0.17429341,0.64861952,1.16176507,1.79190722,0.00000000,0.96484706,0.15386335
-5.08154077,3.54499287,0.06215694,0.18181759,0.66173648,1.14350454,1.78000871,0.00000000,0.98816546,0.15210895
-5.07553777,3.52685660,0.05876768,0.18900866,0.67205717,1.12028303,1.76120767,0.00000000,1.00867539,0.15066298
-5.06953477,3.49757281,0.05550808,0.19577733,0.67925246,1.09246089,1.73564267,0.00000000,1.02602062,0.14942976
-5.06353177,3.45719380,0.05238525,0.20205007,0.68304861,1.06047398,1.70357463,0.00000000,1.03992790,0.14832412
-5.05752876,3.40602026,0.04940870,0.20777092,0.68323704,1.02482097,1.66538045,0.00000000,1.05021482,0.14727322
-5.05152576,3.34459193,0.04658956,0.21290253,0.67968240,0.98604939,1.62154354,0.00000000,1.05679440,0.14621780
-5.04552276,3.27367054,0.04393987,0.21742640,0.67232826,0.94474088,1.57264162,0.00000000,1.05967587,0.14511266
-5.03951976,3.19421565,0.04147166,0.22134225,0.66120024,0.90149624,1.51933202,0.00000000,1.05896171,0.14392666
-5.03351676,3.10735418,0.03919614,0.22466654,0.64640638,0.85692059,1.46233504,0.00000000,1.05484109,0.14264191
-5.02751376,3.01434484,0.03712284,0.22743024,0.62813480,0.81160939,1.40241598,0.00000000,1.04757980,0.14125263
-5.02151076,2.91653884,0.03525895,0.22967595,0.60664848,0.76613540,1.34036635,0.00000000,1.03750749,0.13976339
-5.01550775,2.81533856,0.03360863,0.23145454,0.58227778,0.72103730,1.27698495,0.00000000,1.02500264,0.13818711
-5.00950475,2.71215608,0.03217264,0.23282154,0.55541065,0.67681000,1.21305957,0.00000000,1.01047627,0.13654287
-5.00350175,2.60837332,0.03094803,0.23383351,0.52648133,0.63389701,1.14934997,0.00000000,0.99435524,0.13485360
-4.99749875,2.50530570,0.02992808,0.23454457,0.49595781,0.59268504,1.08657268,0.00000000,0.97706602,0.13314396
-4.99149575,2.40417095,0.02910241,0.23500342,0.46432879,0.55350081,1.02538828,0.00000000,0.95901990,0.13143837
-4.98549275,2.30606448,0.02845728,0.23525095,0.43209056,0.51661016,0.96639157,0.00000000,0.94060045,0.12975942
-4.97948974,2.21194239,0.02797609,0.23531868,0.39973447,0.48221931,0.91010492,0.00000000,0.92215377,0.12812669
-4.97348674,2.12261263,0.02764003,0.23522803,0.36773543,0.45047815,0.85697491,0.00000000,0.90398211,0.12655611
-4.96748374,2.03873453,0.02742886,0.23499064,0.33654170,0.42148526,0.80737236,0.00000000,0.88634089,0.12505981
-4.96148074,1.96082622,0.02732175,0.23460943,0.30656657,0.39529442,0.76159534,0.00000000,0.86943924,0.12364650
-4.95547774,1.88927921,0.02729827,0.23408063,0.27818175,0.37192214,0.71987503,0.00000000,0.85344366,0.12232225
-4.94947474,1.82437856,0.02733930,0.23339635,0.25171278,0.35135596,0.68238362,0.00000000,0.83848433,0.12109177
-4.94347174,1.76632729,0.02742797,0.23254766,0.22743634,0.33356291,0.64924393,0.00000000,0.82466329,0.11995982
-4.93746873,1.71527276,0.02755052,0.23152781,0.20557928,0.31849784,0.62053967,0.00000000,0.81206375,0.11893283
-4.93146573,1.67133318,0.02769709,0.23033547,0.18631918,0.30611110,0.59632587,0.00000000,0.80075953,0.11802051
-4.92546273,1.63462217,0.02786230,0.22897758,0.16978615,0.29635523,0.57663859,0.00000000,0.79082382,0.11723725
-4.91945973,1.60526924,0.02804571,0.22747165,0.15606554,0.28919030,0.56150314,0.00000000,0.78233625,0.11660328
-4.91345673,1.58343483,0.02825205,0.22584735,0.14520127,0.28458759,0.55094036,0.00000000,0.77538774,0.11614540
-4.90745373,1.56931838,0.02849125,0.22414710,0.13719936,0.28253155,0.54497039,0.00000000,0.77008254,0.11589718
-4.90145073,1.56315875,0.02877819,0.22242572,0.13203158,0.28301974,0.54361363,0.00000000,0.76653704,0.11589865
-4.89544772,1.56522663,0.02913230,0.22074901,0.12963882,0.28606093,0.54688888,0.00000000,0.76487554,0.11619533
-4.88944472,1.57580925,0.02957685,0.21919136,0.12993400,0.29167143,0.55480859,0.00000000,0.76522299,0.11683672
-4.88344172,1.59518807,0.03013804,0.21783249,0.13280466,0.29986968,0.56737172,0.00000000,0.76769520,0.11787425
-4.87743872,1.62361077,0.03084395,0.21675357,0.13811491,0.31066974,0.58455447,0.00000000,0.77238727,0.11935882
-4.87143572,1.66125919,0.03172328,0.21603277,0.14570695,0.32407363,0.60629958,0.00000000,0.77936090,0.12133793
-4.86543272,1.70821522,0.03280402,0.21574072,0.15540226,0.34006329,0.63250500,0.00000000,0.78863172,0.12385277
-4.85942971,1.76442678,0.03411197,0.21593600,0.16700252,0.35859244,0.66301261,0.00000000,0.80015737,0.12693511
-4.85342671,1.82967622,0.03566936,0.21666097,0.18029047,0.37957890,0.69759791,0.00000000,0.81382754,0.13060448
-4.84742371,1.90355316,0.03749338,0.21793826,0.19503094,0.40289782,0.73596153,0.00000000,0.82945658,0.13486554
-4.84142071,1.98543404,0.03959493,0.21976806,0.21097215,0.42837633,0.77772327,0.00000000,0.84677956,0.13970593
-4.83541771,2.07446988,0.04197743,0.22212639,0.22784752,0.45578994,0.82241927,0.00000000,0.86545222,0.14509476
-4.82941471,2.16958375,0.04463584,0.22496459,0.24537812,0.48486114,0.86950308,0.00000000,0.88505506,0.15098167
-4.82341171,2.26947869,0.04755604,0.22820989,0.26327581,0.51526035,0.91835059,0.00000000,0.90510164,0.15729678
-4.81740870,2.37265669,0.05071435,0.23176724,0.28124718,0.54660953,0.96826941,0.00000000,0.92505087,0.16395134
-4.81140570,2.47744836,0.05407756,0.23552221,0.29899829,0.57848828,1.01851228,0.00000000,0.94432274,0.17083932
-4.80540270,2.58205275,0.05760317,0.23934490,0.31624004,0.61044260,1.06829452,0.00000000,0.96231696,0.17783966
-4.79939970,2.68458621,0.06124010,0.24309465,0.33269429,0.64199601,1.11681496,0.00000000,0.97843351,0.18481935
-4.79339670,2.78313860,0.06492973,0.24662533,0.34810026,0.67266271,1.16327976,0.00000000,0.99209434,0.19163711
-4.78739370,2.87583486,0.06860727,0.24979108,0.36222129,0.70196243,1.20692831,0.00000000,1.00276500,0.19814753
-4.78139070,2.96089980,0.07220345,0.25245199,0.37485156,0.72943647,1.24706033,0.00000000,1.00997541,0.20420559
-4.77538769,3.03672349,0.07564649,0.25447983,0.38582256,0.75466429,1.28306318,0.00000000,1.01333863,0.20967139
-4.76938469,3.10192469,0.07886421,0.25576324,0.39500911,0.77728011,1.31443824,0.00000000,1.01256700,0.21441484
-4.76338169,3.15540987,0.08178629,0.25621241,0.40233450,0.79698875,1.34082540,0.00000000,1.00748475,0.21832015
-4.75737869,3.19642512,0.08434654,0.25576290,0.40777472,0.81358001,1.36202450,0.00000000,0.99803667,0.22129001
-4.75137569,3.22459891,0.08648505,0.25437855,0.41136143,0.82694109,1.37801287,0.00000000,0.98429262,0.22324918
-4.74537269,3.23997356,0.08815029,0.25205335,0.41318351,0.83706617,1.38895793,0.00000000,0.96644755,0.22414742
-4.73936968,3.24302382,0.08930083,0.24881216,0.41338711,0.84406287,1.39522429,0.00000000,0.94481733,0.22396163
-4.73336668,3.23466158,0.08990681,0.24471030,0.41217399,0.84815493,1.39737466,0.00000000,0.91983052,0.22269701
-4.72736368,3.21622574,0.08995100,0.23983210,0.40979839,0.84968091,1.39616432,0.00000000,0.89201657,0.22038739
-4.72136068,3.18945732,0.08942942,0.23428833,0.40656209,0.84908876,1.39252882,0.00000000,0.86199096,0.21709439
-4.71535768,3.15646010,0.08835143,0.22821280,0.40280810,0.84692607,1.38756525,0.00000000,0.83043797,0.21290582
-4.70935468,3.11964772,0.08673943,0.22175811,0.39891291,0.84382641,1.38250712,0.00000000,0.79809163,0.20793300
-4.70335168,3.08167859,0.08462807,0.21509078,0.39527754,0.84049187,1.37869359,0.00000000,0.76571577,0.20230737
-4.69734867,3.04538069,0.08206299,0.20838604,0.39231770,0.83767237,1.37753366,0.00000000,0.73408362,0.19617638
-4.69134567,3.01366828,0.07909926,0.20182222,0.39045320,0.83614231,1.38046642,0.00000000,0.70395777,0.18969883
-4.68534267,2.98945335,0.07579949,0.19557524,0.39009702,0.83667549,1.38891834,0.00000000,0.67607102,0.18303993
-4.67933967,2.97555459,0.07223175,0.18981312,0.39164430,0.84001889,1.40425896,0.00000000,0.65110852,0.17636607
-4.67333667,2.97460686,0.06846739,0.18469090,0.39546154,0.84686642,1.42775642,0.00000000,0.62969185,0.16983971
-4.66733367,2.98897422,0.06457876,0.18034599,0.40187637,0.85783363,1.46053402,0.00000000,0.61236504,0.16361444
-4.66133067,3.02066951,0.06063714,0.17689419,0.41116815,0.87343415,1.50352964,0.00000000,0.59958305,0.15783043
-4.65532766,3.07128318,0.05671068,0.17442642,0.42355967,0.89405897,1.55745904,0.00000000,0.59170266,0.15261044
-4.64932466,3.14192401,0.05286262,0.17300633,0.43921023,0.91995922,1.62278466,0.00000000,0.58897594,0.14805647
-4.64332166,3.23317372,0.04914982,0.17266874,0.45821016,0.95123330,1.69969102,0.00000000,0.59154625,0.14424721
