energy_ev,total_up,Bi_p_up,Bi_d_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-6.00000000,1.65782467,0.75092499,0.01289423,1.37345592,0.59421177,0.01457601,0.22563634
-5.99399700,1.68547239,0.76818895,0.01290207,1.39752132,0.61104525,0.01576464,0.21779260
-5.98799400,1.71683502,0.78566620,0.01288823,1.42213634,0.62946537,0.01700484,0.21184067
-5.98199100,1.75199386,0.80352789,0.01285774,1.44765868,0.64957373,0.01828397,0.20760988
-5.97598799,1.79101644,0.82196517,0.01281659,1.47447424,0.67146534,0.01958794,0.20490356
-5.96998499,1.83393591,0.84117427,0.01277141,1.50297302,0.69521760,0.02090135,0.20350407
-5.96398199,1.88073033,0.86134091,0.01272916,1.53352400,0.72087920,0.02220769,0.20317857
-5.95797899,1.93130327,0.88262500,0.01269676,1.56645016,0.74845945,0.02348961,0.20368519
-5.95197599,1.98546689,0.90514631,0.01268073,1.60200518,0.77791890,0.02472927,0.20477946
-5.94597299,2.04292859,0.92897204,0.01268690,1.64035291,0.80916160,0.02590872,0.20622065
-5.93996998,2.10328237,0.95410687,0.01272011,1.68155091,0.84202969,0.02701031,0.20777800
-5.93396698,2.16600532,0.98048611,0.01278396,1.72553864,0.87630056,0.02801709,0.20923634
-5.92796398,2.23045996,1.00797217,0.01288064,1.77213127,0.91168696,0.02891331,0.21040121
-5.92196098,2.29590232,1.03635469,0.01301083,1.82101894,0.94784009,0.02968478,0.21110321
-5.91595798,2.36149573,1.06535418,0.01317366,1.87177189,0.98435569,0.03031928,0.21120144
-5.90995498,2.42632956,1.09462901,0.01336674,1.92385075,1.02078289,0.03080686,0.21058606
-5.90395198,2.48944245,1.12378536,0.01358623,1.97662163,1.05663548,0.03114013,0.20917980
-5.89794897,2.54984869,1.15238961,0.01382704,2.02937507,1.09140516,0.03131447,0.20693863
-5.89194597,2.60656687,1.17998262,0.01408299,2.08134792,1.12457619,0.03132808,0.20385133
-5.88594297,2.65864938,1.20609503,0.01434706,2.13174700,1.15564085,0.03118207,0.19993841
-5.87993997,2.70521155,1.23026310,0.01461169,2.17977358,1.18411507,0.03088037,0.19525021
-5.87393697,2.74545933,1.25204417,0.01486897,2.22464742,1.20955345,0.03042962,0.18986440
-5.86793397,2.77871426,1.27103124,0.01511102,2.26562962,1.23156335,0.02983895,0.18388312
-5.86193097,2.80443507,1.28686611,0.01533018,2.30204331,1.24981721,0.02911973,0.17742984
-5.85592796,2.82223494,1.29925048,0.01551925,2.33329168,1.26406289,0.02828528,0.17064614
-5.84992496,2.83189426,1.30795485,0.01567175,2.35887280,1.27413162,0.02735052,0.16368855
-5.84392196,2.83336842,1.31282496,0.01578205,2.37839114,1.27994329,0.02633159,0.15672569
-5.83791896,2.82679074,1.31378560,0.01584551,2.39156557,1.28150918,0.02524556,0.14993561
-5.83191596,2.81247065,1.31084202,0.01585859,2.39823408,1.27893188,0.02411000,0.14350365
-5.82591296,2.79088752,1.30407886,0.01581891,2.39835540,1.27240279,0.02294269,0.13762072
-5.81990995,2.76268045,1.29365695,0.01572522,2.39200770,1.26219719,0.02176134,0.13248199
-5.81390695,2.72863459,1.27980820,0.01557745,2.37938488,1.24866732,0.02058322,0.12828599
-5.80790395,2.68966443,1.26282884,0.01537659,2.36079057,1.23223349,0.01942503,0.12523401
-5.80190095,2.64679466,1.24307133,0.01512469,2.33663028,1.21337394,0.01830262,0.12352968
-5.79589795,2.60113888,1.22093519,0.01482469,2.30740179,1.19261332,0.01723085,0.12337852
-5.78989495,2.55387668,1.19685707,0.01448038,2.27368412,1.17051040,0.01622345,0.12498740
-5.78389195,2.50622943,1.17130025,0.01409623,2.23612505,1.14764522,0.01529290,0.12856357
-5.77788894,2.45943502,1.14474378,0.01367727,2.19542736,1.12460583,0.01445038,0.13431322
-5.77188594,2.41472191,1.11767150,0.01322898,2.15233389,1.10197502,0.01370562,0.14243937
-5.76588294,2.37328272,1.09056106,0.01275714,2.10761149,1.08031720,0.01306695,0.15313893
-5.75987994,2.33624782,1.06387316,0.01226769,2.06203410,1.06016561,0.01254118,0.16659885
-5.75387694,2.30465913,1.03804117,0.01176660,2.01636507,1.04201021,0.01213356,0.18299143
-5.74787394,2.27944484,1.01346134,0.01125976,1.97133920,1.02628638,0.01184780,0.20246872
-5.74187094,2.26139544,0.99048384,0.01075285,1.92764484,1.01336469,0.01168598,0.22515614
-5.73586793,2.25114179,0.96940471,0.01025125,1.88590662,1.00354207,0.01164855,0.25114561
-5.72986493,2.24913608,0.95045926,0.00975992,1.84666941,0.99703458,0.01173435,0.28048828
-5.72386193,2.25563624,0.93381682,0.00928333,1.81038421,0.99397204,0.01194054,0.31318732
-5.71785893,2.27069475,0.91957728,0.00882536,1.77739652,0.99439478,0.01226271,0.34919103
-5.71185593,2.29415259,0.90776964,0.00838932,1.74793795,0.99825271,0.01269485,0.38838675
-5.70585293,2.32563880,0.89835246,0.00797783,1.72212151,1.00540689,0.01322952,0.43059595
-5.69984992,2.36457633,0.89121670,0.00759289,1.69994103,1.01563365,0.01385788,0.47557088
-5.69384692,2.41019431,0.88619057,0.00723579,1.68127498,1.02863122,0.01456994,0.52299316
-5.68784392,2.46154675,0.88304653,0.00690725,1.66589469,1.04402895,0.01535471,0.57247466
-5.68184092,2.51753756,0.88151023,0.00660735,1.65347676,1.06139875,0.01620049,0.62356083
-5.67583792,2.57695120,0.88127115,0.00633569,1.64361944,1.08026851,0.01709514,0.67573667
-5.66983492,2.63848817,0.88199445,0.00609138,1.63586228,1.10013717,0.01802642,0.72843518
-5.66383192,2.70080438,0.88333386,0.00587321,1.62970831,1.12049096,0.01898235,0.78104844
-5.65782891,2.76255298,0.88494494,0.00567967,1.62464794,1.14082023,0.01995156,0.83294070
-5.65182591,2.82242722,0.88649837,0.00550909,1.62018348,1.16063631,0.02092371,0.88346342
-5.64582291,2.87920285,0.88769262,0.00535976,1.61585345,1.17948786,0.02188978,0.93197153
-5.63981991,2.93177838,0.88826563,0.00522995,1.61125540,1.19697610,0.02284248,0.97784039
-5.63381691,2.97921175,0.88800509,0.00511806,1.60606656,1.21276831,0.02377649,1.02048285
-5.62781391,3.02075187,0.88675673,0.00502267,1.60006115,1.22660918,0.02468872,1.05936563
-5.62181091,3.05586381,0.88443054,0.00494261,1.59312391,1.23832951,0.02557847,1.09402443
-5.61580790,3.08424665,0.88100450,0.00487698,1.58525897,1.24785207,0.02644749,1.12407708
-5.60980490,3.10584321,0.87652586,0.00482519,1.57659387,1.25519411,0.02729999,1.14923420
-5.60380190,3.12084116,0.87110968,0.00478696,1.56737846,1.26046683,0.02814254,1.16930692
-5.59779890,3.12966552,0.86493495,0.00476233,1.55797856,1.26387135,0.02898389,1.18421132
-5.59179590,3.13296272,0.85823824,0.00475159,1.54886474,1.26569174,0.02983463,1.19396951
-5.58579290,3.13157677,0.85130520,0.00475527,1.54059645,1.26628506,0.03070691,1.19870719
-5.57978989,3.12651846,0.84446024,0.00477406,1.53380213,1.26606890,0.03161396,1.19864792
-5.57378689,3.11892879,0.83805467,0.00480875,1.52915608,1.26550690,0.03256960,1.19410435
-5.56778389,3.11003792,0.83245393,0.00486016,1.52735280,1.26509273,0.03358779,1.18546685
-5.56178089,3.10112137,0.82802421,0.00492905,1.52908006,1.26533323,0.03468207,1.17318992
-5.55577789,3.09345517,0.82511913,0.00501603,1.53499155,1.26673135,0.03586505,1.15777710
-5.54977489,3.08827179,0.82406698,0.00512150,1.54568052,1.26976960,0.03714794,1.13976488
-5.54377189,3.08671866,0.82515905,0.00524557,1.56165548,1.27489481,0.03854016,1.11970636
-5.53776888,3.08982110,0.82863959,0.00538800,1.58331911,1.28250473,0.04004895,1.09815514
-5.53176588,3.09845129,0.83469789,0.00554817,1.61095170,1.29293739,0.04167915,1.07565016
-5.52576288,3.11330468,0.84346283,0.00572502,1.64469983,1.30646349,0.04343301,1.05270195
-5.51975988,3.13488499,0.85500037,0.00591705,1.68457133,1.32328247,0.04531018,1.02978077
-5.51375688,3.16349873,0.86931395,0.00612234,1.73043700,1.34352251,0.04730773,1.00730693
-5.50775388,3.19925943,0.88634815,0.00633857,1.78203925,1.36724458,0.04942037,0.98564372
-5.50175088,3.24210178,0.90599532,0.00656308,1.83900785,1.39445045,0.05164066,0.96509297
-5.49574787,3.29180499,0.92810508,0.00679292,1.90088213,1.42509446,0.05395942,0.94589328
-5.48974487,3.34802453,0.95249627,0.00702495,1.96713894,1.45909845,0.05636612,0.92822112
