energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-6.00000000,3.00478465,0.00381917,0.13644708,0.88182003,1.41418825,1.73336748,0.00000000,0.50260522,0.36026735
-5.99399700,2.96772597,0.00391228,0.13644547,0.86466623,1.39603065,1.71033298,0.00000000,0.49414477,0.35712263
-5.98799400,2.91755280,0.00400100,0.13578713,0.84371633,1.37199073,1.67947402,0.00000000,0.48386784,0.35215139
-5.98199100,2.85530066,0.00408332,0.13448030,0.81925888,1.34276921,1.64137365,0.00000000,0.47192039,0.34543697
-5.97598799,2.78227386,0.00415785,0.13254554,0.79165449,1.30919443,1.59677253,0.00000000,0.45849235,0.33709694
-5.96998499,2.70000473,0.00422380,0.13001528,0.76132416,1.27219628,1.54654550,0.00000000,0.44381070,0.32727971
-5.96398199,2.61020645,0.00428100,0.12693314,0.72873626,1.23277707,1.49167458,0.00000000,0.42813160,0.31616025
-5.95797899,2.51472125,0.00432984,0.12335277,0.69439265,1.19198041,1.43321934,0.00000000,0.41173210,0.30393513
-5.95197599,2.41546581,0.00437126,0.11933637,0.65881438,1.15085932,1.37228574,0.00000000,0.39490144,0.29081695
-5.94597299,2.31437563,0.00440663,0.11495300,0.62252755,1.11044449,1.30999444,0.00000000,0.37793245,0.27702836
-5.93996998,2.21335036,0.00443773,0.11027657,0.58604967,1.07171389,1.24744968,0.00000000,0.36111309,0.26279604
-5.93396698,2.11420159,0.00446659,0.10538374,0.54987701,1.03556476,1.18570966,0.00000000,0.34471842,0.24834462
-5.92796398,2.01860510,0.00449543,0.10035175,0.51447319,1.00278869,1.12575945,0.00000000,0.32900330,0.23389094
-5.92196098,1.92805860,0.00452653,0.09525626,0.48025942,0.97405086,1.06848702,0.00000000,0.31419587,0.21963868
-5.91595798,1.84384657,0.00456211,0.09016930,0.44760643,0.94987371,1.01466330,0.00000000,0.30049192,0.20577372
-5.90995498,1.76701287,0.00460426,0.08515742,0.41682836,0.93062578,0.96492646,0.00000000,0.28805054,0.19246007
-5.90395198,1.69834193,0.00465480,0.08028005,0.38817867,0.91651578,0.91977108,0.00000000,0.27699080,0.17983687
-5.89794897,1.63834883,0.00471524,0.07558824,0.36184795,0.90759210,0.87954213,0.00000000,0.26738979,0.16801613
-5.89194597,1.58727839,0.00478666,0.07112366,0.33796378,0.90374753,0.84443388,0.00000000,0.25928193,0.15708155
-5.88594297,1.54511290,0.00486974,0.06691810,0.31659231,0.90472895,0.81449358,0.00000000,0.25265964,0.14708823
-5.87993997,1.51158800,0.00496468,0.06299320,0.29774154,0.91015154,0.78962956,0.00000000,0.24747525,0.13806338
-5.87393697,1.48621593,0.00507124,0.05936071,0.28136608,0.91951675,0.76962330,0.00000000,0.24364415,0.13000777
-5.86793397,1.46831493,0.00518875,0.05602300,0.26737308,0.93223342,0.75414494,0.00000000,0.24104902,0.12289805
-5.86193097,1.45704361,0.00531617,0.05297389,0.25562916,0.94764106,0.74277152,0.00000000,0.23954512,0.11668962
-5.85592796,1.45143885,0.00545213,0.05019979,0.24596801,0.96503437,0.73500721,0.00000000,0.23896625,0.11132006
-5.84992496,1.45045566,0.00559507,0.04768094,0.23819841,0.98368807,0.73030467,0.00000000,0.23913137,0.10671288
-5.84392196,1.45300744,0.00574327,0.04539288,0.23211233,1.00288097,0.72808690,0.00000000,0.23985154,0.10278145
-5.83791896,1.45800517,0.00589497,0.04330787,0.22749293,1.02191850,0.72776851,0.00000000,0.24093691,0.09943301
-5.83191596,1.46439399,0.00604846,0.04139644,0.22412213,1.04015276,0.72877591,0.00000000,0.24220358,0.09657259
-5.82591296,1.47118595,0.00620217,0.03962873,0.22178755,1.05699948,0.73056555,0.00000000,0.24347995,0.09410661
-5.81990995,1.47748789,0.00635471,0.03797579,0.22028858,1.07195135,0.73263970,0.00000000,0.24461241,0.09194618
-5.81390695,1.48252353,0.00650496,0.03641070,0.21944154,1.08458740,0.73455933,0.00000000,0.24547011,0.09000997
-5.80790395,1.48564935,0.00665208,0.03490952,0.21908362,1.09457826,0.73595369,0.00000000,0.24594859,0.08822646
-5.80190095,1.48636395,0.00679554,0.03345195,0.21907572,1.10168744,0.73652643,0.00000000,0.24597224,0.08653564
-5.79589795,1.48431105,0.00693508,0.03202184,0.21930410,1.10576891,0.73605836,0.00000000,0.24549534,0.08489016
-5.78989495,1.47927636,0.00707071,0.03060744,0.21968079,1.10676128,0.73440678,0.00000000,0.24450184,0.08325575
-5.78389195,1.47117915,0.00720265,0.02920147,0.22014295,1.10467934,0.73150185,0.00000000,0.24300381,0.08161115
-5.77788894,1.46005910,0.00733124,0.02780096,0.22065126,1.09960356,0.72734022,0.00000000,0.24103869,0.07994746
-5.77188594,1.44605971,0.00745691,0.02640697,0.22118744,1.09166821,0.72197658,0.00000000,0.23866546,0.07826706
-5.76588294,1.42940910,0.00758006,0.02502421,0.22175118,1.08104903,0.71551351,0.00000000,0.23596008,0.07658212
-5.75987994,1.41039960,0.00770098,0.02366052,0.22235658,1.06795092,0.70809043,0.00000000,0.23301022,0.07491286
-5.75387694,1.38936700,0.00781980,0.02232633,0.22302836,1.05259652,0.69987212,0.00000000,0.22990972,0.07328562
-5.74787394,1.36667074,0.00793636,0.02103412,0.22379811,1.03521599,0.69103738,0.00000000,0.22675303,0.07173084
-5.74187094,1.34267572,0.00805022,0.01979785,0.22470063,1.01603854,0.68176852,0.00000000,0.22362984,0.07028116
-5.73586793,1.31773661,0.00816056,0.01863249,0.22577068,0.99528590,0.67224198,0.00000000,0.22062022,0.06896952
-5.72986493,1.29218525,0.00826620,0.01755353,0.22704028,0.97316781,0.66262058,0.00000000,0.21779046,0.06782755
-5.72386193,1.26632123,0.00836557,0.01657669,0.22853656,0.94987951,0.65304752,0.00000000,0.21518987,0.06688425
-5.71785893,1.24040614,0.00845675,0.01571752,0.23028040,0.92560112,0.64364243,0.00000000,0.21284856,0.06616491
-5.71185593,1.21466106,0.00853747,0.01499125,0.23228576,0.90049857,0.63449946,0.00000000,0.21077644,0.06569039
-5.70585293,1.18926732,0.00860524,0.01441261,0.23455980,0.87472582,0.62568719,0.00000000,0.20896327,0.06547683
-5.69984992,1.16436993,0.00865738,0.01399574,0.23710368,0.84842796,0.61725053,0.00000000,0.20737996,0.06553551
-5.69384692,1.14008335,0.00869110,0.01375410,0.23991389,0.82174487,0.60921392,0.00000000,0.20598080,0.06587319
-5.68784392,1.11649878,0.00870365,0.01370045,0.24298419,0.79481489,0.60158592,0.00000000,0.20470668,0.06649250
-5.68184092,1.09369256,0.00869238,0.01384683,0.24630780,0.76777846,0.59436451,0.00000000,0.20348894,0.06739268
-5.67583792,1.07173486,0.00865490,0.01420444,0.24987976,0.74078116,0.58754295,0.00000000,0.20225377,0.06857028
-5.66983492,1.05069816,0.00858914,0.01478364,0.25369930,0.71397600,0.58111559,0.00000000,0.20092692,0.07001997
-5.66383192,1.03066481,0.00849347,0.01559377,0.25777210,0.68752498,0.57508345,0.00000000,0.19943833,0.07173527
-5.65782891,1.01173340,0.00836677,0.01664299,0.26211212,0.66159954,0.56945907,0.00000000,0.19772667,0.07370923
-5.65182591,0.99402332,0.00820854,0.01793807,0.26674302,0.63638008,0.56427044,0.00000000,0.19574332,0.07593490
-5.64582291,0.97767748,0.00801887,0.01948410,0.27169900,0.61205452,0.55956377,0.00000000,0.19345580,0.07840568
-5.63981991,0.96286278,0.00779856,0.02128420,0.27702498,0.58881597,0.55540481,0.00000000,0.19085035,0.08111536
-5.63381691,0.94976856,0.00754906,0.02333920,0.28277602,0.56685971,0.55187891,0.00000000,0.18793361,0.08405808
-5.62781391,0.93860293,0.00727244,0.02564727,0.28901607,0.54637949,0.54908951,0.00000000,0.18473327,0.08722801
-5.62181091,0.92958729,0.00697141,0.02820367,0.29581602,0.52756347,0.54715539,0.00000000,0.18129765,0.09061887
-5.61580790,0.92294919,0.00664917,0.03100040,0.30325110,0.51058998,0.54620661,0.00000000,0.17769437,0.09422340
-5.60980490,0.91891409,0.00630941,0.03402604,0.31139767,0.49562318,0.54637952,0.00000000,0.17400798,0.09803267
-5.60380190,0.91769623,0.00595611,0.03726562,0.32032970,0.48280895,0.54781089,0.00000000,0.17033676,0.10203546
-5.59779890,0.91948915,0.00559353,0.04070059,0.33011477,0.47227110,0.55063168,0.00000000,0.16678884,0.10621770
-5.59179590,0.92445642,0.00522602,0.04430892,0.34081003,0.46410812,0.55496041,0.00000000,0.16347781,0.11056197
-5.58579290,0.93272275,0.00485793,0.04806533,0.35245807,0.45839057,0.56089682,0.00000000,0.16051795,0.11504719
-5.57978989,0.94436624,0.00449348,0.05194166,0.36508292,0.45515930,0.56851569,0.00000000,0.15801939,0.11964858
-5.57378689,0.95941189,0.00413665,0.05590737,0.37868639,0.45442449,0.57786153,0.00000000,0.15608328,0.12433774
-5.56778389,0.97782686,0.00379112,0.05993011,0.39324484,0.45616572,0.58894399,0.00000000,0.15479731,0.12908306
-5.56178089,0.99951763,0.00346013,0.06397650,0.40870649,0.46033293,0.60173450,0.00000000,0.15423163,0.13385035
-5.55577789,1.02432932,0.00314646,0.06801283,0.42498962,0.46684842,0.61616419,0.00000000,0.15443550,0.13860367
-5.54977489,1.05204735,0.00285237,0.07200599,0.44198150,0.47560979,0.63212320,0.00000000,0.15543467,0.14330633
-5.54377189,1.08240130,0.00257957,0.07592429,0.45953849,0.48649369,0.64946163,0.00000000,0.15722966,0.14792213
-5.53776888,1.11507115,0.00232926,0.07973834,0.47748718,0.49936039,0.66799202,0.00000000,0.15979514,0.15241658
-5.53176588,1.14969566,0.00210209,0.08342184,0.49562681,0.51405903,0.68749345,0.00000000,0.16308026,0.15675823
-5.52576288,1.18588282,0.00189823,0.08695236,0.51373289,0.53043328,0.70771725,0.00000000,0.16701009,0.16091996
-5.51975988,1.22322206,0.00171742,0.09031199,0.53156227,0.54832738,0.72839417,0.00000000,0.17148812,0.16488025
-5.51375688,1.26129790,0.00155902,0.09348784,0.54885933,0.56759226,0.74924287,0.00000000,0.17639972,0.16862425
-5.50775388,1.29970483,0.00142210,0.09647247,0.56536350,0.58809162,0.76997962,0.00000000,0.18161655,0.17214478
-5.50175088,1.33806277,0.00130554,0.09926412,0.58081774,0.60970772,0.79032881,0.00000000,0.18700164,0.17544309
-5.49574787,1.37603286,0.00120806,0.10186678,0.59497799,0.63234664,0.81003416,0.00000000,0.19241513,0.17852942
-5.48974487,1.41333291,0.00112840,0.10429013,0.60762310,0.65594294,0.82887009,0.00000000,0.19772041,0.18142336
-5.48374187,1.44975212,0.00106532,0.10654931,0.61856514,0.68046340,0.84665299,0.00000000,0.20279043,0.18415389
-5.47773887,1.48516438,0.00101775,0.10866456,0.62765951,0.70590977,0.86325197,0.00000000,0.20751403,0.18675934
-5.47173587,1.51953980,0.00098485,0.11066072,0.63481464,0.73232036,0.87859855,0.00000000,0.21180195,0.18928694
-5.46573287,1.55295380,0.00096609,0.11256667,0.64000070,0.75977046,0.89269498,0.00000000,0.21559238,0.19179237
-5.45972986,1.58559345,0.00096131,0.11441465,0.64325690,0.78837141,0.90562075,0.00000000,0.21885579,0.19433895
-5.45372686,1.61776057,0.00097077,0.11623957,0.64469716,0.81826837,0.91753687,0.00000000,0.22159885,0.19699677
-5.44772386,1.64987133,0.00099524,0.11807827,0.64451343,0.84963681,0.92868761,0.00000000,0.22386722,0.19984171
-5.44172086,1.68245215,0.00103594,0.11996884,0.64297678,0.88267779,0.93939955,0.00000000,0.22574713,0.20295427
-5.43571786,1.71613185,0.00109463,0.12194994,0.64043565,0.91761202,0.95007760,0.00000000,0.22736555,0.20641839
-5.42971486,1.75162986,0.00117358,0.12406017,0.63731140,0.95467290,0.96119811,0.00000000,0.22888891,0.21032018
-5.42371186,1.78974084,0.00127553,0.12633757,0.63409092,0.99409867,0.97329896,0.00000000,0.23052045,0.21474663
-5.41770885,1.83131578,0.00140366,0.12881911,0.63131656,1.03612375,0.98696678,0.00000000,0.23249593,0.21978420
-5.41170585,1.87723989,0.00156151,0.13154035,0.62957340,1.08096944,1.00282162,0.00000000,0.23507808,0.22551752
-5.40570285,1.92840767,0.00175291,0.13453511,0.62947414,1.12883428,1.02149920,0.00000000,0.23854966,0.23202788
-5.39969985,1.98569570,0.00198184,0.13783520,0.63164213,1.17988403,1.04363135,0.00000000,0.24320533,0.23939175
-5.39369685,2.04993354,0.00225229,0.14147019,0.63669272,1.23424163,1.06982497,0.00000000,0.24934255,0.24767922
-5.38769385,2.12187350,0.00256815,0.14546715,0.64521363,1.29197730,1.10064002,0.00000000,0.25725166,0.25695229
-5.38169085,2.20215984,0.00293298,0.14985036,0.65774482,1.35309895,1.13656733,0.00000000,0.26720541,0.26726311
-5.37568784,2.29129821,0.00334982,0.15464091,0.67475846,1.41754329,1.17800660,0.00000000,0.27944829,0.27865202
-5.36968484,2.38962610,0.00382105,0.15985625,0.69663961,1.48516769,1.22524548,0.00000000,0.29418581,0.29114554
-5.36368184,2.49728525,0.00434810,0.16550953,0.72366821,1.55574341,1.27844037,0.00000000,0.31157425,0.30475419
-5.35767884,2.61419686,0.00493134,0.17160884,0.75600318,1.62895018,1.33759955,0.00000000,0.33171116,0.31947029
-5.35167584,2.74004073,0.00556983,0.17815634,0.79366893,1.70437279,1.40256953,0.00000000,0.35462690,0.33526571
-5.34567284,2.87423930,0.00626121,0.18514722,0.83654525,1.78149987,1.47302513,0.00000000,0.38027778,0.35208981
-5.33966983,3.01594751,0.00700154,0.19256856,0.88436076,1.85972520,1.54846402,0.00000000,0.40854095,0.36986742
-5.33366683,3.16404967,0.00778525,0.20039828,0.93669060,1.93835197,1.62820624,0.00000000,0.43921155,0.38849732
-5.32766383,3.31716395,0.00860509,0.20860404,0.99295868,2.01660006,1.71139918,0.00000000,0.47200223,0.40785110
-5.32166083,3.47365535,0.00945218,0.21714229,1.05244467,2.09361664,1.79702817,0.00000000,0.50654544,0.42777268
-5.31565783,3.63165747,0.01031610,0.22595761,1.11429587,2.16848999,1.88393303,0.00000000,0.54239846,0.44807856
-5.30965483,3.78910328,0.01118505,0.23498223,1.17754390,2.24026647,1.97083022,0.00000000,0.57905131,0.46855911
-5.30365183,3.94376467,0.01204608,0.24413609,1.24112595,2.30797038,2.05634048,0.00000000,0.61593738,0.48898067
-5.29764882,4.09330006,0.01288541,0.25332724,1.30391011,2.37062620,2.13902121,0.00000000,0.65244667,0.50908891
-5.29164582,4.23530916,0.01368874,0.26245281,1.36472418,2.42728268,2.21740288,0.00000000,0.68794118,0.52861305
-5.28564282,4.36739332,0.01444167,0.27140044,1.42238709,2.47703800,2.29002838,0.00000000,0.72177215,0.54727128
-5.27963982,4.48721962,0.01513011,0.28005027,1.47574196,2.51906512,2.35549395,0.00000000,0.75329843,0.56477698
-5.27363682,4.59258668,0.01574071,0.28827735,1.52368962,2.55263644,2.41249042,0.00000000,0.78190541,0.58084564
-5.26763382,4.68148956,0.01626132,0.29595449,1.56522147,2.57714672,2.45984315,0.00000000,0.80702385,0.59520239
-5.26163082,4.75218145,0.01668136,0.30295537,1.59945028,2.59213340,2.49654907,0.00000000,0.82814773,0.60758960
-5.25562781,4.80322958,0.01699220,0.30915785,1.62563788,2.59729333,2.52180943,0.00000000,0.84485051,0.61777457
-5.24962481,4.83356293,0.01718747,0.31444727,1.64321843,2.59249523,2.53505680,0.00000000,0.85679904,0.62555662
-5.24362181,4.84250966,0.01726329,0.31871971,1.65181640,2.57778735,2.53597514,0.00000000,0.86376458,0.63077367
-5.23761881,4.82982263,0.01721842,0.32188498,1.65125849,2.55339967,2.52451212,0.00000000,0.86563036,0.63330758
-5.23161581,4.79569170,0.01705430,0.32386926,1.64157882,2.51974082,2.50088294,0.00000000,0.86239548,0.63308841
-5.22561281,4.74074222,0.01677504,0.32461719,1.62301739,2.47738953,2.46556565,0.00000000,0.85417484,0.63009707
-5.21960980,4.66601960,0.01638725,0.32409350,1.59601157,2.42708089,2.41928786,0.00000000,0.84119520,0.62436646
-5.21360680,4.57296061,0.01589986,0.32228394,1.56118127,2.36968810,2.36300562,0.00000000,0.82378749,0.61598084
-5.20760380,4.46335239,0.01532379,0.31919561,1.51930822,2.30620019,2.29787508,0.00000000,0.80237580,0.60507368
-5.20160080,4.33928105,0.01467160,0.31485662,1.47131034,2.23769662,2.22521827,0.00000000,0.77746346,0.59182389
-5.19559780,4.20307162,0.01395710,0.30931516,1.41821226,2.16531960,2.14648420,0.00000000,0.74961682,0.57645070
-5.18959480,4.05722204,0.01319489,0.30263805,1.36111318,2.09024522,2.06320697,0.00000000,0.71944749,0.55920740
-5.18359180,3.90433347,0.01239993,0.29490879,1.30115349,2.01365422,1.97696241,0.00000000,0.68759372,0.54037421
-5.17758879,3.74703965,0.01158712,0.28622526,1.23948119,1.93670346,1.88932487,0.00000000,0.65470160,0.52025055
-5.17158579,3.58793785,0.01077083,0.27669719,1.17721971,1.86049886,1.80182567,0.00000000,0.62140692,0.49914709
-5.16558279,3.42952366,0.00996458,0.26644341,1.11543792,1.78607075,1.71591464,0.00000000,0.58831817,0.47737775
-5.15957979,3.27413175,0.00918072,0.25558904,1.05512355,1.71435202,1.63292590,0.00000000,0.55600141,0.45525212
-5.15357679,3.12388420,0.00843012,0.24426279,0.99716066,1.64615989,1.55404877,0.00000000,0.52496722,0.43306832
-5.14757379,2.98064777,0.00772202,0.23259422,0.94231178,1.58218142,1.48030456,0.00000000,0.49566027,0.41110672
-5.14157079,2.84600093,0.00706386,0.22071128,0.89120495,1.52296314,1.41252957,0.00000000,0.46845155,0.38962450
-5.13556778,2.72121106,0.00646126,0.20873797,0.84432588,1.46890488,1.35136450,0.00000000,0.44363337,0.36885122
-5.12956478,2.60722184,0.00591799,0.19679233,0.80201506,1.42025765,1.29725002,0.00000000,0.42141702,0.34898551
-5.12356178,2.50465050,0.00543602,0.18498460,0.76446949,1.37712560,1.25042828,0.00000000,0.40193307,0.33019279
-5.11755878,2.41379421,0.00501565,0.17341577,0.73174863,1.33947157,1.21094976,0.00000000,0.38523396,0.31260395
-5.11155578,2.33464477,0.00465564,0.16217628,0.70378396,1.30712611,1.17868481,0.00000000,0.37129854,0.29631516
-5.10555278,2.26691039,0.00435340,0.15134519,0.68039154,1.27979933,1.15333910,0.00000000,0.36003836,0.28138836
-5.09954977,2.21004333,0.00410518,0.14098944,0.66128682,1.25709527,1.13447221,0.00000000,0.35130530,0.26785267
-5.09354677,2.16327219,0.00390628,0.13116355,0.64610108,1.23852809,1.12151839,0.00000000,0.34490003,0.25570637
-5.08754377,2.12563736,0.00375131,0.12190952,0.63439871,1.22353968,1.11380888,0.00000000,0.34058125,0.24491947
-5.08154077,2.09602857,0.00363435,0.11325701,0.62569472,1.21151803,1.11059484,0.00000000,0.33807503,0.23543665
-5.07553777,2.07322317,0.00354923,0.10522378,0.61947204,1.20181587,1.11107031,0.00000000,0.33708427,0.22718054
-5.06953477,2.05592419,0.00348966,0.09781641,0.61519792,1.19376902,1.11439460,0.00000000,0.33729781,0.22005532
-5.06353177,2.04279725,0.00344948,0.09103124,0.61233914,1.18671404,1.11971360,0.00000000,0.33839910,0.21395031
-5.05752876,2.03250551,0.00342276,0.08485545,0.61037579,1.18000472,1.12617968,0.00000000,0.34007423,0.20874379
-5.05152576,2.02374205,0.00340398,0.07926848,0.60881322,1.17302708,1.13296983,0.00000000,0.34201922,0.20430674
-5.04552276,2.01525936,0.00338813,0.07424348,0.60719230,1.16521268,1.13930193,0.00000000,0.34394643,0.20050660
-5.03951976,2.00589533,0.00337076,0.06974894,0.60509761,1.15604992,1.14444899,0.00000000,0.34559014,0.19721089
-5.03351676,1.99459592,0.00334814,0.06575044,0.60216396,1.14509342,1.14775141,0.00000000,0.34671115,0.19429076
-5.02751376,1.98043412,0.00331717,0.06221241,0.59808096,1.13197125,1.14862712,0.00000000,0.34710060,0.19162432
-5.02151076,1.96262533,0.00327549,0.05909990,0.59259599,1.11639013,1.14657983,0.00000000,0.34658275,0.18909978
-5.01550775,1.94053916,0.00322144,0.05638033,0.58551565,1.09813872,1.14120529,0.00000000,0.34501708,0.18661830
-5.00950475,1.91370775,0.00315403,0.05402517,0.57670579,1.07708902,1.13219566,0.00000000,0.34229943,0.18409654
-5.00350175,1.88183071,0.00307287,0.05201145,0.56609030,1.05319602,1.11934210,0.00000000,0.33836247,0.18146885
-4.99749875,1.84477672,0.00297818,0.05032309,0.55364896,1.02649582,1.10253552,0.00000000,0.33317542,0.17868906
-4.99149575,1.80258194,0.00287065,0.04895211,0.53941424,0.99710235,1.08176560,0.00000000,0.32674311,0.17573175
-4.98549275,1.75544532,0.00275138,0.04789950,0.52346746,0.96520271,1.05711805,0.00000000,0.31910435,0.17259309
-4.97948974,1.70372091,0.00262184,0.04717579,0.50593424,0.93105147,1.02877009,0.00000000,0.31032979,0.16929108
-4.97348674,1.64790730,0.00248372,0.04680145,0.48697947,0.89496392,0.99698435,0.00000000,0.30051919,0.16586523
-4.96748374,1.58863427,0.00233890,0.04680678,0.46680182,0.85730841,0.96210103,0.00000000,0.28979822,0.16237566
-4.96148074,1.52664700,0.00218935,0.04723162,0.44562803,0.81849801,0.92452862,0.00000000,0.27831488,0.15890158
-4.95547774,1.46278793,0.00203705,0.04812461,0.42370683,0.77898144,0.88473315,0.00000000,0.26623544,0.15553921
-4.94947474,1.39797671,0.00188394,0.04954215,0.40130295,0.73923366,0.84322636,0.00000000,0.25374025,0.15239913
-4.94347174,1.33318855,0.00173186,0.05154702,0.37869094,0.69974607,0.80055283,0.00000000,0.24101922,0.14960320
-4.93746873,1.26943154,0.00158251,0.05420672,0.35614917,0.66101660,0.75727662,0.00000000,0.22826724,0.14728095
-4.93146573,1.20772339,0.00143739,0.05759145,0.33395408,0.62353994,0.71396752,0.00000000,0.21567964,0.14556579
-4.92546273,1.14906819,0.00129784,0.06177200,0.31237465,0.58779792,0.67118753,0.00000000,0.20344767,0.14459088
-4.91945973,1.09443382,0.00116493,0.06681732,0.29166740,0.55425058,0.62947781,0.00000000,0.19175419,0.14448498
-4.91345673,1.04473060,0.00103954,0.07279211,0.27207187,0.52332773,0.58934653,0.00000000,0.18076976,0.14536834
-4.90745373,1.00079182,0.00092232,0.07975425,0.25380679,0.49542159,0.55125801,0.00000000,0.17064903,0.14734872
-4.90145073,0.96335651,0.00081370,0.08775242,0.23706685,0.47088036,0.51562346,0.00000000,0.16152773,0.15051776
-4.89544772,0.93305516,0.00071394,0.09682374,0.22202038,0.45000305,0.48279357,0.00000000,0.15352012,0.15494783
-4.88944472,0.91039846,0.00062310,0.10699168,0.20880768,0.43303554,0.45305308,0.00000000,0.14671720,0.16068930
-4.88344172,0.89576946,0.00054109,0.11826428,0.19754015,0.42016796,0.42661754,0.00000000,0.14118553,0.16776859
-4.87743872,0.88941914,0.00046769,0.13063275,0.18830024,0.41153332,0.40363205,0.00000000,0.13696673,0.17618691
-4.87143572,0.89146535,0.00040256,0.14407050,0.18114196,0.40720736,0.38417215,0.00000000,0.13407769,0.18591968
-4.86543272,0.90189499,0.00034531,0.15853268,0.17609209,0.40720950,0.36824645,0.00000000,0.13251143,0.19691684
-4.85942971,0.92056897,0.00029545,0.17395624,0.17315175,0.41150471,0.35580093,0.00000000,0.13223855,0.20910383
-4.85342671,0.94722978,0.00025246,0.19026046,0.17229844,0.42000616,0.34672454,0.00000000,0.13320921,0.22238334
