energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Ge_p_up,Ge_p_down,Ge_d_up,Ge_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.86793397,1.13039868,-0.75781519,0.70537881,-0.71449611,0.36749558,-0.15858024,0.46462101,-0.31259751,0.00000000,-0.00000000,0.03814046,-0.02265898,0.24980281,-0.19750651
-5.86193097,1.08950435,-0.75121724,0.67113012,-0.70797031,0.35214536,-0.15867897,0.44251764,-0.31127503,0.00000000,-0.00000000,0.03623990,-0.02343348,0.24599890,-0.19494880
-5.85592796,1.04832073,-0.74653560,0.63763374,-0.70218724,0.33641961,-0.15912998,0.42010821,-0.31059300,0.00000000,-0.00000000,0.03436956,-0.02427538,0.24241471,-0.19296057
-5.84992496,1.00722651,-0.74394308,0.60513930,-0.69739359,0.32046465,-0.15996716,0.39758460,-0.31062016,0.00000000,-0.00000000,0.03253991,-0.02519012,0.23909023,-0.19159685
-5.84392196,0.96658767,-0.74363980,0.57386405,-0.69386288,0.30442702,-0.16123137,0.37513395,-0.31143692,0.00000000,-0.00000000,0.03076088,-0.02618330,0.23606006,-0.19092040
-5.83791896,0.92675416,-0.74584636,0.54399414,-0.69188307,0.28845125,-0.16296921,0.35293642,-0.31313208,0.00000000,-0.00000000,0.02904181,-0.02726041,0.23335418,-0.19100010
-5.83191596,0.88805725,-0.75079486,0.51568703,-0.69174241,0.27267781,-0.16523140,0.33116328,-0.31579878,0.00000000,-0.00000000,0.02739145,-0.02842651,0.23099883,-0.19190881
-5.82591296,0.85080733,-0.75871841,0.48907438,-0.69371434,0.25724105,-0.16807083,0.30997520,-0.31952987,0.00000000,-0.00000000,0.02581791,-0.02968591,0.22901744,-0.19372071
-5.81990995,0.81529206,-0.76983960,0.46426553,-0.69804209,0.24226746,-0.17154026,0.28952081,-0.32441293,0.00000000,-0.00000000,0.02432863,-0.03104184,0.22743155,-0.19650829
-5.81390695,0.78177482,-0.78435853,0.44135095,-0.70492404,0.22787407,-0.17569007,0.26993551,-0.33052522,0.00000000,-0.00000000,0.02293033,-0.03249612,0.22626145,-0.20033911
-5.80790395,0.75049339,-0.80244101,0.42040565,-0.71450046,0.21416707,-0.18056576,0.25134056,-0.33792883,0.00000000,-0.00000000,0.02162894,-0.03404887,0.22552671,-0.20527242
-5.80190095,0.72165867,-0.82420758,0.40149218,-0.72684251,0.20124078,-0.18620573,0.23384243,-0.34666629,0.00000000,-0.00000000,0.02042948,-0.03569828,0.22524635,-0.21135590
-5.79589795,0.69545355,-0.84972372,0.38466321,-0.74194409,0.18917678,-0.19263911,0.21753235,-0.35675686,0.00000000,-0.00000000,0.01933602,-0.03744038,0.22543870,-0.21862257
-5.78989495,0.67203173,-0.87899189,0.36996341,-0.75971693,0.17804340,-0.19988394,0.20248617,-0.36819360,0.00000000,-0.00000000,0.01835155,-0.03926890,0.22612089,-0.22708802
-5.78389195,0.65151670,-0.91194565,0.35743070,-0.77998929,0.16789546,-0.20794559,0.18876432,-0.38094151,0.00000000,-0.00000000,0.01747792,-0.04117523,0.22730812,-0.23674816
-5.77788894,0.63400064,-0.94844603,0.34709687,-0.80250826,0.15877420,-0.21681563,0.17641205,-0.39493662,0.00000000,-0.00000000,0.01671573,-0.04314835,0.22901259,-0.24757743
-5.77188594,0.61954364,-0.98828043,0.33898751,-0.82694568,0.15070756,-0.22647104,0.16545985,-0.41008616,0.00000000,-0.00000000,0.01606428,-0.04517500,0.23124237,-0.25952769
-5.76588294,0.60817303,-1.03116390,0.33312144,-0.85290718,0.14371060,-0.23687387,0.15592396,-0.42626981,0.00000000,-0.00000000,0.01552154,-0.04723976,0.23400007,-0.27252779
-5.75987994,0.59988310,-1.07674270,0.32950970,-0.87994405,0.13778616,-0.24797126,0.14780708,-0.44334170,0.00000000,-0.00000000,0.01508414,-0.04932527,0.23728169,-0.28648380
-5.75387694,0.59463531,-1.12460009,0.32815423,-0.90756723,0.13292570,-0.25969581,0.14109920,-0.46113336,0.00000000,-0.00000000,0.01474743,-0.05141255,0.24107554,-0.30127999
-5.74787394,0.59235898,-1.17426380,0.32904636,-0.93526269,0.12911031,-0.27196628,0.13577852,-0.47945721,0.00000000,-0.00000000,0.01450553,-0.05348131,0.24536144,-0.31678049
-5.74187094,0.59295262,-1.22521510,0.33216527,-0.96250755,0.12631181,-0.28468859,0.13181251,-0.49811047,0.00000000,-0.00000000,0.01435148,-0.05551035,0.25011029,-0.33283154
-5.73586793,0.59628596,-1.27689895,0.33747654,-0.98878613,0.12449398,-0.29775701,0.12915894,-0.51687933,0.00000000,-0.00000000,0.01427745,-0.05747793,0.25528400,-0.34926438
-5.72986493,0.60220262,-1.32873489,0.34493079,-1.01360509,0.12361388,-0.31105560,0.12776713,-0.53554325,0.00000000,-0.00000000,0.01427490,-0.05936226,0.26083590,-0.36589864
-5.72386193,0.61052333,-1.38012832,0.35446268,-1.03650724,0.12362309,-0.32445968,0.12757903,-0.55387904,0.00000000,-0.00000000,0.01433489,-0.06114187,0.26671159,-0.38254609
-5.71785893,0.62104984,-1.43048180,0.36599010,-1.05708328,0.12446913,-0.33783752,0.12853043,-0.57166487,0.00000000,-0.00000000,0.01444834,-0.06279612,0.27285021,-0.39901478
-5.71185593,0.63356901,-1.47920606,0.37941379,-1.07498122,0.12609658,-0.35105206,0.13055212,-0.58868377,0.00000000,-0.00000000,0.01460635,-0.06430553,0.27918604,-0.41511326
-5.70585293,0.64785732,-1.52573052,0.39461724,-1.08991315,0.12844833,-0.36396270,0.13357089,-0.60472691,0.00000000,-0.00000000,0.01480051,-0.06565220,0.28565041,-0.43065499
-5.69984992,0.66368532,-1.56951304,0.41146705,-1.10165929,0.13146659,-0.37642715,0.13751061,-0.61959634,0.00000000,-0.00000000,0.01502317,-0.06682017,0.29217375,-0.44546257
-5.69384692,0.68082197,-1.61004882,0.42981354,-1.11006944,0.13509369,-0.38830333,0.14229303,-0.63310734,0.00000000,-0.00000000,0.01526771,-0.06779566,0.29868769,-0.45937189
-5.68784392,0.69903867,-1.64687823,0.44949185,-1.11506192,0.13927280,-0.39945130,0.14783854,-0.64509041,0.00000000,-0.00000000,0.01552877,-0.06856738,0.30512712,-0.47223584
-5.68184092,0.71811286,-1.67959366,0.47032335,-1.11662045,0.14394832,-0.40973530,0.15406678,-0.65539292,0.00000000,-0.00000000,0.01580237,-0.06912666,0.31143213,-0.48392768
-5.67583792,0.73783097,-1.70784519,0.49211743,-1.11478915,0.14906619,-0.41902580,0.16089712,-0.66388049,0.00000000,-0.00000000,0.01608606,-0.06946762,0.31754958,-0.49434379
-5.66983492,0.75799090,-1.73134513,0.51467374,-1.10966631,0.15457381,-0.42720155,0.16824893,-0.67043821,0.00000000,-0.00000000,0.01637885,-0.06958722,0.32343451,-0.50340575
-5.66383192,0.77840370,-1.74987146,0.53778478,-1.10139726,0.16041996,-0.43415172,0.17604188,-0.67497172,0.00000000,-0.00000000,0.01668120,-0.06948530,0.32905114,-0.51106170
-5.65782891,0.79889480,-1.76327003,0.56123899,-1.09016668,0.16655444,-0.43977796,0.18419600,-0.67740819,0.00000000,-0.00000000,0.01699484,-0.06916453,0.33437348,-0.51728688
-5.65182591,0.81930472,-1.77145565,0.58482416,-1.07619098,0.17292765,-0.44399642,0.19263187,-0.67769726,0.00000000,-0.00000000,0.01732256,-0.06863033,0.33938573,-0.52208332
-5.64582291,0.83948941,-1.77441200,0.60833134,-1.05971081,0.17949013,-0.44673969,0.20127064,-0.67581198,0.00000000,-0.00000000,0.01766796,-0.06789072,0.34408225,-0.52547866
-5.63981991,0.85932038,-1.77219028,0.63155902,-1.04098413,0.18619210,-0.44795845,0.21003421,-0.67174949,0.00000000,-0.00000000,0.01803504,-0.06695619,0.34846741,-0.52752418
-5.63381691,0.87868479,-1.76490674,0.65431764,-1.02027996,0.19298305,-0.44762298,0.21884544,-0.66553177,0.00000000,-0.00000000,0.01842796,-0.06583940,0.35255519,-0.52829206
-5.62781391,0.89748551,-1.75273899,0.67643417,-0.99787287,0.19981149,-0.44572421,0.22762845,-0.65720599,0.00000000,-0.00000000,0.01885060,-0.06455497,0.35636867,-0.52787199
-5.62181091,0.91564144,-1.73592121,0.69775672,-0.97403829,0.20662487,-0.44227449,0.23630915,-0.64684463,0.00000000,-0.00000000,0.01930626,-0.06311915,0.35993947,-0.52636722
-5.61580790,0.93308784,-1.71473828,0.71815890,-0.94904866,0.21336968,-0.43730777,0.24481574,-0.63454522,0.00000000,-0.00000000,0.01979731,-0.06154950,0.36330704,-0.52389031
-5.60980490,0.94977698,-1.68951890,0.73754372,-0.92317016,0.21999181,-0.43087936,0.25307958,-0.62042950,0.00000000,-0.00000000,0.02032499,-0.05986455,0.36651800,-0.52055862
-5.60380190,0.96567876,-1.66062810,0.75584688,-0.89666028,0.22643714,-0.42306508,0.26103596,-0.60464217,0.00000000,-0.00000000,0.02088919,-0.05808335,0.36962534,-0.51648991
-5.59779890,0.98078132,-1.62845899,0.77303901,-0.86976583,0.23265233,-0.41395991,0.26862514,-0.58734892,0.00000000,-0.00000000,0.02148837,-0.05622514,0.37268751,-0.51179810
-5.59179590,0.99509149,-1.59342432,0.78912688,-0.84272142,0.23858580,-0.40367606,0.27579334,-0.56873395,0.00000000,-0.00000000,0.02211949,-0.05430891,0.37576732,-0.50658952
-5.58579290,1.00863480,-1.55594800,0.80415330,-0.81574844,0.24418887,-0.39234065,0.28249380,-0.54899692,0.00000000,-0.00000000,0.02277812,-0.05235305,0.37893066,-0.50095975
-5.57978989,1.02145502,-1.51645684,0.81819555,-0.78905434,0.24941698,-0.38009295,0.28868771,-0.52834934,0.00000000,-0.00000000,0.02345858,-0.05037493,0.38224492,-0.49499122
-5.57378689,1.03361290,-1.47537290,0.83136240,-0.76283226,0.25423090,-0.36708131,0.29434518,-0.50701070,0.00000000,-0.00000000,0.02415414,-0.04839056,0.38577705,-0.48875175
-5.56778389,1.04518426,-1.43310671,0.84378981,-0.73726096,0.25859792,-0.35345992,0.29944593,-0.48520418,0.00000000,-0.00000000,0.02485731,-0.04641434,0.38959134,-0.48229405
-5.56178089,1.05625712,-1.39005159,0.85563527,-0.71250505,0.26249298,-0.33938553,0.30397991,-0.46315241,0.00000000,-0.00000000,0.02556017,-0.04445879,0.39374683,-0.47565614
-5.55577789,1.06692821,-1.34657913,0.86707134,-0.68871551,0.26589959,-0.32501419,0.30794765,-0.44107315,0.00000000,-0.00000000,0.02625469,-0.04253438,0.39829458,-0.46886279
-5.54977489,1.07729872,-1.30303618,0.87827842,-0.66603040,0.26881060,-0.31049817,0.31136047,-0.41917530,0.00000000,-0.00000000,0.02693310,-0.04064946,0.40327466,-0.46192774
-5.54377189,1.08746980,-1.25974309,0.88943735,-0.64457576,0.27122879,-0.29598323,0.31424046,-0.39765522,0.00000000,-0.00000000,0.02758824,-0.03881023,0.40871322,-0.45485666
-5.53776888,1.09753787,-1.21699331,0.90072217,-0.62446671,0.27316720,-0.28160614,0.31662028,-0.37669351,0.00000000,-0.00000000,0.02821382,-0.03702081,0.41461979,-0.44765054
-5.53176588,1.10759022,-1.17505405,0.91229355,-0.60580844,0.27464929,-0.26749270,0.31854282,-0.35645248,0.00000000,-0.00000000,0.02880477,-0.03528342,0.42098483,-0.44030938
-5.52576288,1.11770125,-1.13416785,0.92429328,-0.58869717,0.27570891,-0.25375627,0.32006078,-0.33707419,0.00000000,-0.00000000,0.02935738,-0.03359859,0.42777803,-0.43283584
-5.51975988,1.12792964,-1.09455471,0.93684016,-0.57322091,0.27639013,-0.24049665,0.32123615,-0.31867920,0.00000000,-0.00000000,0.02986947,-0.03196544,0.43494726,-0.42523872
-5.51375688,1.13831683,-1.05641452,0.95002758,-0.55945989,0.27674689,-0.22779955,0.32213959,-0.30136597,0.00000000,-0.00000000,0.03034052,-0.03038204,0.44241856,-0.41753591
-5.50775388,1.14888706,-1.01992940,0.96392299,-0.54748653,0.27684260,-0.21573640,0.32284993,-0.28521095,0.00000000,-0.00000000,0.03077166,-0.02884576,0.45009723,-0.40975663
-5.50175088,1.15964899,-0.98526566,0.97856913,-0.53736495,0.27674963,-0.20436456,0.32345345,-0.27026915,0.00000000,-0.00000000,0.03116561,-0.02735364,0.45787006,-0.40194288
-5.49574787,1.17059896,-0.95257524,0.99398708,-0.52915001,0.27654871,-0.19372787,0.32404332,-0.25657523,0.00000000,-0.00000000,0.03152666,-0.02590280,0.46560875,-0.39414992
-5.48974487,1.18172574,-0.92199634,1.01018072,-0.52288577,0.27632827,-0.18385738,0.32471877,-0.24414492,0.00000000,-0.00000000,0.03186043,-0.02449076,0.47317439,-0.38644576
-5.48374187,1.19301652,-0.89365327,1.02714224,-0.51860364,0.27618362,-0.17477234,0.32558429,-0.23297680,0.00000000,-0.00000000,0.03217375,-0.02311577,0.48042297,-0.37890972
-5.47773887,1.20446360,-0.86765550,1.04485826,-0.51632027,0.27621604,-0.16648124,0.32674857,-0.22305418,0.00000000,-0.00000000,0.03247442,-0.02177702,0.48721153,-0.37163016
-5.47173587,1.21607147,-0.84409605,1.06331591,-0.51603527,0.27653159,-0.15898294,0.32832312,-0.21434711,0.00000000,-0.00000000,0.03277090,-0.02047491,0.49340489,-0.36470143
-5.46573287,1.22786356,-0.82304944,1.08250840,-0.51772922,0.27723978,-0.15226786,0.33042068,-0.20681447,0.00000000,-0.00000000,0.03307212,-0.01921111,0.49888240,-0.35822052
-5.45972986,1.23988812,-0.80456952,1.10243943,-0.52136194,0.27845181,-0.14631911,0.33315309,-0.20040597,0.00000000,-0.00000000,0.03338711,-0.01798863,0.50354456,-0.35228325
-5.45372686,1.25222274,-0.78868730,1.12312606,-0.52687144,0.28027863,-0.14111366,0.33662885,-0.19506424,0.00000000,-0.00000000,0.03372472,-0.01681182,0.50731907,-0.34698062
-5.44772386,1.26497696,-0.77540942,1.14459951,-0.53417367,0.28282851,-0.13662347,0.34095014,-0.19072669,0.00000000,-0.00000000,0.03409334,-0.01568629,0.51016604,-0.34239532
-5.44172086,1.27829258,-0.76471718,1.16690394,-0.54316323,0.28620440,-0.13281659,0.34620952,-0.18732745,0.00000000,-0.00000000,0.03450059,-0.01461878,0.51208191,-0.33859880
-5.43571786,1.29234163,-0.75656667,1.19009286,-0.55371518,0.29050091,-0.12965825,0.35248624,-0.18479917,0.00000000,-0.00000000,0.03495299,-0.01361698,0.51310214,-0.33564884
-5.42971486,1.30732165,-0.75088990,1.21422350,-0.56568782,0.29580113,-0.12711192,0.35984236,-0.18307472,0.00000000,-0.00000000,0.03545576,-0.01268933,0.51330218,-0.33358807
-5.42371186,1.32344881,-0.74759715,1.23934943,-0.57892656,0.30217331,-0.12514035,0.36831885,-0.18208882,0.00000000,-0.00000000,0.03601252,-0.01184480,0.51279685,-0.33244318
-5.41770885,1.34094886,-0.74658042,1.26551179,-0.59326857,0.30966765,-0.12370652,0.37793183,-0.18177956,0.00000000,-0.00000000,0.03662513,-0.01109267,0.51173812,-0.33222505
-5.41170585,1.36004650,-0.74771770,1.29272987,-0.60854791,0.31831324,-0.12277463,0.38866919,-0.18208974,0.00000000,-0.00000000,0.03729350,-0.01044225,0.51031117,-0.33292966
-5.40570285,1.38095382,-0.75087803,1.32099158,-0.62460109,0.32811541,-0.12231093,0.40048789,-0.18296804,0.00000000,-0.00000000,0.03801551,-0.00990275,0.50872918,-0.33453958
-5.39969985,1.40385837,-0.75592682,1.35024469,-0.64127244,0.33905371,-0.12228440,0.41331208,-0.18436992,0.00000000,-0.00000000,0.03878696,-0.00948298,0.50722677,-0.33702608
-5.39369685,1.42891158,-0.76273121,1.38038932,-0.65841908,0.35108054,-0.12266741,0.42703226,-0.18625835,0.00000000,-0.00000000,0.03960161,-0.00919124,0.50605257,-0.34035151
-5.38769385,1.45621824,-0.77116496,1.41127248,-0.67591523,0.36412079,-0.12343605,0.44150579,-0.18860405,0.00000000,-0.00000000,0.04045130,-0.00903510,0.50546106,-0.34447176
-5.38169085,1.48582758,-0.78111270,1.44268509,-0.69365536,0.37807232,-0.12457039,0.45655860,-0.19138553,0.00000000,-0.00000000,0.04132610,-0.00902130,0.50570404,-0.34933877
-5.37568784,1.51772644,-0.79247313,1.47436181,-0.71155624,0.39280761,-0.12605438,0.47198844,-0.19458865,0.00000000,-0.00000000,0.04221462,-0.00915560,0.50702204,-0.35490276
-5.36968484,1.55183495,-0.80516100,1.50598385,-0.72955763,0.40817634,-0.12787570,0.48756930,-0.19820586,0.00000000,-0.00000000,0.04310427,-0.00944270,0.50963597,-0.36111414
-5.36368184,1.58800478,-0.81910789,1.53718469,-0.74762154,0.42400895,-0.13002523,0.50305720,-0.20223507,0.00000000,-0.00000000,0.04398168,-0.00988611,0.51373918,-0.36792502
-5.35767884,1.62601998,-0.83426163,1.56755849,-0.76573036,0.44012104,-0.13249643,0.51819689,-0.20667819,0.00000000,-0.00000000,0.04483313,-0.01048811,0.51949038,-0.37529029
-5.35167584,1.66560045,-0.85058467,1.59667083,-0.78388385,0.45631831,-0.13528455,0.53272930,-0.21153950,0.00000000,-0.00000000,0.04564494,-0.01124964,0.52700738,-0.38316831
-5.34567284,1.70640745,-0.86805154,1.62407106,-0.80209534,0.47240199,-0.13838573,0.54639939,-0.21682374,0.00000000,-0.00000000,0.04640395,-0.01217026,0.53636204,-0.39152120
-5.33966983,1.74805109,-0.88664564,1.64930581,-0.82038747,0.48817430,-0.14179607,0.55896405,-0.22253422,0.00000000,-0.00000000,0.04709795,-0.01324806,0.54757650,-0.40031502
-5.33366683,1.79009914,-0.90635587,1.67193273,-0.83878777,0.50344384,-0.14551073,0.57019954,-0.22867094,0.00000000,-0.00000000,0.04771605,-0.01447961,0.56062076,-0.40951971
-5.32766383,1.83208677,-0.92717320,1.69153394,-0.85732442,0.51803053,-0.14952305,0.57990835,-0.23522880,0.00000000,-0.00000000,0.04824900,-0.01585990,0.57541177,-0.41910909
-5.32166083,1.87352678,-0.94908773,1.70772840,-0.87602251,0.53176992,-0.15382390,0.58792483,-0.24219606,0.00000000,-0.00000000,0.04868946,-0.01738229,0.59181412,-0.42906095
-5.31565783,1.91391994,-0.97208628,1.72018262,-0.89490098,0.54451662,-0.15840111,0.59411963,-0.24955308,0.00000000,-0.00000000,0.04903218,-0.01903845,0.60964223,-0.43935738
-5.30965483,1.95276509,-0.99615081,1.72861939,-0.91397052,0.55614683,-0.16323913,0.59840246,-0.25727139,0.00000000,-0.00000000,0.04927402,-0.02081835,0.62866415,-0.44998519
-5.30365183,1.98956868,-1.02125766,1.73282409,-0.93323221,0.56655972,-0.16831890,0.60072328,-0.26531313,0.00000000,-0.00000000,0.04941400,-0.02271024,0.64860689,-0.46093667
-5.29764882,2.02385380,-1.04737759,1.73264856,-0.95267720,0.57567785,-0.17361796,0.60107184,-0.27363089,0.00000000,-0.00000000,0.04945314,-0.02470065,0.66916314,-0.47221039
-5.29164582,2.05516846,-1.07447642,1.72801248,-0.97228703,0.58344651,-0.17911061,0.59947557,-0.28216789,0.00000000,-0.00000000,0.04939430,-0.02677440,0.68999935,-0.48381204
-5.28564282,2.08309320,-1.10251612,1.71890260,-0.99203450,0.58983232,-0.18476838,0.59599614,-0.29085854,0.00000000,-0.00000000,0.04924189,-0.02891472,0.71076484,-0.49575516
-5.27963982,2.10724804,-1.13145595,1.70536984,-1.01188485,0.59482099,-0.19056048,0.59072487,-0.29962925,0.00000000,-0.00000000,0.04900162,-0.03110327,0.73110176,-0.50806155
-5.27363682,2.12729883,-1.16125342,1.68752492,-1.03179700,0.59841474,-0.19645432,0.58377728,-0.30839952,0.00000000,-0.00000000,0.04868010,-0.03332034,0.75065563,-0.52076119
-5.26763382,2.14296313,-1.19186470,1.66553286,-1.05172446,0.60062941,-0.20241611,0.57528718,-0.31708319,0.00000000,-0.00000000,0.04828454,-0.03554500,0.76908601,-0.53389153
-5.26163082,2.15401542,-1.22324424,1.63960670,-1.07161593,0.60149154,-0.20841132,0.56540059,-0.32558987,0.00000000,-0.00000000,0.04782242,-0.03775532,0.78607701,-0.54749598
-5.25562781,2.16029185,-1.25534341,1.61000097,-1.09141525,0.60103567,-0.21440515,0.55426998,-0.33382646,0.00000000,-0.00000000,0.04730116,-0.03992864,0.80134717,-0.56162156
-5.24962481,2.16169420,-1.28810811,1.57700522,-1.11106078,0.59930197,-0.22036288,0.54204888,-0.34169874,0.00000000,-0.00000000,0.04672787,-0.04204187,0.81465831,-0.57631569
-5.24362181,2.15819309,-1.32147537,1.54093796,-1.13048417,0.59633437,-0.22625013,0.52888744,-0.34911303,0.00000000,-0.00000000,0.04610913,-0.04407185,0.82582296,-0.59162212
-5.23761881,2.14983005,-1.35536907,1.50214099,-1.14960866,0.59217928,-0.23203311,0.51492879,-0.35597791,0.00000000,-0.00000000,0.04545089,-0.04599575,0.83471004,-0.60757624
-5.23161581,2.13671839,-1.38969526,1.46097454,-1.16834722,0.58688486,-0.23767874,0.50030661,-0.36220598,0.00000000,-0.00000000,0.04475833,-0.04779145,0.84124847,-0.62419998
-5.22561281,2.11904248,-1.42433725,1.41781289,-1.18660069,0.58050086,-0.24315484,0.48514366,-0.36771566,0.00000000,-0.00000000,0.04403587,-0.04943802,0.84542852,-0.64149652
-5.21960980,2.09705537,-1.45915116,1.37304058,-1.20425632,0.57307901,-0.24843032,0.46955152,-0.37243312,0.00000000,-0.00000000,0.04328720,-0.05091614,0.84730083,-0.65944519
-5.21360680,2.07107453,-1.49396233,1.32704906,-1.22118708,0.56467369,-0.25347547,0.45363106,-0.37629421,0.00000000,-0.00000000,0.04251535,-0.05220856,0.84697306,-0.67799702
-5.20760380,2.04147568,-1.52856324,1.28023356,-1.23725189,0.55534290,-0.25826245,0.43747388,-0.37924641,0.00000000,-0.00000000,0.04172283,-0.05330052,0.84460436,-0.69707116
-5.20160080,2.00868469,-1.56271323,1.23299003,-1.25229724,0.54514928,-0.26276583,0.42116409,-0.38125090,0.00000000,-0.00000000,0.04091176,-0.05418018,0.84039782,-0.71655269
-5.19559780,1.97316779,-1.59614067,1.18571202,-1.26616019,0.53416110,-0.26696350,0.40478059,-0.38228445,0.00000000,-0.00000000,0.04008400,-0.05483899,0.83459137,-0.73629199
-5.18959480,1.93542032,-1.62854759,1.13878730,-1.27867291,0.52245302,-0.27083761,0.38839929,-0.38234132,0.00000000,-0.00000000,0.03924133,-0.05527197,0.82744741,-0.75610608
-5.18359180,1.89595430,-1.65961710,1.09259427,-1.28966869,0.51010658,-0.27437586,0.37209529,-0.38143494,0.00000000,-0.00000000,0.03838561,-0.05547798,0.81924179,-0.77578181
-5.17758879,1.85528542,-1.68902326,1.04749803,-1.29898914,0.49721025,-0.27757289,0.35594474,-0.37959932,0.00000000,-0.00000000,0.03751884,-0.05545991,0.81025253,-0.79508122
-5.17158579,1.81391989,-1.71644337,1.00384625,-1.30649242,0.48385912,-0.28043170,0.34002611,-0.37689006,0.00000000,-0.00000000,0.03664331,-0.05522474,0.80074894,-0.81374869
-5.16558279,1.77234170,-1.74157204,0.96196483,-1.31206202,0.47015408,-0.28296523,0.32442107,-0.37338494,0.00000000,-0.00000000,0.03576166,-0.05478353,0.79098158,-0.83151984
