energy_ev,total_up,P_s_up,P_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.77788894,0.01719389,0.00001424,0.00606924,0.00671464,0.00357244,0.00000001,0.00379890
-5.77188594,0.02009864,0.00001776,0.00709150,0.00781541,0.00420186,0.00000001,0.00445659
-5.76588294,0.02382134,0.00002200,0.00840183,0.00923292,0.00500180,0.00000002,0.00529625
-5.75987994,0.02845049,0.00002706,0.01003114,0.01100016,0.00599120,0.00000003,0.00633817
-5.75387694,0.03408084,0.00003304,0.01201250,0.01315237,0.00719025,0.00000004,0.00760410
-5.74787394,0.04081132,0.00004006,0.01438031,0.01572613,0.00861991,0.00000006,0.00911686
-5.74187094,0.04874220,0.00004822,0.01716931,0.01875818,0.01030128,0.00000008,0.01089973
-5.73586793,0.05797176,0.00005762,0.02041338,0.02228407,0.01225493,0.00000011,0.01297571
-5.72986493,0.06859227,0.00006837,0.02414409,0.02633653,0.01449995,0.00000016,0.01536673
-5.72386193,0.08068567,0.00008054,0.02838908,0.03094361,0.01705308,0.00000022,0.01809269
-5.71785893,0.09431871,0.00009421,0.03317038,0.03612678,0.01992760,0.00000030,0.02117046
-5.71185593,0.10953812,0.00010941,0.03850259,0.04189883,0.02313230,0.00000041,0.02461286
-5.70585293,0.12636569,0.00012618,0.04439116,0.04826191,0.02667042,0.00000056,0.02842759
-5.69984992,0.14479367,0.00014449,0.05083065,0.05520557,0.03053860,0.00000077,0.03261634
-5.69384692,0.16478073,0.00016430,0.05780332,0.06270510,0.03472605,0.00000104,0.03717386
-5.68784392,0.18624866,0.00018553,0.06527786,0.07072007,0.03921380,0.00000139,0.04208733
-5.68184092,0.20908012,0.00020807,0.07320864,0.07919349,0.04397420,0.00000187,0.04733589
-5.67583792,0.23311775,0.00023176,0.08153535,0.08805130,0.04897075,0.00000249,0.05289045
-5.66983492,0.25816467,0.00025641,0.09018314,0.09720259,0.05415818,0.00000330,0.05871379
-5.66383192,0.28398659,0.00028182,0.09906346,0.10654052,0.05948294,0.00000436,0.06476101
-5.65782891,0.31031559,0.00030775,0.10807542,0.11594386,0.06488405,0.00000572,0.07098030
-5.65182591,0.33685559,0.00033397,0.11710780,0.12527935,0.07029430,0.00000748,0.07731404
-5.64582291,0.36328918,0.00036024,0.12604163,0.13440469,0.07564182,0.00000972,0.08370015
-5.63981991,0.38928590,0.00038635,0.13475323,0.14317212,0.08085193,0.00001258,0.09007374
-5.63381691,0.41451142,0.00041211,0.14311773,0.15143258,0.08584925,0.00001620,0.09636888
-5.62781391,0.43863737,0.00043740,0.15101273,0.15904013,0.09055994,0.00002075,0.10252049
-5.62181091,0.46135134,0.00046216,0.15832218,0.16585658,0.09491406,0.00002643,0.10846615
-5.61580790,0.48236662,0.00048643,0.16494010,0.17175612,0.09884779,0.00003350,0.11414792
-5.60980490,0.50143113,0.00051035,0.17077413,0.17662971,0.10230565,0.00004222,0.11951387
-5.60380190,0.51833525,0.00053418,0.17574860,0.18038904,0.10524234,0.00005292,0.12451934
-5.59779890,0.53291789,0.00055833,0.17980709,0.18296982,0.10762429,0.00006596,0.12912792
-5.59179590,0.54507081,0.00058332,0.18291428,0.18433439,0.10943080,0.00008176,0.13331192
-5.58579290,0.55474073,0.00060986,0.18505693,0.18447332,0.11065471,0.00010075,0.13705249
-5.57978989,0.56192917,0.00063879,0.18624415,0.18340603,0.11130246,0.00012342,0.14033932
-5.57378689,0.56669017,0.00067106,0.18650669,0.18118034,0.11139378,0.00015031,0.14316991
-5.56778389,0.56912596,0.00070778,0.18589549,0.17787104,0.11096076,0.00018195,0.14554854
-5.56178089,0.56938077,0.00075015,0.18447941,0.17357737,0.11004649,0.00021891,0.14748497
-5.55577789,0.56763329,0.00079942,0.18234241,0.16841974,0.10870333,0.00026177,0.14899305
-5.54977489,0.56408815,0.00085691,0.17958017,0.16253565,0.10699089,0.00031106,0.15008914
-5.54377189,0.55896684,0.00092390,0.17629647,0.15607510,0.10497375,0.00036733,0.15079078
-5.53776888,0.55249869,0.00100163,0.17259933,0.14919568,0.10271917,0.00043102,0.15111532
-5.53176588,0.54491223,0.00109127,0.16859735,0.14205747,0.10029478,0.00050254,0.15107899
-5.52576288,0.53642754,0.00119379,0.16439611,0.13481811,0.09776637,0.00058216,0.15069611
-5.51975988,0.52724978,0.00130999,0.16009509,0.12762814,0.09519601,0.00067005,0.14997884
-5.51375688,0.51756428,0.00144044,0.15578495,0.12062683,0.09264032,0.00076621,0.14893715
-5.50775388,0.50753334,0.00158540,0.15154556,0.11393864,0.09014929,0.00087049,0.14757929
-5.50175088,0.49729480,0.00174487,0.14744461,0.10767048,0.08776539,0.00098253,0.14591254
-5.49574787,0.48696240,0.00191850,0.14353699,0.10190976,0.08552318,0.00110178,0.14394427
-5.48974487,0.47662780,0.00210564,0.13986479,0.09672343,0.08344934,0.00122751,0.14168323
-5.48374187,0.46636403,0.00230536,0.13645809,0.09215782,0.08156316,0.00135876,0.13914098
-5.47773887,0.45623028,0.00251646,0.13333628,0.08823947,0.07987743,0.00149442,0.13633334
-5.47173587,0.44627756,0.00273757,0.13050994,0.08497664,0.07839965,0.00163321,0.13328190
-5.46573287,0.43655511,0.00296721,0.12798320,0.08236160,0.07713357,0.00177375,0.13001533
-5.45972986,0.42711711,0.00320389,0.12575639,0.08037357,0.07608090,0.00191456,0.12657058
-5.45372686,0.41802944,0.00344623,0.12382884,0.07898195,0.07524325,0.00205417,0.12299388
-5.44772386,0.40937624,0.00369310,0.12220189,0.07814999,0.07462404,0.00219114,0.11934134
-5.44172086,0.40126584,0.00394373,0.12088173,0.07783854,0.07423043,0.00232418,0.11567948
-5.43571786,0.39383593,0.00419786,0.11988208,0.07800968,0.07407511,0.00245214,0.11208520
-5.42971486,0.38725764,0.00445589,0.11922657,0.07863029,0.07417791,0.00257415,0.10864562
-5.42371186,0.38173830,0.00471893,0.11895069,0.07967509,0.07456706,0.00268965,0.10545747
-5.41770885,0.37752259,0.00498895,0.11910310,0.08112929,0.07528008,0.00279845,0.10262618
-5.41170585,0.37489207,0.00526879,0.11974637,0.08299044,0.07636425,0.00290077,0.10026464
-5.40570285,0.37416263,0.00556220,0.12095689,0.08526970,0.07787648,0.00299728,0.09849157
-5.39969985,0.37567993,0.00587377,0.12282396,0.08799202,0.07988258,0.00308907,0.09742955
-5.39369685,0.37981263,0.00620890,0.12544800,0.09119566,0.08245600,0.00317766,0.09720268
-5.38769385,0.38694346,0.00657359,0.12893785,0.09493056,0.08567577,0.00326497,0.09793386
-5.38169085,0.39745801,0.00697428,0.13340721,0.09925599,0.08962396,0.00335321,0.09974170
-5.37568784,0.41173163,0.00741761,0.13897022,0.10423726,0.09438247,0.00344485,0.10273712
-5.36968484,0.43011444,0.00791006,0.14573638,0.10994169,0.10002928,0.00354248,0.10701958
-5.36368184,0.45291507,0.00845770,0.15380485,0.11643407,0.10663436,0.00364869,0.11267317
-5.35767884,0.48038347,0.00906574,0.16325844,0.12377168,0.11425532,0.00376595,0.11976249
-5.35167584,0.51269346,0.00973824,0.17415748,0.13199909,0.12293293,0.00389649,0.12832859
-5.34567284,0.54992592,0.01047766,0.18653380,0.14114312,0.13268679,0.00404209,0.13838495
-5.33966983,0.59205317,0.01128458,0.20038524,0.15120805,0.14351139,0.00420404,0.14991395
-5.33366683,0.63892569,0.01215739,0.21567093,0.16217143,0.15537269,0.00438295,0.16286374
-5.32766383,0.69026194,0.01309204,0.23230762,0.17398084,0.16820553,0.00457869,0.17714596
-5.32166083,0.74564212,0.01408188,0.25016750,0.18655155,0.18191207,0.00479033,0.19263437
-5.31565783,0.80450668,0.01511764,0.26907753,0.19976566,0.19636146,0.00501607,0.20916462
-5.30965483,0.86616011,0.01618743,0.28882069,0.21347253,0.21139078,0.00525327,0.22653542
-5.30365183,0.92978044,0.01727694,0.30913914,0.22749075,0.22680745,0.00549847,0.24451105
-5.29764882,0.99443444,0.01836971,0.32973933,0.24161167,0.24239312,0.00574746,0.26282538
-5.29164582,1.05909857,0.01944747,0.35029899,0.25560431,0.25790883,0.00599540,0.28118735
-5.28564282,1.12268495,0.02049067,0.37047584,0.26922166,0.27310147,0.00623698,0.29928783
-5.27963982,1.18407170,0.02147906,0.38991761,0.28220794,0.28771126,0.00646656,0.31680761
-5.27363682,1.24213650,0.02239224,0.40827322,0.29430681,0.30147994,0.00667836,0.33342634
-5.26763382,1.29579207,0.02321039,0.42520434,0.30526985,0.31415934,0.00686670,0.34883204
-5.26163082,1.34402204,0.02391493,0.44039713,0.31486528,0.32551997,0.00702616,0.36273078
-5.25562781,1.38591554,0.02448913,0.45357335,0.32288617,0.33535921,0.00715181,0.37485623
-5.24962481,1.42069888,0.02491874,0.46450048,0.32915807,0.34350870,0.00723938,0.38497841
-5.24362181,1.44776285,0.02519248,0.47300024,0.33354549,0.34984051,0.00728544,0.39291148
-5.23761881,1.46668407,0.02530247,0.47895505,0.33595686,0.35427186,0.00728748,0.39851997
-5.23161581,1.47723942,0.02524450,0.48231215,0.33634801,0.35676803,0.00724406,0.40172332
-5.22561281,1.47941265,0.02501818,0.48308510,0.33472369,0.35734331,0.00715482,0.40249829
-5.21960980,1.47339290,0.02462694,0.48135257,0.33113719,0.35606005,0.00702053,0.40087926
-5.21360680,1.45956503,0.02407790,0.47725448,0.32568815,0.35302560,0.00684300,0.39695638
-5.20760380,1.43849241,0.02338161,0.47098562,0.31851860,0.34838757,0.00662505,0.39087148
-5.20160080,1.41089284,0.02255164,0.46278722,0.30980744,0.34232743,0.00637039,0.38281230
-5.19559780,1.37760908,0.02160408,0.45293674,0.29976377,0.33505288,0.00608350,0.37300492
-5.18959480,1.33957538,0.02055699,0.44173656,0.28861932,0.32678947,0.00576944,0.36170510
-5.18359180,1.29778181,0.01942981,0.42950207,0.27662037,0.31777166,0.00543368,0.34918884
-5.17758879,1.25323818,0.01824268,0.41654988,0.26401967,0.30823415,0.00508198,0.33574261
-5.17158579,1.20693944,0.01701585,0.40318661,0.25106868,0.29840356,0.00472013,0.32165383
-5.16558279,1.15983419,0.01576911,0.38969903,0.23801051,0.28849111,0.00435387,0.30720196
-5.15957979,1.11279787,0.01452122,0.37634579,0.22507388,0.27868662,0.00398870,0.29265066
-5.15357679,1.06661164,0.01328950,0.36335136,0.21246835,0.26915402,0.00362976,0.27824137
-5.14757379,1.02194800,0.01208946,0.35090218,0.20038100,0.26002859,0.00328175,0.26418850
-5.14157079,0.97936332,0.01093456,0.33914534,0.18897456,0.25141606,0.00294890,0.25067639
-5.13556778,0.93929752,0.00983603,0.32818962,0.17838707,0.24339350,0.00263485,0.23785815
-5.12956478,0.90208029,0.00880283,0.31810877,0.16873297,0.23601176,0.00234275,0.22585619
-5.12356178,0.86794331,0.00784171,0.30894673,0.16010531,0.22929950,0.00207521,0.21476440
-5.11755878,0.83703719,0.00695727,0.30072442,0.15257911,0.22326826,0.00183440,0.20465164
-5.11155578,0.80945209,0.00615221,0.29344755,0.14621530,0.21791833,0.00162209,0.19556637
-5.10555278,0.78524035,0.00542754,0.28711506,0.14106513,0.21324504,0.00143975,0.18754187
-5.09954977,0.76443985,0.00478285,0.28172752,0.13717470,0.20924511,0.00128866,0.18060189
-5.09354677,0.74709646,0.00421663,0.27729510,0.13458926,0.20592251,0.00117002,0.17476632
-5.08754377,0.73328436,0.00372652,0.27384453,0.13335703,0.20329372,0.00108501,0.17005635
-5.08154077,0.72312288,0.00330965,0.27142467,0.13353221,0.20139186,0.00103495,0.16649915
-5.07553777,0.71678911,0.00296288,0.27011038,0.13517717,0.20026960,0.00102134,0.16413148
-5.06953477,0.71452531,0.00268304,0.27000445,0.13836348,0.20000054,0.00104599,0.16300229
-5.06353177,0.71664100,0.00246711,0.27123740,0.14317170,0.20067917,0.00111102,0.16317407
-5.05752876,0.72350934,0.00231240,0.27396521,0.14969016,0.20241912,0.00121893,0.16472292
-5.05152576,0.73555813,0.00221664,0.27836502,0.15801235,0.20535003,0.00137260,0.16773733
-5.04552276,0.75325586,0.00217803,0.28462899,0.16823345,0.20961296,0.00157530,0.17231585
-5.03951976,0.77709332,0.00219528,0.29295650,0.18044581,0.21535470,0.00183061,0.17856365
-5.03351676,0.80756178,0.00226754,0.30354519,0.19473374,0.22272107,0.00214236,0.18658824
-5.02751376,0.84512860,0.00239439,0.31658109,0.21116781,0.23184965,0.00251457,0.19649451
-5.02151076,0.89021148,0.00257569,0.33222822,0.22979890,0.24286213,0.00295127,0.20837938
-5.01550775,0.94315232,0.00281150,0.35061831,0.25065220,0.25585669,0.00345640,0.22232620
-5.00950475,1.00419201,0.00310189,0.37184085,0.27372165,0.27090069,0.00403360,0.23839924
-5.00350175,1.07344708,0.00344685,0.39593410,0.29896476,0.28802403,0.00468609,0.25663849
-4.99749875,1.15088936,0.00384609,0.42287730,0.32629840,0.30721347,0.00541643,0.27705490
-4.99149575,1.23632950,0.00429890,0.45258457,0.35559557,0.32840813,0.00622633,0.29962634
-4.98549275,1.32940514,0.00480403,0.48490078,0.38668344,0.35149652,0.00711649,0.32429439
-4.97948974,1.42957428,0.00535957,0.51959957,0.41934281,0.37631515,0.00808642,0.35096214
-4.97348674,1.53611433,0.00596287,0.55638379,0.45330910,0.40264893,0.00913425,0.37949294
-4.96748374,1.64812701,0.00661044,0.59488835,0.48827487,0.43023338,0.01025662,0.40971040
-4.96148074,1.76454914,0.00729799,0.63468558,0.52389396,0.45875863,0.01144859,0.44139934
-4.95547774,1.88416901,0.00802040,0.67529280,0.55978708,0.48787523,0.01270357,0.47430799
-4.94947474,2.00564800,0.00877181,0.71618223,0.59554881,0.51720142,0.01401330,0.50815112
-4.94347174,2.12754686,0.00954568,0.75679259,0.63075569,0.54633190,0.01536787,0.54261416
-4.93746873,2.24835573,0.01033492,0.79654233,0.66497530,0.57484759,0.01675583,0.57735820
-4.93146573,2.36652709,0.01113207,0.83484387,0.69777596,0.60232624,0.01816429,0.61202566
-4.92546273,2.48051062,0.01192944,0.87111841,0.72873670,0.62835336,0.01957914,0.64624663
-4.91945973,2.58878875,0.01271934,0.90481089,0.75745725,0.65253320,0.02098522,0.67964561
-4.91345673,2.68991203,0.01349426,0.93540442,0.78356763,0.67449934,0.02236664,0.71184863
-4.90745373,2.78253298,0.01424709,0.96243379,0.80673706,0.69392453,0.02370707,0.74249047
-4.90145073,2.86543768,0.01497127,0.98549753,0.82668190,0.71052936,0.02499010,0.77122208
-4.89544772,2.93757414,0.01566105,1.00426812,0.84317227,0.72408955,0.02619958,0.79771783
-4.88944472,2.99807671,0.01631159,1.01850013,0.85603742,0.73444161,0.02732004,0.82168269
-4.88344172,3.04628612,0.01691910,1.02803584,0.86516932,0.74148662,0.02833704,0.84285912
-4.87743872,3.08176474,0.01748101,1.03280845,0.87052486,0.74519220,0.02923762,0.86103367
-4.87143572,3.10430683,0.01799598,1.03284277,0.87212628,0.74559254,0.03001068,0.87604304
-4.86543272,3.11394399,0.01846398,1.02825344,0.87006019,0.74278666,0.03064729,0.88777971
-4.85942971,3.11094565,0.01888633,1.01924091,0.86447511,0.73693499,0.03114111,0.89619681
-4.85342671,3.09581507,0.01926568,1.00608549,0.85557779,0.72825458,0.03148860,0.90131219
-4.84742371,3.06928100,0.01960596,0.98913962,0.84362847,0.71701298,0.03168935,0.90321161
-4.84142071,3.03228529,0.01991234,0.96881884,0.82893527,0.70352133,0.03174617,0.90205058
-4.83541771,2.98596677,0.02019114,0.94559174,0.81184784,0.68812665,0.03166525,0.89805505
-4.82941471,2.93164157,0.02044971,0.91996920,0.79275054,0.67120379,0.03145618,0.89152033
-4.82341171,2.87078010,0.02069628,0.89249324,0.77205520,0.65314704,0.03113184,0.88280842
-4.81740870,2.80498077,0.02093979,0.86372572,0.75019353,0.63436185,0.03070826,0.87234318
-4.81140570,2.73594061,0.02118970,0.83423703,0.72760936,0.61525651,0.03020434,0.86060352
-4.80540270,2.66542283,0.02145571,0.80459502,0.70475068,0.59623409,0.02964146,0.84811430
-4.79939970,2.59522144,0.02174752,0.77535417,0.68206151,0.57768455,0.02904304,0.83543505
-4.79339670,2.52712332,0.02207448,0.74704516,0.65997363,0.55997726,0.02843396,0.82314652
-4.78739370,2.46286791,0.02244531,0.72016482,0.63889820,0.54345373,0.02783989,0.81183528
-4.78139070,2.40410535,0.02286766,0.69516659,0.61921743,0.52842072,0.02728662,0.80207669
-4.77538769,2.35235365,0.02334781,0.67245153,0.60127620,0.51514381,0.02679930,0.79441671
-4.76938469,2.30895604,0.02389022,0.65236007,0.58537402,0.50384143,0.02640166,0.78935306
-4.76338169,2.27503983,0.02449723,0.63516453,0.57175728,0.49467954,0.02611524,0.78731643
-4.75737869,2.25147808,0.02516873,0.62106272,0.56061232,0.48776709,0.02595867,0.78865247
-4.75137569,2.23885588,0.02590185,0.61017286,0.55205931,0.48315248,0.02594703,0.79360541
-4.74537269,2.23744277,0.02669084,0.60252994,0.54614750,0.48082116,0.02609122,0.80230404
-4.73936968,2.24717305,0.02752690,0.59808403,0.54285203,0.48069471,0.02639759,0.81475091
-4.73336668,2.26763543,0.02839827,0.59670056,0.54207261,0.48263155,0.02686759,0.83081541
-4.72736368,2.29807329,0.02929031,0.59816291,0.54363437,0.48642935,0.02749767,0.85023133
-4.72136068,2.33739649,0.03018581,0.60217747,0.54729102,0.49182943,0.02827929,0.87259932
-4.71535768,2.38420503,0.03106539,0.60838111,0.55273045,0.49852308,0.02919923,0.89739443
-4.70935468,2.43682458,0.03190798,0.61635114,0.55958272,0.50615972,0.03023995,0.92397874
-4.70335168,2.49335318,0.03269150,0.62561747,0.56743036,0.51435682,0.03138019,0.95161882
-4.69734867,2.55171764,0.03339351,0.63567668,0.57582060,0.52271121,0.03259575,0.97950746
-4.69134567,2.60973805,0.03399203,0.64600761,0.58427932,0.53081155,0.03386032,1.00678895
-4.68534267,2.66519778,0.03446625,0.65608781,0.59232601,0.53825136,0.03514647,1.03258701
-4.67933967,2.71591637,0.03479738,0.66541035,0.59948933,0.54464219,0.03642663,1.05603411
-4.67333667,2.75982225,0.03496928,0.67350014,0.60532262,0.54962632,0.03767409,1.07630106
-4.66733367,2.79502201,0.03496916,0.67992924,0.60941852,0.55288849,0.03886396,1.09262559
-4.66133067,2.81986342,0.03478802,0.68433021,0.61142234,0.55416609,0.03997401,1.10433855
-4.65532766,2.83298908,0.03442109,0.68640721,0.61104333,0.55325728,0.04098542,1.11088674
-4.64932466,2.83337856,0.03386795,0.68594405,0.60806347,0.55002679,0.04188326,1.11185119
-4.64332166,2.82037698,0.03313266,0.68280901,0.60234348,0.54440905,0.04265690,1.10696016
-4.63731866,2.79370892,0.03222352,0.67695612,0.59382553,0.53640851,0.04330007,1.09609641
-4.63131566,2.75347728,0.03115286,0.66842293,0.58253297,0.52609721,0.04381080,1.07929828
-4.62531266,2.70014730,0.02993652,0.65732496,0.56856673,0.51360975,0.04419108,1.05675495
-4.61930965,2.63451693,0.02859332,0.64384712,0.55209900,0.49913592,0.04444638,1.02879586
-4.61330665,2.55767525,0.02714438,0.62823258,0.53336432,0.48291144,0.04458494,0.99587529
-4.60730365,2.47095128,0.02561239,0.61076981,0.51264866,0.46520729,0.04461703,0.95855267
-4.60130065,2.37585594,0.02402087,0.59177845,0.49027713,0.44631820,0.04455410,0.91746987
-4.59529765,2.27402017,0.02239343,0.57159469,0.46660080,0.42655086,0.04440786,0.87332644
-4.58929465,2.16713232,0.02075303,0.55055708,0.44198347,0.40621247,0.04418953,0.82685416
-4.58329165,2.05687768,0.01912142,0.52899337,0.41678883,0.38560017,0.04390906,0.77879201
-4.57728864,1.94488305,0.01751852,0.50720898,0.39136867,0.36499174,0.04357454,0.72986261
-4.57128564,1.83266843,0.01596204,0.48547768,0.36605261,0.34463804,0.04319177,0.68075115
-4.56528264,1.72160779,0.01446713,0.46403486,0.34113967,0.32475738,0.04276405,0.63208752
-4.55927964,1.61289995,0.01304622,0.44307341,0.31689200,0.30553198,0.04229209,0.58443222
-4.55327664,1.50755017,0.01170892,0.42274242,0.29353077,0.28710658,0.04177426,0.53826630
-4.54727364,1.40636243,0.01046205,0.40314854,0.27123435,0.26958894,0.04120686,0.49398542
-4.54127064,1.30994165,0.00930979,0.38435960,0.25013851,0.25305228,0.04058472,0.45189800
-4.53526763,1.21870486,0.00825387,0.36641019,0.23033858,0.23753912,0.03990175,0.41222689
-4.52926463,1.13289963,0.00729386,0.34930880,0.21189310,0.22306631,0.03915174,0.37511435
-4.52326163,1.05262826,0.00642747,0.33304578,0.19482874,0.20963086,0.03832901,0.34062955
-4.51725863,0.97787555,0.00565089,0.31760168,0.17914602,0.19721608,0.03742920,0.30877803
-4.51125563,0.90853844,0.00495915,0.30295554,0.16482550,0.18579776,0.03644988,0.27951245
-4.50525263,0.84445561,0.00434643,0.28909235,0.15183411,0.17534995,0.03539113,0.25274385
-4.49924962,0.78543550,0.00380640,0.27600951,0.14013111,0.16585003,0.03425588,0.22835309
-4.49324662,0.73128140,0.00333250,0.26372188,0.12967369,0.15728286,0.03305021,0.20620168
-4.48724362,0.68181245,0.00291818,0.25226507,0.12042169,0.14964385,0.03178340,0.18614175
-4.48124062,0.63688019,0.00255711,0.24169703,0.11234149,0.14294078,0.03046779,0.16802486
-4.47523762,0.59637996,0.00224332,0.23209779,0.10540893,0.13719437,0.02911850,0.15170937
-4.46923462,0.56025739,0.00197138,0.22356741,0.09961117,0.13243767,0.02775301,0.13706649
-4.46323162,0.52851016,0.00173643,0.21622246,0.09494758,0.12871432,0.02639060,0.12398474
-4.45722861,0.50118553,0.00153424,0.21019104,0.09142971,0.12607583,0.02505165,0.11237322
-4.45122561,0.47837427,0.00136127,0.20560684,0.08908045,0.12457816,0.02375701,0.10216353
-4.44522261,0.46020191,0.00121464,0.20260244,0.08793247,0.12427764,0.02252718,0.09331080
-4.43921961,0.44681799,0.00109210,0.20130224,0.08802621,0.12522665,0.02138165,0.08579378
-4.43321661,0.43838425,0.00099205,0.20181540,0.08940737,0.12746922,0.02033825,0.07961432
-4.42721361,0.43506254,0.00091345,0.20422907,0.09212428,0.13103673,0.01941249,0.07479635
-4.42121061,0.43700318,0.00085583,0.20860236,0.09622515,0.13594412,0.01861715,0.07138446
-4.41520760,0.44433430,0.00081918,0.21496112,0.10175535,0.14218659,0.01796189,0.06944224
-4.40920460,0.45715273,0.00080397,0.22329408,0.10875489,0.14973711,0.01745300,0.06905034
-4.40320160,0.47551670,0.00081107,0.23355021,0.11725623,0.15854487,0.01709332,0.07030436
-4.39719860,0.49944056,0.00084170,0.24563773,0.12728231,0.16853467,0.01688228,0.07331247
-4.39119560,0.52889157,0.00089738,0.25942463,0.13884516,0.17960745,0.01681601,0.07819271
-4.38519260,0.56378872,0.00097987,0.27474089,0.15194487,0.19164184,0.01688767,0.08506996
-4.37918959,0.60400331,0.00109111,0.29138214,0.16656904,0.20449671,0.01708773,0.09407249
-4.37318659,0.64936104,0.00123317,0.30911492,0.18269279,0.21801471,0.01740444,0.10532800
-4.36718359,0.69964537,0.00140810,0.32768301,0.20027910,0.23202652,0.01782424,0.11895912
-4.36118059,0.75460157,0.00161794,0.34681494,0.21927967,0.24635578,0.01833234,0.13507841
-4.35517759,0.81394117,0.00186450,0.36623214,0.23963600,0.26082430,0.01891310,0.15378288
-4.34917459,0.87734642,0.00214938,0.38565751,0.26128089,0.27525758,0.01955055,0.17514804
-4.34317159,0.94447431,0.00247373,0.40482398,0.28413995,0.28949003,0.02022881,0.19922175
-4.33716858,1.01495996,0.00283822,0.42348285,0.30813324,0.30337004,0.02093244,0.22601795
-4.33116558,1.08841909,0.00324290,0.44141130,0.33317692,0.31676427,0.02164670,0.25551059
-4.32516258,1.16444947,0.00368709,0.45841898,0.35918469,0.32956134,0.02235783,0.28762802
-4.31915958,1.24263139,0.00416925,0.47435321,0.38606902,0.34167441,0.02305315,0.32224801
-4.31315658,1.32252725,0.00468699,0.48910267,0.41374209,0.35304275,0.02372114,0.35919406
-4.30715358,1.40368050,0.00523693,0.50259930,0.44211637,0.36363223,0.02435140,0.39823291
