energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.57978989,9.59063890,1.19499348,5.58041972,0.01780689,0.68158294,0.07218141,1.84219729,1.54538765,1.08136163
-5.57378689,9.59208714,1.21149607,5.57725735,0.01792396,0.67470140,0.07255582,1.85628310,1.53643554,1.06785621
-5.56778389,9.58551822,1.22504412,5.57030293,0.01803072,0.66770287,0.07277965,1.86795318,1.52574087,1.05395949
-5.56178089,9.57219627,1.23548015,5.56047682,0.01812416,0.66080426,0.07285515,1.87715711,1.51351629,1.04001561
-5.55577789,9.55339506,1.24269281,5.54870775,0.01820152,0.65420157,0.07278692,1.88386821,1.49997280,1.02634177
-5.54977489,9.53036671,1.24662022,5.53590663,0.01826039,0.64806681,0.07258177,1.88808405,1.48531706,1.01322248
-5.54377189,9.50431638,1.24725273,5.52294319,0.01829876,0.64254604,0.07224872,1.88982744,1.46975009,1.00090564
-5.53776888,9.47638221,1.24463476,5.51062543,0.01831515,0.63775877,0.07179887,1.88914749,1.45346695,0.98960044
-5.53176588,9.44761991,1.23886550,5.49968197,0.01830867,0.63379817,0.07124529,1.88612047,1.43665727,0.97947690
-5.52576288,9.41899081,1.23009837,5.49074687,0.01827905,0.63073226,0.07060287,1.88085042,1.41950613,0.97066664
-5.51975988,9.39135247,1.21853898,5.48434699,0.01822673,0.62860559,0.06988816,1.87346899,1.40219515,0.96326479
-5.51375688,9.36545074,1.20444155,5.48089140,0.01815282,0.62744129,0.06911915,1.86413463,1.38490341,0.95733259
-5.50775388,9.34191251,1.18810383,5.48066285,0.01805914,0.62724335,0.06831499,1.85303067,1.36780787,0.95290033
-5.50175088,9.32123863,1.16986055,5.48381112,0.01794815,0.62799882,0.06749573,1.84036255,1.35108336,0.94997053
-5.49574787,9.30379686,1.15007559,5.49034843,0.01782293,0.62967992,0.06668195,1.82635405,1.33490177,0.94852094
-5.48974487,9.28981499,1.12913310,5.50014692,0.01768705,0.63224592,0.06589444,1.81124274,1.31943067,0.94850741
-5.48374187,9.27937471,1.10742801,5.51293866,0.01754451,0.63564479,0.06515377,1.79527477,1.30483133,0.94986635
-5.47773887,9.27240707,1.08535613,5.52831851,0.01739959,0.63981459,0.06447995,1.77869934,1.29125628,0.95251690
-5.47173587,9.26869055,1.06330450,5.54575023,0.01725674,0.64468464,0.06389198,1.76176317,1.27884671,0.95636282
-5.46573287,9.26785285,1.04164223,5.56457627,0.01712043,0.65017667,0.06340756,1.74470522,1.26772981,0.96129414
-5.45972986,9.26937754,1.02071240,5.58403161,0.01699500,0.65620584,0.06304268,1.72775206,1.25801642,0.96718883
-5.45372686,9.27261640,1.00082526,5.60326179,0.01688454,0.66268190,0.06281135,1.71111419,1.24979910,0.97391441
-5.44772386,9.27680814,0.98225316,5.62134519,0.01679277,0.66951050,0.06272534,1.69498346,1.24315095,0.98132987
-5.44172086,9.28110373,0.96522737,5.63731937,0.01672290,0.67659468,0.06279396,1.67953183,1.23812513,0.98928785
-5.43571786,9.28459803,0.94993686,5.65021083,0.01667758,0.68383666,0.06302399,1.66491153,1.23475529,0.99763726
-5.42971486,9.28636706,0.93652901,5.65906766,0.01665879,0.69113990,0.06341950,1.65125646,1.23305685,1.00622626
-5.42371186,9.28550953,0.92511221,5.66299384,0.01666782,0.69841135,0.06398192,1.63868481,1.23302901,1.01490565
-5.41770885,9.28119102,0.91575996,5.66118408,0.01670524,0.70556387,0.06470999,1.62730252,1.23465738,1.02353264
-5.41170585,9.27268850,0.90851616,5.65295764,0.01677091,0.71251869,0.06559990,1.61720737,1.23791698,1.03197464
-5.40570285,9.25943301,0.90340116,5.63778970,0.01686397,0.71920783,0.06664534,1.60849311,1.24277536,1.04011316
-5.39969985,9.24104772,0.90041815,5.61533857,0.01698294,0.72557620,0.06783768,1.60125335,1.24919554,1.04784735
-5.39369685,9.21737905,0.89955916,5.58546732,0.01712571,0.73158345,0.06916607,1.59558469,1.25713855,1.05509712
-5.38769385,9.18851854,0.90081055,5.54825844,0.01728965,0.73720513,0.07061763,1.59158869,1.26656520,1.06180548
-5.38169085,9.15481342,0.90415722,5.50402032,0.01747169,0.74243333,0.07217758,1.58937237,1.27743699,1.06793995
-5.37568784,9.11686464,0.90958543,5.45328503,0.01766837,0.74727650,0.07382944,1.58904694,1.28971598,1.07349283
-5.36968484,9.07551154,0.91708390,5.39679664,0.01787596,0.75175842,0.07555509,1.59072468,1.30336343,1.07848022
-5.36368184,9.03180323,0.92664312,5.33549050,0.01809052,0.75591643,0.07733501,1.59451403,1.31833750,1.08293967
-5.35767884,8.98695728,0.93825296,5.27046376,0.01830798,0.75979875,0.07914835,1.60051299,1.33458984,1.08692670
-5.35167584,8.94230750,0.95189865,5.20293822,0.01852425,0.76346124,0.08097315,1.60880121,1.35206147,1.09050998
-5.34567284,8.89924283,0.96755559,5.13421680,0.01873525,0.76696343,0.08278646,1.61943111,1.37067823,1.09376571
-5.33966983,8.85914035,0.98518323,5.06563554,0.01893702,0.77036436,0.08456455,1.63241874,1.39034600,1.09677123
-5.33366683,8.82329562,1.00471869,4.99851302,0.01912576,0.77371808,0.08628317,1.64773491,1.41094625,1.09959835
-5.32766383,8.79285401,1.02607051,4.93409951,0.01929790,0.77706940,0.08791778,1.66529714,1.43233234,1.10230667
-5.32166083,8.76874665,1.04911322,4.87352813,0.01945018,0.78044987,0.08944392,1.68496334,1.45432670,1.10493741
-5.31565783,8.75163452,1.07368312,4.81777029,0.01957971,0.78387439,0.09083752,1.70652755,1.47671969,1.10750804
-5.30965483,8.74186393,1.09957573,4.76759741,0.01968399,0.78733861,0.09207540,1.72971836,1.49926997,1.11000819
-5.30365183,8.73943598,1.12654538,4.72355096,0.01976103,0.79081730,0.09313570,1.75420034,1.52170692,1.11239699
-5.29764882,8.74399198,1.15430698,4.68592204,0.01980939,0.79426387,0.09399836,1.77957865,1.54373499,1.11460221
-5.29164582,8.75481609,1.18254012,4.65474164,0.01982821,0.79761109,0.09464568,1.80540685,1.56504007,1.11652133
-5.28564282,8.77085521,1.21089550,4.62978215,0.01981729,0.80077295,0.09506285,1.83119769,1.58529767,1.11802438
-5.27963982,8.79075569,1.23900327,4.61056994,0.01977708,0.80364770,0.09523844,1.85643658,1.60418252,1.11895869
-5.27363682,8.81291517,1.26648305,4.59640873,0.01970879,0.80612193,0.09516483,1.88059704,1.62137950,1.11915523
-5.26763382,8.83554727,1.29295516,4.58641248,0.01961432,0.80807539,0.09483867,1.90315766,1.63659498,1.11843621
-5.26163082,8.85675604,1.31805240,4.57954643,0.01949630,0.80938645,0.09426115,1.92361955,1.64956844,1.11662361
-5.25562781,8.87461659,1.34143185,4.57467443,0.01935804,0.80993783,0.09343817,1.94152360,1.66008347,1.11354822
-5.24962481,8.88725816,1.36278602,4.57061033,0.01920349,0.80962239,0.09238044,1.95646660,1.66797777,1.10905856
-5.24362181,8.89294537,1.38185281,4.56617121,0.01903718,0.80834852,0.09110333,1.96811551,1.67315139,1.10302941
-5.23761881,8.89015398,1.39842375,4.56022986,0.01886407,0.80604506,0.08962668,1.97621901,1.67557294,1.09536934
-5.23161581,8.87763740,1.41235003,4.55176434,0.01868951,0.80266534,0.08797435,1.98061588,1.67528318,1.08602682
-5.22561281,8.85448087,1.42354611,4.53990222,0.01851902,0.79819014,0.08617370,1.98123973,1.67239579,1.07499470
-5.21960980,8.82014082,1.43199068,4.52395776,0.01835820,0.79262949,0.08425491,1.97811988,1.66709520,1.06231270
-5.21360680,8.77446767,1.43772497,4.50346022,0.01821250,0.78602315,0.08225012,1.97137827,1.65963143,1.04806788
-5.20760380,8.71771122,1.44084850,4.47817232,0.01808711,0.77843980,0.08019264,1.96122273,1.65031208,1.03239294
-5.20160080,8.65050860,1.44151260,4.44809803,0.01798676,0.76997495,0.07811593,1.94793684,1.63949188,1.01546261
-5.19559780,8.57385557,1.43991192,4.41347962,0.01791554,0.76074771,0.07605271,1.93186699,1.62756006,0.99748823
-5.18959480,8.48906288,1.43627454,4.37478419,0.01787681,0.75089660,0.07403398,1.91340720,1.61492624,0.97871080
-5.18359180,8.39770001,1.43085105,4.33268051,0.01787301,0.74057460,0.07208821,1.89298261,1.60200534,0.95939290
-5.17758879,8.30152908,1.42390321,4.28800755,0.01790560,0.72994375,0.07024055,1.87103227,1.58920223,0.93980992
-5.17158579,8.20243225,1.41569276,4.24173601,0.01797499,0.71916946,0.06851217,1.84799219,1.57689679,0.92024095
-5.16558279,8.10233615,1.40647078,4.19492506,0.01808052,0.70841503,0.06691986,1.82427932,1.56543010,0.90095980
-5.15957979,8.00313680,1.39646818,4.14867611,0.01822044,0.69783641,0.06547568,1.80027716,1.55509229,0.88222664
-5.15357679,7.90662835,1.38588764,4.10408588,0.01839200,0.68757761,0.06418686,1.77632372,1.54611267,0.86428045
-5.14757379,7.81443886,1.37489728,4.06220084,0.01859152,0.67776690,0.06305589,1.75270202,1.53865252,0.84733279
-5.14157079,7.72797562,1.36362632,4.02397498,0.01881450,0.66851401,0.06208081,1.72963375,1.53280089,0.83156288
-5.13556778,7.64838213,1.35216278,3.99023268,0.01905580,0.65990837,0.06125559,1.70727593,1.52857353,0.81711440
-5.12956478,7.57650810,1.34055326,3.96163810,0.01930979,0.65201846,0.06057078,1.68572075,1.52591499,0.80409384
-5.12356178,7.51289329,1.32880465,3.93867226,0.01957054,0.64489227,0.06001409,1.66499831,1.52470372,0.79257045
-5.11755878,7.45776517,1.31688765,3.92161840,0.01983206,0.63855878,0.05957124,1.64508202,1.52475997,0.78257777
-5.11155578,7.41104979,1.30474181,3.91055591,0.02008844,0.63303029,0.05922673,1.62589624,1.52585593,0.77411639
-5.10555278,7.37239465,1.29228186,3.90536277,0.02033408,0.62830545,0.05896459,1.60732554,1.52772784,0.76715788
-5.09954977,7.34120185,1.27940486,3.90572598,0.02056382,0.62437282,0.05876919,1.58922529,1.53008922,0.76164954
-5.09354677,7.31666948,1.26599795,3.91115906,0.02077313,0.62121462,0.05862588,1.57143271,1.53264478,0.75751964
-5.08754377,7.29783868,1.25194626,3.92102555,0.02095817,0.61881054,0.05852158,1.55377805,1.53510424,0.75468297
-5.08154077,7.28364410,1.23714059,3.93456726,0.02111588,0.61714130,0.05844525,1.53609524,1.53719553,0.75304631
-5.07553777,7.27296503,1.22148466,3.95093563,0.02124401,0.61619178,0.05838817,1.51823156,1.53867660,0.75251359
-5.06953477,7.26467496,1.20490146,3.96922492,0.02134115,0.61595350,0.05834414,1.50005597,1.53934556,0.75299050
-5.06353177,7.25768732,1.18733864,3.98850551,0.02140661,0.61642634,0.05830951,1.48146580,1.53904857,0.75438839
-5.05752876,7.25099566,1.16877257,4.00785603,0.02144043,0.61761939,0.05828307,1.46239155,1.53768516,0.75662730
-5.05152576,7.24370666,1.14921106,4.02639311,0.02144323,0.61955091,0.05826584,1.44279978,1.53521102,0.75963801
-5.04552276,7.23506522,1.12869475,4.04329748,0.02141614,0.62224726,0.05826076,1.42269398,1.53163797,0.76336314
-5.03951976,7.22447095,1.10729690,4.05783587,0.02136059,0.62574113,0.05827232,1.40211374,1.52703140,0.76775724
-5.03351676,7.21148598,1.08512201,4.06937794,0.02127830,0.63006895,0.05830610,1.38113218,1.52150539,0.77278603
-5.02751376,7.19583465,1.06230304,4.07740806,0.02117106,0.63526767,0.05836843,1.35985202,1.51521568,0.77842478
-5.02151076,7.17739564,1.03899774,4.08153184,0.02104069,0.64137120,0.05846585,1.33840057,1.50835123,0.78465614
-5.01550775,7.15618787,1.01538401,4.08147777,0.02088893,0.64840657,0.05860484,1.31692409,1.50112449,0.79146738
-5.00950475,7.13235138,0.99165475,4.07709430,0.02071739,0.65639017,0.05879138,1.29558165,1.49376125,0.79884739
-5.00350175,7.10612481,0.96801234,4.06834308,0.02052753,0.66532412,0.05903079,1.27453903,1.48649033,0.80678353
-4.99749875,7.07782107,0.94466306,4.05528914,0.02032065,0.67519315,0.05932747,1.25396302,1.47953381,0.81525861
-4.99149575,7.04780289,0.92181175,4.03808886,0.02009793,0.68596201,0.05968481,1.23401612,1.47309815,0.82424801
-4.98549275,7.01645958,0.89965674,4.01697670,0.01986047,0.69757371,0.06010519,1.21485230,1.46736663,0.83371736
-4.97948974,6.98418647,0.87838560,3.99225150,0.01960936,0.70994855,0.06058995,1.19661352,1.46249342,0.84362061
-4.97348674,6.95136791,0.85817143,3.96426313,0.01934578,0.72298416,0.06113956,1.17942750,1.45859947,0.85389882
-4.96748374,6.91836477,0.83917018,3.93340030,0.01907103,0.73655647,0.06175368,1.16340648,1.45577031,0.86447964
-4.96148074,6.88550653,0.82151871,3.90007988,0.01878668,0.75052167,0.06243135,1.14864707,1.45405573,0.87527751
-4.95547774,6.85308821,0.80533386,3.86473810,0.01849458,0.76471896,0.06317117,1.13523100,1.45347125,0.88619465
-4.94947474,6.82137171,0.79071216,3.82782387,0.01819694,0.77897419,0.06397138,1.12322653,1.45400110,0.89712263
-4.94347174,6.79059080,0.77773040,3.78979389,0.01789634,0.79310401,0.06483004,1.11269046,1.45560249,0.90794463
-4.93746873,6.76095906,0.76644655,3.75110955,0.01759576,0.80692060,0.06574507,1.10367030,1.45821075,0.91853820
-4.93146573,6.73267942,0.75690108,3.71223512,0.01729849,0.82023661,0.06671430,1.09620638,1.46174502,0.92877831
-4.92546273,6.70595430,0.74911846,3.67363666,0.01700817,0.83287015,0.06773542,1.09033370,1.46611403,0.93854075
-4.91945973,6.68099491,0.74310854,3.63578128,0.01672861,0.84464973,0.06880591,1.08608323,1.47122166,0.94770547
-4.91345673,6.65802882,0.73886769,3.59913597,0.01646375,0.85541889,0.06992290,1.08348235,1.47697185,0.95615994
-4.90745373,6.63730470,0.73637966,3.56416577,0.01621751,0.86504032,0.07108298,1.08255456,1.48327271,0.96380223
-4.90145073,6.61909344,0.73561584,3.53133066,0.01599363,0.87339940,0.07228202,1.08331810,1.49003950,0.97054378
-4.89544772,6.60368552,0.73653514,3.50108097,0.01579560,0.88040707,0.07351494,1.08578371,1.49719646,0.97631170
-4.88944472,6.59138423,0.73908326,3.47385135,0.01562645,0.88600183,0.07477549,1.08995145,1.50467741,0.98105054
-4.88344172,6.58249529,0.74319164,3.45005308,0.01548864,0.89015099,0.07605612,1.09580693,1.51242520,0.98472350
-4.87743872,6.57731326,0.74877600,3.43006530,0.01538396,0.89285112,0.07734779,1.10331703,1.52039021,0.98731308
-4.87143572,6.57610573,0.75573481,3.41422516,0.01531345,0.89412764,0.07863996,1.11242551,1.52852803,0.98882117
-4.86543272,6.57909630,0.76394782,3.40281775,0.01527729,0.89403380,0.07992055,1.12304882,1.53679669,0.98926859
-4.85942971,6.58644769,0.77327485,3.39606613,0.01527482,0.89264900,0.08117612,1.13507246,1.54515373,0.98869427
-4.85342671,6.59824601,0.78355506,3.39412217,0.01530452,0.89007659,0.08239202,1.14834818,1.55355334,0.98715400
-4.84742371,6.61448771,0.79460699,3.39705882,0.01536404,0.88644128,0.08355273,1.16269249,1.56194411,0.98471901
-4.84142071,6.63506999,0.80622933,3.40486426,0.01545027,0.88188639,0.08464225,1.17788652,1.57026734,0.98147433
-4.83541771,6.65978583,0.81820281,3.41743859,0.01555948,0.87657078,0.08564459,1.19367764,1.57845649,0.97751708
-4.82941471,6.68832397,0.83029296,3.43459314,0.01568736,0.87066594,0.08654429,1.20978277,1.58643766,0.97295488
-4.82341171,6.72027443,0.84225401,3.45605282,0.01582928,0.86435299,0.08732706,1.22589348,1.59413130,0.96790422
-4.81740870,6.75513934,0.85383368,3.48146141,0.01598035,0.85781994,0.08798034,1.24168267,1.60145518,0.96248904
-4.81140570,6.79234885,0.86477874,3.51038985,0.01613567,0.85125905,0.08849394,1.25681288,1.60832838,0.95683942
-4.80540270,6.83128150,0.87484125,3.54234708,0.01629044,0.84486452,0.08886059,1.27094557,1.61467635,0.95109049
-4.79939970,6.87128819,0.88378504,3.57679329,0.01644020,0.83883036,0.08907643,1.28375136,1.62043658,0.94538145
-4.79339670,6.91171866,0.89139241,3.61315502,0.01658094,0.83334855,0.08914151,1.29492067,1.62556480,0.93985466
-4.78739370,6.95194934,0.89747047,3.65084155,0.01670923,0.82860737,0.08905999,1.30417425,1.63004111,0.93465489
-4.78139070,6.99141130,0.90185716,3.68926215,0.01682241,0.82478997,0.08884046,1.31127330,1.63387603,0.92992857
-4.77538769,7.02961708,0.90442638,3.72784350,0.01691863,0.82207305,0.08849593,1.31602866,1.63711575,0.92582295
-4.76938469,7.06618522,0.90509221,3.76604675,0.01699691,0.82062560,0.08804376,1.31830869,1.63984649,0.92248523
-4.76338169,7.10086147,0.90381198,3.80338372,0.01705724,0.82060772,0.08750552,1.31804545,1.64219757,0.92006162
-4.75737869,7.13353566,0.90058800,3.83943167,0.01710054,0.82216937,0.08690653,1.31523906,1.64434291,0.91869610
-4.75137569,7.16425371,0.89546795,3.87384634,0.01712863,0.82544904,0.08627549,1.30995983,1.64650074,0.91852911
-4.74537269,7.19322405,0.88854397,3.90637272,0.01714423,0.83057233,0.08564380,1.30234823,1.64893155,0.91969598
-4.73936968,7.22081832,0.87995035,3.93685338,0.01715082,0.83765036,0.08504494,1.29261262,1.65193394,0.92232521
-4.73336668,7.24756611,0.86986001,3.96523408,0.01715258,0.84677806,0.08451364,1.28102478,1.65583870,0.92653647
-4.72736368,7.27414390,0.85847998,3.99156649,0.01715427,0.85803220,0.08408501,1.26791342,1.66100097,0.93243852
-4.72136068,7.30135843,0.84604591,4.01600787,0.01716105,0.87146941,0.08379373,1.25365586,1.66779088,0.94012693
-4.71535768,7.33012489,0.83281582,4.03881780,0.01717833,0.88712400,0.08367302,1.23866810,1.67658275,0.94968172
-4.70935468,7.36144061,0.81906349,4.06035176,0.01721166,0.90500573,0.08375381,1.22339370,1.68774328,0.96116497
-4.70335168,7.39635481,0.80507139,4.08105191,0.01726647,0.92509767,0.08406372,1.20829167,1.70161906,0.97461841
-4.69734867,7.43593525,0.79112357,4.10143496,0.01734796,0.94735408,0.08462630,1.19382380,1.71852379,0.99006110
-4.69134567,7.48123271,0.77749864,4.12207756,0.01746090,0.97169853,0.08546011,1.18044182,1.73872572,1.00748724
-4.68534267,7.53324426,0.76446299,4.14359938,0.01760946,0.99802230,0.08657806,1.16857468,1.76243561,1.02686418
-4.67933967,7.59287632,0.75226438,4.16664424,0.01779706,1.02618326,0.08798673,1.15861640,1.78979589,1.04813077
-4.67333667,7.66090863,0.74112609,4.19185983,0.01802620,1.05600517,0.08968594,1.15091478,1.82087113,1.07119602
-4.66733367,7.73796025,0.73124173,4.21987646,0.01829838,1.08727775,0.09166832,1.14576125,1.85564047,1.09593830
-4.66133067,7.82445865,0.72277080,4.25128540,0.01861398,1.11975736,0.09391922,1.14338228,1.89399224,1.12220498
-4.65532766,7.92061311,0.71583503,4.28661754,0.01897213,1.15316857,0.09641663,1.14393250,1.93572099,1.14981280
-4.64932466,8.02639326,0.71051573,4.32632300,0.01937075,1.18720660,0.09913149,1.14748972,1.98052721,1.17854885
-4.64332166,8.14151401,0.70685197,4.37075237,0.01980646,1.22154061,0.10202798,1.15405218,2.02801980,1.20817237
