energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.86793397,7.52034937,2.79198269,5.14588311,0.01260005,0.85186475,0.01897549,0.62384521
-5.86193097,7.39700130,2.73629887,5.06986052,0.01284460,0.82905563,0.01794978,0.61749344
-5.85592796,7.28298947,2.67987830,5.00183837,0.01310870,0.80684758,0.01703281,0.61172062
-5.84992496,7.17980498,2.62327349,4.94276465,0.01339266,0.78538381,0.01623106,0.60677588
-5.84392196,7.08862429,2.56695056,4.89335601,0.01369612,0.76478708,0.01554832,0.60287914
-5.83791896,7.01028990,2.51128421,4.85408757,0.01401807,0.74515815,0.01498571,0.60021488
-5.83191596,6.94530192,2.45655669,4.82519003,0.01435683,0.72657482,0.01454188,0.59892759
-5.82591296,6.89382018,2.40296073,4.80665379,0.01471017,0.70909171,0.01421317,0.59911860
-5.81990995,6.85567636,2.35060586,4.79823940,0.01507531,0.69274055,0.01399393,0.60084460
-5.81390695,6.83039483,2.29952764,4.79949375,0.01544909,0.67753127,0.01387671,0.60411764
-5.80790395,6.81722112,2.24969918,4.80977072,0.01582799,0.66345354,0.01385265,0.60890647
-5.80190095,6.81515620,2.20104434,4.82825551,0.01620834,0.65047884,0.01391172,0.61513917
-5.79589795,6.82299516,2.15345187,4.85399134,0.01658637,0.63856297,0.01404304,0.62270672
-5.78989495,6.83936839,2.10678976,4.88590749,0.01695835,0.62764879,0.01423519,0.63146742
-5.78389195,6.86278388,2.06091948,4.92284776,0.01732069,0.61766925,0.01447646,0.64125179
-5.77788894,6.89166911,2.01570922,4.96359836,0.01767002,0.60855049,0.01475511,0.65186786
-5.77188594,6.92441149,1.97104600,5.00691474,0.01800330,0.60021491,0.01505961,0.66310656
-5.76588294,6.95939623,1.92684618,5.05154671,0.01831779,0.59258419,0.01537883,0.67474710
-5.75987994,6.99504138,1.88306413,5.09626171,0.01861116,0.58558214,0.01570218,0.68656213
-5.75387694,7.02982929,1.83969903,5.13986607,0.01888141,0.57913728,0.01601981,0.69832271
-5.74787394,7.06233485,1.79679959,5.18122433,0.01912689,0.57318514,0.01632265,0.70980298
-5.74187094,7.09125022,1.75446693,5.21927697,0.01934625,0.56767023,0.01660255,0.72078442
-5.73586793,7.11540671,1.71285543,5.25305647,0.01953840,0.56254763,0.01685231,0.73105994
-5.72986493,7.13379374,1.67217199,5.28170237,0.01970240,0.55778415,0.01706575,0.74043759
-5.72386193,7.14557560,1.63267355,5.30447524,0.01983747,0.55335914,0.01723769,0.74874408
-5.71785893,7.15010598,1.59466322,5.32076984,0.01994287,0.54926485,0.01736400,0.75582805
-5.71185593,7.14694049,1.55848515,5.33012748,0.02001794,0.54550638,0.01744157,0.76156319
-5.70585293,7.13584718,1.52451822,5.33224731,0.02006199,0.54210128,0.01746829,0.76585109
-5.69984992,7.11681470,1.49316880,5.32699635,0.02007438,0.53907871,0.01744302,0.76862384
-5.69384692,7.09005780,1.46486260,5.31441771,0.02005452,0.53647823,0.01736553,0.76984639
-5.68784392,7.05601944,1.44003581,5.29473641,0.02000193,0.53434836,0.01723651,0.76951835
-5.68184092,7.01536892,1.41912561,5.26836201,0.01991630,0.53274463,0.01705743,0.76767538
-5.67583792,6.96899516,1.40256018,5.23588750,0.01979759,0.53172755,0.01683053,0.76438985
-5.66983492,6.91799444,1.39074823,5.19808349,0.01964611,0.53136014,0.01655873,0.75977068
-5.66383192,6.86365193,1.38406835,5.15588734,0.01946266,0.53170538,0.01624557,0.75396233
-5.65782891,6.80741662,1.38285819,5.11038660,0.01924855,0.53282340,0.01589510,0.74714267
-5.65182591,6.75086946,1.38740377,5.06279670,0.01900571,0.53476857,0.01551181,0.73951993
-5.64582291,6.69568495,1.39792900,5.01443288,0.01873673,0.53758660,0.01510054,0.73132843
-5.63981991,6.64358675,1.41458585,4.96667688,0.01844485,0.54131151,0.01466641,0.72282339
-5.63381691,6.59629835,1.43744532,4.92093912,0.01813395,0.54596284,0.01421471,0.71427484
-5.62781391,6.55549025,1.46648964,4.87861736,0.01780848,0.55154299,0.01375083,0.70596070
-5.62181091,6.52272533,1.50160594,4.84105341,0.01747337,0.55803478,0.01328017,0.69815945
-5.61580790,6.49940464,1.54258185,4.80948938,0.01713388,0.56539956,0.01280808,0.69114250
-5.60980490,6.48671577,1.58910322,4.78502532,0.01679547,0.57357571,0.01233981,0.68516654
-5.60380190,6.48558615,1.64075439,4.76858000,0.01646360,0.58247782,0.01188040,0.68046633
-5.59779890,6.49664347,1.69702112,4.76085679,0.01614358,0.59199654,0.01143467,0.67724796
-5.59179590,6.52018530,1.75729640,4.76231596,0.01584039,0.60199929,0.01100718,0.67568310
-5.58579290,6.55615942,1.82088908,4.77315516,0.01555846,0.61233176,0.01060214,0.67590425
-5.57978989,6.60415619,1.88703533,4.79329863,0.01530161,0.62282031,0.01022345,0.67800128
-5.57378689,6.66341328,1.95491262,4.82239602,0.01507287,0.63327524,0.00987460,0.68201927
-5.56778389,6.73283290,2.02365587,4.85983070,0.01487444,0.64349478,0.00955869,0.68795773
-5.56178089,6.81101068,2.09237532,4.90473726,0.01470759,0.65326986,0.00927838,0.69577115
-5.55577789,6.89627488,2.16017541,4.95602720,0.01457268,0.66238929,0.00903589,0.70537071
-5.54977489,6.98673414,2.22617408,5.01242162,0.01446920,0.67064537,0.00883292,0.71662706
-5.54377189,7.08033141,2.28952165,5.07248925,0.01439575,0.67783954,0.00867067,0.72937397
-5.53776888,7.17490156,2.34941862,5.13468805,0.01435017,0.68378794,0.00854978,0.74341256
-5.53176588,7.26823003,2.40513152,5.19740836,0.01432961,0.68832657,0.00847030,0.75851594
-5.52576288,7.35811003,2.45600630,5.25901593,0.01433064,0.69131581,0.00843167,0.77443415
-5.51975988,7.44239594,2.50147873,5.31789297,0.01434932,0.69264416,0.00843268,0.79089894
-5.51375688,7.51905111,2.54108131,5.37247585,0.01438137,0.69223094,0.00847144,0.80762862
-5.50775388,7.58618863,2.57444678,5.42128852,0.01442221,0.69002785,0.00854537,0.82433259
-5.50175088,7.64210427,2.60130799,5.46297063,0.01446713,0.68601941,0.00865124,0.84071567
-5.49574787,7.68530139,2.62149459,5.49630054,0.01451133,0.68022217,0.00878512,0.85648214
-5.48974487,7.71450817,2.63492678,5.52021289,0.01455005,0.67268287,0.00894249,0.87133968
-5.48374187,7.72868793,2.64160688,5.53381143,0.01457862,0.66347555,0.00911824,0.88500309
-5.47773887,7.72704363,2.64160923,5.53637775,0.01459260,0.65269796,0.00930682,0.89719799
-5.47173587,7.70901800,2.63506924,5.52737653,0.01458783,0.64046739,0.00950230,0.90766462
-5.46573287,7.67429062,2.62217243,5.50645836,0.01456054,0.62691612,0.00969853,0.91616162
-5.45972986,7.62277321,2.60314400,5.47346078,0.01450741,0.61218680,0.00988930,0.92247004
-5.45372686,7.55460424,2.57823968,5.42840805,0.01442571,0.59642810,0.01006850,0.92639737
-5.44772386,7.47014349,2.54773822,5.37151017,0.01431335,0.57979054,0.01023030,0.92778168
-5.44172086,7.36996692,2.51193587,5.30316111,0.01416901,0.56242296,0.01036931,0.92649560
-5.43571786,7.25486173,2.47114298,5.22393617,0.01399216,0.54446966,0.01048083,0.92245017
-5.42971486,7.12582115,2.42568250,5.13458802,0.01378318,0.52606812,0.01056091,0.91559817
-5.42371186,6.98403810,2.37589031,5.03604081,0.01354341,0.50734762,0.01060657,0.90593687
-5.41770885,6.83089691,2.32211678,4.92938182,0.01327512,0.48842833,0.01061586,0.89350989
-5.41170585,6.66796190,2.26472926,4.81584985,0.01298156,0.46942123,0.01058794,0.87840800
-5.40570285,6.49696197,2.20411473,4.69681987,0.01266688,0.45042832,0.01052314,0.86076876
-5.39969985,6.31977044,2.14068225,4.57378359,0.01233609,0.43154329,0.01042289,0.84077473
-5.39369685,6.13837971,2.07486452,4.44832581,0.01199493,0.41285243,0.01028971,0.81865031
-5.38769385,5.95487074,2.00711821,4.32209682,0.01164973,0.39443552,0.01012708,0.79465728
-5.38169085,5.77137781,1.93792272,4.19678144,0.01130728,0.37636680,0.00993930,0.76908893
-5.37568784,5.59004938,1.86777725,4.07406557,0.01097457,0.35871575,0.00973132,0.74226322
-5.36968484,5.41300644,1.79719603,3.95560138,0.01065862,0.34154762,0.00950855,0.71451495
-5.36368184,5.24229990,1.72670201,3.84297257,0.01036631,0.32492386,0.00927663,0.68618749
-5.35767884,5.07986872,1.65681916,3.73766120,0.01010407,0.30890215,0.00904118,0.65762410
-5.35167584,4.92750093,1.58806377,3.64101745,0.00987778,0.29353628,0.00880767,0.62915954
-5.34567284,4.78679897,1.52093524,3.55423373,0.00969254,0.27887584,0.00858114,0.60111197
-5.33966983,4.65915118,1.45590673,3.47832432,0.00955254,0.26496570,0.00836605,0.57377573
-5.33366683,4.54571055,1.39341629,3.41411115,0.00946095,0.25184546,0.00816613,0.54741512
-5.32766383,4.44738141,1.33385870,3.36221642,0.00941984,0.23954885,0.00798430,0.52225943
-5.32166083,4.36481454,1.27757856,3.32306185,0.00943016,0.22810316,0.00782255,0.49849947
-5.31565783,4.29841014,1.22486475,3.29687428,0.00949174,0.21752877,0.00768197,0.47628546
-5.30965483,4.24832824,1.17594653,3.28369674,0.00960335,0.20783869,0.00756272,0.45572654
-5.30365183,4.21450505,1.13099123,3.28340400,0.00976275,0.19903834,0.00746411,0.43689154
-5.29764882,4.19667400,1.09010355,3.29572118,0.00996684,0.19112537,0.00738468,0.41981113
-5.29164582,4.19438958,1.05332632,3.32024391,0.01021176,0.18408965,0.00732232,0.40448090
-5.28564282,4.20705236,1.02064245,3.35645875,0.01049304,0.17791333,0.00727436,0.39086536
-5.27963982,4.23393340,0.99197805,3.40376230,0.01080572,0.17257102,0.00723781,0.37890244
-5.27363682,4.27419667,0.96720615,3.46147808,0.01114452,0.16803004,0.00720940,0.36850827
-5.26763382,4.32691840,0.94615113,3.52887016,0.01150396,0.16425070,0.00718579,0.35958209
-5.26163082,4.39110252,0.92859340,3.60515326,0.01187844,0.16118670,0.00716371,0.35201089
-5.25562781,4.46569220,0.91427436,3.68949922,0.01226238,0.15878550,0.00714003,0.34567378
-5.24962481,4.54957747,0.90290139,3.78104008,0.01265027,0.15698877,0.00711192,0.34044585
-5.24362181,4.64159974,0.89415303,3.87886869,0.01303672,0.15573299,0.00707687,0.33620146
-5.23761881,4.74055424,0.88768412,3.98203755,0.01341650,0.15494999,0.00703278,0.33281695
-5.23161581,4.84519148,0.88313118,4.08955735,0.01378460,0.15456774,0.00697798,0.33017268
-5.22561281,4.95421923,0.88011789,4.20039614,0.01413618,0.15451117,0.00691122,0.32815463
-5.21960980,5.06630617,0.87826087,4.31348045,0.01446661,0.15470318,0.00683167,0.32665540
-5.21360680,5.18008844,0.87717576,4.42769940,0.01477150,0.15506577,0.00673889,0.32557490
-5.20760380,5.29417989,0.87648356,4.54191235,0.01504669,0.15552126,0.00663278,0.32482062
-5.20160080,5.40718635,0.87581723,4.65496055,0.01528827,0.15599373,0.00651354,0.32430780
-5.19559780,5.51772407,0.87482839,4.76568268,0.01549260,0.15641040,0.00638159,0.32395938
-5.18959480,5.62444163,0.87319408,4.87293394,0.01565638,0.15670312,0.00623757,0.32370584
-5.18359180,5.72604457,0.87062319,4.97560757,0.01577670,0.15680983,0.00608223,0.32348507
-5.17758879,5.82132134,0.86686246,5.07265796,0.01585104,0.15667592,0.00591640,0.32324215
-5.17158579,5.90916906,0.86170173,5.16312374,0.01587740,0.15625540,0.00574101,0.32292909
-5.16558279,5.98861750,0.85497820,5.24614939,0.01585430,0.15551192,0.00555697,0.32250468
-5.15957979,6.05884955,0.84657941,5.32100402,0.01578086,0.15441949,0.00536523,0.32193411
-5.15357679,6.11921692,0.83644489,5.38709595,0.01565685,0.15296289,0.00516674,0.32118866
-5.14757379,6.16924981,0.82456626,5.44398213,0.01548268,0.15113777,0.00496242,0.32024531
-5.14157079,6.20865993,0.81098574,5.49137172,0.01525943,0.14895038,0.00475322,0.31908628
-5.13556778,6.23733675,0.79579322,5.52912369,0.01498884,0.14641705,0.00454009,0.31769851
-5.12956478,6.25533720,0.77912200,5.55723871,0.01467328,0.14356328,0.00432397,0.31607310
-5.12356178,6.26286971,0.76114328,5.57584598,0.01431567,0.14042264,0.00410587,0.31420482
-5.11755878,6.26027381,0.74205995,5.58518619,0.01391945,0.13703549,0.00388679,0.31209163
-5.11155578,6.24799689,0.72209968,5.58559185,0.01348847,0.13344750,0.00366779,0.30973425
-5.10555278,6.22656974,0.70150791,5.57746666,0.01302691,0.12970823,0.00344996,0.30713598
-5.09954977,6.19658287,0.68054086,5.56126536,0.01253918,0.12586962,0.00323445,0.30430255
-5.09354677,6.15866491,0.65945900,5.53747569,0.01202982,0.12198456,0.00302243,0.30124223
-5.08754377,6.11346487,0.63852110,5.50660355,0.01150340,0.11810565,0.00281509,0.29796613
-5.08154077,6.06163889,0.61797911,5.46916232,0.01096445,0.11428403,0.00261365,0.29448855
-5.07553777,6.00384231,0.59807387,5.42566694,0.01041735,0.11056841,0.00241935,0.29082761
-5.06953477,5.94072692,0.57903183,5.37663264,0.00986634,0.10700429,0.00223339,0.28700573
-5.06353177,5.87294300,0.56106247,5.32257811,0.00931536,0.10363337,0.00205697,0.28305029
-5.05752876,5.80114532,0.54435653,5.26403216,0.00876815,0.10049302,0.00189126,0.27899400
-5.05152576,5.72600177,0.52908480,5.20154289,0.00822809,0.09761599,0.00173737,0.27487520
-5.04552276,5.64820304,0.51539721,5.13568795,0.00769831,0.09503016,0.00159634,0.27073785
-5.03951976,5.56847198,0.50342216,5.06708438,0.00718162,0.09275831,0.00146915,0.26663119
-5.03351676,5.48757076,0.49326578,4.99639661,0.00668052,0.09081799,0.00135670,0.26260902
-5.02751376,5.40630451,0.48501112,4.92434125,0.00619725,0.08922141,0.00125979,0.25872855
-5.02151076,5.32552027,0.47871704,4.85168751,0.00573378,0.08797519,0.00117910,0.25504894
-5.01550775,5.24610040,0.47441686,4.77925245,0.00529179,0.08708033,0.00111521,0.25162939
-5.00950475,5.16895005,0.47211671,4.70789070,0.00487274,0.08653194,0.00106857,0.24852704
-5.00350175,5.09497878,0.47179378,4.63847842,0.00447785,0.08631920,0.00103947,0.24579452
-4.99749875,5.02507683,0.47339456,4.57189221,0.00410809,0.08642517,0.00102806,0.24347757
-4.99149575,4.96008711,0.47683310,4.50898349,0.00376420,0.08682685,0.00103431,0.24161254
-4.98549275,4.90077403,0.48198983,4.45054959,0.00344669,0.08749518,0.00105799,0.24022415
-4.97948974,4.84779097,0.48871078,4.39730299,0.00315582,0.08839526,0.00109866,0.23932343
-4.97348674,4.80164808,0.49680765,4.34984033,0.00289164,0.08948672,0.00115565,0.23890609
-4.96748374,4.76268226,0.50605884,4.30861274,0.00265391,0.09072422,0.00122807,0.23895143
-4.96148074,4.73103119,0.51621150,4.27389940,0.00244217,0.09205815,0.00131476,0.23942175
-4.95547774,4.70661306,0.52698481,4.24578578,0.00225571,0.09343554,0.00141428,0.24026246
-4.94947474,4.68911346,0.53807438,4.22414799,0.00209358,0.09480109,0.00152496,0.24140277
-4.94347174,4.67798053,0.54915782,4.20864441,0.00195458,0.09609837,0.00164487,0.24275717
-4.93746873,4.67242903,0.55990126,4.19871538,0.00183732,0.09727113,0.00177183,0.24422740
-4.93146573,4.67145383,0.56996677,4.19359133,0.00174020,0.09826465,0.00190346,0.24570510
-4.92546273,4.67385237,0.57902032,4.19230941,0.00166146,0.09902714,0.00203721,0.24707490
-4.91945973,4.67825572,0.58674010,4.19373818,0.00159921,0.09951113,0.00217039,0.24821782
-4.91345673,4.68316711,0.59282486,4.19660959,0.00155143,0.09967468,0.00230025,0.24901504
-4.90745373,4.68700650,0.59700192,4.19955701,0.00151608,0.09948257,0.00242403,0.24935164
-4.90145073,4.68815955,0.59903463,4.20115806,0.00149108,0.09890723,0.00253903,0.24912035
-4.89544772,4.68502900,0.59872886,4.19998022,0.00147440,0.09792945,0.00264267,0.24822508
-4.88944472,4.67608649,0.59593839,4.19462780,0.00146408,0.09653894,0.00273258,0.24658414
-4.88344172,4.65992263,0.59056890,4.18378798,0.00145826,0.09473446,0.00280666,0.24413291
-4.87743872,4.63529348,0.58258039,4.16627453,0.00145528,0.09252381,0.00286315,0.24082602
-4.87143572,4.60116150,0.57198803,4.14106706,0.00145366,0.08992352,0.00290065,0.23663882
-4.86543272,4.55672958,0.55886132,4.10734471,0.00145216,0.08695819,0.00291821,0.23156817
-4.85942971,4.50146674,0.54332162,4.06451283,0.00144980,0.08365977,0.00291533,0.22563243
-4.85342671,4.43512493,0.52553822,4.01222189,0.00144590,0.08006646,0.00289198,0.21887084
-4.84742371,4.35774624,0.50572301,3.95037805,0.00144006,0.07622160,0.00284858,0.21134207
-4.84142071,4.26966076,0.48412410,3.87914520,0.00143220,0.07217239,0.00278600,0.20312231
-4.83541771,4.17147518,0.46101849,3.79893877,0.00142253,0.06796852,0.00270554,0.19430276
-4.82941471,4.06405305,0.43670421,3.71041156,0.00141155,0.06366087,0.00260885,0.18498668
-4.82341171,3.94848754,0.41149219,3.61443258,0.00140003,0.05930016,0.00249787,0.17528629
-4.81740870,3.82606787,0.38569808,3.51205968,0.00138897,0.05493575,0.00237480,0.16531938
-4.81140570,3.69824084,0.35963442,3.40450714,0.00137960,0.05061452,0.00224200,0.15520600
-4.80540270,3.56656869,0.33360329,3.29310938,0.00137326,0.04637990,0.00210193,0.14506524
-4.79939970,3.43268491,0.30788976,3.17928199,0.00137145,0.04227108,0.00195704,0.13501219
-4.79339670,3.29824908,0.28275629,3.06448136,0.00137568,0.03832238,0.00180976,0.12515525
-4.78739370,3.16490233,0.25843811,2.95016404,0.00138748,0.03456289,0.00166240,0.11559379
-4.78139070,3.03422447,0.23513983,2.83774695,0.00140830,0.03101618,0.00151710,0.10641628
-4.77538769,2.90769383,0.21303312,2.72856950,0.00143947,0.02770030,0.00137578,0.09769884
-4.76938469,2.78665098,0.19225558,2.62385873,0.00148212,0.02462787,0.00124015,0.08950428
-4.76338169,2.67226702,0.17291069,2.52469809,0.00153717,0.02180636,0.00111164,0.08188157
-4.75737869,2.56551733,0.15506865,2.43200105,0.00160519,0.01923847,0.00099143,0.07486576
-4.75137569,2.46716147,0.13876822,2.34649000,0.00168645,0.01692265,0.00088043,0.06847830
-4.74537269,2.37772973,0.12401917,2.26868136,0.00178085,0.01485358,0.00077932,0.06272765
-4.73936968,2.29751688,0.11080537,2.19887723,0.00188785,0.01302289,0.00068857,0.05761024
-4.73336668,2.22658334,0.09908824,2.13716420,0.00200657,0.01141969,0.00060845,0.05311161
-4.72736368,2.16476408,0.08881061,2.08341947,0.00213567,0.01003126,0.00053911,0.04920782
-4.72136068,2.11168505,0.07990059,2.03732442,0.00227348,0.00884365,0.00048060,0.04586690
-4.71535768,2.06678702,0.07227555,1.99838536,0.00241797,0.00784232,0.00043293,0.04305046
-4.70935468,2.02935621,0.06584603,1.96596110,0.00256683,0.00701261,0.00039613,0.04071534
-4.70335168,1.99856093,0.06051945,1.93929658,0.00271753,0.00634034,0.00037029,0.03881526
-4.69734867,1.97349309,0.05620356,1.91756146,0.00286743,0.00581220,0.00035561,0.03730244
-4.69134567,1.95321338,0.05280961,1.89989246,0.00301381,0.00541619,0.00035249,0.03612926
-4.68534267,1.93679816,0.05025514,1.88543782,0.00315405,0.00514194,0.00036155,0.03524967
-4.67933967,1.92338662,0.04846633,1.87340203,0.00328568,0.00498099,0.00038371,0.03462070
-4.67333667,1.91222588,0.04737993,1.86308902,0.00340650,0.00492704,0.00042019,0.03420363
-4.66733367,1.90271226,0.04694466,1.85394177,0.00351466,0.00497606,0.00047263,0.03396517
-4.66133067,1.89442668,0.04712215,1.84557640,0.00360881,0.00512645,0.00054308,0.03387830
-4.65532766,1.88716233,0.04788732,1.83780904,0.00368808,0.00537903,0.00063405,0.03392300
-4.64932466,1.88094310,0.04922818,1.83067378,0.00375222,0.00573704,0.00074853,0.03408667
-4.64332166,1.87603150,0.05114521,1.82443074,0.00380159,0.00620603,0.00089007,0.03436433
-4.63731866,1.87292543,0.05365007,1.81956329,0.00383719,0.00679372,0.00106272,0.03475849
-4.63131566,1.87234337,0.05676389,1.81676427,0.00386061,0.00750979,0.00127106,0.03527883
-4.62531266,1.87519830,0.06051503,1.81691139,0.00387405,0.00836552,0.00152022,0.03594150
-4.61930965,1.88256127,0.06493652,1.82103273,0.00388017,0.00937353,0.00181583,0.03676823
-4.61330665,1.89561583,0.07006306,1.83026340,0.00388209,0.01054730,0.00216397,0.03778512
-4.60730365,1.91560518,0.07592784,1.84579540,0.00388320,0.01190069,0.00257111,0.03902131
-4.60130065,1.94377441,0.08255920,1.86882267,0.00388707,0.01344746,0.00304406,0.04050738
-4.59529765,1.98131014,0.08997727,1.90048387,0.00389734,0.01520070,0.00358984,0.04227370
-4.58929465,2.02928061,0.09819077,1.94180546,0.00391751,0.01717221,0.00421555,0.04434866
-4.58329165,2.08857874,0.10719402,1.99364794,0.00395086,0.01937195,0.00492824,0.04675691
-4.57728864,2.15987105,0.11696440,2.05665759,0.00400028,0.02180743,0.00573475,0.04951772
-4.57128564,2.24355499,0.12746028,2.13122641,0.00406817,0.02448317,0.00664147,0.05264335
-4.56528264,2.33972666,0.13861969,2.21746212,0.00415631,0.02740014,0.00765421,0.05613778
-4.55927964,2.44816087,0.15035964,2.31516987,0.00426582,0.03055541,0.00877794,0.05999552
-4.55327664,2.56830448,0.16257634,2.42384673,0.00439708,0.03394169,0.01001659,0.06420090
-4.54727364,2.69928372,0.17514624,2.54268950,0.00454969,0.03754715,0.01137281,0.06872758
-4.54127064,2.83992525,0.18792795,2.67061549,0.00472253,0.04135524,0.01284779,0.07353856
-4.53526763,2.98879027,0.20076498,2.80629566,0.00491373,0.04534474,0.01444107,0.07858652
-4.52926463,3.14422014,0.21348920,2.94819860,0.00512078,0.04948987,0.01615037,0.08381461
-4.52326163,3.30439173,0.22592500,3.09464337,0.00534061,0.05376064,0.01797146,0.08915765
-4.51725863,3.46737981,0.23789390,3.24385892,0.00556968,0.05812324,0.01989810,0.09454366
-4.51125563,3.63122392,0.24921945,3.39404732,0.00580414,0.06254069,0.02192205,0.09989571
-4.50525263,3.79399650,0.25973237,3.54344792,0.00603995,0.06697353,0.02403308,0.10513410
-4.49924962,3.95386946,0.26927548,3.69039948,0.00627305,0.07138073,0.02621908,0.11017864
-4.49324662,4.10917608,0.27770844,3.83339758,0.00649947,0.07572060,0.02846629,0.11495110
-4.48724362,4.25846557,0.28491203,3.97114469,0.00671552,0.07995181,0.03075953,0.11937763
-4.48124062,4.40054820,0.29079179,4.10259083,0.00691792,0.08403449,0.03308251,0.12339112
-4.47523762,4.53452895,0.29528084,4.22696319,0.00710387,0.08793132,0.03541825,0.12693338
-4.46923462,4.65982878,0.29834187,4.34378375,0.00727122,0.09160852,0.03774947,0.12995711
-4.46323162,4.77619289,0.29996821,4.45287441,0.00741851,0.09503688,0.04005907,0.13242747
-4.45722861,4.88368608,0.30018383,4.55435010,0.00754504,0.09819267,0.04233061,0.13432331
-4.45122561,4.98267613,0.29904246,4.64860047,0.00765091,0.10105830,0.04454878,0.13563792
-4.44522261,5.07380643,0.29662583,4.73626182,0.00773705,0.10362299,0.04669982,0.13637934
-4.43921961,5.15795975,0.29304100,4.81818098,0.00780516,0.10588305,0.04877198,0.13657021
-4.43321661,5.23621530,0.28841713,4.89537339,0.00785771,0.10784212,0.05075578,0.13624704
-4.42721361,5.30980138,0.28290161,4.96897759,0.00789790,0.10951100,0.05264430,0.13545923
-4.42121061,5.38004624,0.27665586,5.04020867,0.00792956,0.11090737,0.05443333,0.13426751
-4.41520760,5.44832917,0.26985091,5.11031275,0.00795708,0.11205519,0.05612137,0.13274215
-4.40920460,5.51603428,0.26266289,5.18052456,0.00798528,0.11298391,0.05770956,0.13096091
-4.40320160,5.58450841,0.25526858,5.25202983,0.00801935,0.11372740,0.05920146,0.12900677
-4.39719860,5.65502473,0.24784128,5.32593351,0.00806468,0.11432283,0.06060273,0.12696560
-4.39119560,5.72875289,0.24054686,5.40323476,0.00812675,0.11480924,0.06192069,0.12492379
-4.38519260,5.80673598,0.23354039,5.48480876,0.00821098,0.11522615,0.06316382,0.12296598
-4.37918959,5.88987435,0.22696314,5.57139532,0.00832263,0.11561205,0.06434114,0.12117289
-4.37318659,5.97891581,0.22094013,5.66359346,0.00846661,0.11600294,0.06546157,0.11961940
-4.36718359,6.07445131,0.21557826,5.76186114,0.00864741,0.11643088,0.06653333,0.11837278
-4.36118059,6.17691517,0.21096496,5.86651902,0.00886891,0.11692274,0.06756329,0.11749134
-4.35517759,6.28658862,0.20716739,5.97775682,0.00913429,0.11749903,0.06855638,0.11702323
-4.34917459,6.40360548,0.20423208,6.09564127,0.00944594,0.11817309,0.06951515,0.11700566
-4.34317159,6.52795900,0.20218513,6.22012432,0.00980533,0.11895039,0.07043932,0.11746438
-4.33716858,6.65950883,0.20103276,6.35105079,0.01021299,0.11982825,0.07132563,0.11841347
-4.33116558,6.79798767,0.20076225,6.48816482,0.01066840,0.12079582,0.07216765,0.11985538
-4.32516258,6.94300708,0.20134325,6.63111488,0.01117000,0.12183442,0.07295593,0.12178124
-4.31915958,7.09406260,0.20272928,6.77945712,0.01171520,0.12291815,0.07367818,0.12417140
-4.31315658,7.25053838,0.20485959,6.93265781,0.01230037,0.12401488,0.07431971,0.12699614
-4.30715358,7.41171189,0.20766113,7.09009503,0.01292096,0.12508742,0.07486397,0.13021657
