energy_ev,total_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,2.22564192,0.46645924,0.00716430,1.09860690,0.00000000,1.11149944,0.77600378
-5.99399700,2.19035104,0.47182862,0.00685542,1.06765990,0.00000000,1.06714923,0.77179566
-5.98799400,2.15716156,0.47768567,0.00656223,1.03770108,0.00000000,1.02427600,0.76801237
-5.98199100,2.12670065,0.48399475,0.00628936,1.00920915,0.00000000,0.98351515,0.76473361
-5.97598799,2.09941128,0.49067722,0.00604075,0.98257932,0.00000000,0.94540525,0.76198132
-5.96998499,2.07555330,0.49761331,0.00581968,0.95812256,0.00000000,0.91038314,0.75972391
-5.96398199,2.05521307,0.50464619,0.00562873,0.93606860,0.00000000,0.87878366,0.75788332
-5.95797899,2.03832084,0.51158803,0.00546980,0.91657210,0.00000000,0.85084346,0.75634410
-5.95197599,2.02467417,0.51822779,0.00534417,0.89972116,0.00000000,0.82670819,0.75496399
-5.94597299,2.01396555,0.52434027,0.00525251,0.88554745,0.00000000,0.80644244,0.75358532
-5.93996998,2.00581236,0.52969592,0.00519502,0.87403678,0.00000000,0.79004134,0.75204634
-5.93396698,1.99978694,0.53407098,0.00517140,0.86513951,0.00000000,0.77744280,0.75019192
-5.92796398,1.99544497,0.53725719,0.00518101,0.85877977,0.00000000,0.76853965,0.74788289
-5.92196098,1.99235037,0.53907078,0.00522288,0.85486298,0.00000000,0.76319054,0.74500345
-5.91595798,1.99009534,0.53936011,0.00529575,0.85328120,0.00000000,0.76122916,0.74146642
-5.90995498,1.98831468,0.53801156,0.00539813,0.85391604,0.00000000,0.76247098,0.73721591
-5.90395198,1.98669371,0.53495354,0.00552832,0.85663907,0.00000000,0.76671748,0.73222754
-5.89794897,1.98497002,0.53015828,0.00568438,0.86131011,0.00000000,0.77375759,0.72650625
-5.89194597,1.98292934,0.52364154,0.00586416,0.86777353,0.00000000,0.78336670,0.72008201
-5.88594297,1.98039655,0.51546024,0.00606522,0.87585345,0.00000000,0.79530353,0.71300391
-5.87993997,1.97722294,0.50570828,0.00628487,0.88534821,0.00000000,0.80930560,0.70533308
-5.87393697,1.97327136,0.49451091,0.00652008,0.89602517,0.00000000,0.82508385,0.69713508
-5.86793397,1.96840073,0.48201795,0.00676747,0.90761628,0.00000000,0.84231737,0.68847242
-5.86193097,1.96245160,0.46839644,0.00702333,0.91981546,0.00000000,0.86064906,0.67939765
-5.85592796,1.95523417,0.45382304,0.00728355,0.93227809,0.00000000,0.87968298,0.66994776
-5.84992496,1.94652018,0.43847676,0.00754370,0.94462329,0.00000000,0.89898399,0.66014009
-5.84392196,1.93603940,0.42253228,0.00779906,0.95643908,0.00000000,0.91808035,0.64997028
-5.83791896,1.92348160,0.40615426,0.00804468,0.96729061,0.00000000,0.93646949,0.63941220
-5.83191596,1.90850384,0.38949291,0.00827547,0.97673126,0.00000000,0.95362696,0.62842006
-5.82591296,1.89074305,0.37268082,0.00848637,0.98431617,0.00000000,0.96901855,0.61693250
-5.81990995,1.86983323,0.35583127,0.00867242,0.98961776,0.00000000,0.98211499,0.60487840
-5.81390695,1.84542609,0.33903783,0.00882899,0.99224247,0.00000000,0.99240874,0.59218398
-5.80790395,1.81721420,0.32237525,0.00895187,0.99184795,0.00000000,0.99943196,0.57878094
-5.80190095,1.78495489,0.30590122,0.00903751,0.98815969,0.00000000,1.00277489,0.56461484
-5.79589795,1.74849357,0.28965905,0.00908313,0.98098647,0.00000000,1.00210346,0.54965352
-5.78989495,1.70778504,0.27368075,0.00908690,0.97023354,0.00000000,0.99717529,0.53389478
-5.78389195,1.66291119,0.25799032,0.00904799,0.95591288,0.00000000,0.98785321,0.51737307
-5.77788894,1.61409423,0.24260704,0.00896674,0.93815008,0.00000000,0.97411526,0.50016466
-5.77188594,1.56170431,0.22754847,0.00884464,0.91718718,0.00000000,0.95606094,0.48239106
-5.76588294,1.50626113,0.21283300,0.00868438,0.89338138,0.00000000,0.93391286,0.46422056
-5.75987994,1.44842923,0.19848176,0.00848979,0.86719959,0.00000000,0.90801407,0.44586762
-5.75387694,1.38900709,0.18451997,0.00826577,0.83920892,0.00000000,0.87882072,0.42759030
-5.74787394,1.32891045,0.17097749,0.00801816,0.81006345,0.00000000,0.84689065,0.40968581
-5.74187094,1.26915064,0.15788887,0.00775362,0.78048787,0.00000000,0.81286827,0.39248429
-5.73586793,1.21080866,0.14529265,0.00747939,0.75125850,0.00000000,0.77746640,0.37634117
-5.72986493,1.15500638,0.13323036,0.00720312,0.72318252,0.00000000,0.74144588,0.36162845
-5.72386193,1.10287581,0.12174509,0.00693263,0.69707608,0.00000000,0.70559393,0.34872513
-5.71785893,1.05552781,0.11087988,0.00667567,0.67374217,0.00000000,0.67070195,0.33800722
-5.71185593,1.01402139,0.10067607,0.00643972,0.65394901,0.00000000,0.63754386,0.32983775
-5.70585293,0.97933482,0.09117164,0.00623174,0.63840961,0.00000000,0.60685571,0.32455697
-5.69984992,0.95233938,0.08239986,0.00605800,0.62776330,0.00000000,0.57931729,0.32247314
-5.69384692,0.93377684,0.07438801,0.00592387,0.62255966,0.00000000,0.55553632,0.32385418
-5.68784392,0.92424122,0.06715661,0.00583369,0.62324546,0.00000000,0.53603585,0.32892045
-5.68184092,0.92416536,0.06071887,0.00579068,0.63015476,0.00000000,0.52124488,0.33783869
-5.67583792,0.93381266,0.05508056,0.00579683,0.64350271,0.00000000,0.51149277,0.35071753
-5.66983492,0.95327415,0.05024024,0.00585291,0.66338287,0.00000000,0.50700701,0.36760448
-5.66383192,0.98247080,0.04618981,0.00595843,0.68976828,0.00000000,0.50791469,0.38848451
-5.65782891,1.02116093,0.04291531,0.00611173,0.72251607,0.00000000,0.51424709,0.41328035
-5.65182591,1.06895230,0.04039798,0.00631002,0.76137539,0.00000000,0.52594723,0.44185433
-5.64582291,1.12531848,0.03861549,0.00654951,0.80599846,0.00000000,0.54287992,0.47401185
-5.63981991,1.18961870,0.03754324,0.00682557,0.85595413,0.00000000,0.56484387,0.50950629
-5.63381691,1.26112066,0.03715568,0.00713284,0.91074365,0.00000000,0.59158518,0.54804519
-5.62781391,1.33902512,0.03742767,0.00746546,0.96981790,0.00000000,0.62281179,0.58929762
-5.62181091,1.42249167,0.03833560,0.00781722,1.03259543,0.00000000,0.65820818,0.63290236
-5.61580790,1.51066440,0.03985854,0.00818177,1.09848075,0.00000000,0.69744966,0.67847665
-5.60980490,1.60269664,0.04197902,0.00855279,1.16688197,0.00000000,0.74021575,0.72562535
-5.60380190,1.69777359,0.04468363,0.00892419,1.23722710,0.00000000,0.78620198,0.77394985
-5.59779890,1.79513206,0.04796338,0.00929023,1.30897832,0.00000000,0.83512952,0.82305675
-5.59179590,1.89407629,0.05181361,0.00964571,1.38164364,0.00000000,0.88675226,0.87256572
-5.58579290,1.99398922,0.05623373,0.00998603,1.45478529,0.00000000,0.94086088,0.92211630
-5.57978989,2.09433866,0.06122644,0.01030732,1.52802450,0.00000000,0.99728367,0.97137343
-5.57378689,2.19467808,0.06679682,0.01060645,1.60104244,0.00000000,1.05588388,1.02003135
-5.56778389,2.29464199,0.07295094,0.01088110,1.67357729,0.00000000,1.11655379,1.06781585
-5.56178089,2.39393605,0.07969431,0.01112967,1.74541748,0.00000000,1.17920555,1.11448480
-5.55577789,2.49232269,0.08703012,0.01135132,1.81639166,0.00000000,1.24375928,1.15982695
-5.54977489,2.58960279,0.09495731,0.01154585,1.88635577,0.00000000,1.31012887,1.20365913
-5.54377189,2.68559469,0.10346865,0.01171363,1.95517811,0.00000000,1.37820642,1.24582220
-5.53776888,2.78011180,0.11254892,0.01185547,2.02272333,0.00000000,1.44784598,1.28617591
-5.53176588,2.87294013,0.12217319,0.01197252,2.08883622,0.00000000,1.51884771,1.32459329
-5.52576288,2.96381741,0.13230552,0.01206614,2.15332657,0.00000000,1.59094347,1.36095472
-5.51975988,3.05241511,0.14289799,0.01213778,2.21595605,0.00000000,1.66378482,1.39514247
-5.51375688,3.13832492,0.15389026,0.01218886,2.27642815,0.00000000,1.73693457,1.42703589
-5.50775388,3.22105071,0.16520978,0.01222069,2.33438197,0.00000000,1.80986245,1.45650790
-5.50175088,3.30000693,0.17677259,0.01223437,2.38939068,0.00000000,1.88194585,1.48342296
-5.49574787,3.37452392,0.18848481,0.01223076,2.44096483,0.00000000,1.95247584,1.50763682
-5.48974487,3.44386025,0.20024477,0.01221044,2.48856072,0.00000000,2.02066860,1.52899823
-5.48374187,3.50722178,0.21194579,0.01217369,2.53159367,0.00000000,2.08568210,1.54735253
-5.47773887,3.56378656,0.22347930,0.01212056,2.56945553,0.00000000,2.14663751,1.56254699
-5.47173587,3.61273446,0.23473849,0.01205088,2.60153566,0.00000000,2.20264437,1.57443755
-5.46573287,3.65327991,0.24562202,0.01196434,2.62724439,0.00000000,2.25282854,1.58289664
-5.45972986,3.68470598,0.25603769,0.01186056,2.64603752,0.00000000,2.29636145,1.58782147
-5.45372686,3.70639787,0.26590602,0.01173921,2.65744068,0.00000000,2.33248936,1.58914227
-5.44772386,3.71787363,0.27516322,0.01160006,2.66107189,0.00000000,2.36056087,1.58682979
-5.44172086,3.71881052,0.28376362,0.01144310,2.65666135,0.00000000,2.38005142,1.58090156
-5.43571786,3.70906502,0.29168129,0.01126860,2.64406686,0.00000000,2.39058331,1.57142636
-5.42971486,3.68868548,0.29891071,0.01107717,2.62328425,0.00000000,2.39194021,1.55852639
-5.42371186,3.65791620,0.30546636,0.01086980,2.59445200,0.00000000,2.38407539,1.54237703
-5.41770885,3.61719290,0.31138137,0.01064787,2.55784987,0.00000000,2.36711310,1.52320385
-5.41170585,3.56712944,0.31670508,0.01041313,2.51389143,0.00000000,2.34134327,1.50127709
-5.40570285,3.50849655,0.32149966,0.01016769,2.46311109,0.00000000,2.30720965,1.47690374
-5.39969985,3.44219381,0.32583603,0.00991390,2.40614622,0.00000000,2.26529234,1.45041763
-5.39369685,3.36921618,0.32978917,0.00965435,2.34371552,0.00000000,2.21628540,1.42216800
-5.38769385,3.29061708,0.33343310,0.00939169,2.27659467,0.00000000,2.16097119,1.39250725
-5.38169085,3.20747004,0.33683581,0.00912858,2.20559074,0.00000000,2.10019241,1.36177839
-5.37568784,3.12083072,0.34005441,0.00886754,2.13151659,0.00000000,2.03482373,1.33030306
-5.36968484,3.03170154,0.34313075,0.00861088,2.05516665,0.00000000,1.96574404,1.29837065
-5.36368184,2.94100048,0.34608781,0.00836056,1.97729507,0.00000000,1.89381088,1.26622909
-5.35767884,2.84953551,0.34892698,0.00811813,1.89859738,0.00000000,1.81983801,1.23407784
-5.35167584,2.75798582,0.35162654,0.00788469,1.81969610,0.00000000,1.74457706,1.20206349
-5.34567284,2.66689024,0.35414128,0.00766080,1.74113091,0.00000000,1.66870362,1.17027791
-5.33966983,2.57664338,0.35640346,0.00744650,1.66335337,0.00000000,1.59280827,1.13875926
-5.33366683,2.48749888,0.35832494,0.00724133,1.58672607,0.00000000,1.51739226,1.10749558
-5.32766383,2.39957948,0.35980053,0.00704436,1.51152587,0.00000000,1.44286767,1.07643072
-5.32166083,2.31289271,0.36071230,0.00685421,1.43795058,0.00000000,1.36956154,1.04547229
-5.31565783,2.22735116,0.36093468,0.00666923,1.36612840,0.00000000,1.29772313,1.01450112
-5.30965483,2.14279596,0.36034015,0.00648747,1.29612932,0.00000000,1.22753367,0.98338169
-5.30365183,2.05902194,0.35880519,0.00630692,1.22797772,0.00000000,1.15911773,0.95197311
-5.29764882,1.97580331,0.35621618,0.00612548,1.16166531,0.00000000,1.09255529,0.92013988
-5.29164582,1.89291821,0.35247507,0.00594121,1.09716375,0.00000000,1.02789394,0.88776222
-5.28564282,1.81017132,0.34750446,0.00575230,1.03443635,0.00000000,0.96516037,0.85474529
-5.27963982,1.72741331,0.34125181,0.00555724,0.97344835,0.00000000,0.90437077,0.82102701
-5.27363682,1.64455662,0.33369279,0.00535489,0.91417547,0.00000000,0.84553970,0.78658420
-5.26763382,1.56158692,0.32483339,0.00514448,0.85661055,0.00000000,0.78868714,0.75143692
