energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.35167584,2.33435348,0.66584321,0.36026681,0.00027027,0.27427736,0.00628428,1.32142442,0.53663106,0.28222120
-5.34567284,2.43869160,0.69327374,0.37554722,0.00026512,0.29096809,0.00659694,1.37607481,0.56378627,0.29529524
-5.33966983,2.54337090,0.72036004,0.39116959,0.00026123,0.30845958,0.00690751,1.42995737,0.59215686,0.30833792
-5.33366683,2.64750837,0.74667189,0.40699905,0.00025850,0.32681300,0.00721361,1.48232037,0.62174844,0.32130327
-5.32766383,2.75026806,0.77179837,0.42290658,0.00025685,0.34608321,0.00751277,1.53245238,0.65257175,0.33414964
-5.32166083,2.85087890,0.79535906,0.43877189,0.00025621,0.36631491,0.00780247,1.57970143,0.68463929,0.34683975
-5.31565783,2.94864947,0.81701430,0.45448595,0.00025655,0.38753862,0.00808020,1.62349219,0.71796073,0.35934062
-5.30965483,3.04297956,0.83647400,0.46995310,0.00025781,0.40976673,0.00834348,1.66334068,0.75253716,0.37162337
-5.30365183,3.13336813,0.85350476,0.48509278,0.00025999,0.43298978,0.00858993,1.69886614,0.78835440,0.38366281
-5.29764882,3.21941760,0.86793521,0.49984075,0.00026306,0.45717313,0.00881728,1.72979968,0.82537579,0.39543706
-5.29164582,3.30083466,0.87965924,0.51414990,0.00026701,0.48225424,0.00902348,1.75598943,0.86353464,0.40692700
-5.28564282,3.37742764,0.88863709,0.52799060,0.00027183,0.50814066,0.00920669,1.77740211,0.90272699,0.41811586
-5.27963982,3.44910078,0.89489443,0.54135047,0.00027751,0.53470901,0.00936535,1.79412097,0.94280513,0.42898875
-5.27363682,3.51584594,0.89851921,0.55423386,0.00028403,0.56180495,0.00949825,1.80634016,0.98357225,0.43953228
-5.26763382,3.57773224,0.89965674,0.56666066,0.00029137,0.58924444,0.00960449,1.81435583,1.02477902,0.44973432
-5.26163082,3.63489408,0.89850300,0.57866481,0.00029948,0.61681618,0.00968357,1.81855414,1.06612226,0.45958384
-5.25562781,3.68751850,0.89529659,0.59029226,0.00030833,0.64428536,0.00973537,1.81939681,1.10724639,0.46907087
-5.24962481,3.73583214,0.89030954,0.60159859,0.00031785,0.67139875,0.00976021,1.81740449,1.14774768,0.47818665
-5.24362181,3.78008883,0.88383756,0.61264622,0.00032798,0.69789087,0.00975877,1.81313884,1.18718160,0.48692380
-5.23761881,3.82055802,0.87618984,0.62350137,0.00033863,0.72349129,0.00973221,1.80718362,1.22507325,0.49527673
-5.23161581,3.85751481,0.86767908,0.63423075,0.00034973,0.74793263,0.00968206,1.80012582,1.26093053,0.50324202
-5.22561281,3.89123180,0.85861193,0.64489822,0.00036116,0.77095929,0.00961029,1.79253722,1.29425979,0.51081888
-5.21960980,3.92197307,0.84928038,0.65556136,0.00037284,0.79233620,0.00951929,1.78495726,1.32458334,0.51800970
-5.21360680,3.94999046,0.83995417,0.66626827,0.00038467,0.81185762,0.00941183,1.77787764,1.35145806,0.52482054
-5.20760380,3.97552198,0.83087468,0.67705460,0.00039655,0.82935534,0.00929113,1.77172936,1.37449433,0.53126155
-5.20160080,3.99879231,0.82225036,0.68794104,0.00040839,0.84470600,0.00916077,1.76687246,1.39337430,0.53734733
-5.19559780,4.02001510,0.81425380,0.69893138,0.00042011,0.85783719,0.00902473,1.76358889,1.40786859,0.54309723
-5.18959480,4.03939657,0.80702042,0.71001124,0.00043164,0.86873195,0.00888737,1.76207858,1.41785045,0.54853543
-5.18359180,4.05714003,0.80064879,0.72114761,0.00044291,0.87743142,0.00875338,1.76245879,1.42330661,0.55369082
-5.17758879,4.07345076,0.79520240,0.73228927,0.00045389,0.88403546,0.00862777,1.76476665,1.42434410,0.55859685
-5.17158579,4.08854065,0.79071259,0.74336803,0.00046454,0.88870105,0.00851579,1.76896448,1.42119257,0.56329094
-5.16558279,4.10263214,0.78718249,0.75430090,0.00047486,0.89163863,0.00842293,1.77494769,1.41420174,0.56781387
-5.15957979,4.11596089,0.78459170,0.76499298,0.00048482,0.89310623,0.00835477,1.78255454,1.40383410,0.57220879
-5.15357679,4.12877681,0.78290127,0.77534108,0.00049446,0.89340181,0.00831693,1.79157745,1.39065298,0.57652014
-5.14757379,4.14134314,0.78205881,0.78523778,0.00050379,0.89285393,0.00831497,1.80177492,1.37530642,0.58079229
-5.14157079,4.15393343,0.78200341,0.79457588,0.00051284,0.89181118,0.00835423,1.81288369,1.35850765,0.58506802
-5.13556778,4.16682627,0.78267005,0.80325289,0.00052164,0.89063079,0.00843975,1.82463042,1.34101288,0.58938686
-5.12956478,4.18029820,0.78399340,0.81117534,0.00053025,0.88966690,0.00857615,1.83674229,1.32359753,0.59378339
-5.12356178,4.19461469,0.78591085,0.81826289,0.00053870,0.88925897,0.00876746,1.84895618,1.30703186,0.59828547
-5.11755878,4.21002009,0.78836456,0.82445163,0.00054704,0.88972076,0.00901700,1.86102604,1.29205710,0.60291257
-5.11155578,4.22672671,0.79130272,0.82969688,0.00055529,0.89133049,0.00932736,1.87272820,1.27936312,0.60767425
-5.10555278,4.24490400,0.79467987,0.83397491,0.00056349,0.89432246,0.00970020,1.88386468,1.26956859,0.61256886
-5.09954977,4.26466841,0.79845647,0.83728382,0.00057166,0.89888051,0.01013627,1.89426449,1.26320432,0.61758260
-5.09354677,4.28607466,0.80259790,0.83964339,0.00057981,0.90513357,0.01063535,1.90378310,1.26070043,0.62268902
-5.08754377,4.30910912,0.80707289,0.84109389,0.00058794,0.91315355,0.01119625,1.91230054,1.26237779,0.62784905
-5.08154077,4.33368593,0.81185180,0.84169411,0.00059604,0.92295542,0.01181682,1.91971828,1.26844368,0.63301154
-5.07553777,4.35964616,0.81690469,0.84151853,0.00060408,0.93449962,0.01249406,1.92595551,1.27899184,0.63811449
-5.06953477,4.38676041,0.82219959,0.84065384,0.00061204,0.94769653,0.01322414,1.93094513,1.29400643,0.64308686
-5.06353177,4.41473469,0.82770087,0.83919504,0.00061987,0.96241280,0.01400256,1.93462978,1.31336968,0.64785099
-5.05752876,4.44321962,0.83336801,0.83724125,0.00062751,0.97847909,0.01482428,1.93695837,1.33687233,0.65232549
-5.05152576,4.47182229,0.83915473,0.83489142,0.00063491,0.99569901,0.01568382,1.93788325,1.36422648,0.65642859
-5.04552276,4.50012040,0.84500855,0.83224003,0.00064200,1.01385866,0.01657547,1.93735813,1.39507992,0.66008177
-5.03951976,4.52767774,0.85087069,0.82937317,0.00064874,1.03273639,0.01749339,1.93533689,1.42903125,0.66321347
-5.03351676,4.55406030,0.85667637,0.82636488,0.00065505,1.05211235,0.01843175,1.93177314,1.46564515,0.66576275
-5.02751376,4.57885205,0.86235533,0.82327397,0.00066089,1.07177739,0.01938488,1.92662050,1.50446709,0.66768269
-5.02151076,4.60166959,0.86783249,0.82014148,0.00066623,1.09154098,0.02034736,1.91983332,1.54503705,0.66894335
-5.01550775,4.62217494,0.87302879,0.81698876,0.00067103,1.11123788,0.02131412,1.91136781,1.58690184,0.66953416
-5.00950475,4.64008584,0.87786196,0.81381625,0.00067528,1.13073333,0.02228043,1.90118318,1.62962576,0.66946549
-5.00350175,4.65518324,0.88224730,0.81060305,0.00067900,1.14992665,0.02324202,1.88924292,1.67279961,0.66876948
-4.99749875,4.66731582,0.88609835,0.80730723,0.00068223,1.16875328,0.02419501,1.87551582,1.71604786,0.66749994
-4.99149575,4.67640153,0.88932760,0.80386695,0.00068503,1.18718519,0.02513594,1.85997693,1.75903428,0.66573137
-4.98549275,4.68242650,0.89184709,0.80020241,0.00068747,1.20522993,0.02606167,1.84260831,1.80146605,0.66355716
-4.97948974,4.68544168,0.89356914,0.79621850,0.00068966,1.22292830,0.02696937,1.82339975,1.84309665,0.66108699
-4.97348674,4.68555775,0.89440717,0.79180823,0.00069174,1.24035102,0.02785643,1.80234955,1.88372757,0.65844367
-4.96748374,4.68293882,0.89427675,0.78685679,0.00069386,1.25759449,0.02872037,1.77946539,1.92320918,0.65575942
-4.96148074,4.67779554,0.89309695,0.78124617,0.00069619,1.27477580,0.02955877,1.75476567,1.96144061,0.65317190
-4.95547774,4.67037799,0.89079196,0.77486018,0.00069890,1.29202733,0.03036916,1.72828108,1.99836883,0.65082006
-4.94947474,4.66096866,0.88729313,0.76758974,0.00070217,1.30949087,0.03114898,1.70005674,2.03398672,0.64883993
-4.94347174,4.64987579,0.88254133,0.75933818,0.00070620,1.32731155,0.03189548,1.67015476,2.06833008,0.64736069
-4.93746873,4.63742689,0.87648952,0.75002647,0.00071114,1.34563155,0.03260568,1.63865713,2.10147336,0.64650084
-4.93146573,4.62396247,0.86910552,0.73959795,0.00071716,1.36458366,0.03327634,1.60566880,2.13352377,0.64636482
-4.92546273,4.60982956,0.86037475,0.72802252,0.00072438,1.38428477,0.03390391,1.57132069,2.16461392,0.64703994
-4.91945973,4.59537477,0.85030289,0.71529993,0.00073291,1.40482926,0.03448456,1.53577235,2.19489246,0.64859382
-4.91345673,4.58093655,0.83891801,0.70146213,0.00074279,1.42628240,0.03501418,1.49921403,2.22451310,0.65107222
-4.90745373,4.56683639,0.82627239,0.68657436,0.00075404,1.44867388,0.03548845,1.46186772,2.25362189,0.65449731
-4.90145073,4.55336884,0.81244340,0.67073501,0.00076663,1.47199159,0.03590288,1.42398703,2.28234323,0.65886639
-4.89544772,4.54079041,0.79753370,0.65407423,0.00078046,1.49617591,0.03625293,1.38585559,2.31076511,0.66415109
-4.88944472,4.52930772,0.78167039,0.63675118,0.00079538,1.52111468,0.03653411,1.34778394,2.33892411,0.67029696
-4.88344172,4.51906526,0.76500323,0.61895020,0.00081121,1.54663937,0.03674213,1.31010479,2.36679121,0.67722357
-4.87743872,4.51013352,0.74770187,0.60087586,0.00082768,1.57252259,0.03687301,1.27316682,2.39425917,0.68482512
-4.87143572,4.50249848,0.72995217,0.58274734,0.00084450,1.59847747,0.03692333,1.23732712,2.42113249,0.69297160
-4.86543272,4.49605313,0.71195176,0.56479210,0.00086136,1.62415917,0.03689030,1.20294264,2.44712092,0.70151054
-4.85942971,4.49059224,0.69390503,0.54723934,0.00087789,1.64916890,0.03677200,1.17036087,2.47183735,0.71026949
-4.85342671,4.48581099,0.67601772,0.53031345,0.00089371,1.67306043,0.03656752,1.13991030,2.49480077,0.71905908
-4.84742371,4.48130823,0.65849136,0.51422759,0.00090846,1.69534944,0.03627712,1.11189098,2.51544455,0.72767686
-4.84142071,4.47659479,0.64151774,0.49917785,0.00092176,1.71552541,0.03590234,1.08656558,2.53313035,0.73591176
-4.83541771,4.47110670,0.62527381,0.48533807,0.00093327,1.73306584,0.03544608,1.06415141,2.54716722,0.74354916
-4.82941471,4.46422320,0.60991690,0.47285541,0.00094265,1.74745238,0.03491267,1.04481365,2.55683537,0.75037643
-4.82341171,4.45528869,0.59558073,0.46184695,0.00094965,1.75818833,0.03430786,1.02866006,2.56141362,0.75618881
-4.81740870,4.44363776,0.58237217,0.45239720,0.00095402,1.76481663,0.03363875,1.01573731,2.56020930,0.76079530
-4.81140570,4.42862178,0.57036887,0.44455666,0.00095560,1.76693767,0.03291372,1.00602901,2.55258909,0.76402456
-4.80540270,4.40963573,0.55961778,0.43834127,0.00095429,1.76422595,0.03214218,0.99945550,2.53800920,0.76573028
-4.79939970,4.38614369,0.55013458,0.43373282,0.00095004,1.75644469,0.03133446,0.99587520,2.51604326,0.76579600
-4.79339670,4.35770139,0.54190403,0.43068005,0.00094287,1.74345763,0.03050145,0.99508748,2.48640631,0.76413891
-4.78739370,4.32397460,0.53488111,0.42910059,0.00093285,1.72523740,0.02965435,0.99683692,2.44897347,0.76071270
-4.78139070,4.28475218,0.52899285,0.42888336,0.00092013,1.70186972,0.02880432,1.00081862,2.40379229,0.75550895
-4.77538769,4.23995318,0.52414087,0.42989151,0.00090486,1.67355340,0.02796214,1.00668460,2.35108789,0.74855735
-4.76938469,4.18962766,0.52020451,0.43196580,0.00088728,1.64059587,0.02713788,1.01405084,2.29126061,0.73992435
-4.76338169,4.13395138,0.51704432,0.43492828,0.00086761,1.60340456,0.02634060,1.02250505,2.22487629,0.72971065
-4.75737869,4.07321498,0.51450605,0.43858620,0.00084610,1.56247452,0.02557807,1.03161485,2.15264961,0.71804737
-4.75137569,4.00780854,0.51242485,0.44273623,0.00082302,1.51837282,0.02485653,1.04093629,2.07542145,0.70509133
-4.74537269,3.93820282,0.51062972,0.44716881,0.00079861,1.47172071,0.02418058,1.05002261,1.99413156,0.69101960
-4.73936968,3.86492859,0.50894809,0.45167265,0.00077311,1.42317437,0.02355303,1.05843307,1.90978777,0.67602354
-4.73336668,3.78855550,0.50721043,0.45603928,0.00074674,1.37340515,0.02297499,1.06574179,1.82343370,0.66030286
-4.72736368,3.70967207,0.50525479,0.46006773,0.00071970,1.32308043,0.02244590,1.07154647,1.73611624,0.64405978
-4.72136068,3.62886791,0.50293123,0.46356905,0.00069215,1.27284588,0.02196369,1.07547679,1.64885466,0.62749372
-4.71535768,3.54671935,0.50010592,0.46637083,0.00066425,1.22330994,0.02152502,1.07720239,1.56261259,0.61079670
-4.70935468,3.46377904,0.49666494,0.46832142,0.00063609,1.17503102,0.02112558,1.07644019,1.47827406,0.59414962
-4.70335168,3.38056998,0.49251750,0.46929378,0.00060778,1.12850798,0.02076040,1.07296096,1.39662456,0.57771954
-4.69734867,3.29758379,0.48759861,0.46918898,0.00057938,1.08417389,0.02042420,1.06659481,1.31833749,0.56165801
-4.69134567,3.21528278,0.48187098,0.46793894,0.00055097,1.04239314,0.02011175,1.05723546,1.24396633,0.54610036
-4.68534267,3.13410519,0.47532609,0.46550857,0.00052259,1.00346160,0.01981818,1.04484311,1.17394238,0.53116591
-4.67933967,3.05447251,0.46798444,0.46189703,0.00049430,0.96760942,0.01953928,1.02944583,1.10857746,0.51695880
-4.67333667,2.97679781,0.45989479,0.45713807,0.00046614,0.93500600,0.01927173,1.01113915,1.04807120,0.50356940
-4.66733367,2.90149378,0.45113247,0.45129936,0.00043817,0.90576635,0.01901327,0.99008413,0.99252178,0.49107597
-4.66133067,2.82897953,0.44179685,0.44448090,0.00041047,0.87995838,0.01876278,0.96650353,0.94193928,0.47954637
-4.65532766,2.75968494,0.43200783,0.43681237,0.00038311,0.85761026,0.01852028,0.94067648,0.89626063,0.46903956
-4.64932466,2.69405198,0.42190177,0.42844952,0.00035618,0.83871742,0.01828685,0.91293160,0.85536506,0.45960682
-4.64332166,2.63253227,0.41162670,0.41956985,0.00032977,0.82324866,0.01806447,0.88363878,0.81908929,0.45129237
