energy_ev,total_up,Al_p_up,Al_d_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up
-6.00000000,2.41550087,0.11478088,0.00000000,0.74671665,1.26568239,0.04112061,0.82722187
-5.99399700,2.51236681,0.11990685,0.00000000,0.78269033,1.31221753,0.04134043,0.85342639
-5.98799400,2.61287950,0.12505950,0.00000000,0.81966317,1.36077473,0.04142798,0.88042686
-5.98199100,2.71624657,0.13018385,0.00000000,0.85725288,1.41098317,0.04139523,0.90796361
-5.97598799,2.82161413,0.13522127,0.00000000,0.89505781,1.46243549,0.04125788,0.93577403
-5.96998499,2.92806931,0.14011033,0.00000000,0.93266106,1.51468811,0.04103465,0.96359356
-5.96398199,3.03464407,0.14478786,0.00000000,0.96963491,1.56726231,0.04074650,0.99115645
-5.95797899,3.14032042,0.14919014,0.00000000,1.00554569,1.61964631,0.04041578,1.01819646
-5.95197599,3.24403728,0.15325411,0.00000000,1.03995892,1.67129854,0.04006531,1.04444749
-5.94597299,3.34469911,0.15691872,0.00000000,1.07244486,1.72165205,0.03971750,1.06964421
-5.93996998,3.44118640,0.16012623,0.00000000,1.10258427,1.77012013,0.03939339,1.09352304
-5.93396698,3.53236796,0.16282353,0.00000000,1.12997446,1.81610323,0.03911191,1.11582316
-5.92796398,3.61711507,0.16496338,0.00000000,1.15423536,1.85899699,0.03888911,1.13628805
-5.92196098,3.69431727,0.16650552,0.00000000,1.17501574,1.89820134,0.03873761,1.15466736
-5.91595798,3.76289959,0.16741769,0.00000000,1.19199929,1.93313055,0.03866615,1.17071922
-5.90995498,3.82184106,0.16767642,0.00000000,1.20491057,1.96322395,0.03867934,1.18421308
-5.90395198,3.87019397,0.16726766,0.00000000,1.21352054,1.98795712,0.03877761,1.19493304
-5.89794897,3.90710367,0.16618716,0.00000000,1.21765178,2.00685334,0.03895727,1.20268159
-5.89194597,3.93182828,0.16444060,0.00000000,1.21718297,2.01949489,0.03921084,1.20728375
-5.88594297,3.94375779,0.16204359,0.00000000,1.21205274,2.02553388,0.03952752,1.20859151
-5.87993997,3.94243208,0.15902129,0.00000000,1.20226260,2.02470245,0.03989371,1.20648840
-5.87393697,3.92755709,0.15540793,0.00000000,1.18787887,2.01682169,0.04029381,1.20089398
-5.86793397,3.89901868,0.15124605,0.00000000,1.16903349,2.00180918,0.04071095,1.19176820
-5.86193097,3.85689332,0.14658565,0.00000000,1.14592363,1.97968479,0.04112787,1.17911525
-5.85592796,3.80145541,0.14148311,0.00000000,1.11880999,1.95057433,0.04152778,1.16298675
-5.84992496,3.73318034,0.13600001,0.00000000,1.08801376,1.91471098,0.04189518,1.14348415
-5.84392196,3.65274313,0.13020191,0.00000000,1.05391229,1.87243419,0.04221660,1.12075996
-5.83791896,3.56101229,0.12415703,0.00000000,1.01693345,1.82418600,0.04248132,1.09501779
-5.83191596,3.45903876,0.11793492,0.00000000,0.97754870,1.77050479,0.04268187,1.06651098
-5.82591296,3.34804001,0.11160512,0.00000000,0.93626518,1.71201645,0.04281438,1.03553983
-5.81990995,3.22937938,0.10523594,0.00000000,0.89361677,1.64942316,0.04287886,1.00244727
-5.81390695,3.10454132,0.09889319,0.00000000,0.85015448,1.58349008,0.04287911,0.96761316
-5.80790395,2.97510276,0.09263911,0.00000000,0.80643629,1.51503015,0.04282266,0.93144723
-5.80190095,2.84270164,0.08653132,0.00000000,0.76301678,1.44488757,0.04272030,0.89438086
-5.79589795,2.70900332,0.08062202,0.00000000,0.72043679,1.37392031,0.04258567,0.85685800
-5.78989495,2.57566583,0.07495724,0.00000000,0.67921333,1.30298222,0.04243450,0.81932539
-5.78389195,2.44430512,0.06957629,0.00000000,0.63983008,1.23290523,0.04228388,0.78222251
-5.77788894,2.31646124,0.06451145,0.00000000,0.60272875,1.16448224,0.04215141,0.74597155
-5.77188594,2.19356653,0.05978770,0.00000000,0.56830137,1.09845115,0.04205431,0.71096782
-5.76588294,2.07691697,0.05542283,0.00000000,0.53688388,1.03548060,0.04200850,0.67757085
-5.75987994,1.96764723,0.05142750,0.00000000,0.50875106,0.97615771,0.04202784,0.64609660
-5.75387694,1.86671052,0.04780570,0.00000000,0.48411293,0.92097831,0.04212333,0.61681106
-5.74787394,1.77486358,0.04455519,0.00000000,0.46311271,0.87033983,0.04230258,0.58992538
-5.74187094,1.69265731,0.04166816,0.00000000,0.44582628,0.82453697,0.04256929,0.56559281
-5.73586793,1.62043318,0.03913206,0.00000000,0.43226322,0.78376037,0.04292305,0.54390750
-5.72986493,1.55832546,0.03693038,0.00000000,0.42236930,0.74809809,0.04335932,0.52490518
-5.72386193,1.50626896,0.03504368,0.00000000,0.41603031,0.71753976,0.04386950,0.50856569
-5.71785893,1.46401208,0.03345046,0.00000000,0.41307716,0.69198335,0.04444140,0.49481720
-5.71185593,1.43113435,0.03212823,0.00000000,0.41329205,0.67124401,0.04505976,0.48354192
-5.70585293,1.40706800,0.03105438,0.00000000,0.41641557,0.65506481,0.04570695,0.47458320
-5.69984992,1.39112264,0.03020711,0.00000000,0.42215453,0.64312886,0.04636391,0.46775340
-5.69384692,1.38251206,0.02956622,0.00000000,0.43019029,0.63507240,0.04701106,0.46284255
-5.68784392,1.38038251,0.02911377,0.00000000,0.44018742,0.63049841,0.04762938,0.45962726
-5.68184092,1.38384111,0.02883464,0.00000000,0.45180244,0.62899018,0.04820139,0.45787949
-5.67583792,1.39198378,0.02871690,0.00000000,0.46469245,0.63012458,0.04871219,0.45737500
-5.66983492,1.40392165,0.02875204,0.00000000,0.47852333,0.63348436,0.04915034,0.45790100
-5.66383192,1.41880512,0.02893503,0.00000000,0.49297741,0.63866939,0.04950867,0.45926282
-5.65782891,1.43584490,0.02926416,0.00000000,0.50776034,0.64530628,0.04978484,0.46128934
-5.65182591,1.45432946,0.02974076,0.00000000,0.52260687,0.65305622,0.04998178,0.46383696
-5.64582291,1.47363830,0.03036876,0.00000000,0.53728557,0.66162095,0.05010784,0.46679206
-5.63981991,1.49325092,0.03115413,0.00000000,0.55160207,0.67074654,0.05017673,0.47007182
-5.63381691,1.51275115,0.03210415,0.00000000,0.56540093,0.68022511,0.05020716,0.47362355
-5.62781391,1.53182699,0.03322664,0.00000000,0.57856602,0.68989451,0.05022231,0.47742243
-5.62181091,1.55026611,0.03452916,0.00000000,0.59101927,0.69963592,0.05024899,0.48146792
-5.61580790,1.56794729,0.03601814,0.00000000,0.60271802,0.70936982,0.05031668,0.48577908
-5.60980490,1.58482840,0.03769804,0.00000000,0.61365097,0.71905035,0.05045631,0.49038883
-5.60380190,1.60093149,0.03957059,0.00000000,0.62383294,0.72865845,0.05069900,0.49533776
-5.59779890,1.61632572,0.04163402,0.00000000,0.63329867,0.73819414,0.05107467,0.50066742
-5.59179590,1.63110905,0.04388251,0.00000000,0.64209595,0.74766835,0.05161065,0.50641375
-5.58579290,1.64538948,0.04630574,0.00000000,0.65027841,0.75709461,0.05233038,0.51260075
-5.57978989,1.65926684,0.04888855,0.00000000,0.65789834,0.76648109,0.05325209,0.51923483
-5.57378689,1.67281603,0.05161085,0.00000000,0.66499991,0.77582343,0.05438780,0.52629999
-5.56778389,1.68607244,0.05444772,0.00000000,0.67161314,0.78509853,0.05574235,0.53375430
