energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-6.00000000,4.47576084,0.79676771,3.13883432,0.00362229,0.23112417,0.01293246,0.59438658,0.80251860,0.10296074
-5.99399700,4.47990568,0.79109960,3.14672126,0.00358107,0.23310320,0.01225365,0.59364260,0.81356769,0.10222907
-5.98799400,4.48462089,0.78610795,3.15372871,0.00358743,0.23523013,0.01161434,0.59326776,0.82494729,0.10164962
-5.98199100,4.48914425,0.78160494,3.15933710,0.00364053,0.23743894,0.01101299,0.59321454,0.83639834,0.10119557
-5.97598799,4.49277064,0.77742996,3.16305385,0.00373922,0.23965788,0.01044882,0.59345365,0.84769956,0.10084413
-5.96998499,4.49487961,0.77345471,3.16443466,0.00388215,0.24181167,0.00992186,0.59397521,0.85867305,0.10057719
-5.96398199,4.49496039,0.76958684,3.16310384,0.00406776,0.24382388,0.00943295,0.59478926,0.86918799,0.10038162
-5.95797899,4.49263306,0.76577197,3.15877259,0.00429431,0.24561936,0.00898371,0.59592545,0.87916242,0.10024950
-5.95197599,4.48766480,0.76199415,3.15125418,0.00455983,0.24712677,0.00857648,0.59743199,0.88856314,0.10017804
-5.94597299,4.47998023,0.75827471,3.14047504,0.00486220,0.24828092,0.00821419,0.59937376,0.89740367,0.10016927
-5.93996998,4.46966481,0.75466953,3.12648089,0.00519906,0.24902493,0.00790023,0.60182971,0.90574038,0.10022965
-5.93396698,4.45696084,0.75126505,3.10943724,0.00556785,0.24931224,0.00763835,0.60488937,0.91366705,0.10036931
-5.92796398,4.44225561,0.74817289,3.08962388,0.00596573,0.24910808,0.00743240,0.60864874,0.92130787,0.10060130
-5.92196098,4.42606176,0.74552366,3.06742318,0.00638960,0.24839065,0.00728621,0.61320547,0.92880930,0.10094054
-5.91595798,4.40899044,0.74345986,3.04330274,0.00683607,0.24715182,0.00720336,0.61865351,0.93633084,0.10140278
-5.90995498,4.39171801,0.74212830,3.01779267,0.00730137,0.24539724,0.00718696,0.62507736,0.94403526,0.10200338
-5.90395198,4.37494767,0.74167235,2.99145886,0.00778140,0.24314604,0.00723946,0.63254604,0.95207833,0.10275613
-5.89794897,4.35936771,0.74222418,2.96487313,0.00827168,0.24042993,0.00736245,0.64110709,0.96059866,0.10367201
-5.89194597,4.34560817,0.74389725,2.93858214,0.00876731,0.23729194,0.00755646,0.65078075,0.96970780,0.10475800
-5.88594297,4.33419837,0.74677948,2.91307638,0.00926304,0.23378464,0.00782079,0.66155460,0.97948104,0.10601606
-5.87993997,4.32552714,0.75092713,2.88876115,0.00975324,0.22996808,0.00815338,0.67337904,0.98994939,0.10744216
-5.87393697,4.31980841,0.75635971,2.86593109,0.01023194,0.22590748,0.00855072,0.68616372,1.00109286,0.10902558
-5.86793397,4.31705377,0.76305609,2.84474976,0.01069294,0.22167074,0.00900777,0.69977535,1.01283570,0.11074842
-5.86193097,4.31705413,0.77095200,2.82523560,0.01112983,0.21732593,0.00951796,0.71403705,1.02504357,0.11258536
-5.85592796,4.31937159,0.77993890,2.80725506,0.01153615,0.21293881,0.01007327,0.72872944,1.03752316,0.11450384
-5.84992496,4.32334254,0.78986444,2.79052366,0.01190550,0.20857055,0.01066427,0.74359362,1.05002430,0.11646440
-5.84392196,4.32809228,0.80053448,2.77461495,0.01223167,0.20427566,0.01128036,0.75833607,1.06224461,0.11842155
-5.83791896,4.33256087,0.81171656,2.75897719,0.01250884,0.20010030,0.01190996,0.77263539,1.07383675,0.12032478
