energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,0.90857107,-0.90420941,0.18567813,-0.18425682,0.13582509,-0.13382684,0.00057622,-0.00056615,0.07603808,-0.07646763,0.31820088,-0.31780356,0.13496936,-0.13465413,0.47045176,-0.46762048,0.00000000,-0.00000000
-5.99399700,0.94390323,-0.93965151,0.19713010,-0.19556769,0.14088672,-0.13887339,0.00062788,-0.00061339,0.08021208,-0.08066810,0.33934696,-0.33883024,0.13940659,-0.13912199,0.48895309,-0.48612291,0.00000000,-0.00000000
-5.98799400,0.98173512,-0.97751648,0.21000447,-0.20828609,0.14621622,-0.14417431,0.00069501,-0.00067631,0.08448592,-0.08496167,0.36193493,-0.36126761,0.14442612,-0.14416008,0.50908758,-0.50621829,0.00000000,-0.00000000
-5.98199100,1.02188758,-1.01761420,0.22421654,-0.22232786,0.15184219,-0.14975605,0.00077702,-0.00075436,0.08881583,-0.08930382,0.38579294,-0.38494358,0.15000160,-0.14974043,0.53077688,-0.52782337,0.00000000,-0.00000000
-5.97598799,1.06421007,-1.05978798,0.23967620,-0.23760444,0.15779754,-0.15565015,0.00087332,-0.00084695,0.09316012,-0.09365240,0.41074599,-0.40968460,0.15611139,-0.15584050,0.55395435,-0.55086917,0.00000000,-0.00000000
-5.96998499,1.10856917,-1.10390356,0.25628562,-0.25402064,0.16411616,-0.16189008,0.00098321,-0.00095339,0.09747961,-0.09796821,0.43661576,-0.43531553,0.16273646,-0.16244114,0.57855789,-0.57529403,0.00000000,-0.00000000
-5.96398199,1.15483481,-1.14983568,0.27393670,-0.27147201,0.17082931,-0.16850767,0.00110587,-0.00107291,0.10173793,-0.10221526,0.46321987,-0.46165900,0.16985798,-0.16952426,0.60452162,-0.60103552,0.00000000,-0.00000000
-5.95797899,1.20286545,-1.19745322,0.29250854,-0.28984230,0.17796177,-0.17552926,0.00124034,-0.00120458,0.10590165,-0.10636092,0.49037078,-0.48853424,0.17745463,-0.17707013,0.63176720,-0.62802163,0.00000000,-0.00000000
-5.95197599,1.25249299,-1.24660388,0.31186511,-0.30900100,0.18552813,-0.18297200,0.00138550,-0.00134732,0.10994023,-0.11037583,0.51787452,-0.51575564,0.18549998,-0.18505468,0.66019522,-0.65616201,0.00000000,-0.00000000
-5.94597299,1.30350879,-1.29709942,0.33185348,-0.32880133,0.19352940,-0.19084031,0.00154003,-0.00149985,0.11382585,-0.11423375,0.54552929,-0.54313112,0.19395996,-0.19344690,0.68967736,-0.68533975,0.00000000,-0.00000000
