energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.90395198,0.83649957,-0.83649957,0.01454188,-0.01454188,0.09750970,-0.09750970,0.15137272,-0.15137272,0.22365155,-0.22365155,0.11972589,-0.11972589,0.22508971,-0.22508971,0.34133223,-0.34133223,0.00000000,-0.00000000
-5.89794897,0.82832122,-0.82832122,0.01422669,-0.01422669,0.10346575,-0.10346575,0.14445756,-0.14445756,0.23143219,-0.23143219,0.11434464,-0.11434464,0.21874032,-0.21874032,0.32810696,-0.32810696,0.00000000,-0.00000000
-5.89194597,0.82423815,-0.82423814,0.01392125,-0.01392125,0.10936202,-0.10936201,0.13884322,-0.13884322,0.23945544,-0.23945543,0.11002138,-0.11002138,0.21361301,-0.21361301,0.31744762,-0.31744762,0.00000000,-0.00000000
-5.88594297,0.82414338,-0.82414338,0.01363357,-0.01363357,0.11515392,-0.11515392,0.13452366,-0.13452366,0.24760814,-0.24760814,0.10675340,-0.10675340,0.20975058,-0.20975058,0.30933616,-0.30933616,0.00000000,-0.00000000
-5.87993997,0.82788654,-0.82788654,0.01337014,-0.01337014,0.12081167,-0.12081167,0.13149212,-0.13149212,0.25579373,-0.25579373,0.10452429,-0.10452429,0.20716227,-0.20716227,0.30370995,-0.30370995,0.00000000,-0.00000000
-5.87393697,0.83528642,-0.83528642,0.01313575,-0.01313575,0.12632329,-0.12632329,0.12974249,-0.12974249,0.26393902,-0.26393902,0.10330468,-0.10330468,0.20582414,-0.20582414,0.30046494,-0.30046494,0.00000000,-0.00000000
-5.86793397,0.84614498,-0.84614498,0.01293332,-0.01293332,0.13169722,-0.13169722,0.12927075,-0.12927075,0.27200047,-0.27200047,0.10305337,-0.10305337,0.20568081,-0.20568081,0.29946044,-0.29946044,0.00000000,-0.00000000
-5.86193097,0.86026199,-0.86026199,0.01276392,-0.01276392,0.13696437,-0.13696437,0.13007630,-0.13007630,0.27996945,-0.27996945,0.10371885,-0.10371885,0.20664836,-0.20664836,0.30052499,-0.30052499,0.00000000,-0.00000000
-5.85592796,0.87744975,-0.87744975,0.01262674,-0.01262674,0.14217927,-0.14217927,0.13216312,-0.13216312,0.28787618,-0.28787618,0.10524112,-0.10524112,0.20861838,-0.20861838,0.30346345,-0.30346345,0.00000000,-0.00000000
-5.84992496,0.89754689,-0.89754689,0.01251926,-0.01251926,0.14742043,-0.14742043,0.13554052,-0.13554052,0.29579216,-0.29579216,0.10755379,-0.10755379,0.21146300,-0.21146300,0.30806482,-0.30806482,0.00000000,-0.00000000
-5.84392196,0.92043062,-0.92043062,0.01243738,-0.01243738,0.15278958,-0.15278958,0.14022354,-0.14022354,0.30383071,-0.30383071,0.11058632,-0.11058632,0.21504056,-0.21504056,0.31411060,-0.31411060,0.00000000,-0.00000000
-5.83791896,0.94602659,-0.94602659,0.01237570,-0.01237570,0.15840978,-0.15840978,0.14623284,-0.14623284,0.31214564,-0.31214564,0.11426624,-0.11426624,0.21920189,-0.21920189,0.32138330,-0.32138330,0.00000000,-0.00000000
-5.83191596,0.97431574,-0.97431574,0.01232782,-0.01232782,0.16442245,-0.16442245,0.15359390,-0.15359390,0.32092777,-0.32092777,0.11852143,-0.11852143,0.22379671,-0.22379671,0.32967483,-0.32967483,0.00000000,-0.00000000
-5.82591296,1.00533746,-1.00533746,0.01228664,-0.01228664,0.17098324,-0.17098324,0.16233567,-0.16233567,0.33039936,-0.33039936,0.12328210,-0.12328210,0.22867994,-0.22867994,0.33879425,-0.33879425,0.00000000,-0.00000000
-5.81990995,1.03918877,-1.03918877,0.01224472,-0.01224472,0.17825686,-0.17825686,0.17248850,-0.17248850,0.34080667,-0.34080667,0.12848264,-0.12848264,0.23371765,-0.23371765,0.34857460,-0.34857460,0.00000000,-0.00000000
-5.81390695,1.07601923,-1.07601923,0.01219462,-0.01219462,0.18641098,-0.18641098,0.18408149,-0.18408149,0.35241059,-0.35241059,0.13406301,-0.13406301,0.23879232,-0.23879232,0.35887848,-0.35887848,0.00000000,-0.00000000
-5.80790395,1.11602144,-1.11602144,0.01212922,-0.01212922,0.19560943,-0.19560943,0.19713924,-0.19713924,0.36547581,-0.36547581,0.13996976,-0.13996976,0.24380718,-0.24380718,0.36960207,-0.36960207,0.00000000,-0.00000000
-5.80190095,1.15941764,-1.15941764,0.01204204,-0.01204204,0.20600489,-0.20600489,0.21167818,-0.21167818,0.38025880,-0.38025880,0.14615656,-0.14615656,0.24868937,-0.24868937,0.38067732,-0.38067732,0.00000000,-0.00000000
-5.79589795,1.20644249,-1.20644249,0.01192744,-0.01192744,0.21773135,-0.21773135,0.22770264,-0.22770263,0.39699512,-0.39699512,0.15258431,-0.15258431,0.25339188,-0.25339188,0.39207228,-0.39207228,0.00000000,-0.00000000
-5.78989495,1.25732303,-1.25732303,0.01178090,-0.01178090,0.23089665,-0.23089665,0.24520073,-0.24520073,0.41588641,-0.41588641,0.15922069,-0.15922069,0.25789402,-0.25789402,0.40378951,-0.40378951,0.00000000,-0.00000000
-5.78389195,1.31225664,-1.31225664,0.01159909,-0.01159909,0.24557553,-0.24557553,0.26414056,-0.26414056,0.43708783,-0.43708783,0.16603932,-0.16603932,0.26220060,-0.26220060,0.41586249,-0.41586249,0.00000000,-0.00000000
-5.77788894,1.37138810,-1.37138810,0.01137998,-0.01137998,0.26180327,-0.26180327,0.28446662,-0.28446662,0.46069635,-0.46069635,0.17301865,-0.17301865,0.26633973,-0.26633973,0.42835052,-0.42835052,0.00000000,-0.00000000
-5.77188594,1.43478704,-1.43478704,0.01112286,-0.01112286,0.27957062,-0.27957062,0.30609703,-0.30609703,0.48674053,-0.48674053,0.18014043,-0.18014043,0.27035945,-0.27035945,0.44133210,-0.44133210,0.00000000,-0.00000000
-5.76588294,1.50242720,-1.50242719,0.01082830,-0.01082830,0.29881994,-0.29881994,0.32892156,-0.32892156,0.51517239,-0.51517239,0.18738825,-0.18738825,0.27432345,-0.27432345,0.45489739,-0.45489739,0.00000000,-0.00000000
-5.75987994,1.57416877,-1.57416877,0.01049804,-0.01049804,0.31944313,-0.31944313,0.35280086,-0.35280086,0.54586182,-0.54586182,0.19474589,-0.19474589,0.27830601,-0.27830601,0.46914005,-0.46914005,0.00000000,-0.00000000
-5.75387694,1.64974530,-1.64974530,0.01013488,-0.01013488,0.34128142,-0.34128142,0.37756701,-0.37756700,0.57859396,-0.57859395,0.20219599,-0.20219599,0.28238671,-0.28238671,0.48414912,-0.48414912,0.00000000,-0.00000000
-5.74787394,1.72875609,-1.72875609,0.00974250,-0.00974250,0.36412708,-0.36412708,0.40302554,-0.40302554,0.61306987,-0.61306986,0.20971882,-0.20971882,0.28664492,-0.28664492,0.50000131,-0.50000131,0.00000000,-0.00000000
-5.74187094,1.81066525,-1.81066524,0.00932528,-0.00932528,0.38772737,-0.38772737,0.42895904,-0.42895903,0.64891076,-0.64891076,0.21729153,-0.21729153,0.29115470,-0.29115470,0.51675432,-0.51675432,0.00000000,-0.00000000
-5.73586793,1.89480786,-1.89480786,0.00888811,-0.00888811,0.41179039,-0.41179039,0.45513222,-0.45513222,0.68566571,-0.68566571,0.22488786,-0.22488786,0.29598031,-0.29598031,0.53444155,-0.53444155,0.00000000,-0.00000000
-5.72986493,1.98040365,-1.98040365,0.00843616,-0.00843616,0.43599294,-0.43599294,0.48129848,-0.48129848,0.72282279,-0.72282279,0.23247832,-0.23247832,0.30117251,-0.30117251,0.55306860,-0.55306860,0.00000000,-0.00000000
-5.72386193,2.06657779,-2.06657778,0.00797471,-0.00797471,0.45999009,-0.45999009,0.50720765,-0.50720765,0.75982340,-0.75982339,0.24003092,-0.24003092,0.30676601,-0.30676601,0.57261182,-0.57261182,0.00000000,-0.00000000
-5.71785893,2.15238838,-2.15238838,0.00750900,-0.00750900,0.48342602,-0.48342602,0.53261472,-0.53261471,0.79607923,-0.79607922,0.24751243,-0.24751243,0.31277815,-0.31277815,0.59301895,-0.59301895,0.00000000,-0.00000000
-5.71185593,2.23685952,-2.23685952,0.00704404,-0.00704404,0.50594601,-0.50594600,0.55728911,-0.55728911,0.83099137,-0.83099136,0.25489001,-0.25489001,0.31920877,-0.31920877,0.61421190,-0.61421190,0.00000000,-0.00000000
-5.70585293,2.31901845,-2.31901844,0.00658451,-0.00658451,0.52720873,-0.52720873,0.58102413,-0.58102413,0.86397074,-0.86397073,0.26213319,-0.26213319,0.32604143,-0.32604143,0.63609132,-0.63609132,0.00000000,-0.00000000
-5.69984992,2.39793496,-2.39793495,0.00613469,-0.00613469,0.54689874,-0.54689874,0.60364609,-0.60364609,0.89445907,-0.89445907,0.26921603,-0.26921603,0.33324562,-0.33324562,0.65854282,-0.65854283,0.00000000,-0.00000000
-5.69384692,2.47276118,-2.47276118,0.00569834,-0.00569834,0.56473824,-0.56473824,0.62502257,-0.62502257,0.92194953,-0.92194953,0.27611924,-0.27611924,0.34077991,-0.34077991,0.68144419,-0.68144419,0.00000000,-0.00000000
-5.68784392,2.54276937,-2.54276937,0.00527874,-0.00527874,0.58049783,-0.58049783,0.64506940,-0.64506940,0.94600597,-0.94600596,0.28283213,-0.28283213,0.34859577,-0.34859577,0.70467316,-0.70467316,0.00000000,-0.00000000
-5.68184092,2.60738566,-2.60738566,0.00487860,-0.00487860,0.59400565,-0.59400565,0.66375589,-0.66375589,0.96628010,-0.96628009,0.28935422,-0.28935422,0.35664169,-0.35664169,0.72811511,-0.72811511,0.00000000,-0.00000000
-5.67583792,2.66621772,-2.66621772,0.00450015,-0.00450015,0.60515438,-0.60515438,0.68110786,-0.68110786,0.98252557,-0.98252557,0.29569632,-0.29569632,0.36486725,-0.36486725,0.75167007,-0.75167007,0.00000000,-0.00000000
-5.66983492,2.71907451,-2.71907451,0.00414511,-0.00414511,0.61390592,-0.61390592,0.69720835,-0.69720835,0.99460837,-0.99460837,0.30188095,-0.30188095,0.37322698,-0.37322699,0.77525839,-0.77525840,0.00000000,-0.00000000
-5.66383192,2.76597686,-2.76597686,0.00381478,-0.00381478,0.62029329,-0.62029329,0.71219560,-0.71219560,1.00251298,-1.00251298,0.30794197,-0.30794197,0.38168356,-0.38168356,0.79882476,-0.79882476,0.00000000,-0.00000000
-5.65782891,2.80715793,-2.80715793,0.00351004,-0.00351004,0.62441970,-0.62441970,0.72625854,-0.72625854,1.00634394,-1.00634394,0.31392353,-0.31392353,0.39021013,-0.39021013,0.82233999,-0.82233999,0.00000000,-0.00000000
-5.65182591,2.84305329,-2.84305330,0.00323146,-0.00323146,0.62645486,-0.62645486,0.73962969,-0.73962969,1.00632265,-1.00632265,0.31987814,-0.31987814,0.39879171,-0.39879171,0.84580060,-0.84580060,0.00000000,-0.00000000
-5.64582291,2.87428102,-2.87428102,0.00297934,-0.00297934,0.62662851,-0.62662851,0.75257585,-0.75257585,1.00277967,-1.00277967,0.32586408,-0.32586408,0.40742544,-0.40742544,0.86922594,-0.86922594,0.00000000,-0.00000000
-5.63981991,2.90161250,-2.90161250,0.00275376,-0.00275376,0.62522156,-0.62522156,0.76538694,-0.76538694,0.99614258,-0.99614258,0.33194230,-0.33194230,0.41611980,-0.41611980,0.89265321,-0.89265321,0.00000000,-0.00000000
-5.63381691,2.92593571,-2.92593571,0.00255466,-0.00255466,0.62255523,-0.62255524,0.77836342,-0.77836342,0.98692021,-0.98692022,0.33817281,-0.33817281,0.42489282,-0.42489282,0.91613057,-0.91613058,0.00000000,-0.00000000
-5.62781391,2.94821262,-2.94821262,0.00238187,-0.00238187,0.61897857,-0.61897857,0.79180299,-0.79180299,0.97568375,-0.97568375,0.34461106,-0.34461106,0.43376955,-0.43376955,0.93970896,-0.93970896,0.00000000,-0.00000000
-5.62181091,2.96943319,-2.96943319,0.00223517,-0.00223517,0.61485502,-0.61485502,0.80598713,-0.80598713,0.96304562,-0.96304562,0.35130423,-0.35130423,0.44277886,-0.44277886,0.96343304,-0.96343304,0.00000000,-0.00000000
-5.61580790,2.99056826,-2.99056826,0.00211436,-0.00211436,0.61054856,-0.61054856,0.82116817,-0.82116817,0.94963714,-0.94963714,0.35828792,-0.35828792,0.45195003,-0.45195003,0.98733218,-0.98733218,0.00000000,-0.00000000
-5.60980490,3.01252401,-3.01252402,0.00201925,-0.00201925,0.60641011,-0.60641011,0.83755745,-0.83755745,0.93608585,-0.93608585,0.36558335,-0.36558335,0.46130936,-0.46130936,1.01141192,-1.01141192,0.00000000,-0.00000000
-5.60380190,3.03610016,-3.03610017,0.00194976,-0.00194976,0.60276466,-0.60276466,0.85531524,-0.85531524,0.92299349,-0.92299349,0.37319527,-0.37319528,0.47087700,-0.47087700,1.03564680,-1.03564680,0.00000000,-0.00000000
-5.59779890,3.06195418,-3.06195418,0.00190588,-0.00190588,0.59989978,-0.59989978,0.87454274,-0.87454274,0.91091549,-0.91091550,0.38111082,-0.38111082,0.48066438,-0.48066438,1.05997493,-1.05997493,0.00000000,-0.00000000
-5.59179590,3.09057307,-3.09057307,0.00188777,-0.00188777,0.59805585,-0.59805585,0.89527660,-0.89527660,0.90034291,-0.90034291,0.38929921,-0.38929921,0.49067236,-0.49067236,1.08429481,-1.08429481,0.00000000,-0.00000000
-5.58579290,3.12225401,-3.12225402,0.00189570,-0.00189570,0.59741848,-0.59741848,0.91748617,-0.91748617,0.89168718,-0.89168718,0.39771256,-0.39771256,0.50089023,-0.50089023,1.10846468,-1.10846468,0.00000000,-0.00000000
-5.57978989,3.15709437,-3.15709437,0.00193010,-0.00193010,0.59811321,-0.59811321,0.94107337,-0.94107337,0.88526850,-0.88526850,0.40628756,-0.40628756,0.51129563,-0.51129564,1.13230441,-1.13230441,0.00000000,-0.00000000
-5.57378689,3.19499118,-3.19499118,0.00199157,-0.00199157,0.60020273,-0.60020273,0.96587532,-0.96587532,0.88130783,-0.88130783,0.41494800,-0.41494800,0.52185529,-0.52185529,1.15559982,-1.15559982,0.00000000,-0.00000000
-5.56778389,3.23564960,-3.23564960,0.00208083,-0.00208083,0.60368658,-0.60368658,0.99166924,-0.99166924,0.87992287,-0.87992287,0.42360791,-0.42360791,0.53252647,-0.53252647,1.17810915,-1.17810915,0.00000000,-0.00000000
-5.56178089,3.27859929,-3.27859929,0.00219869,-0.00219869,0.60850317,-0.60850317,1.01817952,-1.01817952,0.88112779,-0.88112779,0.43217517,-0.43217517,0.54325904,-0.54325905,1.19957120,-1.19957120,0.00000000,-0.00000000
-5.55577789,3.32321736,-3.32321736,0.00234606,-0.00234606,0.61453401,-0.61453401,1.04508632,-1.04508631,0.88483662,-0.88483662,0.44055530,-0.44055530,0.55399771,-0.55399771,1.21971453,-1.21971453,0.00000000,-0.00000000
-5.54977489,3.36875621,-3.36875621,0.00252384,-0.00252384,0.62160981,-0.62160981,1.07203539,-1.07203539,0.89086988,-0.89086988,0.44865515,-0.44865515,0.56468433,-0.56468433,1.23826719,-1.23826719,0.00000000,-0.00000000
-5.54377189,3.41437453,-3.41437453,0.00273288,-0.00273288,0.62951807,-0.62951807,1.09864861,-1.09864861,0.89896410,-0.89896410,0.45638629,-0.45638629,0.57526006,-0.57526006,1.25496621,-1.25496622,0.00000000,-0.00000000
-5.53776888,3.45916965,-3.45916965,0.00297387,-0.00297387,0.63801191,-0.63801191,1.12453465,-1.12453465,0.90878360,-0.90878360,0.46366793,-0.46366793,0.58566687,-0.58566687,1.26956633,-1.26956633,0.00000000,-0.00000000
-5.53176588,3.50220961,-3.50220961,0.00324730,-0.00324730,0.64681968,-0.64681968,1.14929949,-1.14929949,0.91993409,-0.91993409,0.47042906,-0.47042906,0.59584862,-0.59584862,1.28184741,-1.28184741,0.00000000,-0.00000000
-5.52576288,3.54256346,-3.54256346,0.00355327,-0.00355327,0.65565487,-0.65565487,1.17255647,-1.17255647,0.93197754,-0.93197754,0.47660993,-0.47660993,0.60575120,-0.60575120,1.29162027,-1.29162027,0.00000000,-0.00000000
-5.51975988,3.57932882,-3.57932882,0.00389149,-0.00389149,0.66422621,-0.66422621,1.19393539,-1.19393539,0.94444765,-0.94444765,0.48216259,-0.48216259,0.61532200,-0.61532200,1.29873051,-1.29873051,0.00000000,-0.00000000
-5.51375688,3.61165577,-3.61165577,0.00426108,-0.00426108,0.67224736,-0.67224736,1.21309079,-1.21309079,0.95686554,-0.95686554,0.48705074,-0.48705074,0.62450866,-0.62450866,1.30306045,-1.30306045,0.00000000,-0.00000000
-5.50775388,3.63876679,-3.63876679,0.00466053,-0.00466053,0.67944607,-0.67944607,1.22970904,-1.22970904,0.96875513,-0.96875512,0.49124884,-0.49124884,0.63325716,-0.63325716,1.30452923,-1.30452924,0.00000000,-0.00000000
-5.50175088,3.65997255,-3.65997255,0.00508759,-0.00508759,0.68557256,-0.68557255,1.24351446,-1.24351446,0.97965779,-0.97965779,0.49474066,-0.49474066,0.64150963,-0.64150963,1.30309129,-1.30309129,0.00000000,-0.00000000
-5.49574787,3.67468382,-3.67468382,0.00553923,-0.00553923,0.69040681,-0.69040681,1.25427429,-1.25427429,0.98914598,-0.98914598,0.49751743,-0.49751743,0.64920204,-0.64920204,1.29873356,-1.29873356,0.00000000,-0.00000000
-5.48974487,3.68241986,-3.68241986,0.00601155,-0.00601155,0.69376478,-0.69376478,1.26180275,-1.26180275,0.99683540,-0.99683540,0.49957588,-0.49957588,0.65626201,-0.65626201,1.29147192,-1.29147192,0.00000000,-0.00000000
-5.48374187,3.68281393,-3.68281393,0.00649985,-0.00649985,0.69550332,-0.69550332,1.26596425,-1.26596425,1.00239566,-1.00239566,0.50091626,-0.50091626,0.66260720,-0.66260720,1.28134722,-1.28134722,0.00000000,-0.00000000
-5.47773887,3.67561639,-3.67561638,0.00699856,-0.00699856,0.69552386,-0.69552386,1.26667571,-1.26667571,1.00555913,-1.00555913,0.50154053,-0.50154053,0.66814433,-0.66814433,1.26842139,-1.26842139,0.00000000,-0.00000000
-5.47173587,3.66069604,-3.66069604,0.00750140,-0.00750140,0.69377467,-0.69377467,1.26390824,-1.26390824,1.00612783,-1.00612783,0.50145097,-0.50145097,0.67276925,-0.67276925,1.25277399,-1.25277399,0.00000000,-0.00000000
-5.46573287,3.63804029,-3.63804029,0.00800141,-0.00800141,0.69025196,-0.69025196,1.25768817,-1.25768817,1.00397841,-1.00397841,0.50064926,-0.50064926,0.67636805,-0.67636805,1.23449952,-1.23449952,0.00000000,-0.00000000
-5.45972986,3.60775432,-3.60775432,0.00849112,-0.00849112,0.68499967,-0.68499967,1.24809738,-1.24809738,0.99906510,-0.99906510,0.49913600,-0.49913600,0.67881934,-0.67881935,1.21370565,-1.21370565,0.00000000,-0.00000000
-5.45372686,3.57005969,-3.57005969,0.00896273,-0.00896273,0.67810814,-0.67810814,1.23527293,-1.23527293,0.99142070,-0.99142070,0.49691093,-0.49691093,0.67999767,-0.67999767,1.19051242,-1.19051242,0.00000000,-0.00000000
-5.44772386,3.52529242,-3.52529242,0.00940829,-0.00940829,0.66971171,-0.66971171,1.21940609,-1.21940609,0.98115566,-0.98115566,0.49397352,-0.49397352,0.67977793,-0.67977793,1.16505241,-1.16505241,0.00000000,-0.00000000
-5.44172086,3.47390037,-3.47390037,0.00981994,-0.00981994,0.65998546,-0.65998546,1.20074051,-1.20074051,0.96845536,-0.96845536,0.49032406,-0.49032406,0.67804056,-0.67804056,1.13747169,-1.13747168,0.00000000,-0.00000000
-5.43571786,3.41643994,-3.41643994,0.01019013,-0.01019013,0.64914109,-0.64914109,1.17956962,-1.17956963,0.95357580,-0.95357580,0.48596508,-0.48596508,0.67467729,-0.67467729,1.10793130,-1.10793130,0.00000000,-0.00000000
-5.42971486,3.35357174,-3.35357174,0.01051185,-0.01051185,0.63742231,-0.63742231,1.15623317,-1.15623317,0.93683776,-0.93683776,0.48090292,-0.48090292,0.66959706,-0.66959706,1.07660904,-1.07660904,0.00000000,-0.00000000
-5.42371186,3.28605500,-3.28605500,0.01077890,-0.01077890,0.62509956,-0.62509956,1.13111286,-1.13111286,0.91861978,-0.91861978,0.47514936,-0.47514936,0.66273177,-0.66273177,1.04370113,-1.04370113,0.00000000,-0.00000000
-5.41770885,3.21474047,-3.21474047,0.01098603,-0.01098603,0.61246459,-0.61246460,1.10462710,-1.10462710,0.89935002,-0.89935002,0.46872320,-0.46872320,0.65404162,-0.65404162,1.00942359,-1.00942359,0.00000000,-0.00000000
-5.41170585,3.14056154,-3.14056154,0.01112917,-0.01112917,0.59982475,-0.59982475,1.07722493,-1.07722493,0.87949732,-0.87949732,0.46165161,-0.46165161,0.64351952,-0.64351952,0.97401295,-0.97401295,0.00000000,-0.00000000
-5.40570285,3.06452353,-3.06452353,0.01120555,-0.01120555,0.58749715,-0.58749716,1.04937914,-1.04937914,0.85956163,-0.85956163,0.45397118,-0.45397118,0.63119450,-0.63119450,0.93772619,-0.93772618,0.00000000,-0.00000000
-5.39969985,2.98769085,-2.98769085,0.01121378,-0.01121378,0.57580290,-0.57580290,1.02157869,-1.02157869,0.84006393,-0.84006393,0.44572862,-0.44572862,0.61713374,-0.61713374,0.90083957,-0.90083957,0.00000000,-0.00000000
-5.39369685,2.91117228,-2.91117228,0.01115393,-0.01115393,0.56506135,-0.56506136,0.99432058,-0.99432058,0.82153590,-0.82153590,0.43698107,-0.43698107,0.60144322,-0.60144322,0.86364660,-0.86364660,0.00000000,-0.00000000
-5.38769385,2.83610414,-2.83610414,0.01102750,-0.01102750,0.55558444,-0.55558444,0.96810123,-0.96810123,0.80450941,-0.80450941,0.42779591,-0.42779591,0.58426680,-0.58426680,0.82645484,-0.82645484,0.00000000,-0.00000000
-5.38169085,2.76363179,-2.76363179,0.01083735,-0.01083735,0.54767110,-0.54767110,0.94340761,-0.94340761,0.78950581,-0.78950581,0.41825027,-0.41825027,0.56578386,-0.56578386,0.78958181,-0.78958181,0.00000000,-0.00000000
-5.37568784,2.69488929,-2.69488929,0.01058765,-0.01058765,0.54160173,-0.54160173,0.92070810,-0.92070810,0.77702531,-0.77702531,0.40843006,-0.40843006,0.54620556,-0.54620556,0.75335013,-0.75335013,0.00000000,-0.00000000
-5.36968484,2.63097784,-2.63097783,0.01028365,-0.01028365,0.53763277,-0.53763277,0.90044336,-0.90044336,0.76753632,-0.76753632,0.39842873,-0.39842873,0.52576978,-0.52576978,0.71808194,-0.71808194,0.00000000,-0.00000000
-5.36368184,2.57294292,-2.57294291,0.00993159,-0.00993159,0.53599112,-0.53599112,0.88301726,-0.88301726,0.76146479,-0.76146479,0.38834565,-0.38834565,0.50473523,-0.50473523,0.68409299,-0.68409299,0.00000000,-0.00000000
-5.35767884,2.52175078,-2.52175078,0.00953840,-0.00953840,0.53686873,-0.53686873,0.86878795,-0.86878795,0.75918373,-0.75918373,0.37828435,-0.37828435,0.48337460,-0.48337460,0.65168646,-0.65168646,0.00000000,-0.00000000
-5.35167584,2.47826448,-2.47826447,0.00911155,-0.00911155,0.54041708,-0.54041708,0.85805925,-0.85805925,0.76100289,-0.76100289,0.36835042,-0.36835042,0.46196738,-0.46196738,0.62114679,-0.62114679,0.00000000,-0.00000000
-5.34567284,2.44321996,-2.44321996,0.00865877,-0.00865877,0.54674171,-0.54674171,0.85107248,-0.85107248,0.76715876,-0.76715876,0.35864939,-0.35864939,0.44079239,-0.44079239,0.59273363,-0.59273363,0.00000000,-0.00000000
