energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-6.00000000,1.82359387,-1.39041684,0.01349801,-0.01483682,0.02051263,-0.05905354,1.06257942,-0.78235626,0.66677032,-0.33511979,0.02624354,-0.03320895,1.03641805,-0.80825934
-5.99399700,1.78401839,-1.43248737,0.01374776,-0.01321476,0.02045438,-0.05975587,1.02630063,-0.83396428,0.65020721,-0.33902025,0.02746971,-0.03190323,1.01310757,-0.83812635
-5.98799400,1.74418054,-1.47726466,0.01396637,-0.01172048,0.02051783,-0.06063527,0.99017678,-0.88731524,0.63329321,-0.34373154,0.02864170,-0.03054605,0.98948403,-0.86950669
-5.98199100,1.70425227,-1.52409970,0.01414547,-0.01036271,0.02068665,-0.06166316,0.95439751,-0.94166167,0.61616814,-0.34917330,0.02974067,-0.02916165,0.96567193,-0.90197414
-5.97598799,1.66441465,-1.57220282,0.01427727,-0.00914710,0.02094334,-0.06280323,0.91915310,-0.99617418,0.59896910,-0.35522811,0.03074990,-0.02777287,0.94180362,-0.93502288
-5.96998499,1.62485208,-1.62066768,0.01435492,-0.00807655,0.02126959,-0.06401266,0.88462907,-1.04996282,0.58182725,-0.36174687,0.03165517,-0.02640064,0.91801528,-0.96808215
-5.96398199,1.58574668,-1.66850264,0.01437273,-0.00715156,0.02164653,-0.06524356,0.85100109,-1.10210278,0.56486501,-0.36855597,0.03244498,-0.02506357,0.89444304,-1.00053532
-5.95797899,1.54727327,-1.71466844,0.01432637,-0.00637069,0.02205510,-0.06644471,0.81843033,-1.15166368,0.54819387,-0.37546593,0.03311081,-0.02377770,0.87121925,-1.03174261
-5.95197599,1.50959487,-1.75812059,0.01421302,-0.00573097,0.02247633,-0.06756350,0.78705960,-1.19774133,0.53191273,-0.38228110,0.03364720,-0.02255647,0.84846927,-1.06106663
-5.94597299,1.47285917,-1.79785460,0.01403144,-0.00522824,0.02289168,-0.06854790,0.75701046,-1.23949051,0.51610681,-0.38881018,0.03405171,-0.02141070,0.82630873,-1.08789951
-5.93996998,1.43719566,-1.83295185,0.01378201,-0.00485758,0.02328333,-0.06934846,0.72838138,-1.27615748,0.50084704,-0.39487672,0.03432484,-0.02034885,0.80484130,-1.11169050
-5.93396698,1.40271369,-1.86262391,0.01346666,-0.00461355,0.02363451,-0.06992028,0.70124704,-1.30711048,0.48618995,-0.40032943,0.03446982,-0.01937726,0.78415702,-1.13197242
-5.92796398,1.36950116,-1.88625299,0.01308881,-0.00449044,0.02392980,-0.07022474,0.67565867,-1.33186693,0.47217786,-0.40505151,0.03449225,-0.01850054,0.76433113,-1.14838586
-5.92196098,1.33762390,-1.90342626,0.01265317,-0.00448250,0.02415543,-0.07023099,0.65164533,-1.35011567,0.45883939,-0.40896865,0.03439978,-0.01772194,0.74542341,-1.16069958
-5.91595798,1.30712556,-1.91396230,0.01216560,-0.00458398,0.02429950,-0.06991721,0.62921599,-1.36173320,0.44619012,-0.41205515,0.03420162,-0.01704377,0.72747782,-1.16882605
-5.90995498,1.27802787,-1.91792784,0.01163285,-0.00478921,0.02435225,-0.06927137,0.60836219,-1.36679280,0.43423342,-0.41433793,0.03390808,-0.01646777,0.71052254,-1.17283114
-5.90395198,1.25033120,-1.91564388,0.01106236,-0.00509261,0.02430623,-0.06829174,0.58906103,-1.36556598,0.42296127,-0.41589793,0.03353006,-0.01599544,0.69457025,-1.17293728
-5.89794897,1.22401529,-1.90768044,0.01046201,-0.00548860,0.02415641,-0.06698683,0.57127826,-1.35851590,0.41235518,-0.41686901,0.03307860,-0.01562826,0.67961854,-1.16951967
-5.89194597,1.19904017,-1.89483994,0.00983984,-0.00597151,0.02390027,-0.06537508,0.55497126,-1.34628285,0.40238708,-0.41743407,0.03256439,-0.01536788,0.66565057,-1.16309554
-5.88594297,1.17534715,-1.87812964,0.00920389,-0.00653550,0.02353782,-0.06348403,0.54009170,-1.32966233,0.39302016,-0.41781863,0.03199739,-0.01521615,0.65263571,-1.15430676
-5.87993997,1.15285986,-1.85872432,0.00856193,-0.00717434,0.02307148,-0.06134925,0.52658769,-1.30957648,0.38420978,-0.41828207,0.03138649,-0.01517508,0.64053034,-1.14389637
-5.87393697,1.13148547,-1.83792061,0.00792134,-0.00788135,0.02250600,-0.05901292,0.51440535,-1.28704014,0.37590437,-0.41910686,0.03073927,-0.01524669,0.62927872,-1.13268011
-5.86793397,1.11111597,-1.81708500,0.00728890,-0.00864922,0.02184823,-0.05652224,0.50348960,-1.26312284,0.36804637,-0.42058610,0.03006184,-0.01543282,0.61881387,-1.12151402
-5.86193097,1.09162966,-1.79759782,0.00667071,-0.00946994,0.02110688,-0.05392769,0.49378435,-1.23890844,0.36057323,-0.42301019,0.02935876,-0.01573478,0.60905859,-1.11125961
-5.85592796,1.07289274,-1.78079560,0.00607213,-0.01033466,0.02029220,-0.05128121,0.48523194,-1.21545411,0.35341854,-0.42665284,0.02863311,-0.01615306,0.59992651,-1.10274804
-5.84992496,1.05476124,-1.76791446,0.00549766,-0.01123371,0.01941563,-0.04863442,0.47777201,-1.19375034,0.34651313,-0.43175737,0.02788656,-0.01668694,0.59132327,-1.09674496
-5.84392196,1.03708306,-1.76003691,0.00495101,-0.01215655,0.01848945,-0.04603695,0.47133995,-1.17468383,0.33978642,-0.43852372,0.02711957,-0.01733420,0.58314777,-1.09391751
-5.83791896,1.01970030,-1.75804455,0.00443501,-0.01309186,0.01752640,-0.04353489,0.46586495,-1.15900459,0.33316769,-0.44709679,0.02633165,-0.01809075,0.57529359,-1.09480498
-5.83191596,1.00245179,-1.76257861,0.00395175,-0.01402759,0.01653927,-0.04116948,0.46126805,-1.14729870,0.32658751,-0.45755679,0.02552164,-0.01895039,0.56765041,-1.09979443
-5.82591296,0.98517573,-1.77401013,0.00350251,-0.01495115,0.01554058,-0.03897601,0.45746019,-1.13996789,0.31997910,-0.46991188,0.02468803,-0.01990466,0.56010560,-1.10910222
-5.81990995,0.96771255,-1.79242089,0.00308795,-0.01584956,0.01454223,-0.03698309,0.45434060,-1.13721642,0.31327973,-0.48409362,0.02382928,-0.02094275,0.55254586,-1.12276238
-5.81390695,0.94990770,-1.81759606,0.00270806,-0.01670970,0.01355525,-0.03521205,0.45179564,-1.13904600,0.30643201,-0.49995542,0.02294409,-0.02205150,0.54485896,-1.14062227
-5.80790395,0.93161454,-1.84902865,0.00236235,-0.01751856,0.01258953,-0.03367681,0.44969821,-1.14525854,0.29938502,-0.51727410,0.02203174,-0.02321556,0.53693543,-1.16234564
-5.80190095,0.91269708,-1.88593556,0.00204983,-0.01826353,0.01165367,-0.03238388,0.44790805,-1.15546667,0.29209541,-0.53575460,0.02109224,-0.02441761,0.52867038,-1.18742296
-5.79589795,0.89303259,-1.92728447,0.00176920,-0.01893266,0.01075485,-0.03133266,0.44627271,-1.16911137,0.28452814,-0.55503764,0.02012657,-0.02563870,0.51996523,-1.21518861
-5.78989495,0.87251402,-1.97183028,0.00151882,-0.01951501,0.00989879,-0.03051598,0.44462957,-1.18548577,0.27665710,-0.57471014,0.01913673,-0.02685869,0.51072942,-1.24484411
-5.78389195,0.85105213,-2.01815967,0.00129687,-0.02000086,0.00908974,-0.02992074,0.44280859,-1.20376424,0.26846548,-0.59431783,0.01812583,-0.02805674,0.50088211,-1.27548633
-5.77788894,0.82857741,-2.06474160,0.00110136,-0.02038204,0.00833053,-0.02952878,0.44063589,-1.22303521,0.25994586,-0.61337976,0.01709801,-0.02921182,0.49035371,-1.30613968
-5.77188594,0.80504153,-2.10998189,0.00093023,-0.02065208,0.00762266,-0.02931776,0.43793804,-1.24233657,0.25110012,-0.63140400,0.01605840,-0.03030329,0.47908737,-1.33579070
-5.76588294,0.78041863,-2.15227942,0.00078137,-0.02080644,0.00696644,-0.02926214,0.43454678,-1.26069203,0.24193908,-0.64790387,0.01501296,-0.03131144,0.46704030,-1.36342376
-5.75987994,0.75470608,-2.19008189,0.00065269,-0.02084261,0.00636114,-0.02933417,0.43030408,-1.27714717,0.23248202,-0.66241415,0.01396828,-0.03221806,0.45418487,-1.38805652
-5.75387694,0.72792494,-2.22193875,0.00054215,-0.02076019,0.00580517,-0.02950482,0.42506726,-1.29080354,0.22275597,-0.67450654,0.01293138,-0.03300687,0.44050957,-1.40877349
-5.74787394,0.70012005,-2.24654956,0.00044779,-0.02056086,0.00529629,-0.02974472,0.41871391,-1.30084986,0.21279490,-0.68380382,0.01190949,-0.03366399,0.42601968,-1.42475682
-5.74187094,0.67135961,-2.26280583,0.00036774,-0.02024836,0.00483174,-0.03002496,0.41114638,-1.30658903,0.20263889,-0.68999202,0.01090977,-0.03417824,0.41073760,-1.43531282
-5.73586793,0.64173448,-2.26982517,0.00030025,-0.01982838,0.00440848,-0.03031791,0.40229562,-1.30746018,0.19233312,-0.69283041,0.00993912,-0.03454143,0.39470296,-1.43989361
-5.72986493,0.61135693,-2.26697651,0.00024373,-0.01930832,0.00402330,-0.03059779,0.39212411,-1.30305510,0.18192692,-0.69215858,0.00900394,-0.03474847,0.37797225,-1.43811317
-5.72386193,0.58035900,-2.25389603,0.00019667,-0.01869714,0.00367305,-0.03084131,0.38062778,-1.29312867,0.17147279,-0.68790087,0.00810998,-0.03479748,0.36061812,-1.42975723
-5.71785893,0.54889044,-2.23049344,0.00015776,-0.01800506,0.00335471,-0.03102802,0.36783676,-1.27760328,0.16102541,-0.68006759,0.00726215,-0.03468976,0.34272824,-1.41478718
-5.71185593,0.51711620,-2.19694889,0.00012579,-0.01724328,0.00306556,-0.03114070,0.35381490,-1.25656716,0.15064077,-0.66875341,0.00646445,-0.03442966,0.32440378,-1.39333788
-5.70585293,0.48521356,-2.15370107,0.00009969,-0.01642365,0.00280324,-0.03116554,0.33865809,-1.23026719,0.14037519,-0.65413293,0.00571986,-0.03402443,0.30575747,-1.36570975
-5.69984992,0.45336889,-2.10142735,0.00007852,-0.01555840,0.00256590,-0.03109232,0.32249140,-1.19909660,0.13028459,-0.63645378,0.00503040,-0.03348398,0.28691130,-1.33235592
-5.69384692,0.42177425,-2.04101719,0.00006146,-0.01465982,0.00235221,-0.03091435,0.30546527,-1.16357833,0.12042365,-0.61602753,0.00439704,-0.03282057,0.26799394,-1.29386482
-5.68784392,0.39062368,-1.97353994,0.00004781,-0.01373992,0.00216147,-0.03062851,0.28775074,-1.12434485,0.11084521,-0.59321899,0.00381984,-0.03204853,0.24913793,-1.25093931
-5.68184092,0.36010960,-1.90020867,0.00003697,-0.01281027,0.00199368,-0.03023501,0.26953416,-1.08211530,0.10159964,-0.56843422,0.00329797,-0.03118388,0.23047674,-1.20437316
-5.67583792,0.33041921,-1.82234119,0.00002841,-0.01188166,0.00184959,-0.02973723,0.25101147,-1.03767092,0.09273443,-0.54210786,0.00282985,-0.03024399,0.21214181,-1.15502579
-5.66983492,0.30173112,-1.74131994,0.00002170,-0.01096402,0.00173076,-0.02914141,0.23238231,-0.99182963,0.08429380,-0.51469022,0.00241323,-0.02924716,0.19425967,-1.10379620
-5.66383192,0.27421243,-1.65855184,0.00001648,-0.01006617,0.00163967,-0.02845630,0.21384437,-0.94542065,0.07631860,-0.48663459,0.00204535,-0.02821231,0.17694927,-1.05159690
-5.65782891,0.24801619,-1.57542944,0.00001246,-0.00919582,0.00157978,-0.02769276,0.19558802,-0.89925984,0.06884619,-0.45838517,0.00172308,-0.02715850,0.16031967,-0.99932871
-5.65182591,0.22327962,-1.49329436,0.00000939,-0.00835946,0.00155566,-0.02686331,0.17779158,-0.85412665,0.06191068,-0.43036598,0.00144298,-0.02610463,0.14446801,-0.94785697
-5.64582291,0.20012292,-1.41340381,0.00000708,-0.00756233,0.00157308,-0.02598168,0.16061737,-0.81074307,0.05554319,-0.40297108,0.00120152,-0.02506901,0.12947815,-0.89798989
-5.63981991,0.17864896,-1.33690101,0.00000537,-0.00680850,0.00163917,-0.02506229,0.14420858,-0.76975513,0.04977243,-0.37655614,0.00099508,-0.02406901,0.11541974,-0.85045929
-5.63381691,0.15894373,-1.26478995,0.00000415,-0.00610088,0.00176250,-0.02411977,0.12868726,-0.73171741,0.04462533,-0.35143168,0.00082016,-0.02312065,0.10234789,-0.80590428
-5.62781391,0.14107764,-1.19791495,0.00000331,-0.00544131,0.00195329,-0.02316850,0.11415315,-0.69708062,0.04012794,-0.32785800,0.00067336,-0.02223831,0.09030347,-0.76485804
-5.62181091,0.12510753,-1.13694511,0.00000280,-0.00483067,0.00222352,-0.02222209,0.10068365,-0.66618269,0.03630641,-0.30604170,0.00055153,-0.02143436,0.07931398,-0.72773780
-5.61580790,0.11107938,-1.08236401,0.00000258,-0.00426897,0.00258703,-0.02129299,0.08833459,-0.63924324,0.03318807,-0.28613391,0.00045178,-0.02071886,0.06939492,-0.69483831
-5.60980490,0.09903168,-1.03446449,0.00000264,-0.00375550,0.00305968,-0.02039214,0.07714194,-0.61636154,0.03080260,-0.26823001,0.00037155,-0.02009930,0.06055171,-0.66632856
-5.60380190,0.08899910,-0.99334853,0.00000296,-0.00328892,0.00365938,-0.01952864,0.06712412,-0.59751791,0.02918319,-0.25237088,0.00030863,-0.01958044,0.05278192,-0.64225200
-5.59779890,0.08101651,-0.95893210,0.00000357,-0.00286739,0.00440614,-0.01870955,0.05828493,-0.58257839,0.02836772,-0.23854539,0.00026116,-0.01916406,0.04607789,-0.62252989
-5.59179590,0.07512314,-0.93095476,0.00000452,-0.00248870,0.00532204,-0.01793972,0.05061681,-0.57130253,0.02839972,-0.22669410,0.00022771,-0.01884900,0.04042950,-0.60696789
-5.58579290,0.07136655,-0.90899361,0.00000587,-0.00215035,0.00643113,-0.01722180,0.04410437,-0.56335391,0.02932930,-0.21671397,0.00020723,-0.01863110,0.03582703,-0.59526548
-5.57978989,0.06980645,-0.89248128,0.00000771,-0.00184966,0.00775924,-0.01655622,0.03872800,-0.55831335,0.03121376,-0.20846389,0.00019906,-0.01850329,0.03226409,-0.58702810
-5.57378689,0.07051795,-0.88072753,0.00001014,-0.00158383,0.00933371,-0.01594136,0.03446734,-0.55569403,0.03411800,-0.20177094,0.00020297,-0.01845582,0.02974028,-0.58178156
-5.56778389,0.07359431,-0.87294362,0.00001331,-0.00135003,0.01118303,-0.01537376,0.03130454,-0.55495841,0.03811449,-0.19643704,0.00021912,-0.01847652,0.02826379,-0.57898846
-5.56178089,0.07914875,-0.86826906,0.00001740,-0.00114545,0.01333632,-0.01484836,0.02922726,-0.55553623,0.04328299,-0.19224603,0.00024805,-0.01855117,0.02785351,-0.57806603
-5.55577789,0.08731548,-0.86579977,0.00002260,-0.00096734,0.01582280,-0.01435889,0.02823113,-0.55684310,0.04970975,-0.18897078,0.00029071,-0.01866392,0.02854079,-0.57840494
-5.54977489,0.09824946,-0.86461687,0.00002918,-0.00081308,0.01867104,-0.01389819,0.02832168,-0.55829911,0.05748628,-0.18638029,0.00034841,-0.01879784,0.03037066,-0.57938851
-5.54377189,0.11212517,-0.86381522,0.00003742,-0.00068013,0.02190823,-0.01345862,0.02951571,-0.55934678,0.06670772,-0.18424654,0.00042279,-0.01893543,0.03340239,-0.58041174
-5.53776888,0.12913391,-0.86253070,0.00004765,-0.00056615,0.02555933,-0.01303246,0.03184193,-0.55946788,0.07747068,-0.18235086,0.00051583,-0.01905925,0.03770933,-0.58089947
-5.53176588,0.14947992,-0.85996550,0.00006025,-0.00046893,0.02964616,-0.01261223,0.03534092,-0.55819842,0.08987070,-0.18048977,0.00062978,-0.01915243,0.04337809,-0.58032313
-5.52576288,0.17337504,-0.85541043,0.00007564,-0.00038644,0.03418647,-0.01219110,0.04006436,-0.55514138,0.10399926,-0.17848001,0.00076711,-0.01919930,0.05050673,-0.57821555
-5.51975988,0.20103211,-0.84826354,0.00009428,-0.00031682,0.03919302,-0.01176310,0.04607342,-0.54997677,0.11994044,-0.17616272,0.00093047,-0.01918585,0.05920222,-0.57418323
-5.51375688,0.23265709,-0.83804457,0.00011669,-0.00025838,0.04467274,-0.01132339,0.05343654,-0.54246872,0.13776735,-0.17340659,0.00112259,-0.01910022,0.06957694,-0.56791578
-5.50775388,0.26844002,-0.82440457,0.00014340,-0.00020959,0.05062588,-0.01086841,0.06222640,-0.53246931,0.15753829,-0.17011004,0.00134619,-0.01893301,0.08174442,-0.55919215
-5.50175088,0.30854514,-0.80713072,0.00017497,-0.00016909,0.05704540,-0.01039598,0.07251625,-0.51991921,0.17929292,-0.16620217,0.00160389,-0.01867759,0.09581420,-0.54788355
-5.49574787,0.35310027,-0.78614609,0.00021199,-0.00013565,0.06391644,-0.00990530,0.08437575,-0.50484521,0.20304842,-0.16164278,0.00189808,-0.01833023,0.11188612,-0.53395311
-5.48974487,0.40218593,-0.76150469,0.00025502,-0.00010821,0.07121599,-0.00939690,0.09786628,-0.48735471,0.22879588,-0.15642128,0.00223081,-0.01789012,0.13004400,-0.51745216
-5.48374187,0.45582452,-0.73338207,0.00030462,-0.00008583,0.07891288,-0.00887254,0.11303606,-0.46762776,0.25649708,-0.15055465,0.00260361,-0.01735935,0.15034908,-0.49851377
-5.47773887,0.51397014,-0.70206222,0.00036131,-0.00006768,0.08696791,-0.00833509,0.12991510,-0.44590683,0.28608178,-0.14408468,0.00301740,-0.01674267,0.17283338,-0.47734363
-5.47173587,0.57649953,-0.66792125,0.00042555,-0.00005305,0.09533438,-0.00778826,0.14851036,-0.42248506,0.31744578,-0.13707447,0.00347233,-0.01604725,0.19749337,-0.45420887
-5.46573287,0.64320467,-0.63140890,0.00049773,-0.00004133,0.10395883,-0.00723646,0.16880127,-0.39769338,0.35044992,-0.12960447,0.00396764,-0.01528233,0.22428418,-0.42942542
-5.45972986,0.71378777,-0.59302866,0.00057812,-0.00003201,0.11278219,-0.00668453,0.19073593,-0.37188724,0.38492010,-0.12176822,0.00450158,-0.01445880,0.25311483,-0.40334445
-5.45372686,0.78785916,-0.55331734,0.00066687,-0.00002463,0.12174107,-0.00613752,0.21422823,-0.34543343,0.42064861,-0.11366805,0.00507130,-0.01358875,0.28384482,-0.37633856
-5.44772386,0.86493857,-0.51282519,0.00076398,-0.00001884,0.13076949,-0.00560047,0.23915624,-0.31869751,0.45739690,-0.10541074,0.00567280,-0.01268503,0.31628242,-0.34878821
-5.44172086,0.94446033,-0.47209709,0.00086930,-0.00001431,0.13980075,-0.00507822,0.26536200,-0.29203240,0.49489968,-0.09710352,0.00630090,-0.01176076,0.35018500,-0.32106905
-5.43571786,1.02578281,-0.43165566,0.00098250,-0.00001081,0.14876947,-0.00457525,0.29265304,-0.26576845,0.53287066,-0.08885042,0.00694930,-0.01082891,0.38526169,-0.29354053
-5.42971486,1.10820214,-0.39198684,0.00110309,-0.00000811,0.15761389,-0.00409555,0.32080568,-0.24020530,0.57100971,-0.08074913,0.00761063,-0.00990192,0.42117847,-0.26653613
-5.42371186,1.19097030,-0.35352823,0.00123039,-0.00000604,0.16627813,-0.00364252,0.34957021,-0.21560559,0.60901136,-0.07288841,0.00827656,-0.00899134,0.45756584,-0.24035561
-5.41770885,1.27331712,-0.31666051,0.00136355,-0.00000447,0.17471443,-0.00321890,0.37867791,-0.19219082,0.64657451,-0.06534620,0.00893799,-0.00810756,0.49402895,-0.21525922
-5.41170585,1.35447576,-0.28170191,0.00150162,-0.00000329,0.18288534,-0.00282682,0.40784974,-0.17013908,0.68341301,-0.05818835,0.00958528,-0.00725961,0.53015997,-0.19146410
-5.40570285,1.43371080,-0.24890584,0.00164349,-0.00000240,0.19076569,-0.00246773,0.43680654,-0.14958469,0.71926674,-0.05146798,0.01020851,-0.00645504,0.56555232,-0.16914272
-5.39969985,1.51034789,-0.21846116,0.00178799,-0.00000175,0.19834421,-0.00214252,0.46528023,-0.13061950,0.75391283,-0.04522546,0.01079776,-0.00569983,0.59981638,-0.14842320
-5.39369685,1.58380371,-0.19049514,0.00193394,-0.00000126,0.20562479,-0.00185159,0.49302565,-0.11329564,0.78717641,-0.03948893,0.01134345,-0.00499842,0.63259585,-0.12939132
-5.38769385,1.65361471,-0.16507847,0.00208013,-0.00000090,0.21262721,-0.00159492,0.51983249,-0.09762935,0.81894030,-0.03427530,0.01183667,-0.00435378,0.66358415,-0.11209406
-5.38169085,1.71946327,-0.14223194,0.00222546,-0.00000064,0.21938727,-0.00137223,0.54553657,-0.08360581,0.84915332,-0.02959155,0.01226950,-0.00376747,0.69254000,-0.09654413
-5.37568784,1.78119953,-0.12193445,0.00236892,-0.00000045,0.22595631,-0.00118308,0.57002999,-0.07118438,0.87783624,-0.02543644,0.01263536,-0.00323987,0.71930135,-0.08272549
-5.36968484,1.83885748,-0.10413180,0.00250968,-0.00000032,0.23239995,-0.00102703,0.59326933,-0.06030422,0.90508526,-0.02180231,0.01292927,-0.00277030,0.74379678,-0.07059926
-5.36368184,1.89266398,-0.08874586,0.00264710,-0.00000023,0.23879614,-0.00090377,0.61528147,-0.05088998,0.93107229,-0.01867702,0.01314810,-0.00235724,0.76605365,-0.06011000
-5.35767884,1.94303968,-0.07568376,0.00278080,-0.00000016,0.24523250,-0.00081324,0.63616634,-0.04285722,0.95604184,-0.01604592,0.01329077,-0.00199853,0.78620229,-0.05119189
-5.35167584,1.99059093,-0.06484673,0.00291066,-0.00000011,0.25180293,-0.00075582,0.65609633,-0.03611757,0.98030430,-0.01389377,0.01335839,-0.00169157,0.80447582,-0.04377475
-5.34567284,2.03609260,-0.05613842,0.00303681,-0.00000008,0.25860369,-0.00073239,0.67531208,-0.03058335,1.00422563,-0.01220650,0.01335428,-0.00143354,0.82120515,-0.03778957
-5.33966983,2.08046178,-0.04947224,0.00315965,-0.00000006,0.26572893,-0.00074448,0.69411452,-0.02617163,1.02821360,-0.01097290,0.01328402,-0.00122154,0.83680924,-0.03317354
-5.33366683,2.12472307,-0.04477785,0.00327980,-0.00000005,0.27326600,-0.00079434,0.71285346,-0.02280760,1.05270102,-0.01018599,0.01315530,-0.00105276,0.85178077,-0.02987432
-5.32766383,2.16996657,-0.04200633,0.00339807,-0.00000004,0.28129055,-0.00088505,0.73191287,-0.02042726,1.07812650,-0.00984421,0.01297780,-0.00092463,0.86666753,-0.02785356
-5.32166083,2.21730025,-0.04113418,0.00351541,-0.00000004,0.28986178,-0.00102053,0.75169360,-0.01897943,1.10491349,-0.00995230,0.01276297,-0.00083490,0.88205040,-0.02708959
-5.31565783,2.26779855,-0.04216597,0.00363280,-0.00000005,0.29901798,-0.00120558,0.77259415,-0.01842700,1.13344859,-0.01052187,0.01252373,-0.00078176,0.89851859,-0.02757915
-5.30965483,2.32244969,-0.04513548,0.00375121,-0.00000005,0.30877265,-0.00144589,0.79499043,-0.01874749,1.16406003,-0.01157165,0.01227417,-0.00076384,0.91664343,-0.02933822
-5.30365183,2.38210404,-0.05010551,0.00387150,-0.00000006,0.31911144,-0.00174793,0.81921539,-0.01993296,1.19699744,-0.01312738,0.01202918,-0.00078026,0.93695174,-0.03240192
-5.29764882,2.44742632,-0.05716611,0.00399430,-0.00000007,0.32999008,-0.00211893,0.84553978,-0.02198923,1.23241399,-0.01522132,0.01180407,-0.00083061,0.95990007,-0.03682336
-5.29164582,2.51885386,-0.06643136,0.00412001,-0.00000009,0.34133346,-0.00256671,0.87415484,-0.02493449,1.27035193,-0.01789139,0.01161417,-0.00091494,0.98585111,-0.04267161
-5.28564282,2.59656347,-0.07803467,0.00424864,-0.00000011,0.35303607,-0.00309946,0.90515804,-0.02879735,1.31073228,-0.02117993,0.01147446,-0.00103370,1.01505343,-0.05002863
-5.27963982,2.68044867,-0.09212263,0.00437980,-0.00000013,0.36496381,-0.00372556,0.93854271,-0.03361432,1.35334955,-0.02513209,0.01139915,-0.00118760,1.04762563,-0.05898536
-5.27363682,2.77010873,-0.10884756,0.00451266,-0.00000016,0.37695715,-0.00445325,0.97419221,-0.03942675,1.39787179,-0.02979381,0.01140132,-0.00137761,1.08354564,-0.06963688
-5.26763382,2.86485046,-0.12835882,0.00464594,-0.00000019,0.38883562,-0.00529032,1.01187907,-0.04627749,1.44384633,-0.03520959,0.01149260,-0.00160475,1.12264594,-0.08207685
-5.26163082,2.96370295,-0.15079321,0.00477790,-0.00000023,0.40040352,-0.00624371,1.05126932,-0.05420708,1.49071094,-0.04141985,0.01168281,-0.00187001,1.16461491,-0.09639131
-5.25562781,3.06544468,-0.17626458,0.00490639,-0.00000028,0.41145648,-0.00731912,1.09193199,-0.06324979,1.53781026,-0.04845820,0.01197973,-0.00217418,1.20900431,-0.11265208
-5.24962481,3.16864215,-0.20485314,0.00502892,-0.00000033,0.42178879,-0.00852059,1.13335319,-0.07342955,1.58441660,-0.05634858,0.01238878,-0.00251770,1.25524263,-0.13090985
-5.24362181,3.27169811,-0.23659485,0.00514271,-0.00000039,0.43120112,-0.00985003,1.17495446,-0.08475594,1.62975443,-0.06510237,0.01291291,-0.00290054,1.30265373,-0.15118741
-5.23761881,3.37290720,-0.27147131,0.00524483,-0.00000047,0.43950823,-0.01130690,1.21611417,-0.09722049,1.67302731,-0.07471573,0.01355235,-0.00332203,1.35047976,-0.17347322
-5.23161581,3.47051648,-0.30940085,0.00533228,-0.00000055,0.44654635,-0.01288774,1.25619114,-0.11079329,1.71344607,-0.08516717,0.01430455,-0.00378072,1.39790743,-0.19771565
