energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-6.00000000,2.00041534,0.00276986,0.03586376,0.02381524,0.00000000,0.00557230,1.21303777,0.48225531,0.20224289
-5.99399700,2.04314913,0.00305008,0.03604146,0.02434178,0.00000000,0.00563285,1.24004704,0.49963978,0.20555606
-5.98799400,2.08110653,0.00337649,0.03612431,0.02480682,0.00000000,0.00568703,1.26410278,0.51638506,0.20833947
-5.98199100,2.11460832,0.00375652,0.03612067,0.02521466,0.00000000,0.00573872,1.28537817,0.53254158,0.21062964
-5.97598799,2.14410984,0.00419789,0.03604139,0.02557136,0.00000000,0.00579220,1.30412834,0.54819089,0.21247672
-5.96998499,2.17019198,0.00470849,0.03589968,0.02588457,0.00000000,0.00585201,1.32068548,0.56344435,0.21394350
-5.96398199,2.19354729,0.00529611,0.03571090,0.02616338,0.00000000,0.00592285,1.33545091,0.57844036,0.21510396
-5.95797899,2.21496129,0.00596826,0.03549217,0.02641805,0.00000000,0.00600942,1.34888440,0.59334013,0.21604145
-5.95197599,2.23528929,0.00673182,0.03526203,0.02665971,0.00000000,0.00611625,1.36149051,0.60832214,0.21684637
-5.94597299,2.25542896,0.00759281,0.03503989,0.02689998,0.00000000,0.00624760,1.37380248,0.62357505,0.21761347
-5.93996998,2.27628941,0.00855604,0.03484552,0.02715061,0.00000000,0.00640726,1.38636385,0.63928965,0.21843891
-5.93396698,2.29875764,0.00962479,0.03469844,0.02742301,0.00000000,0.00659843,1.39970842,0.65564972,0.21941698
-5.92796398,2.32366346,0.01080054,0.03461725,0.02772785,0.00000000,0.00682355,1.41433917,0.67282238,0.22063673
-5.92196098,2.35174421,0.01208265,0.03461904,0.02807459,0.00000000,0.00708422,1.43070699,0.69094823,0.22217857
-5.91595798,2.38361063,0.01346813,0.03471869,0.02847105,0.00000000,0.00738106,1.44918998,0.71013173,0.22411096
-5.90995498,2.41971553,0.01495149,0.03492834,0.02892304,0.00000000,0.00771366,1.47007424,0.73043231,0.22648740
-5.90395198,2.46032660,0.01652454,0.03525684,0.02943400,0.00000000,0.00808050,1.49353722,0.75185664,0.22934371
-5.89794897,2.50550494,0.01817641,0.03570933,0.03000475,0.00000000,0.00847900,1.51963429,0.77435260,0.23269591
-5.89194597,2.55509043,0.01989353,0.03628692,0.03063332,0.00000000,0.00890547,1.54828943,0.79780523,0.23653867
-5.88594297,2.60869506,0.02165985,0.03698655,0.03131481,0.00000000,0.00935524,1.57929063,0.82203506,0.24084451
-5.87993997,2.66570479,0.02345695,0.03780091,0.03204149,0.00000000,0.00982272,1.61229039,0.84679903,0.24556378
-5.87393697,2.72529032,0.02526446,0.03871862,0.03280286,0.00000000,0.01030151,1.64681165,0.87179398,0.25062550
-5.86793397,2.78642666,0.02706040,0.03972452,0.03358591,0.00000000,0.01078462,1.68225890,0.89666288,0.25593895
-5.86193097,2.84792092,0.02882170,0.04080007,0.03437546,0.00000000,0.01126462,1.71793445,0.92100342,0.26139617
-5.85592796,2.90844748,0.03052469,0.04192399,0.03515457,0.00000000,0.01173384,1.75305904,0.94437886,0.26687505
-5.84992496,2.96658919,0.03214571,0.04307291,0.03590504,0.00000000,0.01218460,1.78679632,0.96633057,0.27224310
-5.84392196,3.02088305,0.03366171,0.04422220,0.03660797,0.00000000,0.01260943,1.81827997,0.98639192,0.27736171
-5.83791896,3.06986861,0.03505079,0.04534680,0.03724434,0.00000000,0.01300124,1.84664269,1.00410290,0.28209065
-5.83191596,3.11213699,0.03629285,0.04642211,0.03779562,0.00000000,0.01335361,1.87104560,1.01902481,0.28629276
-5.82591296,3.14637884,0.03737002,0.04742490,0.03824434,0.00000000,0.01366085,1.89070718,1.03075460,0.28983862
-5.81990995,3.17142908,0.03826720,0.04833413,0.03857466,0.00000000,0.01391823,1.90493025,1.03893814,0.29261093
-5.81390695,3.18630678,0.03897238,0.04913174,0.03877287,0.00000000,0.01412209,1.91312631,1.04328194,0.29450860
-5.80790395,3.19024880,0.03947695,0.04980331,0.03882785,0.00000000,0.01426986,1.91483601,1.04356293,0.29545020
-5.80190095,3.18273579,0.03977587,0.05033865,0.03873134,0.00000000,0.01436018,1.90974518,1.03963592,0.29537685
-5.79589795,3.16350981,0.03986773,0.05073219,0.03847828,0.00000000,0.01439285,1.89769582,1.03143848,0.29425428
-5.78989495,3.13258313,0.03975476,0.05098324,0.03806688,0.00000000,0.01436882,1.87869175,1.01899314,0.29207411
-5.78389195,3.09023790,0.03944266,0.05109608,0.03749871,0.00000000,0.01429011,1.85289881,1.00240697,0.28885420
-5.77788894,3.03701723,0.03894038,0.05107985,0.03677862,0.00000000,0.01415976,1.82063980,0.98186844,0.28463830
-5.77188594,2.97370790,0.03825985,0.05094837,0.03591459,0.00000000,0.01398165,1.78238432,0.95764197,0.27949463
-5.76588294,2.90131584,0.03741556,0.05071965,0.03491747,0.00000000,0.01376042,1.73873419,0.93006029,0.27351397
-5.75987994,2.82103525,0.03642418,0.05041541,0.03380066,0.00000000,0.01350126,1.69040502,0.89951504,0.26680682
-5.75387694,2.73421277,0.03530407,0.05006035,0.03257973,0.00000000,0.01320985,1.63820459,0.86644590,0.25950015
-5.74787394,2.64230793,0.03407481,0.04968139,0.03127202,0.00000000,0.01289208,1.58300907,0.83132872,0.25173363
-5.74187094,2.54685136,0.03275672,0.04930681,0.02989612,0.00000000,0.01255400,1.52573772,0.79466312,0.24365552
-5.73586793,2.44940227,0.03137036,0.04896531,0.02847144,0.00000000,0.01220162,1.46732712,0.75695982,0.23541845
-5.72986493,2.35150638,0.02993610,0.04868506,0.02701771,0.00000000,0.01184076,1.40870572,0.71872824,0.22717505
-5.72386193,2.25465590,0.02847368,0.04849280,0.02555457,0.00000000,0.01147698,1.35076952,0.68046473,0.21907377
-5.71785893,2.16025247,0.02700183,0.04841286,0.02410107,0.00000000,0.01111540,1.29435959,0.64264160,0.21125491
-5.71185593,2.06957424,0.02553792,0.04846640,0.02267533,0.00000000,0.01076067,1.24024215,0.60569746,0.20384694
-5.70585293,1.98374801,0.02409773,0.04867060,0.02129422,0.00000000,0.01041686,1.18909163,0.57002892,0.19696335
-5.69984992,1.90372692,0.02269519,0.04903807,0.01997299,0.00000000,0.01008741,1.14147734,0.53598382,0.19069999
-5.69384692,1.83027438,0.02134226,0.04957635,0.01872512,0.00000000,0.00977512,1.09785370,0.50385626,0.18513308
-5.68784392,1.76395428,0.02004880,0.05028761,0.01756214,0.00000000,0.00948211,1.05855454,0.47388330,0.18031786
-5.68184092,1.70512772,0.01882259,0.05116849,0.01649348,0.00000000,0.00920986,1.02379130,0.44624339,0.17628788
-5.67583792,1.65395591,0.01766933,0.05221016,0.01552644,0.00000000,0.00895920,0.99365495,0.42105650,0.17305510
-5.66983492,1.61040899,0.01659274,0.05339850,0.01466622,0.00000000,0.00873039,0.96812162,0.39838579,0.17061058
-5.66383192,1.57428013,0.01559466,0.05471458,0.01391590,0.00000000,0.00852318,0.94706134,0.37824075,0.16892578
-5.65782891,1.54520419,0.01467529,0.05613513,0.01327660,0.00000000,0.00833686,0.93024956,0.36058143,0.16795449
-5.65182591,1.52268011,0.01383333,0.05763330,0.01274752,0.00000000,0.00817038,0.91738092,0.34532382,0.16763521
-5.64582291,1.50609596,0.01306624,0.05917949,0.01232617,0.00000000,0.00802241,0.90808458,0.33234585,0.16789386
-5.63981991,1.49475582,0.01237048,0.06074217,0.01200845,0.00000000,0.00789149,0.90194057,0.32149401,0.16864680
-5.63381691,1.48790725,0.01174174,0.06228891,0.01178891,0.00000000,0.00777607,0.89849648,0.31259018,0.16980403
-5.62781391,1.48476847,0.01117521,0.06378730,0.01166085,0.00000000,0.00767465,0.89728388,0.30543845,0.17127227
-5.62181091,1.48455434,0.01066575,0.06520586,0.01161659,0.00000000,0.00758582,0.89783395,0.29983185,0.17295815
-5.61580790,1.48650018,0.01020817,0.06651497,0.01164760,0.00000000,0.00750840,0.89969177,0.29555859,0.17477104
-5.60980490,1.48988293,0.00979737,0.06768761,0.01174470,0.00000000,0.00744143,0.90242891,0.29240784,0.17662569
-5.60380190,1.49403904,0.00942847,0.06870008,0.01189826,0.00000000,0.00738424,0.90565395,0.29017479,0.17844445
-5.59779890,1.49837868,0.00909701,0.06953252,0.01209837,0.00000000,0.00733650,0.90902085,0.28866499,0.18015912
-5.59179590,1.50239622,0.00879895,0.07016933,0.01233500,0.00000000,0.00729817,0.91223492,0.28769786,0.18171226
-5.58579290,1.50567689,0.00853081,0.07059945,0.01259816,0.00000000,0.00726956,0.91505653,0.28710945,0.18305811
-5.57978989,1.50789971,0.00828965,0.07081643,0.01287812,0.00000000,0.00725122,0.91730252,0.28675435,0.18416297
-5.57378689,1.50883705,0.00807312,0.07081850,0.01316550,0.00000000,0.00724395,0.91884558,0.28650684,0.18500513
-5.56778389,1.50835099,0.00787941,0.07060831,0.01345144,0.00000000,0.00724872,0.91961173,0.28626141,0.18557442
-5.56178089,1.50638711,0.00770724,0.07019278,0.01372775,0.00000000,0.00726660,0.91957623,0.28593260,0.18587128
-5.55577789,1.50296591,0.00755582,0.06958266,0.01398704,0.00000000,0.00729867,0.91875809,0.28545438,0.18590565
-5.54977489,1.49817254,0.00742478,0.06879212,0.01422281,0.00000000,0.00734596,0.91721360,0.28477900,0.18569544
-5.54377189,1.49214523,0.00731408,0.06783826,0.01442953,0.00000000,0.00740935,0.91502907,0.28387561,0.18526495
