energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-5.80790395,2.89754663,0.93387520,0.35127628,0.00346891,0.49935163,0.97757843,0.96046452,1.25331163,0.00000000
-5.80190095,2.95331916,0.94972753,0.36605367,0.00345466,0.50767492,0.98768809,0.97568854,1.27416887,0.00000000
-5.79589795,3.00572428,0.96487545,0.38166921,0.00344225,0.51497401,0.99862759,0.98816923,1.29394566,0.00000000
-5.78989495,3.05573610,0.97962067,0.39824733,0.00343233,0.52143871,1.01056848,0.99825267,1.31305434,0.00000000
-5.78389195,3.10452034,0.99432498,0.41590984,0.00342603,0.52729862,1.02371465,1.00637520,1.33198532,0.00000000
-5.77788894,3.15337359,1.00939225,0.43476637,0.00342484,0.53281164,1.03828835,1.01304399,1.35128249,0.00000000
-5.77188594,3.20365266,1.02524678,0.45490441,0.00343054,0.53825073,1.05451361,1.01881380,1.37151431,0.00000000
-5.76588294,3.25669738,1.04230932,0.47637933,0.00344509,0.54388958,1.07259791,1.02426094,1.39324191,0.00000000
-5.75987994,3.31375046,1.06097157,0.49920495,0.00347049,0.54998786,1.09271323,1.02995553,1.41698565,0.00000000
-5.75387694,3.37587850,1.08157067,0.52334530,0.00350868,0.55677679,1.11497752,1.03643343,1.44319194,0.00000000
-5.74787394,3.44389826,1.10436484,0.54870794,0.00356137,0.56444569,1.13943777,1.04416917,1.47220189,0.00000000
-5.74187094,3.51831197,1.12951162,0.57513943,0.00362993,0.57313026,1.16605571,1.05355120,1.50422358,0.00000000
-5.73586793,3.59925546,1.15704982,0.60242337,0.00371530,0.58290318,1.19469716,1.06486066,1.53930940,0.00000000
-5.72986493,3.68646191,1.18688622,0.63028105,0.00381785,0.59376748,1.22512568,1.07825479,1.57733984,0.00000000
-5.72386193,3.77924353,1.21878797,0.65837511,0.00393735,0.60565311,1.25700114,1.09375584,1.61801467,0.00000000
-5.71785893,3.87649249,1.25238120,0.68631605,0.00407288,0.61841683,1.28988349,1.11124592,1.66085224,0.00000000
-5.71185593,3.97670148,1.28715602,0.71367138,0.00422281,0.63184550,1.32324150,1.13046830,1.70519706,0.00000000
-5.70585293,4.07800333,1.32247806,0.73997727,0.00438487,0.64566261,1.35646651,1.15103487,1.75023555,0.00000000
-5.69984992,4.17822806,1.35760593,0.76475198,0.00455608,0.65953778,1.38889025,1.17243967,1.79501947,0.00000000
-5.69384692,4.27497494,1.39171411,0.78751084,0.00473294,0.67309870,1.41980615,1.19407771,1.83849584,0.00000000
-5.68784392,4.36569628,1.42392026,0.80778185,0.00491142,0.68594505,1.44849304,1.21526817,1.87954234,0.00000000
-5.68184092,4.44778920,1.45331563,0.82512140,0.00508713,0.69766373,1.47424013,1.23528103,1.91700641,0.00000000
-5.67583792,4.51869126,1.47899747,0.83912926,0.00525546,0.70784455,1.49637204,1.25336574,1.94974645,0.00000000
-5.66983492,4.57597534,1.50010175,0.84946234,0.00541171,0.71609588,1.51427270,1.26878068,1.97667320,0.00000000
-5.66383192,4.61743978,1.51583489,0.85584645,0.00555127,0.72205937,1.52740699,1.28082198,1.99678942,0.00000000
-5.65782891,4.64118955,1.52550294,0.85808562,0.00566973,0.72542321,1.53533898,1.28885055,2.00922623,0.00000000
-5.65182591,4.64570501,1.52853712,0.85606855,0.00576311,0.72593331,1.53774620,1.29231598,2.01327441,0.00000000
-5.64582291,4.62989539,1.52451434,0.84977199,0.00582790,0.72340196,1.53442906,1.29077644,2.00840942,0.00000000
-5.63981991,4.59313493,1.51317217,0.83926087,0.00586129,0.71771374,1.52531523,1.28391367,1.99430906,0.00000000
-5.63381691,4.53528044,1.49441738,0.82468524,0.00586117,0.70882841,1.51045886,1.27154276,1.97086321,0.00000000
-5.62781391,4.45667010,1.46832808,0.80627435,0.00582625,0.69678085,1.49003480,1.25361622,1.93817543,0.00000000
-5.62181091,4.35810411,1.43514929,0.78432798,0.00575610,0.68167815,1.46432834,1.23022255,1.89655646,0.00000000
-5.61580790,4.24080873,1.39528248,0.75920568,0.00565111,0.66369411,1.43372098,1.20157962,1.84651028,0.00000000
-5.60980490,4.10638591,1.34926962,0.73131430,0.00551254,0.64306149,1.39867320,1.16802326,1.78871352,0.00000000
-5.60380190,3.95675133,1.29777275,0.70109456,0.00534239,0.62006259,1.35970519,1.12999198,1.72398942,0.00000000
-5.59779890,3.79406421,1.24154994,0.66900708,0.00514338,0.59501849,1.31737641,1.08800866,1.65327770,0.00000000
-5.59179590,3.62065223,1.18142912,0.63551865,0.00491880,0.56827760,1.27226523,1.04266011,1.57760180,0.00000000
-5.58579290,3.43893520,1.11828066,0.60108920,0.00467241,0.54020406,1.22494945,0.99457575,1.49803504,0.00000000
-5.57978989,3.25135069,1.05299025,0.56615995,0.00440834,0.51116649,1.17598870,0.94440614,1.41566729,0.00000000
-5.57378689,3.06028484,0.98643301,0.53114330,0.00413088,0.48152739,1.12590937,0.89280265,1.33157334,0.00000000
-5.56778389,2.86801071,0.91944987,0.49641446,0.00384443,0.45163387,1.07519262,0.84039871,1.24678442,0.00000000
-5.56178089,2.67663636,0.85282710,0.46230538,0.00355330,0.42180965,1.02426581,0.78779366,1.16226365,0.00000000
-5.55577789,2.48806383,0.78727949,0.42910068,0.00326163,0.39234880,0.97349747,0.73553943,1.07888617,0.00000000
-5.54977489,2.30395989,0.72343766,0.39703583,0.00297327,0.36351111,0.92319569,0.68413050,0.99742445,0.00000000
-5.54377189,2.12573851,0.66183953,0.36629726,0.00269171,0.33551925,0.87360964,0.63399716,0.91853875,0.00000000
-5.53776888,1.95455457,0.60292605,0.33702427,0.00242000,0.30855747,0.82493386,0.58550206,0.84277273,0.00000000
-5.53176588,1.79130786,0.54704063,0.30931237,0.00216074,0.28277190,0.77731461,0.53893980,0.77055375,0.00000000
-5.52576288,1.63665575,0.49443225,0.28321787,0.00191599,0.25827202,0.73085776,0.49453917,0.70219733,0.00000000
-5.51975988,1.49103317,0.44526123,0.25876320,0.00168733,0.23513322,0.68563758,0.45246760,0.63791503,0.00000000
-5.51375688,1.35467772,0.39960755,0.23594274,0.00147587,0.21340012,0.64170566,0.41283746,0.57782501,0.00000000
-5.50775388,1.22765841,0.35748054,0.21472879,0.00128223,0.19309039,0.59909951,0.37571342,0.52196437,0.00000000
-5.50175088,1.10990592,0.31882977,0.19507739,0.00110665,0.17419890,0.55785022,0.34112056,0.47030256,0.00000000
-5.49574787,1.00124304,0.28355618,0.17693380,0.00094897,0.15670182,0.51798892,0.30905275,0.42275504,0.00000000
-5.48974487,0.90141376,0.25152311,0.16023734,0.00080875,0.14056066,0.47955171,0.27948075,0.37919659,0.00000000
-5.48374187,0.81011002,0.22256672,0.14492563,0.00068531,0.12572599,0.44258291,0.25235979,0.33947370,0.00000000
-5.47773887,0.72699525,0.19650546,0.13093794,0.00057775,0.11214074,0.40713677,0.22763639,0.30341565,0.00000000
-5.47173587,0.65172419,0.17314834,0.11821787,0.00048509,0.09974311,0.37327760,0.20525417,0.27084409,0.00000000
-5.46573287,0.58395883,0.15230187,0.10671513,0.00040623,0.08846889,0.34107855,0.18515859,0.24158082,0.00000000
-5.45972986,0.52338036,0.13377566,0.09638668,0.00034007,0.07825340,0.31061942,0.16730052,0.21545387,0.00000000
-5.45372686,0.46969741,0.11738664,0.08719716,0.00028553,0.06903288,0.28198362,0.15163877,0.19230187,0.00000000
-5.44772386,0.42265076,0.10296202,0.07911879,0.00024157,0.06074550,0.25525476,0.13814151,0.17197682,0.00000000
-5.44172086,0.38201504,0.09034115,0.07213079,0.00020723,0.05333209,0.23051303,0.12678676,0.15434547,0.00000000
-5.43571786,0.34759779,0.07937640,0.06621844,0.00018164,0.04673648,0.20783166,0.11756191,0.13928952,0.00000000
-5.42971486,0.31923634,0.06993328,0.06137180,0.00016407,0.04090566,0.18727375,0.11046261,0.12670479,0.00000000
-5.42371186,0.29679293,0.06188994,0.05758434,0.00015388,0.03578984,0.16888951,0.10549080,0.11649956,0.00000000
-5.41770885,0.28014851,0.05513623,0.05485128,0.00015055,0.03134230,0.15271409,0.10265228,0.10859241,0.00000000
-5.41170585,0.26919549,0.04957247,0.05316797,0.00015370,0.02751927,0.13876594,0.10195378,0.10290950,0.00000000
-5.40570285,0.26382980,0.04510803,0.05252814,0.00016301,0.02427971,0.12704580,0.10339956,0.09938168,0.00000000
-5.39969985,0.26394259,0.04165995,0.05292224,0.00017829,0.02158519,0.11753625,0.10698780,0.09794142,0.00000000
-5.39369685,0.26941177,0.03915149,0.05433575,0.00019940,0.01939962,0.11020167,0.11270669,0.09851969,0.00000000
-5.38769385,0.28009367,0.03751083,0.05674763,0.00022625,0.01768921,0.10498858,0.12053060,0.10104304,0.00000000
-5.38169085,0.29581519,0.03666997,0.06012883,0.00025880,0.01642228,0.10182638,0.13041613,0.10543078,0.00000000
-5.37568784,0.31636661,0.03656380,0.06444108,0.00029700,0.01556922,0.10062823,0.14229850,0.11159259,0.00000000
-5.36968484,0.34149557,0.03712938,0.06963584,0.00034079,0.01510248,0.10129216,0.15608829,0.11942653,0.00000000
-5.36368184,0.37090233,0.03830556,0.07565359,0.00039007,0.01499655,0.10370245,0.17166872,0.12881761,0.00000000
-5.35767884,0.40423690,0.04003283,0.08242346,0.00044469,0.01522803,0.10773102,0.18889376,0.13963705,0.00000000
-5.35167584,0.44109824,0.04225347,0.08986333,0.00050440,0.01577578,0.11323922,0.20758711,0.15174231,0.00000000
-5.34567284,0.48103586,0.04491198,0.09788035,0.00056886,0.01662107,0.12007970,0.22754237,0.16497799,0.00000000
-5.33966983,0.52355407,0.04795584,0.10637204,0.00063764,0.01774784,0.12809876,0.24852443,0.17917765,0.00000000
-5.33366683,0.56811908,0.05133649,0.11522790,0.00071015,0.01914301,0.13713885,0.27027224,0.19416662,0.00000000
-5.32766383,0.61416884,0.05501056,0.12433155,0.00078572,0.02079686,0.14704165,0.29250303,0.20976570,0.00000000
-5.32166083,0.66112564,0.05894130,0.13356341,0.00086352,0.02270344,0.15765136,0.31491781,0.22579579,0.00000000
-5.31565783,0.70841112,0.06310013,0.14280379,0.00094263,0.02486108,0.16881847,0.33720830,0.24208321,0.00000000
-5.30965483,0.75546317,0.06746819,0.15193636,0.00102203,0.02727284,0.18040377,0.35906485,0.25846560,0.00000000
-5.30365183,0.80175433,0.07203793,0.16085178,0.00110060,0.02994697,0.19228254,0.38018528,0.27479815,0.00000000
-5.29764882,0.84681062,0.07681444,0.16945146,0.00117719,0.03289737,0.20434882,0.40028426,0.29095984,0.00000000
-5.29164582,0.89023011,0.08181659,0.17765116,0.00125060,0.03614383,0.21651946,0.41910279,0.30685938,0.00000000
-5.28564282,0.93170028,0.08707773,0.18538430,0.00131967,0.03971222,0.22873785,0.43641742,0.32244045,0.00000000
-5.27963982,0.97101295,0.09264593,0.19260475,0.00138324,0.04363435,0.24097696,0.45204880,0.33768598,0.00000000
-5.27363682,1.00807606,0.09858359,0.19928901,0.00144027,0.04794769,0.25324158,0.46586892,0.35262100,0.00000000
-5.26763382,1.04292117,0.10496634,0.20543744,0.00148981,0.05269461,0.26556935,0.47780689,0.36731378,0.00000000
-5.26163082,1.07570608,0.11188127,0.21107461,0.00153105,0.05792140,0.27803061,0.48785260,0.38187512,0.00000000
-5.25562781,1.10671192,0.11942423,0.21624854,0.00156337,0.06367678,0.29072659,0.49605825,0.39645540,0.00000000
-5.24962481,1.13633434,0.12769653,0.22102885,0.00158634,0.07001010,0.30378612,0.50253728,0.41123955,0.00000000
-5.24362181,1.16506891,0.13680081,0.22550380,0.00159973,0.07696913,0.31736069,0.50746088,0.42643983,0.00000000
-5.23761881,1.19349085,0.14683629,0.22977639,0.00160354,0.08459745,0.33161790,0.51105187,0.44228656,0.00000000
-5.23161581,1.22222981,0.15789361,0.23395949,0.00159796,0.09293169,0.34673357,0.51357633,0.45901718,0.00000000
-5.22561281,1.25194045,0.17004924,0.23817035,0.00158343,0.10199846,0.36288252,0.51533313,0.47686398,0.00000000
-5.21960980,1.28327013,0.18335993,0.24252470,0.00156054,0.11181129,0.38022868,0.51664190,0.49604098,0.00000000
-5.21360680,1.31682494,0.19785724,0.24713056,0.00153007,0.12236767,0.39891459,0.51782976,0.51673049,0.00000000
-5.20760380,1.35313580,0.21354249,0.25208231,0.00149293,0.13364626,0.41905102,0.51921764,0.53907013,0.00000000
-5.20160080,1.39262620,0.23038246,0.25745511,0.00145012,0.14560448,0.44070701,0.52110661,0.56314079,0.00000000
-5.19559780,1.43558312,0.24830596,0.26330004,0.00140274,0.15817677,0.46390102,0.52376497,0.58895636,0.00000000
-5.18959480,1.48213300,0.26720169,0.26964031,0.00135189,0.17127340,0.48859356,0.52741667,0.61645564,0.00000000
-5.18359180,1.53222378,0.28691738,0.27646856,0.00129867,0.18478016,0.51468189,0.53223177,0.64549718,0.00000000
-5.17758879,1.58561456,0.30726059,0.28374571,0.00124417,0.19855903,0.54199701,0.53831920,0.67585729,0.00000000
-5.17158579,1.64187345,0.32800113,0.29140121,0.00118938,0.21244975,0.57030345,0.54572245,0.70723161,0.00000000
-5.16558279,1.70038410,0.34887504,0.29933479,0.00113522,0.22627239,0.59930186,0.55441829,0.73924036,0.00000000
-5.15957979,1.76036117,0.36959035,0.30741985,0.00108250,0.23983099,0.62863458,0.56431874,0.77143715,0.00000000
-5.15357679,1.82087405,0.38983424,0.31550801,0.00103192,0.25291791,0.65789396,0.57527610,0.80332121,0.00000000
-5.14757379,1.88087830,0.40928140,0.32343504,0.00098406,0.26531912,0.68663339,0.58709106,0.83435258,0.00000000
-5.14157079,1.93925343,0.42760356,0.33102751,0.00093939,0.27681992,0.71438042,0.59952330,0.86396979,0.00000000
-5.13556778,1.99484563,0.44447953,0.33811020,0.00089827,0.28721111,0.74065169,0.61230437,0.89160919,0.00000000
-5.12956478,2.04651349,0.45960557,0.34451369,0.00086099,0.29629526,0.76496894,0.62515206,0.91672526,0.00000000
-5.12356178,2.09317490,0.47270571,0.35008188,0.00082776,0.30389285,0.78687546,0.63778568,0.93881104,0.00000000
-5.11755878,2.13385288,0.48354141,0.35467909,0.00079875,0.30984810,0.80595228,0.64994158,0.95741767,0.00000000
-5.11155578,2.16771850,0.49192038,0.35819635,0.00077410,0.31403405,0.82183338,0.66138814,0.97217236,0.00000000
-5.10555278,2.19412872,0.49770404,0.36055667,0.00075396,0.31635689,0.83421919,0.67193958,0.98279380,0.00000000
-5.09954977,2.21265766,0.50081333,0.36171891,0.00073847,0.31675929,0.84288789,0.68146793,0.98910446,0.00000000
-5.09354677,2.22311984,0.50123274,0.36168029,0.00072785,0.31522242,0.84770382,0.68991257,0.99103922,0.00000000
-5.08754377,2.22558427,0.49901215,0.36047725,0.00072232,0.31176688,0.84862289,0.69728706,0.98864979,0.00000000
-5.08154077,2.22037896,0.49426658,0.35818470,0.00072218,0.30645221,0.84569442,0.70368279,0.98210500,0.00000000
-5.07553777,2.20808562,0.48717387,0.35491380,0.00072778,0.29937523,0.83905975,0.70926940,0.97168668,0.00000000
-5.06953477,2.18952478,0.47797013,0.35080828,0.00073949,0.29066716,0.82894735,0.71429202,0.95778151,0.00000000
-5.06353177,2.16573225,0.46694350,0.34603960,0.00075774,0.28048968,0.81566495,0.71906529,0.94086920,0.00000000
-5.05752876,2.13792776,0.45442616,0.34080110,0.00078297,0.26903020,0.79958903,0.72396463,0.92150739,0.00000000
-5.05152576,2.10747741,0.44078505,0.33530157,0.00081561,0.25649638,0.78115203,0.72941509,0.90031419,0.00000000
-5.04552276,2.07585131,0.42641162,0.32975833,0.00085605,0.24311025,0.76082815,0.73587810,0.87794884,0.00000000
-5.03951976,2.04457838,0.41171095,0.32439037,0.00090464,0.22910216,0.73911806,0.74383693,0.85509153,0.00000000
-5.03351676,2.01519995,0.39709071,0.31941167,0.00096159,0.21470475,0.71653353,0.75378107,0.83242306,0.00000000
-5.02751376,1.98922394,0.38295020,0.31502503,0.00102704,0.20014712,0.69358221,0.76619037,0.81060520,0.00000000
-5.02151076,1.96808114,0.36966996,0.31141659,0.00110093,0.18564952,0.67075345,0.78151930,0.79026245,0.00000000
-5.01550775,1.95308515,0.35760216,0.30875132,0.00118304,0.17141858,0.64850548,0.80018181,0.77196580,0.00000000
-5.00950475,1.94539698,0.34706204,0.30716947,0.00127296,0.15764330,0.62725436,0.82253728,0.75621906,0.00000000
-5.00350175,1.94599522,0.33832074,0.30678403,0.00137003,0.14449182,0.60736495,0.84887781,0.74344809,0.00000000
-4.99749875,1.95565241,0.33159945,0.30767935,0.00147342,0.13210906,0.58914407,0.87941723,0.73399306,0.00000000
-4.99149575,1.97491789,0.32706515,0.30991072,0.00158202,0.12061513,0.57283593,0.91428196,0.72810401,0.00000000
-4.98549275,2.00410714,0.32482796,0.31350481,0.00169457,0.11010469,0.55861957,0.95350388,0.72593938,0.00000000
-4.97948974,2.04329757,0.32494003,0.31846095,0.00180958,0.10064686,0.54660844,0.99701537,0.72756753,0.00000000
-4.97348674,2.09233022,0.32739590,0.32475300,0.00192539,0.09228601,0.53685171,1.04464656,0.73297079,0.00000000
-4.96748374,2.15081710,0.33213436,0.33233165,0.00204025,0.08504293,0.52933711,1.09612489,0.74205176,0.00000000
-4.96148074,2.21815346,0.33904160,0.34112706,0.00215230,0.07891654,0.52399510,1.15107688,0.75464129,0.00000000
-4.95547774,2.29353444,0.34795545,0.35105154,0.00225963,0.07388591,0.52070396,1.20903233,0.77050783,0.00000000
-4.94947474,2.37597549,0.35867072,0.36200231,0.00236035,0.06991256,0.51929578,1.26943075,0.78936746,0.00000000
-4.94347174,2.46433581,0.37094526,0.37386410,0.00245264,0.06694281,0.51956289,1.33163013,0.81089431,0.00000000
-4.93746873,2.55734439,0.38450671,0.38651151,0.00253478,0.06491022,0.52126471,1.39491788,0.83473081,0.00000000
-4.93146573,2.65362783,0.39905969,0.39981121,0.00260523,0.06373801,0.52413481,1.45852391,0.86049747,0.00000000
-4.92546273,2.75173953,0.41429314,0.41362374,0.00266262,0.06334137,0.52788805,1.52163555,0.88780187,0.00000000
-4.91945973,2.85018958,0.42988790,0.42780511,0.00270586,0.06362965,0.53222770,1.58341418,0.91624654,0.00000000
-4.91345673,2.94747477,0.44552396,0.44220817,0.00273411,0.06450838,0.53685251,1.64301311,0.94543574,0.00000000
-4.90745373,3.04210822,0.46088751,0.45668367,0.00274683,0.06588115,0.54146352,1.69959637,0.97498089,0.00000000
-4.90145073,3.13264805,0.47567753,0.47108128,0.00274378,0.06765123,0.54577069,1.75235779,1.00450474,0.00000000
-4.89544772,3.21772436,0.48961166,0.48525052,0.00272503,0.06972310,0.54949915,1.80053997,1.03364446,0.00000000
-4.88944472,3.29606431,0.50243143,0.49904160,0.00269095,0.07200372,0.55239497,1.84345242,1.06205357,0.00000000
-4.88344172,3.36651446,0.51390657,0.51230643,0.00264218,0.07440374,0.55423041,1.88048827,1.08940312,0.00000000
-4.87743872,3.42806012,0.52383843,0.52489968,0.00257962,0.07683846,0.55480848,1.91113903,1.11538222,0.00000000
-4.87143572,3.47984131,0.53206242,0.53668001,0.00250440,0.07922869,0.55396671,1.93500678,1.13969826,0.00000000
-4.86543272,3.52116505,0.53844954,0.54751151,0.00241782,0.08150151,0.55158008,1.95181347,1.16207697,0.00000000
-4.85942971,3.55151383,0.54290691,0.55726536,0.00232136,0.08359088,0.54756292,1.96140687,1.18226273,0.00000000
-4.85342671,3.57055016,0.54537744,0.56582170,0.00221656,0.08543819,0.54186981,1.96376309,1.20001915,0.00000000
-4.84742371,3.57811748,0.54583877,0.57307162,0.00210503,0.08699260,0.53449543,1.95898557,1.21513016,0.00000000
-4.84142071,3.57423733,0.54430140,0.57891936,0.00198843,0.08821141,0.52547340,1.94730070,1.22740176,0.00000000
-4.83541771,3.55910333,0.54080638,0.58328454,0.00186835,0.08906028,0.51487403,1.92905022,1.23666433,0.00000000
-4.82941471,3.53307214,0.53542248,0.58610436,0.00174635,0.08951326,0.50280130,1.90468093,1.24277554,0.00000000
-4.82341171,3.49665191,0.52824302,0.58733568,0.00162389,0.08955287,0.48938891,1.87473199,1.24562371,0.00000000
-4.81740870,3.45048848,0.51938261,0.58695687,0.00150233,0.08916992,0.47479580,1.83982042,1.24513134,0.00000000
-4.81140570,3.39534988,0.50897367,0.58496927,0.00138289,0.08836336,0.45920113,1.80062540,1.24125869,0.00000000
-4.80540270,3.33210936,0.49716300,0.58139819,0.00126663,0.08713984,0.44279896,1.75787176,1.23400703,0.00000000
-4.79939970,3.26172732,0.48410846,0.57629335,0.00115447,0.08551333,0.42579278,1.71231330,1.22342120,0.00000000
-4.79339670,3.18523239,0.46997567,0.56972857,0.00104717,0.08350452,0.40839016,1.66471638,1.20959134,0.00000000
-4.78739370,3.10370186,0.45493491,0.56180078,0.00094531,0.08114012,0.39079744,1.61584407,1.19265333,0.00000000
-4.78139070,3.01824172,0.43915820,0.55262818,0.00084934,0.07845211,0.37321484,1.56644128,1.17278784,0.00000000
-4.77538769,2.92996640,0.42281651,0.54234766,0.00075958,0.07547688,0.35583200,1.51722095,1.15021781,0.00000000
-4.76938469,2.83997844,0.40607717,0.53111147,0.00067618,0.07225425,0.33882399,1.46885161,1.12520429,0.00000000
-4.76338169,2.74934840,0.38910148,0.51908317,0.00059920,0.06882659,0.32234796,1.42194633,1.09804075,0.00000000
-4.75737869,2.65909511,0.37204243,0.50643312,0.00052860,0.06523772,0.30654037,1.37705305,1.06904590,0.00000000
-4.75137569,2.57016675,0.35504272,0.49333354,0.00046424,0.06153201,0.29151496,1.33464654,1.03855539,0.00000000
-4.74537269,2.48342315,0.33823286,0.47995342,0.00040591,0.05775336,0.27736130,1.29512174,1.00691262,0.00000000
-4.73936968,2.39961966,0.32172967,0.46645343,0.00035334,0.05394430,0.26414414,1.25878877,0.97445913,0.00000000
-4.73336668,2.31939326,0.30563489,0.45298107,0.00030623,0.05014522,0.25190333,1.22586956,0.94152496,0.00000000
-4.72736368,2.24325128,0.29003421,0.43966634,0.00026424,0.04639358,0.24065437,1.19649614,0.90841947,0.00000000
-4.72136068,2.17156331,0.27499663,0.42661807,0.00022701,0.04272336,0.23038969,1.17071070,0.87542303,0.00000000
-4.71535768,2.10455676,0.26057413,0.41392106,0.00019417,0.03916455,0.22108036,1.14846752,0.84277997,0.00000000
-4.70935468,2.04231635,0.24680186,0.40163427,0.00016535,0.03574287,0.21267834,1.12963680,0.81069325,0.00000000
-4.70335168,1.98478773,0.23369865,0.38979007,0.00014018,0.03247953,0.20511924,1.11401030,0.77932085,0.00000000
-4.69734867,1.93178533,0.22126799,0.37839458,0.00011831,0.02939122,0.19832531,1.10130901,0.74877430,0.00000000
-4.69134567,1.88300433,0.20949940,0.36742922,0.00009940,0.02649019,0.19220877,1.09119240,0.71911917,0.00000000
-4.68534267,1.83803619,0.19837010,0.35685314,0.00008313,0.02378440,0.18667526,1.08326940,0.69037758,0.00000000
-4.67933967,1.79638756,0.18784704,0.34660667,0.00006920,0.02127789,0.18162734,1.07711055,0.66253249,0.00000000
-4.67333667,1.75750147,0.17788915,0.33661550,0.00005734,0.01897111,0.17696787,1.07226114,0.63553352,0.00000000
-4.66733367,1.72078030,0.16844967,0.32679526,0.00004728,0.01686137,0.17260326,1.06825491,0.60930393,0.00000000
-4.66133067,1.68560944,0.15947859,0.31705658,0.00003880,0.01494333,0.16844632,1.06462768,0.58374847,0.00000000
-4.65532766,1.65138053,0.15092501,0.30731010,0.00003168,0.01320950,0.16441879,1.06093062,0.55876146,0.00000000
-4.64932466,1.61751364,0.14273938,0.29747129,0.00002574,0.01165071,0.16045333,1.05674244,0.53423501,0.00000000
-4.64332166,1.58347710,0.13487548,0.28746494,0.00002081,0.01025666,0.15649494,1.05168023,0.51006663,0.00000000
