energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,S_s_up,S_p_up,W_p_up,W_d_up
-6.00000000,1.88873629,0.39285939,1.21117229,0.00336895,0.13775996,0.01163239,0.25542661,0.22018005,0.20449755
-5.99399700,1.90354280,0.39215529,1.21694575,0.00369314,0.13849506,0.01199088,0.25387219,0.21850262,0.21048925
-5.98799400,1.91638997,0.39072766,1.22123370,0.00404221,0.13904588,0.01235938,0.25229611,0.21642934,0.21635867
-5.98199100,1.92703579,0.38862460,1.22396329,0.00441246,0.13939188,0.01272865,0.25069968,0.21402152,0.22199559
-5.97598799,1.93527416,0.38591451,1.22509194,0.00479949,0.13951508,0.01308910,0.24908467,0.21134088,0.22728954
-5.96998499,1.94094575,0.38268581,1.22461276,0.00519821,0.13940087,0.01343114,0.24745338,0.20844730,0.23213301
-5.96398199,1.94394934,0.37904680,1.22256002,0.00560293,0.13903881,0.01374542,0.24580918,0.20539702,0.23642487
-5.95797899,1.94425312,0.37512547,1.21901434,0.00600749,0.13842349,0.01402311,0.24415710,0.20224124,0.24007375
-5.95197599,1.94190547,0.37106936,1.21410735,0.00640536,0.13755527,0.01425616,0.24250480,0.19902538,0.24300128
-5.94597299,1.93704446,0.36704541,1.20802536,0.00678981,0.13644092,0.01443756,0.24086370,0.19578884,0.24514508
-5.93996998,1.92990539,0.36323950,1.20101164,0.00715406,0.13509424,0.01456150,0.23925031,0.19256536,0.24646139
-5.93396698,1.92082572,0.35985592,1.19336700,0.00749151,0.13353628,0.01462360,0.23768751,0.18938378,0.24692715
-5.92796398,1.91024658,0.35711619,1.18544823,0.00779588,0.13179554,0.01462095,0.23620593,0.18626921,0.24654142
-5.92196098,1.89871046,0.35525753,1.17766420,0.00806143,0.12990773,0.01455229,0.23484498,0.18324448,0.24532608
-5.91595798,1.88685461,0.35453048,1.17046952,0.00828314,0.12791531,0.01441793,0.23365371,0.18033159,0.24332584
-5.90995498,1.87539994,0.35519583,1.16435555,0.00845684,0.12586668,0.01421981,0.23269113,0.17755320,0.24060726
-5.90395198,1.86513547,0.35752063,1.15983907,0.00857940,0.12381504,0.01396137,0.23202611,0.17493392,0.23725713
-5.89794897,1.85689865,0.36177328,1.15744885,0.00864875,0.12181699,0.01364746,0.23173655,0.17250119,0.23338001
-5.89194597,1.85155197,0.36821782,1.15771036,0.00866402,0.11993083,0.01328417,0.23190799,0.17028591,0.22909511
-5.88594297,1.84995679,0.37710729,1.16112935,0.00862554,0.11821468,0.01287864,0.23263154,0.16832248,0.22453259
-5.87993997,1.85294509,0.38867645,1.16817489,0.00853480,0.11672444,0.01243884,0.23400113,0.16664835,0.21982949
-5.87393697,1.86129056,0.40313403,1.17926252,0.00839443,0.11551175,0.01197336,0.23611031,0.16530314,0.21512535
-5.86793397,1.87567985,0.42065454,1.19473821,0.00820807,0.11462191,0.01149115,0.23904854,0.16432727,0.21055776
-5.86193097,1.89668554,0.44137018,1.21486405,0.00798025,0.11409198,0.01100126,0.24289720,0.16376023,0.20625799
-5.85592796,1.92474181,0.46536287,1.23980611,0.00771624,0.11394906,0.01051269,0.24772554,0.16363858,0.20234691
-5.84992496,1.96012388,0.49265689,1.26962514,0.00742187,0.11420893,0.01003408,0.25358662,0.16399384,0.19893122
