energy_ev,total_up,Cu_p_up,Cu_d_up,Ga_p_up,Ga_d_up,Te_p_up,Te_d_up
-6.00000000,1.37253536,0.41669036,0.39513266,0.01725562,0.00000000,0.67353404,0.00000000
-5.99399700,1.33877317,0.39659716,0.37624853,0.01740878,0.00000000,0.67360237,0.00000000
-5.98799400,1.30845121,0.37871329,0.35899786,0.01751666,0.00000000,0.67499999,0.00000000
-5.98199100,1.28119441,0.36288665,0.34334192,0.01757044,0.00000000,0.67739443,0.00000000
-5.97598799,1.25667987,0.34897510,0.32923593,0.01756354,0.00000000,0.68050424,0.00000000
-5.96998499,1.23463931,0.33684747,0.31662914,0.01749177,0.00000000,0.68410141,0.00000000
-5.96398199,1.21485812,0.32638345,0.30546477,0.01735328,0.00000000,0.68801125,0.00000000
-5.95797899,1.19717153,0.31747278,0.29567948,0.01714852,0.00000000,0.69211011,0.00000000
-5.95197599,1.18145841,0.31001384,0.28720307,0.01688010,0.00000000,0.69632120,0.00000000
-5.94597299,1.16763372,0.30391194,0.27995806,0.01655250,0.00000000,0.70060902,0.00000000
-5.93996998,1.15564008,0.29907750,0.27385972,0.01617186,0.00000000,0.70497285,0.00000000
-5.93396698,1.14543939,0.29542441,0.26881640,0.01574563,0.00000000,0.70943978,0.00000000
-5.92796398,1.13700500,0.29286856,0.26473033,0.01528225,0.00000000,0.71405764,0.00000000
-5.92196098,1.13031494,0.29132686,0.26149890,0.01479079,0.00000000,0.71888835,0.00000000
-5.91595798,1.12534661,0.29071655,0.25901651,0.01428066,0.00000000,0.72400182,0.00000000
-5.90995498,1.12207308,0.29095509,0.25717670,0.01376130,0.00000000,0.72947082,0.00000000
-5.90395198,1.12046107,0.29196036,0.25587475,0.01324191,0.00000000,0.73536670,0.00000000
-5.89794897,1.12047034,0.29365123,0.25501038,0.01273126,0.00000000,0.74175622,0.00000000
-5.89194597,1.12205448,0.29594833,0.25449056,0.01223750,0.00000000,0.74869918,0.00000000
-5.88594297,1.12516256,0.29877500,0.25423216,0.01176805,0.00000000,0.75624698,0.00000000
-5.87993997,1.12974128,0.30205818,0.25416433,0.01132951,0.00000000,0.76444171,0.00000000
-5.87393697,1.13573727,0.30572926,0.25423046,0.01092767,0.00000000,0.77331570,0.00000000
-5.86793397,1.14309918,0.30972470,0.25438954,0.01056749,0.00000000,0.78289134,0.00000000
-5.86193097,1.15177908,0.31398644,0.25461687,0.01025311,0.00000000,0.79318090,0.00000000
-5.85592796,1.16173316,0.31846201,0.25490411,0.00998797,0.00000000,0.80418631,0.00000000
