energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,Si_p_up,Si_p_down,Si_d_up,Si_d_down
-5.78389195,2.32240048,-2.32240048,0.66573875,-0.66573874,0.33755861,-0.33755861,0.02504557,-0.02504557,0.78036821,-0.78036821,0.48667022,-0.48667022,0.00000000,-0.00000000
-5.77788894,2.35235651,-2.35235650,0.68393149,-0.68393149,0.34411856,-0.34411856,0.02576486,-0.02576486,0.78380676,-0.78380676,0.49814493,-0.49814493,0.00000000,-0.00000000
-5.77188594,2.38642756,-2.38642755,0.70339133,-0.70339133,0.35165062,-0.35165062,0.02650429,-0.02650429,0.78789862,-0.78789862,0.51123298,-0.51123298,0.00000000,-0.00000000
-5.76588294,2.42388528,-2.42388528,0.72389286,-0.72389286,0.36003680,-0.36003679,0.02724549,-0.02724549,0.79242975,-0.79242975,0.52577256,-0.52577256,0.00000000,-0.00000000
-5.75987994,2.46386013,-2.46386012,0.74516543,-0.74516543,0.36912971,-0.36912971,0.02796932,-0.02796932,0.79715910,-0.79715910,0.54155279,-0.54155279,0.00000000,-0.00000000
-5.75387694,2.50538000,-2.50538000,0.76690142,-0.76690142,0.37875822,-0.37875822,0.02865673,-0.02865673,0.80183253,-0.80183253,0.55832064,-0.55832064,0.00000000,-0.00000000
-5.74787394,2.54741180,-2.54741180,0.78876589,-0.78876589,0.38873372,-0.38873372,0.02928968,-0.02928968,0.80619703,-0.80619703,0.57578904,-0.57578904,0.00000000,-0.00000000
-5.74187094,2.58890388,-2.58890388,0.81040710,-0.81040710,0.39885682,-0.39885682,0.02985203,-0.02985203,0.81001446,-0.81001446,0.59364602,-0.59364601,0.00000000,-0.00000000
-5.73586793,2.62882786,-2.62882786,0.83146766,-0.83146766,0.40892424,-0.40892424,0.03033031,-0.03033031,0.81307417,-0.81307417,0.61156449,-0.61156449,0.00000000,-0.00000000
-5.72986493,2.66621801,-2.66621801,0.85159605,-0.85159605,0.41873549,-0.41873549,0.03071446,-0.03071446,0.81520400,-0.81520400,0.62921242,-0.62921242,0.00000000,-0.00000000
-5.72386193,2.70020690,-2.70020690,0.87045793,-0.87045793,0.42809932,-0.42809932,0.03099832,-0.03099832,0.81627917,-0.81627917,0.64626298,-0.64626297,0.00000000,-0.00000000
-5.71785893,2.73005587,-2.73005587,0.88774717,-0.88774717,0.43683960,-0.43683960,0.03118008,-0.03118008,0.81622865,-0.81622865,0.66240439,-0.66240439,0.00000000,-0.00000000
-5.71185593,2.75517938,-2.75517937,0.90319597,-0.90319597,0.44480044,-0.44480044,0.03126240,-0.03126240,0.81503889,-0.81503889,0.67734919,-0.67734919,0.00000000,-0.00000000
-5.70585293,2.77516249,-2.77516249,0.91658385,-0.91658385,0.45185041,-0.45185041,0.03125242,-0.03125242,0.81275476,-0.81275476,0.69084247,-0.69084247,0.00000000,-0.00000000
-5.69984992,2.78977097,-2.78977097,0.92774515,-0.92774515,0.45788578,-0.45788578,0.03116154,-0.03116154,0.80947763,-0.80947764,0.70266895,-0.70266895,0.00000000,-0.00000000
-5.69384692,2.79895377,-2.79895377,0.93657462,-0.93657462,0.46283259,-0.46283259,0.03100494,-0.03100494,0.80536092,-0.80536092,0.71265855,-0.71265855,0.00000000,-0.00000000
-5.68784392,2.80283819,-2.80283819,0.94303103,-0.94303103,0.46664766,-0.46664766,0.03080107,-0.03080107,0.80060323,-0.80060323,0.72069031,-0.72069031,0.00000000,-0.00000000
-5.68184092,2.80171791,-2.80171792,0.94713833,-0.94713833,0.46931839,-0.46931839,0.03057083,-0.03057083,0.79543949,-0.79543949,0.72669451,-0.72669451,0.00000000,-0.00000000
-5.67583792,2.79603478,-2.79603478,0.94898448,-0.94898448,0.47086146,-0.47086146,0.03033676,-0.03033676,0.79013057,-0.79013057,0.73065295,-0.73065295,0.00000000,-0.00000000
-5.66983492,2.78635504,-2.78635504,0.94871773,-0.94871773,0.47132055,-0.47132055,0.03012211,-0.03012211,0.78495172,-0.78495172,0.73259729,-0.73259729,0.00000000,-0.00000000
-5.66383192,2.77334137,-2.77334137,0.94654049,-0.94654050,0.47076317,-0.47076317,0.02994987,-0.02994987,0.78018060,-0.78018060,0.73260569,-0.73260569,0.00000000,-0.00000000
-5.65782891,2.75772172,-2.75772172,0.94270099,-0.94270099,0.46927669,-0.46927669,0.02984185,-0.02984185,0.77608515,-0.77608515,0.73079779,-0.73079779,0.00000000,-0.00000000
-5.65182591,2.74025648,-2.74025649,0.93748285,-0.93748285,0.46696392,-0.46696392,0.02981782,-0.02981782,0.77291206,-0.77291206,0.72732826,-0.72732826,0.00000000,-0.00000000
-5.64582291,2.72170538,-2.72170538,0.93119321,-0.93119321,0.46393827,-0.46393827,0.02989468,-0.02989468,0.77087617,-0.77087617,0.72237923,-0.72237923,0.00000000,-0.00000000
-5.63981991,2.70279528,-2.70279528,0.92414962,-0.92414962,0.46031886,-0.46031886,0.03008583,-0.03008583,0.77015128,-0.77015128,0.71615198,-0.71615198,0.00000000,-0.00000000
-5.63381691,2.68419051,-2.68419052,0.91666641,-0.91666641,0.45622560,-0.45622561,0.03040065,-0.03040065,0.77086269,-0.77086269,0.70885816,-0.70885816,0.00000000,-0.00000000
-5.62781391,2.66646658,-2.66646658,0.90904110,-0.90904110,0.45177472,-0.45177472,0.03084417,-0.03084417,0.77308179,-0.77308179,0.70071098,-0.70071098,0.00000000,-0.00000000
-5.62181091,2.65008846,-2.65008847,0.90154143,-0.90154143,0.44707461,-0.44707461,0.03141692,-0.03141692,0.77682280,-0.77682280,0.69191676,-0.69191676,0.00000000,-0.00000000
-5.61580790,2.63539424,-2.63539425,0.89439373,-0.89439373,0.44222242,-0.44222242,0.03211487,-0.03211487,0.78204180,-0.78204180,0.68266721,-0.68266721,0.00000000,-0.00000000
-5.60980490,2.62258455,-2.62258455,0.88777304,-0.88777304,0.43730138,-0.43730138,0.03292971,-0.03292971,0.78863801,-0.78863801,0.67313266,-0.67313266,0.00000000,-0.00000000
-5.60380190,2.61171820,-2.61171820,0.88179567,-0.88179567,0.43237889,-0.43237889,0.03384908,-0.03384908,0.79645721,-0.79645721,0.66345668,-0.66345668,0.00000000,-0.00000000
-5.59779890,2.60271405,-2.60271405,0.87651444,-0.87651444,0.42750561,-0.42750561,0.03485710,-0.03485710,0.80529721,-0.80529721,0.65375212,-0.65375212,0.00000000,-0.00000000
-5.59179590,2.59535882,-2.59535882,0.87191696,-0.87191696,0.42271537,-0.42271537,0.03593493,-0.03593493,0.81491503,-0.81491503,0.64409881,-0.64409881,0.00000000,-0.00000000
-5.58579290,2.58932051,-2.58932051,0.86792703,-0.86792703,0.41802585,-0.41802585,0.03706139,-0.03706139,0.82503559,-0.82503559,0.63454290,-0.63454290,0.00000000,-0.00000000
-5.57978989,2.58416672,-2.58416672,0.86440925,-0.86440925,0.41344019,-0.41344019,0.03821374,-0.03821374,0.83536156,-0.83536156,0.62509782,-0.62509782,0.00000000,-0.00000000
-5.57378689,2.57938717,-2.57938717,0.86117640,-0.86117640,0.40894909,-0.40894909,0.03936835,-0.03936835,0.84558402,-0.84558402,0.61574680,-0.61574680,0.00000000,-0.00000000
-5.56778389,2.57441932,-2.57441932,0.85799961,-0.85799961,0.40453358,-0.40453358,0.04050151,-0.04050151,0.85539363,-0.85539363,0.60644668,-0.60644668,0.00000000,-0.00000000
-5.56178089,2.56867623,-2.56867623,0.85462056,-0.85462056,0.40016809,-0.40016810,0.04159012,-0.04159012,0.86449189,-0.86449189,0.59713286,-0.59713286,0.00000000,-0.00000000
-5.55577789,2.56157558,-2.56157558,0.85076528,-0.85076528,0.39582384,-0.39582384,0.04261240,-0.04261240,0.87260218,-0.87260218,0.58772513,-0.58772513,0.00000000,-0.00000000
-5.54977489,2.55256858,-2.55256858,0.84615891,-0.84615891,0.39147223,-0.39147223,0.04354853,-0.04354853,0.87948025,-0.87948025,0.57813394,-0.57813394,0.00000000,-0.00000000
-5.54377189,2.54116787,-2.54116787,0.84054062,-0.84054062,0.38708828,-0.38708828,0.04438120,-0.04438120,0.88492385,-0.88492385,0.56826705,-0.56826705,0.00000000,-0.00000000
-5.53776888,2.52697337,-2.52697337,0.83367809,-0.83367809,0.38265379,-0.38265379,0.04509607,-0.04509607,0.88878114,-0.88878114,0.55803600,-0.55803600,0.00000000,-0.00000000
-5.53176588,2.50969491,-2.50969492,0.82538075,-0.82538075,0.37816018,-0.37816019,0.04568224,-0.04568224,0.89095771,-0.89095771,0.54736223,-0.54736223,0.00000000,-0.00000000
-5.52576288,2.48917106,-2.48917106,0.81551120,-0.81551120,0.37361094,-0.37361094,0.04613244,-0.04613244,0.89142178,-0.89142178,0.53618266,-0.53618266,0.00000000,-0.00000000
-5.51975988,2.46538300,-2.46538301,0.80399433,-0.80399433,0.36902341,-0.36902341,0.04644328,-0.04644328,0.89020761,-0.89020761,0.52445431,-0.52445432,0.00000000,-0.00000000
-5.51375688,2.43846326,-2.43846326,0.79082354,-0.79082354,0.36443002,-0.36443002,0.04661533,-0.04661533,0.88741665,-0.88741665,0.51215796,-0.51215796,0.00000000,-0.00000000
-5.50775388,2.40869831,-2.40869831,0.77606397,-0.77606397,0.35987872,-0.35987872,0.04665303,-0.04665303,0.88321647,-0.88321647,0.49930056,-0.49930056,0.00000000,-0.00000000
-5.50175088,2.37652517,-2.37652517,0.75985242,-0.75985242,0.35543271,-0.35543271,0.04656456,-0.04656456,0.87783731,-0.87783731,0.48591650,-0.48591651,0.00000000,-0.00000000
-5.49574787,2.34252162,-2.34252162,0.74239410,-0.74239410,0.35116932,-0.35116932,0.04636159,-0.04636159,0.87156622,-0.87156622,0.47206754,-0.47206754,0.00000000,-0.00000000
-5.48974487,2.30739016,-2.30739016,0.72395637,-0.72395637,0.34717806,-0.34717806,0.04605886,-0.04605886,0.86473884,-0.86473884,0.45784145,-0.45784145,0.00000000,-0.00000000
-5.48374187,2.27193626,-2.27193627,0.70485966,-0.70485966,0.34355793,-0.34355793,0.04567371,-0.04567371,0.85772897,-0.85772897,0.44334959,-0.44334959,0.00000000,-0.00000000
-5.47773887,2.23704127,-2.23704127,0.68546622,-0.68546622,0.34041400,-0.34041400,0.04522545,-0.04522545,0.85093615,-0.85093615,0.42872339,-0.42872339,0.00000000,-0.00000000
-5.47173587,2.20363100,-2.20363100,0.66616710,-0.66616710,0.33785337,-0.33785337,0.04473473,-0.04473473,0.84477164,-0.84477164,0.41410998,-0.41410998,0.00000000,-0.00000000
-5.46573287,2.17264113,-2.17264113,0.64736806,-0.64736806,0.33598062,-0.33598062,0.04422279,-0.04422279,0.83964316,-0.83964317,0.39966723,-0.39966723,0.00000000,-0.00000000
-5.45972986,2.14498067,-2.14498067,0.62947509,-0.62947509,0.33489302,-0.33489303,0.04371064,-0.04371064,0.83593910,-0.83593910,0.38555834,-0.38555834,0.00000000,-0.00000000
-5.45372686,2.12149517,-2.12149518,0.61288026,-0.61288026,0.33467563,-0.33467563,0.04321833,-0.04321833,0.83401262,-0.83401262,0.37194630,-0.37194631,0.00000000,-0.00000000
-5.44772386,2.10293126,-2.10293127,0.59794856,-0.59794857,0.33539651,-0.33539651,0.04276410,-0.04276410,0.83416656,-0.83416656,0.35898854,-0.35898854,0.00000000,-0.00000000
-5.44172086,2.08990430,-2.08990430,0.58500645,-0.58500645,0.33710244,-0.33710244,0.04236373,-0.04236373,0.83663970,-0.83663970,0.34683191,-0.34683191,0.00000000,-0.00000000
-5.43571786,2.08287081,-2.08287081,0.57433246,-0.57433246,0.33981522,-0.33981522,0.04202986,-0.04202986,0.84159524,-0.84159524,0.33560838,-0.33560838,0.00000000,-0.00000000
-5.42971486,2.08210733,-2.08210733,0.56615060,-0.56615060,0.34352900,-0.34352900,0.04177148,-0.04177148,0.84911199,-0.84911199,0.32543153,-0.32543153,0.00000000,-0.00000000
-5.42371186,2.08769688,-2.08769688,0.56062659,-0.56062659,0.34820872,-0.34820872,0.04159359,-0.04159359,0.85917905,-0.85917906,0.31639415,-0.31639415,0.00000000,-0.00000000
-5.41770885,2.09952420,-2.09952420,0.55786716,-0.55786716,0.35378982,-0.35378982,0.04149697,-0.04149697,0.87169420,-0.87169420,0.30856693,-0.30856693,0.00000000,-0.00000000
-5.41170585,2.11728016,-2.11728016,0.55792240,-0.55792240,0.36017949,-0.36017949,0.04147821,-0.04147821,0.88646638,-0.88646638,0.30199836,-0.30199836,0.00000000,-0.00000000
-5.40570285,2.14047555,-2.14047555,0.56079096,-0.56079096,0.36725933,-0.36725933,0.04152987,-0.04152987,0.90322230,-0.90322230,0.29671582,-0.29671582,0.00000000,-0.00000000
-5.39969985,2.16846373,-2.16846373,0.56642762,-0.56642762,0.37488942,-0.37488942,0.04164088,-0.04164088,0.92161689,-0.92161689,0.29272772,-0.29272772,0.00000000,-0.00000000
-5.39369685,2.20047117,-2.20047117,0.57475291,-0.57475291,0.38291367,-0.38291367,0.04179705,-0.04179705,0.94124730,-0.94124730,0.29002660,-0.29002660,0.00000000,-0.00000000
-5.38769385,2.23563434,-2.23563434,0.58566388,-0.58566388,0.39116622,-0.39116622,0.04198183,-0.04198183,0.96166976,-0.96166976,0.28859284,-0.28859284,0.00000000,-0.00000000
-5.38169085,2.27304112,-2.27304112,0.59904552,-0.59904552,0.39947850,-0.39947850,0.04217707,-0.04217707,0.98241841,-0.98241841,0.28839889,-0.28839889,0.00000000,-0.00000000
-5.37568784,2.31177428,-2.31177428,0.61478187,-0.61478187,0.40768669,-0.40768669,0.04236393,-0.04236393,1.00302525,-1.00302525,0.28941352,-0.28941352,0.00000000,-0.00000000
-5.36968484,2.35095472,-2.35095472,0.63276613,-0.63276613,0.41563910,-0.41563910,0.04252378,-0.04252378,1.02304002,-1.02304002,0.29160585,-0.29160585,0.00000000,-0.00000000
-5.36368184,2.38978180,-2.38978180,0.65290897,-0.65290897,0.42320298,-0.42320298,0.04263906,-0.04263906,1.04204899,-1.04204899,0.29494893,-0.29494893,0.00000000,-0.00000000
-5.35767884,2.42756841,-2.42756840,0.67514445,-0.67514445,0.43027048,-0.43027048,0.04269413,-0.04269413,1.05969155,-1.05969155,0.29942233,-0.29942233,0.00000000,-0.00000000
-5.35167584,2.46376857,-2.46376857,0.69943294,-0.69943294,0.43676324,-0.43676324,0.04267590,-0.04267590,1.07567364,-1.07567364,0.30501382,-0.30501382,0.00000000,-0.00000000
-5.34567284,2.49799589,-2.49799589,0.72576087,-0.72576087,0.44263538,-0.44263538,0.04257440,-0.04257440,1.08977729,-1.08977729,0.31171971,-0.31171971,0.00000000,-0.00000000
-5.33966983,2.53003166,-2.53003165,0.75413698,-0.75413698,0.44787465,-0.44787465,0.04238308,-0.04238308,1.10186571,-1.10186571,0.31954388,-0.31954388,0.00000000,-0.00000000
-5.33366683,2.55982201,-2.55982201,0.78458542,-0.78458542,0.45250167,-0.45250167,0.04209900,-0.04209900,1.11188369,-1.11188369,0.32849551,-0.32849551,0.00000000,-0.00000000
-5.32766383,2.58746451,-2.58746451,0.81713583,-0.81713583,0.45656716,-0.45656716,0.04172271,-0.04172271,1.11985322,-1.11985322,0.33858550,-0.33858550,0.00000000,-0.00000000
-5.32166083,2.61318474,-2.61318474,0.85181103,-0.85181103,0.46014742,-0.46014742,0.04125802,-0.04125802,1.12586485,-1.12586485,0.34982198,-0.34982198,0.00000000,-0.00000000
-5.31565783,2.63730470,-2.63730469,0.88861313,-0.88861313,0.46333834,-0.46333834,0.04071156,-0.04071156,1.13006526,-1.13006525,0.36220495,-0.36220495,0.00000000,-0.00000000
-5.30965483,2.66020478,-2.66020478,0.92750883,-0.92750883,0.46624805,-0.46624805,0.04009219,-0.04009219,1.13264185,-1.13264185,0.37572052,-0.37572052,0.00000000,-0.00000000
-5.30365183,2.68228212,-2.68228211,0.96841495,-0.96841495,0.46898897,-0.46898897,0.03941033,-0.03941033,1.13380559,-1.13380559,0.39033518,-0.39033518,0.00000000,-0.00000000
-5.29764882,2.70390776,-2.70390776,1.01118522,-1.01118522,0.47166949,-0.47166949,0.03867723,-0.03867723,1.13377293,-1.13377293,0.40599036,-0.40599036,0.00000000,-0.00000000
-5.29164582,2.72538566,-2.72538565,1.05559924,-1.05559924,0.47438592,-0.47438592,0.03790419,-0.03790419,1.13274833,-1.13274833,0.42259779,-0.42259779,0.00000000,-0.00000000
-5.28564282,2.74691606,-2.74691605,1.10135457,-1.10135457,0.47721508,-0.47721508,0.03710190,-0.03710190,1.13090822,-1.13090822,0.44003602,-0.44003602,0.00000000,-0.00000000
-5.27963982,2.76856569,-2.76856569,1.14806265,-1.14806265,0.48020810,-0.48020810,0.03627981,-0.03627981,1.12838758,-1.12838758,0.45814837,-0.45814837,0.00000000,-0.00000000
-5.27363682,2.79024672,-2.79024672,1.19524893,-1.19524893,0.48338571,-0.48338571,0.03544560,-0.03544560,1.12526990,-1.12526990,0.47674248,-0.47674248,0.00000000,-0.00000000
-5.26763382,2.81170568,-2.81170567,1.24235767,-1.24235767,0.48673529,-0.48673528,0.03460487,-0.03460487,1.12158110,-1.12158110,0.49559177,-0.49559177,0.00000000,-0.00000000
-5.26163082,2.83252315,-2.83252314,1.28876125,-1.28876125,0.49020984,-0.49020984,0.03376091,-0.03376091,1.11728770,-1.11728770,0.51443862,-0.51443862,0.00000000,-0.00000000
-5.25562781,2.85212417,-2.85212417,1.33377373,-1.33377373,0.49372901,-0.49372901,0.03291472,-0.03291472,1.11229930,-1.11229930,0.53299932,-0.53299932,0.00000000,-0.00000000
-5.24962481,2.86979855,-2.86979854,1.37666815,-1.37666815,0.49718186,-0.49718186,0.03206511,-0.03206511,1.10647502,-1.10647502,0.55097053,-0.55097053,0.00000000,-0.00000000
-5.24362181,2.88472983,-2.88472983,1.41669676,-1.41669676,0.50043148,-0.50043148,0.03120901,-0.03120901,1.09963342,-1.09963342,0.56803707,-0.56803707,0.00000000,-0.00000000
-5.23761881,2.89603114,-2.89603113,1.45311325,-1.45311325,0.50332088,-0.50332088,0.03034190,-0.03034190,1.09156514,-1.09156514,0.58388052,-0.58388052,0.00000000,-0.00000000
-5.23161581,2.90278548,-2.90278548,1.48519595,-1.48519596,0.50567998,-0.50567998,0.02945823,-0.02945823,1.08204736,-1.08204735,0.59818842,-0.59818842,0.00000000,-0.00000000
-5.22561281,2.90408834,-2.90408834,1.51227086,-1.51227086,0.50733326,-0.50733326,0.02855204,-0.02855204,1.07085908,-1.07085908,0.61066352,-0.61066352,0.00000000,-0.00000000
-5.21960980,2.89908987,-2.89908987,1.53373338,-1.53373338,0.50810755,-0.50810755,0.02761749,-0.02761749,1.05779626,-1.05779626,0.62103266,-0.62103266,0.00000000,-0.00000000
-5.21360680,2.88703443,-2.88703443,1.54906788,-1.54906788,0.50783965,-0.50783965,0.02664936,-0.02664936,1.04268575,-1.04268575,0.62905502,-0.62905502,0.00000000,-0.00000000
-5.20760380,2.86729534,-2.86729534,1.55786408,-1.55786408,0.50638332,-0.50638332,0.02564359,-0.02564359,1.02539733,-1.02539733,0.63452917,-0.63452917,0.00000000,-0.00000000
-5.20160080,2.83940308,-2.83940308,1.55982966,-1.55982966,0.50361535,-0.50361535,0.02459761,-0.02459761,1.00585306,-1.00585306,0.63729886,-0.63729886,0.00000000,-0.00000000
-5.19559780,2.80306582,-2.80306582,1.55479866,-1.55479866,0.49944041,-0.49944041,0.02351066,-0.02351066,0.98403352,-0.98403352,0.63725721,-0.63725721,0.00000000,-0.00000000
-5.18959480,2.75818136,-2.75818136,1.54273540,-1.54273541,0.49379457,-0.49379457,0.02238397,-0.02238397,0.95998065,-0.95998065,0.63434922,-0.63434922,0.00000000,-0.00000000
-5.18359180,2.70484043,-2.70484043,1.52373398,-1.52373398,0.48664725,-0.48664725,0.02122077,-0.02122077,0.93379723,-0.93379723,0.62857265,-0.62857266,0.00000000,-0.00000000
-5.17758879,2.64332163,-2.64332164,1.49801354,-1.49801354,0.47800181,-0.47800181,0.02002626,-0.02002626,0.90564315,-0.90564315,0.61997722,-0.61997722,0.00000000,-0.00000000
-5.17158579,2.57407877,-2.57407878,1.46590980,-1.46590981,0.46789464,-0.46789464,0.01880739,-0.01880739,0.87572888,-0.87572888,0.60866221,-0.60866221,0.00000000,-0.00000000
-5.16558279,2.49772172,-2.49772172,1.42786337,-1.42786338,0.45639303,-0.45639303,0.01757265,-0.01757265,0.84430660,-0.84430660,0.59477293,-0.59477293,0.00000000,-0.00000000
