energy_ev,total_up,C_s_up,C_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up,Zr_p_up,Zr_d_up
-5.81990995,0.46807317,0.01480440,0.00798313,0.00690036,0.31313226,0.12657528,0.10656697,0.20177038,0.02942266
-5.81390695,0.47757918,0.01385020,0.00890709,0.00745097,0.31863366,0.12479645,0.10940580,0.19374194,0.03117077
-5.80790395,0.49034166,0.01290684,0.00993081,0.00804408,0.32641846,0.12464453,0.11259229,0.18631378,0.03332058
-5.80190095,0.50624051,0.01197658,0.01104716,0.00867261,0.33642809,0.12613382,0.11610644,0.17952998,0.03585657
-5.79589795,0.52513525,0.01106268,0.01224755,0.00932818,0.34859309,0.12928579,0.11991980,0.17344517,0.03876113
-5.78989495,0.54685701,0.01016922,0.01352192,0.01000126,0.36282680,0.13412404,0.12399443,0.16811939,0.04201390
-5.78389195,0.57120127,0.00930074,0.01485867,0.01068126,0.37901964,0.14066873,0.12828222,0.16361274,0.04559111
-5.77788894,0.59792211,0.00846203,0.01624477,0.01135668,0.39703398,0.14893063,0.13272480,0.15998016,0.04946501
-5.77188594,0.62672814,0.00765781,0.01766583,0.01201540,0.41670024,0.15890503,0.13725402,0.15726660,0.05360347
-5.76588294,0.65728061,0.00689257,0.01910627,0.01264492,0.43781429,0.17056597,0.14179290,0.15550270,0.05796960
-5.75987994,0.68919388,0.00617032,0.02054958,0.01323270,0.46013638,0.18386084,0.14625730,0.15470129,0.06252172
-5.75387694,0.72203818,0.00549449,0.02197860,0.01376648,0.48339175,0.19870589,0.15055791,0.15485480,0.06721339
-5.74787394,0.75534496,0.00486784,0.02337584,0.01423470,0.50727298,0.21498270,0.15460281,0.15593365,0.07199372
-5.74187094,0.78861438,0.00429241,0.02472387,0.01462682,0.53144398,0.23253600,0.15830018,0.15788581,0.07680791
-5.73586793,0.82132495,0.00376954,0.02600572,0.01493369,0.55554572,0.25117304,0.16156127,0.16063733,0.08159797
-5.72986493,0.85294499,0.00329993,0.02720533,0.01514784,0.57920335,0.27066459,0.16430342,0.16409403,0.08630376
-5.72386193,0.88294542,0.00288375,0.02830794,0.01526379,0.60203465,0.29074771,0.16645291,0.16814414,0.09086413
-5.71785893,0.91081371,0.00252074,0.02930060,0.01527817,0.62365957,0.31113035,0.16794763,0.17266192,0.09521835
-5.71185593,0.93606835,0.00221032,0.03017250,0.01518995,0.64371048,0.33149768,0.16873940,0.17751191,0.09930763
-5.70585293,0.95827345,0.00195182,0.03091544,0.01500039,0.66184299,0.35151998,0.16879588,0.18255394,0.10307681
-5.69984992,0.97705302,0.00174457,0.03152415,0.01471308,0.67774677,0.37086190,0.16810194,0.18764843,0.10647611
-5.69384692,0.99210444,0.00158804,0.03199661,0.01433378,0.69115624,0.38919280,0.16666053,0.19266198,0.10946290
-5.68784392,1.00321065,0.00148202,0.03233429,0.01387024,0.70186058,0.40619769,0.16449291,0.19747291,0.11200341
-5.68184092,1.01025059,0.00142668,0.03254236,0.01333196,0.70971283,0.42158839,0.16163844,0.20197657,0.11407433
-5.67583792,1.01320752,0.00142269,0.03262978,0.01272988,0.71463753,0.43511438,0.15815375,0.20609016,0.11566424
-5.66983492,1.01217477,0.00147124,0.03260933,0.01207601,0.71663673,0.44657287,0.15411148,0.20975684,0.11677479
-5.66383192,1.00735861,0.00157408,0.03249754,0.01138307,0.71579394,0.45581754,0.14959856,0.21294897,0.11742149
-5.65782891,0.99907797,0.00173351,0.03231450,0.01066411,0.71227569,0.46276548,0.14471422,0.21567020,0.11763414
-5.65182591,0.98776075,0.00195229,0.03208361,0.00993215,0.70633063,0.46740200,0.13956759,0.21795637,0.11745685
-5.64582291,0.97393660,0.00223356,0.03183117,0.00919983,0.69828589,0.46978283,0.13427522,0.21987507,0.11694747
-5.63981991,0.95822619,0.00258072,0.03158583,0.00847908,0.68854062,0.47003372,0.12895835,0.22152371,0.11617658
-5.63381691,0.94132697,0.00299723,0.03137806,0.00778087,0.67755684,0.46834709,0.12374015,0.22302633,0.11522590
-5.62781391,0.92399571,0.00348643,0.03123933,0.00711495,0.66584763,0.46497600,0.11874291,0.22452896,0.11418624
-5.62181091,0.90702811,0.00405130,0.03120132,0.00648975,0.65396300,0.46022547,0.11408523,0.22619385,0.11315488
-5.61580790,0.89123590,0.00469420,0.03129500,0.00591220,0.64247362,0.45444150,0.10987930,0.22819266,0.11223268
-5.60980490,0.87742213,0.00541662,0.03154965,0.00538773,0.63195307,0.44799818,0.10622823,0.23069886,0.11152073
-5.60380190,0.86635529,0.00621890,0.03199183,0.00492020,0.62295900,0.44128348,0.10322357,0.23387960,0.11111682
-5.59779890,0.85874311,0.00709999,0.03264439,0.00451198,0.61601391,0.43468424,0.10094295,0.23788752,0.11111187
-5.59179590,0.85520691,0.00805720,0.03352544,0.00416399,0.61158615,0.42857094,0.09944805,0.24285265,0.11158631
-5.58579290,0.85625748,0.00908601,0.03464743,0.00387581,0.61007195,0.42328307,0.09878271,0.24887483,0.11260672
-5.57978989,0.86227343,0.01017993,0.03601638,0.00364581,0.61177914,0.41911558,0.09897148,0.25601711,0.11422273
-5.57378689,0.87348303,0.01133037,0.03763116,0.00347126,0.61691332,0.41630703,0.10001849,0.26430032,0.11646449
-5.56778389,0.88995027,0.01252668,0.03948310,0.00334850,0.62556698,0.41503000,0.10190687,0.27369906,0.11934064
-5.56178089,0.91156611,0.01375617,0.04155573,0.00327309,0.63771239,0.41538414,0.10459851,0.28413957,0.12283713
-5.55577789,0.93804535,0.01500428,0.04382480,0.00323997,0.65319842,0.41739216,0.10803455,0.29549942,0.12691675
-5.54977489,0.96892970,0.01625481,0.04625868,0.00324359,0.67175183,0.42099899,0.11213640,0.30760914,0.13151961
-5.54377189,1.00359721,0.01749027,0.04881892,0.00327809,0.69298303,0.42607402,0.11680734,0.32025592,0.13656449
-5.53776888,1.04127800,0.01869224,0.05146123,0.00333742,0.71639632,0.43241652,0.12193481,0.33318920,0.14195115
-5.53176588,1.08107604,0.01984190,0.05413666,0.00341548,0.74140445,0.43976379,0.12739333,0.34612790,0.14756337
-5.52576288,1.12199633,0.02092056,0.05679310,0.00350630,0.76734698,0.44780191,0.13304793,0.35876924,0.15327289
-5.51975988,1.16297677,0.02191019,0.05937694,0.00360407,0.79351197,0.45617840,0.13875811,0.37079858,0.15894388
-5.51375688,1.20292358,0.02279409,0.06183490,0.00370336,0.81916016,0.46451652,0.14438215,0.38190014,0.16443793
-5.50775388,1.24074897,0.02355738,0.06411603,0.00379913,0.84355082,0.47243031,0.14978176,0.39176792,0.16961931
-5.50175088,1.27540979,0.02418763,0.06617357,0.00388691,0.86596826,0.47954003,0.15482669,0.40011659,0.17436029
-5.49574787,1.30594541,0.02467534,0.06796693,0.00396281,0.88574794,0.48548713,0.15939948,0.40669178,0.17854637
-5.48974487,1.33151364,0.02501432,0.06946340,0.00402365,0.90230125,0.48994828,0.16339974,0.41127934,0.18208112
-5.48374187,1.35142283,0.02520207,0.07063973,0.00406697,0.91513769,0.49264778,0.16674818,0.41371328,0.18489047
-5.47773887,1.36515914,0.02523995,0.07148339,0.00409108,0.92388383,0.49336801,0.16938995,0.41388192,0.18692623
-5.47173587,1.37240753,0.02513328,0.07199349,0.00409507,0.92829799,0.49195732,0.17129724,0.41173215,0.18816872
-5.46573287,1.37306578,0.02489129,0.07218132,0.00407882,0.92828016,0.48833532,0.17247099,0.40727152,0.18862843
-5.45972986,1.36725072,0.02452692,0.07207052,0.00404298,0.92387675,0.48249521,0.17294162,0.40056823,0.18834645
-5.45372686,1.35529656,0.02405651,0.07169676,0.00398888,0.91527987,0.47450325,0.17276869,0.39174884,0.18739393
-5.44772386,1.33774526,0.02349936,0.07110701,0.00391852,0.90282125,0.46449548,0.17203947,0.38099412,0.18587031
-5.44172086,1.31532945,0.02287723,0.07035847,0.00383447,0.88696121,0.45267187,0.17086652,0.36853300,0.18390057
-5.43571786,1.28894851,0.02221363,0.06951707,0.00373974,0.86827296,0.43928823,0.16938426,0.35463502,0.18163160
-5.42971486,1.25963905,0.02153319,0.06865568,0.00363772,0.84742313,0.42464648,0.16774463,0.33960166,0.17922768
-5.42371186,1.22854077,0.02086087,0.06785209,0.00353200,0.82514932,0.40908349,0.16611215,0.32375685,0.17686549
-5.41770885,1.19685946,0.02022123,0.06718679,0.00342631,0.80223570,0.39295939,0.16465834,0.30743712,0.17472870
-5.41170585,1.16582843,0.01963763,0.06674063,0.00332432,0.77948772,0.37664554,0.16355591,0.29098179,0.17300230
-5.40570285,1.13667009,0.01913154,0.06659248,0.00322957,0.75770697,0.36051299,0.16297279,0.27472354,0.17186712
-5.39969985,1.11055919,0.01872186,0.06681690,0.00314529,0.73766730,0.34492184,0.16306630,0.25897980,0.17149447
-5.39369685,1.08858910,0.01842428,0.06748189,0.00307437,0.72009307,0.33021180,0.16397772,0.24404514,0.17204132
-5.38769385,1.07174244,0.01825083,0.06864692,0.00301918,0.70564053,0.31669458,0.16582739,0.23018499,0.17364594
-5.38169085,1.06086703,0.01820945,0.07036104,0.00298155,0.69488276,0.30464806,0.16871059,0.21763083,0.17642447
-5.37568784,1.05665798,0.01830375,0.07266137,0.00296268,0.68829890,0.29431264,0.17269436,0.20657692,0.18046815
-5.36968484,1.05964628,0.01853286,0.07557191,0.00296313,0.68626772,0.28588963,0.17781535,0.19717865,0.18584156
-5.36368184,1.07019418,0.01889145,0.07910260,0.00298277,0.68906574,0.27954166,0.18407884,0.18955237,0.19258174
-5.35767884,1.08849718,0.01936990,0.08324886,0.00302083,0.69686964,0.27539498,0.19145891,0.18377676,0.20069827
-5.35167584,1.11459202,0.01995457,0.08799149,0.00307591,0.70976261,0.27354322,0.19989983,0.17989536,0.21017415
-5.34567284,1.14837034,0.02062826,0.09329691,0.00314606,0.72774401,0.27405241,0.20931853,0.17792019,0.22096753
-5.33966983,1.18959657,0.02137077,0.09911787,0.00322881,0.75074178,0.27696674,0.21960801,0.17783623,0.23301408
-5.33366683,1.23792942,0.02215952,0.10539446,0.00332132,0.77862649,0.28231461,0.23064173,0.17960638,0.24622995
-5.32766383,1.29294528,0.02297037,0.11205552,0.00342045,0.81122637,0.29011460,0.24227851,0.18317668,0.26051504
-5.32166083,1.35416246,0.02377839,0.11902035,0.00352286,0.84834213,0.30038076,0.25436793,0.18848150,0.27575658
-5.31565783,1.42106475,0.02455871,0.12620068,0.00362520,0.88976079,0.31312695,0.26675585,0.19544846,0.29183275
-5.30965483,1.49312315,0.02528740,0.13350288,0.00372415,0.93526749,0.32836975,0.27928987,0.20400272,0.30861613
-5.30365183,1.56981442,0.02594228,0.14083029,0.00381659,0.98465466,0.34612979,0.29182441,0.21407061,0.32597695
-5.29764882,1.65063562,0.02650370,0.14808565,0.00389967,1.03772788,0.36643128,0.30422518,0.22558231,0.34378588
-5.29164582,1.73511395,0.02695524,0.15517354,0.00397094,1.09430804,0.38929970,0.31637288,0.23847345,0.36191636
-5.28564282,1.82281125,0.02728429,0.16200270,0.00402840,1.15422973,0.41475776,0.32816593,0.25268576,0.38024627
-5.27963982,1.91332344,0.02748248,0.16848823,0.00407057,1.21733595,0.44281982,0.33952207,0.26816659,0.39865896
-5.27363682,2.00627490,0.02754600,0.17455356,0.00409651,1.28346952,0.47348502,0.35037890,0.28486758,0.41704369
-5.26763382,2.10130859,0.02747574,0.18013214,0.00410586,1.35246184,0.50672978,0.36069324,0.30274242,0.43529543
-5.26163082,2.19807282,0.02727726,0.18516876,0.00409881,1.42411990,0.54249985,0.37043958,0.32174416,0.45331422
-5.25562781,2.29620599,0.02696061,0.18962054,0.00407610,1.49821258,0.58070274,0.37960762,0.34182207,0.47100413
-5.24962481,2.39532059,0.02653998,0.19345752,0.00403895,1.57445730,0.62120100,0.38819912,0.36291844,0.48827202
-5.24362181,2.49498818,0.02603328,0.19666285,0.00398902,1.65250843,0.66380685,0.39622443,0.38496562,0.50502636
-5.23761881,2.59472669,0.02546148,0.19923270,0.00392833,1.73194835,0.70827883,0.40369888,0.40788348,0.52117619
-5.23161581,2.69399167,0.02484800,0.20117578,0.00385923,1.81228235,0.75432060,0.41063926,0.43157749,0.53663051
-5.22561281,2.79217238,0.02421792,0.20251260,0.00378428,1.89293808,0.80158250,0.41706080,0.45593778,0.55129817
-5.21960980,2.88859384,0.02359722,0.20327461,0.00370619,1.97327019,0.84966566,0.42297465,0.48083900,0.56508851
-5.21360680,2.98252499,0.02301196,0.20350307,0.00362780,2.05257007,0.89812878,0.42838632,0.50614126,0.57791268
-5.20760380,3.07319316,0.02248752,0.20324794,0.00355197,2.13008083,0.94649740,0.43329483,0.53169199,0.58968578
-5.20160080,3.15980406,0.02204779,0.20256663,0.00348158,2.20501670,0.99427508,0.43769294,0.55732857,0.60032967
-5.19559780,3.24156641,0.02171457,0.20152289,0.00341945,2.27658601,1.04095616,0.44156817,0.58288164,0.60977632
-5.18959480,3.31771978,0.02150685,0.20018556,0.00336838,2.34401655,1.08603930,0.44490458,0.60817871,0.61797152
-5.18359180,3.38756380,0.02144029,0.19862740,0.00333108,2.40658188,1.12904122,0.44768511,0.63304791,0.62487871
-5.17758879,3.45048682,0.02152680,0.19692403,0.00331019,2.46362693,1.16950978,0.44989428,0.65732155,0.63048250
-5.17158579,3.50599199,0.02177416,0.19515264,0.00330827,2.51459141,1.20703582,0.45152090,0.68083919,0.63479179
-5.16558279,3.55371881,0.02218578,0.19339089,0.00332779,2.55902947,1.24126304,0.45256066,0.70345007,0.63784190
-5.15957979,3.59345852,0.02276056,0.19171548,0.00337112,2.59662431,1.27189549,0.45301818,0.72501463,0.63969562
-5.15357679,3.62516184,0.02349287,0.19020084,0.00344050,2.62719688,1.29870226,0.45290841,0.74540513,0.64044288
-5.14757379,3.64893847,0.02437264,0.18891745,0.00353805,2.65070777,1.32151932,0.45225724,0.76450529,0.64019891
-5.14157079,3.66504778,0.02538550,0.18793014,0.00366565,2.66725252,1.34024840,0.45110114,0.78220913,0.63910077
-5.13556778,3.67388128,0.02651314,0.18729625,0.00382497,2.67705013,1.35485319,0.44948583,0.79841903,0.63730244
-5.12956478,3.67593750,0.02773366,0.18706358,0.00401733,2.68042582,1.36535326,0.44746410,0.81304339,0.63496841
-5.12356178,3.67179097,0.02902204,0.18726842,0.00424368,2.67778893,1.37181617,0.44509284,0.82599409,0.63226633
-5.11755878,3.66205686,0.03035076,0.18793359,0.00450444,2.66960729,1.37434833,0.44242954,0.83718409,0.62935883
-5.11155578,3.64735374,0.03169042,0.18906659,0.00479945,2.65637974,1.37308540,0.43952848,0.84652545,0.62639505
-5.10555278,3.62826653,0.03301045,0.19065810,0.00512789,2.63860844,1.36818269,0.43643680,0.85392805,0.62350238
-5.09954977,3.60531215,0.03427987,0.19268090,0.00548814,2.61677259,1.35980634,0.43319097,0.85929925,0.62077886
-5.09354677,3.57891002,0.03546807,0.19508918,0.00587776,2.59130526,1.34812570,0.42981367,0.86254462,0.61828679
-5.08754377,3.54935920,0.03654558,0.19781868,0.00629340,2.56257452,1.33330729,0.42631146,0.86356978,0.61604786
-5.08154077,3.51682373,0.03748489,0.20078743,0.00673081,2.53087001,1.31551073,0.42267350,0.86228340,0.61404033
-5.07553777,3.48132713,0.03826109,0.20389723,0.00718482,2.49639564,1.29488659,0.41887126,0.85860114,0.61219831
-5.06953477,3.44275637,0.03885260,0.20703601,0.00764941,2.45926869,1.27157628,0.41485946,0.85245037,0.61041346
-5.06353177,3.40087518,0.03924170,0.21008083,0.00811776,2.41952524,1.24571374,0.41057818,0.84377543,0.60853899
-5.05752876,3.35534593,0.03941501,0.21290156,0.00858242,2.37713143,1.21742858,0.40595599,0.83254312,0.60639578
-5.05152576,3.30575874,0.03936379,0.21536509,0.00903540,2.33199980,1.18685054,0.40091398,0.81874793,0.60378050
-5.04552276,3.25166631,0.03908414,0.21733990,0.00946844,2.28400961,1.15411457,0.39537054,0.80241691,0.60047521
-5.03951976,3.19262225,0.03857705,0.21870075,0.00987318,2.23302973,1.11936622,0.38924656,0.78361369,0.59625803
-5.03351676,3.12822089,0.03784830,0.21933340,0.01024142,2.17894297,1.08276699,0.38247074,0.76244138,0.59091428
-5.02751376,3.05813635,0.03690819,0.21913895,0.01056533,2.12167016,1.04449900,0.37498486,0.73904427,0.58424761
-5.02151076,2.98215853,0.03577115,0.21803783,0.01083778,2.06119265,1.00476884,0.36674855,0.71360797,0.57609052
-5.01550775,2.90022429,0.03445529,0.21597302,0.01105249,1.99757207,0.96381017,0.35774339,0.68635816,0.56631363
-5.00950475,2.81244203,0.03298176,0.21291245,0.01120430,1.93096617,0.92188490,0.34797620,0.65755776,0.55483343
-5.00350175,2.71910834,0.03137408,0.20885052,0.01128934,1.86163980,0.87928290,0.33748110,0.62750275,0.54161799
-4.99749875,2.62071598,0.02965750,0.20380854,0.01130515,1.78997068,0.83632008,0.32632054,0.59651667,0.52669037
-4.99149575,2.51795274,0.02785817,0.19783415,0.01125079,1.71644944,0.79333492,0.31458497,0.56494411,0.51012968
-4.98549275,2.41169122,0.02600252,0.19099975,0.01112691,1.64167398,0.75068360,0.30239134,0.53314341,0.49206967
-4.97948974,2.30297012,0.02411653,0.18340002,0.01093565,1.56633847,0.70873387,0.28988044,0.50147875,0.47269505
-4.97348674,2.19296789,0.02222513,0.17514865,0.01068066,1.49121748,0.66785791,0.27721313,0.47031205,0.45223564
-4.96748374,2.08297008,0.02035163,0.16637444,0.01036692,1.41714590,0.62842434,0.26456580,0.43999492,0.43095881
-4.96148074,1.97433180,0.01851731,0.15721698,0.01000059,1.34499566,0.59078992,0.25212514,0.41086082,0.40916048
-4.95547774,1.86843709,0.01674105,0.14782209,0.00958880,1.27565025,0.55529092,0.24008244,0.38321788,0.38715522
-4.94947474,1.76665699,0.01503909,0.13833718,0.00913939,1.20997817,0.52223485,0.22862779,0.35734235,0.36526582
-4.94347174,1.67030799,0.01342491,0.12890687,0.00866071,1.14880641,0.49189250,0.21794432,0.33347316,0.34381290
-4.93746873,1.58061277,0.01190917,0.11966881,0.00816131,1.09289514,0.46449092,0.20820273,0.31180742,0.32310495
-4.93146573,1.49866469,0.01049983,0.11075009,0.00764970,1.04291464,0.44020743,0.19955645,0.29249719,0.30342917
-4.92546273,1.42539738,0.00920224,0.10226415,0.00713410,0.99942539,0.41916496,0.19213743,0.27564751,0.28504357
-4.91945973,1.36156070,0.00801939,0.09430841,0.00662222,0.96286217,0.40142893,0.18605287,0.26131571,0.26817040
-4.91345673,1.30770371,0.00695219,0.08696262,0.00612110,0.93352268,0.38700591,0.18138298,0.24951203,0.25299137
-4.90745373,1.26416519,0.00599975,0.08028784,0.00563691,0.91156128,0.37584394,0.17817976,0.24020147,0.23964444
-4.90145073,1.23107204,0.00515977,0.07432623,0.00517490,0.89698784,0.36783482,0.17646695,0.23330687,0.22822249
-4.89544772,1.20834512,0.00442883,0.06910139,0.00473929,0.88967185,0.36281812,0.17624096,0.22871298,0.21877363
-4.88944472,1.19571237,0.00380276,0.06461936,0.00433326,0.88935149,0.36058691,0.17747291,0.22627160,0.21130308
-4.88344172,1.19272815,0.00327694,0.06086995,0.00395897,0.89564716,0.36089495,0.18011150,0.22580737,0.20577643
-4.87743872,1.19879808,0.00284663,0.05782866,0.00361760,0.90807893,0.36346513,0.18408656,0.22712433,0.20212410
-4.87143572,1.21320789,0.00250719,0.05545870,0.00330945,0.92608702,0.36799884,0.18931325,0.23001267,0.20024661
-4.86543272,1.23515508,0.00225430,0.05371329,0.00303403,0.94905431,0.37418590,0.19569648,0.23425582,0.20002049
-4.85942971,1.26378180,0.00208412,0.05253797,0.00279018,0.97632992,0.38171456,0.20313546,0.23963733,0.20130447
-4.85342671,1.29820738,0.00199344,0.05187298,0.00257621,1.00725268,0.39028125,0.21152804,0.24594746,0.20394571
-4.84742371,1.33755915,0.00197967,0.05165548,0.00239004,1.04117332,0.39959957,0.22077476,0.25298917,0.20778569
-4.84142071,1.38099988,0.00204087,0.05182160,0.00222932,1.07747446,0.40940817,0.23078210,0.26058330,0.21266565
-4.83541771,1.42775077,0.00217575,0.05230835,0.00209155,1.11558721,0.41947707,0.24146510,0.26857263,0.21843124
-4.82941471,1.47710887,0.00238349,0.05305514,0.00197421,1.15500378,0.42961223,0.25274887,0.27682483,0.22493631
-4.82341171,1.52845811,0.00266365,0.05400514,0.00187485,1.19528533,0.43965801,0.26456908,0.28523393,0.23204562
-4.81740870,1.58127366,0.00301599,0.05510621,0.00179118,1.23606489,0.44949762,0.27687134,0.29372041,0.23963652
-4.81140570,1.63511939,0.00344022,0.05631158,0.00172107,1.27704499,0.45905130,0.28960946,0.30222985,0.24759946
-4.80540270,1.68963880,0.00393583,0.05758021,0.00166269,1.31799056,0.46827262,0.30274271,0.31073017,0.25583752
-4.79939970,1.74454025,0.00450178,0.05887682,0.00161443,1.35871736,0.47714288,0.31623224,0.31920762,0.26426497
-4.79339670,1.79957726,0.00513629,0.06017166,0.00157496,1.39907681,0.48566417,0.33003685,0.32766173,0.27280504
-4.78739370,1.85452556,0.00583659,0.06144013,0.00154321,1.43893828,0.49385132,0.34410845,0.33609951,0.28138714
-4.78139070,1.90915821,0.00659870,0.06266208,0.00151832,1.47817000,0.50172342,0.35838747,0.34452918,0.28994367
-4.77538769,1.96322070,0.00741728,0.06382113,0.00149962,1.51662001,0.50929529,0.37279848,0.35295382,0.29840682
-4.76938469,2.01640781,0.00828545,0.06490377,0.00148660,1.55409834,0.51656949,0.38724659,0.36136535,0.30670544
-4.76338169,2.06834388,0.00919475,0.06589855,0.00147883,1.59036201,0.52352944,0.40161464,0.36973916,0.31476242
-4.75737869,2.11856817,0.01013511,0.06679526,0.00147595,1.62510384,0.53013405,0.41576170,0.37802979,0.32249259
-4.75137569,2.16652653,0.01109492,0.06758417,0.00147761,1.65794607,0.53631412,0.42952299,0.38616797,0.32980157
-4.74537269,2.21157034,0.01206118,0.06825548,0.00148341,1.68843962,0.54197108,0.44271131,0.39405914,0.33658549
-4.73936968,2.25296323,0.01301968,0.06879880,0.00149290,1.71606923,0.54697779,0.45512015,0.40158383,0.34273174
-4.73336668,2.28989560,0.01395531,0.06920300,0.00150554,1.74026449,0.55118167,0.46652831,0.40859969,0.34812084
-4.72736368,2.32150635,0.01485241,0.06945606,0.00152070,1.76041640,0.55441001,0.47670596,0.41494528,0.35262918
-4.72136068,2.34691111,0.01569517,0.06954529,0.00153763,1.77589875,0.55647693,0.48542187,0.42044544,0.35613273
-4.71535768,2.36523532,0.01646805,0.06945762,0.00155547,1.78609310,0.55719190,0.49245142,0.42491789,0.35851133
-4.70935468,2.37565061,0.01715625,0.06918009,0.00157331,1.79041626,0.55636912,0.49758518,0.42818088,0.35965347
-4.70335168,2.37741248,0.01774618,0.06870047,0.00159014,1.78834848,0.55383733,0.50063742,0.43006131,0.35946122
-4.69734867,2.36989718,0.01822589,0.06800798,0.00160493,1.77946105,0.54944945,0.50145425,0.43040304,0.35785510
-4.69134567,2.35263566,0.01858545,0.06709395,0.00161665,1.76344148,0.54309149,0.49992093,0.42907478,0.35477849
-4.68534267,2.32534277,0.01881732,0.06595261,0.00162432,1.74011495,0.53469021,0.49596788,0.42597732,0.35020142
-4.67933967,2.28793990,0.01891657,0.06458170,0.00162703,1.70946072,0.52421911,0.48957523,0.42104946,0.34412356
-4.67333667,2.24056981,0.01888110,0.06298304,0.00162396,1.67162252,0.51170251,0.48077541,0.41427252,0.33657598
-4.66733367,2.18360273,0.01871164,0.06116290,0.00161447,1.62691225,0.49721722,0.46965388,0.40567307,0.32762192
-4.66133067,2.11763336,0.01841182,0.05913234,0.00159808,1.57580686,0.48089213,0.45634780,0.39532372,0.31735620
-4.65532766,2.04346884,0.01798796,0.05690717,0.00157451,1.51893830,0.46290536,0.44104267,0.38334210,0.30590346
-4.64932466,1.96210833,0.01744887,0.05450794,0.00154371,1.45707723,0.44347943,0.42396727,0.36988778,0.29341530
-4.64332166,1.87471513,0.01680558,0.05195963,0.00150583,1.39111125,0.42287455,0.40538698,0.35515767,0.28006636
