energy_ev,total_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up,Sn_p_up,Sn_d_up
-5.78989495,4.88365107,1.69709579,2.43600230,0.21682008,0.72038098,0.01925642,0.00060066
-5.78389195,5.16240055,1.78555667,2.64425502,0.23733878,0.78551180,0.02107815,0.00058548
-5.77788894,5.43701929,1.87102489,2.85398465,0.25829026,0.85144003,0.02293353,0.00056732
-5.77188594,5.70473824,1.95242552,3.06280202,0.27948260,0.91745585,0.02480425,0.00054656
-5.76588294,5.96268723,2.02865621,3.26820558,0.30071113,0.98281275,0.02667102,0.00052363
-5.75987994,6.20795659,2.09861321,3.46764099,0.32176287,1.04674518,0.02851400,0.00049895
-5.75387694,6.43766608,2.16122043,3.65856512,0.34242125,1.10848738,0.03031339,0.00047299
-5.74787394,6.64903855,2.21546036,3.83851211,0.36247094,1.16729281,0.03204994,0.00044616
-5.74187094,6.83947518,2.26040570,4.00515863,0.38170263,1.22245331,0.03370555,0.00041888
-5.73586793,7.00662893,2.29525006,4.15638564,0.39991753,1.27331717,0.03526381,0.00039154
-5.72986493,7.14847301,2.31933643,4.29033420,0.41693136,1.31930549,0.03671055,0.00036449
-5.72386193,7.26336099,2.33218180,4.40545285,0.43257781,1.35992615,0.03803427,0.00033804
-5.71785893,7.35007607,2.33349683,4.50053494,0.44671126,1.39478479,0.03922659,0.00031244
-5.71185593,7.40786728,2.32319939,4.57474455,0.45920874,1.42359275,0.04028255,0.00028792
-5.70585293,7.43647125,2.30142133,4.62763041,0.46997117,1.44617160,0.04120083,0.00026464
-5.69984992,7.43611908,2.26850800,4.65912788,0.47892383,1.46245435,0.04198388,0.00024272
-5.69384692,7.40752861,2.22501070,4.66954952,0.48601618,1.47248368,0.04263797,0.00022225
-5.68784392,7.35188297,2.17167224,4.65956552,0.49122121,1.47640743,0.04317309,0.00020326
-5.68184092,7.27079731,2.10940656,4.63017560,0.49453435,1.47447184,0.04360278,0.00018577
-5.67583792,7.16627568,2.03927322,4.58267415,0.49597205,1.46701313,0.04394387,0.00016976
-5.66983492,7.04066061,1.96244825,4.51861082,0.49557033,1.45444782,0.04421606,0.00015518
-5.66383192,6.89657777,1.88019251,4.43974834,0.49338320,1.43726251,0.04444154,0.00014198
-5.65782891,6.73687808,1.79381915,4.34801952,0.48948114,1.41600329,0.04464436,0.00013008
-5.65182591,6.56457936,1.70466136,4.24548492,0.48394967,1.39126529,0.04484988,0.00011941
-5.64582291,6.38280904,1.61404180,4.13429225,0.47688804,1.36368254,0.04508406,0.00010988
-5.63981991,6.19474908,1.52324463,4.01663841,0.46840794,1.33391817,0.04537269,0.00010141
-5.63381691,6.00358364,1.43349088,3.89473416,0.45863223,1.30265487,0.04574066,0.00009391
-5.62781391,5.81244973,1.34591776,3.77077175,0.44769365,1.27058559,0.04621106,0.00008731
-5.62181091,5.62439053,1.26156204,3.64689469,0.43573343,1.23840420,0.04680439,0.00008152
-5.61580790,5.44231088,1.18134754,3.52516957,0.42289959,1.20679579,0.04753768,0.00007648
-5.60980490,5.26893455,1.10607643,3.40755886,0.40934518,1.17642663,0.04842373,0.00007212
-5.60380190,5.10676265,1.03642397,3.29589441,0.39522611,1.14793338,0.04947030,0.00006839
-5.59779890,4.95803320,0.97293618,3.19185114,0.38069884,1.12191162,0.05067953,0.00006523
-5.59179590,4.82468172,0.91602980,3.09692072,0.36591784,1.09890380,0.05204737,0.00006258
-5.58579290,4.70830361,0.86599413,3.01238538,0.35103296,1.07938666,0.05356324,0.00006042
-5.57978989,4.61011912,0.82299415,2.93929248,0.33618685,1.06375864,0.05520985,0.00005869
-5.57378689,4.53094247,0.78707457,2.87843047,0.32151251,1.05232754,0.05696333,0.00005736
-5.56778389,4.47115660,0.75816457,2.83030753,0.30713124,1.04529920,0.05879344,0.00005639
-5.56178089,4.43069564,0.73608307,2.79513403,0.29315099,1.04276769,0.06066425,0.00005575
-5.55577789,4.40903684,0.72054453,2.77281039,0.27966540,1.04470776,0.06253485,0.00005540
-5.54977489,4.40520389,0.71116539,2.76292163,0.26675351,1.05097016,0.06436049,0.00005533
-5.54377189,4.41778296,0.70747138,2.76473984,0.25448032,1.06128036,0.06609383,0.00005549
-5.53776888,4.44495249,0.70890581,2.77723567,0.24289811,1.07524123,0.06768638,0.00005586
-5.53176588,4.48452705,0.71483918,2.79909937,0.23204859,1.09233987,0.06909007,0.00005642
-5.52576288,4.53401489,0.72458027,2.82877149,0.22196563,1.11195867,0.07025885,0.00005715
-5.51975988,4.59068791,0.73738876,2.86448303,0.21267866,1.13339065,0.07115032,0.00005802
-5.51375688,4.65166230,0.75248951,2.90430395,0.20421628,1.15585841,0.07172726,0.00005903
-5.50775388,4.71398694,0.76908818,2.94619878,0.19661008,1.17853651,0.07195896,0.00006017
-5.50175088,4.77473654,0.78638821,2.98808743,0.18989828,1.20057623,0.07182242,0.00006144
-5.49574787,4.83110553,0.80360848,3.02790884,0.18412900,1.22113185,0.07130319,0.00006285
-5.48974487,4.88049889,0.82000136,3.06368502,0.17936292,1.23938747,0.07039593,0.00006440
-5.48374187,4.92061585,0.83487042,3.09358282,0.17567498,1.25458322,0.06910465,0.00006613
-5.47773887,4.94952251,0.84758716,3.11597067,0.17315519,1.26603965,0.06744256,0.00006804
-5.47173587,4.96571012,0.85760616,3.12946797,0.17190803,1.27317939,0.06543162,0.00007017
-5.46573287,4.96813599,0.86447782,3.13298475,0.17205075,1.27554493,0.06310168,0.00007256
-5.45972986,4.95624523,0.86785832,3.12575004,0.17371021,1.27281194,0.06048948,0.00007524
-5.45372686,4.92997219,0.86751614,3.10732764,0.17701846,1.26479741,0.05763731,0.00007824
-5.44772386,4.88972143,0.86333496,3.07761884,0.18210722,1.25146229,0.05459154,0.00008161
-5.44172086,4.83632955,0.85531267,3.03685208,0.18910123,1.23290873,0.05140111,0.00008536
-5.43571786,4.77100954,0.84355669,2.98556048,0.19811094,1.20937198,0.04811590,0.00008952
-5.42971486,4.69528098,0.82827572,2.92454855,0.20922463,1.18120745,0.04478527,0.00009411
-5.42371186,4.61088956,0.80976841,2.85485003,0.22250047,1.14887378,0.04145655,0.00009912
-5.41770885,4.51972030,0.78840950,2.77767930,0.23795873,1.11291269,0.03817385,0.00010454
-5.41170585,4.42370914,0.76463425,2.69437901,0.25557462,1.07392671,0.03497696,0.00011033
-5.40570285,4.32475742,0.73892174,2.60636673,0.27527220,1.03255590,0.03190055,0.00011646
-5.39969985,4.22465379,0.71177818,2.51508332,0.29691956,0.98945470,0.02897358,0.00012285
-5.39369685,4.12500751,0.68372072,2.42194563,0.32032583,0.94527002,0.02621896,0.00012942
-5.38769385,4.02719625,0.65526271,2.32830567,0.34524011,0.90062143,0.02365349,0.00013609
-5.38169085,3.93233091,0.62690098,2.23541793,0.37135268,0.85608439,0.02128799,0.00014273
-5.37568784,3.84123850,0.59910551,2.14441594,0.39829857,0.81217695,0.01912763,0.00014924
-5.36968484,3.75446338,0.57231188,2.05629859,0.42566350,0.76935041,0.01717245,0.00015547
-5.36368184,3.67228591,0.54691655,1.97192585,0.45299213,0.72798395,0.01541797,0.00016131
-5.35767884,3.59475632,0.52327483,1.89202334,0.47979848,0.68838320,0.01385589,0.00016662
-5.35167584,3.52174099,0.50170120,1.81719401,0.50557810,0.65078229,0.01247485,0.00017128
-5.34567284,3.45297740,0.48247165,1.74793553,0.52982172,0.61534897,0.01126123,0.00017517
-5.33966983,3.38813367,0.46582732,1.68466096,0.55202973,0.58219206,0.01019985,0.00017821
-5.33366683,3.32686824,0.45197884,1.62772053,0.57172711,0.55137049,0.00927470,0.00018030
-5.32766383,3.26888540,0.44111067,1.57742235,0.58847802,0.52290320,0.00846955,0.00018138
-5.32166083,3.21398278,0.43338480,1.53404982,0.60189953,0.49677902,0.00776849,0.00018143
-5.31565783,3.16208745,0.42894322,1.49787406,0.61167395,0.47296593,0.00715641,0.00018043
-5.30965483,3.11327799,0.42790863,1.46916005,0.61755903,0.45141908,0.00661930,0.00017840
-5.30365183,3.06779104,0.43038321,1.44816548,0.61939573,0.43208711,0.00614453,0.00017537
-5.29764882,3.02601187,0.43644517,1.43513239,0.61711323,0.41491644,0.00572101,0.00017141
-5.29164582,2.98844942,0.44614337,1.43027164,0.61073073,0.39985351,0.00533923,0.00016660
-5.28564282,2.95569757,0.45948998,1.43374145,0.60035625,0.38684496,0.00499127,0.00016105
-5.27963982,2.92838517,0.47645197,1.44562128,0.58618237,0.37583595,0.00467076,0.00015487
-5.27363682,2.90711813,0.49694180,1.46588308,0.56847901,0.36676700,0.00437269,0.00014818
-5.26763382,2.89241755,0.52080813,1.49436194,0.54758386,0.35956977,0.00409332,0.00014111
-5.26163082,2.88465804,0.54782738,1.53072866,0.52389070,0.35416226,0.00382999,0.00013380
-5.25562781,2.88401047,0.57769693,1.57446642,0.49783623,0.35044404,0.00358090,0.00012638
-5.24962481,2.89039320,0.61003071,1.62485383,0.46988598,0.34829192,0.00334494,0.00011894
-5.24362181,2.90343519,0.64435794,1.68095616,0.44052001,0.34755665,0.00312152,0.00011162
-5.23761881,2.92245406,0.68012548,1.74162624,0.41021879,0.34806089,0.00291038,0.00010450
-5.23161581,2.94645064,0.71670417,1.80551589,0.37945008,0.34959900,0.00271147,0.00009765
-5.22561281,2.97412137,0.75339924,1.87109820,0.34865700,0.35193844,0.00252479,0.00009114
-5.21960980,3.00388812,0.78946471,1.93670019,0.31824795,0.35482320,0.00235035,0.00008501
-5.21360680,3.03394435,0.82412136,2.00054496,0.28858841,0.35797894,0.00218805,0.00007929
-5.20760380,3.06231546,0.85657760,2.06080168,0.25999501,0.36111965,0.00203765,0.00007400
-5.20160080,3.08693037,0.88605250,2.11564125,0.23273165,0.36395555,0.00189876,0.00006912
-5.19559780,3.10570055,0.91180000,2.16329518,0.20700795,0.36620191,0.00177084,0.00006464
-5.18959480,3.11660262,0.93313304,2.20211486,0.18297951,0.36758810,0.00165321,0.00006054
-5.18359180,3.11776001,0.94944666,2.23062857,0.16075006,0.36786661,0.00154504,0.00005678
-5.17758879,3.10751967,0.96023889,2.24759310,0.14037503,0.36682148,0.00144546,0.00005333
-5.17158579,3.08451998,0.96512826,2.25203791,0.12186629,0.36427563,0.00135352,0.00005015
-5.16558279,3.04774634,0.96386732,2.24329939,0.10519769,0.36009683,0.00126831,0.00004719
-5.15957979,2.99657209,0.95635130,2.22104369,0.09031113,0.35420189,0.00118893,0.00004442
-5.15357679,2.93078290,0.94262153,2.18527729,0.07712280,0.34655898,0.00111455,0.00004181
-5.14757379,2.85058389,0.92286361,2.13634479,0.06552932,0.33718788,0.00104449,0.00003931
-5.14157079,2.75658965,0.89740028,2.07491436,0.05541355,0.32615830,0.00097814,0.00003692
-5.13556778,2.64979837,0.86667952,2.00195182,0.04665000,0.31358633,0.00091510,0.00003460
-5.12956478,2.53155176,0.83125848,1.91868495,0.03910946,0.29962919,0.00085511,0.00003234
-5.12356178,2.40348358,0.79178409,1.82655990,0.03266308,0.28447876,0.00079806,0.00003013
-5.11755878,2.26745973,0.74897134,1.72719215,0.02718563,0.26835404,0.00074407,0.00002798
-5.11155578,2.12551316,0.70358019,1.62231446,0.02255802,0.25149306,0.00069337,0.00002587
-5.10555278,1.97977717,0.65639233,1.51372441,0.01866920,0.23414466,0.00064642,0.00002382
-5.09954977,1.83242021,0.60818873,1.40323378,0.01541736,0.21656036,0.00060380,0.00002184
-5.09354677,1.68558525,0.55972891,1.29262208,0.01271065,0.19898689,0.00056629,0.00001993
-5.08754377,1.54133601,0.51173267,1.18359592,0.01046733,0.18165946,0.00053482,0.00001810
-5.08154077,1.40161214,0.46486495,1.07775553,0.00861570,0.16479616,0.00051047,0.00001636
-5.07553777,1.26819432,0.41972413,0.97656926,0.00709361,0.14859357,0.00049452,0.00001474
-5.06953477,1.14268004,0.37683398,0.88135636,0.00584783,0.13322360,0.00048837,0.00001323
-5.06353177,1.02646977,0.33663918,0.79327785,0.00483329,0.11883167,0.00049362,0.00001185
-5.05752876,0.92076279,0.29950423,0.71333480,0.00401227,0.10553609,0.00051202,0.00001061
-5.05152576,0.82656145,0.26571535,0.64237290,0.00335346,0.09342850,0.00054549,0.00000951
-5.04552276,0.74468223,0.23548484,0.58109207,0.00283123,0.08257522,0.00059611,0.00000857
-5.03951976,0.67577149,0.20895737,0.53005951,0.00242472,0.07301935,0.00066609,0.00000778
-5.03351676,0.62032401,0.18621746,0.48972441,0.00211719,0.06478330,0.00075778,0.00000716
-5.02751376,0.57870216,0.16729768,0.46043295,0.00189526,0.05787157,0.00087360,0.00000670
-5.02151076,0.55115367,0.15218674,0.44244172,0.00174840,0.05227367,0.00101601,0.00000640
-5.01550775,0.53782649,0.14083722,0.43592849,0.00166833,0.04796674,0.00118743,0.00000628
-5.00950475,0.53877912,0.13317222,0.44099919,0.00164859,0.04491806,0.00139021,0.00000632
-5.00350175,0.55398568,0.12909082,0.45769028,0.00168408,0.04308696,0.00162647,0.00000653
-4.99749875,0.58333513,0.12847200,0.48596641,0.00177080,0.04242642,0.00189806,0.00000691
-4.99149575,0.62662465,0.13117705,0.52571312,0.00190541,0.04288395,0.00220642,0.00000745
-4.98549275,0.68354771,0.13705043,0.57672539,0.00208506,0.04440214,0.00255245,0.00000815
-4.97948974,0.75367773,0.14591930,0.63869256,0.00230710,0.04691863,0.00293642,0.00000901
-4.97348674,0.83644886,0.15759195,0.71118102,0.00256886,0.05036570,0.00335781,0.00001002
-4.96748374,0.93113528,0.17185543,0.79361593,0.00286750,0.05466965,0.00381525,0.00001118
-4.96148074,1.03683124,0.18847295,0.88526378,0.00319983,0.05974996,0.00430640,0.00001246
-4.95547774,1.15243375,0.20718118,0.98521736,0.00356221,0.06551848,0.00482788,0.00001386
-4.94947474,1.27662996,0.22768815,1.09238494,0.00395047,0.07187874,0.00537525,0.00001536
-4.94347174,1.40789115,0.24967204,1.20548528,0.00435981,0.07872553,0.00594300,0.00001695
-4.93746873,1.54447501,0.27278118,1.32304976,0.00478484,0.08594486,0.00652462,0.00001860
-4.93146573,1.68443745,0.29663561,1.44343280,0.00521957,0.09341435,0.00711262,0.00002029
-4.92546273,1.82565469,0.32083036,1.56483110,0.00565748,0.10100425,0.00769875,0.00002200
-4.91945973,1.96585582,0.34494047,1.68531191,0.00609161,0.10857894,0.00827409,0.00002369
-4.91345673,2.10266547,0.36852786,1.80284998,0.00651473,0.11599901,0.00882934,0.00002535
-4.90745373,2.23365557,0.39114965,1.91537222,0.00691944,0.12312387,0.00935501,0.00002693
-4.90145073,2.35640437,0.41236795,2.02080868,0.00729841,0.12981476,0.00984174,0.00002842
-4.89544772,2.46856082,0.43176051,2.11714803,0.00764458,0.13593809,0.01028058,0.00002978
-4.88944472,2.56791145,0.44893184,2.20249520,0.00795138,0.14136893,0.01066330,0.00003099
-4.88344172,2.65244702,0.46352443,2.27512877,0.00821291,0.14599456,0.01098266,0.00003202
-4.87743872,2.72042580,0.47522929,2.33355546,0.00842422,0.14971776,0.01123275,0.00003285
-4.87143572,2.77043055,0.48379552,2.37655922,0.00858145,0.15245994,0.01140915,0.00003347
-4.86543272,2.80141637,0.48903828,2.40324242,0.00868202,0.15416361,0.01150924,0.00003386
-4.85942971,2.81274720,0.49084481,2.41305733,0.00872474,0.15479441,0.01153226,0.00003401
-4.85342671,2.80421885,0.48917810,2.40582597,0.00870996,0.15434234,0.01147951,0.00003392
-4.84742371,2.77606769,0.48407811,2.38174772,0.00863956,0.15282219,0.01135432,0.00003361
-4.84142071,2.72896431,0.47566037,2.34139392,0.00851699,0.15027324,0.01116211,0.00003306
-4.83541771,2.66399246,0.46411204,2.28568994,0.00834723,0.14675812,0.01091024,0.00003230
-4.82941471,2.58261441,0.44968561,2.21588544,0.00813672,0.14236091,0.01060797,0.00003135
-4.82341171,2.48662414,0.43269055,2.13351432,0.00789320,0.13718461,0.01026621,0.00003023
-4.81740870,2.37809076,0.41348322,2.04034617,0.00762563,0.13134803,0.00989739,0.00002895
-4.81140570,2.25929464,0.39245563,1.93833152,0.00734393,0.12498234,0.00951513,0.00002757
-4.80540270,2.13265910,0.37002341,1.82954322,0.00705885,0.11822730,0.00913403,0.00002609
-4.79939970,2.00068050,0.34661361,1.71611652,0.00678169,0.11122738,0.00876936,0.00002456
-4.79339670,1.86585964,0.32265274,1.60019021,0.00652410,0.10412797,0.00843675,0.00002301
-4.78739370,1.73063685,0.29855557,1.48385099,0.00629786,0.09707173,0.00815190,0.00002146
-4.78139070,1.59733300,0.27471504,1.36908295,0.00611461,0.09019521,0.00793027,0.00001995
-4.77538769,1.46809821,0.25149349,1.25772360,0.00598559,0.08362589,0.00778677,0.00001851
-4.76938469,1.34486922,0.22921565,1.15142751,0.00592148,0.07747961,0.00773546,0.00001715
-4.76338169,1.22933632,0.20816323,1.05163807,0.00593208,0.07185847,0.00778923,0.00001592
-4.75737869,1.12291980,0.18857128,0.95956755,0.00602612,0.06684924,0.00795952,0.00001481
-4.75137569,1.02675573,0.17062627,0.87618510,0.00621103,0.06252221,0.00825601,0.00001386
-4.74537269,0.94169030,0.15446571,0.80221228,0.00649272,0.05893047,0.00868633,0.00001306
-4.73936968,0.86828193,0.14017908,0.73812519,0.00687534,0.05610956,0.00925580,0.00001244
-4.73336668,0.80680993,0.12781000,0.68416219,0.00736113,0.05407757,0.00996711,0.00001198
-4.72736368,0.75728859,0.11735928,0.64033643,0.00795019,0.05283541,0.01082014,0.00001171
-4.72136068,0.71948557,0.10878871,0.60645194,0.00864037,0.05236744,0.01181170,0.00001160
-4.71535768,0.69294359,0.10202527,0.58212253,0.00942714,0.05264232,0.01293542,0.00001165
-4.70935468,0.67700445,0.09696577,0.56679266,0.01030351,0.05361402,0.01418163,0.00001186
-4.70335168,0.67083479,0.09348151,0.55975968,0.01126005,0.05522307,0.01553733,0.00001221
-4.69734867,0.67345299,0.09142309,0.56019698,0.01228489,0.05739803,0.01698633,0.00001268
-4.69134567,0.68375689,0.09062509,0.56717767,0.01336391,0.06005704,0.01850936,0.00001326
-4.68534267,0.70055218,0.09091073,0.57969877,0.01448092,0.06310973,0.02008447,0.00001393
-4.67933967,0.72258119,0.09209632,0.59670548,0.01561795,0.06645916,0.02168739,0.00001466
-4.67333667,0.74855216,0.09399564,0.61711586,0.01675563,0.07000408,0.02329213,0.00001544
-4.66733367,0.77716879,0.09642413,0.63984546,0.01787370,0.07364132,0.02487167,0.00001624
-4.66133067,0.80715999,0.09920294,0.66383209,0.01895146,0.07726836,0.02639876,0.00001704
-4.65532766,0.83730955,0.10216281,0.68806036,0.01996843,0.08078594,0.02784680,0.00001781
-4.64932466,0.86648538,0.10514781,0.71158577,0.02090495,0.08410091,0.02919086,0.00001854
-4.64332166,0.89366797,0.10801882,0.73355812,0.02174284,0.08712888,0.03040862,0.00001921
-4.63731866,0.91797734,0.11065679,0.75324358,0.02246602,0.08979698,0.03148151,0.00001980
-4.63131566,0.93869806,0.11296566,0.77004510,0.02306118,0.09204634,0.03239563,0.00002031
-4.62531266,0.95530151,0.11487495,0.78352055,0.02351826,0.09383445,0.03314275,0.00002071
-4.61930965,0.96746468,0.11634189,0.79339805,0.02383102,0.09513711,0.03372122,0.00002102
-4.61330665,0.97508511,0.11735299,0.79958797,0.02399735,0.09595003,0.03413666,0.00002122
-4.60730365,0.97829106,0.11792511,0.80219118,0.02401958,0.09629002,0.03440263,0.00002133
-4.60130065,0.97744678,0.11810585,0.80150312,0.02390459,0.09619560,0.03454103,0.00002135
-4.59529765,0.97315231,0.11797332,0.79801353,0.02366382,0.09572711,0.03458239,0.00002131
-4.58929465,0.96623786,0.11763510,0.79240158,0.02331314,0.09496626,0.03456593,0.00002123
-4.58329165,0.95775261,0.11722662,0.78552650,0.02287255,0.09401509,0.03453941,0.00002114
-4.57728864,0.94894809,0.11690873,0.77841377,0.02236582,0.09299446,0.03455879,0.00002107
-4.57128564,0.94125645,0.11686467,0.77223704,0.02181996,0.09204192,0.03468767,0.00002106
-4.56528264,0.93626393,0.11729628,0.76829614,0.02126458,0.09130917,0.03499660,0.00002116
-4.55927964,0.93568005,0.11841974,0.76799156,0.02073127,0.09095909,0.03556207,0.00002143
-4.55327664,0.94130294,0.12046069,0.77279569,0.02025280,0.09116237,0.03646547,0.00002191
-4.54727364,0.95498148,0.12364897,0.78422152,0.01986237,0.09209385,0.03779178,0.00002266
-4.54127064,0.97857489,0.12821294,0.80378907,0.01959278,0.09392866,0.03962811,0.00002376
-4.53526763,1.01391025,0.13437363,0.83299034,0.01947567,0.09683814,0.04206218,0.00002526
-4.52926463,1.06273901,0.14233876,0.87325316,0.01954071,0.10098571,0.04518051,0.00002725
-4.52326163,1.12669290,0.15229680,0.92590477,0.01981483,0.10652270,0.04906670,0.00002978
-4.51725863,1.20724046,0.16441121,0.99213581,0.02032158,0.11358436,0.05379941,0.00003293
-4.51125563,1.30564494,0.17881513,1.07296555,0.02108043,0.12228600,0.05945050,0.00003678
-4.50525263,1.42292477,0.19560659,1.16920919,0.02210626,0.13271939,0.06608293,0.00004139
-4.49924962,1.55981778,0.21484456,1.28144840,0.02340883,0.14494972,0.07374887,0.00004682
-4.49324662,1.71675037,0.23654599,1.41000599,0.02499244,0.15901299,0.08248780,0.00005315
-4.48724362,1.89381306,0.26068404,1.55492584,0.02685566,0.17491410,0.09232475,0.00006042
-4.48124062,2.09074363,0.28718776,1.71595928,0.02899114,0.19262577,0.10326881,0.00006869
-4.47523762,2.30691909,0.31594324,1.89255870,0.03138565,0.21208826,0.11531187,0.00007800
-4.46923462,2.54135760,0.34679650,2.08387951,0.03402018,0.23321018,0.12842776,0.00008837
-4.46323162,2.79273108,0.37955803,2.28879086,0.03687018,0.25587021,0.14257187,0.00009981
-4.45722861,3.05938895,0.41400899,2.50589559,0.03990604,0.27991990,0.15768118,0.00011234
-4.45122561,3.33939310,0.44990902,2.73355935,0.04309357,0.30518749,0.17367501,0.00012594
-4.44522261,3.63056351,0.48700538,2.96994840,0.04639478,0.33148254,0.19045627,0.00014058
-4.43921961,3.93053350,0.52504311,3.21307525,0.04976868,0.35860137,0.20791345,0.00015620
-4.43321661,4.23681316,0.56377594,3.46085073,0.05317224,0.38633302,0.22592324,0.00017275
-4.42721361,4.54685861,0.60297735,3.71114075,0.05656140,0.41446550,0.24435381,0.00019014
-4.42121061,4.85814462,0.64245134,3.96182551,0.05989225,0.44279196,0.26306867,0.00020828
-4.41520760,5.16823774,0.68204239,4.21085872,0.06312211,0.47111666,0.28193104,0.00022704
-4.40920460,5.47486636,0.72164394,4.45632418,0.06621066,0.49926014,0.30080868,0.00024631
-4.40320160,5.77598488,0.76120491,4.69648711,0.06912111,0.52706353,0.31957888,0.00026595
-4.39719860,6.06982838,0.80073384,4.92983750,0.07182115,0.55439160,0.33813370,0.00028580
-4.39119560,6.35495508,0.84030011,5.15512333,0.07428390,0.58113425,0.35638496,0.00030572
-4.38519260,6.63027410,0.88003209,5.37137164,0.07648864,0.60720658,0.37426900,0.00032555
-4.37918959,6.89505675,0.92011197,5.57789627,0.07842139,0.63254707,0.39175088,0.00034514
-4.37318659,7.14893007,0.96076738,5.77429133,0.08007529,0.65711438,0.40882786,0.00036436
-4.36718359,7.39185278,1.00225993,5.96041072,0.08145074,0.68088250,0.42553178,0.00038305
-4.36118059,7.62407407,1.04487103,6.13633433,0.08255526,0.70383478,0.44193033,0.00040109
-4.35517759,7.84607710,1.08888551,6.30232249,0.08340324,0.72595711,0.45812689,0.00041839
-4.34917459,8.05850959,1.13457371,6.45876107,0.08401529,0.74723063,0.47425884,0.00043483
-4.34317159,8.26210500,1.18217277,6.60609980,0.08441753,0.76762446,0.49049426,0.00045034
-4.33716858,8.45759806,1.23186807,6.74478749,0.08464058,0.78708898,0.50702697,0.00046486
-4.33116558,8.64563916,1.28377559,6.87520736,0.08471844,0.80555014,0.52406996,0.00047834
-4.32516258,8.82671214,1.33792615,6.99761642,0.08468723,0.82290518,0.54184727,0.00049074
-4.31915958,9.00105990,1.39425236,7.11209233,0.08458389,0.83902022,0.56058467,0.00050206
-4.31315658,9.16862226,1.45257905,7.21849102,0.08444481,0.85372994,0.58049923,0.00051229
-4.30715358,9.32898967,1.51261773,7.31641772,0.08430454,0.86683958,0.60178828,0.00052140
