energy_ev,total_up,C_s_up,C_p_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-3.50875438,0.05105974,0.00008300,0.00015356,0.00278087,0.03362229,0.00002999,0.00686826,0.01914150,0.00788330
-3.50275138,0.05797773,0.00009538,0.00013252,0.00308026,0.03833526,0.00003367,0.00749895,0.02215776,0.00882084
-3.49674837,0.06608229,0.00010931,0.00012137,0.00346095,0.04376769,0.00003987,0.00831289,0.02556792,0.00998979
-3.49074537,0.07538291,0.00012479,0.00011956,0.00392207,0.04991827,0.00004891,0.00930157,0.02938952,0.01139607
-3.48474237,0.08589491,0.00014181,0.00012702,0.00446415,0.05678510,0.00006118,0.01045867,0.03364019,0.01304946
-3.47873937,0.09763800,0.00016034,0.00014415,0.00508897,0.06436438,0.00007724,0.01177971,0.03833768,0.01496350
-3.47273637,0.11063548,0.00018034,0.00017184,0.00579948,0.07264944,0.00009776,0.01326179,0.04350010,0.01715553
-3.46673337,0.12491397,0.00020173,0.00021149,0.00659980,0.08163031,0.00012353,0.01490353,0.04914631,0.01964667
-3.46073037,0.14050382,0.00022443,0.00026508,0.00749524,0.09129359,0.00015550,0.01670507,0.05529655,0.02246198
-3.45472736,0.15744015,0.00024834,0.00033516,0.00849240,0.10162297,0.00019473,0.01866833,0.06197320,0.02563056
-3.44872436,0.17576452,0.00027334,0.00042500,0.00959934,0.11260023,0.00024245,0.02079740,0.06920177,0.02918566
-3.44272136,0.19552724,0.00029927,0.00053856,0.01082575,0.12420671,0.00029999,0.02309907,0.07701195,0.03316480
-3.43671836,0.21678999,0.00032599,0.00068062,0.01218320,0.13642534,0.00036881,0.02558361,0.08543876,0.03760984
-3.43071536,0.23962902,0.00035332,0.00085686,0.01368545,0.14924312,0.00045049,0.02826560,0.09452368,0.04256688
-3.42471236,0.26413836,0.00038108,0.00107392,0.01534869,0.16265390,0.00054667,0.03116498,0.10431571,0.04808616
-3.41870935,0.29043312,0.00040908,0.00133946,0.01719192,0.17666152,0.00065907,0.03430814,0.11487230,0.05422171
-3.41270635,0.31865261,0.00043713,0.00166229,0.01923717,0.19128301,0.00078944,0.03772905,0.12625996,0.06103079
-3.40670335,0.34896292,0.00046502,0.00205234,0.02150981,0.20655185,0.00093950,0.04147035,0.13855468,0.06857324
-3.40070035,0.38155886,0.00049257,0.00252078,0.02403872,0.22252099,0.00111096,0.04558443,0.15184175,0.07691044
-3.39469735,0.41666497,0.00051957,0.00307994,0.02685637,0.23926547,0.00130537,0.05013424,0.16621527,0.08610416
-3.38869435,0.45453516,0.00054583,0.00374333,0.02999885,0.25688452,0.00152418,0.05519384,0.18177698,0.09621506
-3.38269135,0.49545102,0.00057117,0.00452553,0.03350563,0.27550271,0.00176859,0.06084867,0.19863454,0.10730104
-3.37668834,0.53971826,0.00059539,0.00544207,0.03741922,0.29527014,0.00203956,0.06719521,0.21689917,0.11941533
-3.37068534,0.58766138,0.00061831,0.00650921,0.04178461,0.31636137,0.00233771,0.07434017,0.23668263,0.13260445
-3.36468234,0.63961609,0.00063976,0.00774363,0.04664836,0.33897291,0.00266333,0.08239902,0.25809360,0.14690598
-3.35867934,0.69591974,0.00065956,0.00916217,0.05205759,0.36331909,0.00301623,0.09149369,0.28123340,0.16234632
-3.35267634,0.75689947,0.00067752,0.01078128,0.05805853,0.38962630,0.00339581,0.10174964,0.30619126,0.17893834
-3.34667334,0.82285835,0.00069350,0.01261658,0.06469493,0.41812551,0.00380096,0.11329201,0.33303910,0.19667919
-3.34067034,0.89405966,0.00070732,0.01468226,0.07200609,0.44904315,0.00423007,0.12624109,0.36182602,0.21554808
-3.33466733,0.97070962,0.00071883,0.01699041,0.08002482,0.48259052,0.00468099,0.14070703,0.39257265,0.23550442
-3.32866433,1.05293914,0.00072788,0.01955034,0.08877504,0.51895193,0.00515109,0.15678401,0.42526550,0.25648608
-3.32266133,1.14078511,0.00073435,0.02236785,0.09826947,0.55827203,0.00563720,0.17454405,0.45985159,0.27840808
-3.31665833,1.23417206,0.00073813,0.02544455,0.10850718,0.60064271,0.00613572,0.19403054,0.49623358,0.30116173
-3.31065533,1.33289499,0.00073913,0.02877712,0.11947131,0.64609023,0.00664261,0.21525198,0.53426560,0.32461429
-3.30465233,1.43660450,0.00073732,0.03235679,0.13112701,0.69456316,0.00715347,0.23817608,0.57375021,0.34860917
-3.29864932,1.54479506,0.00073268,0.03616879,0.14341972,0.74592184,0.00766362,0.26272462,0.61443654,0.37296692
-3.29264632,1.65679759,0.00072525,0.04019206,0.15627395,0.79993022,0.00816817,0.28876937,0.65602018,0.39748694
-3.28664332,1.77177737,0.00071513,0.04439911,0.16959275,0.85625063,0.00866212,0.31612947,0.69814475,0.42194998
-3.28064032,1.88873801,0.00070247,0.04875610,0.18325781,0.91444212,0.00914046,0.34457057,0.74040561,0.44612155
-3.27463732,2.00653236,0.00068749,0.05322320,0.19713050,0.97396314,0.00959830,0.37380585,0.78235566,0.46975616
-3.26863432,2.12388051,0.00067047,0.05775523,0.21105375,1.03417856,0.01003097,0.40349930,0.82351341,0.49260245
-3.26263132,2.23939529,0.00065178,0.06230249,0.22485489,1.09437155,0.01043414,0.43327115,0.86337322,0.51440905
-3.25662831,2.35161468,0.00063185,0.06681197,0.23834933,1.15375993,0.01080395,0.46270554,0.90141745,0.53493120
-3.25062531,2.45904054,0.00061117,0.07122867,0.25134512,1.21151688,0.01113710,0.49136026,0.93713045,0.55393776
-3.24462231,2.56018252,0.00059031,0.07549724,0.26364814,1.26679532,0.01143102,0.51877824,0.97001375,0.57121864
-3.23861931,2.65360556,0.00056988,0.07956360,0.27506782,1.31875497,0.01168387,0.54450046,0.99960200,0.58659215
-3.23261631,2.73797915,0.00055057,0.08337676,0.28542319,1.36659124,0.01189473,0.56807982,1.02547909,0.59991217
-3.22661331,2.81212596,0.00053308,0.08689051,0.29454888,1.40956445,0.01206354,0.58909533,1.04729360,0.61107466
-3.22061031,2.87506775,0.00051815,0.09006511,0.30230093,1.44702809,0.01219125,0.60716607,1.06477289,0.62002313
-3.21460730,2.92606602,0.00050652,0.09286864,0.30856212,1.47845470,0.01227972,0.62196430,1.07773511,0.62675291
-3.20860430,2.96465506,0.00049894,0.09527826,0.31324636,1.50345791,0.01233176,0.63322696,1.08609830,0.63131364
-3.20260130,2.99066551,0.00049613,0.09728095,0.31630223,1.52180959,0.01235104,0.64076526,1.08988607,0.63380991
-3.19659830,3.00423671,0.00049877,0.09887398,0.31771508,1.53345076,0.01234196,0.64447161,1.08922927,0.63439973
-3.19059530,3.00581671,0.00050747,0.10006486,0.31750794,1.53849590,0.01230956,0.64432372,1.08436349,0.63329076
-3.18459230,2.99614953,0.00052276,0.10087091,0.31574080,1.53723001,0.01225934,0.64038552,1.07562209,0.63073426
-3.17858929,2.97624982,0.00054508,0.10131835,0.31250859,1.53009855,0.01219701,0.63280496,1.06342513,0.62701702
-3.17258629,2.94736584,0.00057472,0.10144103,0.30793762,1.51769065,0.01212836,0.62180869,1.04826438,0.62245130
-3.16658329,2.91093232,0.00061185,0.10127878,0.30218098,1.50071629,0.01205895,0.60769398,1.03068513,0.61736340
-3.16058029,2.86851542,0.00065646,0.10087556,0.29541279,1.47997871,0.01199395,0.59081809,1.01126560,0.61208119
-3.15457729,2.82175244,0.00070840,0.10027746,0.28782178,1.45634326,0.01193785,0.57158589,0.99059482,0.60692114
-3.14857429,2.77228928,0.00076731,0.09953059,0.27960451,1.43070448,0.01189431,0.55043600,0.96925024,0.60217574
-3.14257129,2.72171874,0.00083265,0.09867916,0.27095846,1.40395277,0.01186597,0.52782634,0.94777597,0.59810158
-3.13656828,2.67152292,0.00090370,0.09776361,0.26207536,1.37694262,0.01185435,0.50421970,0.92666298,0.59490907
-3.13056528,2.62302240,0.00097953,0.09681907,0.25313512,1.35046371,0.01185973,0.48006984,0.90633213,0.59275422
-3.12456228,2.57733486,0.00105906,0.09587423,0.24430063,1.32521628,0.01188119,0.45580880,0.88712092,0.59173294
-3.11855928,2.53534488,0.00114107,0.09495050,0.23571361,1.30179181,0.01191661,0.43183591,0.86927479,0.59187834
-3.11255628,2.49768628,0.00122418,0.09406172,0.22749160,1.28065969,0.01196279,0.40850877,0.85294308,0.59316115
-3.10655328,2.46473743,0.00130694,0.09321425,0.21972637,1.26216019,0.01201564,0.38613646,0.83818011,0.59549322
-3.10055028,2.43662922,0.00138783,0.09240749,0.21248359,1.24650374,0.01207033,0.36497520,0.82495106,0.59873419
-3.09454727,2.41326483,0.00146530,0.09163479,0.20580365,1.23377600,0.01212162,0.34522619,0.81314229,0.60270064
-3.08854427,2.39434942,0.00153786,0.09088465,0.19970374,1.22394807,0.01216407,0.32703575,0.80257538,0.60717758
-3.08254127,2.37942780,0.00160404,0.09014209,0.19418068,1.21689083,0.01219237,0.31049737,0.79302418,0.61193137
-3.07653827,2.36792726,0.00166254,0.08939023,0.18921455,1.21239229,0.01220163,0.29565530,0.78423354,0.61672357
-3.07053527,2.35920303,0.00171217,0.08861174,0.18477266,1.21017664,0.01218762,0.28250951,0.77593898,0.62132474
-3.06453227,2.35258340,0.00175198,0.08779033,0.18081371,1.20992381,0.01214704,0.27102141,0.76788577,0.62552758
-3.05852926,2.34741192,0.00178122,0.08691197,0.17729188,1.21128836,0.01207769,0.26112017,0.75984663,0.62915852
-3.05252626,2.34308442,0.00179940,0.08596593,0.17416053,1.21391672,0.01197862,0.25270903,0.75163686,0.63208720
-3.04652326,2.33907880,0.00180632,0.08494543,0.17137542,1.21746195,0.01185016,0.24567158,0.74312620,0.63423328
-3.04052026,2.33497648,0.00180202,0.08384807,0.16889723,1.22159540,0.01169396,0.23987748,0.73424671,0.63557020
-3.03451726,2.33047463,0.00178684,0.08267582,0.16669334,1.22601514,0.01151285,0.23518767,0.72499643,0.63612570
-3.02851426,2.32538922,0.00176137,0.08143472,0.16473878,1.23045098,0.01131079,0.23145875,0.71543863,0.63597920
-3.02251126,2.31964927,0.00172641,0.08013431,0.16301638,1.23466638,0.01109260,0.22854669,0.70569681,0.63525610
-3.01650825,2.31328350,0.00168298,0.07878683,0.16151619,1.23845755,0.01086373,0.22630973,0.69594594,0.63411953
-3.01050525,2.30640072,0.00163225,0.07740619,0.16023429,1.24165050,0.01063001,0.22461054,0.68640053,0.63276000
-3.00450225,2.29916591,0.00157550,0.07600699,0.15917108,1.24409646,0.01039734,0.22331784,0.67730026,0.63138368
-2.99849925,2.29177399,0.00151408,0.07460336,0.15832935,1.24566666,0.01017137,0.22230752,0.66889425,0.63019998
-2.99249625,2.28442317,0.00144936,0.07320804,0.15771206,1.24624683,0.00995726,0.22146336,0.66142480,0.62940929
-2.98649325,2.27729009,0.00138267,0.07183147,0.15732028,1.24573237,0.00975942,0.22067758,0.65511174,0.62919154
-2.98049025,2.27050830,0.00131527,0.07048112,0.15715129,1.24402444,0.00958128,0.21985123,0.65013823,0.62969639
-2.97448724,2.26415160,0.00124831,0.06916109,0.15719698,1.24102750,0.00942514,0.21889454,0.64663892,0.63103550
-2.96848424,2.25822333,0.00118279,0.06787189,0.15744281,1.23664842,0.00929211,0.21772740,0.64469115,0.63327746
-2.96248124,2.25265211,0.00111955,0.06661051,0.15786721,1.23079722,0.00918205,0.21627977,0.64430964,0.63644567
-2.95647824,2.24729418,0.00105926,0.06537080,0.15844161,1.22338942,0.00909364,0.21449226,0.64544506,0.64051908
-2.95047524,2.24194213,0.00100238,0.06414402,0.15913109,1.21434957,0.00902444,0.21231675,0.64798643,0.64543600
-2.94447224,2.23633921,0.00094921,0.06291951,0.15989548,1.20361581,0.00897110,0.20971698,0.65176730,0.65110052
-2.93846923,2.23019812,0.00089986,0.06168564,0.16069104,1.19114493,0.00892954,0.20666919,0.65657523,0.65739119
-2.93246623,2.22322308,0.00085428,0.06043073,0.16147249,1.17691745,0.00889517,0.20316251,0.66216412,0.66417138
-2.92646323,2.21513350,0.00081230,0.05914400,0.16219521,1.16094237,0.00886320,0.19919928,0.66826854,0.67130077
-2.92046023,2.20568785,0.00077363,0.05781648,0.16281771,1.14326110,0.00882887,0.19479510,0.67461941,0.67864710
-2.91445723,2.19470600,0.00073790,0.05644184,0.16330389,1.12395018,0.00878772,0.18997853,0.68095996,0.68609761
-2.90845423,2.18208871,0.00070469,0.05501706,0.16362526,1.10312264,0.00873583,0.18479054,0.68706120,0.69356930
-2.90245123,2.16783300,0.00067355,0.05354288,0.16376273,1.08092777,0.00867003,0.17928349,0.69273599,0.70101750
-2.89644822,2.15204234,0.00064405,0.05202413,0.16370805,1.05754917,0.00858805,0.17351990,0.69785092,0.70844218
-2.89044522,2.13493109,0.00061575,0.05046976,0.16346467,1.03320138,0.00848864,0.16757074,0.70233532,0.71589148
-2.88444222,2.11682280,0.00058829,0.04889263,0.16304803,1.00812488,0.00837159,0.16151353,0.70618696,0.72346227
-2.87843922,2.09814228,0.00056134,0.04730922,0.16248520,0.98258006,0.00823780,0.15543013,0.70947408,0.73129773
-2.87243622,2.07940201,0.00053467,0.04573895,0.16181391,0.95684013,0.00808911,0.14940445,0.71233359,0.73958179
-2.86643322,2.06118325,0.00050809,0.04420357,0.16108105,0.93118353,0.00792830,0.14352002,0.71496561,0.74853085
-2.86043022,2.04411295,0.00048150,0.04272624,0.16034055,0.90588608,0.00775885,0.13785758,0.71762455,0.75838310
-2.85442721,2.02883745,0.00045487,0.04133063,0.15965096,0.88121317,0.00758479,0.13249276,0.72060716,0.76938598
-2.84842421,2.01599425,0.00042825,0.04003999,0.15907269,0.85741242,0.00741045,0.12749398,0.72423817,0.78178224
-2.84242121,2.00618323,0.00040171,0.03887620,0.15866504,0.83470704,0.00724027,0.12292053,0.72885426,0.79579560
-2.83641821,1.99993854,0.00037541,0.03785891,0.15848333,0.81329000,0.00707854,0.11882102,0.73478704,0.81161639
-2.83041521,1.99770251,0.00034951,0.03700473,0.15857605,0.79331940,0.00692919,0.11523223,0.74234595,0.82938811
-2.82441221,1.99980279,0.00032421,0.03632659,0.15898238,0.77491501,0.00679558,0.11217822,0.75180178,0.84919546
-2.81840920,2.00643355,0.00029970,0.03583322,0.15972997,0.75815601,0.00668036,0.10967001,0.76337167,0.87105455
-2.81240620,2.01764181,0.00027620,0.03552881,0.16083331,0.74308006,0.00658532,0.10770559,0.77720610,0.89490568
-2.80640320,2.03331910,0.00025388,0.03541283,0.16229264,0.72968357,0.00651130,0.10627030,0.79337866,0.92060913
-2.80040020,2.05319911,0.00023292,0.03548000,0.16409337,0.71792311,0.00645818,0.10533766,0.81187871,0.94794411
-2.79439720,2.07686109,0.00021346,0.03572049,0.16620625,0.70771785,0.00642486,0.10487040,0.83260742,0.97661106
-2.78839420,2.10373902,0.00019562,0.03612018,0.16858799,0.69895296,0.00640933,0.10482188,0.85537719,1.00623711
-2.78239120,2.13313592,0.00017948,0.03666112,0.17118259,0.69148377,0.00640877,0.10513757,0.87991445,1.03638443
-2.77638819,2.16424279,0.00016508,0.03732208,0.17392295,0.68514049,0.00641967,0.10575683,0.90586560,1.06656132
-2.77038519,2.19616140,0.00015244,0.03807913,0.17673307,0.67973357,0.00643798,0.10661458,0.93280582,1.09623524
-2.76438219,2.22792987,0.00014154,0.03890638,0.17953042,0.67505928,0.00645931,0.10764317,0.96025032,1.12484764
-2.75837919,2.25855028,0.00013235,0.03977665,0.18222850,0.67090558,0.00647908,0.10877410,0.98766752,1.15182952
-2.75237619,2.28701706,0.00012479,0.04066220,0.18473951,0.66705803,0.00649275,0.10993965,1.01449378,1.17661753
-2.74637319,2.31234543,0.00011878,0.04153543,0.18697696,0.66330577,0.00649597,0.11107446,1.04014884,1.19866973
-2.74037019,2.33359872,0.00011423,0.04236957,0.18885818,0.65944726,0.00648476,0.11211688,1.06405177,1.21748050
-2.73436718,2.34991394,0.00011103,0.04313929,0.19030657,0.65529583,0.00645564,0.11301019,1.08563662,1.23259422
-2.72836418,2.36052479,0.00010910,0.04382128,0.19125362,0.65068495,0.00640573,0.11370364,1.10436747,1.24361709
-2.72236118,2.36478155,0.00010833,0.04439473,0.19164063,0.64547296,0.00633290,0.11415324,1.11975239,1.25022692
-2.71635818,2.36216740,0.00010864,0.04484177,0.19142003,0.63954739,0.00623572,0.11432245,1.13135596,1.25218068
-2.71035518,2.35231088,0.00010998,0.04514782,0.19055634,0.63282857,0.00611357,0.11418260,1.13881002,1.24931951
-2.70435218,2.33499424,0.00011231,0.04530182,0.18902685,0.62527255,0.00596660,0.11371322,1.14182248,1.24157135
-2.69834917,2.31015772,0.00011563,0.04529648,0.18682185,0.61687321,0.00579567,0.11290214,1.14018392,1.22895115
-2.69234617,2.27789962,0.00011996,0.04512831,0.18394459,0.60766340,0.00560230,0.11174544,1.13377198,1.21155872
-2.68634317,2.23847244,0.00012540,0.04479764,0.18041093,0.59771508,0.00538862,0.11024730,1.12255339,1.18957457
-2.68034017,2.19227504,0.00013206,0.04430861,0.17624868,0.58713828,0.00515722,0.10841963,1.10658365,1.16325379
-2.67433717,2.13984135,0.00014012,0.04366891,0.17149678,0.57607896,0.00491109,0.10628163,1.08600448,1.13291827
-2.66833417,2.08182559,0.00014980,0.04288963,0.16620417,0.56471554,0.00465348,0.10385917,1.06103909,1.09894764
-2.66233117,2.01898465,0.00016139,0.04198484,0.16042854,0.55325416,0.00438783,0.10118403,1.03198534,1.06176906
-2.65632816,1.95215782,0.00017523,0.04097126,0.15423490,0.54192281,0.00411762,0.09829306,0.99920727,1.02184625
-2.65032516,1.88224456,0.00019171,0.03986769,0.14769403,0.53096414,0.00384632,0.09522715,0.96312487,0.97966812
-2.64432216,1.81018062,0.00021129,0.03869453,0.14088085,0.52062745,0.00357727,0.09203014,0.92420276,0.93573713
-2.63831916,1.73691339,0.00023445,0.03747313,0.13387273,0.51115970,0.00331365,0.08874768,0.88293794,0.89055788
-2.63231616,1.66337694,0.00026174,0.03622517,0.12674776,0.50279613,0.00305838,0.08542591,0.83984700,0.84462609
-2.62631316,1.59046761,0.00029370,0.03497199,0.11958302,0.49575053,0.00281410,0.08211027,0.79545327,0.79841836
-2.62031016,1.51902088,0.00033092,0.03373392,0.11245298,0.49020579,0.00258314,0.07884419,0.75027427,0.75238284
-2.61430715,1.44979025,0.00037396,0.03252969,0.10542792,0.48630490,0.00236749,0.07566790,0.70480991,0.70693123
-2.60830415,1.38342887,0.00042337,0.03137582,0.09857251,0.48414299,0.00216879,0.07261735,0.65953178,0.66243219
-2.60230115,1.32047467,0.00047966,0.03028614,0.09194459,0.48376074,0.00198833,0.06972319,0.61487383,0.61920631
-2.59629815,1.26133940,0.00054324,0.02927138,0.08559415,0.48513959,0.00182705,0.06701003,0.57122485,0.57752287
-2.59029515,1.20630218,0.00061446,0.02833890,0.07956257,0.48819895,0.00168558,0.06449584,0.52892277,0.53759830
-2.58429215,1.15550771,0.00069353,0.02749253,0.07388213,0.49279589,0.00156423,0.06219164,0.48825096,0.49959639
-2.57828914,1.10896927,0.00078050,0.02673256,0.06857577,0.49872724,0.00146300,0.06010144,0.44943667,0.46363019
-2.57228614,1.06657636,0.00087525,0.02605589,0.06365719,0.50573420,0.00138167,0.05822241,0.41265125,0.42976536
-2.56628314,1.02810675,0.00097748,0.02545630,0.05913117,0.51350952,0.00131974,0.05654537,0.37801233,0.39802483
-2.56028014,0.99324230,0.00108663,0.02492483,0.05499421,0.52170684,0.00127654,0.05505551,0.34558747,0.36839459
-2.55427714,0.96158799,0.00120196,0.02445034,0.05123531,0.52995198,0.00125121,0.05373329,0.31539919,0.34083010
-2.54827414,0.93269333,0.00132247,0.02402009,0.04783703,0.53785582,0.00124279,0.05255557,0.28743086,0.31526334
-2.54227114,0.90607522,0.00144692,0.02362039,0.04477660,0.54502810,0.00125023,0.05149680,0.26163337,0.29160988
-2.53626813,0.88124138,0.00157387,0.02323736,0.04202723,0.55109169,0.00127246,0.05053041,0.23793201,0.26977591
-2.53026513,0.85771332,0.00170166,0.02285757,0.03955932,0.55569672,0.00130843,0.04963009,0.21623335,0.24966487
-2.52426213,0.83504798,0.00182850,0.02246872,0.03734180,0.55853394,0.00135717,0.04877112,0.19643184,0.23118349
-2.51825913,0.81285731,0.00195244,0.02206029,0.03534332,0.55934670,0.00141786,0.04793163,0.17841589,0.21424698
-2.51225613,0.79082485,0.00207146,0.02162404,0.03353338,0.55794113,0.00148988,0.04709365,0.16207317,0.19878338
-2.50625313,0.76871900,0.00218354,0.02115442,0.03188332,0.55419400,0.00157290,0.04624408,0.14729514,0.18473685
-2.50025013,0.74640239,0.00228669,0.02064890,0.03036716,0.54805805,0.00166688,0.04537539,0.13398061,0.17206994
-2.49424712,0.72383720,0.00237900,0.02010809,0.02896223,0.53956437,0.00177219,0.04448608,0.12203837,0.16076482
-2.48824412,0.70108627,0.00245876,0.01953581,0.02764967,0.52882205,0.00188959,0.04358095,0.11138889,0.15082345
-2.48224112,0.67831022,0.00252449,0.01893894,0.02641465,0.51601482,0.00202032,0.04267104,0.10196514,0.14226684
-2.47623812,0.65576060,0.00257495,0.01832721,0.02524650,0.50139517,0.00216605,0.04177335,0.09371270,0.13513342
-2.47023512,0.63376957,0.00260928,0.01771282,0.02413859,0.48527590,0.00232892,0.04091029,0.08658906,0.12947653
-2.46423212,0.61273644,0.00262696,0.01711001,0.02308812,0.46801968,0.00251150,0.04010893,0.08056243,0.12536125
-2.45822911,0.59311166,0.00262785,0.01653447,0.02209570,0.45002702,0.00271669,0.03939999,0.07561007,0.12286058
-2.45222611,0.57537874,0.00261222,0.01600281,0.02116486,0.43172300,0.00294771,0.03881668,0.07171621,0.12205102
-2.44622311,0.56003476,0.00258072,0.01553184,0.02030151,0.41354334,0.00320792,0.03839340,0.06886975,0.12300778
-2.44022011,0.54757009,0.00253439,0.01513797,0.01951325,0.39592038,0.00350072,0.03816436,0.06706175,0.12579954
-2.43421711,0.53844791,0.00247458,0.01483653,0.01880870,0.37926924,0.00382940,0.03816206,0.06628283,0.13048309
-2.42821411,0.53308417,0.00240296,0.01464115,0.01819684,0.36397484,0.00419693,0.03841585,0.06652064,0.13709778
-2.42221111,0.53182870,0.00232141,0.01456321,0.01768632,0.35038002,0.00460577,0.03895045,0.06775727,0.14566012
-2.41620810,0.53494785,0.00223200,0.01461126,0.01728485,0.33877519,0.00505771,0.03978466,0.06996692,0.15615862
-2.41020510,0.54260949,0.00213690,0.01479068,0.01699859,0.32938972,0.00555365,0.04093007,0.07311376,0.16854900
-2.40420210,0.55487071,0.00203831,0.01510326,0.01683171,0.32238538,0.00609342,0.04239011,0.07715007,0.18275024
-2.39819910,0.57166883,0.00193838,0.01554705,0.01678593,0.31785197,0.00667561,0.04415920,0.08201484,0.19864143
-2.39219610,0.59281601,0.00183920,0.01611622,0.01686027,0.31580509,0.00729750,0.04622229,0.08763272,0.21605977
-2.38619310,0.61799796,0.00174265,0.01680106,0.01705082,0.31618637,0.00795491,0.04855466,0.09391365,0.23480002
-2.38019010,0.64677677,0.00165044,0.01758819,0.01735070,0.31886578,0.00864222,0.05112203,0.10075295,0.25461542
-2.37418709,0.67859821,0.00156401,0.01846077,0.01775011,0.32364623,0.00935237,0.05388112,0.10803211,0.27522032
-2.36818409,0.71280324,0.00148452,0.01939894,0.01823648,0.33027013,0.01007695,0.05678047,0.11562026,0.29629456
-2.36218109,0.74864369,0.00141285,0.02038033,0.01879478,0.33842772,0.01080636,0.05976163,0.12337627,0.31748968
-2.35617809,0.78530164,0.00134955,0.02138066,0.01940788,0.34776697,0.01152999,0.06276072,0.13115145,0.33843669
-2.35017509,0.82191213,0.00129489,0.02237448,0.02005704,0.35790475,0.01223651,0.06571020,0.13879293,0.35875542
-2.34417209,0.85758827,0.00124885,0.02333589,0.02072244,0.36843879,0.01291417,0.06854086,0.14614735,0.37806507
-2.33816908,0.89144818,0.00121114,0.02423940,0.02138383,0.37896021,0.01355116,0.07118397,0.15306502,0.39599565
-2.33216608,0.92264264,0.00118125,0.02506069,0.02202112,0.38906615,0.01413594,0.07357353,0.15940425,0.41219989
-2.32616308,0.95038250,0.00115846,0.02577745,0.02261505,0.39837206,0.01465766,0.07564840,0.16503567,0.42636506
-2.32016008,0.97396480,0.00114190,0.02637011,0.02314784,0.40652325,0.01510650,0.07735440,0.16984644,0.43822439
-2.31415708,0.99279655,0.00113056,0.02682252,0.02360377,0.41320544,0.01547404,0.07864617,0.17374411,0.44756738
-2.30815408,1.00641522,0.00112338,0.02712251,0.02396978,0.41815375,0.01575353,0.07948877,0.17665998,0.45424868
-2.30215108,1.01450518,0.00111924,0.02726233,0.02423593,0.42116011,0.01594017,0.07985890,0.17855181,0.45819498
-2.29614807,1.01690922,0.00111703,0.02723895,0.02439582,0.42207858,0.01603133,0.07974573,0.17940570,0.45940973
-2.29014507,1.01363495,0.00111567,0.02705417,0.02444691,0.42082871,0.01602657,0.07915132,0.17923711,0.45797522
-2.28414207,1.00485566,0.00111415,0.02671461,0.02439072,0.41739671,0.01592778,0.07809048,0.17809095,0.45405213
-2.27813907,0.99090568,0.00111155,0.02623153,0.02423296,0.41183453,0.01573910,0.07659031,0.17604066,0.44787628
-2.27213607,0.97227049,0.00110707,0.02562043,0.02398352,0.40425694,0.01546678,0.07468920,0.17318643,0.43975288
-2.26613307,0.94957213,0.00110001,0.02490060,0.02365643,0.39483682,0.01511903,0.07243551,0.16965245,0.43004838
-2.26013007,0.92355035,0.00108986,0.02409453,0.02326965,0.38379894,0.01470576,0.06988591,0.16558352,0.41918026
-2.25412706,0.89504049,0.00107622,0.02322715,0.02284485,0.37141236,0.01423828,0.06710346,0.16114094,0.40760513
-2.24812406,0.86494896,0.00105888,0.02232510,0.02240708,0.35798210,0.01372896,0.06415553,0.15649796,0.39580571
-2.24212106,0.83422721,0.00103774,0.02141590,0.02198435,0.34384012,0.01319088,0.06111164,0.15183494,0.38427701
-2.23611806,0.80384526,0.00101288,0.02052715,0.02160726,0.32933607,0.01263744,0.05804135,0.14733435,0.37351236
-2.23011506,0.77476569,0.00098450,0.01968570,0.02130847,0.31482823,0.01208202,0.05501217,0.14317582,0.36398970
-2.22411206,0.74791885,0.00095293,0.01891692,0.02112219,0.30067469,0.01153764,0.05208768,0.13953140,0.35615867
-2.21810905,0.72418031,0.00091860,0.01824400,0.02108359,0.28722532,0.01101662,0.04932587,0.13656115,0.35042885
-2.21210605,0.70435072,0.00088204,0.01768734,0.02122823,0.27481434,0.01053033,0.04677780,0.13440920,0.34715950
-2.20610305,0.68913904,0.00084385,0.01726408,0.02159138,0.26375402,0.01008893,0.04448650,0.13320030,0.34665115
-2.20010005,0.67914895,0.00080468,0.01698767,0.02220733,0.25432931,0.00970121,0.04248628,0.13303715,0.34913911
-2.19409705,0.67486903,0.00076522,0.01686766,0.02310870,0.24679346,0.00937447,0.04080239,0.13399822,0.35478921
-2.18809405,0.67666639,0.00072617,0.01690953,0.02432562,0.24136488,0.00911442,0.03945095,0.13613641,0.36369554
-2.18209105,0.68478385,0.00068822,0.01711470,0.02588497,0.23822478,0.00892518,0.03843929,0.13947835,0.37588039
-2.17608804,0.69934040,0.00065205,0.01748065,0.02780954,0.23751595,0.00880927,0.03776653,0.14402431,0.39129614
-2.17008504,0.72033468,0.00061827,0.01800114,0.03011722,0.23934231,0.00876772,0.03742446,0.14974891,0.40982904
-2.16408204,0.74765118,0.00058746,0.01866662,0.03282017,0.24376932,0.00880013,0.03739858,0.15660226,0.43130449
-2.15807904,0.78106874,0.00056011,0.01946464,0.03592405,0.25082514,0.00890483,0.03766935,0.16451174,0.45549380
-2.15207604,0.82027105,0.00053666,0.02038048,0.03942733,0.26050252,0.00907901,0.03821357,0.17338423,0.48212192
-2.14607304,0.86485877,0.00051742,0.02139779,0.04332069,0.27276127,0.00931892,0.03900570,0.18310871,0.51087597
