energy_ev,total_up,B_p_up,B_d_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-6.00000000,2.96287532,0.48565217,0.00000000,1.63122817,1.34350458,0.00994521,0.52600040
-5.99399700,2.83335245,0.46706321,0.00000000,1.61107265,1.28000810,0.00874571,0.50158659
-5.98799400,2.71291810,0.44976318,0.00000000,1.59323312,1.22023306,0.00768491,0.47893857
-5.98199100,2.60146159,0.43369910,0.00000000,1.57712130,1.16426266,0.00676266,0.45806710
-5.97598799,2.49867371,0.41878955,0.00000000,1.56207995,1.11209301,0.00597750,0.43894376
-5.96998499,2.40408443,0.40493179,0.00000000,1.54741457,1.06364643,0.00532692,0.42150639
-5.96398199,2.31710197,0.39200897,0.00000000,1.53242519,1.01878570,0.00480771,0.40566489
-5.95797899,2.23705161,0.37989711,0.00000000,1.51643728,0.97732827,0.00441614,0.39130724
-5.95197599,2.16321301,0.36847173,0.00000000,1.49883025,0.93906032,0.00414823,0.37830543
-5.94597299,2.09485481,0.35761372,0.00000000,1.47906263,0.90374989,0.00399982,0.36652138
-5.93996998,2.03126564,0.34721441,0.00000000,1.45669305,0.87115900,0.00396671,0.35581248
-5.93396698,1.97178077,0.33717966,0.00000000,1.43139620,0.84105424,0.00404466,0.34603682
-5.92796398,1.91580396,0.32743287,0.00000000,1.40297357,0.81321587,0.00422933,0.33705797
-5.92196098,1.86282436,0.31791687,0.00000000,1.37135853,0.78744511,0.00451626,0.32874929
-5.91595798,1.81242829,0.30859480,0.00000000,1.33661612,0.76356983,0.00490069,0.32099765
-5.90995498,1.76430625,0.29944997,0.00000000,1.29893765,0.74144838,0.00537746,0.31370658
-5.90395198,1.71825535,0.29048476,0.00000000,1.25863088,0.72097191,0.00594079,0.30679889
-5.89794897,1.67417777,0.28171888,0.00000000,1.21610622,0.70206522,0.00658419,0.30021861
-5.89194597,1.63207572,0.27318691,0.00000000,1.17186014,0.68468624,0.00730026,0.29393234
-5.88594297,1.59204359,0.26493554,0.00000000,1.12645637,0.66882452,0.00808058,0.28793003
-5.87993997,1.55425782,0.25702047,0.00000000,1.08050608,0.65449871,0.00891565,0.28222507
-5.87393697,1.51896531,0.24950328,0.00000000,1.03464777,0.64175342,0.00979485,0.27685383
