energy_ev,total_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up,Y_p_up,Y_d_up
-6.00000000,2.10740059,0.01364084,1.18319796,0.20395477,0.00019686,1.05329646,0.63400838
-5.99399700,2.06244234,0.01321360,1.15703667,0.19563845,0.00019862,1.04004910,0.62319310
-5.98799400,2.01614298,0.01278380,1.13084064,0.18694783,0.00020043,1.02736058,0.61214082
-5.98199100,1.96958287,0.01236171,1.10529181,0.17802895,0.00020233,1.01554201,0.60120143
-5.97598799,1.92386013,0.01195758,1.08106369,0.16902633,0.00020440,1.00492837,0.59072743
-5.96998499,1.88005805,0.01158147,1.05880135,0.16008021,0.00020670,0.99586217,0.58106334
-5.96398199,1.83921195,0.01124302,1.03910175,0.15132406,0.00020933,0.98867574,0.57253492
-5.95797899,1.80227696,0.01095127,1.02249502,0.14288241,0.00021234,0.98367315,0.56543863
-5.95197599,1.77009757,0.01071448,1.00942746,0.13486887,0.00021583,0.98111260,0.56003169
-5.94597299,1.74338024,0.01053996,1.00024669,0.12738464,0.00021984,0.98119037,0.55652311
-5.93996998,1.72267000,0.01043389,0.99518963,0.12051714,0.00022443,0.98402707,0.55506597
-5.93396698,1.70833198,0.01040119,0.99437358,0.11433904,0.00022963,0.98965693,0.55575140
-5.92796398,1.70053856,0.01044538,0.99779093,0.10890759,0.00023544,0.99802099,0.55860433
-5.92196098,1.69926285,0.01056848,1.00530763,0.10426413,0.00024185,1.00896432,0.56358133
-5.91595798,1.70427860,0.01077088,1.01666557,0.10043395,0.00024883,1.02223773,0.57057071
-5.90995498,1.71516676,0.01105131,1.03148892,0.09742640,0.00025630,1.03750391,0.57939478
-5.90395198,1.73132852,0.01140680,1.04929412,0.09523519,0.00026417,1.05434771,0.58981433
-5.89794897,1.75200429,0.01183263,1.06950335,0.09383906,0.00027232,1.07229026,0.60153521
-5.89194597,1.77629805,0.01232238,1.09146106,0.09320254,0.00028063,1.09080615,0.61421681
-5.88594297,1.80320614,0.01286800,1.11445292,0.09327714,0.00028894,1.10934296,0.62748201
-5.87993997,1.83164945,0.01345988,1.13772661,0.09400262,0.00029707,1.12734215,0.64092858
-5.87393697,1.86050773,0.01408701,1.16051387,0.09530858,0.00030486,1.14426033,0.65414122
-5.86793397,1.88865492,0.01473718,1.18205278,0.09711626,0.00031212,1.15958984,0.66670419
-5.86193097,1.91499409,0.01539714,1.20160985,0.09934049,0.00031868,1.17287771,0.67821385
-5.85592796,1.93849072,0.01605294,1.21850089,0.10189187,0.00032437,1.18374203,0.68829074
-5.84992496,1.95820328,0.01669017,1.23211024,0.10467903,0.00032903,1.19188499,0.69659083
-5.84392196,1.97330994,0.01729431,1.24190752,0.10761096,0.00033253,1.19710192,0.70281547
-5.83791896,1.98313060,0.01785107,1.24746148,0.11059942,0.00033474,1.19928609,0.70671974
-5.83191596,1.98714358,0.01834675,1.24845062,0.11356122,0.00033558,1.19842895,0.70811901
-5.82591296,1.98499657,0.01876859,1.24467014,0.11642039,0.00033499,1.19461594,0.70689338
-5.81990995,1.97651153,0.01910512,1.23603522,0.11911023,0.00033292,1.18801821,0.70299000
-5.81390695,1.96168368,0.01934648,1.22258050,0.12157496,0.00032938,1.17888062,0.69642316
-5.80790395,1.94067472,0.01948468,1.20445603,0.12377110,0.00032440,1.16750686,0.68727225
-5.80190095,1.91380086,0.01951385,1.18191976,0.12566844,0.00031803,1.15424239,0.67567774
-5.79589795,1.88151619,0.01943042,1.15532702,0.12725047,0.00031035,1.13945608,0.66183520
-5.78989495,1.84439223,0.01923321,1.12511740,0.12851439,0.00030147,1.12352162,0.64598791
-5.78389195,1.80309452,0.01892344,1.09179962,0.12947060,0.00029152,1.10679956,0.62841810
-5.77788894,1.75835733,0.01850472,1.05593484,0.13014165,0.00028065,1.08962079,0.60943729
-5.77188594,1.71095725,0.01798290,1.01811904,0.13056071,0.00026900,1.07227243,0.58937611
-5.76588294,1.66168701,0.01736589,0.97896519,0.13076974,0.00025675,1.05498658,0.56857387
-5.75987994,1.61133008,0.01666341,0.93908562,0.13081715,0.00024406,1.03793238,0.54736839
-5.75387694,1.56063721,0.01588667,0.89907532,0.13075535,0.00023111,1.02121189,0.52608628
-5.74787394,1.51030547,0.01504801,0.85949648,0.13063810,0.00021806,1.00485951,0.50503415
-5.74187094,1.46096045,0.01416056,0.82086488,0.13051786,0.00020506,0.98884501,0.48449079
-5.73586793,1.41314204,0.01323784,0.78363834,0.13044321,0.00019226,0.97307989,0.46470077
-5.72986493,1.36729400,0.01229338,0.74820758,0.13045645,0.00017979,0.95742634,0.44586943
-5.72386193,1.32375749,0.01134036,0.71488945,0.13059157,0.00016777,0.94170846,0.42815939
-5.71785893,1.28276844,0.01039130,0.68392291,0.13087253,0.00015630,0.92572486,0.41168869
-5.71185593,1.24445857,0.00945776,0.65546737,0.13131204,0.00014544,0.90926196,0.39653037
-5.70585293,1.20885970,0.00855013,0.62960356,0.13191081,0.00013527,0.89210728,0.38271350
-5.69984992,1.17591098,0.00767745,0.60633653,0.13265736,0.00012582,0.87406191,0.37022556
-5.69384692,1.14546847,0.00684729,0.58560076,0.13352828,0.00011711,0.85495174,0.35901585
-5.68784392,1.11731667,0.00606571,0.56726686,0.13448906,0.00010917,0.83463673,0.34899996
-5.68184092,1.09118138,0.00533728,0.55114977,0.13549530,0.00010196,0.81301815,0.34006481
-5.67583792,1.06674344,0.00466508,0.53701799,0.13649437,0.00009549,0.79004324,0.33207442
-5.66983492,1.04365287,0.00405086,0.52460362,0.13742734,0.00008971,0.76570765,0.32487581
-5.66383192,1.02154299,0.00349514,0.51361281,0.13823118,0.00008459,0.74005540,0.31830511
-5.65782891,1.00004421,0.00299739,0.50373639,0.13884105,0.00008008,0.71317688,0.31219365
-5.65182591,0.97879715,0.00255617,0.49466037,0.13919271,0.00007613,0.68520499,0.30637378
-5.64582291,0.95746477,0.00216938,0.48607612,0.13922481,0.00007268,0.65631001,0.30068437
-5.63981991,0.93574358,0.00183439,0.47768979,0.13888118,0.00006970,0.62669354,0.29497583
-5.63381691,0.91337333,0.00154825,0.46923113,0.13811279,0.00006713,0.59658193,0.28911462
-5.62781391,0.89014554,0.00130785,0.46046112,0.13687953,0.00006493,0.56621975,0.28298702
-5.62181091,0.86591031,0.00111010,0.45117857,0.13515167,0.00006307,0.53586346,0.27650228
-5.61580790,0.84058161,0.00095202,0.44122539,0.13291096,0.00006153,0.50577578,0.26959501
-5.60980490,0.81414084,0.00083087,0.43049052,0.13015128,0.00006029,0.47622073,0.26222673
-5.60380190,0.78663860,0.00074425,0.41891240,0.12687902,0.00005936,0.44745971,0.25438667
