energy_ev,total_up,C_s_up,C_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up,W_p_up,W_d_up
-5.86793397,1.55965047,0.03602630,0.29541705,0.00313894,0.66548064,0.40066107,0.11766315,1.24242186,0.37278146
-5.86193097,1.47591073,0.03568134,0.27686754,0.00283669,0.63459435,0.38392496,0.11254517,1.16605445,0.34701904
-5.85592796,1.39365584,0.03513844,0.25869552,0.00256988,0.60379559,0.36692697,0.10757200,1.09081475,0.32219455
-5.84992496,1.31362929,0.03440083,0.24109238,0.00233776,0.57336034,0.34983722,0.10278378,1.01745621,0.29851620
-5.84392196,1.23656165,0.03347636,0.22423613,0.00213936,0.54358127,0.33284046,0.09821922,0.94669561,0.27617045
-5.83791896,1.16316363,0.03237724,0.20829018,0.00197362,0.51476337,0.31613242,0.09391511,0.87920782,0.25532127
-5.83191596,1.09411927,0.03111954,0.19340243,0.00183943,0.48721921,0.29991579,0.08990575,0.81562177,0.23610986
-5.82591296,1.03007934,0.02972269,0.17970468,0.00173573,0.46126392,0.28439597,0.08622255,0.75651727,0.21865487
-5.81990995,0.97165511,0.02820877,0.16731233,0.00166154,0.43721000,0.26977677,0.08289370,0.70242263,0.20305299
-5.81390695,0.91941220,0.02660184,0.15632430,0.00161601,0.41536210,0.25625605,0.07994388,0.65381301,0.18937983
-5.80790395,0.87386498,0.02492716,0.14682318,0.00159843,0.39601176,0.24402164,0.07739422,0.61110914,0.17769106
-5.80190095,0.83547117,0.02321046,0.13887548,0.00160821,0.37943236,0.23324741,0.07526222,0.57467644,0.16802367
-5.79589795,0.80462703,0.02147720,0.13253201,0.00164489,0.36587434,0.22408979,0.07356192,0.54482425,0.16039732
-5.78989495,0.78166305,0.01975188,0.12782837,0.00170809,0.35556079,0.21668485,0.07230412,0.52180520,0.15481573
-5.78389195,0.76684029,0.01805752,0.12478540,0.00179747,0.34868344,0.21114593,0.07149670,0.50581440,0.15126806
-5.77788894,0.76034744,0.01641510,0.12340977,0.00191274,0.34539935,0.20756200,0.07114510,0.49698858,0.14973017
-5.77188594,0.76229872,0.01484322,0.12369451,0.00205354,0.34582811,0.20599670,0.07125285,0.49540502,0.15016587
-5.76588294,0.77273282,0.01335784,0.12561959,0.00221948,0.35004989,0.20648823,0.07182217,0.50108044,0.15252804
-5.75987994,0.79161283,0.01197212,0.12915254,0.00241007,0.35810416,0.20904994,0.07285467,0.51396967,0.15675975
-5.75387694,0.81882735,0.01069638,0.13424911,0.00262471,0.36998937,0.21367161,0.07435201,0.53396452,0.16279526
-5.74787394,0.85419293,0.00953817,0.14085394,0.00286272,0.38566341,0.22032147,0.07631667,0.56089268,0.17056104
-5.74187094,0.89745776,0.00850242,0.14890138,0.00312332,0.40504495,0.22894869,0.07875259,0.59451706,0.17997680
-5.73586793,0.94830659,0.00759163,0.15831637,0.00340565,0.42801565,0.23948631,0.08166587,0.63453568,0.19095656
-5.72986493,1.00636702,0.00680618,0.16901538,0.00370889,0.45442313,0.25185443,0.08506532,0.68058216,0.20340977
-5.72386193,1.07121670,0.00614455,0.18090747,0.00403225,0.48408466,0.26596349,0.08896288,0.73222730,0.21724249
-5.71785893,1.14239158,0.00560368,0.19389547,0.00437510,0.51679139,0.28171746,0.09337390,0.78898149,0.23235862
-5.71185593,1.21939453,0.00517924,0.20787718,0.00473702,0.55231298,0.29901673,0.09831726,0.85029838,0.24866111
-5.70585293,1.30170425,0.00486592,0.22274658,0.00511795,0.59040240,0.31776051,0.10381512,0.91557965,0.26605316
-5.69984992,1.38878385,0.00465765,0.23839502,0.00551823,0.63080073,0.33784865,0.10989247,0.98418093,0.28443930
-5.69384692,1.48008870,0.00454782,0.25471239,0.00593872,0.67324161,0.35918261,0.11657637,1.05541867,0.30372620
-5.68784392,1.57507305,0.00452946,0.27158803,0.00638084,0.71745521,0.38166565,0.12389475,1.12857795,0.32382328
-5.68184092,1.67319487,0.00459533,0.28891156,0.00684665,0.76317138,0.40520205,0.13187500,1.20292092,0.34464289
-5.67583792,1.77391876,0.00473801,0.30657336,0.00733882,0.81012191,0.42969543,0.14054206,1.27769552,0.36610007
-5.66983492,1.87671639,0.00494995,0.32446485,0.00786063,0.85804164,0.45504627,0.14991636,1.35214448,0.38811182
-5.66383192,1.98106469,0.00522345,0.34247835,0.00841587,0.90666848,0.48114876,0.16001144,1.42551400,0.41059590
-5.65782891,2.08644159,0.00555068,0.36050680,0.00900873,0.95574229,0.50788716,0.17083137,1.49706213,0.43346912
-5.65182591,2.19231988,0.00592361,0.37844307,0.00964365,1.00500277,0.53513200,0.18236826,1.56606662,0.45664537
-5.64582291,2.29815966,0.00633404,0.39617920,0.01032505,1.05418670,0.56273634,0.19459974,1.63183197,0.48003332
-5.63981991,2.40340001,0.00677352,0.41360550,0.01105710,1.10302473,0.59053256,0.20748670,1.69369587,0.50353409
-5.63381691,2.50745104,0.00723335,0.43060969,0.01184342,1.15123815,0.61832994,0.22097152,1.75103492,0.52703916
-5.62781391,2.60968709,0.00770463,0.44707623,0.01268674,1.19853622,0.64591339,0.23497674,1.80326986,0.55042861
-5.62181091,2.70944240,0.00817827,0.46288598,0.01358859,1.24461444,0.67304373,0.24940458,1.84987039,0.57357003
-5.61580790,2.80601006,0.00864507,0.47791630,0.01454896,1.28915425,0.69945954,0.26413718,1.89035993,0.59631833
-5.60980490,2.89864538,0.00909583,0.49204179,0.01556603,1.33182462,0.72488105,0.27903786,1.92432044,0.61851668
-5.60380190,2.98657416,0.00952149,0.50513563,0.01663586,1.37228581,0.74901586,0.29395339,1.95139755,0.63999860
-5.59779890,3.06900642,0.00991327,0.51707180,0.01775228,1.41019549,0.77156650,0.30871721,1.97130619,0.66059147
-5.59179590,3.14515550,0.01026289,0.52772792,0.01890672,1.44521723,0.79223978,0.32315359,1.98383668,0.68012125
-5.58579290,3.21426218,0.01056274,0.53698885,0.02008821,1.47703121,0.81075739,0.33708268,1.98886132,0.69841847
-5.57978989,3.27562313,0.01080607,0.54475084,0.02128348,1.50534686,0.82686748,0.35032611,1.98634126,0.71532512
-5.57378689,3.32862236,0.01098719,0.55092610,0.02247713,1.52991673,0.84035667,0.36271312,1.97633336,0.73070234
-5.56778389,3.37276422,0.01110165,0.55544756,0.02365198,1.55055109,0.85106187,0.37408672,1.95899664,0.74443829
-5.56178089,3.40770617,0.01114636,0.55827349,0.02478940,1.56713238,0.85888133,0.38430986,1.93459787,0.75645596
-5.55577789,3.43328931,0.01111968,0.55939191,0.02586990,1.57962857,0.86378419,0.39327099,1.90351564,0.76672038
-5.54977489,3.44956472,0.01102154,0.55882415,0.02687364,1.58810464,0.86581811,0.40088902,1.86624250,0.77524468
-5.54377189,3.45681372,0.01085335,0.55662772,0.02778107,1.59273123,0.86511428,0.40711715,1.82338453,0.78209465
-5.53776888,3.45556028,0.01061808,0.55289781,0.02857360,1.59378978,0.86188948,0.41194554,1.77565790,0.78739134
-5.53176588,3.44657438,0.01032005,0.54776760,0.02923423,1.59167343,0.85644492,0.41540250,1.72388225,0.79131140
-5.52576288,3.43086526,0.00996489,0.54140704,0.02974817,1.58688339,0.84916162,0.41755418,1.66897044,0.79408495
-5.51975988,3.40966434,0.00955928,0.53402010,0.03010338,1.58002055,0.84049249,0.41850272,1.61191495,0.79599094
-5.51375688,3.38439771,0.00911080,0.52584051,0.03029109,1.57177232,0.83095115,0.41838290,1.55377086,0.79734996
-5.50775388,3.35664917,0.00862767,0.51712621,0.03030609,1.56289511,0.82109794,0.41735746,1.49563595,0.79851486
-5.50175088,3.32811475,0.00811848,0.50815246,0.03014699,1.55419293,0.81152350,0.41561123,1.43862835,0.79985926
-5.49574787,3.30055057,0.00759196,0.49920413,0.02981631,1.54649282,0.80283053,0.41334437,1.38386241,0.80176461
-5.48974487,3.27571596,0.00705675,0.49056719,0.02932042,1.54061822,0.79561453,0.41076506,1.33242352,0.80460617
-5.48374187,3.25531410,0.00652112,0.48251999,0.02866930,1.53736096,0.79044393,0.40808184,1.28534271,0.80873856
-5.47773887,3.24093267,0.00599282,0.47532450,0.02787628,1.53745342,0.78784073,0.40549613,1.24357182,0.81448138
-5.47173587,3.23398682,0.00547887,0.46921788,0.02695749,1.54154160,0.78826204,0.40319498,1.20796011,0.82210571
-5.46573287,3.23566685,0.00498544,0.46440478,0.02593141,1.55016037,0.79208347,0.40134465,1.17923291,0.83182188
-5.45972986,3.24689257,0.00451777,0.46105062,0.02481816,1.56371184,0.79958478,0.40008499,1.15797313,0.84376908
-5.45372686,3.26827628,0.00408006,0.45927599,0.02363889,1.58244777,0.81093843,0.39952501,1.14460597,0.85800733
-5.44772386,3.30009563,0.00367553,0.45915263,0.02241510,1.60645652,0.82620140,0.39973965,1.13938747,0.87451209
-5.44172086,3.34227744,0.00330636,0.46070077,0.02116797,1.63565528,0.84531061,0.40076788,1.14239698,0.89317169
-5.43571786,3.39439301,0.00297381,0.46388827,0.01991774,1.66978772,0.86808204,0.40261217,1.15353382,0.91378791
-5.42971486,3.45566501,0.00267823,0.46863123,0.01868315,1.70842720,0.89421364,0.40523919,1.17251828,0.93607937
-5.42371186,3.52498573,0.00241922,0.47479632,0.01748102,1.75098550,0.92329197,0.40858174,1.19889668,0.95968803
-5.41770885,3.60094581,0.00219573,0.48220455,0.01632584,1.79672666,0.95480229,0.41254172,1.23205057,0.98418820
-5.41170585,3.68187270,0.00200617,0.49063640,0.01522953,1.84478555,0.98814184,0.41699402,1.27120972,1.00909804
-5.40570285,3.76587723,0.00184854,0.49983819,0.01420130,1.89419063,1.02263587,0.42179108,1.31546870,1.03389299
-5.39969985,3.85090691,0.00172061,0.50952936,0.01324761,1.94388996,1.05755597,0.42676802,1.36380663,1.05802071
-5.39369685,3.93480416,0.00161999,0.51941059,0.01237223,1.99277987,1.09214006,0.43174812,1.41510963,1.08091714
-5.38769385,4.01536760,0.00154433,0.52917234,0.01157640,2.03973523,1.12561340,0.43654835,1.46819570,1.10202302
-5.38169085,4.09041450,0.00149133,0.53850369,0.01085907,2.08364044,1.15721012,0.44098498,1.52184130,1.12080028
-5.37568784,4.15784245,0.00145895,0.54710119,0.01021719,2.12342017,1.18619438,0.44487898,1.57480907,1.13674806
-5.36968484,4.21568838,0.00144543,0.55467736,0.00964601,2.15806893,1.21188066,0.44806110,1.62587618,1.14941743
-5.36368184,4.26218311,0.00144938,0.56096870,0.00913952,2.18667851,1.23365243,0.45037648,1.67386250,1.15842468
-5.35767884,4.29579988,0.00146983,0.56574296,0.00869071,2.20846252,1.25097877,0.45168879,1.71765797,1.16346254
-5.35167584,4.31529528,0.00150625,0.56880538,0.00829203,2.22277720,1.26342816,0.45188372,1.75624831,1.16430914
-5.34567284,4.31974154,0.00155862,0.57000377,0.00793564,2.22913795,1.27067934,0.45087173,1.78873850,1.16083421
-5.33966983,4.30854918,0.00162736,0.56923228,0.00761382,2.22723104,1.27252866,0.44859016,1.81437325,1.15300265
-5.33366683,4.28147939,0.00171334,0.56643370,0.00731913,2.21692018,1.26889379,0.44500451,1.83255376,1.14087501
-5.32766383,4.23864592,0.00181783,0.56160030,0.00704471,2.19824775,1.25981382,0.44010899,1.84285034,1.12460523
-5.32166083,4.18050649,0.00194242,0.55477313,0.00678444,2.17143071,1.24544563,0.43392622,1.84501032,1.10443556
-5.31565783,4.10784433,0.00208896,0.54603989,0.00653303,2.13685150,1.22605688,0.42650623,1.83896100,1.08068890
-5.30965483,4.02174037,0.00225946,0.53553132,0.00628617,2.09504407,1.20201579,0.41792478,1.82480749,1.05375898
-5.30365183,3.92353743,0.00245594,0.52341653,0.00604048,2.04667584,1.17377825,0.40828093,1.80282556,1.02409855
-5.29764882,3.81479774,0.00268034,0.50989716,0.00579357,1.99252616,1.14187266,0.39769414,1.77344954,0.99220635
-5.29164582,3.69725537,0.00293435,0.49520083,0.00554400,1.93346212,1.10688320,0.38630082,1.73725591,0.95861301
-5.28564282,3.57276542,0.00321929,0.47957401,0.00529116,1.87041265,1.06943212,0.37425059,1.69494306,0.92386672
-5.27963982,3.44325203,0.00353595,0.46327474,0.00503526,1.80434191,1.03016171,0.36170226,1.64730800,0.88851898
-5.27363682,3.31065684,0.00388448,0.44656532,0.00477716,1.73622299,0.98971660,0.34881980,1.59522099,0.85311108
-5.26763382,3.17689010,0.00426424,0.42970541,0.00451830,1.66701280,0.94872716,0.33576824,1.53959888,0.81816169
-5.26163082,3.04378596,0.00467372,0.41294573,0.00426060,1.59762928,0.90779436,0.32270990,1.48137851,0.78415601
-5.25562781,2.91306342,0.00511045,0.39652263,0.00400632,1.52893142,0.86747676,0.30980085,1.42149085,0.75153678
-5.24962481,2.78629431,0.00557095,0.38065366,0.00375798,1.46170302,0.82827998,0.29718787,1.36083713,0.72069740
-5.24362181,2.66487885,0.00605076,0.36553432,0.00351826,1.39664047,0.79064887,0.28500585,1.30026760,0.69197722
-5.23761881,2.55002952,0.00654445,0.35133609,0.00328996,1.33434485,0.75496257,0.27337591,1.24056388,0.66565903
-5.23161581,2.44276303,0.00704568,0.33820559,0.00307590,1.27531837,0.72153246,0.26240398,1.18242523,0.64196873
-5.22561281,2.34390009,0.00754737,0.32626497,0.00287887,1.21996498,0.69060282,0.25218013,1.12645916,0.62107675
-5.21960980,2.25407215,0.00804182,0.31561330,0.00270167,1.16859470,0.66235403,0.24277839,1.07317645,0.60310121
-5.21360680,2.17373402,0.00852093,0.30632868,0.00254701,1.12143113,0.63690773,0.23425712,1.02299048,0.58811223
-5.20760380,2.10318096,0.00897641,0.29847107,0.00241755,1.07862128,0.61433371,0.22665981,0.97622042,0.57613711
-5.20160080,2.04256859,0.00940008,0.29208524,0.00231590,1.04024705,0.59465783,0.22001610,0.93309783,0.56716587
-5.19559780,1.99193404,0.00978407,0.28720388,0.00224461,1.00633724,0.57787030,0.21434309,0.89377586,0.56115676
-5.18959480,1.95121658,0.01012111,0.28385027,0.00220618,0.97687935,0.56393405,0.20964659,0.85834026,0.55804145
-5.18359180,1.92027636,0.01040479,0.28204050,0.00220306,0.95183027,0.55279223,0.20592233,0.82682134,0.55772928
-5.17758879,1.89890977,0.01062978,0.28178488,0.00223764,0.93112501,0.54437468,0.20315701,0.79920588,0.56011070
-5.17158579,1.88686054,0.01079199,0.28308839,0.00231224,0.91468311,0.53860278,0.20132905,0.77544826,0.56505935
-5.16558279,1.88382594,0.01088877,0.28595013,0.00242905,0.90241221,0.53539248,0.20040903,0.75547997,0.57243309
-5.15957979,1.88945792,0.01091894,0.29036175,0.00259007,0.89420860,0.53465536,0.20035979,0.73921699,0.58207367
-5.15357679,1.90335927,0.01088289,0.29630484,0.00279707,0.88995502,0.53629780,0.20113624,0.72656458,0.59380549
-5.14757379,1.92507575,0.01078248,0.30374766,0.00305146,0.88951585,0.54021823,0.20268488,0.71741928,0.60743354
-5.14157079,1.95408488,0.01062103,0.31264117,0.00335421,0.89273028,0.54630308,0.20494320,0.71166830,0.62274093
-5.13556778,1.98978308,0.01040313,0.32291489,0.00370573,0.89940429,0.55442151,0.20783899,0.70918629,0.63948625
-5.12956478,2.03147247,0.01013450,0.33447284,0.00410571,0.90930206,0.56441974,0.21128975,0.70983023,0.65740140
-5.12356178,2.07834916,0.00982170,0.34718989,0.00455304,0.92213791,0.57611535,0.21520232,0.71343283,0.67619008
-5.11755878,2.12949463,0.00947196,0.36090903,0.00504565,0.93756955,0.58929224,0.21947285,0.71979529,0.69552747
-5.11155578,2.18387175,0.00909286,0.37543973,0.00558044,0.95519365,0.60369682,0.22398726,0.72868018,0.71506136
-5.10555278,2.24032675,0.00869206,0.39055780,0.00615319,0.97454422,0.61903594,0.22862223,0.73980534,0.73441495
-5.09954977,2.29759802,0.00827709,0.40600689,0.00675849,0.99509466,0.63497693,0.23324685,0.75283935,0.75319153
-5.09354677,2.35433236,0.00785508,0.42150188,0.00738976,1.01626349,0.65115004,0.23772486,0.76739957,0.77098101
-5.08754377,2.40910857,0.00743256,0.43673398,0.00803927,1.03742415,0.66715350,0.24191751,0.78305296,0.78736819
-5.08154077,2.46046806,0.00701529,0.45137758,0.00869824,1.05791843,0.68256095,0.24568694,0.79932019,0.80194254
-5.07553777,2.50695140,0.00660818,0.46509869,0.00935697,1.07707332,0.69693128,0.24889996,0.81568309,0.81430924
-5.06953477,2.54713955,0.00621516,0.47756451,0.01000502,1.09422039,0.70982028,0.25143214,0.83159537,0.82410086
-5.06353177,2.57969786,0.00583920,0.48845385,0.01063144,1.10871701,0.72079369,0.25317186,0.84649620,0.83098939
-5.05752876,2.60342093,0.00548230,0.49746790,0.01122509,1.11996833,0.72944115,0.25402437,0.85982626,0.83469784
-5.05152576,2.61727611,0.00514558,0.50434096,0.01177489,1.12744884,0.73539007,0.25391540,0.87104542,0.83501101
-5.04552276,2.62044336,0.00482932,0.50885041,0.01227015,1.13072254,0.73831904,0.25279434,0.87965124,0.83178482
-5.03951976,2.61234961,0.00453312,0.51082565,0.01270095,1.12946049,0.73796981,0.25063664,0.88519746,0.82495364
-5.03351676,2.59269548,0.00425601,0.51015553,0.01305840,1.12345491,0.73415744,0.24744539,0.88731143,0.81453529
-5.02751376,2.56147308,0.00399661,0.50679379,0.01333497,1.11262893,0.72677785,0.24325198,0.88570969,0.80063335
-5.02151076,2.51897373,0.00375326,0.50076244,0.01352476,1.09704151,0.71581259,0.23811561,0.88021081,0.78343658
-5.01550775,2.46578506,0.00352414,0.49215274,0.01362366,1.07688709,0.70133035,0.23212194,0.87074485,0.76321543
-5.00950475,2.40277743,0.00330743,0.48112392,0.01362957,1.05248999,0.68348538,0.22538057,0.85735897,0.74031572
-5.00350175,2.33108021,0.00310137,0.46789957,0.01354243,1.02429382,0.66251262,0.21802173,0.84021886,0.71514967
-4.99749875,2.25204887,0.00290441,0.45276200,0.01336424,0.99284614,0.63872008,0.21019212,0.81960600,0.68818474
-4.99149575,2.16722432,0.00271519,0.43604483,0.01309901,0.95877929,0.61247857,0.20205015,0.79591078,0.65993057
-4.98549275,2.07828637,0.00253265,0.41812409,0.01275259,0.92278817,0.58420952,0.19376081,0.76962193,0.63092475
-4.97948974,1.98700321,0.00235599,0.39940843,0.01233252,0.88560587,0.55437136,0.18549022,0.74131281,0.60171785
-4.97348674,1.89517928,0.00218473,0.38032871,0.01184771,0.84797848,0.52344512,0.17740037,0.71162509,0.57285844
-4.96748374,1.80460359,0.00201864,0.36132748,0.01130821,0.81063985,0.49191990,0.16964390,0.68125077,0.54487867
-4.96148074,1.71700070,0.00185773,0.34284881,0.01072483,0.77428779,0.46027888,0.16235951,0.65091324,0.51828092
-4.95547774,1.63398639,0.00170220,0.32532883,0.01010881,0.73956229,0.42898638,0.15566785,0.62134821,0.49352625
-4.94947474,1.55702942,0.00155240,0.30918721,0.00947151,0.70702696,0.39847650,0.14966829,0.59328533,0.47102476
-4.94347174,1.48742095,0.00140879,0.29481994,0.00882404,0.67715413,0.36914370,0.14443650,0.56743114,0.45112845
-4.93746873,1.42625235,0.00127187,0.28259345,0.00817697,0.65031432,0.34133558,0.14002311,0.54445388,0.43412663
-4.93146573,1.37440182,0.00114214,0.27284020,0.00754008,0.62677019,0.31534801,0.13645323,0.52497069,0.42024401
-4.92546273,1.33252984,0.00102010,0.26585559,0.00692214,0.60667508,0.29142255,0.13372711,0.50953724,0.40964134
-4.91945973,1.30108306,0.00090615,0.26189622,0.00633075,0.59007605,0.26974617,0.13182161,0.49864002,0.40241852
-4.91345673,1.28030558,0.00080062,0.26117912,0.00577220,0.57692098,0.25045288,0.13069258,0.49269121,0.39861976
-4.90745373,1.27025662,0.00070373,0.26388190,0.00525144,0.56706916,0.23362715,0.13027791,0.49202579,0.39824049
-4.90145073,1.27083293,0.00061562,0.27014340,0.00477209,0.56030477,0.21930858,0.13050119,0.49690056,0.40123542
-4.89544772,1.28179438,0.00053626,0.28006452,0.00433643,0.55635241,0.20749756,0.13127560,0.50749475,0.40752735
-4.88944472,1.30279088,0.00046557,0.29370906,0.00394555,0.55489374,0.19816138,0.13250813,0.52391159,0.41701604
-4.88344172,1.33338894,0.00040333,0.31110417,0.00359941,0.55558446,0.19124046,0.13410367,0.54618042,0.42958663
-4.87743872,1.37309605,0.00034926,0.33224032,0.00329701,0.55807065,0.18665427,0.13596887,0.57425881,0.44511706
-4.87143572,1.42138161,0.00030300,0.35707043,0.00303654,0.56200381,0.18430662,0.13801568,0.60803437,0.46348406
-4.86543272,1.47769303,0.00026412,0.38550833,0.00281554,0.56705366,0.18409010,0.14016423,0.64732588,0.48456722
-4.85942971,1.54146626,0.00023217,0.41742636,0.00263109,0.57291851,0.18588947,0.14234514,0.69188360,0.50825099
-4.85342671,1.61213029,0.00020667,0.45265232,0.00247993,0.57933253,0.18958378,0.14450095,0.74138863,0.53442437
-4.84742371,1.68910557,0.00018710,0.49096603,0.00235864,0.58606979,0.19504750,0.14658683,0.79545168,0.56297841
-4.84142071,1.77179687,0.00017296,0.53209556,0.00226376,0.59294528,0.20215042,0.14857050,0.85361118,0.59380148
-4.83541771,1.85958143,0.00016375,0.57571390,0.00219189,0.59981283,0.21075669,0.15043130,0.91533148,0.62677287
-4.82941471,1.95179356,0.00015896,0.62143603,0.00213980,0.60656046,0.22072316,0.15215874,0.98000136,0.66175496
-4.82341171,2.04770737,0.00015812,0.66881732,0.00210447,0.61310374,0.23189724,0.15375041,1.04693371,0.69858455
-4.81740870,2.14651933,0.00016075,0.71735331,0.00208316,0.61937761,0.24411467,0.15520955,1.11536673,0.73706408
-4.81140570,2.24733246,0.00016640,0.76648161,0.00207341,0.62532758,0.25719748,0.15654245,1.18446751,0.77695330
-4.80540270,2.34914411,0.00017461,0.81558609,0.00207306,0.63090084,0.27095243,0.15775582,1.25333833,0.81796212
-4.79939970,2.45083888,0.00018495,0.86400372,0.00208026,0.63603825,0.28517024,0.15885427,1.32102622,0.85974542
-4.79339670,2.55118819,0.00019701,0.91103409,0.00209338,0.64066753,0.29962577,0.15983826,1.38653598,0.90190017
-4.78739370,2.64885746,0.00021037,0.95595175,0.00211105,0.64469846,0.31407947,0.16070235,1.44884662,0.94396553
-4.78139070,2.74242155,0.00022462,0.99802090,0.00213208,0.64802037,0.32827997,0.16143420,1.50693120,0.98542616
-4.77538769,2.83038840,0.00023937,1.03651240,0.00215544,0.65050209,0.34196800,0.16201412,1.55977951,1.02571887
-4.76938469,2.91123044,0.00025424,1.07072231,0.00218020,0.65199447,0.35488149,0.16241532,1.60642298,1.06424262
-4.76338169,2.98342281,0.00026885,1.09999132,0.00220550,0.65233535,0.36676160,0.16260487,1.64596094,1.10037155
-4.75737869,3.04548672,0.00028287,1.12372444,0.00223052,0.65135664,0.37735963,0.16254521,1.67758718,1.13347065
-4.75137569,3.09603622,0.00029594,1.14140990,0.00225448,0.64889298,0.38644433,0.16219615,1.70061572,1.16291355
-4.74537269,3.13382611,0.00030778,1.15263647,0.00227658,0.64479164,0.39380936,0.16151733,1.71450448,1.18810149
-4.73936968,3.15779868,0.00031810,1.15710840,0.00229601,0.63892286,0.39928054,0.16047080,1.71887586,1.20848292
-4.73336668,3.16712684,0.00032667,1.15465703,0.00231199,0.63119000,0.40272250,0.15902376,1.71353291,1.22357258
-4.72736368,3.16125154,0.00033329,1.14524867,0.00232373,0.62153892,0.40404436,0.15715114,1.69847042,1.23296939
-4.72136068,3.13991141,0.00033782,1.12898809,0.00233046,0.60996596,0.40320420,0.15483794,1.67388011,1.23637221
-4.71535768,3.10316302,0.00034014,1.10611747,0.00233148,0.59652410,0.40021210,0.15208122,1.64014955,1.23359272
-4.70935468,3.05139071,0.00034021,1.07701072,0.00232619,0.58132678,0.39513140,0.14889156,1.59785470,1.22456486
-4.70335168,2.98530525,0.00033803,1.04216340,0.00231406,0.56454930,0.38807837,0.14529397,1.54774629,1.20935032
-4.69734867,2.90593138,0.00033364,1.00217865,0.00229474,0.54642760,0.37921999,0.14132811,1.49073051,1.18813985
-4.69134567,2.81458468,0.00032715,0.95774969,0.00226804,0.52725450,0.36877013,0.13704799,1.42784485,1.16125032
-4.68534267,2.71283868,0.00031870,0.90963966,0.00223395,0.50737360,0.35698420,0.13252099,1.36022997,1.12911755
-4.67933967,2.60248370,0.00030846,0.85865977,0.00219269,0.48717108,0.34415242,0.12782624,1.28909890,1.09228535
-4.67333667,2.48547907,0.00029666,0.80564650,0.00214469,0.46706580,0.33059212,0.12305270,1.21570463,1.05139108
-4.66733367,2.36390081,0.00028354,0.75143893,0.00209057,0.44749825,0.31663914,0.11829668,1.14130767,1.00714840
-4.66133067,2.23988667,0.00026936,0.69685711,0.00203120,0.42891864,0.30263896,0.11365915,1.06714439,0.96032787
-4.65532766,2.11558079,0.00025439,0.64268208,0.00196760,0.41177480,0.28893751,0.10924290,0.99439772,0.91173607
-4.64932466,1.99307990,0.00023891,0.58963846,0.00190095,0.39650033,0.27587232,0.10514965,0.92417085,0.86219419
-4.64332166,1.87438286,0.00022320,0.53837991,0.00183258,0.38350337,0.26376393,0.10147718,0.85746474,0.81251658
