energy_ev,total_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up,Ti_p_up,Ti_d_up
-5.69984992,3.08744099,0.04013711,1.74464156,0.44227501,0.00516639,1.12392025,0.87243209
-5.69384692,3.22397009,0.04152104,1.81628637,0.46651173,0.00550027,1.15156499,0.90949660
-5.68784392,3.36414448,0.04291163,1.89025131,0.49079044,0.00584784,1.18097510,0.94731224
-5.68184092,3.50563633,0.04428485,1.96515012,0.51486639,0.00620495,1.21142214,0.98520246
-5.67583792,3.64617418,0.04561674,2.03963125,0.53850340,0.00656730,1.24221978,1.02251340
-5.66983492,3.78360110,0.04688400,2.11241224,0.56148044,0.00693055,1.27274021,1.05863111
-5.66383192,3.91593045,0.04806455,2.18231250,0.58359804,0.00729042,1.30242856,1.09299785
-5.65782891,4.04139709,0.04913811,2.24828330,0.60468422,0.00764278,1.33081467,1.12512661
-5.65182591,4.15850216,0.05008681,2.30943387,0.62459960,0.00798377,1.35752205,1.15461348
-5.64582291,4.26604959,0.05089565,2.36505261,0.64324154,0.00830988,1.38227349,1.18114738
-5.63981991,4.36317270,0.05155302,2.41462257,0.66054689,0.00861804,1.40489320,1.20451663
-5.63381691,4.44934960,0.05205101,2.45783044,0.67649334,0.00890569,1.42530547,1.22461226
-5.62781391,4.52440658,0.05238567,2.49456872,0.69109899,0.00917081,1.44352969,1.24142766
-5.62181091,4.58850897,0.05255710,2.52493078,0.70442038,0.00941200,1.45967204,1.25505481
-5.61580790,4.64213979,0.05256943,2.54919897,0.71654861,0.00962840,1.47391409,1.26567693
-5.60980490,4.68606656,0.05243058,2.56782607,0.72760392,0.00981976,1.48649871,1.27355811
-5.60380190,4.72129778,0.05215198,2.58141101,0.73772889,0.00998636,1.49771392,1.27903001
-5.59779890,4.74903051,0.05174804,2.59066939,0.74708030,0.01012898,1.50787523,1.28247639
-5.59179590,4.77059133,0.05123560,2.59640041,0.75582025,0.01024878,1.51730725,1.28431603
-5.58579290,4.78737308,0.05063320,2.59945122,0.76410680,0.01034729,1.52632536,1.28498461
-5.57978989,4.80077015,0.04996038,2.60068037,0.77208461,0.01042625,1.53521827,1.28491653
-5.57378689,4.81211510,0.04923687,2.60092177,0.77987602,0.01048754,1.54423211,1.28452715
-5.56778389,4.82261955,0.04848181,2.60095079,0.78757307,0.01053311,1.55355712,1.28419643
-5.56178089,4.83332181,0.04771308,2.60145379,0.79523097,0.01056483,1.56331718,1.28425445
-5.55577789,4.84504379,0.04694658,2.60300245,0.80286320,0.01058446,1.57356311,1.28496949
-5.54977489,4.85835918,0.04619578,2.60603401,0.81043884,0.01059357,1.58426994,1.28653909
-5.54377189,4.87357413,0.04547123,2.61083807,0.81788221,0.01059347,1.59533829,1.28908443
-5.53776888,4.89072166,0.04478043,2.61755054,0.82507487,0.01058521,1.60660018,1.29264826
-5.53176588,4.90956970,0.04412762,2.62615494,0.83186018,0.01056957,1.61782871,1.29719626
-5.52576288,4.92964258,0.04351401,2.63649082,0.83805016,0.01054704,1.62875158,1.30262190
-5.51975988,4.95025480,0.04293792,2.64826885,0.84343436,0.01051788,1.63906763,1.30875430
-5.51375688,4.97055557,0.04239527,2.66109183,0.84779057,0.01048218,1.64846579,1.31536887
-5.50775388,4.98958181,0.04188003,2.67448057,0.85089659,0.01043990,1.65664550,1.32220013
-5.50175088,5.00631729,0.04138489,2.68790340,0.85254289,0.01039094,1.66333772,1.32895606
-5.49574787,5.01975488,0.04090195,2.70080803,0.85254517,0.01033524,1.66832536,1.33533350
-5.48974487,5.02895924,0.04042336,2.71265420,0.85075651,0.01027289,1.67146228,1.34103371
-5.48374187,5.03312666,0.03994209,2.72294576,0.84707822,0.01020413,1.67268979,1.34577770
-5.47773887,5.03163958,0.03945250,2.73126078,0.84146909,0.01012950,1.67204981,1.34932043
-5.47173587,5.02411315,0.03895094,2.73727833,0.83395221,0.01004987,1.66969404,1.35146356
-5.46573287,5.01043158,0.03843616,2.74080102,0.82461926,0.00996648,1.66588855,1.35206614
-5.45972986,4.99077290,0.03790961,2.74177214,0.81363172,0.00988095,1.66101357,1.35105300
-5.45372686,4.96562086,0.03737561,2.74028707,0.80121907,0.00979531,1.65555830,1.34842041
-5.44772386,4.93576356,0.03684129,2.73659823,0.78767381,0.00971199,1.65011098,1.34423908
-5.44172086,4.90227888,0.03631644,2.73111378,0.77334355,0.00963371,1.64534462,1.33865433
-5.43571786,4.86650739,0.03581319,2.72438992,0.75862043,0.00956350,1.64199880,1.33188351
-5.42971486,4.83001403,0.03534553,2.71711737,0.74392836,0.00950458,1.64085849,1.32421100
-5.42371186,4.79454005,0.03492874,2.71010247,0.72970848,0.00946024,1.64273055,1.31598085
-5.41770885,4.76194734,0.03457876,2.70424371,0.71640359,0.00943376,1.64841896,1.30758756
-5.41170585,4.73415743,0.03431148,2.70050462,0.70444216,0.00942830,1.65869957,1.29946521
-5.40570285,4.71308744,0.03414202,2.69988390,0.69422258,0.00944674,1.67429549,1.29207551
-5.39969985,4.70058552,0.03408404,2.70338386,0.68609836,0.00949160,1.69585376,1.28589503
-5.39369685,4.69836810,0.03414913,2.71197831,0.68036487,0.00956489,1.72392420,1.28140208
-5.38769385,4.70796114,0.03434620,2.72658077,0.67724819,0.00966806,1.75894090,1.27906358
-5.38169085,4.73064729,0.03468106,2.74801392,0.67689640,0.00980186,1.80120700,1.27932227
-5.37568784,4.76742064,0.03515611,2.77698144,0.67937385,0.00996631,1.85088292,1.28258464
-5.36968484,4.81895021,0.03577007,2.81404257,0.68465830,0.01016063,1.90797826,1.28920960
-5.36368184,4.88555329,0.03651802,2.85959048,0.69264128,0.01038324,1.97234743,1.29949838
-5.35767884,4.96717884,0.03739141,2.91383462,0.70313139,0.01063176,2.04368897,1.31368559
-5.35167584,5.06340144,0.03837829,2.97678770,0.71586036,0.01090305,2.12154825,1.33193175
-5.34567284,5.17342532,0.03946367,3.04825742,0.73049170,0.01119323,2.20532350,1.35431718
-5.33966983,5.29609825,0.04062993,3.12784329,0.74663138,0.01149780,2.29427476,1.38083754
-5.33366683,5.42993441,0.04185729,3.21493846,0.76384010,0.01181171,2.38753563,1.41140091
-5.32766383,5.57314547,0.04312445,3.30873662,0.78164676,0.01212949,2.48412733,1.44582658
-5.32166083,5.72367882,0.04440909,3.40824389,0.79956242,0.01244537,2.58297498,1.48384557
-5.31565783,5.87926183,0.04568856,3.51229545,0.81709446,0.01275343,2.68292580,1.52510287
-5.30965483,6.03745100,0.04694038,3.61957664,0.83376014,0.01304773,2.78276892,1.56916166
-5.30365183,6.19568484,0.04814284,3.72864829,0.84909947,0.01332246,2.88125664,1.61550937
-5.29764882,6.35133932,0.04927548,3.83797570,0.86268673,0.01357208,2.97712687,1.66356565
-5.29164582,6.50178474,0.05031951,3.94596084,0.87414048,0.01379145,3.06912655,1.71269248
-5.28564282,6.64444288,0.05125820,4.05097724,0.88313180,0.01397597,3.15603557,1.76220603
-5.27963982,6.77684344,0.05207714,4.15140668,0.88939061,0.01412164,3.23669117,1.81139059
-5.27363682,6.89667865,0.05276447,4.24567723,0.89271006,0.01422522,3.31001204,1.85951408
-5.26763382,7.00185507,0.05331100,4.33230145,0.89294886,0.01428422,3.37502202,1.90584509
-5.26163082,7.09054155,0.05371024,4.40991408,0.89003191,0.01429700,3.43087265,1.94967106
-5.25562781,7.16121238,0.05395845,4.47730815,0.88394901,0.01426277,3.47686412,1.99031723
-5.24962481,7.21268466,0.05405454,4.53346850,0.87475220,0.01418162,3.51246400,2.02716568
-5.24362181,7.24414905,0.05400001,4.57760174,0.86255160,0.01405447,3.53732317,2.05967410
-5.23761881,7.25519295,0.05379872,4.60916154,0.84751027,0.01388304,3.55128830,2.08739335
-5.23161581,7.24581536,0.05345681,4.62786849,0.82983815,0.01366982,3.55441037,2.10998334
-5.22561281,7.21643283,0.05298243,4.63372353,0.80978538,0.01341796,3.54694876,2.12722642
-5.21960980,7.16787585,0.05238556,4.62701433,0.78763526,0.01313122,3.52937039,2.13903749
-5.21360680,7.10137547,0.05167776,4.60831399,0.76369694,0.01281386,3.50234379,2.14547046
-5.20760380,7.01853995,0.05087194,4.57847184,0.73829822,0.01247051,3.46672784,2.14672026
-5.20160080,6.92132155,0.04998214,4.53859613,0.71177840,0.01210615,3.42355528,2.14312027
-5.19559780,6.81197392,0.04902325,4.49002876,0.68448154,0.01172589,3.37401104,2.13513475
-5.18959480,6.69300073,0.04801078,4.43431253,0.65675002,0.01133496,3.31940602,2.12334644
-5.18359180,6.56709655,0.04696058,4.37315156,0.62891864,0.01093856,3.26114653,2.10843943
-5.17758879,6.43708125,0.04588865,4.30836580,0.60130933,0.01054177,3.20070042,2.09117772
-5.17158579,6.30582947,0.04481081,4.24184090,0.57422632,0.01014950,3.13956048,2.07238016
-5.16558279,6.17619704,0.04374249,4.17547485,0.54795203,0.00976634,3.07920639,2.05289259
-5.15957979,6.05094626,0.04269846,4.11112293,0.52274359,0.00939655,3.02106602,2.03355810
-5.15357679,5.93267235,0.04169261,4.05054284,0.49882991,0.00904400,2.96647746,2.01518661
-5.14757379,5.82373311,0.04073768,3.99534169,0.47640942,0.00871208,2.91665288,1.99852494
-5.14157079,5.72618420,0.03984506,3.94692674,0.45564835,0.00840370,2.87264542,1.98422860
-5.13556778,5.64172206,0.03902460,3.90646158,0.43667968,0.00812126,2.83532010,1.97283650
-5.12956478,5.57163641,0.03828443,3.87482936,0.41960248,0.00786661,2.80532992,1.96474954
-5.12356178,5.51677406,0.03763080,3.85260443,0.40448187,0.00764105,2.78309790,1.96021428
-5.11755878,5.47751539,0.03706800,3.84003345,0.39134945,0.00744536,2.76880569,1.95931214
-5.11155578,5.45376423,0.03659829,3.83702681,0.38020415,0.00727977,2.76238920,1.96195488
-5.10555278,5.44495184,0.03622188,3.84316068,0.37101348,0.00714397,2.76354148,1.96788633
-5.09954977,5.45005476,0.03593696,3.85768961,0.36371528,0.00703719,2.77172275,1.97669060
-5.09354677,5.46762610,0.03573977,3.87956946,0.35821973,0.00695817,2.78617721,1.98780626
-5.08754377,5.49583925,0.03562471,3.90748962,0.35441173,0.00690519,2.80595617,2.00054586
-5.08154077,5.53254250,0.03558449,3.93991359,0.35215370,0.00687618,2.82994654,2.01412022
-5.07553777,5.57532285,0.03561035,3.97512637,0.35128851,0.00686868,2.85690396,2.02766612
-5.06953477,5.62157694,0.03569222,4.01128694,0.35164285,0.00687994,2.88548915,2.04027659
-5.06353177,5.66858656,0.03581901,4.04648417,0.35303074,0.00690695,2.91430663,2.05103232
-5.05752876,5.71359674,0.03597883,4.07879414,0.35525732,0.00694649,2.94194421,2.05903310
-5.05152576,5.75389363,0.03615927,4.10633695,0.35812283,0.00699524,2.96701232,2.06342807
-5.04552276,5.78688010,0.03634766,4.12733141,0.36142676,0.00704977,2.98818184,2.06344362
-5.03951976,5.81014683,0.03653134,4.14014575,0.36497204,0.00710666,3.00421949,2.05840809
-5.03351676,5.82153703,0.03669789,4.14334305,0.36856939,0.00716254,3.01401975,2.04777251
-5.02751376,5.81920317,0.03683544,4.13572021,0.37204160,0.00721419,3.01663262,2.03112669
-5.02151076,5.80165442,0.03693283,4.11633952,0.37522772,0.00725858,3.01128666,2.00821059
-5.01550775,5.76779389,0.03697993,4.08455221,0.37798708,0.00729296,2.99740683,1.97892055
-5.00950475,5.71694506,0.03696780,4.04001380,0.38020304,0.00731493,2.97462694,1.94331069
-5.00350175,5.64886710,0.03688890,3.98269100,0.38178635,0.00732248,2.94279667,1.90158970
-4.99749875,5.56375912,0.03673731,3.91286053,0.38267794,0.00731409,2.90198321,1.85411332
-4.99149575,5.46225367,0.03650890,3.83110018,0.38285118,0.00728876,2.85246768,1.80137324
-4.98549275,5.34539990,0.03620145,3.73827281,0.38231332,0.00724602,2.79473673,1.74398287
-4.97948974,5.21463736,0.03581484,3.63550385,0.38110617,0.00718603,2.72946966,1.68266065
-4.97348674,5.07176107,0.03535107,3.52415333,0.37930579,0.00710952,2.65752148,1.61821165
-4.96748374,4.91887914,0.03481440,3.40578333,0.37702132,0.00701783,2.57990260,1.55150807
-4.96148074,4.75836404,0.03421131,3.28212167,0.37439272,0.00691290,2.49775547,1.48346910
-4.95547774,4.59279886,0.03355047,3.15502309,0.37158766,0.00679719,2.41232906,1.41504091
-4.94947474,4.42491987,0.03284267,3.02642873,0.36879742,0.00667368,2.32495155,1.34717707
-4.94347174,4.25755685,0.03210069,2.89832497,0.36623204,0.00654577,2.23700211,1.28081991
-4.93746873,4.09357267,0.03133905,2.77270266,0.36411481,0.00641723,2.14988227,1.21688300
-4.93146573,3.93580341,0.03057377,2.65151747,0.36267623,0.00629207,2.06498766,1.15623525
-4.92546273,3.78700072,0.02982204,2.53665244,0.36214769,0.00617448,1.98368073,1.09968660
-4.91945973,3.64977740,0.02910189,2.42988335,0.36275506,0.00606869,1.90726515,1.04797556
-4.91345673,3.52655769,0.02843175,2.33284755,0.36471241,0.00597890,1.83696232,1.00175867
-4.90745373,3.41953323,0.02783003,2.24701704,0.36821605,0.00590914,1.77389078,0.96160199
-4.90145073,3.33062547,0.02731470,2.17367595,0.37343912,0.00586320,1.71904862,0.92797458
-4.89544772,3.26145547,0.02690282,2.11390298,0.38052686,0.00584451,1.67329964,0.90124393
-4.88944472,3.21332111,0.02661012,2.06855887,0.38959267,0.00585609,1.63736309,0.88167350
-4.88344172,3.18718228,0.02645058,2.03827891,0.40071513,0.00590044,1.61180744,0.86942207
-4.87743872,3.18365373,0.02643611,2.02347056,0.41393595,0.00597951,1.59704800,0.86454502
-4.87143572,3.20300543,0.02657615,2.02431575,0.42925875,0.00609464,1.59334830,0.86699731
-4.86543272,3.24516990,0.02687747,2.04077780,0.44664890,0.00624655,1.60082511,0.87663823
-4.85942971,3.30975594,0.02734393,2.07261240,0.46603403,0.00643530,1.61945662,0.89323756
-4.85342671,3.39606793,0.02797632,2.11938222,0.48730531,0.00666028,1.64909361,0.91648321
-4.84742371,3.50313011,0.02877231,2.18047482,0.51031926,0.00692026,1.68947287,0.94599010
-4.84142071,3.62971475,0.02972642,2.25512308,0.53490005,0.00721336,1.74023282,0.98131005
-4.83541771,3.77437367,0.03083005,2.34242795,0.56084218,0.00753709,1.80093039,1.02194269
-4.82941471,3.93547225,0.03207160,2.44138276,0.58791329,0.00788840,1.87105899,1.06734703
-4.82341171,4.11122536,0.03343666,2.55089874,0.61585726,0.00826373,1.95006699,1.11695353
-4.81740870,4.29973449,0.03490819,2.66983131,0.64439743,0.00865905,2.03737622,1.17017660
-4.81140570,4.49902577,0.03646681,2.79700659,0.67323990,0.00906993,2.13240002,1.22642709
-4.80540270,4.70708825,0.03809116,2.93124765,0.70207706,0.00949160,2.23456053,1.28512474
-4.79939970,4.92191198,0.03975823,3.07140017,0.73059130,0.00991906,2.34330462,1.34571014
-4.79339670,5.14152552,0.04144382,3.21635677,0.75845898,0.01034714,2.45811815,1.40765612
-4.78739370,5.36403224,0.04312298,3.36507971,0.78535476,0.01077061,2.57853806,1.47047814
-4.78139070,5.58764477,0.04477053,3.51662110,0.81095631,0.01118427,2.70416195,1.53374341
-4.77538769,5.81071690,0.04636158,3.67014029,0.83494949,0.01158310,2.83465453,1.59707852
-4.76938469,6.03177214,0.04787206,3.82491753,0.85703384,0.01196229,2.96975089,1.66017510
-4.76338169,6.24952781,0.04927934,3.98036338,0.87692858,0.01231743,3.10925579,1.72279344
-4.75737869,6.46291394,0.05056271,4.13602343,0.89437881,0.01264459,3.25303911,1.78476360
-4.75137569,6.67108583,0.05170397,4.29157747,0.90916180,0.01294042,3.40102697,1.84598406
-4.74537269,6.87342941,0.05268788,4.44683316,0.92109324,0.01320222,3.55318868,1.90641757
-4.73936968,7.06955870,0.05350265,4.60171373,0.93003316,0.01342807,3.70951956,1.96608430
-4.73336668,7.25930480,0.05414027,4.75623994,0.93589117,0.01361684,3.87001996,2.02505236
-4.72736368,7.44269630,0.05459677,4.91050656,0.93863081,0.01376827,4.03467114,2.08342589
-4.72136068,7.61993127,0.05487239,5.06465406,0.93827269,0.01388294,4.20340862,2.14133110
-4.71535768,7.79134151,0.05497165,5.21883641,0.93489613,0.01396227,4.37609426,2.19890060
-4.70935468,7.95735005,0.05490319,5.37318622,0.92863909,0.01400852,4.55248794,2.25625685
-4.70335168,8.11842353,0.05467957,5.52777864,0.91969619,0.01402465,4.73222052,2.31349517
-4.69734867,8.27502139,0.05431691,5.68259581,0.90831488,0.01401426,4.91476932,2.37066727
-4.69134567,8.42754394,0.05383438,5.83749348,0.89478949,0.01398147,5.09943763,2.42776594
-4.68534267,8.57628204,0.05325359,5.99217168,0.87945362,0.01393078,5.28533974,2.48471189
-4.67933967,8.72137063,0.05259791,6.14615118,0.86267082,0.01386689,5.47139267,2.54134327
-4.67333667,8.86274892,0.05189166,6.29875719,0.84482395,0.01379458,5.65631570,2.59740875
-4.66733367,9.00012928,0.05115937,6.44911172,0.82630367,0.01371850,5.83863845,2.65256453
-4.66133067,9.13297694,0.05042494,6.59613541,0.80749641,0.01364302,6.01671792,2.70637577
-4.65532766,9.26050204,0.04971085,6.73855937,0.78877239,0.01357209,6.18876447,2.75832241
-4.64932466,9.38166485,0.04903750,6.87494708,0.77047417,0.01350913,6.35287627,2.80780965
-4.64332166,9.49519471,0.04842254,7.00372597,0.75290623,0.01345685,6.50708153,2.85418242
-4.63731866,9.59962213,0.04788039,7.12322760,0.73632608,0.01341725,6.64938703,2.89674378
-4.63131566,9.69332331,0.04742191,7.23173528,0.72093720,0.01339152,6.77783166,2.93477619
-4.62531266,9.77457527,0.04705418,7.32753738,0.70688426,0.01338004,6.89054289,2.96756515
-4.61930965,9.84161968,0.04678049,7.40898425,0.69425071,0.01338239,6.98579418,2.99442404
-4.61330665,9.89273262,0.04660044,7.47454656,0.68305888,0.01339743,7.06206129,3.01471925
-4.60730365,9.92629755,0.04651023,7.52287292,0.67327258,0.01342335,7.11807528,3.02789454
-4.60130065,9.94087829,0.04650307,7.55284426,0.66480200,0.01345777,7.15287006,3.03349358
-4.59529765,9.93528907,0.04656971,7.56362297,0.65751072,0.01349791,7.16582285,3.03117986
-4.58929465,9.90865846,0.04669901,7.55469475,0.65122442,0.01354068,7.15668574,3.02075302
-4.58329165,9.86048461,0.04687856,7.52590156,0.64574085,0.01358285,7.12560722,3.00216103
-4.57728864,9.79067932,0.04709538,7.47746419,0.64084065,0.01362121,7.07314265,2.97550773
-4.57128564,9.69959900,0.04733645,7.40999369,0.63629840,0.01365269,7.00025328,2.94105552
-4.56528264,9.58806110,0.04758934,7.32449094,0.63189353,0.01367449,6.90829370,2.89922308
-4.55927964,9.45734526,0.04784264,7.22233451,0.62742040,0.01368422,6.79898793,2.85057816
-4.55327664,9.30917883,0.04808631,7.10525687,0.62269728,0.01367993,6.67439497,2.79582610
-4.54727364,9.14570733,0.04831195,6.97530988,0.61757383,0.01366025,6.53686481,2.73579408
-4.54127064,8.96945068,0.04851292,6.83482063,0.61193668,0.01362437,6.38898627,2.67141221
-4.53526763,8.78324676,0.04868428,6.68633905,0.60571311,0.01357210,6.23352831,2.60369183
-4.52926463,8.59018436,0.04882278,6.53257896,0.59887257,0.01350379,6.07337664,2.53370209
-4.52326163,8.39352788,0.04892654,6.37635457,0.59142621,0.01342037,5.91146764,2.46254537
-4.51725863,8.19663643,0.04899485,6.22051443,0.58342445,0.01332324,5.75072172,2.39133275
-4.51125563,8.00288025,0.04902786,6.06787496,0.57495283,0.01321422,5.59397802,2.32116000
-4.50525263,7.81555744,0.04902619,5.92115573,0.56612644,0.01309546,5.44393274,2.25308503
-4.49924962,7.63781379,0.04899066,5.78291854,0.55708324,0.01296937,5.30308277,2.18810746
-4.49324662,7.47256852,0.04892200,5.65551205,0.54797667,0.01283847,5.17367650,2.12715077
-4.48724362,7.32244845,0.04882063,5.54102393,0.53896788,0.01270539,5.05767309,2.07104751
-4.48124062,7.18973250,0.04868653,5.44124158,0.53021805,0.01257269,4.95671144,2.02052792
-4.47523762,7.07630832,0.04851914,5.35762266,0.52188104,0.01244284,4.87208951,1.97621184
-4.46923462,6.98364211,0.04831745,5.29127606,0.51409682,0.01231815,4.80475440,1.93860425
-4.46323162,6.91276207,0.04808003,5.24295342,0.50698579,0.01220069,4.75530295,1.90809394
-4.45722861,6.86425548,0.04780528,5.21305117,0.50064432,0.01209229,4.72399251,1.88495516
-4.45122561,6.83827894,0.04749165,5.20162240,0.49514156,0.01199446,4.71076080,1.86935187
-4.44522261,6.83458032,0.04713787,5.20839760,0.49051758,0.01190842,4.71525362,1.86134399
-4.43921961,6.85253115,0.04674332,5.23281287,0.48678291,0.01183508,4.73685877,1.86089514
-4.43321661,6.89116729,0.04630823,5.27404427,0.48391933,0.01177505,4.77474439,1.86788131
-4.42721361,6.94923575,0.04583400,5.33104616,0.48188183,0.01172863,4.82789976,1.88209977
-4.42121061,7.02524528,0.04532339,5.40259206,0.48060159,0.01169587,4.89517661,1.90327787
-4.41520760,7.11751841,0.04478066,5.48731592,0.47998976,0.01167658,4.97532899,1.93108105
-4.40920460,7.22424267,0.04421164,5.58375224,0.47994180,0.01167034,5.06705014,1.96511991
-4.40320160,7.34351904,0.04362377,5.69037336,0.48034225,0.01167658,5.16900485,2.00495599
-4.39719860,7.47340591,0.04302595,5.80562285,0.48106956,0.01169455,5.27985644,2.05010620
-4.39119560,7.61195735,0.04242845,5.92794389,0.48200087,0.01172340,5.39828748,2.10004600
-4.38519260,7.75725491,0.04184262,6.05580236,0.48301656,0.01176219,5.52301436,2.15421153
-4.37918959,7.90743254,0.04128060,6.18770424,0.48400424,0.01180992,5.65279572,2.21200098
-4.37318659,8.06069489,0.04075506,6.32220783,0.48486222,0.01186556,5.78643552,2.27277564
-4.36718359,8.21532949,0.04027874,6.45793110,0.48550229,0.01192808,5.92278157,2.33586116
-4.36118059,8.36971373,0.03986415,6.59355535,0.48585166,0.01199643,6.06072084,2.40054951
-4.35517759,8.52231780,0.03952315,6.72782594,0.48585418,0.01206961,6.19917286,2.46610214
-4.34917459,8.67170483,0.03926664,6.85955139,0.48547074,0.01214666,6.33708252,2.53175475
-4.34317159,8.81652974,0.03910422,6.98760200,0.48467895,0.01222667,6.47341363,2.59672401
-4.33716858,8.95553772,0.03904392,7.11090891,0.48347212,0.01230878,6.60714435,2.66021642
-4.33116558,9.08756370,0.03909198,7.22846464,0.48185774,0.01239219,6.73726536,2.72143931
-4.32516258,9.21153341,0.03925268,7.33932548,0.47985544,0.01247619,6.86278133,2.77961376
-4.31915958,9.32646648,0.03952823,7.44261626,0.47749479,0.01256013,6.98271586,2.83398921
-4.31315658,9.43148175,0.03991873,7.53753722,0.47481277,0.01264340,7.09611984,2.88385908
-4.30715358,9.52580453,0.04042214,7.62337287,0.47185135,0.01272551,7.20208262,2.92857688
