energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.55577789,0.84879827,0.03535866,0.04584705,0.61585360,0.04361727,0.31949411,0.17964695,0.51830502,0.00000000
-5.54977489,0.84620537,0.03484588,0.04493523,0.60534306,0.04226206,0.31255152,0.18015367,0.51967513,0.00000000
-5.54377189,0.84721792,0.03468007,0.04435127,0.59713506,0.04120462,0.30671377,0.18114559,0.52283718,0.00000000
-5.53776888,0.85183834,0.03485021,0.04414816,0.59155443,0.04044065,0.30203199,0.18251478,0.52778687,0.00000000
-5.53176588,0.86005805,0.03534326,0.04437872,0.58892166,0.03996576,0.29854956,0.18414797,0.53451445,0.00000000
-5.52576288,0.87185926,0.03614482,0.04509396,0.58954396,0.03977551,0.29630212,0.18593072,0.54300610,0.00000000
-5.51975988,0.88721491,0.03723971,0.04634124,0.59370509,0.03986530,0.29531704,0.18775149,0.55324414,0.00000000
-5.51375688,0.90608664,0.03861228,0.04816229,0.60165429,0.04023011,0.29561256,0.18950545,0.56520639,0.00000000
-5.50775388,0.92842066,0.04024663,0.05059123,0.61359453,0.04086411,0.29719643,0.19109765,0.57886411,0.00000000
-5.50175088,0.95414165,0.04212651,0.05365254,0.62967058,0.04176024,0.30006407,0.19244569,0.59417891,0.00000000
-5.49574787,0.98314497,0.04423516,0.05735921,0.64995742,0.04290962,0.30419646,0.19348158,0.61109855,0.00000000
-5.48974487,1.01528752,0.04655486,0.06171102,0.67444926,0.04430096,0.30955775,0.19415276,0.62955179,0.00000000
-5.48374187,1.05037804,0.04906641,0.06669323,0.70305011,0.04592003,0.31609280,0.19442247,0.64944283,0.00000000
-5.47773887,1.08816732,0.05174852,0.07227554,0.73556622,0.04774909,0.32372483,0.19426914,0.67064547,0.00000000
-5.47173587,1.12833949,0.05457716,0.07841159,0.77170123,0.04976647,0.33235343,0.19368529,0.69299773,0.00000000
-5.46573287,1.17050499,0.05752495,0.08503908,0.81105442,0.05194626,0.34185310,0.19267577,0.71629727,0.00000000
-5.45972986,1.21419637,0.06056065,0.09208032,0.85312274,0.05425824,0.35207263,0.19125554,0.74029828,0.00000000
-5.45372686,1.25886763,0.06364882,0.09944364,0.89730694,0.05666789,0.36283550,0.18944734,0.76471027,0.00000000
-5.44772386,1.30389776,0.06674975,0.10702532,0.94292199,0.05913682,0.37394141,0.18727918,0.78919929,0.00000000
-5.44172086,1.34859899,0.06981957,0.11471213,0.98921194,0.06162329,0.38516919,0.18478201,0.81339171,0.00000000
-5.43571786,1.39223003,0.07281070,0.12238460,1.03536890,0.06408311,0.39628096,0.18198757,0.83688097,0.00000000
-5.42971486,1.43401394,0.07567264,0.12992057,1.08055584,0.06647067,0.40702768,0.17892676,0.85923710,0.00000000
-5.42371186,1.47316047,0.07835300,0.13719927,1.12393232,0.06874024,0.41715582,0.17562836,0.88001881,0.00000000
-5.41770885,1.50889179,0.08079880,0.14410550,1.16468241,0.07084739,0.42641493,0.17211837,0.89878786,0.00000000
-5.41170585,1.54047074,0.08295798,0.15053383,1.20204350,0.07275054,0.43456598,0.16841982,0.91512489,0.00000000
-5.40570285,1.56723008,0.08478111,0.15639274,1.23533476,0.07441246,0.44138980,0.16455314,0.92864619,0.00000000
-5.39969985,1.58860124,0.08622302,0.16160821,1.26398392,0.07580177,0.44669549,0.16053689,0.93902027,0.00000000
-5.39369685,1.60414092,0.08724454,0.16612690,1.28755075,0.07689430,0.45032814,0.15638881,0.94598355,0.00000000
-5.38769385,1.61355405,0.08781404,0.16991848,1.30574620,0.07767414,0.45217555,0.15212710,0.94935403,0.00000000
-5.38169085,1.61671131,0.08790878,0.17297707,1.31844571,0.07813450,0.45217347,0.14777163,0.94904211,0.00000000
-5.37568784,1.61366028,0.08751591,0.17532170,1.32569605,0.07827817,0.45030903,0.14334518,0.94505785,0.00000000
-5.36968484,1.60462911,0.08663324,0.17699563,1.32771475,0.07811757,0.44662212,0.13887433,0.93751407,0.00000000
-5.36368184,1.59002211,0.08526944,0.17806460,1.32488217,0.07767442,0.44120455,0.13439008,0.92662490,0.00000000
-5.35767884,1.57040732,0.08344396,0.17861401,1.31772604,0.07697899,0.43419696,0.12992806,0.91269972,0.00000000
-5.35167584,1.54649633,0.08118645,0.17874511,1.30689926,0.07606893,0.42578357,0.12552825,0.89613266,0.00000000
-5.34567284,1.51911721,0.07853580,0.17857050,1.29315175,0.07498783,0.41618509,0.12123429,0.87738809,0.00000000
-5.33966983,1.48918179,0.07553879,0.17820885,1.27729755,0.07378340,0.40564987,0.11709236,0.85698275,0.00000000
-5.33366683,1.45764885,0.07224853,0.17777946,1.26017898,0.07250560,0.39444406,0.11314968,0.83546543,0.00000000
-5.32766383,1.42548512,0.06872262,0.17739657,1.24262927,0.07120456,0.38284093,0.10945281,0.81339523,0.00000000
-5.32166083,1.39362604,0.06502124,0.17716393,1.22543580,0.06992857,0.37111016,0.10604579,0.79131945,0.00000000
-5.31565783,1.36293821,0.06120514,0.17716983,1.20930556,0.06872216,0.35950743,0.10296825,0.76975226,0.00000000
-5.30965483,1.33418556,0.05733379,0.17748282,1.19483475,0.06762438,0.34826492,0.10025361,0.74915533,0.00000000
-5.30365183,1.30800077,0.05346364,0.17814834,1.18248382,0.06666740,0.33758317,0.09792765,0.72992114,0.00000000
-5.29764882,1.28486341,0.04964652,0.17918647,1.17255939,0.06587540,0.32762459,0.09600718,0.71236000,0.00000000
-5.29164582,1.26508578,0.04592846,0.18059094,1.16520365,0.06526391,0.31850903,0.09449935,0.69669117,0.00000000
-5.28564282,1.24880685,0.04234874,0.18232930,1.16039192,0.06483956,0.31031138,0.09340124,0.68303856,0.00000000
-5.27963982,1.23599455,0.03893922,0.18434444,1.15793812,0.06460022,0.30306143,0.09270004,0.67143089,0.00000000
-5.27363682,1.22645581,0.03572416,0.18655724,1.15750794,0.06453558,0.29674569,0.09237358,0.66180625,0.00000000
-5.26763382,1.21985375,0.03272020,0.18887024,1.15863863,0.06462800,0.29131117,0.09239133,0.65402062,0.00000000
-5.26163082,1.21573057,0.02993677,0.19117212,1.16076452,0.06485377,0.28667069,0.09271573,0.64785961,0.00000000
-5.25562781,1.21353493,0.02737661,0.19334285,1.16324649,0.06518442,0.28270945,0.09330374,0.64305282,0.00000000
-5.24962481,1.21265198,0.02503659,0.19525908,1.16540404,0.06558832,0.27929238,0.09410855,0.63928968,0.00000000
-5.24362181,1.21243440,0.02290864,0.19679963,1.16654809,0.06603212,0.27627186,0.09508126,0.63623611,0.00000000
-5.23761881,1.21223279,0.02098075,0.19785073,1.16601285,0.06648236,0.27349541,0.09617263,0.63355089,0.00000000
-5.23161581,1.21142370,0.01923801,0.19831080,1.16318518,0.06690671,0.27081291,0.09733447,0.63090089,0.00000000
-5.22561281,1.20943419,0.01766358,0.19809453,1.15753012,0.06727526,0.26808308,0.09852095,0.62797462,0.00000000
-5.21960980,1.20576171,0.01623971,0.19713605,1.14861135,0.06756134,0.26517885,0.09968953,0.62449329,0.00000000
-5.21360680,1.19998862,0.01494851,0.19539116,1.13610602,0.06774226,0.26199150,0.10080161,0.62021914,0.00000000
-5.20760380,1.19179114,0.01377270,0.19283844,1.11981333,0.06779963,0.25843342,0.10182282,0.61496084,0.00000000
-5.20160080,1.18094269,0.01269618,0.18947933,1.09965695,0.06771946,0.25443959,0.10272302,0.60857591,0.00000000
-5.19559780,1.16731197,0.01170443,0.18533720,1.07568154,0.06749207,0.24996766,0.10347610,0.60097040,0.00000000
-5.18959480,1.15085657,0.01078482,0.18045550,1.04804401,0.06711168,0.24499696,0.10405946,0.59209614,0.00000000
-5.18359180,1.13161291,0.00992673,0.17489520,1.01700031,0.06657594,0.23952649,0.10445353,0.58194602,0.00000000
-5.17758879,1.10968359,0.00912156,0.16873162,0.98288888,0.06588529,0.23357223,0.10464115,0.57054791,0.00000000
-5.17158579,1.08522331,0.00836267,0.16205090,0.94611193,0.06504238,0.22716399,0.10460697,0.55795772,0.00000000
-5.16558279,1.05842434,0.00764520,0.15494633,0.90711560,0.06405139,0.22034201,0.10433705,0.54425219,0.00000000
-5.15957979,1.02950274,0.00696584,0.14751469,0.86637028,0.06291751,0.21315365,0.10381854,0.52952194,0.00000000
-5.15357679,0.99868594,0.00632261,0.13985283,0.82435207,0.06164647,0.20565030,0.10303956,0.51386528,0.00000000
-5.14757379,0.96620248,0.00571455,0.13205454,0.78152614,0.06024424,0.19788466,0.10198934,0.49738297,0.00000000
-5.14157079,0.93227425,0.00514149,0.12420801,0.73833274,0.05871680,0.18990860,0.10065850,0.48017427,0.00000000
-5.13556778,0.89711149,0.00460379,0.11639374,0.69517621,0.05707017,0.18177156,0.09903953,0.46233441,0.00000000
-5.12956478,0.86091027,0.00410210,0.10868308,0.65241724,0.05531044,0.17351959,0.09712745,0.44395320,0.00000000
-5.12356178,0.82385248,0.00363724,0.10113734,0.61036818,0.05344401,0.16519491,0.09492042,0.42511501,0.00000000
-5.11755878,0.78610763,0.00320999,0.09380748,0.56929142,0.05147781,0.15683598,0.09242052,0.40589955,0.00000000
-5.11155578,0.74783617,0.00282109,0.08673422,0.52940024,0.04941964,0.14847794,0.08963433,0.38638348,0.00000000
-5.10555278,0.70919348,0.00247112,0.07994862,0.49086177,0.04727844,0.14015333,0.08657348,0.36664231,0.00000000
-5.09954977,0.67033421,0.00216056,0.07347291,0.45380154,0.04506455,0.13189295,0.08325501,0.34675246,0.00000000
-5.09354677,0.63141627,0.00188976,0.06732156,0.41830887,0.04278994,0.12372675,0.07970151,0.32679308,0.00000000
-5.08754377,0.59260400,0.00165907,0.06150245,0.38444289,0.04046828,0.11568466,0.07594100,0.30684753,0.00000000
-5.08154077,0.55407032,0.00146887,0.05601807,0.35223839,0.03811498,0.10779722,0.07200663,0.28700420,0.00000000
-5.07553777,0.51599751,0.00131969,0.05086666,0.32171138,0.03574708,0.10009605,0.06793604,0.26735677,0.00000000
-5.06953477,0.47857669,0.00121236,0.04604324,0.29286386,0.03338305,0.09261406,0.06377067,0.24800364,0.00000000
-5.06353177,0.44200594,0.00114806,0.04154051,0.26568786,0.03104248,0.08538535,0.05955472,0.22904681,0.00000000
-5.05752876,0.40648730,0.00112846,0.03734962,0.24016840,0.02874577,0.07844503,0.05533412,0.21059008,0.00000000
-5.05152576,0.37222292,0.00115579,0.03346069,0.21628557,0.02651367,0.07182867,0.05115540,0.19273697,0.00000000
-5.04552276,0.33941060,0.00123296,0.02986320,0.19401584,0.02436683,0.06557172,0.04706451,0.17558817,0.00000000
-5.03951976,0.30823909,0.00136355,0.02654633,0.17333249,0.02232540,0.05970879,0.04310578,0.15923913,0.00000000
-5.03351676,0.27888347,0.00155186,0.02349899,0.15420570,0.02040859,0.05427291,0.03932083,0.14377748,0.00000000
-5.02751376,0.25150088,0.00180290,0.02070997,0.13660206,0.01863424,0.04929480,0.03574778,0.12928094,0.00000000
-5.02151076,0.22622687,0.00212230,0.01816787,0.12048411,0.01701855,0.04480217,0.03242045,0.11581533,0.00000000
-5.01550775,0.20317246,0.00251628,0.01586110,0.10580968,0.01557574,0.04081910,0.02936787,0.10343322,0.00000000
-5.00950475,0.18242210,0.00299144,0.01377781,0.09253144,0.01431788,0.03736562,0.02661387,0.09217297,0.00000000
-5.00350175,0.16403250,0.00355464,0.01190588,0.08059661,0.01325472,0.03445724,0.02417689,0.08205831,0.00000000
-4.99749875,0.14803234,0.00421279,0.01023289,0.06994688,0.01239360,0.03210477,0.02206995,0.07309840,0.00000000
-4.99149575,0.13442271,0.00497254,0.00874612,0.06051869,0.01173942,0.03031408,0.02030070,0.06528834,0.00000000
-4.98549275,0.12317826,0.00584009,0.00743264,0.05224368,0.01129462,0.02908607,0.01887165,0.05861001,0.00000000
-4.97948974,0.11424882,0.00682083,0.00627940,0.04504944,0.01105923,0.02841669,0.01778044,0.05303327,0.00000000
-4.97348674,0.10756139,0.00791907,0.00527327,0.03886041,0.01103093,0.02829696,0.01702015,0.04851731,0.00000000
-4.96748374,0.10302245,0.00913774,0.00440124,0.03359891,0.01120510,0.02871309,0.01657973,0.04501212,0.00000000
-4.96148074,0.10052026,0.01047809,0.00365051,0.02918620,0.01157497,0.02964664,0.01644433,0.04246003,0.00000000
-4.95547774,0.09992730,0.01193948,0.00300865,0.02554358,0.01213166,0.03107470,0.01659575,0.04079718,0.00000000
-4.94947474,0.10110261,0.01351911,0.00246369,0.02259343,0.01286432,0.03297005,0.01701280,0.03995499,0.00000000
-4.94347174,0.10389407,0.01521192,0.00200430,0.02026011,0.01376027,0.03530144,0.01767170,0.03986149,0.00000000
-4.93746873,0.10814059,0.01701048,0.00161982,0.01847079,0.01480514,0.03803389,0.01854651,0.04044246,0.00000000
-4.93146573,0.11367420,0.01890501,0.00130038,0.01715613,0.01598302,0.04112897,0.01960946,0.04162261,0.00000000
-4.92546273,0.12032214,0.02088340,0.00103693,0.01625077,0.01727666,0.04454521,0.02083139,0.04332641,0.00000000
-4.91945973,0.12790876,0.02293141,0.00082125,0.01569370,0.01866771,0.04823855,0.02218213,0.04547902,0.00000000
-4.91345673,0.13625756,0.02503287,0.00064600,0.01542854,0.02013692,0.05216281,0.02363097,0.04800694,0.00000000
-4.90745373,0.14519302,0.02716997,0.00050466,0.01540358,0.02166443,0.05627021,0.02514704,0.05083866,0.00000000
-4.90145073,0.15454256,0.02932363,0.00039152,0.01557187,0.02323003,0.06051199,0.02669978,0.05390519,0.00000000
-4.89544772,0.16413831,0.03147383,0.00030165,0.01589106,0.02481348,0.06483896,0.02825939,0.05714054,0.00000000
-4.88944472,0.17381887,0.03360009,0.00023078,0.01632333,0.02639477,0.06920204,0.02979728,0.06048205,0.00000000
-4.88344172,0.18343093,0.03568180,0.00017534,0.01683515,0.02795440,0.07355291,0.03128647,0.06387075,0.00000000
-4.87743872,0.19283065,0.03769868,0.00013228,0.01739705,0.02947368,0.07784440,0.03270200,0.06725154,0.00000000
-4.87143572,0.20188489,0.03963106,0.00009910,0.01798338,0.03093489,0.08203101,0.03402129,0.07057340,0.00000000
-4.86543272,0.21047214,0.04146028,0.00007374,0.01857202,0.03232155,0.08606920,0.03522439,0.07378939,0.00000000
-4.85942971,0.21848313,0.04316884,0.00005449,0.01914407,0.03361849,0.08991771,0.03629420,0.07685670,0.00000000
-4.85342671,0.22582118,0.04474068,0.00004000,0.01968363,0.03481199,0.09353770,0.03721664,0.07973655,0.00000000
-4.84742371,0.23240223,0.04616125,0.00002920,0.02017744,0.03588985,0.09689288,0.03798064,0.08239408,0.00000000
-4.84142071,0.23815462,0.04741761,0.00002122,0.02061464,0.03684135,0.09994954,0.03857816,0.08479815,0.00000000
-4.83541771,0.24301864,0.04849845,0.00001540,0.02098652,0.03765729,0.10267659,0.03900406,0.08692117,0.00000000
-4.82941471,0.24694597,0.04939406,0.00001124,0.02128624,0.03832990,0.10504556,0.03925594,0.08873892,0.00000000
-4.82341171,0.24989902,0.05009636,0.00000834,0.02150866,0.03885284,0.10703064,0.03933390,0.09023035,0.00000000
-4.81740870,0.25185029,0.05059882,0.00000645,0.02165013,0.03922107,0.10860874,0.03924032,0.09137757,0.00000000
-4.81140570,0.25278177,0.05089647,0.00000537,0.02170832,0.03943091,0.10975971,0.03897954,0.09216572,0.00000000
-4.80540270,0.25268459,0.05098588,0.00000500,0.02168217,0.03947994,0.11046654,0.03855761,0.09258310,0.00000000
-4.79939970,0.25155873,0.05086523,0.00000533,0.02157177,0.03936705,0.11071572,0.03798202,0.09262131,0.00000000
-4.79339670,0.24941299,0.05053433,0.00000638,0.02137839,0.03909245,0.11049768,0.03726150,0.09227549,0.00000000
-4.78739370,0.24626524,0.04999476,0.00000829,0.02110448,0.03865777,0.10980726,0.03640576,0.09154463,0.00000000
-4.78139070,0.24214269,0.04924994,0.00001127,0.02075376,0.03806608,0.10864425,0.03542540,0.09043202,0.00000000
-4.77538769,0.23708249,0.04830529,0.00001564,0.02033135,0.03732207,0.10701398,0.03433175,0.08894562,0.00000000
-4.76938469,0.23113222,0.04716829,0.00002185,0.01984394,0.03643205,0.10492774,0.03313684,0.08709852,0.00000000
-4.76338169,0.22435053,0.04584865,0.00003051,0.01930002,0.03540412,0.10240328,0.03185333,0.08490938,0.00000000
-4.75737869,0.21680765,0.04435829,0.00004244,0.01871012,0.03424818,0.09946508,0.03049454,0.08240280,0.00000000
-4.75137569,0.20858578,0.04271138,0.00005869,0.01808712,0.03297599,0.09614454,0.02907444,0.07960957,0.00000000
-4.74537269,0.19977929,0.04092424,0.00008065,0.01744662,0.03160113,0.09247994,0.02760770,0.07656696,0.00000000
-4.73936968,0.19049473,0.03901520,0.00011007,0.01680730,0.03013893,0.08851626,0.02610972,0.07331879,0.00000000
-4.73336668,0.18085061,0.03700438,0.00014918,0.01619140,0.02860639,0.08430479,0.02459667,0.06991548,0.00000000
-4.72736368,0.17097698,0.03491339,0.00020077,0.01562519,0.02702200,0.07990261,0.02308551,0.06641398,0.00000000
-4.72136068,0.16101481,0.03276493,0.00026828,0.01513951,0.02540551,0.07537187,0.02159408,0.06287767,0.00000000
-4.71535768,0.15111526,0.03058245,0.00035595,0.01477037,0.02377775,0.07077899,0.02014106,0.05937621,0.00000000
-4.70935468,0.14143892,0.02838962,0.00046893,0.01455957,0.02216033,0.06619385,0.01874607,0.05598535,0.00000000
-4.70335168,0.13215503,0.02620993,0.00061338,0.01455538,0.02057542,0.06168888,0.01742969,0.05278681,0.00000000
-4.69734867,0.12344073,0.02406622,0.00079664,0.01481318,0.01904549,0.05733824,0.01621353,0.04986813,0.00000000
-4.69134567,0.11548049,0.02198024,0.00102730,0.01539607,0.01759308,0.05321706,0.01512030,0.04732262,0.00000000
-4.68534267,0.10846564,0.01997235,0.00131536,0.01637550,0.01624061,0.04940075,0.01417390,0.04524929,0.00000000
-4.67933967,0.10259395,0.01806116,0.00167224,0.01783165,0.01501022,0.04596447,0.01339951,0.04375281,0.00000000
-4.67333667,0.09806942,0.01626335,0.00211087,0.01985374,0.01392369,0.04298271,0.01282370,0.04294349,0.00000000
-4.66733367,0.09510195,0.01459351,0.00264568,0.02253999,0.01300229,0.04052896,0.01247454,0.04293713,0.00000000
-4.66133067,0.09390698,0.01306413,0.00329248,0.02599732,0.01226681,0.03867550,0.01238167,0.04385477,0.00000000
-4.65532766,0.09470488,0.01168560,0.00406839,0.03034061,0.01173746,0.03749322,0.01257636,0.04582219,0.00000000
-4.64932466,0.09771992,0.01046632,0.00499156,0.03569141,0.01143390,0.03705149,0.01309145,0.04896914,0.00000000
-4.64332166,0.10317879,0.00941292,0.00608087,0.04217619,0.01137515,0.03741793,0.01396131,0.05342820,0.00000000
