energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-3.40070035,5.04775324,0.00121558,0.06008895,0.52090231,3.55109134,0.40251674,1.77732039,0.01368639,0.14246954
-3.39469735,5.04710723,0.00135975,0.05985628,0.51889291,3.54674849,0.40432056,1.78113795,0.01350028,0.13998389
-3.38869435,5.04750362,0.00152284,0.05959074,0.51681491,3.54479836,0.40588430,1.78422967,0.01328004,0.13780564
-3.38269135,5.05016117,0.00170550,0.05931185,0.51479417,3.54585991,0.40728680,1.78719192,0.01302936,0.13601677
-3.37668834,5.05618272,0.00190808,0.05903890,0.51295045,3.55044116,0.40860025,1.79059841,0.01275234,0.13468828
-3.37068534,5.06651442,0.00213051,0.05879047,0.51139424,3.55891977,0.40988690,1.79497856,0.01245349,0.13387844
-3.36468234,5.08191074,0.00237228,0.05858396,0.51022403,3.57152875,0.41119618,1.80079716,0.01213752,0.13363139
-3.35867934,5.10290635,0.00263239,0.05843520,0.50952426,3.58834753,0.41256247,1.80843633,0.01180932,0.13397614
-3.35267634,5.12979626,0.00290928,0.05835801,0.50936389,3.60929887,0.41400348,1.81818037,0.01147382,0.13492594
-3.34667334,5.16262481,0.00320085,0.05836399,0.50979581,3.63415161,0.41551946,1.83020425,0.01113592,0.13647827
-3.34067034,5.20118405,0.00350443,0.05846223,0.51085683,3.66252911,0.41709314,1.84456619,0.01080033,0.13861512
-3.33466733,5.24502148,0.00381682,0.05865912,0.51256840,3.69392306,0.41869059,1.86120472,0.01047153,0.14130387
-3.32866433,5.29345700,0.00413428,0.05895829,0.51493791,3.72771200,0.42026276,1.87994032,0.01015367,0.14449846
-3.32266133,5.34560825,0.00445269,0.05936053,0.51796045,3.76318381,0.42174779,1.90048177,0.00985047,0.14814112
-3.31665833,5.40042339,0.00476754,0.05986385,0.52162088,3.79956138,0.42307395,1.92243671,0.00956518,0.15216428
-3.31065533,5.45671992,0.00507412,0.06046350,0.52589608,3.83603012,0.42416293,1.94532629,0.00930049,0.15649288
-3.30465233,5.51322798,0.00536761,0.06115214,0.53075727,3.87176646,0.42493358,1.96860313,0.00905850,0.16104684
-3.29864932,5.56863629,0.00564322,0.06192002,0.53617211,3.90596602,0.42530565,1.99167183,0.00884072,0.16574363
-3.29264632,5.62163872,0.00589640,0.06275517,0.54210650,3.93787028,0.42520351,2.01391134,0.00864799,0.17050086
-3.28664332,5.67097970,0.00612291,0.06364373,0.54852599,3.96679073,0.42455970,2.03469808,0.00848052,0.17523881
-3.28064032,5.71549647,0.00631906,0.06457020,0.55539659,3.99212948,0.42331800,2.05342884,0.00833789,0.17988275
-3.27463732,5.75415642,0.00648179,0.06551779,0.56268504,4.01339554,0.42143597,2.06954267,0.00821909,0.18436504
-3.26863432,5.78608813,0.00660882,0.06646881,0.57035837,4.03021616,0.41888693,2.08254057,0.00812253,0.18862677
-3.26263132,5.81060488,0.00669871,0.06740507,0.57838287,4.04234294,0.41566111,2.09200248,0.00804611,0.19261915
-3.25662831,5.82721993,0.00675100,0.06830824,0.58672260,4.04965261,0.41176620,2.09760064,0.00798732,0.19630428
-3.25062531,5.83565313,0.00676614,0.06916033,0.59533734,4.05214267,0.40722702,2.09910897,0.00794325,0.19965556
-3.24462231,5.83582900,0.00674557,0.06994408,0.60418036,4.04992237,0.40208466,2.09640814,0.00791075,0.20265754
-3.23861931,5.82786672,0.00669162,0.07064338,0.61319609,4.04319967,0.39639491,2.08948614,0.00788646,0.20530535
-3.23261631,5.81206302,0.00660746,0.07124368,0.62231788,4.03226519,0.39022629,2.07843464,0.00786696,0.20760377
-3.22661331,5.78886901,0.00649698,0.07173233,0.63146613,4.01747397,0.38365763,2.06344124,0.00784885,0.20956586
-3.22061031,5.75886253,0.00636461,0.07209892,0.64054687,3.99922626,0.37677549,2.04477823,0.00782887,0.21121139
-3.21460730,5.72271759,0.00621522,0.07233554,0.64945117,3.97794841,0.36967150,2.02278844,0.00780397,0.21256518
-3.20860430,5.68117247,0.00605391,0.07243696,0.65805528,3.95407481,0.36243962,1.99786896,0.00777145,0.21365521
-3.20260130,5.63499832,0.00588582,0.07240076,0.66622183,3.92803181,0.35517367,1.97045357,0.00772902,0.21451091
-3.19659830,5.58496950,0.00571594,0.07222733,0.67380192,3.90022433,0.34796498,1.94099468,0.00767487,0.21516150
-3.19059530,5.53183713,0.00554899,0.07191984,0.68063830,3.87102557,0.34090037,1.90994580,0.00760776,0.21563450
-3.18459230,5.47630688,0.00538921,0.07148406,0.68656926,3.84077012,0.33406040,1.87774521,0.00752706,0.21595458
-3.17858929,5.41902152,0.00524024,0.07092811,0.69143344,3.80975035,0.32751798,1.84480161,0.00743277,0.21614264
-3.17258629,5.36054887,0.00510503,0.07026216,0.69507497,3.77821597,0.32133730,1.81148240,0.00732555,0.21621521
-3.16658329,5.30137493,0.00498579,0.06949800,0.69734905,3.74637602,0.31557296,1.77810505,0.00720670,0.21618423
-3.16058029,5.24190219,0.00488389,0.06864866,0.69812737,3.71440296,0.31026946,1.74493182,0.00707816,0.21605709
-3.15457729,5.18245239,0.00479993,0.06772786,0.69730333,3.68243787,0.30546082,1.71216799,0.00694244,0.21583696
-3.14857429,5.12327308,0.00473371,0.06674962,0.69479658,3.65059607,0.30117042,1.67996359,0.00680262,0.21552339
-3.14257129,5.06454717,0.00468431,0.06572773,0.69055676,3.61897249,0.29741098,1.64841838,0.00666222,0.21511305
-3.13656828,5.00640438,0.00465020,0.06467535,0.68456609,3.58764594,0.29418462,1.61758967,0.00652513,0.21460059
-3.13056528,4.94893383,0.00462930,0.06360467,0.67684079,3.55668197,0.29148312,1.58750255,0.00639557,0.21397965
-3.12456228,4.89219672,0.00461912,0.06252658,0.66743103,3.52613390,0.28928824,1.55816194,0.00627793,0.21324373
-3.11855928,4.83623851,0.00461690,0.06145050,0.65641962,3.49604185,0.28757219,1.52956565,0.00617668,0.21238719
-3.11255628,4.78109984,0.00461972,0.06038426,0.64391930,3.46643014,0.28629833,1.50171786,0.00609629,0.21140606
-3.10655328,4.72682586,0.00462468,0.05933412,0.63006888,3.43730303,0.28542191,1.47464219,0.00604109,0.21029873
-3.10055028,4.67347373,0.00462896,0.05830481,0.61502839,3.40863972,0.28489119,1.44839379,0.00601519,0.20906653
-3.09454727,4.62111814,0.00463001,0.05729974,0.59897348,3.38038889,0.28464861,1.42306966,0.00602235,0.20771415
-3.08854427,4.56985502,0.00462560,0.05632121,0.58208941,3.35246377,0.28463227,1.39881668,0.00606591,0.20624988
-3.08254127,4.51980356,0.00461395,0.05537071,0.56456488,3.32473838,0.28477762,1.37583706,0.00614871,0.20468564
-3.07653827,4.47110685,0.00459379,0.05444921,0.54658606,3.29704554,0.28501920,1.35439065,0.00627295,0.20303692
-3.07053527,4.42393132,0.00456440,0.05355748,0.52833113,3.26917740,0.28529264,1.33479410,0.00644019,0.20132253
-3.06453227,4.37846544,0.00452567,0.05269638,0.50996550,3.24088866,0.28553657,1.31741674,0.00665127,0.19956418
-3.05852926,4.33491760,0.00447810,0.05186710,0.49163798,3.21190275,0.28569462,1.30267332,0.00690623,0.19778601
-3.05252626,4.29351366,0.00442280,0.05107138,0.47347809,3.18192094,0.28571718,1.29101380,0.00720435,0.19601396
-3.04652326,4.25449381,0.00436147,0.05031159,0.45559443,3.15063396,0.28556306,1.28291049,0.00754405,0.19427508
-3.04052026,4.21810914,0.00429636,0.04959078,0.43807422,3.11773564,0.28520076,1.27884304,0.00792299,0.19259684
-3.03451726,4.18461736,0.00423021,0.04891266,0.42098392,3.08293788,0.28460948,1.27928176,0.00833798,0.19100625
-3.02851426,4.15427790,0.00416620,0.04828140,0.40437078,3.04598609,0.28377959,1.28466986,0.00878513,0.18952915
-3.02251126,4.12734594,0.00410785,0.04770153,0.38826519,3.00667405,0.28271270,1.29540517,0.00925981,0.18818939
-3.01650825,4.10406540,0.00405894,0.04717757,0.37268349,2.96485750,0.28142129,1.31182211,0.00975679,0.18700805
-3.01050525,4.08466072,0.00402339,0.04671380,0.35763120,2.92046529,0.27992778,1.33417448,0.01027031,0.18600274
-3.00450225,4.06932753,0.00400521,0.04631389,0.34310632,2.87350766,0.27826323,1.36261968,0.01079417,0.18518699
-2.99849925,4.05822227,0.00400831,0.04598055,0.32910247,2.82408082,0.27646571,1.39720510,0.01132188,0.18456963
-2.99249625,4.05145124,0.00403644,0.04571522,0.31561183,2.77236773,0.27457829,1.43785704,0.01184675,0.18415443
-2.98649325,4.04905928,0.00409309,0.04551778,0.30262752,2.71863474,0.27264688,1.48437291,0.01236206,0.18393975
-2.98049025,4.05101882,0.00418135,0.04538631,0.29014548,2.66322445,0.27071806,1.53641685,0.01286119,0.18391838
-2.97448724,4.05721995,0.00430381,0.04531692,0.27816581,2.60654511,0.26883682,1.59351928,0.01333774,0.18407755
-2.96848424,4.06746209,0.00446251,0.04530364,0.26669335,2.54905699,0.26704446,1.65508051,0.01378564,0.18439908
-2.96248124,4.08144810,0.00465883,0.04533845,0.25573781,2.49125664,0.26537680,1.72037849,0.01419930,0.18485967
-2.95647824,4.09878141,0.00489340,0.04541135,0.24531332,2.43365979,0.26386259,1.78858057,0.01457370,0.18543146
-2.95047524,4.11896671,0.00516614,0.04551052,0.23543754,2.37678375,0.26252232,1.85875915,0.01490445,0.18608256
-2.94447224,4.14141459,0.00547611,0.04562260,0.22613055,2.32113012,0.26136750,1.92991085,0.01518785,0.18677793
-2.93846923,4.16545025,0.00582159,0.04573303,0.21741347,2.26716874,0.26040032,2.00097860,0.01542095,0.18748018
-2.93246623,4.19032630,0.00620006,0.04582641,0.20930702,2.21532341,0.25961371,2.07087613,0.01560158,0.18815063
-2.92646323,4.21523926,0.00660820,0.04588699,0.20183020,2.16596001,0.25899187,2.13851408,0.01572828,0.18875029
-2.92046023,4.23934922,0.00704195,0.04589909,0.19499903,2.11937735,0.25851109,2.20282686,0.01580035,0.18924100
-2.91445723,4.26180212,0.00749661,0.04584763,0.18882551,2.07580098,0.25814090,2.26279940,0.01581780,0.18958645
-2.90845423,4.28175352,0.00796685,0.04571863,0.18331692,2.03538000,0.25784546,2.31749292,0.01578126,0.18975326
-2.90245123,4.29839303,0.00844686,0.04549962,0.17847529,1.99818674,0.25758501,2.36606879,0.01569201,0.18971191
-2.89644822,4.31096841,0.00893043,0.04518012,0.17429729,1.96421914,0.25731749,2.40780971,0.01555184,0.18943763
-2.89044522,4.31880826,0.00941108,0.04475201,0.17077434,1.93340547,0.25700014,2.44213746,0.01536305,0.18891115
-2.88444222,4.32134245,0.00988217,0.04420984,0.16789298,1.90561112,0.25659097,2.46862670,0.01512839,0.18811925
-2.87843922,4.31811964,0.01033703,0.04355110,0.16563549,1.88064690,0.25605019,2.48701437,0.01485103,0.18705524
-2.87243622,4.30882116,0.01076911,0.04277637,0.16398066,1.85827864,0.25534149,2.49720454,0.01453450,0.18571921
-2.86643322,4.29327101,0.01117205,0.04188944,0.16290466,1.83823758,0.25443306,2.49926863,0.01418269,0.18411816
-2.86043022,4.27144188,0.01153990,0.04089732,0.16238207,1.82023134,0.25329856,2.49344119,0.01379982,0.18226591
-2.85442721,4.24345707,0.01186715,0.03981014,0.16238674,1.80395496,0.25191776,2.48011161,0.01339046,0.18018292
-2.84842421,4.20958875,0.01214886,0.03864107,0.16289285,1.78910198,0.25027711,2.45981213,0.01295949,0.17789596
-2.84242121,4.17025276,0.01238081,0.03740606,0.16387571,1.77537514,0.24837012,2.43320297,0.01251213,0.17543767
-2.83641821,4.12600051,0.01255950,0.03612359,0.16531252,1.76249652,0.24619757,2.40105493,0.01205393,0.17284603
-2.83041521,4.07750833,0.01268229,0.03481436,0.16718304,1.75021689,0.24376762,2.36423049,0.01159078,0.17016372
-2.82441221,4.02556487,0.01274743,0.03350091,0.16946999,1.73832410,0.24109584,2.32366382,0.01112887,0.16743752
-2.81840920,3.97105686,0.01275409,0.03220723,0.17215940,1.72665020,0.23820503,2.28034052,0.01067469,0.16471758
-2.81240620,3.91495368,0.01270238,0.03095835,0.17524064,1.71507706,0.23512506,2.23527762,0.01023499,0.16205668
-2.80640320,3.85829082,0.01259338,0.02977990,0.17870638,1.70354037,0.23189251,2.18950427,0.00981674,0.15950955
-2.80040020,3.80215269,0.01242908,0.02869767,0.18255229,1.69203168,0.22855022,2.14404355,0.00942705,0.15713205
-2.79439720,3.74765465,0.01221236,0.02773717,0.18677662,1.68059834,0.22514673,2.09989561,0.00907314,0.15498049
-2.78839420,3.69592447,0.01194694,0.02692325,0.19137959,1.66934136,0.22173549,2.05802249,0.00876216,0.15311081
-2.78239120,3.64808338,0.01163731,0.02627964,0.19636268,1.65841096,0.21837406,2.01933443,0.00850119,0.15157788
-2.77638819,3.60522670,0.01128861,0.02582856,0.20172785,1.64800007,0.21512300,1.98467801,0.00829704,0.15043470
-2.77038519,3.56840445,0.01090657,0.02559041,0.20747669,1.63833588,0.21204472,1.95482592,0.00815618,0.14973171
-2.76438219,3.53860212,0.01049734,0.02558338,0.21360958,1.62966982,0.20920221,1.93046837,0.00808460,0.14951603
-2.75837919,3.51672206,0.01006742,0.02582317,0.22012493,1.62226635,0.20665761,1.91220623,0.00808769,0.14983078
-2.75237619,3.50356604,0.00962346,0.02632274,0.22701847,1.61639119,0.20447082,1.90054564,0.00817011,0.15071445
-2.74637319,3.49981953,0.00917220,0.02709204,0.23428273,1.61229952,0.20269809,1.89589429,0.00833570,0.15220030
-2.74037019,3.50603831,0.00872027,0.02813782,0.24190670,1.61022488,0.20139069,1.89855917,0.00858736,0.15431583
-2.73436718,3.52263808,0.00827407,0.02946353,0.24987562,1.61036935,0.20059370,1.90874588,0.00892698,0.15708238
-2.72836418,3.54988750,0.00783969,0.03106911,0.25817112,1.61289567,0.20034506,1.92655940,0.00935540,0.16051477
-2.72236118,3.58790514,0.00742274,0.03295104,0.26677145,1.61792178,0.20067480,1.95200627,0.00987233,0.16462110
-2.71635818,3.63666053,0.00702824,0.03510218,0.27565199,1.62551810,0.20160458,1.98499808,0.01047637,0.16940258
-2.71035518,3.69597932,0.00666061,0.03751188,0.28478591,1.63570774,0.20314758,2.02535611,0.01116502,0.17485352
-2.70435218,3.76555224,0.00632352,0.04016599,0.29414488,1.64846962,0.20530862,2.07281697,0.01193470,0.18096139
-2.69834917,3.84494748,0.00601988,0.04304697,0.30369993,1.66374422,0.20808461,2.12703896,0.01278080,0.18770692
-2.69234617,3.93362568,0.00575181,0.04613398,0.31342218,1.68144155,0.21146526,2.18760899,0.01369778,0.19506429
-2.68634317,4.03095661,0.00552065,0.04940312,0.32328357,1.70145071,0.21543391,2.25404958,0.01467928,0.20300136
-2.68034017,4.13623660,0.00532694,0.05282757,0.33325734,1.72365023,0.21996854,2.32582593,0.01571819,0.21147979
-2.67433717,4.24870556,0.00517048,0.05637792,0.34331830,1.74791842,0.22504276,2.40235263,0.01680679,0.22045534
-2.66833417,4.36756243,0.00505039,0.06002237,0.35344286,1.77414270,0.23062678,2.48299977,0.01793688,0.22987797
-2.66233117,4.49197834,0.00496518,0.06372713,0.36360862,1.80222725,0.23668823,2.56709853,0.01909990,0.23969200
-2.65632816,4.62110645,0.00491282,0.06745676,0.37379371,1.83209809,0.24319273,2.65394592,0.02028706,0.24983622
-2.65032516,4.75408803,0.00489085,0.07117454,0.38397581,1.86370503,0.25010431,2.74280883,0.02148941,0.26024396
-2.64432216,4.89005459,0.00489650,0.07484299,0.39413083,1.89702017,0.25738540,2.83292753,0.02269799,0.27084317
-2.63831916,5.02812603,0.00492676,0.07842424,0.40423139,1.93203266,0.26499665,2.92351864,0.02390387,0.28155653
-2.63231616,5.16740530,0.00497853,0.08188062,0.41424515,1.96874012,0.27289632,3.01377799,0.02509825,0.29230155
-2.62631316,5.30697020,0.00504868,0.08517511,0.42413314,2.00713673,0.28103959,3.10288357,0.02627246,0.30299086
-2.62031016,5.44586330,0.00513420,0.08827192,0.43384808,2.04719905,0.28937751,3.18999883,0.02741802,0.31353250
-2.61430715,5.58308117,0.00523220,0.09113702,0.44333303,2.08887007,0.29785600,3.27427678,0.02852668,0.32383042
-2.60830415,5.71756415,0.00534007,0.09373869,0.45252020,2.13204270,0.30641472,3.35486499,0.02959038,0.33378520
-2.60230115,5.84818803,0.00545544,0.09604798,0.46133036,2.17654384,0.31498614,3.43091185,0.03060126,0.34329485
-2.59629815,5.97375889,0.00557628,0.09803929,0.46967261,2.22212008,0.32349474,3.50157416,0.03155171,0.35225591
-2.59029515,6.09301226,0.00570088,0.09969074,0.47744494,2.26842621,0.33185659,3.56602605,0.03243431,0.36056476
-2.58429215,6.20461755,0.00582784,0.10098457,0.48453526,2.31501758,0.33997921,3.62346943,0.03324190,0.36811903
-2.57828914,6.30718837,0.00595606,0.10190750,0.49082323,2.36134716,0.34776203,3.67314550,0.03396757,0.37481933
-2.57228614,6.39929921,0.00608468,0.10245095,0.49618267,2.40676779,0.35509726,3.71434747,0.03460477,0.38057097
-2.56628314,6.47950824,0.00621308,0.10261118,0.50048461,2.45054006,0.36187136,3.74643386,0.03514733,0.38528591
-2.56028014,6.54638614,0.00634077,0.10238942,0.50360081,2.49184587,0.36796699,3.76884231,0.03558960,0.38888464
-2.55427714,6.59854990,0.00646736,0.10179177,0.50540773,2.52980722,0.37326548,3.78110321,0.03592655,0.39129816
-2.54827414,6.63470081,0.00659249,0.10082917,0.50579065,2.56350988,0.37764974,3.78285299,0.03615395,0.39246980
-2.54227114,6.65366499,0.00671582,0.09951715,0.50464798,2.59203080,0.38100742,3.77384625,0.03626845,0.39235696
-2.53626813,6.65443503,0.00683691,0.09787555,0.50189541,2.61446845,0.38323441,3.75396665,0.03626784,0.39093267
-2.53026513,6.63621099,0.00695528,0.09592817,0.49746980,2.62997459,0.38423836,3.72323568,0.03615111,0.38818684
-2.52426213,6.59843881,0.00707034,0.09370230,0.49133260,2.63778620,0.38394211,3.68181929,0.03591867,0.38412727
-2.51825913,6.54084441,0.00718138,0.09122823,0.48347271,2.63725618,0.38228703,3.63003170,0.03557246,0.37878029
-2.51225613,6.46346185,0.00728765,0.08853870,0.47390852,2.62788134,0.37923590,3.56833624,0.03511601,0.37219100
-2.50625313,6.36665396,0.00738832,0.08566825,0.46268917,2.60932652,0.37477544,3.49734296,0.03455452,0.36442316
-2.50025013,6.25112434,0.00748258,0.08265263,0.44989477,2.58144370,0.36891814,3.41780295,0.03389486,0.35555856
-2.49424712,6.11791987,0.00756968,0.07952810,0.43563580,2.54428531,0.36170347,3.33059917,0.03314550,0.34569610
-2.48824412,5.96842319,0.00764897,0.07633081,0.42005143,2.49811098,0.35319836,3.23673423,0.03231643,0.33495036
-2.48224112,5.80433534,0.00771999,0.07309605,0.40330702,2.44338770,0.34349682,3.13731498,0.03141901,0.32344980
-2.47623812,5.62764874,0.00778256,0.06985771,0.38559078,2.38078313,0.33271883,3.03353450,0.03046572,0.31133471
-2.47023512,5.44061145,0.00783682,0.06664761,0.36710980,2.31115253,0.32100845,2.92665193,0.02946997,0.29875469
-2.46423212,5.24568387,0.00788327,0.06349500,0.34808549,2.23551980,0.30853116,2.81797054,0.02844577,0.28586611
-2.45822911,5.04548936,0.00792289,0.06042604,0.32874868,2.15505339,0.29547061,2.70881481,0.02740749,0.27282922
-2.45222611,4.84276039,0.00795711,0.05746348,0.30933460,2.07103815,0.28202481,2.60050714,0.02636952,0.25980526
-2.44622311,4.64028220,0.00798787,0.05462634,0.29007776,1.98484401,0.26840188,2.49434487,0.02534596,0.24695352
-2.44022011,4.44083565,0.00801763,0.05192975,0.27120714,1.89789284,0.25481548,2.39157816,0.02435040,0.23442846
-2.43421711,4.24714120,0.00804937,0.04938489,0.25294154,1.81162451,0.24148013,2.29338962,0.02339563,0.22237694
-2.42821411,4.06180565,0.00808654,0.04699904,0.23548553,1.72746328,0.22860642,2.20087579,0.02249345,0.21093566
-2.42221111,3.88727300,0.00813304,0.04477581,0.21902589,1.64678556,0.21639639,2.11503135,0.02165450,0.20022884
-2.41620810,3.72578072,0.00819319,0.04271538,0.20372865,1.57088990,0.20503908,2.03673596,0.02088815,0.19036612
-2.41020510,3.57932222,0.00827161,0.04081488,0.18973685,1.50096992,0.19470646,1.96674407,0.02020246,0.18144094
-2.40420210,3.44961620,0.00837317,0.03906888,0.17716892,1.43809078,0.18554976,1.90567777,0.01960410,0.17352914
-2.39819910,3.33808294,0.00850291,0.03746985,0.16611773,1.38316958,0.17769637,1.85402241,0.01909847,0.16668800
-2.39219610,3.24582779,0.00866589,0.03600872,0.15665025,1.33695984,0.17124730,1.81212494,0.01868964,0.16095565
-2.38619310,3.17363135,0.00886713,0.03467539,0.14880776,1.30004027,0.16627536,1.78019456,0.01838053,0.15635085
-2.38019010,3.12194613,0.00911144,0.03345928,0.14260651,1.27280771,0.16282395,1.75830550,0.01817296,0.15287319
-2.37418709,3.09089901,0.00940338,0.03234976,0.13803880,1.25547410,0.16090669,1.74640135,0.01806776,0.15050354
-2.36818409,3.08029899,0.00974706,0.03133658,0.13507444,1.24806723,0.16050766,1.74430087,0.01806489,0.14920496
-2.36218109,3.08964951,0.01014608,0.03041015,0.13366233,1.25043507,0.16158244,1.75170469,0.01816350,0.14892379
-2.35617809,3.11816487,0.01060345,0.02956182,0.13373238,1.26225327,0.16405982,1.76820294,0.01836209,0.14959114
-2.35017509,3.16479017,0.01112146,0.02878397,0.13519743,1.28303561,0.16784416,1.79328335,0.01865850,0.15112453
-2.34417209,3.22822425,0.01170163,0.02807011,0.13795536,1.31214696,0.17281831,1.82633998,0.01905003,0.15342977
-2.33816908,3.30694543,0.01234469,0.02741476,0.14189112,1.34881846,0.17884708,1.86668240,0.01953345,0.15640302
-2.33216608,3.39923956,0.01305050,0.02681339,0.14687895,1.39216464,0.18578109,1.91354538,0.02010502,0.15993298
-2.32616308,3.50323025,0.01381809,0.02626222,0.15278439,1.44120206,0.19346091,1.96609923,0.02076056,0.16390317
-2.32016008,3.61691093,0.01464567,0.02575802,0.15946648,1.49486933,0.20172139,2.02346078,0.02149542,0.16819419
-2.31415708,3.73817869,0.01553064,0.02529788,0.16677977,1.55204792,0.21039605,2.08470519,0.02230453,0.17268611
-2.30815408,3.86486927,0.01646971,0.02487895,0.17457642,1.61158373,0.21932130,2.14887855,0.02318238,0.17726066
-2.30215108,3.99479319,0.01745891,0.02449826,0.18270817,1.67230888,0.22834055,2.21501129,0.02412313,0.18180342
-2.29614807,4.12577230,0.01849374,0.02415252,0.19102832,1.73306347,0.23730785,2.28213228,0.02512059,0.18620580
-2.29014507,4.25567638,0.01956922,0.02383805,0.19939360,1.79271696,0.24609109,2.34928358,0.02616834,0.19036690
-2.28414207,4.38245901,0.02068004,0.02355065,0.20766603,1.85018867,0.25457466,2.41553531,0.02725978,0.19419503
-2.27813907,4.50419205,0.02182060,0.02328567,0.21571463,1.90446731,0.26266138,2.48000056,0.02838824,0.19760908
-2.27213607,4.61909806,0.02298515,0.02303801,0.22341702,1.95462887,0.27027381,2.54184981,0.02954711,0.20053953
-2.26613307,4.72557958,0.02416784,0.02280233,0.23066093,1.99985272,0.27735468,2.60032440,0.03072993,0.20292914
-2.26013007,4.82224480,0.02536281,0.02257317,0.23734549,2.03943553,0.28386677,2.65474860,0.03193057,0.20473343
-2.25412706,4.90792865,0.02656419,0.02234521,0.24338238,2.07280266,0.28979200,2.70453979,0.03314332,0.20592071
-2.24812406,4.98170882,0.02776618,0.02211351,0.24869678,2.09951694,0.29512987,2.74921646,0.03436303,0.20647193
-2.24212106,5.04291608,0.02896302,0.02187377,0.25322800,2.11928436,0.29989547,2.78840347,0.03558518,0.20638017
-2.23611806,5.09113868,0.03014902,0.02162259,0.25693003,2.13195686,0.30411699,2.82183454,0.03680602,0.20565001
-2.23011506,5.12622057,0.03131852,0.02135774,0.25977166,2.13753185,0.30783296,2.84935173,0.03802256,0.20429655
-2.22411206,5.14825356,0.03246590,0.02107829,0.26173648,2.13614867,0.31108935,2.87090194,0.03923260,0.20234438
-2.21810905,5.15756366,0.03358551,0.02078482,0.26282255,2.12808197,0.31393665,2.88653056,0.04043471,0.19982640
-2.21210605,5.15469200,0.03467171,0.02047944,0.26304186,2.11373218,0.31642700,2.89637259,0.04162816,0.19678257
-2.20610305,5.14037104,0.03571884,0.02016589,0.26241953,2.09361333,0.31861162,2.90064145,0.04281275,0.19325860
-2.20010005,5.11549680,0.03672119,0.01984940,0.26099286,2.06833843,0.32053851,2.89961619,0.04398874,0.18930472
-2.19409705,5.08109809,0.03767309,0.01953661,0.25881015,2.03860295,0.32225056,2.89362739,0.04515656,0.18497441
-2.18809405,5.03830369,0.03856890,0.01923536,0.25592945,2.00516663,0.32378413,2.88304252,0.04631666,0.18032325
-2.18209105,4.98830855,0.03940310,0.01895443,0.25241711,1.96883416,0.32516806,2.86825125,0.04746924,0.17540786
-2.17608804,4.93234007,0.04017032,0.01870323,0.24834640,1.93043536,0.32642319,2.84965130,0.04861398,0.17028490
-2.17008504,4.87162556,0.04086551,0.01849144,0.24379601,1.89080511,0.32756240,2.82763545,0.04974985,0.16501023
-2.16408204,4.80736175,0.04148396,0.01832869,0.23884860,1.85076384,0.32859095,2.80258004,0.05087485,0.15963816
-2.15807904,4.74068726,0.04202147,0.01822412,0.23358939,1.81109893,0.32950726,2.77483543,0.05198584,0.15422085
-2.15207604,4.67265883,0.04247443,0.01818609,0.22810484,1.77254755,0.33030403,2.74471879,0.05307840,0.14880774
-2.14607304,4.60423184,0.04283994,0.01822181,0.22248143,1.73578139,0.33096951,2.71250920,0.05414676,0.14344520
-2.14007004,4.53624561,0.04311589,0.01833705,0.21680452,1.70139373,0.33148896,2.67844535,0.05518378,0.13817621
-2.13406703,4.46941364,0.04330107,0.01853593,0.21115737,1.66988906,0.33184620,2.64272567,0.05618104,0.13304012
-2.12806403,4.40431910,0.04339523,0.01882074,0.20562025,1.64167559,0.33202515,2.60551086,0.05712892,0.12807258
-2.12206103,4.34141515,0.04339912,0.01919188,0.20026969,1.61706074,0.33201135,2.56692851,0.05801689,0.12330542
-2.11605803,4.28103004,0.04331455,0.01964780,0.19517788,1.59624966,0.33179336,2.52707950,0.05883373,0.11876669
-2.11005503,4.22337645,0.04314437,0.02018512,0.19041206,1.57934678,0.33136396,2.48604591,0.05956791,0.11448077
-2.10405203,4.16856441,0.04289252,0.02079874,0.18603409,1.56636015,0.33072125,2.44389976,0.06020795,0.11046842
-2.09804902,4.11661709,0.04256393,0.02148204,0.18210004,1.55720836,0.32986940,2.40071231,0.06074284,0.10674700
-2.09204602,4.06748857,0.04216457,0.02222715,0.17865982,1.55172978,0.32881928,2.35656317,0.06116246,0.10333060
-2.08604302,4.02108261,0.04170134,0.02302525,0.17575687,1.54969354,0.32758866,2.31154889,0.06145802,0.10023024
-2.08004002,3.97727159,0.04118198,0.02386687,0.17342776,1.55081196,0.32620226,2.26579033,0.06162239,0.09745406
-2.07403702,3.93591439,0.04061503,0.02474225,0.17170190,1.55475394,0.32469139,2.21943834,0.06165047,0.09500747
-2.06803402,3.89687261,0.04000968,0.02564162,0.17060114,1.56115865,0.32309331,2.17267751,0.06153945,0.09289331
-2.06203102,3.86002418,0.03937562,0.02655555,0.17013937,1.56964928,0.32145035,2.12572733,0.06128899,0.09111187
-2.05602801,3.82527376,0.03872288,0.02747515,0.17032213,1.57984625,0.31980867,2.07884091,0.06090132,0.08966099
-2.05002501,3.79255968,0.03806164,0.02839238,0.17114618,1.59137963,0.31821684,2.03230091,0.06038122,0.08853602
-2.04402201,3.76185708,0.03740201,0.02930012,0.17259911,1.60390034,0.31672425,1.98641292,0.05973596,0.08772977
-2.03801901,3.73317751,0.03675376,0.03019237,0.17465898,1.61709011,0.31537929,1.94149649,0.05897507,0.08723237
