energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up,W_p_up,W_d_up
-5.82591296,2.48085827,0.03744687,0.39281006,0.00459058,1.17275829,0.54679914,0.18299080,1.83574577,0.59428037
-5.81990995,2.48970658,0.03616716,0.40315846,0.00443905,1.16364080,0.54030296,0.18062585,1.87298169,0.60558096
-5.81390695,2.49317967,0.03496431,0.41140085,0.00430052,1.15384042,0.53313053,0.17820816,1.90208590,0.61456069
-5.80790395,2.49100196,0.03386633,0.41733759,0.00417588,1.14345569,0.52527760,0.17578877,1.92236927,0.62100223
-5.80190095,2.48299157,0.03289781,0.42081133,0.00406579,1.13258803,0.51674240,0.17341598,1.93330069,0.62473916
-5.79589795,2.46908148,0.03207938,0.42171330,0.00397072,1.12134794,0.50753093,0.17113529,1.93453093,0.62566388
-5.78989495,2.44933572,0.03142733,0.41998782,0.00389093,1.10986012,0.49766168,0.16898928,1.92590988,0.62373336
-5.78389195,2.42395908,0.03095331,0.41563506,0.00382645,1.09826691,0.48716938,0.16701747,1.90749621,0.61897256
-5.77788894,2.39329968,0.03066410,0.40871149,0.00377710,1.08672965,0.47610759,0.16525603,1.87955875,0.61147506
-5.77188594,2.35784399,0.03056149,0.39932847,0.00374244,1.07542776,0.46454988,0.16373743,1.84256949,0.60140108
-5.76588294,2.31820447,0.03064228,0.38764855,0.00372182,1.06455563,0.45258960,0.16248991,1.79718851,0.58897277
-5.75987994,2.27510063,0.03089827,0.37388010,0.00371432,1.05431746,0.44033822,0.16153694,1.74424158,0.57446723
-5.75387694,2.22933462,0.03131650,0.35827024,0.00371879,1.04492057,0.42792251,0.16089652,1.68469174,0.55820741
-5.74787394,2.18176294,0.03187948,0.34109660,0.00373380,1.03656763,0.41548065,0.16058064,1.61960615,0.54055153
-5.74187094,2.13326598,0.03256555,0.32265819,0.00375768,1.02944863,0.40315769,0.16059470,1.55012018,0.52188147
-5.73586793,2.08471728,0.03334939,0.30326590,0.00378855,1.02373308,0.39110065,0.16093716,1.47740039,0.50259068
-5.72986493,2.03695432,0.03420260,0.28323309,0.00382427,1.01956321,0.37945358,0.16159946,1.40260826,0.48307228
-5.72386193,1.99075247,0.03509442,0.26286651,0.00386256,1.01704865,0.36835299,0.16256611,1.32686638,0.46370774
-5.71785893,1.94680336,0.03599252,0.24245811,0.00390097,1.01626307,0.35792377,0.16381519,1.25122855,0.44485669
-5.71185593,1.90569875,0.03686388,0.22227798,0.00393698,1.01724285,0.34827604,0.16531910,1.17665492,0.42684812
-5.70585293,1.86792014,0.03767572,0.20256855,0.00396802,1.01998800,0.33950277,0.16704563,1.10399290,0.40997329
-5.69984992,1.83383448,0.03839649,0.18354035,0.00399160,1.02446496,0.33167850,0.16895924,1.03396440,0.39448049
-5.69384692,1.80369534,0.03899685,0.16536918,0.00400532,1.03061113,0.32485898,0.17102253,0.96715920,0.38057157
-5.68784392,1.77764889,0.03945056,0.14819495,0.00400700,1.03834050,0.31908160,0.17319772,0.90403431,0.36840027
-5.68184092,1.75574375,0.03973533,0.13212174,0.00399470,1.04754986,0.31436663,0.17544815,0.84491857,0.35807209
-5.67583792,1.73794331,0.03983362,0.11721922,0.00396685,1.05812505,0.31071882,0.17773962,0.79002165,0.34964556
-5.66983492,1.72413950,0.03973316,0.10352509,0.00392227,1.06994653,0.30812940,0.18004147,0.73944640,0.34313462
-5.66383192,1.71416661,0.03942738,0.09104833,0.00386022,1.08289391,0.30657810,0.18232740,0.69320357,0.33851185
-5.65782891,1.70781415,0.03891565,0.07977300,0.00378044,1.09684890,0.30603502,0.18457588,0.65122759,0.33571224
-5.65182591,1.70483801,0.03820323,0.06966241,0.00368317,1.11169658,0.30646226,0.18677016,0.61339261,0.33463734
-5.64582291,1.70496913,0.03730112,0.06066344,0.00356913,1.12732483,0.30781515,0.18889794,0.57952785,0.33515963
-5.63981991,1.70791976,0.03622558,0.05271067,0.00343950,1.14362210,0.31004301,0.19095062,0.54943148,0.33712686
-5.63381691,1.71338694,0.03499757,0.04573047,0.00329592,1.16047375,0.31308945,0.19292233,0.52288264,0.34036640
-5.62781391,1.72105392,0.03364195,0.03964452,0.00314040,1.17775740,0.31689227,0.19480865,0.49965124,0.34468941
-5.62181091,1.73058980,0.03218659,0.03437309,0.00297527,1.19533779,0.32138298,0.19660535,0.47950547,0.34989504
-5.61580790,1.74164814,0.03066138,0.02983773,0.00280315,1.21306174,0.32648617,0.19830705,0.46221713,0.35577442
-5.60980490,1.75386535,0.02909718,0.02596347,0.00262681,1.23075374,0.33211878,0.19990601,0.44756488,0.36211472
-5.60380190,1.76685964,0.02752479,0.02268059,0.00244917,1.24821276,0.33818939,0.20139115,0.43533603,0.36870315
-5.59779890,1.78023118,0.02597395,0.01992593,0.00227320,1.26521070,0.34459781,0.20274739,0.42532690,0.37533099
-5.59179590,1.79356408,0.02447237,0.01764378,0.00210187,1.28149278,0.35123497,0.20395531,0.41734256,0.38179761
-5.58579290,1.80643054,0.02304494,0.01578645,0.00193811,1.29678014,0.35798319,0.20499126,0.41119612,0.38791461
-5.57978989,1.81839749,0.02171307,0.01431462,0.00178477,1.31077465,0.36471713,0.20582787,0.40670809,0.39350972
-5.57378689,1.82903547,0.02049411,0.01319741,0.00164459,1.32316576,0.37130508,0.20643492,0.40370610,0.39843079
-5.56778389,1.83792979,0.01940103,0.01241234,0.00152020,1.33363932,0.37761099,0.20678062,0.40202518,0.40254937
-5.56178089,1.84469327,0.01844224,0.01194513,0.00141415,1.34188774,0.38349694,0.20683312,0.40150884,0.40576407
-5.55577789,1.84898017,0.01762159,0.01178951,0.00132885,1.34762124,0.38882606,0.20656228,0.40201092,0.40800337
-5.54977489,1.85050058,0.01693849,0.01194683,0.00126666,1.35057955,0.39346586,0.20594143,0.40339821,0.40922790
-5.54377189,1.84903445,0.01638828,0.01242579,0.00122989,1.35054350,0.39729180,0.20494926,0.40555371,0.40943191
-5.53776888,1.84444452,0.01596259,0.01324194,0.00122078,1.34734594,0.40019100,0.20357154,0.40838030,0.40864401
-5.53176588,1.83668744,0.01564993,0.01441725,0.00124159,1.34088147,0.40206590,0.20180260,0.41180469,0.40692691
-5.52576288,1.82582227,0.01543631,0.01597953,0.00129456,1.33111450,0.40283785,0.19964661,0.41578117,0.40437632
-5.51975988,1.81201598,0.01530584,0.01796172,0.00138191,1.31808514,0.40245029,0.19711843,0.42029507,0.40111875
-5.51375688,1.79554529,0.01524148,0.02040116,0.00150585,1.30191279,0.40087157,0.19424412,0.42536547,0.39730848
-5.50775388,1.77679464,0.01522569,0.02333854,0.00166849,1.28279704,0.39809717,0.19106090,0.43104697,0.39312351
-5.50175088,1.75625019,0.01524108,0.02681684,0.00187184,1.26101589,0.39415124,0.18761681,0.43743020,0.38876084
-5.49574787,1.73448982,0.01527101,0.03088001,0.00211774,1.23692125,0.38908738,0.18396975,0.44464096,0.38443091
-5.48974487,1.71216931,0.01530008,0.03557147,0.00240768,1.21093189,0.38298853,0.18018625,0.45283778,0.38035162
-5.48374187,1.69000522,0.01531460,0.04093248,0.00274282,1.18352397,0.37596606,0.17633977,0.46220783,0.37674193
-5.47773887,1.66875473,0.01530288,0.04700033,0.00312377,1.15521955,0.36815788,0.17250875,0.47296128,0.37381528
-5.47173587,1.64919331,0.01525549,0.05380651,0.00355051,1.12657341,0.35972569,0.16877442,0.48532406,0.37177305
-5.46573287,1.63209090,0.01516532,0.06137469,0.00402225,1.09815859,0.35085147,0.16521840,0.49952933,0.37079826
-5.45972986,1.61818736,0.01502766,0.06971889,0.00453735,1.07055126,0.34173309,0.16192034,0.51580780,0.37104973
-5.45372686,1.60816824,0.01484006,0.07884159,0.00509315,1.04431524,0.33257946,0.15895553,0.53437724,0.37265684
-5.44772386,1.60264154,0.01460218,0.08873209,0.00568595,1.01998686,0.32360504,0.15639265,0.55543153,0.37571517
-5.44172086,1.60211653,0.01431555,0.09936509,0.00631095,0.99806050,0.31502415,0.15429175,0.57912973,0.38028309
-5.43571786,1.60698532,0.01398327,0.11069960,0.00696221,0.97897547,0.30704500,0.15270248,0.60558547,0.38637946
-5.42971486,1.61750790,0.01360969,0.12267830,0.00763272,0.96310436,0.29986393,0.15166272,0.63485722,0.39398254
-5.42371186,1.63380127,0.01320006,0.13522727,0.00831447,0.95074348,0.29365973,0.15119757,0.66693977,0.40303012
-5.41770885,1.65583301,0.01276021,0.14825638,0.00899856,0.94210544,0.28858852,0.15131878,0.70175745,0.41342090
-5.41170585,1.68341966,0.01229618,0.16166013,0.00967542,0.93731424,0.28477915,0.15202465,0.73915936,0.42501703
-5.40570285,1.71622984,0.01181400,0.17531915,0.01033497,0.93640280,0.28232943,0.15330033,0.77891693,0.43764782
-5.39969985,1.75379219,0.01131941,0.18910219,0.01096693,0.93931303,0.28130331,0.15511859,0.82072410,0.45111430
-5.39369685,1.79550772,0.01081766,0.20286875,0.01156107,0.94589843,0.28172900,0.15744095,0.86420025,0.46519477
-5.38769385,1.84066636,0.01031342,0.21647218,0.01210755,0.95592898,0.28359838,0.16021919,0.90889592,0.47965077
-5.38169085,1.88846698,0.00981064,0.22976316,0.01259719,0.96909828,0.28686746,0.16339713,0.95430140,0.49423368
-5.37568784,1.93804049,0.00931258,0.24259358,0.01302180,0.98503262,0.29145811,0.16691266,0.99985795,0.50869147
-5.36968484,1.98847520,0.00882183,0.25482072,0.01337446,1.00330183,0.29726101,0.17069995,1.04497147,0.52277547
-5.36368184,2.03884389,0.00834031,0.26631145,0.01364976,1.02343158,0.30413972,0.17469176,1.08902845,0.53624711
-5.35767884,2.08823179,0.00786945,0.27694653,0.01384401,1.04491691,0.31193574,0.17882184,1.13141354,0.54888430
-5.35167584,2.13576476,0.00741024,0.28662479,0.01395537,1.06723671,0.32047464,0.18302726,1.17152848,0.56048748
-5.34567284,2.18063712,0.00696337,0.29526709,0.01398398,1.08986883,0.32957276,0.18725080,1.20881173,0.57088507
-5.33966983,2.22213828,0.00652934,0.30281984,0.01393191,1.11230550,0.33904460,0.19144305,1.24275814,0.57993838
-5.33366683,2.25967768,0.00610858,0.30925819,0.01380317,1.13406886,0.34871045,0.19556457,1.27293815,0.58754588
-5.32766383,2.29280732,0.00570155,0.31458847,0.01360359,1.15472601,0.35840408,0.19958761,1.29901552,0.59364672
-5.32166083,2.32124125,0.00530879,0.31885001,0.01334060,1.17390343,0.36798018,0.20349775,1.32076323,0.59822346
-5.31565783,2.34487143,0.00493100,0.32211619,0.01302306,1.19130020,0.37732124,0.20729509,1.33807654,0.60130410
-5.30965483,2.36377931,0.00456903,0.32449453,0.01266095,1.20669956,0.38634358,0.21099516,1.35098268,0.60296312
-5.30365183,2.37824249,0.00422392,0.32612586,0.01226507,1.21997846,0.39500220,0.21462928,1.35964664,0.60332170
-5.29764882,2.38873595,0.00389687,0.32718257,0.01184674,1.23111439,0.40329423,0.21824454,1.36437236,0.60254683
-5.29164582,2.39592726,0.00358919,0.32786570,0.01141746,1.24018928,0.41126060,0.22190319,1.36559916,0.60084946
-5.28564282,2.40066546,0.00330226,0.32840115,0.01098858,1.24738983,0.41898593,0.22568139,1.36389309,0.59848140
-5.27963982,2.40396319,0.00303749,0.32903478,0.01057099,1.25300399,0.42659636,0.22966741,1.35993317,0.59573104
-5.27363682,2.40697222,0.00279624,0.33002662,0.01017488,1.25741351,0.43425531,0.23395916,1.35449270,0.59291778
-5.26763382,2.41095234,0.00257977,0.33164429,0.00980943,1.26108220,0.44215731,0.23866109,1.34841615,0.59038521
-5.26163082,2.41723410,0.00238916,0.33415564,0.00948267,1.26454029,0.45051982,0.24388054,1.34259199,0.58849299
-5.25562781,2.42717635,0.00222529,0.33782086,0.00920130,1.26836493,0.45957361,0.24972355,1.33792256,0.58760766
-5.24962481,2.44211935,0.00208878,0.34288435,0.00897056,1.27315758,0.46955168,0.25629030,1.33529175,0.58809235
-5.24362181,2.46333503,0.00197994,0.34956645,0.00879422,1.27951880,0.48067741,0.26367027,1.33553191,0.59029584
-5.23761881,2.49197610,0.00189876,0.35805533,0.00867450,1.28802153,0.49315231,0.27193733,1.33939100,0.59454105
-5.23161581,2.52902577,0.00184492,0.36849942,0.00861218,1.29918378,0.50714399,0.28114496,1.34750171,0.60111345
-5.22561281,2.57525022,0.00181774,0.38100062,0.00860660,1.31344207,0.52277484,0.29132179,1.36035350,0.61024979
-5.21960980,2.63115604,0.00181621,0.39560853,0.00865577,1.33112668,0.54011208,0.30246770,1.37826935,0.62212752
-5.21360680,2.69695461,0.00183904,0.41231614,0.00875655,1.35244028,0.55915975,0.31455072,1.40138802,0.63685542
-5.20760380,2.77253541,0.00188462,0.43105703,0.00890474,1.37744072,0.57985304,0.32750488,1.42965308,0.65446588
-5.20160080,2.85745007,0.00195109,0.45170449,0.00909529,1.40602940,0.60205538,0.34122928,1.46280939,0.67490927
-5.19559780,2.95090829,0.00203641,0.47407250,0.00932242,1.43794577,0.62555872,0.35558838,1.50040748,0.69805068
-5.18959480,3.05178665,0.00213834,0.49791892,0.00957984,1.47276874,0.65008691,0.37041370,1.54181598,0.72366945
-5.18359180,3.15865057,0.00225457,0.52295057,0.00986091,1.50992505,0.67530235,0.38550698,1.58624180,0.75146150
-5.17758879,3.26978905,0.00238273,0.54883037,0.01015877,1.54870471,0.70081572,0.40064454,1.63275749,0.78104477
-5.17158579,3.38326148,0.00252046,0.57518624,0.01046655,1.58828287,0.72619837,0.41558304,1.68033476,0.81196743
-5.16558279,3.49695491,0.00266554,0.60162152,0.01077744,1.62774757,0.75099703,0.43006618,1.72788284,0.84371889
-5.15957979,3.60864979,0.00281586,0.62772660,0.01108483,1.66613196,0.77475013,0.44383233,1.77429015,0.87574324
-5.15357679,3.71609159,0.00296958,0.65309131,0.01138246,1.70244998,0.79700512,0.45662261,1.81846738,0.90745462
-5.14757379,3.81706564,0.00312517,0.67731760,0.01166443,1.73573361,0.81733590,0.46818921,1.85939024,0.93825409
-5.14157079,3.90947183,0.00328144,0.70003208,0.01192531,1.76507021,0.83535971,0.47830365,1.89613975,0.96754726
-5.13556778,3.99139622,0.00343766,0.72089781,0.01216020,1.78963820,0.85075249,0.48676443,1.92793835,0.99476216
-5.12956478,4.06117627,0.00359355,0.73962491,0.01236475,1.80873927,0.86326217,0.49340397,1.95418005,1.01936649
-5.12356178,4.11745697,0.00374934,0.75597954,0.01253522,1.82182583,0.87271908,0.49809432,1.97445324,1.04088372
-5.11755878,4.15923528,0.00390578,0.76979074,0.01266847,1.82852220,0.87904303,0.50075157,1.98855491,1.05890720
-5.11155578,4.18589088,0.00406413,0.78095494,0.01276199,1.82863866,0.88224663,0.50133858,1.99649576,1.07311195
-5.10555278,4.19720192,0.00422612,0.78943779,0.01281393,1.82217767,0.88243472,0.49986601,1.99849579,1.08326333
-5.09954977,4.19334512,0.00439394,0.79527333,0.01282306,1.80933200,0.87979987,0.49639155,1.99497060,1.08922262
-5.09354677,4.17488012,0.00457012,0.79856038,0.01278879,1.79047494,0.87461406,0.49101740,1.98650897,1.09094890
-5.08754377,4.14271906,0.00475745,0.79945637,0.01271117,1.76614304,0.86721710,0.48388613,1.97384297,1.08849755
-5.08154077,4.09808275,0.00495886,0.79816892,0.01259086,1.73701235,0.85800208,0.47517507,1.95781177,1.08201519
-5.07553777,4.04244558,0.00517728,0.79494542,0.01242911,1.70386926,0.84739871,0.46508946,1.93932113,1.07173149
-5.06953477,3.97747184,0.00541550,0.79006118,0.01222772,1.66757747,0.83585521,0.45385482,1.91930040,1.05794827
-5.06353177,3.90494644,0.00567598,0.78380673,0.01198899,1.62904258,0.82381970,0.44170869,1.89865905,1.04102627
-5.05752876,3.82670324,0.00596071,0.77647475,0.01171571,1.58917611,0.81172183,0.42889223,1.87824497,1.02137044
-5.05152576,3.74455437,0.00627105,0.76834743,0.01141102,1.54886046,0.79995563,0.41564212,1.85880633,0.99941433
-5.04552276,3.66022382,0.00660753,0.75968469,0.01107843,1.50891656,0.78886420,0.40218287,1.84095897,0.97560424
-5.03951976,3.57528800,0.00696981,0.75071391,0.01072165,1.47007546,0.77872714,0.38872016,1.82516061,0.95038410
-5.03351676,3.49112616,0.00735648,0.74162175,0.01034458,1.43295508,0.76975105,0.37543525,1.81169327,0.92418143
-5.02751376,3.40888233,0.00776508,0.73254820,0.00995119,1.39804311,0.76206363,0.36248077,1.80065433,0.89739527
-5.02151076,3.32944043,0.00819199,0.72358343,0.00954542,1.36568630,0.75571151,0.34997807,1.79195686,0.87038636
-5.01550775,3.25341304,0.00863251,0.71476729,0.00913115,1.33608677,0.75066191,0.33801600,1.78533870,0.84346999
-5.00950475,3.18114391,0.00908089,0.70609164,0.00871209,1.30930478,0.74680789,0.32665132,1.78037996,0.81691175
-5.00350175,3.11272343,0.00953047,0.69750521,0.00829175,1.28526783,0.74397694,0.31591047,1.77652783,0.79092609
-4.99749875,3.04801578,0.00997378,0.68892078,0.00787335,1.26378519,0.74194234,0.30579265,1.77312727,0.76567772
-4.99149575,2.98669585,0.01040282,0.68022426,0.00745987,1.24456692,0.74043683,0.29627391,1.76945617,0.74128541
-4.98549275,2.92829351,0.01080923,0.67128504,0.00705393,1.22724634,0.73916767,0.28731202,1.76476300,0.71782801
-4.97948974,2.87224279,0.01118458,0.66196722,0.00665790,1.21140458,0.73783264,0.27885180,1.75830520,0.69535192
-4.97348674,2.81793309,0.01152067,0.65214099,0.00627385,1.19659600,0.73613590,0.27083069,1.74938644,0.67387972
-4.96748374,2.76475976,0.01180975,0.64169359,0.00590358,1.18237331,0.73380326,0.26318415,1.73739099,0.65341920
-4.96148074,2.71217135,0.01204487,0.63053929,0.00554870,1.16831109,0.73059593,0.25585070,1.72181366,0.63397225
-4.95547774,2.65971144,0.01222007,0.61862790,0.00521062,1.15402680,0.72632242,0.24877633,1.70228410,0.61554306
-4.94947474,2.60705289,0.01233064,0.60595134,0.00489064,1.13919848,0.72084783,0.24191810,1.67858434,0.59814519
-4.94347174,2.55402329,0.01237331,0.59254811,0.00458996,1.12357839,0.71410040,0.23524679,1.65065928,0.58180705
-4.93746873,2.50062057,0.01234633,0.57850529,0.00430975,1.10700237,0.70607507,0.22874849,1.61861955,0.56657562
-4.93146573,2.44701859,0.01224957,0.56395823,0.00405115,1.08939465,0.69683392,0.22242517,1.58273721,0.55251808
-4.92546273,2.39356267,0.01208454,0.54908787,0.00381532,1.07076817,0.68650363,0.21629424,1.54343460,0.53972163
-4.91945973,2.34075591,0.01185431,0.53411589,0.00360342,1.05122079,0.67527019,0.21038710,1.50126726,0.52829127
-4.91345673,2.28923749,0.01156339,0.51929818,0.00341665,1.03092768,0.66337111,0.20474698,1.45690185,0.51834597
-4.90745373,2.23975409,0.01121759,0.50491667,0.00325617,1.01013051,0.65108563,0.19942607,1.41109044,0.51001350
-4.90145073,2.19312663,0.01082380,0.49127032,0.00312314,0.98912422,0.63872331,0.19448223,1.36464244,0.50342418
-4.89544772,2.15021378,0.01038970,0.47866546,0.00301864,0.96824189,0.62661157,0.18997543,1.31839554,0.49870410
-4.88944472,2.11187442,0.00992355,0.46740612,0.00294361,0.94783873,0.61508280,0.18596413,1.27318711,0.49596826
-4.88344172,2.07893085,0.00943387,0.45778470,0.00289883,0.92827574,0.60446137,0.18250179,1.22982715,0.49531384
-4.87743872,2.05213454,0.00892917,0.45007346,0.00288485,0.90990380,0.59505123,0.17963366,1.18907409,0.49681434
-4.87143572,2.03213580,0.00841768,0.44451716,0.00290192,0.89304897,0.58712451,0.17739411,1.15161418,0.50051465
-4.86543272,2.01945882,0.00790713,0.44132701,0.00294992,0.87799937,0.58091143,0.17580441,1.11804522,0.50642743
-4.85942971,2.01448282,0.00740450,0.44067637,0.00302833,0.86499421,0.57659201,0.17487123,1.08886501,0.51453104
-4.85342671,2.01743001,0.00691593,0.44269798,0.00313619,0.85421531,0.57428968,0.17458589,1.06446476,0.52476903
-4.84742371,2.02836057,0.00644654,0.44748296,0.00327201,0.84578134,0.57406714,0.17492419,1.04512725,0.53705121
-4.84142071,2.04717438,0.00600039,0.45508136,0.00343383,0.83974489,0.57592430,0.17584711,1.03102953,0.55125627
-4.83541771,2.07361933,0.00558048,0.46550417,0.00361911,0.83609230,0.57979861,0.17730198,1.02224960,0.56723568
-4.82941471,2.10730519,0.00518872,0.47872644,0.00382485,0.83474636,0.58556743,0.17922438,1.01877626,0.58481872
-4.82341171,2.14772234,0.00482607,0.49469132,0.00404750,0.83557136,0.59305256,0.18154042,1.02052158,0.60381824
-4.81740870,2.19426400,0.00449257,0.51331473,0.00428311,0.83838051,0.60202640,0.18416936,1.02733481,0.62403690
-4.81140570,2.24625085,0.00418751,0.53449014,0.00452730,0.84294508,0.61221983,0.18702656,1.03901696,0.64527345
-4.80540270,2.30295673,0.00390955,0.55809330,0.00477541,0.84900511,0.62333118,0.19002644,1.05533516,0.66732877
-4.79939970,2.36363400,0.00365687,0.58398651,0.00502253,0.85628095,0.63503615,0.19308547,1.07603590,0.69001128
-4.79339670,2.42753758,0.00342734,0.61202225,0.00526365,0.86448532,0.64699820,0.19612504,1.10085651,0.71314142
-4.78739370,2.49394640,0.00321861,0.64204583,0.00549376,0.87333537,0.65887911,0.19907401,1.12953426,0.73655512
-4.78139070,2.56218148,0.00302832,0.67389704,0.00570796,0.88256417,0.67034924,0.20187100,1.16181275,0.76010586
-4.77538769,2.63161991,0.00285413,0.70741066,0.00590159,0.89193119,0.68109722,0.20446620,1.19744532,0.78366545
-4.76938469,2.70170442,0.00269385,0.74241586,0.00607036,0.90123149,0.69083874,0.20682276,1.23619560,0.80712343
-4.76338169,2.77194820,0.00254554,0.77873468,0.00621044,0.91030307,0.69932408,0.20891760,1.27783522,0.83038524
-4.75737869,2.84193520,0.00240747,0.81617962,0.00631859,0.91903222,0.70634421,0.21074177,1.32213919,0.85336925
-4.75137569,2.91131611,0.00227824,0.85455064,0.00639222,0.92735670,0.71173533,0.21230018,1.36887943,0.87600292
-4.74537269,2.97980066,0.00215670,0.89363196,0.00642947,0.93526654,0.71538160,0.21361094,1.41781697,0.89821842
-4.73936968,3.04714673,0.00204199,0.93318880,0.00642924,0.94280248,0.71721617,0.21470410,1.46869362,0.91994785
-4.73336668,3.11314733,0.00193348,0.97296454,0.00639126,0.95005216,0.71722046,0.21562011,1.52122374,0.94111861
-4.72736368,3.17761609,0.00183076,1.01267849,0.00631600,0.95714415,0.71542174,0.21640775,1.57508679,0.96164901
-4.72136068,3.24037232,0.00173355,1.05202471,0.00620473,0.96424014,0.71188930,0.21712192,1.62992141,0.98144462
-4.71535768,3.30122643,0.00164171,1.09067196,0.00605941,0.97152541,0.70672925,0.21782112,1.68532125,1.00039546
-4.70935468,3.35996664,0.00155516,1.12826513,0.00588264,0.97919825,0.70007835,0.21856486,1.74083330,1.01837430
-4.70335168,3.41634756,0.00147385,1.16442802,0.00567757,0.98745838,0.69209699,0.21941098,1.79595867,1.03523618
-4.69734867,3.47008134,0.00139770,1.19876775,0.00544776,0.99649516,0.68296180,0.22041303,1.85015607,1.05081931
-4.69134567,3.52083183,0.00132662,1.23088054,0.00519713,1.00647578,0.67285804,0.22161779,1.90284788,1.06494721
-4.68534267,3.56821194,0.00126046,1.26035876,0.00492979,1.01753409,0.66197225,0.22306296,1.95342855,1.07743207
-4.67933967,3.61178458,0.00119898,1.28679908,0.00464994,1.02976047,0.65048524,0.22477520,2.00127513,1.08807932
-4.67333667,3.65106693,0.00114190,1.30981141,0.00436175,1.04319316,0.63856587,0.22676850,2.04575938,1.09669303
-4.66733367,3.68553805,0.00108886,1.32902825,0.00406926,1.05781149,0.62636579,0.22904294,2.08626115,1.10308203
-4.66133067,3.71464965,0.00103946,1.34411419,0.00377628,1.07353140,0.61401525,0.23158401,2.12218229,1.10706654
-4.65532766,3.73783950,0.00099326,1.35477512,0.00348633,1.09020339,0.60162021,0.23436243,2.15296084,1.10848489
-4.64932466,3.75454726,0.00094981,1.36076685,0.00320257,1.10761329,0.58926080,0.23733450,2.17808490,1.10720026
-4.64332166,3.76423208,0.00090866,1.36190273,0.00292774,1.12548579,0.57699108,0.24044305,2.19710563,1.10310699
