energy_ev,total_up,Hf_p_up,Hf_d_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up
-5.61580790,1.39359685,0.69705219,0.56748608,0.29454797,0.00384420,0.01373423,0.80270096
-5.60980490,1.42062088,0.71667623,0.58205740,0.29502420,0.00391765,0.01416288,0.82412108
-5.60380190,1.44949461,0.73613564,0.59765140,0.29543910,0.00399701,0.01456328,0.84719469
-5.59779890,1.47973209,0.75511452,0.61410786,0.29566789,0.00408121,0.01493229,0.87168054
-5.59179590,1.51083586,0.77331841,0.63125168,0.29559803,0.00416915,0.01526754,0.89731188
-5.58579290,1.54230884,0.79048090,0.64889582,0.29513426,0.00425974,0.01556740,0.92380042
-5.57978989,1.57366502,0.80636910,0.66684422,0.29420265,0.00435187,0.01583090,0.95084048
-5.57378689,1.60443883,0.82078779,0.68489450,0.29275347,0.00444448,0.01605770,0.97811319
-5.56778389,1.63419263,0.83358212,0.70284056,0.29076284,0.00453653,0.01624802,1.00529072
-5.56178089,1.66252233,0.84463877,0.72047498,0.28823303,0.00462702,0.01640252,1.03204051
-5.55577789,1.68906117,0.85388559,0.73759119,0.28519147,0.00471499,0.01652222,1.05802945
-5.54977489,1.71348174,0.86128976,0.75398562,0.28168848,0.00479948,0.01660843,1.08292803
-5.54377189,1.73549646,0.86685472,0.76945967,0.27779399,0.00487958,0.01666263,1.10641456
-5.53776888,1.75485691,0.87061599,0.78382175,0.27359329,0.00495438,0.01668644,1.12817947
-5.53176588,1.77135228,0.87263618,0.79688940,0.26918215,0.00502297,0.01668149,1.14792966
-5.52576288,1.78480731,0.87299946,0.80849144,0.26466155,0.00508444,0.01664944,1.16539296
-5.51975988,1.79508015,0.87180578,0.81847031,0.26013220,0.00513789,0.01659191,1.18032270
-5.51375688,1.80206030,0.86916513,0.82668460,0.25568928,0.00518241,0.01651049,1.19250222
-5.50775388,1.80566698,0.86519206,0.83301155,0.25141752,0.00521712,0.01640674,1.20174932
-5.50175088,1.80584816,0.86000081,0.83734979,0.24738693,0.00524117,0.01628222,1.20792052
-5.49574787,1.80258016,0.85370115,0.83962191,0.24364939,0.00525378,0.01613853,1.21091501
-5.48974487,1.79586817,0.84639511,0.83977709,0.24023615,0.00525424,0.01597735,1.21067800
-5.48374187,1.78574736,0.83817482,0.83779342,0.23715647,0.00524196,0.01580053,1.20720366
-5.47773887,1.77228469,0.82912135,0.83368000,0.23439744,0.00521648,0.01561013,1.20053713
-5.47173587,1.75558126,0.81930477,0.82747870,0.23192480,0.00517754,0.01540847,1.19077582
-5.46573287,1.73577498,0.80878513,0.81926541,0.22968501,0.00512505,0.01519824,1.17806980
-5.45972986,1.71304340,0.79761457,0.80915085,0.22760808,0.00505918,0.01498250,1.16262122
-5.45372686,1.68760651,0.78584015,0.79728076,0.22561138,0.00498032,0.01476472,1.14468286
-5.44772386,1.65972922,0.77350738,0.78383562,0.22360392,0.00488911,0.01454886,1.12455572
-5.44172086,1.62972338,0.76066417,0.76902967,0.22149113,0.00478647,0.01433933,1.10258587
-5.43571786,1.59794900,0.74736494,0.75310939,0.21917967,0.00467357,0.01414098,1.07916037
-5.42971486,1.56481452,0.73367469,0.73635141,0.21658225,0.00455182,0.01395912,1.05470263
-5.42371186,1.53077591,0.71967262,0.71905974,0.21362208,0.00442287,0.01379942,1.02966700
-5.41770885,1.49633435,0.70545527,0.70156247,0.21023684,0.00428858,0.01366789,1.00453284
-5.41170585,1.46203239,0.69113862,0.68420786,0.20638186,0.00415096,0.01357073,0.97979804
-5.40570285,1.42844842,0.67685923,0.66735982,0.20203252,0.00401218,0.01351429,0.95597197
-5.39969985,1.39618932,0.66277408,0.65139274,0.19718566,0.00387448,0.01350491,0.93356799
-5.39369685,1.36588138,0.64905912,0.63668576,0.19186006,0.00374016,0.01354876,0.91309540
-5.38769385,1.33815941,0.63590636,0.62361636,0.18609581,0.00361154,0.01365171,0.89505098
-5.38169085,1.31365428,0.62351974,0.61255346,0.17995287,0.00349088,0.01381917,0.87991005
-5.37568784,1.29297898,0.61210965,0.60384995,0.17350873,0.00338035,0.01405587,0.86811721
-5.36968484,1.27671357,0.60188656,0.59783474,0.16685533,0.00328200,0.01436572,0.86007669
-5.36368184,1.26538946,0.59305373,0.59480464,0.16009551,0.00319770,0.01475161,0.85614268
-5.35767884,1.25947325,0.58579958,0.59501598,0.15333905,0.00312912,0.01521528,0.85660966
-5.35167584,1.25935101,0.58028984,0.59867639,0.14669861,0.00307769,0.01575714,0.86170300
-5.34567284,1.26531318,0.57665995,0.60593691,0.14028561,0.00304455,0.01637616,0.87157015
-5.33966983,1.27754101,0.57500812,0.61688470,0.13420644,0.00303057,0.01706976,0.88627276
-5.33366683,1.29609491,0.57538924,0.63153670,0.12855894,0.00303630,0.01783377,0.90577999
-5.32766383,1.32090540,0.57781019,0.64983452,0.12342944,0.00306197,0.01866239,0.92996350
-5.32166083,1.35176710,0.58222655,0.67164085,0.11889043,0.00310750,0.01954823,0.95859428
-5.31565783,1.38833619,0.58854108,0.69673769,0.11499886,0.00317246,0.02048235,0.99134180
-5.30965483,1.43013171,0.59660412,0.72482665,0.11179512,0.00325612,0.02145442,1.02777570
-5.30365183,1.47654074,0.60621576,0.75553141,0.10930276,0.00335746,0.02245284,1.06737011
-5.29764882,1.52682769,0.61712996,0.78840250,0.10752880,0.00347515,0.02346494,1.10951082
-5.29164582,1.58014746,0.62906034,0.82292447,0.10646460,0.00360761,0.02447727,1.15350527
-5.28564282,1.63556225,0.64168750,0.85852518,0.10608720,0.00375303,0.02547584,1.19859515
-5.27963982,1.69206160,0.65466768,0.89458727,0.10636107,0.00390940,0.02644642,1.24397155
-5.27363682,1.74858516,0.66764235,0.93046137,0.10723996,0.00407452,0.02737489,1.28879216
-5.26763382,1.80404746,0.68024835,0.96548080,0.10866905,0.00424609,0.02824752,1.33220023
-5.26163082,1.85736403,0.69212843,0.99897725,0.11058693,0.00442173,0.02905135,1.37334463
-5.25562781,1.90747793,0.70294150,1.03029708,0.11292763,0.00459900,0.02977449,1.41140045
-5.24962481,1.95338603,0.71237249,1.05881751,0.11562240,0.00477548,0.03040641,1.44558960
-5.24362181,1.99416395,0.72014133,1.08396249,0.11860135,0.00494880,0.03093826,1.47520054
-5.23761881,2.02898910,0.72601077,1.10521734,0.12179470,0.00511669,0.03136304,1.49960669
-5.23161581,2.05716101,0.72979284,1.12214194,0.12513394,0.00527702,0.03167588,1.51828274
-5.22561281,2.07811814,0.73135368,1.13438192,0.12855258,0.00542785,0.03187415,1.53081838
-5.21960980,2.09145099,0.73061663,1.14167745,0.13198678,0.00556748,0.03195755,1.53692896
-5.21360680,2.09691083,0.72756355,1.14386940,0.13537571,0.00569447,0.03192821,1.53646268
-5.20760380,2.09441401,0.72223432,1.14090258,0.13866186,0.00580767,0.03179063,1.52940414
-5.20160080,2.08404169,0.71472472,1.13282616,0.14179121,0.00590624,0.03155164,1.51587406
-5.19559780,2.06603523,0.70518260,1.11979103,0.14471338,0.00598972,0.03122025,1.49612525
-5.18959480,2.04078730,0.69380278,1.10204450,0.14738185,0.00605797,0.03080749,1.47053501
-5.18359180,2.00882927,0.68082080,1.07992238,0.14975423,0.00611120,0.03032616,1.43959421
-5.17758879,1.97081518,0.66650574,1.05383888,0.15179251,0.00614998,0.02979052,1.40389350
-5.17158579,1.92750315,0.65115249,1.02427455,0.15346358,0.00617518,0.02921601,1.36410708
-5.16558279,1.87973454,0.63507377,0.99176292,0.15473965,0.00618800,0.02861881,1.32097470
-5.15957979,1.82841182,0.61859205,0.95687613,0.15559887,0.00618986,0.02801548,1.27528244
-5.15357679,1.77447571,0.60203180,0.92021007,0.15602584,0.00618242,0.02742251,1.22784287
-5.14757379,1.71888225,0.58571219,0.88236957,0.15601224,0.00616749,0.02685591,1.17947531
-5.14157079,1.66258054,0.56994042,0.84395401,0.15555722,0.00614698,0.02633075,1.13098671
-5.13556778,1.60649155,0.55500592,0.80554381,0.15466779,0.00612281,0.02586070,1.08315370
-5.12956478,1.55148880,0.54117545,0.76768815,0.15335898,0.00609690,0.02545771,1.03670636
-5.12356178,1.49838099,0.52868909,0.73089420,0.15165379,0.00607104,0.02513155,0.99231398
-5.11755878,1.44789731,0.51775731,0.69561817,0.14958287,0.00604685,0.02488955,0.95057327
-5.11155578,1.40067531,0.50855890,0.66225817,0.14718404,0.00602573,0.02473633,0.91199908
-5.10555278,1.35725197,0.50123982,0.63114928,0.14450145,0.00600878,0.02467360,0.87701789
-5.09954977,1.31805756,0.49591287,0.60256051,0.14158460,0.00599678,0.02470007,0.84596401
-5.09354677,1.28341283,0.49265816,0.57669392,0.13848716,0.00599014,0.02481144,0.81907849
-5.08754377,1.25352914,0.49152414,0.55368561,0.13526567,0.00598889,0.02500045,0.79651063
-5.08154077,1.22851153,0.49252933,0.53360859,0.13197811,0.00599270,0.02525712,0.77832187
-5.07553777,1.20836462,0.49566459,0.51647721,0.12868260,0.00600082,0.02556893,0.76449182
-5.06953477,1.19300110,0.50089583,0.50225309,0.12543604,0.00601220,0.02592124,0.75492625
-5.06353177,1.18225243,0.50816721,0.49085215,0.12229303,0.00602548,0.02629773,0.74946658
-5.05752876,1.17588157,0.51740486,0.48215260,0.11930486,0.00603904,0.02668083,0.74790068
-5.05152576,1.17359730,0.52852093,0.47600358,0.11651883,0.00605109,0.02705235,0.74997458
-5.04552276,1.17506968,0.54141813,0.47223404,0.11397787,0.00605976,0.02739399,0.75540468
-5.03951976,1.17994629,0.55599462,0.47066182,0.11172039,0.00606316,0.02768797,0.76389026
-5.03351676,1.18786874,0.57214922,0.47110244,0.10978047,0.00605948,0.02791757,0.77512579
-5.02751376,1.19848888,0.58978693,0.47337735,0.10818828,0.00604706,0.02806772,0.78881282
-5.02151076,1.21148441,0.60882450,0.47732154,0.10697080,0.00602452,0.02812540,0.80467105
-5.01550775,1.22657306,0.62919606,0.48279014,0.10615262,0.00599079,0.02808012,0.82244835
-5.00950475,1.24352528,0.65085851,0.48966379,0.10575692,0.00594521,0.02792419,0.84192935
-5.00350175,1.26217456,0.67379644,0.49785281,0.10580639,0.00588757,0.02765297,0.86294249
-4.99749875,1.28242529,0.69802643,0.50729979,0.10632425,0.00581814,0.02726493,0.88536517
-4.99149575,1.30425769,0.72360030,0.51798070,0.10733497,0.00573771,0.02676168,0.90912688
-4.98549275,1.32772950,0.75060716,0.52990442,0.10886489,0.00564760,0.02614784,0.93421020
-4.97948974,1.35297441,0.77917396,0.54311071,0.11094263,0.00554960,0.02543081,0.96064952
-4.97348674,1.38019699,0.80946419,0.55766659,0.11359907,0.00544601,0.02462048,0.98852752
-4.96748374,1.40966429,0.84167475,0.57366146,0.11686709,0.00533950,0.02372885,1.01796934
-4.96148074,1.44169420,0.87603064,0.59120079,0.12078098,0.00523313,0.02276958,1.04913469
-4.95547774,1.47664093,0.91277759,0.61039890,0.12537547,0.00513022,0.02175750,1.08220793
-4.94947474,1.51487786,0.95217263,0.63137080,0.13068450,0.00503426,0.02070817,1.11738649
-4.94347174,1.55677849,0.99447275,0.65422357,0.13673967,0.00494885,0.01963735,1.15486788
-4.93746873,1.60269588,1.03992188,0.67904744,0.14356861,0.00487756,0.01856058,1.19483571
-4.93146573,1.65294143,1.08873671,0.70590691,0.15119310,0.00482383,0.01749271,1.23744521
-4.92546273,1.70776371,1.14109163,0.73483234,0.15962725,0.00479090,0.01644759,1.28280874
-4.91945973,1.76732807,1.19710357,0.76581219,0.16887565,0.00478167,0.01543773,1.33098184
-4.91345673,1.83169799,1.25681723,0.79878642,0.17893176,0.00479865,0.01447404,1.38195042
-4.90745373,1.90081884,1.32019144,0.83364109,0.18977637,0.00484384,0.01356573,1.43561966
-4.90145073,1.97450493,1.38708737,0.87020478,0.20137655,0.00491871,0.01272015,1.49180521
-4.89544772,2.05243040,1.45725930,0.90824670,0.21368476,0.00502409,0.01194278,1.55022715
-4.88944472,2.13412471,1.53034857,0.94747696,0.22663858,0.00516018,0.01123728,1.61050721
-4.88344172,2.21897305,1.60588127,0.98754892,0.24016075,0.00532651,0.01060554,1.67216963
-4.87743872,2.30622205,1.68327018,1.02806377,0.25415981,0.00552193,0.01004781,1.73464577
-4.87143572,2.39499085,1.76182119,1.06857727,0.26853111,0.00574466,0.00956287,1.79728275
-4.86543272,2.48428754,1.84074443,1.10860855,0.28315841,0.00599226,0.00914822,1.85935597
-4.85942971,2.57303060,1.91916992,1.14765075,0.29791586,0.00626178,0.00880024,1.92008523
-4.85342671,2.66007488,1.99616758,1.18518328,0.31267031,0.00654974,0.00851445,1.97865431
-4.84742371,2.74424139,2.07077105,1.22068528,0.32728408,0.00685226,0.00828567,2.03423315
-4.84142071,2.82435004,2.14200459,1.25364990,0.34161777,0.00716518,0.00810826,2.08600220
-4.83541771,2.89925408,2.20891223,1.28359897,0.35553340,0.00748412,0.00797632,2.13317792
-4.82941471,2.96787523,2.27058804,1.31009741,0.36889738,0.00780465,0.00788383,2.17503865
-4.82341171,3.02923798,2.32620637,1.33276698,0.38158355,0.00812238,0.00782488,2.21094959
-4.81740870,3.08250179,2.37505077,1.35129875,0.39347592,0.00843313,0.00779377,2.24038613
-4.81140570,3.12698964,2.41654022,1.36546378,0.40447116,0.00873299,0.00778517,2.26295425
-4.80540270,3.16221192,2.45025157,1.37512148,0.41448067,0.00901847,0.00779423,2.27840713
-4.79939970,3.18788416,2.47593692,1.38022538,0.42343216,0.00928658,0.00781666,2.28665701
-4.79339670,3.20393794,2.49353500,1.38082584,0.43127066,0.00953490,0.00784879,2.28778176
-4.78739370,3.21052404,2.50317588,1.37706948,0.43795902,0.00976167,0.00788763,2.28202548
-4.78139070,3.20800774,2.50517844,1.36919542,0.44347768,0.00996575,0.00793084,2.26979300
-4.77538769,3.19695595,2.50004064,1.35752823,0.44782404,0.01014669,0.00797679,2.25163828
-4.76938469,3.17811679,2.48842269,1.34246777,0.45101106,0.01030465,0.00802444,2.22824698
-4.76338169,3.15239224,2.47112381,1.32447643,0.45306563,0.01044038,0.00807337,2.20041392
-4.75737869,3.12080490,2.44905338,1.30406404,0.45402639,0.01055510,0.00812361,2.16901606
-4.75137569,3.08446041,2.42319786,1.28177123,0.45394140,0.01065044,0.00817563,2.13498239
-4.74537269,3.04450697,2.39458476,1.25815169,0.45286566,0.01072831,0.00823016,2.09926172
-4.73936968,3.00209402,2.36424546,1.23375432,0.45085865,0.01079078,0.00828810,2.06279002
-4.73336668,2.95833167,2.33317846,1.20910576,0.44798204,0.01083991,0.00835042,2.02645853
-4.72736368,2.91425301,2.30231477,1.18469426,0.44429766,0.01087768,0.00841800,1.99108428
-4.72136068,2.87078085,2.27248720,1.16095546,0.43986583,0.01090585,0.00849155,1.95738422
-4.71535768,2.82870048,2.24440471,1.13826064,0.43474427,0.01092586,0.00857150,1.92595410
-4.70935468,2.78863955,2.21863311,1.11690800,0.42898735,0.01093875,0.00865792,1.89725315
-4.70335168,2.75105602,2.19558290,1.09711731,0.42264604,0.01094513,0.00875047,1.87159507
-4.69734867,2.71623444,2.17550460,1.07902796,0.41576825,0.01094515,0.00884841,1.84914561
-4.69134567,2.68429060,2.15849160,1.06270051,0.40839965,0.01093847,0.00895052,1.82992688
-4.68534267,2.65518388,2.14449016,1.04812154,0.40058489,0.01092439,0.00905520,1.81382776
-4.67933967,2.62873661,2.13331580,1.03521137,0.39236896,0.01090180,0.00916050,1.80061995
-4.67333667,2.60465902,2.12467491,1.02383432,0.38379877,0.01086937,0.00926417,1.78997853
-4.66733367,2.58257815,2.11819028,1.01381068,0.37492455,0.01082557,0.00936379,1.78150583
-4.66133067,2.56206921,2.11342899,1.00492999,0.36580118,0.01076884,0.00945687,1.77475743
-4.65532766,2.54268734,2.10993105,0.99696456,0.35648912,0.01069767,0.00954093,1.76926869
-4.64932466,2.52399804,2.10723709,0.98968290,0.34705488,0.01061075,0.00961365,1.76458040
-4.64332166,2.50560463,2.10491368,0.98286204,0.33757104,0.01050704,0.00967296,1.76026239
-4.63731866,2.48717124,2.10257486,0.97629834,0.32811553,0.01038586,0.00971713,1.75593377
-4.63131566,2.46844020,2.09989892,0.96981629,0.31877052,0.01024699,0.00974484,1.75127887
-4.62531266,2.44924307,2.09663951,0.96327477,0.30962053,0.01009068,0.00975526,1.74605831
-4.61930965,2.42950487,2.09263093,0.95657093,0.30075018,0.00991767,0.00974804,1.74011475
-4.61330665,2.40924174,2.08778738,0.94964122,0.29224153,0.00972920,0.00972331,1.73337327
-4.60730365,2.38855226,2.08209669,0.94246006,0.28417112,0.00952696,0.00968172,1.72583670
-4.60130065,2.36760349,2.07560913,0.93503623,0.27660697,0.00931302,0.00962432,1.71757643
-4.59529765,2.34661264,2.06842238,0.92740743,0.26960571,0.00908980,0.00955254,1.70871953
-4.58929465,2.32582605,2.06066375,0.91963344,0.26320992,0.00885990,0.00946807,1.69943309
-4.58329165,2.30549667,2.05247117,0.91178857,0.25744595,0.00862608,0.00937285,1.68990700
-4.57728864,2.28586182,2.04397412,0.90395374,0.25232239,0.00839108,0.00926889,1.68033637
-4.57128564,2.26712261,2.03527604,0.89620902,0.24782915,0.00815758,0.00915824,1.67090453
-4.56528264,2.24942640,2.02643935,0.88862680,0.24393747,0.00792807,0.00904287,1.66176792
-4.55927964,2.23285334,2.01747410,0.88126637,0.24060068,0.00770478,0.00892465,1.65304363
-4.55327664,2.21740780,2.00833088,0.87416983,0.23775577,0.00748958,0.00880524,1.64480025
-4.54727364,2.20301511,1.99889866,0.86735982,0.23532579,0.00728400,0.00868608,1.63705250
-4.54127064,2.18952363,1.98900734,0.86083888,0.23322280,0.00708913,0.00856839,1.62975986
-4.53526763,2.17671191,1.97843490,0.85459055,0.23135143,0.00690564,0.00845311,1.62282897
-4.52926463,2.16430029,1.96691866,0.84858176,0.22961259,0.00673381,0.00834096,1.61611955
-4.52326163,2.15196591,1.95416959,0.84276647,0.22790750,0.00657354,0.00823243,1.60945328
-4.51725863,2.13936020,1.93988891,0.83709001,0.22614143,0.00642438,0.00812782,1.60262477
-4.51125563,2.12612753,1.92378558,0.83149374,0.22422729,0.00628560,0.00802729,1.59541400
-4.50525263,2.11192370,1.90559373,0.82591970,0.22208868,0.00615624,0.00793085,1.58759913
-4.49924962,2.09643325,1.88508874,0.82031483,0.21966235,0.00603521,0.00783841,1.57896898
-4.49324662,2.07938435,1.86210102,0.81463440,0.21689987,0.00592128,0.00774981,1.56933433
-4.48724362,2.06056064,1.83652666,0.80884454,0.21376862,0.00581322,0.00766482,1.55853734
-4.48124062,2.03980932,1.80833446,0.80292361,0.21025187,0.00570978,0.00758312,1.54645876
-4.47523762,2.01704532,1.77756889,0.79686247,0.20634811,0.00560981,0.00750434,1.53302253
-4.46923462,1.99225147,1.74434920,0.79066372,0.20206975,0.00551221,0.00742800,1.51819771
-4.46323162,1.96547523,1.70886463,0.78433999,0.19744124,0.00541602,0.00735355,1.50199789
-4.45722861,1.93682213,1.67136654,0.77791164,0.19249670,0.00532040,0.00728027,1.48447835
-4.45122561,1.90644707,1.63215785,0.77140401,0.18727748,0.00522466,0.00720735,1.46573135
-4.44522261,1.87454400,1.59158079,0.76484465,0.18182951,0.00512823,0.00713379,1.44588015
-4.43921961,1.84133501,1.55000368,0.75826066,0.17620083,0.00503068,0.00705845,1.42507212
-4.43321661,1.80705962,1.50780771,0.75167653,0.17043942,0.00493168,0.00698008,1.40347177
-4.42721361,1.77196502,1.46537437,0.74511258,0.16459134,0.00483104,0.00689728,1.38125388
-4.42121061,1.73629787,1.42307427,0.73858411,0.15869947,0.00472865,0.00680861,1.35859738
-4.41520760,1.70029796,1.38125787,0.73210141,0.15280264,0.00462449,0.00671257,1.33568019
-4.40920460,1.66419413,1.34024838,0.72567040,0.14693546,0.00451863,0.00660775,1.31267512
-4.40320160,1.62820219,1.30033691,0.71929404,0.14112853,0.00441124,0.00649282,1.28974709
-4.39719860,1.59252490,1.26178008,0.71297412,0.13540921,0.00430255,0.00636664,1.26705135
-4.39119560,1.55735351,1.22479947,0.70671332,0.12980263,0.00419289,0.00622837,1.24473287
-4.38519260,1.52287048,1.18958309,0.70051740,0.12433306,0.00408268,0.00607748,1.22292632
-4.37918959,1.48925288,1.15628798,0.69439716,0.11902530,0.00397245,0.00591383,1.20175677
-4.37318659,1.45667592,1.12504390,0.68837009,0.11390608,0.00386280,0.00573777,1.18134055
-4.36718359,1.42531622,1.09595741,0.68246150,0.10900536,0.00375448,0.00555009,1.16178617
-4.36118059,1.39535427,1.06911605,0.67670507,0.10435740,0.00364831,0.00535211,1.14319516
-4.35517759,1.36697595,1.04459226,0.67114275,0.10000140,0.00354522,0.00514562,1.12566252
-4.34917459,1.34037279,1.02244670,0.66582403,0.09598196,0.00344623,0.00493289,1.10927684
-4.34317159,1.31574101,1.00273089,0.66080461,0.09234894,0.00335243,0.00471660,1.09412006
-4.33716858,1.29327929,0.98548903,0.65614462,0.08915703,0.00326498,0.00449981,1.08026684
-4.33116558,1.27318550,0.97075895,0.65190649,0.08646493,0.00318508,0.00428584,1.06778363
-4.32516258,1.25565260,0.95857236,0.64815262,0.08433414,0.00311393,0.00407823,1.05672763
-4.31915958,1.24086392,0.94895430,0.64494292,0.08282750,0.00305273,0.00388064,1.04714566
-4.31315658,1.22898819,0.94192221,0.64233251,0.08200753,0.00300263,0.00369672,1.03907310
-4.30715358,1.22017449,0.93748450,0.64036955,0.08193464,0.00296472,0.00353007,1.03253295
