energy_ev,total_up,N_s_up,N_p_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,8.49645792,0.01251593,2.42540811,2.61459321,0.00000000,3.98915686,1.57265347
-5.99399700,8.62361789,0.01245202,2.41748371,2.72195906,0.00000000,4.06673042,1.56540105
-5.98799400,8.72866939,0.01237421,2.40301420,2.82270377,0.00000000,4.13252145,1.55420806
-5.98199100,8.80971954,0.01228498,2.38187146,2.91563713,0.00000000,4.18557051,1.53899274
-5.97598799,8.86511623,0.01218696,2.35400301,2.99964005,0.00000000,4.22507466,1.51971240
-5.96998499,8.89350965,0.01208295,2.31944527,3.07368832,0.00000000,4.25041204,1.49637364
-5.96398199,8.89390713,0.01197582,2.27833448,3.13687484,0.00000000,4.26116188,1.46904143
-5.95797899,8.86571918,0.01186853,2.23091444,3.18842980,0.00000000,4.25711924,1.43784639
-5.95197599,8.80879491,0.01176403,2.17754091,3.22773827,0.00000000,4.23830399,1.40299015
-5.94597299,8.72344541,0.01166521,2.11868215,3.25435474,0.00000000,4.20496373,1.36474822
-5.93996998,8.61045409,0.01157485,2.05491547,3.26801422,0.00000000,4.15757045,1.32347034
-5.93396698,8.47107347,0.01149553,1.98692005,3.26863947,0.00000000,4.09681120,1.27957816
-5.92796398,8.30700841,0.01142956,1.91546594,3.25634408,0.00000000,4.02357308,1.23356032
-5.92196098,8.12038607,0.01137892,1.84139992,3.23143125,0.00000000,3.93892300,1.18596500
-5.91595798,7.91371365,0.01134519,1.76562856,3.19438793,0.00000000,3.84408301,1.13739028
-5.90995498,7.68982496,0.01132949,1.68909915,3.14587456,0.00000000,3.74040201,1.08847249
-5.90395198,7.45181756,0.01133240,1.61277915,3.08671039,0.00000000,3.62932470,1.03987308
-5.89794897,7.20298243,0.01135393,1.53763503,3.01785465,0.00000000,3.51235879,0.99226432
-5.89194597,6.94672818,0.01139351,1.46461099,2.94038408,0.00000000,3.39104147,0.94631443
-5.88594297,6.68650243,0.01144987,1.39460853,2.85546729,0.00000000,3.26690612,0.90267244
-5.87993997,6.42571262,0.01152112,1.32846730,2.76433686,0.00000000,3.14145013,0.86195351
-5.87393697,6.16764882,0.01160468,1.26694802,2.66825984,0.00000000,3.01610487,0.82472497
-5.86793397,5.91541120,0.01169736,1.21071782,2.56850785,0.00000000,2.89220849,0.79149372
-5.86193097,5.67184428,0.01179535,1.16033854,2.46632758,0.00000000,2.77098226,0.76269531
-5.85592796,5.43948040,0.01189429,1.11625827,2.36291302,0.00000000,2.65351117,0.73868505
-5.84992496,5.22049417,0.01198938,1.07880638,2.25938014,0.00000000,2.54072915,0.71973171
-5.84392196,5.01666964,0.01207546,1.04819217,2.15674529,0.00000000,2.43340940,0.70601374
-5.83791896,4.82938128,0.01214720,1.02450726,2.05590784,0.00000000,2.33216002,0.69761850
-5.83191596,4.65958956,0.01219915,1.00773159,1.95763787,0.00000000,2.23742500,0.69454452
-5.82591296,4.50785137,0.01222600,0.99774300,1.86256919,0.00000000,2.14949065,0.69670679
-5.81990995,4.37434494,0.01222273,0.99433007,1.77119807,0.00000000,2.06849724,0.70394499
-5.81390695,4.25890841,0.01218478,0.99720797,1.68388728,0.00000000,1.99445541,0.71603464
-5.80790395,4.16109059,0.01210821,1.00603690,1.60087539,0.00000000,1.92726702,0.73270065
-5.80190095,4.08021197,0.01198991,1.02044239,1.52229063,0.00000000,1.86674957,0.75363302
-5.79589795,4.01543357,0.01182772,1.04003710,1.44816861,0.00000000,1.81266353,0.77850401
-5.78989495,3.96583066,0.01162055,1.06444307,1.37847282,0.00000000,1.76474153,0.80698628
-5.78389195,3.93046829,0.01136845,1.09331371,1.31311709,0.00000000,1.72271823,0.83877102
-5.77788894,3.90847510,0.01107268,1.12635445,1.25198874,0.00000000,1.68635989,0.87358544
-5.77188594,3.89911212,0.01073571,1.16334125,1.19497132,0.00000000,1.65549213,0.91120853
-5.76588294,3.90183298,0.01036114,1.20413577,1.14196599,0.00000000,1.63002489,0.95148437
-5.75987994,3.91633247,0.00995367,1.24869624,1.09291033,0.00000000,1.60997305,0.99433192
-5.75387694,3.94258070,0.00951896,1.29708336,1.04779398,0.00000000,1.59547192,1.03975069
-5.74787394,3.98084046,0.00906344,1.34946025,1.00667027,0.00000000,1.58678633,1.08782145
-5.74187094,4.03166634,0.00859418,1.40608613,0.96966329,0.00000000,1.58431272,1.13870169
-5.73586793,4.09588474,0.00811864,1.46730342,0.93697023,0.00000000,1.58857363,1.19261557
-5.72986493,4.17455478,0.00764447,1.53351830,0.90885877,0.00000000,1.60020434,1.24983828
-5.72386193,4.26891112,0.00717930,1.60517519,0.88565961,0.00000000,1.61993178,1.31067541
-5.71785893,4.38029042,0.00673050,1.68272597,0.86775442,0.00000000,1.64854613,1.37543781
-5.71185593,4.51004434,0.00630496,1.76659485,0.85555972,0.00000000,1.68686589,1.44441299
-5.70585293,4.65944233,0.00590898,1.85714053,0.84950708,0.00000000,1.73569740,1.51783431
-5.69984992,4.82956859,0.00554800,1.95461724,0.85002068,0.00000000,1.79579049,1.59584943
-5.69384692,5.02121753,0.00522657,2.05913643,0.85749275,0.00000000,1.86779156,1.67848960
-5.68784392,5.23479292,0.00494818,2.17063134,0.87225802,0.00000000,1.95219629,1.76564155
-5.68184092,5.47021549,0.00471522,2.28882609,0.89456814,0.00000000,2.04930373,1.85702368
-5.67583792,5.72684380,0.00452893,2.41321146,0.92456700,0.00000000,2.15917400,1.95216794
-5.66983492,6.00341287,0.00438941,2.54302879,0.96226812,0.00000000,2.28159155,2.05040903
-5.66383192,6.29799420,0.00429565,2.67726342,1.00753499,0.00000000,2.41603588,2.15088179
-5.65782891,6.60798031,0.00424559,2.81464869,1.06006542,0.00000000,2.56166153,2.25252745
-5.65182591,6.93009566,0.00423616,2.95368073,1.11938067,0.00000000,2.71728872,2.35410918
-5.64582291,7.26043496,0.00426345,3.09264440,1.18482017,0.00000000,2.88140573,2.45423658
-5.63981991,7.59452867,0.00432280,3.22964943,1.25554236,0.00000000,3.05218372,2.55139858
-5.63381691,7.92743417,0.00440891,3.36267612,1.33053201,0.00000000,3.22750434,2.64400360
-5.62781391,8.25385034,0.00451606,3.48962885,1.40861424,0.00000000,3.40499960,2.73042563
-5.62181091,8.56825189,0.00463819,3.60839570,1.48847506,0.00000000,3.58210359,2.80905429
-5.61580790,8.86503903,0.00476913,3.71691199,1.56868808,0.00000000,3.75611451,2.87834719
-5.60980490,9.13869760,0.00490271,3.81322541,1.64774675,0.00000000,3.92426558,2.93688210
-5.60380190,9.38396380,0.00503294,3.89556029,1.72410128,0.00000000,4.08380244,2.98340725
-5.59779890,9.59598796,0.00515416,3.96237867,1.79619896,0.00000000,4.23206489,3.01688739
-5.59179590,9.77049125,0.00526116,4.01243588,1.86252664,0.00000000,4.36656992,3.03654411
-5.58579290,9.90390979,0.00534932,4.04482864,1.92165380,0.00000000,4.48509341,3.04188861
-5.57978989,9.99352087,0.00541469,4.05903385,1.97227464,0.00000000,4.58574735,3.03274590
-5.57378689,10.03754659,0.00545409,4.05493685,2.01324749,0.00000000,4.66704968,3.00926961
-5.56778389,10.03523116,0.00546516,4.03284806,2.04363002,0.00000000,4.72798405,2.97194682
-5.56178089,9.98688884,0.00544639,3.99350742,2.06270880,0.00000000,4.76804691,2.92159309
-5.55577789,9.89392068,0.00539710,3.93807670,2.07002198,0.00000000,4.78727989,2.85933784
-5.54977489,9.75879912,0.00531747,3.86811956,2.06537405,0.00000000,4.78628572,2.78660085
-5.54377189,9.58502083,0.00520846,3.78557033,2.04884219,0.00000000,4.76622668,2.70506076
-5.53776888,9.37702896,0.00507174,3.69269215,2.02077385,0.00000000,4.72880501,2.61661658
-5.53176588,9.14010715,0.00490963,3.59202580,1.98177566,0.00000000,4.67622551,2.52334376
-5.52576288,8.88024855,0.00472497,3.48633055,1.93269425,0.00000000,4.61114103,2.42744574
-5.51975988,8.60400382,0.00452104,3.37851861,1.87458985,0.00000000,4.53658242,2.33120273
-5.51375688,8.31831265,0.00430141,3.27158491,1.80870369,0.00000000,4.45587495,2.23691883
-5.50775388,8.03032402,0.00406985,3.16853389,1.73642078,0.00000000,4.37254370,2.14686878
-5.50175088,7.74721056,0.00383018,3.07230517,1.65922960,0.00000000,4.29021107,2.06324564
-5.49574787,7.47598254,0.00358619,2.98569997,1.57868024,0.00000000,4.21248976,1.98811043
-5.48974487,7.22330696,0.00334153,2.91130999,1.49634288,0.00000000,4.14287470,1.92334479
-5.48374187,6.99533707,0.00309963,2.85145063,1.41376795,0.00000000,4.08463769,1.87060756
-5.47773887,6.79755725,0.00286362,2.80810028,1.33244958,0.00000000,4.04072830,1.83129620
-5.47173587,6.63464761,0.00263630,2.78284714,1.25379330,0.00000000,4.01368444,1.80651383
-5.46573287,6.51037217,0.00242009,2.77684536,1.17908904,0.00000000,4.00555570,1.79704256
-5.45972986,6.42749359,0.00221703,2.79078154,1.10948999,0.00000000,4.01784207,1.80332391
-5.45372686,6.38771685,0.00202877,2.82485302,1.04599748,0.00000000,4.05145023,1.82544677
-5.44772386,6.39166312,0.00185661,2.87875859,0.98945199,0.00000000,4.10666876,1.86314345
-5.44172086,6.43887425,0.00170150,2.95170246,0.94052977,0.00000000,4.18316318,1.91579420
-5.43571786,6.52784758,0.00156411,3.04241157,0.89974474,0.00000000,4.27999087,1.98244029
-5.42971486,6.65609940,0.00144485,3.14916619,0.86745464,0.00000000,4.39563522,2.06180579
-5.42371186,6.82025493,0.00134394,3.26984325,0.84387075,0.00000000,4.52805768,2.15232761
-5.41770885,7.01616153,0.00126144,3.40197138,0.82907009,0.00000000,4.67476570,2.25219339
-5.41170585,7.23902125,0.00119730,3.54279616,0.82300923,0.00000000,4.83289385,2.35938641
-5.40570285,7.48353816,0.00115140,3.68935385,0.82553859,0.00000000,4.99929529,2.47173628
-5.39969985,7.74407525,0.00112357,3.83855107,0.83641674,0.00000000,5.17063972,2.58697412
-5.39369685,8.01481566,0.00111364,3.98724815,0.85532359,0.00000000,5.34351447,2.70279047
-5.38769385,8.28992259,0.00112138,4.13234303,0.88187224,0.00000000,5.51452462,2.81689413
-5.38169085,8.56369236,0.00114660,4.27085301,0.91561908,0.00000000,5.68038863,2.92706979
-5.37568784,8.83069559,0.00118904,4.39999120,0.95607176,0.00000000,5.83802582,3.03123266
-5.36968484,9.08590191,0.00124841,4.51723521,1.00269538,0.00000000,5.98463265,3.12747785
-5.36368184,9.32478405,0.00132436,4.62038524,1.05491669,0.00000000,6.11774530,3.21412298
-5.35767884,9.54339879,0.00141640,4.70760993,1.11212694,0.00000000,6.23528649,3.28974230
-5.35167584,9.73844251,0.00152393,4.77747813,1.17368352,0.00000000,6.33559551,3.35319127
-5.34567284,9.90728096,0.00164617,4.82897601,1.23891108,0.00000000,6.41744104,3.40362096
-5.33966983,10.04795354,0.00178211,4.86150917,1.30710250,0.00000000,6.48001721,3.44048183
-5.33366683,10.15915389,0.00193053,4.87489030,1.37752038,0.00000000,6.52292420,3.46351743
-5.32766383,10.24018944,0.00208995,4.86931367,1.44939944,0.00000000,6.54613531,3.47274858
-5.32166083,10.29092367,0.00225861,4.84531815,1.52195027,0.00000000,6.54995295,3.46844932
-5.31565783,10.31170519,0.00243451,4.80374099,1.59436478,0.00000000,6.53495669,3.45111615
-5.30965483,10.30328842,0.00261539,4.74566519,1.66582357,0.00000000,6.50194647,3.42143244
