energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.84992496,8.09785935,0.50430503,0.24474682,0.04786789,0.40708681,2.94239571,3.01110052,0.04151315,4.66036887
-5.84392196,8.09905653,0.50421714,0.24361378,0.04858356,0.40911576,2.95260885,3.01866283,0.04147509,4.65891658
-5.83791896,8.08789414,0.50372261,0.24251985,0.04930154,0.41102147,2.95964414,3.02082412,0.04140090,4.65033868
-5.83191596,8.06489653,0.50281264,0.24149197,0.05002190,0.41278977,2.96351237,3.01779144,0.04129471,4.63493800
-5.82591296,8.03077448,0.50148067,0.24055489,0.05074595,0.41441012,2.96426641,3.00986697,0.04116123,4.61312229
-5.81990995,7.98642691,0.49972315,0.23973131,0.05147603,0.41587744,2.96200849,2.99744776,0.04100571,4.58540600
-5.81390695,7.93293664,0.49754015,0.23904213,0.05221531,0.41719357,2.95689590,2.98102243,0.04083388,4.55240892
-5.80790395,7.87155947,0.49493581,0.23850655,0.05296757,0.41836851,2.94914468,2.96116460,0.04065182,4.51485088
-5.80190095,7.80370590,0.49191860,0.23814204,0.05373689,0.41942103,2.93903081,2.93852267,0.04046583,4.47354246
-5.79589795,7.73091537,0.48850130,0.23796431,0.05452736,0.42037893,2.92688846,2.91380614,0.04028229,4.42937122
-5.78989495,7.65482333,0.48470093,0.23798708,0.05534274,0.42127868,2.91310528,2.88776830,0.04010744,4.38328368
-5.78389195,7.57712162,0.48053838,0.23822179,0.05618609,0.42216445,2.89811442,2.86118586,0.03994723,4.33626339
-5.77788894,7.49951346,0.47603806,0.23867729,0.05705939,0.42308682,2.88238378,2.83483609,0.03980712,4.28930556
-5.77188594,7.42366464,0.47122734,0.23935941,0.05796319,0.42410077,2.86640252,2.80947205,0.03969185,4.24338919
-5.76588294,7.35115252,0.46613604,0.24027071,0.05889629,0.42526351,2.85066545,2.78579707,0.03960528,4.19944780
-5.75987994,7.28341540,0.46079589,0.24141006,0.05985539,0.42663190,2.83565605,2.76443944,0.03955023,4.15833981
-5.75387694,7.22170424,0.45524009,0.24277247,0.06083487,0.42825974,2.82182864,2.74592859,0.03952833,4.12082011
-5.74787394,7.16703922,0.44950287,0.24434897,0.06182664,0.43019509,2.80959080,2.73067374,0.03953999,4.08751407
-5.74187094,7.12017337,0.44361925,0.24612666,0.06282003,0.43247763,2.79928673,2.71894645,0.03958434,4.05889530
-5.73586793,7.08156523,0.43762489,0.24808881,0.06380184,0.43513633,2.79118255,2.71086785,0.03965923,4.03526843
-5.72986493,7.05136209,0.43155602,0.25021525,0.06475650,0.43818749,2.78545419,2.70640147,0.03976140,4.01675782
-5.72386193,7.02939514,0.42544956,0.25248282,0.06566629,0.44163333,2.78217874,2.70535226,0.03988657,4.00330293
-5.71785893,7.01518690,0.41934325,0.25486590,0.06651181,0.44546106,2.78132969,2.70737216,0.04002969,3.99466087
-5.71185593,7.00797107,0.41327589,0.25733714,0.06727239,0.44964280,2.78277647,2.71197202,0.04018517,3.99041605
-5.70585293,7.00672411,0.40728752,0.25986813,0.06792680,0.45413607,2.78628842,2.71853972,0.04034721,3.98999672
-5.69984992,7.01020739,0.40141965,0.26243019,0.06845383,0.45888504,2.79154317,2.72636374,0.04051009,3.99269773
-5.69384692,7.01701809,0.39571528,0.26499502,0.06883309,0.46382251,2.79813913,2.73466122,0.04066853,3.99770860
-5.68784392,7.02564670,0.39021890,0.26753539,0.06904577,0.46887239,2.80561160,2.74260926,0.04081801,4.00414561
-5.68184092,7.03453861,0.38497627,0.27002570,0.06907535,0.47395286,2.81345188,2.74937824,0.04095507,4.01108658
-5.67583792,7.04215712,0.38003401,0.27244238,0.06890838,0.47897976,2.82112852,2.75416552,0.04107755,4.01760672
-5.66983492,7.04704511,0.37543902,0.27476421,0.06853508,0.48387032,2.82810980,2.75622813,0.04118486,4.02281407
-5.66383192,7.04788279,0.37123770,0.27697249,0.06794991,0.48854696,2.83388653,2.75491294,0.04127805,4.02588300
-5.65782891,7.04353924,0.36747501,0.27905106,0.06715197,0.49294096,2.83799417,2.74968306,0.04135996,4.02608440
-5.65182591,7.03311564,0.36419351,0.28098626,0.06614532,0.49699594,2.84003330,2.74013937,0.04143514,4.02281146
-5.64582291,7.01597884,0.36143222,0.28276672,0.06493906,0.50067090,2.83968774,2.72603638,0.04150984,4.01560007
-5.63981991,6.99178416,0.35922566,0.28438319,0.06354730,0.50394272,2.83673943,2.70729179,0.04159182,4.00414332
-5.63381691,6.96048710,0.35760287,0.28582831,0.06198897,0.50680805,2.83107972,2.68398976,0.04169013,3.98829987
-5.62781391,6.92234398,0.35658669,0.28709642,0.06028744,0.50928448,2.82271660,2.65637778,0.04181486,3.96809614
-5.62181091,6.87790216,0.35619326,0.28818339,0.05847002,0.51141089,2.81177760,2.62485768,0.04197681,3.94372265
-5.61580790,6.82798090,0.35643182,0.28908657,0.05656735,0.51324710,2.79850860,2.58997143,0.04218715,3.91552517
-5.60980490,6.77364403,0.35730480,0.28980483,0.05461268,0.51487270,2.78326843,2.55238258,0.04245709,3.88399137
-5.60380190,6.71616620,0.35880826,0.29033870,0.05264105,0.51638520,2.76651970,2.51285429,0.04279746,3.84973371
-5.59779890,6.65699413,0.36093267,0.29069060,0.05068849,0.51789754,2.74881628,2.47222516,0.04321845,3.81346974
-5.59179590,6.59770474,0.36366385,0.29086513,0.04879113,0.51953506,2.73078793,2.43138380,0.04372926,3.77600052
-5.58579290,6.53996148,0.36698413,0.29086947,0.04698437,0.52143197,2.71312250,2.39124323,0.04433780,3.73818804
-5.57978989,6.48547034,0.37087364,0.29071370,0.04530210,0.52372762,2.69654657,2.35271603,0.04505051,3.70093246
-5.57378689,6.43593674,0.37531153,0.29041114,0.04377586,0.52656240,2.68180491,2.31669096,0.04587213,3.66514972
-5.56778389,6.39302410,0.38027703,0.28997861,0.04243427,0.53007367,2.66963938,2.28401171,0.04680560,3.63174995
-5.56178089,6.35831485,0.38575033,0.28943648,0.04130234,0.53439166,2.66076792,2.25545810,0.04785194,3.60161713
-5.55577789,6.33327424,0.39171312,0.28880868,0.04040101,0.53963547,2.65586411,2.23173002,0.04901021,3.57558996
-5.54977489,6.31921733,0.39814874,0.28812235,0.03974675,0.54590937,2.65553773,2.21343423,0.05027753,3.55444432
-5.54377189,6.31727919,0.40504183,0.28740742,0.03935128,0.55329932,2.66031680,2.20107377,0.05164908,3.53887704
-5.53776888,6.32838843,0.41237763,0.28669588,0.03922138,0.56186995,2.67063150,2.19504005,0.05311822,3.52949121
-5.53176588,6.35324404,0.42014083,0.28602084,0.03935878,0.57166195,2.68680023,2.19560717,0.05467649,3.52678280
-5.52576288,6.39229573,0.42831401,0.28541548,0.03976025,0.58269003,2.70901816,2.20292836,0.05631382,3.53112873
-5.51975988,6.44572763,0.43687590,0.28491181,0.04041763,0.59494139,2.73734846,2.21703414,0.05801855,3.54277633
-5.51375688,6.51344575,0.44579948,0.28453931,0.04131809,0.60837489,2.77171646,2.23783213,0.05977766,3.56183434
-5.50775388,6.59506940,0.45504999,0.28432369,0.04244442,0.62292074,2.81190680,2.26510814,0.06157685,3.58826570
-5.50175088,6.68992674,0.46458320,0.28428554,0.04377533,0.63848093,2.85756369,2.29852854,0.06340072,3.62188212
-5.49574787,6.79705505,0.47434385,0.28443920,0.04528592,0.65493031,2.90819436,2.33764384,0.06523292,3.66234098
-5.48974487,6.91520595,0.48426455,0.28479179,0.04694816,0.67211825,2.96317552,2.38189346,0.06705629,3.70914461
-5.48374187,7.04285592,0.49426514,0.28534244,0.04873138,0.68987095,3.02176293,2.43061179,0.06885309,3.76164246
-5.47773887,7.17822250,0.50425268,0.28608186,0.05060289,0.70799438,3.08310373,2.48303559,0.07060510,3.81903618
-5.47173587,7.31928630,0.51412204,0.28699218,0.05252859,0.72627761,3.14625144,2.53831294,0.07229388,3.88038813
-5.46573287,7.46381887,0.52375717,0.28804709,0.05447356,0.74449671,3.21018331,2.59551380,0.07390089,3.94463317
-5.45972986,7.60941639,0.53303293,0.28921237,0.05640272,0.76241891,3.27381961,2.65364236,0.07540776,4.01059393
-5.45372686,7.75353885,0.54181759,0.29044666,0.05828152,0.77980714,3.33604460,2.71165113,0.07679645,4.07699956
-5.44772386,7.89355420,0.54997564,0.29170255,0.06007653,0.79642467,3.39572861,2.76845692,0.07804950,4.14250759
-5.44172086,8.02678699,0.55737117,0.29292783,0.06175609,0.81203979,3.45175088,2.82295858,0.07915027,4.20572877
-5.43571786,8.15057033,0.56387128,0.29406702,0.06329089,0.82643061,3.50302257,2.87405630,0.08008316,4.26525433
-5.42971486,8.26230043,0.56934977,0.29506289,0.06465451,0.83938952,3.54850951,2.92067227,0.08083388,4.31968517
-5.42371186,8.35949224,0.57369066,0.29585818,0.06582391,0.85072756,3.58725409,2.96177232,0.08138969,4.36766232
-5.41770885,8.43983501,0.57679161,0.29639715,0.06677983,0.86027838,3.61839582,2.99638808,0.08173967,4.40789782
-5.41170585,8.50124620,0.57856701,0.29662726,0.06750715,0.86790179,3.64119016,3.02363907,0.08187496,4.43920530
-5.40570285,8.54192228,0.57895069,0.29650056,0.06799508,0.87348676,3.65502488,3.04275420,0.08178903,4.46052923
-5.39969985,8.56038473,0.57789812,0.29597501,0.06823732,0.87695388,3.65943386,3.05309180,0.08147787,4.47097212
-5.39369685,8.55551992,0.57538805,0.29501564,0.06823211,0.87825710,3.65410762,3.05415762,0.08094023,4.46981853
-5.38769385,8.52661119,0.57142356,0.29359540,0.06798214,0.87738477,3.63890051,3.04561997,0.08017778,4.45655522
-5.38169085,8.47336208,0.56603247,0.29169583,0.06749436,0.87435996,3.61383416,3.02732138,0.07919523,4.43088667
-5.37568784,8.39590949,0.55926708,0.28930749,0.06677973,0.86923993,3.57909716,2.99928610,0.07800044,4.39274516
-5.36968484,8.29482601,0.55120340,0.28643015,0.06585283,0.86211490,3.53504079,2.96172291,0.07660440,4.34229514
-5.36368184,8.17111107,0.54193969,0.28307270,0.06473141,0.85310592,3.48217095,2.91502293,0.07502120,4.27993149
-5.35767884,8.02617074,0.53159449,0.27925293,0.06343587,0.84236217,3.42113658,2.85975228,0.07326794,4.20627152
-5.35167584,7.86178654,0.52030429,0.27499709,0.06198869,0.83005741,3.35271459,2.79663941,0.07136448,4.12214106
-5.34567284,7.68007405,0.50822061,0.27033928,0.06041382,0.81638597,3.27779205,2.72655756,0.06933324,4.02855483
-5.33966983,7.48343254,0.49550698,0.26532071,0.05873606,0.80155819,3.19734599,2.65050271,0.06719876,3.92669180
-5.33366683,7.27448700,0.48233552,0.25998895,0.05698043,0.78579552,3.11242144,2.56956756,0.06498740,3.81786631
-5.32766383,7.05602469,0.46888350,0.25439699,0.05517160,0.76932541,3.02410846,2.48491266,0.06272676,3.70349596
-5.32166083,6.83092808,0.45532978,0.24860235,0.05333332,0.75237617,2.93351877,2.39773545,0.06044523,3.58506733
-5.31565783,6.60210658,0.44185133,0.24266622,0.05148793,0.73517192,2.84176284,2.30923843,0.05817140,3.46410075
-5.30965483,6.37242931,0.42861985,0.23665245,0.04965595,0.71792786,2.74992794,2.22059770,0.05593347,3.34211520
-5.30365183,6.14466112,0.41579861,0.23062676,0.04785571,0.70084590,2.65905782,2.13293293,0.05375872,3.22059466
-5.29764882,5.92140389,0.40353952,0.22465582,0.04610314,0.68411092,2.57013461,2.04727995,0.05167291,3.10095668
-5.29164582,5.70504482,0.39198057,0.21880640,0.04441158,0.66788768,2.48406311,1.96456694,0.04969974,2.98452431
-5.28564282,5.49771316,0.38124356,0.21314458,0.04279174,0.65231839,2.40165788,1.88559502,0.04786041,2.87250186
-5.27963982,5.30124625,0.37143228,0.20773489,0.04125170,0.63752119,2.32363313,1.81102386,0.04617316,2.76595510
-5.27363682,5.11716536,0.36263105,0.20263945,0.03979705,0.62358924,2.25059529,1.74136272,0.04465295,2.66579605
-5.26763382,4.94666148,0.35490369,0.19791711,0.03843103,0.61059060,2.18303828,1.67696687,0.04331117,2.57277250
-5.26163082,4.79059039,0.34829284,0.19362253,0.03715482,0.59856880,2.12134094,1.61803950,0.04215547,2.48746193
-5.25562781,4.64947662,0.34281967,0.18980517,0.03596775,0.58754379,2.06576654,1.56463843,0.04118966,2.41026961
-5.24962481,4.52352485,0.33848395,0.18650825,0.03486766,0.57751347,2.01646373,1.51668721,0.04041370,2.34143045
-5.24362181,4.41263779,0.33526438,0.18376770,0.03385116,0.56845542,1.97346891,1.47398982,0.03982375,2.28101392
-5.23761881,4.31643893,0.33311921,0.18161100,0.03291400,0.56032872,1.93670937,1.43624797,0.03941233,2.22893162
-5.23161581,4.23429905,0.33198717,0.18005612,0.03205127,0.55307594,1.90600724,1.40308021,0.03916855,2.18494697
-5.22561281,4.16536497,0.33178849,0.17911038,0.03125771,0.54662496,1.88108400,1.37404177,0.03907835,2.14868643
-5.21960980,4.10858960,0.33242627,0.17876955,0.03052788,0.54089077,1.86156553,1.34864436,0.03912481,2.11965195
-5.21360680,4.06276237,0.33378794,0.17901704,0.02985632,0.53577701,1.84698788,1.32637499,0.03928856,2.09723437
-5.20760380,4.02653932,0.33574699,0.17982324,0.02923762,0.53117751,1.83680374,1.30671328,0.03954818,2.08072754
-5.20160080,3.99847264,0.33816481,0.18114532,0.02866652,0.52697761,1.83039015,1.28914676,0.03988057,2.06934311
-5.19559780,3.97703920,0.34089285,0.18292717,0.02813783,0.52305553,1.82705733,1.27318366,0.04026150,2.06222593
-5.18959480,3.96066841,0.34377491,0.18509992,0.02764648,0.51928375,1.82605927,1.25836322,0.04066601,2.05847012
-5.18359180,3.94776928,0.34664968,0.18758276,0.02718735,0.51553056,1.82660592,1.24426352,0.04106891,2.05713581
-5.17758879,3.93675698,0.34935348,0.19028423,0.02675529,0.51166177,1.82787737,1.23050673,0.04144530,2.05726658
-5.17158579,3.92607897,0.35172327,0.19310400,0.02634496,0.50754283,1.82903978,1.21676230,0.04177105,2.05790747
-5.16558279,3.91424090,0.35359971,0.19593504,0.02595080,0.50304110,1.82926300,1.20274825,0.04202327,2.05812348
-5.15957979,3.89983199,0.35483047,0.19866611,0.02556697,0.49802868,1.82773948,1.18823088,0.04218079,2.05701825
-5.15357679,3.88154994,0.35527353,0.20118461,0.02518737,0.49238531,1.82370400,1.17302333,0.04222459,2.05375257
-5.14757379,3.85822469,0.35480045,0.20337959,0.02480560,0.48600168,1.81645360,1.15698324,0.04213825,2.04756230
-5.14157079,3.82884065,0.35329953,0.20514489,0.02441514,0.47878275,1.80536690,1.14000987,0.04190824,2.03777505
-5.13556778,3.79255658,0.35067881,0.20638223,0.02400939,0.47065106,1.78992210,1.12204084,0.04152427,2.02382519
-5.12956478,3.74872241,0.34686856,0.20700415,0.02358187,0.46154985,1.76971275,1.10304866,0.04097952,2.00526643
-5.12356178,3.69689221,0.34182350,0.20693676,0.02312640,0.45144580,1.74446060,1.08303722,0.04027075,1.98178157
-5.11755878,3.63683255,0.33552434,0.20612202,0.02263734,0.44033117,1.71402474,1.06203826,0.03939839,1.95318885
-5.11155578,3.56852569,0.32797872,0.20451965,0.02210980,0.42822533,1.67840665,1.04010780,0.03836652,1.91944456
-5.10555278,3.49216714,0.31922140,0.20210841,0.02153988,0.41517533,1.63775064,1.01732268,0.03718271,1.88064179
-5.09954977,3.40815760,0.30931378,0.19888691,0.02092485,0.40125564,1.59233964,0.99377703,0.03585779,1.83700516
-5.09354677,3.31708914,0.29834256,0.19487368,0.02026331,0.38656687,1.54258650,0.96957882,0.03440558,1.78888181
-5.08754377,3.21972629,0.28641779,0.19010669,0.01955538,0.37123354,1.48902092,0.94484646,0.03284247,1.73672902
-5.08154077,3.11698253,0.27367015,0.18464230,0.01880267,0.35540105,1.43227275,0.91970544,0.03118697,1.68109881
-5.07553777,3.00989318,0.26024773,0.17855366,0.01800839,0.33923173,1.37305231,0.89428521,0.02945917,1.62262038
-5.06953477,2.89958575,0.24631235,0.17192862,0.01717722,0.32290045,1.31212849,0.86871623,0.02768026,1.56198096
-5.06353177,2.78724890,0.23203554,0.16486735,0.01631524,0.30658971,1.25030572,0.84312742,0.02587190,1.49990598
-5.05752876,2.67410138,0.21759441,0.15747963,0.01542974,0.29048458,1.18840068,0.81764397,0.02405572,1.43713930
-5.05152576,2.56136193,0.20316741,0.14988200,0.01452902,0.27476765,1.12721977,0.79238569,0.02225280,1.37442432
-5.04552276,2.45022146,0.18893038,0.14219484,0.01362213,0.25961425,1.06753817,0.76746594,0.02048314,1.31248651
-5.03951976,2.34181822,0.17505271,0.13453950,0.01271857,0.24518805,1.01008123,0.74299106,0.01876529,1.25201807
-5.03351676,2.23721671,0.16169405,0.12703555,0.01182803,0.23163736,0.95550882,0.71906047,0.01711595,1.19366500
-5.02751376,2.13739081,0.14900135,0.11979820,0.01096008,0.21909209,0.90440314,0.69576717,0.01554975,1.13801677
-5.02151076,2.04321121,0.13710653,0.11293603,0.01012388,0.20766157,0.85725995,0.67319874,0.01407897,1.08559885
-5.01550775,1.95543720,0.12612472,0.10654893,0.00932796,0.19743328,0.81448354,0.65143854,0.01271352,1.03686782
-5.00950475,1.87471230,0.11615298,0.10072646,0.00857998,0.18847235,0.77638509,0.63056712,0.01146085,0.99220889
-5.00350175,1.80156363,0.10726969,0.09554643,0.00788653,0.18082200,0.74318417,0.61066355,0.01032603,0.95193561
-4.99749875,1.73640399,0.09953433,0.09107390,0.00725302,0.17450459,0.71501293,0.59180657,0.00931183,0.91629122
-4.99149575,1.67953641,0.09298772,0.08736049,0.00668360,0.16952342,0.69192247,0.57407543,0.00841893,0.88545138
-4.98549275,1.63116016,0.08765268,0.08444391,0.00618108,0.16586489,0.67389081,0.55755029,0.00764609,0.85952769
-4.97948974,1.59137790,0.08353486,0.08234785,0.00574697,0.16350112,0.66083178,0.54231206,0.00699048,0.83857173
-4.97348674,1.56020314,0.08062385,0.08108214,0.00538149,0.16239266,0.65260445,0.52844173,0.00644786,0.82257933
-4.96748374,1.53756776,0.07889444,0.08064306,0.00508367,0.16249129,0.64902245,0.51601915,0.00601296,0.81149462
-4.96148074,1.52332931,0.07830785,0.08101398,0.00485148,0.16374276,0.64986283,0.50512126,0.00567972,0.80521394
-4.95547774,1.51727771,0.07881316,0.08216608,0.00468190,0.16608930,0.65487414,0.49582004,0.00544158,0.80358940
-4.94947474,1.51914161,0.08034862,0.08405938,0.00457116,0.16947186,0.66378349,0.48818005,0.00529177,0.80643214
-4.94347174,1.52859415,0.08284299,0.08664383,0.00451481,0.17383194,0.67630257,0.48225597,0.00522355,0.81351541
-4.93746873,1.54525857,0.08621690,0.08986060,0.00450798,0.17911316,0.69213252,0.47809007,0.00523039,0.82457753
-4.93146573,1.56871352,0.09038422,0.09364355,0.00454547,0.18526226,0.71096786,0.47570996,0.00530621,0.83932498
-4.92546273,1.59849863,0.09525336,0.09792075,0.00462195,0.19222982,0.73249954,0.47512650,0.00544546,0.85743573
-4.91945973,1.63412008,0.10072874,0.10261614,0.00473211,0.19997050,0.75641727,0.47633231,0.00564328,0.87856296
-4.91345673,1.67505672,0.10671213,0.10765122,0.00487080,0.20844303,0.78241148,0.47930065,0.00589549,0.90233932
-4.90745373,1.72076635,0.11310420,0.11294685,0.00503311,0.21760981,0.81017495,0.48398494,0.00619866,0.92838167
-4.90145073,1.77069255,0.11980599,0.11842493,0.00521451,0.22743633,0.83940439,0.49031879,0.00655005,0.95629644
-4.89544772,1.82427161,0.12672042,0.12401014,0.00541090,0.23789035,0.86980204,0.49821665,0.00694752,0.98568539
-4.88944472,1.88093954,0.13375387,0.12963146,0.00561864,0.24894103,0.90107743,0.50757487,0.00738945,1.01615167
-4.88344172,1.94013891,0.14081764,0.13522368,0.00583463,0.26055786,0.93294928,0.51827331,0.00787460,1.04730607
-4.87743872,2.00132528,0.14782936,0.14072853,0.00605621,0.27270968,0.96514755,0.53017720,0.00840190,1.07877303
-4.87143572,2.06397283,0.15471423,0.14609573,0.00628123,0.28536364,0.99741550,0.54313933,0.00897029,1.11019639
-4.86543272,2.12757917,0.16140616,0.15128365,0.00650792,0.29848433,1.02951177,0.55700236,0.00957850,1.14124445
-4.85942971,2.19166888,0.16784856,0.15625969,0.00673489,0.31203284,1.06121221,0.57160127,0.01022490,1.17161424
-4.85342671,2.25579594,0.17399494,0.16100029,0.00696099,0.32596615,1.09231148,0.58676579,0.01090725,1.20103471
-4.84742371,2.31954473,0.17980922,0.16549072,0.00718526,0.34023651,1.12262412,0.60232275,0.01162257,1.22926883
-4.84142071,2.38252992,0.18526563,0.16972440,0.00740682,0.35479118,1.15198519,0.61809842,0.01236702,1.25611448
-4.83541771,2.44439520,0.19034838,0.17370206,0.00762479,0.36957219,1.18025027,0.63392070,0.01313575,1.28140412
-4.82941471,2.50481127,0.19505099,0.17743060,0.00783819,0.38451652,1.20729487,0.64962111,0.01392293,1.30500348
-4.82341171,2.56347315,0.19937537,0.18092175,0.00804588,0.39955637,1.23301337,0.66503674,0.01472169,1.32680921
-4.81740870,2.62009744,0.20333065,0.18419070,0.00824654,0.41461974,1.25731747,0.68001202,0.01552423,1.34674596
-4.81140570,2.67441967,0.20693192,0.18725459,0.00843858,0.42963127,1.28013431,0.69440035,0.01632193,1.36476291
-4.80540270,2.72619219,0.21019876,0.19013108,0.00862021,0.44451330,1.30140460,0.70806564,0.01710548,1.38083027
-4.79939970,2.77518304,0.21315394,0.19283712,0.00878940,0.45918710,1.32108069,0.72088374,0.01786518,1.39493583
-4.79339670,2.82117582,0.21582197,0.19538778,0.00894399,0.47357440,1.33912511,0.73274375,0.01859109,1.40708200
-4.78739370,2.86397112,0.21822794,0.19779545,0.00908173,0.48759902,1.35550948,0.74354927,0.01927341,1.41728348
-4.78139070,2.90338931,0.22039650,0.20006932,0.00920037,0.50118864,1.37021419,0.75321956,0.01990273,1.42556580
-4.77538769,2.93927498,0.22235104,0.20221521,0.00929784,0.51427668,1.38322897,0.76169057,0.02047033,1.43196489
-4.76938469,2.97150279,0.22411323,0.20423576,0.00937231,0.52680420,1.39455427,0.76891596,0.02096846,1.43652767
-4.76338169,2.99998468,0.22570277,0.20613103,0.00942235,0.53872181,1.40420371,0.77486800,0.02139064,1.43931375
-4.75737869,3.02467817,0.22713745,0.20789938,0.00944709,0.54999149,1.41220735,0.77953844,0.02173184,1.44039803
-4.75137569,3.04559530,0.22843354,0.20953870,0.00944634,0.56058827,1.41861588,0.78293923,0.02198868,1.43987419
-4.74537269,3.06281204,0.22960635,0.21104781,0.00942069,0.57050182,1.42350526,0.78510330,0.02215956,1.43785878
-4.73936968,3.07647742,0.23067098,0.21242804,0.00937166,0.57973766,1.42698185,0.78608516,0.02224472,1.43449558
-4.73336668,3.08682212,0.23164327,0.21368486,0.00930173,0.58831823,1.42918744,0.78596146,0.02224621,1.42996000
-4.72736368,3.09416583,0.23254070,0.21482945,0.00921445,0.59628348,1.43030408,0.78483153,0.02216790,1.42446322
-4.72136068,3.09892287,0.23338336,0.21588003,0.00911442,0.60369119,1.43055801,0.78281763,0.02201529,1.41825551
-4.71535768,3.10160556,0.23419480,0.21686307,0.00900733,0.61061673,1.43022264,0.78006518,0.02179539,1.41162863
-4.70935468,3.10282485,0.23500272,0.21781401,0.00889992,0.61715243,1.42961984,0.77674269,0.02151650,1.40491677
-4.70335168,3.10328765,0.23583944,0.21877755,0.00879988,0.62340637,1.42911946,0.77304127,0.02118793,1.39849587
-4.69734867,3.10379067,0.23674208,0.21980751,0.00871582,0.62950068,1.42913657,0.76917391,0.02081978,1.39278104
-4.69134567,3.10521029,0.23775243,0.22096607,0.00865710,0.63556920,1.43012638,0.76537399,0.02042260,1.38822182
-4.68534267,3.10848849,0.23891653,0.22232252,0.00863373,0.64175465,1.43257647,0.76189335,0.02000714,1.38529536
-4.67933967,3.11461471,0.24028381,0.22395146,0.00865616,0.64820526,1.43699663,0.75899947,0.01958403,1.38449737
-4.67333667,3.12460394,0.24190597,0.22593055,0.00873508,0.65507085,1.44390610,0.75697181,0.01916357,1.38633102
-4.66733367,3.13947123,0.24383555,0.22833790,0.00888127,0.66249856,1.45381876,0.75609731,0.01875541,1.39129398
-4.66133067,3.16020336,0.24612417,0.23124915,0.00910529,0.67062819,1.46722639,0.75666485,0.01836838,1.39986396
-4.65532766,3.18772826,0.24882069,0.23473447,0.00941728,0.67958741,1.48458073,0.75895882,0.01801034,1.41248305
-4.64932466,3.22288323,0.25196915,0.23885553,0.00982669,0.68948682,1.50627488,0.76325184,0.01768796,1.42954155
-4.64332166,3.26638293,0.25560676,0.24366267,0.01034198,0.70041529,1.53262475,0.76979676,0.01740672,1.45136175
