energy_ev,total_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-3.29264632,1.99394770,0.00656297,0.05648430,0.19009801,1.39242189,0.00852625,0.20868190,0.34588036,0.21427252
-3.28664332,2.00482884,0.00636074,0.05765214,0.19269898,1.41569160,0.00801543,0.20925107,0.33945842,0.20730903
-3.28064032,2.01815354,0.00615852,0.05894337,0.19529751,1.44122661,0.00751475,0.20996904,0.33338720,0.20022144
-3.27463732,2.03415948,0.00596042,0.06036324,0.19789271,1.46904588,0.00703131,0.21087622,0.32778856,0.19309958
-3.26863432,2.05292985,0.00576993,0.06191135,0.20048290,1.49905566,0.00657116,0.21200029,0.32275702,0.18602157
-3.26263132,2.07438436,0.00558988,0.06358134,0.20306389,1.53104377,0.00613919,0.21335431,0.31835822,0.17905282
-3.25662831,2.09827733,0.00542240,0.06536080,0.20562746,1.56467904,0.00573910,0.21493567,0.31462860,0.17224574
-3.25062531,2.12420305,0.00526892,0.06723149,0.20816031,1.59951595,0.00537343,0.21672572,0.31157593,0.16563999
-3.24462231,2.15160815,0.00513015,0.06916974,0.21064347,1.63500459,0.00504360,0.21869025,0.30918089,0.15926327
-3.23861931,2.17981058,0.00500619,0.07114711,0.21305212,1.67050556,0.00474999,0.22078074,0.30739945,0.15313253
-3.23261631,2.20802456,0.00489660,0.07313125,0.21535596,1.70530934,0.00449206,0.22293627,0.30616588,0.14725553
-3.22661331,2.23539031,0.00480051,0.07508690,0.21752005,1.73865949,0.00426851,0.22508610,0.30539645,0.14163277
-3.22061031,2.26100760,0.00471676,0.07697708,0.21950604,1.76977877,0.00407743,0.22715274,0.30499343,0.13625939
-3.21460730,2.28397161,0.00464403,0.07876430,0.22127377,1.79789704,0.00391642,0.22905533,0.30484947,0.13112732
-3.20860430,2.30340955,0.00458097,0.08041182,0.22278317,1.82227994,0.00378284,0.23071330,0.30485199,0.12622728
-3.20260130,2.31851655,0.00452637,0.08188488,0.22399626,1.84225689,0.00367387,0.23204994,0.30488760,0.12155071
-3.19659830,2.32858923,0.00447924,0.08315186,0.22487922,1.85724737,0.00358671,0.23299595,0.30484630,0.11709157
-3.19059530,2.33305539,0.00443898,0.08418525,0.22540431,1.86678407,0.00351870,0.23349251,0.30462536,0.11284778
-3.18459230,2.33149853,0.00440539,0.08496253,0.22555166,1.87053202,0.00346740,0.23349400,0.30413271,0.10882245
-3.17858929,2.32367608,0.00437881,0.08546672,0.22531062,1.86830256,0.00343071,0.23297001,0.30328980,0.10502474
-3.17258629,2.30953056,0.00436008,0.08568682,0.22468076,1.86006173,0.00340689,0.23190673,0.30203378,0.10147034
-3.16658329,2.28919304,0.00435057,0.08561788,0.22367234,1.84593244,0.00339463,0.23030750,0.30031906,0.09818165
-3.16058029,2.26297900,0.00435214,0.08526092,0.22230625,1.82619048,0.00339304,0.22819259,0.29811802,0.09518748
-3.15457729,2.23137662,0.00436708,0.08462257,0.22061341,1.80125452,0.00340169,0.22559821,0.29542111,0.09252251
-3.14857429,2.19502837,0.00439799,0.08371450,0.21863369,1.77167058,0.00342051,0.22257482,0.29223627,0.09022634
-3.14257129,2.15470654,0.00444768,0.08255273,0.21641430,1.73809180,0.00344984,0.21918478,0.28858765,0.08834234
-3.13656828,2.11128427,0.00451905,0.08115679,0.21400787,1.70125456,0.00349032,0.21549955,0.28451393,0.08691618
-3.13056528,2.06570329,0.00461490,0.07954881,0.21147026,1.66195194,0.00354288,0.21159656,0.28006615,0.08599423
-3.12456228,2.01893996,0.00473781,0.07775264,0.20885818,1.62100611,0.00360863,0.20755588,0.27530530,0.08562186
-3.11855928,1.97197133,0.00488997,0.07579289,0.20622685,1.57924068,0.00368885,0.20345689,0.27029973,0.08584164
-3.11255628,1.92574262,0.00507306,0.07369420,0.20362771,1.53745442,0.00378489,0.19937513,0.26512253,0.08669159
-3.10655328,1.88113762,0.00528810,0.07148048,0.20110638,1.49639752,0.00389816,0.19537945,0.25984895,0.08820350
-3.10055028,1.83895326,0.00553537,0.06917438,0.19870097,1.45675128,0.00403001,0.19152963,0.25455407,0.09040141
-3.09454727,1.79987927,0.00581436,0.06679685,0.19644075,1.41911216,0.00418177,0.18787448,0.24931064,0.09330028
-3.08854427,1.76448361,0.00612369,0.06436691,0.19434533,1.38398049,0.00435465,0.18445063,0.24418728,0.09690493
-3.08254127,1.73320406,0.00646114,0.06190153,0.19242429,1.35175437,0.00454974,0.18128196,0.23924701,0.10120929
-3.07653827,1.70634604,0.00682374,0.05941565,0.19067739,1.32272845,0.00476799,0.17837959,0.23454619,0.10619596
-3.07053527,1.68408627,0.00720775,0.05692240,0.18909516,1.29709761,0.00501024,0.17574259,0.23013376,0.11183614
-3.06453227,1.66648197,0.00760888,0.05443325,0.18766002,1.27496484,0.00527714,0.17335921,0.22605085,0.11808995
-3.05852926,1.65348455,0.00802238,0.05195838,0.18634773,1.25635280,0.00556924,0.17120853,0.22233075,0.12490710
-3.05252626,1.64495714,0.00844319,0.04950701,0.18512915,1.24121805,0.00588697,0.16926251,0.21899913,0.13222782
-3.04652326,1.64069464,0.00886620,0.04708773,0.18397223,1.22946730,0.00623069,0.16748827,0.21607452,0.13998427
-3.04052026,1.64044540,0.00928636,0.04470883,0.18284406,1.22097451,0.00660066,0.16585046,0.21356900,0.14810204
-3.03451726,1.64393317,0.00969891,0.04237859,0.18171303,1.21559804,0.00699713,0.16431367,0.21148907,0.15650195
-3.02851426,1.65087849,0.01009953,0.04010553,0.18055084,1.21319682,0.00742036,0.16284464,0.20983670,0.16510200
-3.02251126,1.66101832,0.01048450,0.03789853,0.17933442,1.21364502,0.00787062,0.16141437,0.20861043,0.17381936
-3.01650825,1.67412330,0.01085082,0.03576698,0.17804761,1.21684430,0.00834823,0.15999978,0.20780670,0.18257239
-3.01050525,1.69001182,0.01119631,0.03372079,0.17668256,1.22273332,0.00885359,0.15858516,0.20742114,0.19128262
-3.00450225,1.70856058,0.01151960,0.03177037,0.17524084,1.23129414,0.00938718,0.15716307,0.20745003,0.19987655
-2.99849925,1.72971136,0.01182022,0.02992654,0.17373418,1.24255542,0.00994958,0.15573500,0.20789181,0.20828736
-2.99249625,1.75347388,0.01209849,0.02820040,0.17218486,1.25659245,0.01054142,0.15431143,0.20874859,0.21645636
-2.98649325,1.77992508,0.01235547,0.02660314,0.17062580,1.27352413,0.01116342,0.15291169,0.21002777,0.22433414
-2.98049025,1.80920491,0.01259289,0.02514589,0.16910027,1.29350734,0.01181631,0.15156340,0.21174352,0.23188155
-2.97448724,1.84150925,0.01281298,0.02383945,0.16766132,1.31672917,0.01250083,0.15030159,0.21391838,0.23907031
-2.96848424,1.87708042,0.01301834,0.02269411,0.16637099,1.34339733,0.01321762,0.14916768,0.21658457,0.24588337
-2.96248124,1.91619575,0.01321177,0.02171941,0.16529921,1.37372958,0.01396721,0.14820827,0.21978523,0.25231498
-2.95647824,1.95915500,0.01339615,0.02092388,0.16452258,1.40794237,0.01474990,0.14747381,0.22357530,0.25837045
-2.95047524,2.00626696,0.01357425,0.02031488,0.16412297,1.44623960,0.01556570,0.14701722,0.22802216,0.26406573
-2.94447224,2.05783576,0.01374862,0.01989839,0.16418601,1.48880158,0.01641422,0.14689250,0.23320560,0.26942664
-2.93846923,2.11414738,0.01392147,0.01967876,0.16479942,1.53577480,0.01729457,0.14715342,0.23921741,0.27448789
-2.93246623,2.17545646,0.01409459,0.01965864,0.16605135,1.58726261,0.01820529,0.14785214,0.24616018,0.27929190
-2.92646323,2.24197370,0.01426927,0.01983875,0.16802859,1.64331712,0.01914422,0.14903794,0.25414534,0.28388728
-2.92046023,2.31385397,0.01444625,0.02021782,0.17081467,1.70393226,0.02010843,0.15075603,0.26329047,0.28832725
-2.91445723,2.39118511,0.01462574,0.02079247,0.17448801,1.76903812,0.02109413,0.15304629,0.27371565,0.29266768
-2.90845423,2.47397751,0.01480742,0.02155720,0.17911992,1.83849637,0.02209662,0.15594218,0.28553911,0.29696506
-2.90245123,2.56215440,0.01499044,0.02250431,0.18477259,1.91209695,0.02311023,0.15946955,0.29887201,0.30127427
-2.89644822,2.65554312,0.01517349,0.02362403,0.19149711,1.98955563,0.02412832,0.16364560,0.31381270,0.30564625
-2.89044522,2.75386735,0.01535484,0.02490450,0.19933144,2.07051274,0.02514325,0.16847776,0.33044049,0.31012564
-2.88444222,2.85674057,0.01553240,0.02633198,0.20829857,2.15453283,0.02614644,0.17396280,0.34880919,0.31474844
-2.87843922,2.96366126,0.01570380,0.02789103,0.21840470,2.24110553,0.02712844,0.18008591,0.36894076,0.31953979
-2.87243622,3.07401008,0.01586642,0.02956469,0.22963778,2.32964764,0.02807906,0.18682003,0.39081941,0.32451209
-2.86643322,3.18704956,0.01601749,0.03133484,0.24196622,2.41950662,0.02898746,0.19412532,0.41438634,0.32966328
-2.86043022,3.30192692,0.01615414,0.03318249,0.25533813,2.50996581,0.02984237,0.20194897,0.43953565,0.33497578
-2.85442721,3.41768033,0.01627344,0.03508816,0.26968093,2.60025146,0.03063230,0.21022533,0.46611165,0.34041587
-2.84842421,3.53324904,0.01637248,0.03703228,0.28490160,2.68954173,0.03134577,0.21887636,0.49390782,0.34593370
-2.84242121,3.64748765,0.01644841,0.03899556,0.30088743,2.77697789,0.03197161,0.22781256,0.52266775,0.35146408
-2.83641821,3.75918436,0.01649851,0.04095944,0.31750750,2.86167742,0.03249921,0.23693428,0.55208799,0.35692786
-2.83041521,3.86708313,0.01652024,0.04290640,0.33461465,2.94274914,0.03291881,0.24613350,0.58182312,0.36223407
-2.82441221,3.96990905,0.01651128,0.04482035,0.35204813,3.01930974,0.03322184,0.25529595,0.61149262,0.36728262
-2.81840920,4.06639634,0.01646960,0.04668687,0.36963664,3.09050141,0.03340114,0.26430358,0.64068964,0.37196760
-2.81240620,4.15531775,0.01639352,0.04849344,0.38720182,3.15550995,0.03345125,0.27303726,0.66899122,0.37618083
-2.80640320,4.23551432,0.01628173,0.05022958,0.40456196,3.21358247,0.03336861,0.28137964,0.69596952,0.37981575
-2.80040020,4.30592411,0.01613339,0.05188687,0.42153579,3.26404409,0.03315175,0.28921805,0.72120373,0.38277119
-2.79439720,4.36560865,0.01594813,0.05345894,0.43794629,3.30631272,0.03280137,0.29644726,0.74429208,0.38495507
-2.78839420,4.41377573,0.01572610,0.05494128,0.45362417,3.33991132,0.03232046,0.30297210,0.76486340,0.38628775
-2.78239120,4.44979765,0.01546800,0.05633112,0.46841118,3.36447685,0.03171424,0.30870972,0.78258768,0.38670474
-2.77638819,4.47322396,0.01517510,0.05762713,0.48216289,3.37976579,0.03099014,0.31359150,0.79718540,0.38615892
-2.77038519,4.48378840,0.01484924,0.05882911,0.49475100,3.38565577,0.03015763,0.31756445,0.80843486,0.38462192
-2.76438219,4.48140968,0.01449279,0.05993772,0.50606514,3.38214345,0.02922808,0.32059222,0.81617769,0.38208472
-2.75837919,4.46618675,0.01410869,0.06095421,0.51601419,3.36933910,0.02821449,0.32265555,0.82032192,0.37855755
-2.75237619,4.43838884,0.01370033,0.06188010,0.52452713,3.34745811,0.02713125,0.32375231,0.82084297,0.37406901
-2.74637319,4.39844150,0.01327160,0.06271710,0.53155350,3.31681041,0.02599383,0.32389719,0.81778235,0.36866458
-2.74037019,4.34690966,0.01282677,0.06346696,0.53706364,3.27778850,0.02481846,0.32312100,0.81124446,0.36240471
-2.73436718,4.28447904,0.01237043,0.06413152,0.54104871,3.23085500,0.02362189,0.32146980,0.80139163,0.35536251
-2.72836418,4.21193720,0.01190749,0.06471282,0.54352065,3.17653054,0.02242100,0.31900391,0.78843785,0.34762136
-2.72236118,4.13015545,0.01144305,0.06521338,0.54451212,3.11538286,0.02123263,0.31579675,0.77264155,0.33927240
-2.71635818,4.04007243,0.01098240,0.06563648,0.54407644,3.04801748,0.02007327,0.31193378,0.75429777,0.33041235
-2.71035518,3.94268020,0.01053092,0.06598656,0.54228755,2.97507056,0.01895891,0.30751142,0.73373016,0.32114138
-2.70435218,3.83901301,0.01009407,0.06626972,0.53923998,2.89720373,0.01790486,0.30263599,0.71128317,0.31156147
-2.69834917,3.73013876,0.00967734,0.06649406,0.53504860,2.81510101,0.01692563,0.29742266,0.68731448,0.30177506
-2.69234617,3.61715257,0.00928618,0.06667016,0.52984812,2.72946714,0.01603484,0.29199442,0.66218818,0.29188406
-2.68634317,3.50117196,0.00892603,0.06681129,0.52379224,2.64102685,0.01524520,0.28648082,0.63626850,0.28198918
-2.68034017,3.38333245,0.00860219,0.06693360,0.51705215,2.55052431,0.01456840,0.28101664,0.60991429,0.27218951
-2.67433717,3.26478266,0.00831985,0.06705608,0.50981433,2.45872174,0.01401510,0.27574022,0.58347413,0.26258221
-2.66833417,3.14667782,0.00808399,0.06720031,0.50227748,2.36639674,0.01359489,0.27079138,0.55728206,0.25326220
-2.66233117,3.03017066,0.00789931,0.06739003,0.49464861,2.27433724,0.01331621,0.26630907,0.53165367,0.24432178
-2.65632816,2.91639918,0.00777019,0.06765040,0.48713808,2.18333397,0.01318622,0.26242848,0.50688259,0.23585003
-2.65032516,2.80647069,0.00770051,0.06800714,0.47995392,2.09416994,0.01321072,0.25927773,0.48323709,0.22793203
-2.64432216,2.70144241,0.00769358,0.06848538,0.47329537,2.00760711,0.01339396,0.25697430,0.46095690,0.22064770
-2.63831916,2.60229882,0.00775201,0.06910844,0.46734591,1.92437059,0.01373839,0.25562110,0.44025000,0.21407038
-2.63231616,2.50992680,0.00787751,0.06989655,0.46226618,1.84513098,0.01424448,0.25530254,0.42128958,0.20826519
-2.62631316,2.42508977,0.00807078,0.07086544,0.45818699,1.77048575,0.01491043,0.25608066,0.40421115,0.20328723
-2.62031016,2.34840217,0.00833133,0.07202516,0.45520287,1.70094082,0.01573192,0.25799156,0.38910990,0.19917970
-2.61430715,2.28030612,0.00865735,0.07337889,0.45336663,1.63689338,0.01670186,0.26104246,0.37603861,0.19597219
-2.60830415,2.22105197,0.00904558,0.07492206,0.45268508,1.57861732,0.01781019,0.26520949,0.36500611,0.19367918
-2.60230115,2.17068425,0.00949126,0.07664179,0.45311658,1.52625223,0.01904373,0.27043646,0.35597673,0.19229900
-2.59629815,2.12903456,0.00998803,0.07851657,0.45457030,1.47979714,0.02038610,0.27663487,0.34887068,0.19181331
-2.59029515,2.09572248,0.01052797,0.08051642,0.45690774,1.43910951,0.02181776,0.28368519,0.34356578,0.19218725
-2.58429215,2.07016503,0.01110167,0.08260341,0.45994626,1.40391008,0.02331620,0.29143951,0.33990044,0.19337042
-2.57828914,2.05159499,0.01169834,0.08473264,0.46346480,1.37379350,0.02485615,0.29972550,0.33767805,0.19529853
-2.57228614,2.03908759,0.01230605,0.08685350,0.46721152,1.34824460,0.02641005,0.30835174,0.33667278,0.19789588
-2.56628314,2.03159471,0.01291193,0.08891134,0.47091307,1.32665956,0.02794859,0.31711396,0.33663659,0.20107850
-2.56028014,2.02798512,0.01350253,0.09084941,0.47428520,1.30837108,0.02944132,0.32580230,0.33730736,0.20475786
-2.55427714,2.02708911,0.01406419,0.09261087,0.47704413,1.29267643,0.03085746,0.33420896,0.33841777,0.20884486
-2.54827414,2.02774520,0.01458340,0.09414103,0.47891825,1.27886684,0.03216671,0.34213609,0.33970475,0.21325414
-2.54227114,2.02884680,0.01504727,0.09538940,0.47965959,1.26625690,0.03334012,0.34940350,0.34091902,0.21790815
-2.53626813,2.02938639,0.01544391,0.09631178,0.47905453,1.25421238,0.03435095,0.35585568,0.34183436,0.22274101
-2.53026513,2.02849503,0.01576284,0.09687199,0.47693317,1.24217518,0.03517555,0.36136797,0.34225627,0.22770177
-2.52426213,2.02547513,0.01599540,0.09704331,0.47317700,1.22968397,0.03579407,0.36585140,0.34202957,0.23275691
-2.51825913,2.01982503,0.01613501,0.09680961,0.46772453,1.21638984,0.03619113,0.36925590,0.34104461,0.23789189
-2.51225613,2.01125389,0.01617744,0.09616593,0.46057448,1.20206588,0.03635634,0.37157192,0.33924189,0.24311167
-2.50625313,1.99968662,0.01612098,0.09511867,0.45178658,1.18661068,0.03628462,0.37283007,0.33661486,0.24844008
-2.50025013,1.98525839,0.01596653,0.09368530,0.44147987,1.17004551,0.03597636,0.37309901,0.33321069,0.25391809
-2.49424712,1.96829947,0.01571754,0.09189358,0.42982860,1.15250556,0.03543736,0.37248160,0.32912916,0.25960113
-2.48824412,1.94931135,0.01537995,0.08978040,0.41705601,1.13422597,0.03467860,0.37110955,0.32451964,0.26555542
-2.48224112,1.92893545,0.01496197,0.08739033,0.40342629,1.11552346,0.03371582,0.36913677,0.31957635,0.27185375
-2.47623812,1.90791653,0.01447380,0.08477381,0.38923517,1.09677475,0.03256894,0.36673192,0.31453205,0.27857078
-2.47023512,1.88706269,0.01392731,0.08198528,0.37479948,1.07839306,0.03126132,0.36407041,0.30965068,0.28577822
-2.46423212,1.86720430,0.01333561,0.07908114,0.36044631,1.06080397,0.02981899,0.36132642,0.30521903,0.29354026
-2.45822911,1.84915411,0.01271267,0.07611784,0.34650226,1.04442205,0.02826974,0.35866522,0.30153797,0.30190933
-2.45222611,1.83367047,0.01207285,0.07315001,0.33328308,1.02962932,0.02664226,0.35623630,0.29891355,0.31092273
-2.44622311,1.82142576,0.01143046,0.07022878,0.32108439,1.01675686,0.02496525,0.35416756,0.29764840,0.32060013
-2.44022011,1.81298119,0.01079935,0.06740048,0.31017364,1.00607019,0.02326663,0.35256095,0.29803358,0.33094220
-2.43421711,1.80876930,0.01019254,0.06470549,0.30078369,0.99775914,0.02157281,0.35148961,0.30034132,0.34193045
-2.42821411,1.80908454,0.00962184,0.06217759,0.29310816,0.99193256,0.01990807,0.35099674,0.30481882,0.35352833
-2.42221111,1.81408204,0.00909763,0.05984352,0.28729875,0.98861777,0.01829412,0.35109609,0.31168313,0.36568342
-2.41620810,1.82378420,0.00862861,0.05772301,0.28346435,0.98776472,0.01674974,0.35177410,0.32111736,0.37833065
-2.41020510,1.83809411,0.00822165,0.05582903,0.28167200,0.98925414,0.01529061,0.35299330,0.33326801,0.39139635
-2.40420210,1.85681468,0.00788176,0.05416836,0.28194949,0.99290915,0.01392926,0.35469699,0.34824353,0.40480277
-2.39819910,1.87967181,0.00761201,0.05274235,0.28428924,0.99850936,0.01267516,0.35681457,0.36611384,0.41847284
-2.39219610,1.90633991,0.00741363,0.05154789,0.28865334,1.00580655,0.01153487,0.35926745,0.38691070,0.43233479
-2.38619310,1.93646795,0.00728612,0.05057837,0.29497913,1.01454080,0.01051236,0.36197493,0.41062866,0.44632635
-2.38019010,1.96970415,0.00722733,0.04982478,0.30318521,1.02445614,0.00960931,0.36485983,0.43722642,0.46039812
-2.37418709,2.00571775,0.00723372,0.04927663,0.31317731,1.03531470,0.00882551,0.36785348,0.46662829,0.47451590
-2.36818409,2.04421630,0.00730052,0.04892294,0.32485369,1.04690854,0.00815920,0.37089972,0.49872560,0.48866187
-2.36218109,2.08495731,0.00742195,0.04875289,0.33810981,1.05906845,0.00760750,0.37395775,0.53337788,0.50283422
-2.35617809,2.12775369,0.00759148,0.04875646,0.35284183,1.07166925,0.00716668,0.37700369,0.57041358,0.51704545
-2.35017509,2.17247234,0.00780199,0.04892475,0.36894898,1.08463133,0.00683251,0.38003061,0.60963039,0.53131925
-2.34417209,2.21902629,0.00804606,0.04925013,0.38633437,1.09791834,0.00660049,0.38304725,0.65079509,0.54568611
-2.33816908,2.26736060,0.00831609,0.04972618,0.40490448,1.11153128,0.00646597,0.38607539,0.69364294,0.56017782
-2.33216608,2.31743334,0.00860452,0.05034742,0.42456720,1.12549939,0.00642434,0.38914609,0.73787687,0.57482139
-2.32616308,2.36919258,0.00890395,0.05110888,0.44522870,1.13986841,0.00647099,0.39229505,0.78316666,0.58963241
-2.32016008,2.42255124,0.00920728,0.05200555,0.46678936,1.15468705,0.00660137,0.39555742,0.82914821,0.60460855
-2.31415708,2.47736150,0.00950782,0.05303176,0.48913897,1.16999251,0.00681090,0.39896232,0.87542348,0.61972353
-2.30815408,2.53339063,0.00979934,0.05418048,0.51215181,1.18579606,0.00709485,0.40252756,0.92156115,0.63492189
-2.30215108,2.59030019,0.01007615,0.05544276,0.53568191,1.20206967,0.00744832,0.40625479,0.96709853,0.65011512
-2.29614807,2.64763027,0.01033315,0.05680711,0.55955885,1.21873466,0.00786602,0.41012555,1.01154489,0.66517940
-2.29014507,2.70479037,0.01056586,0.05825913,0.58358478,1.23565312,0.00834227,0.41409843,1.05438640,0.67995523
-2.28414207,2.76105801,0.01077045,0.05978123,0.60753279,1.25262299,0.00887085,0.41810755,1.09509301,0.69424911
-2.27813907,2.81558587,0.01094376,0.06135262,0.63114711,1.26937718,0.00944502,0.42206270,1.13312707,0.70783737
-2.27213607,2.86741775,0.01108334,0.06294947,0.65414529,1.28558710,0.01005746,0.42585094,1.16795381,0.72047208
-2.26613307,2.91551307,0.01118747,0.06454534,0.67622248,1.30087053,0.01070041,0.42933989,1.19905333,0.73188886
-2.26013007,2.95877905,0.01125522,0.06611183,0.69705772,1.31480372,0.01136573,0.43238240,1.22593390,0.74181622
-2.25412706,2.99610951,0.01128643,0.06761943,0.71632220,1.32693718,0.01204508,0.43482258,1.24814595,0.74998623
-2.24812406,3.02642833,0.01128182,0.06903852,0.73368906,1.33681439,0.01273013,0.43650271,1.26529639,0.75614584
-2.24212106,3.04873569,0.01124297,0.07034053,0.74884437,1.34399251,0.01341287,0.43727081,1.27706255,0.76006842
-2.23611806,3.06215462,0.01117235,0.07149916,0.76149881,1.34806410,0.01408582,0.43698848,1.28320501,0.76156498
-2.23011506,3.06597561,0.01107337,0.07249155,0.77139937,1.34867853,0.01474238,0.43553848,1.28357886,0.76049442
-2.22411206,3.05969674,0.01095035,0.07329947,0.77834063,1.34556202,0.01537714,0.43283177,1.27814264,0.75677238
-2.21810905,3.04305721,0.01080847,0.07391029,0.78217479,1.33853513,0.01598614,0.42881358,1.26696445,0.75037818
-2.21210605,3.01606237,0.01065378,0.07431782,0.78282005,1.32752659,0.01656714,0.42346812,1.25022494,0.74135945
-2.20610305,2.97899871,0.01049307,0.07452288,0.78026683,1.31258286,0.01711980,0.41682178,1.22821677,0.72983431
-2.20010005,2.93243789,0.01033376,0.07453364,0.77458133,1.29387257,0.01764585,0.40894453,1.20134055,0.71599085
-2.19409705,2.87722946,0.01018380,0.07436553,0.76590638,1.27168569,0.01814912,0.39994950,1.17009734,0.70008392
-2.18809405,2.81448232,0.01005143,0.07404103,0.75445927,1.24642736,0.01863554,0.38999078,1.13507794,0.68242950
-2.18209105,2.74553590,0.00994504,0.07358898,0.74052677,1.21860658,0.01911298,0.37925945,1.09694933,0.66339673
-2.17608804,2.67192221,0.00987294,0.07304368,0.72445752,1.18882043,0.01959111,0.36797817,1.05643889,0.64339801
-2.17008504,2.59532061,0.00984310,0.07244384,0.70665205,1.15773445,0.02008102,0.35639446,1.01431700,0.62287772
-2.16408204,2.51750727,0.00986296,0.07183120,0.68755099,1.12606027,0.02059493,0.34477316,0.97137865,0.60229989
-2.15807904,2.44030172,0.00993917,0.07124917,0.66762194,1.09453152,0.02114567,0.33338831,0.92842483,0.58213542
-2.15207604,2.36551276,0.01007737,0.07074135,0.64734560,1.06387926,0.02174624,0.32251481,0.88624435,0.56284936
-2.14607304,2.29488609,0.01028203,0.07035008,0.62720187,1.03480797,0.02240925,0.31242039,0.84559673,0.54488873
-2.14007004,2.23005562,0.01055622,0.07011515,0.60765626,1.00797328,0.02314641,0.30335799,0.80719659,0.52867125
-2.13406703,2.17250040,0.01090157,0.07007256,0.58914745,0.98396232,0.02396794,0.29555905,0.77170001,0.51457539
-2.12806403,2.12350845,0.01131810,0.07025356,0.57207619,0.96327749,0.02488212,0.28922783,0.73969315,0.50293196
-2.12206103,2.08414851,0.01180423,0.07068386,0.55679602,0.94632415,0.02589484,0.28453684,0.71168307,0.49401745
-2.11605803,2.05525012,0.01235679,0.07138314,0.54360600,0.93340251,0.02700917,0.28162366,0.68809101,0.48804907
-2.11005503,2.03739221,0.01297103,0.07236476,0.53274553,0.92470382,0.02822511,0.28058901,0.66924777,0.48518163
-2.10405203,2.03089967,0.01364079,0.07363573,0.52439135,0.92031062,0.02953937,0.28149595,0.65539114,0.48550603
-2.09804902,2.03584721,0.01435861,0.07519689,0.51865647,0.92020076,0.03094530,0.28437033,0.64666503,0.48904927
-2.09204602,2.05206955,0.01511594,0.07704322,0.51559089,0.92425451,0.03243292,0.28920206,0.64312003,0.49577578
-2.08604302,2.07917664,0.01590333,0.07916432,0.51518396,0.93226421,0.03398906,0.29594715,0.64471515,0.50558985
-2.08004002,2.11657274,0.01671069,0.08154494,0.51736779,0.94394564,0.03559759,0.30453030,0.65132040,0.51833886
-2.07403702,2.16347799,0.01752756,0.08416550,0.52202174,0.95895045,0.03723980,0.31484778,0.66272014,0.53381720
-2.06803402,2.21895143,0.01834336,0.08700265,0.52897742,0.97687886,0.03889487,0.32677044,0.67861691,0.55177075
-2.06203102,2.28191438,0.01914766,0.09002973,0.53802406,0.99729212,0.04054032,0.34014670,0.69863587,0.57190156
-2.05602801,2.35117341,0.01993043,0.09321718,0.54891401,1.01972404,0.04215268,0.35480537,0.72232972,0.59387285
-2.05002501,2.42544247,0.02068230,0.09653288,0.56136813,1.04369140,0.04370801,0.37055818,0.74918435,0.61731424
-2.04402201,2.50336392,0.02139476,0.09994233,0.57508118,1.06870297,0.04518263,0.38720217,0.77862521,0.64182708
-2.03801901,2.58352831,0.02206034,0.10340889,0.58972694,1.09426705,0.04655371,0.40452165,0.81002480,0.66699005
-2.03201601,2.66449332,0.02267282,0.10689391,0.60496326,1.11989757,0.04779988,0.42229007,0.84271118,0.69236504
-2.02601301,2.74480202,0.02322731,0.11035685,0.62043699,1.14511911,0.04890183,0.44027178,0.87597789,0.71750325
-2.02001001,2.82300099,0.02372036,0.11375553,0.63578907,1.16947097,0.04984284,0.45822376,0.90909515,0.74195176
-2.01400700,2.89765872,0.02415004,0.11704642,0.65065960,1.19251062,0.05060923,0.47589751,0.94132258,0.76526039
-2.00800400,2.96738458,0.02451595,0.12018503,0.66469323,1.21381704,0.05119075,0.49304121,0.97192303,0.78698902
-2.00200100,3.03084875,0.02481921,0.12312647,0.67754480,1.23299404,0.05158085,0.50940223,1.00017753,0.80671514
-1.99599800,3.08680310,0.02506243,0.12582627,0.68888527,1.24967405,0.05177693,0.52473019,1.02540094,0.82404169
-1.98999500,3.13410283,0.02524964,0.12824121,0.69840781,1.26352230,0.05178039,0.53878039,1.04695783,0.83860494
-1.98399200,3.17172865,0.02538619,0.13033038,0.70583413,1.27424167,0.05159668,0.55131782,1.06427808,0.85008222
-1.97798899,3.19880869,0.02547863,0.13205642,0.71092061,1.28157802,0.05123517,0.56212163,1.07687156,0.85819928
-1.97198599,3.21463953,0.02553451,0.13338667,0.71346433,1.28532582,0.05070900,0.57098986,1.08434144,0.86273702
-1.96598299,3.21870532,0.02556223,0.13429444,0.71330839,1.28533388,0.05003473,0.57774443,1.08639530,0.86353724
-1.95997999,3.21069393,0.02557078,0.13476016,0.71034658,1.28151073,0.04923198,0.58223601,1.08285359,0.86050726
-1.95397699,3.19050919,0.02556951,0.13477234,0.70452687,1.27382926,0.04832299,0.58434868,1.07365515,0.85362299
-1.94797399,3.15827820,0.02556785,0.13432837,0.69585363,1.26233025,0.04733202,0.58400413,1.05885910,0.84293040
-1.94197099,3.11435290,0.02557497,0.13343500,0.68438832,1.24712430,0.04628472,0.58116504,1.03864334,0.82854517
-1.93596798,3.05930540,0.02559952,0.13210840,0.67024846,1.22839189,0.04520750,0.57583749,1.01329931,0.81065045
-1.92996498,2.99391679,0.02564926,0.13037397,0.65360499,1.20638129,0.04412676,0.56807225,0.98322337,0.78949273
