energy_ev,total_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-5.51375688,3.68950184,0.00806912,0.82325589,2.89474660,1.55834246,0.97222977,0.00000000
-5.50775388,3.89044119,0.00845554,0.86369579,3.01170868,1.65166124,1.02665547,0.00000000
-5.50175088,4.09844469,0.00885729,0.90506557,3.13461143,1.74795225,1.08338065,0.00000000
-5.49574787,4.31165178,0.00926728,0.94700088,3.26255030,1.84634904,1.14187852,0.00000000
-5.48974487,4.52804684,0.00967789,0.98912985,3.39454133,1.94591273,1.20155730,0.00000000
-5.48374187,4.74550108,0.01008117,1.03108050,3.52954560,2.04565072,1.26177387,0.00000000
-5.47773887,4.96181548,0.01046904,1.07248707,3.66649163,2.14453628,1.32184905,0.00000000
-5.47173587,5.17476352,0.01083358,1.11299534,3.80429497,2.24152844,1.38108385,0.00000000
-5.46573287,5.38213289,0.01116721,1.15226660,3.94187459,2.33559190,1.43877627,0.00000000
-5.45972986,5.58176537,0.01146296,1.18998065,4.07816586,2.42571654,1.49423809,0.00000000
-5.45372686,5.77159454,0.01171464,1.22583774,4.21213039,2.51093618,1.54681125,0.00000000
-5.44772386,5.94968094,0.01191704,1.25955990,4.34276308,2.59034668,1.59588333,0.00000000
-5.44172086,6.11424466,0.01206609,1.29089180,4.46909731,2.66312285,1.64090177,0.00000000
-5.43571786,6.26369538,0.01215895,1.31960153,4.59020895,2.72853441,1.68138659,0.00000000
-5.42971486,6.39665984,0.01219409,1.34548155,4.70522023,2.78596067,1.71694119,0.00000000
-5.42371186,6.51200686,0.01217135,1.36835016,4.81330431,2.83490385,1.74726123,0.00000000
-5.41770885,6.60886971,0.01209186,1.38805343,4.91369136,2.87500088,1.77214134,0.00000000
-5.41170585,6.68666558,0.01195807,1.40446801,5.00567667,2.90603347,1.79147948,0.00000000
-5.40570285,6.74511183,0.01177357,1.41750443,5.08863105,2.92793597,1.80527916,0.00000000
-5.39969985,6.78423820,0.01154307,1.42711099,5.16201332,2.94080082,1.81364918,0.00000000
-5.39369685,6.80439419,0.01127216,1.43327782,5.22538455,2.94488109,1.81680105,0.00000000
-5.38769385,6.80625079,0.01096720,1.43604087,5.27842312,2.94058965,1.81504414,0.00000000
-5.38169085,6.79079525,0.01063511,1.43548532,5.32093941,2.92849448,1.80877845,0.00000000
-5.37568784,6.75931825,0.01028316,1.43174798,5.35288896,2.90930986,1.79848513,0.00000000
-5.36968484,6.71339231,0.00991884,1.42501826,5.37438240,2.88388317,1.78471494,0.00000000
-5.36368184,6.65484115,0.00954959,1.41553733,5.38569086,2.85317699,1.76807454,0.00000000
-5.35767884,6.58569967,0.00918269,1.40359510,5.38724546,2.81824692,1.74921108,0.00000000
-5.35167584,6.50816477,0.00882506,1.38952489,5.37962995,2.78021513,1.72879515,0.00000000
-5.34567284,6.42453807,0.00848308,1.37369582,5.36356579,2.74024035,1.70750255,0.00000000
-5.33966983,6.33716155,0.00816254,1.35650292,5.33988965,2.69948513,1.68599517,0.00000000
-5.33366683,6.24834830,0.00786845,1.33835541,5.30952375,2.65908122,1.66490162,0.00000000
-5.32766383,6.16031052,0.00760500,1.31966342,5.27343996,2.62009455,1.64479817,0.00000000
-5.32166083,6.07508775,0.00737547,1.30082400,5.23261930,2.58349084,1.62619049,0.00000000
-5.31565783,5.99447810,0.00718219,1.28220677,5.18800886,2.55010350,1.60949708,0.00000000
-5.30965483,5.91997577,0.00702653,1.26414022,5.14047828,2.52060509,1.59503486,0.00000000
-5.30365183,5.85271761,0.00690887,1.24689921,5.09077858,2.49548375,1.58300778,0.00000000
-5.29764882,5.79344172,0.00682864,1.23069443,5.03950565,2.47502557,1.57349879,0.00000000
-5.29164582,5.74245999,0.00678435,1.21566445,4.98707085,2.45930402,1.56646588,0.00000000
-5.28564282,5.69964659,0.00677362,1.20187068,4.93368080,2.44817692,1.56174234,0.00000000
-5.27963982,5.66444293,0.00679330,1.18929571,4.87932776,2.44129124,1.55904152,0.00000000
-5.27363682,5.63587962,0.00683952,1.17784508,4.82379162,2.43809570,1.55796598,0.00000000
-5.26763382,5.61261440,0.00690778,1.16735234,4.76665365,2.43786069,1.55802086,0.00000000
-5.26163082,5.59298481,0.00699310,1.15758731,4.70732154,2.43970467,1.55863101,0.00000000
-5.25562781,5.57507317,0.00709012,1.14826693,4.64506449,2.44262614,1.55916124,0.00000000
-5.24962481,5.55678131,0.00719326,1.13906835,4.57905650,2.44553965,1.55893901,0.00000000
-5.24362181,5.53591156,0.00729682,1.12964338,4.50842554,2.44731451,1.55727853,0.00000000
-5.23761881,5.51025073,0.00739514,1.11963378,4.43230587,2.44681463,1.55350540,0.00000000
-5.23161581,5.47765330,0.00748277,1.10868653,4.34989062,2.44293767,1.54698082,0.00000000
-5.22561281,5.43612043,0.00755453,1.09646840,4.26048177,2.43465240,1.53712422,0.00000000
-5.21960980,5.38387168,0.00760573,1.08267921,4.16353475,2.42103235,1.52343361,0.00000000
-5.21360680,5.31940657,0.00763223,1.06706317,4.05869543,2.40128514,1.50550280,0.00000000
-5.20760380,5.24155397,0.00763052,1.04941795,3.94582758,2.37477606,1.48303478,0.00000000
-5.20160080,5.14950773,0.00759786,1.02960114,3.82502956,2.34104560,1.45585097,0.00000000
-5.19559780,5.04284777,0.00753229,1.00753401,3.69663962,2.29982040,1.42389600,0.00000000
-5.18959480,4.92154659,0.00743269,0.98320252,3.56122986,2.25101767,1.38723805,0.00000000
-5.18359180,4.78596167,0.00729878,0.95665586,3.41958960,2.19474320,1.34606484,0.00000000
-5.17758879,4.63681505,0.00713110,0.92800262,3.27269931,2.13128356,1.30067579,0.00000000
-5.17158579,4.47516167,0.00693100,0.89740505,3.12169687,2.06109304,1.25147067,0.00000000
-5.16558279,4.30234859,0.00670053,0.86507185,2.96783821,1.98477636,1.19893554,0.00000000
-5.15957979,4.11996734,0.00644244,0.83124986,2.81245459,1.90306790,1.14362657,0.00000000
-5.15357679,3.92980197,0.00616000,0.79621522,2.65690868,1.81680867,1.08615273,0.00000000
-5.14757379,3.73377512,0.00585695,0.76026438,2.50255192,1.72692197,1.02715780,0.00000000
-5.14157079,3.53389447,0.00553740,0.72370541,2.35068499,1.63438874,0.96730285,0.00000000
-5.13556778,3.33220171,0.00520566,0.68685000,2.20252305,1.54022358,0.90724951,0.00000000
-5.12956478,3.13072586,0.00486615,0.65000630,2.05916744,1.44545213,0.84764491,0.00000000
-5.12356178,2.93144225,0.00452330,0.61347303,1.92158425,1.35109070,0.78910856,0.00000000
-5.11755878,2.73623827,0.00418144,0.57753470,1.79059074,1.25812841,0.73222168,0.00000000
-5.11155578,2.54688647,0.00384473,0.54245827,1.66684924,1.16751231,0.67751899,0.00000000
-5.10555278,2.36502519,0.00351702,0.50849095,1.55086839,1.08013569,0.62548326,0.00000000
-5.09954977,2.19214632,0.00320186,0.47585921,1.44301082,0.99682937,0.57654225,0.00000000
-5.09354677,2.02958973,0.00290243,0.44476877,1.34350630,0.91835600,0.53106808,0.00000000
-5.08754377,1.87854337,0.00262150,0.41540532,1.25246905,0.84540686,0.48937853,0.00000000
-5.08154077,1.74004774,0.00236141,0.38793590,1.16991780,0.77860089,0.45173995,0.00000000
-5.07553777,1.61500352,0.00212409,0.36251040,1.09579706,0.71848518,0.41837121,0.00000000
-5.06953477,1.50418069,0.00191106,0.33926326,1.02999823,0.66553658,0.38944832,0.00000000
-5.06353177,1.40822781,0.00172345,0.31831485,0.97237915,0.62016356,0.36510897,0.00000000
-5.05752876,1.32768003,0.00156200,0.29977251,0.92278081,0.58270790,0.34545679,0.00000000
-5.05152576,1.26296452,0.00142714,0.28373099,0.88104043,0.55344553,0.33056459,0.00000000
-5.04552276,1.21440239,0.00131896,0.27027213,0.84700000,0.53258617,0.32047641,0.00000000
-5.03951976,1.18220649,0.00123727,0.25946379,0.82051011,0.52027137,0.31520814,0.00000000
-5.03351676,1.16647463,0.00118163,0.25135797,0.80142873,0.51657080,0.31474638,0.00000000
-5.02751376,1.16717841,0.00115133,0.24598818,0.78961535,0.52147685,0.31904587,0.00000000
-5.02151076,1.18414820,0.00114546,0.24336613,0.78492102,0.53489766,0.32802530,0.00000000
-5.01550775,1.21705509,0.00116288,0.24347798,0.78717491,0.55664899,0.34156199,0.00000000
-5.00950475,1.26539108,0.00120223,0.24628036,0.79616859,0.58644562,0.35948587,0.00000000
-5.00350175,1.32844922,0.00126197,0.25169638,0.81163920,0.62389278,0.38157309,0.00000000
-4.99749875,1.40530531,0.00134031,0.25961192,0.83325270,0.66847859,0.40754000,0.00000000
-4.99149575,1.49480332,0.00143530,0.26987268,0.86058869,0.71956839,0.43703811,0.00000000
-4.98549275,1.59554619,0.00154476,0.28228203,0.89312796,0.77640186,0.46965055,0.00000000
-4.97948974,1.70589398,0.00166632,0.29660017,0.93024403,0.83809368,0.50489074,0.00000000
-4.97348674,1.82397085,0.00179744,0.31254476,0.97119958,0.90363866,0.54220373,0.00000000
-4.96748374,1.94768198,0.00193542,0.32979323,1.01514860,0.97192164,0.58097054,0.00000000
-4.96148074,2.07474108,0.00207743,0.34798682,1.06114460,1.04173273,0.62051582,0.00000000
-4.95547774,2.20270865,0.00222057,0.36673650,1.10815498,1.11178769,0.66011878,0.00000000
-4.94947474,2.32904027,0.00236191,0.38563053,1.15508131,1.18075333,0.69902733,0.00000000
-4.94347174,2.45114398,0.00249855,0.40424370,1.20078490,1.24727727,0.73647496,0.00000000
-4.93746873,2.56644472,0.00262769,0.42214770,1.24411674,1.31002113,0.77170001,0.00000000
-4.93146573,2.67245368,0.00274672,0.43892257,1.28395046,1.36769617,0.80396640,0.00000000
-4.92546273,2.76683970,0.00285326,0.45416854,1.31921704,1.41909964,0.83258511,0.00000000
-4.91945973,2.84749980,0.00294529,0.46751791,1.34893961,1.46315073,0.85693550,0.00000000
-4.91345673,2.91262555,0.00302121,0.47864646,1.37226664,1.49892423,0.87648540,0.00000000
-4.90745373,2.96076234,0.00307989,0.48728380,1.38850213,1.52568038,0.89080913,0.00000000
-4.90145073,2.99085858,0.00312078,0.49322228,1.39713111,1.54288968,0.89960251,0.00000000
-4.89544772,3.00230254,0.00314392,0.49632398,1.39783940,1.55025107,0.90269412,0.00000000
-4.88944472,2.99494482,0.00315002,0.49652541,1.39052657,1.54770295,0.90005232,0.00000000
-4.88344172,2.96910544,0.00314048,0.49383984,1.37531160,1.53542601,0.89178758,0.00000000
-4.87743872,2.92556495,0.00311741,0.48835687,1.35253091,1.51383809,0.87814997,0.00000000
-4.87143572,2.86554011,0.00308362,0.48023959,1.32272886,1.48358093,0.85952207,0.00000000
-4.86543272,2.79064501,0.00304259,0.46971909,1.28664141,1.44549950,0.83640745,0.00000000
-4.85942971,2.70283962,0.00299850,0.45708691,1.24517354,1.40061491,0.80941535,0.00000000
-4.85342671,2.60436795,0.00295611,0.44268548,1.19937162,1.35009197,0.77924222,0.00000000
-4.84742371,2.49768870,0.00292075,0.42689717,1.15039206,1.29520303,0.74665105,0.00000000
-4.84142071,2.38540133,0.00289820,0.41013234,1.09946747,1.23728939,0.71244924,0.00000000
-4.83541771,2.27017068,0.00289467,0.39281688,1.04787187,1.17772226,0.67746600,0.00000000
-4.82941471,2.15465315,0.00291662,0.37537981,0.99688628,1.11786452,0.64253023,0.00000000
-4.82341171,2.04142717,0.00297073,0.35824131,0.94776582,1.05903484,0.60844960,0.00000000
-4.81740870,1.93293026,0.00306370,0.34180168,0.90170957,1.00247549,0.57599151,0.00000000
-4.81140570,1.83140470,0.00320217,0.32643154,0.85983381,0.94932461,0.54586657,0.00000000
-4.80540270,1.73885296,0.00339257,0.31246360,0.82314927,0.90059387,0.51871492,0.00000000
-4.79939970,1.65700379,0.00364094,0.30018603,0.79254284,0.85715169,0.49509555,0.00000000
-4.79339670,1.58728911,0.00395282,0.28983772,0.76876361,0.81971233,0.47547878,0.00000000
-4.78739370,1.53083141,0.00433306,0.28160525,0.75241328,0.78883050,0.46024177,0.00000000
-4.78139070,1.48844103,0.00478569,0.27562158,0.74394066,0.76490122,0.44966681,0.00000000
-4.77538769,1.46062212,0.00531377,0.27196641,0.74363973,0.74816428,0.44394219,0.00000000
-4.76938469,1.44758620,0.00591926,0.27066778,0.75165095,0.73871264,0.44316520,0.00000000
-4.76338169,1.44927170,0.00660290,0.27170504,0.76796520,0.73650388,0.44734691,0.00000000
-4.75737869,1.46536828,0.00736415,0.27501256,0.79243011,0.74137410,0.45641846,0.00000000
-4.75137569,1.49534450,0.00820113,0.28048443,0.82475804,0.75305326,0.47023833,0.00000000
-4.74537269,1.53847743,0.00911061,0.28797944,0.86453575,0.77118148,0.48860039,0.00000000
-4.73936968,1.59388340,0.01008806,0.29732655,0.91123529,0.79532541,0.51124244,0.00000000
-4.73336668,1.66054876,0.01112772,0.30833042,0.96422595,0.82499447,0.53785496,0.00000000
-4.72736368,1.73735991,0.01222276,0.32077702,1.02278724,0.85965625,0.56808995,0.00000000
-4.72136068,1.82313221,0.01336542,0.33443907,1.08612281,0.89875090,0.60156963,0.00000000
-4.71535768,1.91663702,0.01454727,0.34908130,1.15337508,0.94170423,0.63789497,0.00000000
-4.70935468,2.01662667,0.01575942,0.36446539,1.22364062,0.98793936,0.67665372,0.00000000
-4.70335168,2.12185700,0.01699281,0.38035454,1.29598614,1.03688676,0.71742801,0.00000000
-4.69734867,2.23110712,0.01823845,0.39651764,1.36946464,1.08799266,0.75980127,0.00000000
-4.69134567,2.34319612,0.01948770,0.41273284,1.44313162,1.14072563,0.80336431,0.00000000
-4.68534267,2.45699650,0.02073250,0.42879067,1.51606097,1.19458155,0.84772040,0.00000000
-4.67933967,2.57144411,0.02196554,0.44449641,1.58735987,1.24908656,0.89248929,0.00000000
-4.67333667,2.68554428,0.02318036,0.45967189,1.65618256,1.30379847,0.93730991,0.00000000
-4.66733367,2.79837429,0.02437146,0.47415655,1.72174224,1.35830622,0.98184175,0.00000000
-4.66133067,2.90908209,0.02553427,0.48780779,1.78332094,1.41222792,1.02576491,0.00000000
-4.65532766,3.01688161,0.02666502,0.50050061,1.84027685,1.46520738,1.06877885,0.00000000
-4.64932466,3.12104506,0.02776061,0.51212670,1.89204901,1.51690951,1.11059994,0.00000000
-4.64332166,3.22089295,0.02881839,0.52259286,1.93815942,1.56701502,1.15095817,0.00000000
-4.63731866,3.31578268,0.02983589,0.53181910,1.97821248,1.61521468,1.18959322,0.00000000
-4.63131566,3.40509675,0.03081053,0.53973645,2.01189225,1.66120388,1.22625039,0.00000000
-4.62531266,3.48823181,0.03173931,0.54628462,2.03895794,1.70467781,1.26067680,0.00000000
-4.61930965,3.56458961,0.03261856,0.55140988,2.05923806,1.74532793,1.29261831,0.00000000
-4.61330665,3.63357123,0.03344372,0.55506322,2.07262407,1.78284028,1.32181763,0.00000000
-4.60730365,3.69457532,0.03420918,0.55719890,2.07906397,1.81689582,1.34801406,0.00000000
-4.60130065,3.74700131,0.03490819,0.55777378,2.07855659,1.84717340,1.37094502,0.00000000
-4.59529765,3.79025778,0.03553294,0.55674734,2.07114696,1.87335523,1.39034968,0.00000000
-4.58929465,3.82377618,0.03607464,0.55408240,2.05692326,1.89513489,1.40597457,0.00000000
-4.58329165,3.84702929,0.03652381,0.54974674,2.03601542,1.91222759,1.41758103,0.00000000
-4.57728864,3.85955373,0.03687055,0.54371535,2.00859545,1.92438226,1.42495422,0.00000000
-4.57128564,3.86097513,0.03710499,0.53597320,1.97487918,1.93139469,1.42791315,0.00000000
-4.56528264,3.85103442,0.03721775,0.52651836,1.93512924,1.93312107,1.42632108,0.00000000
-4.55927964,3.82961355,0.03720036,0.51536527,1.88965846,1.92949101,1.42009575,0.00000000
-4.55327664,3.79675876,0.03704583,0.50254778,1.83883336,1.92051910,1.40921854,0.00000000
-4.54727364,3.75269955,0.03674905,0.48812178,1.78307689,1.90631419,1.39374201,0.00000000
-4.54127064,3.69786181,0.03630716,0.47216721,1.72286978,1.88708567,1.37379518,0.00000000
-4.53526763,3.63287389,0.03571991,0.45478911,1.65875015,1.86314604,1.34958597,0.00000000
-4.52926463,3.55856466,0.03498980,0.43611771,1.59131065,1.83490951,1.32140065,0.00000000
-4.52326163,3.47595318,0.03412220,0.41630734,1.52119319,1.80288639,1.28960001,0.00000000
-4.51725863,3.38623024,0.03312531,0.39553422,1.44908093,1.76767338,1.25461242,0.00000000
-4.51125563,3.29073221,0.03200995,0.37399323,1.37568795,1.72994007,1.21692398,0.00000000
-4.50525263,3.19090843,0.03078937,0.35189365,1.30174659,1.69041222,1.17706627,0.00000000
-4.49924962,3.08828350,0.02947879,0.32945423,1.22799333,1.64985251,1.13560216,0.00000000
-4.49324662,2.98441615,0.02809503,0.30689775,1.15515344,1.60903949,1.09311047,0.00000000
-4.48724362,2.88085660,0.02665597,0.28444526,1.08392540,1.56874575,1.05017017,0.00000000
-4.48124062,2.77910414,0.02518005,0.26231048,1.01496550,1.52971615,1.00734471,0.00000000
-4.47523762,2.68056682,0.02368571,0.24069441,0.94887361,1.49264690,0.96516739,0.00000000
-4.46923462,2.58652472,0.02219093,0.21978058,0.88618044,1.45816630,0.92412818,0.00000000
-4.46323162,2.49809814,0.02071273,0.19973099,0.82733690,1.42681782,0.88466244,0.00000000
-4.45722861,2.41622162,0.01926680,0.18068298,0.77270608,1.39904595,0.84714207,0.00000000
-4.45122561,2.34162469,0.01786714,0.16274718,0.72255779,1.37518526,0.81186908,0.00000000
-4.44522261,2.27481931,0.01652583,0.14600636,0.67706604,1.35545285,0.77907173,0.00000000
-4.43921961,2.21609445,0.01525283,0.13051545,0.63630925,1.33994441,0.74890318,0.00000000
-4.43321661,2.16551738,0.01405593,0.11630241,0.60027305,1.32863375,0.72144251,0.00000000
-4.42721361,2.12294131,0.01294073,0.10337002,0.56885559,1.32137595,0.69669779,0.00000000
-4.42121061,2.08801902,0.01191068,0.09169827,0.54187483,1.31791377,0.67461100,0.00000000
-4.41520760,2.06022162,0.01096720,0.08124734,0.51907760,1.31788742,0.65506446,0.00000000
-4.40920460,2.03886200,0.01010986,0.07196096,0.50015008,1.32084714,0.63788840,0.00000000
-4.40320160,2.02312211,0.00933658,0.06376984,0.48472927,1.32626871,0.62286949,0.00000000
-4.39719860,2.01208339,0.00864383,0.05659525,0.47241511,1.33357122,0.60975995,0.00000000
-4.39119560,2.00475963,0.00802694,0.05035240,0.46278296,1.34213696,0.59828703,0.00000000
-4.38519260,2.00013141,0.00748025,0.04495365,0.45539611,1.35133288,0.58816265,0.00000000
-4.37918959,1.99718133,0.00699747,0.04031132,0.44981806,1.36053307,0.57909294,0.00000000
-4.37318659,1.99492908,0.00657184,0.03634020,0.44562419,1.36914170,0.57078758,0.00000000
-4.36718359,1.99246552,0.00619639,0.03295960,0.44241284,1.37661563,0.56296871,0.00000000
-4.36118059,1.98898458,0.00586414,0.03009500,0.43981526,1.38248599,0.55537915,0.00000000
-4.35517759,1.98381222,0.00556832,0.02767925,0.43750441,1.38637782,0.54778998,0.00000000
-4.34917459,1.97643108,0.00530250,0.02565345,0.43520244,1.38802699,0.54000698,0.00000000
-4.34317159,1.96650024,0.00506071,0.02396738,0.43268657,1.38729360,0.53187606,0.00000000
-4.33716858,1.95386886,0.00483764,0.02257975,0.42979322,1.38417116,0.52328728,0.00000000
-4.33116558,1.93858329,0.00462863,0.02145811,0.42642049,1.37879088,0.51417747,0.00000000
-4.32516258,1.92088706,0.00442981,0.02057857,0.42252868,1.37142083,0.50453130,0.00000000
-4.31915958,1.90121355,0.00423806,0.01992541,0.41813900,1.36245971,0.49438070,0.00000000
-4.31315658,1.88017156,0.00405111,0.01949052,0.41333060,1.35242532,0.48380270,0.00000000
-4.30715358,1.85852417,0.00386744,0.01927279,0.40823579,1.34193810,0.47291576,0.00000000
