energy_ev,total_up,Al_p_up,Al_d_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-6.00000000,3.09938901,0.04979724,0.00000000,1.19764377,1.60759624,0.01136032,2.10362343
-5.99399700,3.08061038,0.04935875,0.00000000,1.19996826,1.59707869,0.01089228,2.09647917
-5.98799400,3.05600283,0.04897814,0.00000000,1.20060815,1.58256401,0.01047163,2.08500633
-5.98199100,3.02644830,0.04868988,0.00000000,1.19983597,1.56441341,0.01010703,2.06965655
-5.97598799,2.99294632,0.04852590,0.00000000,1.19793764,1.54307795,0.00980602,2.05096505
-5.96998499,2.95657018,0.04851440,0.00000000,1.19519590,1.51907843,0.00957489,2.02952356
-5.96398199,2.91842211,0.04867888,0.00000000,1.19187452,1.49298353,0.00941857,2.00595230
-5.95797899,2.87958947,0.04903727,0.00000000,1.18820437,1.46538724,0.00934058,1.98087264
-5.95197599,2.84110406,0.04960137,0.00000000,1.18437196,1.43688667,0.00934298,1.95488161
-5.94597299,2.80390624,0.05037645,0.00000000,1.18051109,1.40806130,0.00942634,1.92852970
-5.93996998,2.76881521,0.05136114,0.00000000,1.17669800,1.37945452,0.00958981,1.90230273
-5.93396698,2.73650633,0.05254754,0.00000000,1.17295021,1.35155797,0.00983112,1.87660847
-5.92796398,2.70749618,0.05392160,0.00000000,1.16922897,1.32479944,0.01014670,1.85176848
-5.92196098,2.68213518,0.05546366,0.00000000,1.16544519,1.29953427,0.01053174,1.82801495
-5.91595798,2.66060775,0.05714917,0.00000000,1.16146827,1.27604046,0.01098031,1.80549250
-5.90995498,2.64293904,0.05894954,0.00000000,1.15713741,1.25451727,0.01148551,1.78426428
-5.90395198,2.62900767,0.06083316,0.00000000,1.15227453,1.23508708,0.01203958,1.76432168
-5.89794897,2.61856303,0.06276636,0.00000000,1.14669815,1.21779991,0.01263408,1.74559680
-5.89194597,2.61124622,0.06471446,0.00000000,1.14023744,1.20264024,0.01326007,1.72797659
-5.88594297,2.60661327,0.06664283,0.00000000,1.13274553,1.18953554,0.01390824,1.71131796
-5.87993997,2.60415954,0.06851784,0.00000000,1.12411157,1.17836584,0.01456912,1.69546264
-5.87393697,2.60334418,0.07030782,0.00000000,1.11427078,1.16897395,0.01523329,1.68025128
-5.86793397,2.60361380,0.07198387,0.00000000,1.10321219,1.16117575,0.01589156,1.66553580
-5.86193097,2.60442457,0.07352065,0.00000000,1.09098356,1.15477014,0.01653520,1.65118983
-5.85592796,2.60526218,0.07489702,0.00000000,1.07769351,1.14954841,0.01715615,1.63711651
-5.84992496,2.60565917,0.07609658,0.00000000,1.06351066,1.14530250,0.01774723,1.62325385
-5.84392196,2.60520941,0.07710814,0.00000000,1.04866008,1.14183234,0.01830238,1.60957729
-5.83791896,2.60357940,0.07792604,0.00000000,1.03341713,1.13895171,0.01881690,1.59609977
-5.83191596,2.60051641,0.07855037,0.00000000,1.01809910,1.13649288,0.01928757,1.58286951
-5.82591296,2.59585330,0.07898701,0.00000000,1.00305502,1.13430978,0.01971289,1.56996558
-5.81990995,2.58950991,0.07924765,0.00000000,0.98865410,1.13227976,0.02009317,1.55749189
-5.81390695,2.58149130,0.07934955,0.00000000,0.97527317,1.13030402,0.02043064,1.54556976
-5.80790395,2.57188252,0.07931515,0.00000000,0.96328367,1.12830667,0.02072942,1.53432946
-5.80190095,2.56084039,0.07917160,0.00000000,0.95303858,1.12623268,0.02099554,1.52390125
-5.79589795,2.54858225,0.07894998,0.00000000,0.94485970,1.12404464,0.02123673,1.51440611
-5.78989495,2.53537202,0.07868444,0.00000000,0.93902565,1.12171876,0.02146224,1.50594672
-5.78389195,2.52150414,0.07841110,0.00000000,0.93576098,1.11924011,0.02168253,1.49859889
-5.77788894,2.50728569,0.07816685,0.00000000,0.93522671,1.11659757,0.02190888,1.49240389
-5.77188594,2.49301759,0.07798797,0.00000000,0.93751253,1.11377856,0.02215290,1.48736199
-5.76588294,2.47897556,0.07790864,0.00000000,0.94263091,1.11076409,0.02242603,1.48342756
-5.75987994,2.46539173,0.07795952,0.00000000,0.95051348,1.10752429,0.02273897,1.48050587
-5.75387694,2.45243784,0.07816617,0.00000000,0.96100958,1.10401477,0.02310109,1.47845195
-5.74787394,2.44021089,0.07854777,0.00000000,0.97388737,1.10017411,0.02351986,1.47707164
-5.74187094,2.42872212,0.07911578,0.00000000,0.98883736,1.09592265,0.02400032,1.47612478
-5.73586793,2.41789003,0.07987301,0.00000000,1.00547844,1.09116270,0.02454460,1.47533062
-5.72986493,2.40753785,0.08081288,0.00000000,1.02336624,1.08578027,0.02515157,1.47437528
-5.72386193,2.39739592,0.08191909,0.00000000,1.04200379,1.07964815,0.02581662,1.47292096
-5.71785893,2.38710881,0.08316561,0.00000000,1.06085393,1.07263032,0.02653151,1.47061652
-5.71185593,2.37624706,0.08451718,0.00000000,1.07935338,1.06458735,0.02728448,1.46710911
-5.70585293,2.36432296,0.08593015,0.00000000,1.09692792,1.05538240,0.02806048,1.46205611
-5.69984992,2.35080963,0.08735382,0.00000000,1.11300810,1.04488766,0.02884153,1.45513702
-5.69384692,2.33516240,0.08873197,0.00000000,1.12704504,1.03299058,0.02960727,1.44606451
-5.68784392,2.31684149,0.09000491,0.00000000,1.13852569,1.01959965,0.03033568,1.43459434
-5.68184092,2.29533475,0.09111155,0.00000000,1.14698703,1.00464935,0.03100381,1.42053341
-5.67583792,2.27017936,0.09199172,0.00000000,1.15202859,0.98810392,0.03158864,1.40374580
-5.66983492,2.24098150,0.09258840,0.00000000,1.15332297,0.96995979,0.03206800,1.38415642
-5.66383192,2.20743294,0.09285000,0.00000000,1.15062383,0.95024656,0.03242137,1.36175220
-5.65782891,2.16932407,0.09273230,0.00000000,1.14377130,0.92902649,0.03263080,1.33658091
-5.65182591,2.12655267,0.09220019,0.00000000,1.13269442,0.90639273,0.03268153,1.30874778
-5.64582291,2.07912842,0.09122905,0.00000000,1.11741095,0.88246626,0.03256268,1.27841025
-5.63981991,2.02717311,0.08980563,0.00000000,1.09802432,0.85739204,0.03226766,1.24577128
-5.63381691,1.97091682,0.08792854,0.00000000,1.07471833,0.83133460,0.03179442,1.21107174
-5.62781391,1.91069066,0.08560825,0.00000000,1.04774971,0.80447340,0.03114560,1.17458238
-5.62181091,1.84691661,0.08286658,0.00000000,1.01743908,0.77699827,0.03032837,1.13659587
-5.61580790,1.78009525,0.07973584,0.00000000,0.98416082,0.74910539,0.02935417,1.09741950
-5.60980490,1.71079223,0.07625752,0.00000000,0.94833231,0.72099387,0.02823828,1.05736873
-5.60380190,1.63962402,0.07248073,0.00000000,0.91040304,0.69286313,0.02699922,1.01676207
-5.59779890,1.56724399,0.06846042,0.00000000,0.87084399,0.66491137,0.02565806,0.97591729
-5.59179590,1.49432900,0.06425546,0.00000000,0.83013781,0.63733477,0.02423769,0.93514905
-5.58579290,1.42156727,0.05992667,0.00000000,0.78876985,0.61032760,0.02276198,0.89476785
-5.57978989,1.34964757,0.05553498,0.00000000,0.74722043,0.58408299,0.02125501,0.85508004
-5.57378689,1.27924994,0.05113962,0.00000000,0.70595838,0.55879400,0.01974033,0.81638855
-5.56778389,1.21103795,0.04679660,0.00000000,0.66543574,0.53465486,0.01824022,0.77899404
-5.56178089,1.14565218,0.04255736,0.00000000,0.62608366,0.51186201,0.01677513,0.74319600
-5.55577789,1.08370474,0.03846779,0.00000000,0.58830925,0.49061458,0.01536314,0.70929333
-5.54977489,1.02577450,0.03456748,0.00000000,0.55249310,0.47111417,0.01401967,0.67758413
-5.54377189,0.97240255,0.03088928,0.00000000,0.51898740,0.45356361,0.01275717,0.64836429
-5.53776888,0.92408771,0.02745921,0.00000000,0.48811412,0.43816457,0.01158504,0.62192471
-5.53176588,0.88128162,0.02429657,0.00000000,0.46016334,0.42511398,0.01050966,0.59854694
-5.52576288,0.84438327,0.02141427,0.00000000,0.43539123,0.41459919,0.00953445,0.57849739
-5.51975988,0.81373294,0.01881942,0.00000000,0.41401777,0.40679220,0.00866019,0.56202006
-5.51375688,0.78960536,0.01651396,0.00000000,0.39622404,0.40184282,0.00788520,0.54932819
-5.50775388,0.77220246,0.01449550,0.00000000,0.38214908,0.39987135,0.00720580,0.54059508
-5.50175088,0.76164582,0.01275808,0.00000000,0.37188650,0.40096101,0.00661661,0.53594463
-5.49574787,0.75796927,0.01129306,0.00000000,0.36548097,0.40515045,0.00611103,0.53544201
-5.48974487,0.76111208,0.01008990,0.00000000,0.36292473,0.41242694,0.00568158,0.53908513
-5.48374187,0.77091327,0.00913695,0.00000000,0.36415460,0.42272049,0.00532035,0.54679742
-5.47773887,0.78710758,0.00842209,0.00000000,0.36904960,0.43589951,0.00501934,0.55842249
-5.47173587,0.80932366,0.00793334,0.00000000,0.37742961,0.45176823,0.00477076,0.57372112
-5.46573287,0.83708496,0.00765935,0.00000000,0.38905541,0.47006635,0.00456731,0.59237115
-5.45972986,0.86981364,0.00758972,0.00000000,0.40363018,0.49047100,0.00440241,0.61397027
-5.45372686,0.90683789,0.00771532,0.00000000,0.42080292,0.51260132,0.00427032,0.63804218
-5.44772386,0.94740268,0.00802837,0.00000000,0.44017367,0.53602546,0.00416626,0.66404592
-5.44172086,0.99068395,0.00852250,0.00000000,0.46130075,0.56027015,0.00408643,0.69138818
-5.43571786,1.03580590,0.00919270,0.00000000,0.48370984,0.58483229,0.00402801,0.71943845
-5.42971486,1.08186107,0.01003514,0.00000000,0.50690470,0.60919251,0.00398908,0.74754632
-5.42371186,1.12793258,0.01104696,0.00000000,0.53037933,0.63282999,0.00396852,0.77506039
-5.41770885,1.17311762,0.01222593,0.00000000,0.55363116,0.65523810,0.00396590,0.80134805
-5.41170585,1.21655163,0.01357017,0.00000000,0.57617464,0.67594017,0.00398126,0.82581531
-5.40570285,1.25743190,0.01507768,0.00000000,0.59755505,0.69450477,0.00401499,0.84792577
-5.39969985,1.29503976,0.01674597,0.00000000,0.61736151,0.71055979,0.00406764,0.86721799
-5.39369685,1.32876048,0.01857162,0.00000000,0.63523908,0.72380467,0.00413970,0.88332041
-5.38769385,1.35809978,0.02054989,0.00000000,0.65089902,0.73402027,0.00423151,0.89596303
-5.38169085,1.38269636,0.02267431,0.00000000,0.66412701,0.74107584,0.00434303,0.90498550
-5.37568784,1.40232983,0.02493634,0.00000000,0.67478869,0.74493279,0.00447378,0.91034103
-5.36968484,1.41692355,0.02732511,0.00000000,0.68283238,0.74564503,0.00462273,0.91209602
-5.36368184,1.42654232,0.02982719,0.00000000,0.68828874,0.74335586,0.00478824,0.91042538
-5.35767884,1.43138499,0.03242648,0.00000000,0.69126733,0.73829149,0.00496803,0.90560371
-5.35167584,1.43177221,0.03510415,0.00000000,0.69195014,0.73075153,0.00515924,0.89799281
-5.34567284,1.42812992,0.03783874,0.00000000,0.69058246,0.72109680,0.00535843,0.88802599
-5.33966983,1.42096932,0.04060631,0.00000000,0.68746124,0.70973501,0.00556167,0.87618994
-5.33366683,1.41086413,0.04338072,0.00000000,0.68292166,0.69710493,0.00576471,0.86300493
-5.32766383,1.39842623,0.04613398,0.00000000,0.67732234,0.68365983,0.00596303,0.84900417
-5.32166083,1.38428064,0.04883671,0.00000000,0.67102984,0.66985065,0.00615205,0.83471330
-5.31565783,1.36904097,0.05145864,0.00000000,0.66440316,0.65610991,0.00632727,0.82063077
-5.30965483,1.35328643,0.05396921,0.00000000,0.65777888,0.64283676,0.00648443,0.80720985
-5.30365183,1.33754119,0.05633818,0.00000000,0.65145757,0.63038389,0.00661969,0.79484315
-5.29764882,1.32225714,0.05853631,0.00000000,0.64569205,0.61904675,0.00672974,0.78384995
-5.29164582,1.30780052,0.06053597,0.00000000,0.64067798,0.60905550,0.00681199,0.77446700
-5.28564282,1.29444307,0.06231187,0.00000000,0.63654722,0.60056980,0.00686463,0.76684289
-5.27963982,1.28235793,0.06384163,0.00000000,0.63336405,0.59367681,0.00688675,0.76103619
-5.27363682,1.27162033,0.06510645,0.00000000,0.63112461,0.58839221,0.00687842,0.75701728
-5.26763382,1.26221307,0.06609163,0.00000000,0.62975933,0.58466413,0.00684069,0.75467370
-5.26163082,1.25403639,0.06678707,0.00000000,0.62913831,0.58237983,0.00677562,0.75381874
-5.25562781,1.24692172,0.06718773,0.00000000,0.62907934,0.58137478,0.00668631,0.75420271
-5.24962481,1.24064868,0.06729393,0.00000000,0.62935818,0.58144358,0.00657678,0.75552658
-5.24362181,1.23496455,0.06711164,0.00000000,0.62972061,0.58235237,0.00645199,0.75745723
-5.23761881,1.22960522,0.06665258,0.00000000,0.62989565,0.58385216,0.00631774,0.75964368
-5.23161581,1.22431671,0.06593427,0.00000000,0.62960951,0.58569243,0.00618055,0.76173375
-5.22561281,1.21887618,0.06497991,0.00000000,0.62859939,0.58763443,0.00604760,0.76339034
-5.21960980,1.21311152,0.06381815,0.00000000,0.62662676,0.58946376,0.00592657,0.76430680
-5.21360680,1.20691846,0.06248269,0.00000000,0.62348949,0.59100144,0.00582552,0.76422067
-5.20760380,1.20027438,0.06101172,0.00000000,0.61903217,0.59211324,0.00575275,0.76292535
-5.20160080,1.19324809,0.05944728,0.00000000,0.61315447,0.59271676,0.00571666,0.76027916
-5.19559780,1.18600501,0.05783437,0.00000000,0.60581695,0.59278586,0.00572553,0.75621155
