energy_ev,total_up,Hf_p_up,Hf_d_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up
-6.00000000,1.51293670,1.23122727,0.35839493,0.49380788,0.00388419,0.65895128,0.00000000
-5.99399700,1.58990625,1.31211936,0.37260774,0.51175679,0.00423071,0.69893351,0.00000000
-5.98799400,1.66701198,1.39438542,0.38665187,0.52839789,0.00460993,0.73998369,0.00000000
-5.98199100,1.74384948,1.47740141,0.40052961,0.54368999,0.00502175,0.78180434,0.00000000
-5.97598799,1.82003232,1.56050658,0.41426233,0.55762046,0.00546597,0.82408262,0.00000000
-5.96998499,1.89519363,1.64301321,0.42788819,0.57020387,0.00594229,0.86649392,0.00000000
-5.96398199,1.96898700,1.72421801,0.44145894,0.58147981,0.00645024,0.90870590,0.00000000
-5.95797899,2.04108674,1.80341473,0.45503608,0.59150993,0.00698917,0.95038305,0.00000000
-5.95197599,2.11118745,1.87990757,0.46868630,0.60037430,0.00755817,0.99119136,0.00000000
-5.94597299,2.17900290,1.95302480,0.48247665,0.60816730,0.00815604,1.03080310,0.00000000
-5.93996998,2.24426427,2.02213199,0.49646937,0.61499318,0.00878122,1.06890134,0.00000000
-5.93396698,2.30671774,2.08664417,0.51071683,0.62096149,0.00943172,1.10518404,0.00000000
-5.92796398,2.36612143,2.14603649,0.52525659,0.62618245,0.01010509,1.13936750,0.00000000
-5.92196098,2.42224194,2.19985272,0.54010693,0.63076264,0.01079831,1.17118903,0.00000000
-5.91595798,2.47485056,2.24771132,0.55526312,0.63480102,0.01150781,1.20040873,0.00000000
-5.90995498,2.52371952,2.28930893,0.57069449,0.63838545,0.01222942,1.22681036,0.00000000
-5.90395198,2.56861856,2.32442125,0.58634254,0.64158995,0.01295833,1.25020145,0.00000000
-5.89794897,2.60931230,2.35290140,0.60212039,0.64447275,0.01368916,1.27041277,0.00000000
-5.89194597,2.64555872,2.37467629,0.61791338,0.64707520,0.01441593,1.28729728,0.00000000
-5.88594297,2.67710925,2.38974128,0.63358112,0.64942164,0.01513221,1.30072904,0.00000000
-5.87993997,2.70371074,2.39815384,0.64896088,0.65152020,0.01583112,1.31060219,0.00000000
-5.87393697,2.72510949,2.40002665,0.66387215,0.65336449,0.01650554,1.31683026,0.00000000
-5.86793397,2.74105755,2.39552081,0.67812235,0.65493604,0.01714819,1.31934616,0.00000000
-5.86193097,2.75132102,2.38483956,0.69151337,0.65620751,0.01775183,1.31810291,0.00000000
-5.85592796,2.75569017,2.36822290,0.70384861,0.65714621,0.01830942,1.31307513,0.00000000
-5.84992496,2.75399086,2.34594327,0.71494038,0.65771796,0.01881432,1.30426139,0.00000000
-5.84392196,2.74609658,2.31830242,0.72461702,0.65789092,0.01926046,1.29168714,0.00000000
-5.83791896,2.73194052,2.28562926,0.73272964,0.65763918,0.01964251,1.27540816,0.00000000
-5.83191596,2.71152662,2.24827848,0.73915795,0.65694579,0.01995601,1.25551402,0.00000000
-5.82591296,2.68493889,2.20662965,0.74381497,0.65580520,0.02019754,1.23213142,0.00000000
-5.81990995,2.65234834,2.16108626,0.74665034,0.65422470,0.02036477,1.20542692,0.00000000
-5.81390695,2.61401672,2.11207456,0.74765204,0.65222499,0.02045651,1.17560880,0.00000000
-5.80790395,2.57029670,2.06004149,0.74684652,0.64983965,0.02047275,1.14292767,0.00000000
-5.80190095,2.52162831,2.00545182,0.74429714,0.64711366,0.02041458,1.10767569,0.00000000
-5.79589795,2.46853163,1.94878409,0.74010115,0.64410107,0.02028417,1.07018426,0.00000000
-5.78989495,2.41159603,1.89052541,0.73438531,0.64086189,0.02008466,1.03082001,0.00000000
-5.78389195,2.35146636,1.83116532,0.72730044,0.63745856,0.01982001,0.98997943,0.00000000
-5.77788894,2.28882687,1.77118887,0.71901529,0.63395218,0.01949486,0.94808202,0.00000000
-5.77188594,2.22438371,1.71106929,0.70970991,0.63039879,0.01911440,0.90556243,0.00000000
-5.76588294,2.15884663,1.65126067,0.69956900,0.62684593,0.01868417,0.86286168,0.00000000
-5.75987994,2.09291105,1.59219102,0.68877555,0.62332984,0.01820994,0.82041804,0.00000000
-5.75387694,2.02724113,1.53425609,0.67750495,0.61987324,0.01769752,0.77865774,0.00000000
-5.74787394,1.96245449,1.47781433,0.66591989,0.61648419,0.01715270,0.73798590,0.00000000
-5.74187094,1.89910930,1.42318306,0.65416616,0.61315564,0.01658108,0.69877803,0.00000000
-5.73586793,1.83769385,1.37063616,0.64236952,0.60986607,0.01598802,0.66137236,0.00000000
-5.72986493,1.77861900,1.32040297,0.63063351,0.60658083,0.01537857,0.62606318,0.00000000
-5.72386193,1.72221326,1.27266857,0.61903828,0.60325416,0.01475743,0.59309537,0.00000000
-5.71785893,1.66872061,1.22757494,0.60764037,0.59983176,0.01412893,0.56266024,0.00000000
-5.71185593,1.61830055,1.18522285,0.59647316,0.59625349,0.01349704,0.53489272,0.00000000
-5.70585293,1.57103016,1.14567410,0.58554807,0.59245620,0.01286535,0.50986996,0.00000000
-5.69984992,1.52690787,1.10895385,0.57485618,0.58837634,0.01223711,0.48761116,0.00000000
-5.69384692,1.48585840,1.07505262,0.56437022,0.58395220,0.01161524,0.46807890,0.00000000
-5.68784392,1.44773872,1.04392792,0.55404688,0.57912570,0.01100234,0.45118152,0.00000000
-5.68184092,1.41234478,1.01550535,0.54382919,0.57384361,0.01040073,0.43677679,0.00000000
-5.67583792,1.37941866,0.98967913,0.53364906,0.56805813,0.00981246,0.42467665,0.00000000
-5.66983492,1.34865629,0.96631220,0.52342991,0.56172704,0.00923929,0.41465283,0.00000000
-5.66383192,1.31971553,0.94523621,0.51308928,0.55481339,0.00868278,0.40644346,0.00000000
-5.65782891,1.29222461,0.92625143,0.50254158,0.54728479,0.00814419,0.39976030,0.00000000
-5.65182591,1.26579110,0.90912718,0.49170084,0.53911271,0.00762459,0.39429658,0.00000000
-5.64582291,1.24001114,0.89360289,0.48048349,0.53027170,0.00712478,0.38973520,0.00000000
-5.63981991,1.21447919,0.87939024,0.46881120,0.52073881,0.00664537,0.38575715,0.00000000
-5.63381691,1.18879797,0.86617658,0.45661364,0.51049333,0.00618672,0.38204984,0.00000000
-5.62781391,1.16258858,0.85362969,0.44383121,0.49951690,0.00574903,0.37831518,0.00000000
-5.62181091,1.13550043,0.84140402,0.43041754,0.48779411,0.00533227,0.37427711,0.00000000
-5.61580790,1.10722094,0.82914836,0.41634176,0.47531347,0.00493629,0.36968844,0.00000000
-5.60980490,1.07748431,0.81651453,0.40159037,0.46206879,0.00456076,0.36433661,0.00000000
-5.60380190,1.04607937,0.80316704,0.38616868,0.44806087,0.00420526,0.35804836,0.00000000
-5.59779890,1.01285591,0.78879300,0.37010160,0.43329924,0.00386927,0.35069298,0.00000000
-5.59179590,0.97772926,0.77311212,0.35343383,0.41780402,0.00355220,0.34218426,0.00000000
-5.58579290,0.94068284,0.75588601,0.33622938,0.40160748,0.00325344,0.33248078,0.00000000
-5.57978989,0.90176852,0.73692644,0.31857029,0.38475534,0.00297236,0.32158494,0.00000000
-5.57378689,0.86110470,0.71610205,0.30055478,0.36730758,0.00270832,0.30954041,0.00000000
-5.56778389,0.81887211,0.69334311,0.28229472,0.34933869,0.00246070,0.29642845,0.00000000
-5.56178089,0.77530756,0.66864407,0.26391257,0.33093723,0.00222891,0.28236317,0.00000000
-5.55577789,0.73069582,0.64206371,0.24553797,0.31220476,0.00201239,0.26748589,0.00000000
-5.54977489,0.68536001,0.61372287,0.22730406,0.29325413,0.00181061,0.25195896,0.00000000
-5.54377189,0.63965092,0.58379993,0.20934371,0.27420721,0.00162307,0.23595928,0.00000000
-5.53776888,0.59393574,0.55252412,0.19178589,0.25519207,0.00144929,0.21967179,0.00000000
-5.53176588,0.54858667,0.52016722,0.17475220,0.23633991,0.00128880,0.20328318,0.00000000
-5.52576288,0.50396985,0.48703385,0.15835384,0.21778179,0.00114114,0.18697604,0.00000000
-5.51975988,0.46043520,0.45345099,0.14268906,0.19964532,0.00100583,0.17092368,0.00000000
-5.51375688,0.41830731,0.41975723,0.12784118,0.18205150,0.00088242,0.15528578,0.00000000
-5.50775388,0.37787792,0.38629217,0.11387720,0.16511184,0.00077040,0.14020489,0.00000000
-5.50175088,0.33940011,0.35338652,0.10084718,0.14892594,0.00066926,0.12580396,0.00000000
-5.49574787,0.30308427,0.32135336,0.08878408,0.13357952,0.00057847,0.11218479,0.00000000
-5.48974487,0.26909601,0.29048074,0.07770433,0.11914311,0.00049747,0.09942746,0.00000000
-5.48374187,0.23755585,0.26102608,0.06760887,0.10567129,0.00042569,0.08759061,0.00000000
-5.47773887,0.20854062,0.23321230,0.05848458,0.09320260,0.00036256,0.07671247,0.00000000
-5.47173587,0.18208635,0.20722592,0.05030612,0.08176003,0.00030749,0.06681261,0.00000000
-5.46573287,0.15819240,0.18321696,0.04303795,0.07135200,0.00025991,0.05789406,0.00000000
-5.45972986,0.13682657,0.16130050,0.03663653,0.06197391,0.00021925,0.04994593,0.00000000
-5.45372686,0.11793091,0.14155976,0.03105249,0.05360992,0.00018498,0.04294621,0.00000000
-5.44772386,0.10142792,0.12405040,0.02623283,0.04623506,0.00015662,0.03686458,0.00000000
-5.44172086,0.08722683,0.10880564,0.02212290,0.03981752,0.00013370,0.03166536,0.00000000
-5.43571786,0.07522976,0.09584207,0.01866832,0.03432091,0.00011583,0.02731013,0.00000000
-5.42971486,0.06533744,0.08516553,0.01581649,0.02970650,0.00010268,0.02376025,0.00000000
-5.42371186,0.05745438,0.07677693,0.01351804,0.02593533,0.00009398,0.02097901,0.00000000
-5.41770885,0.05149324,0.07067761,0.01172782,0.02297000,0.00008953,0.01893345,0.00000000
-5.41170585,0.04737827,0.06687391,0.01040569,0.02077629,0.00008919,0.01759570,0.00000000
-5.40570285,0.04504779,0.06538076,0.00951698,0.01932427,0.00009292,0.01694395,0.00000000
-5.39969985,0.04445549,0.06622394,0.00903269,0.01858913,0.00010071,0.01696291,0.00000000
-5.39369685,0.04557072,0.06944105,0.00892937,0.01855147,0.00011262,0.01764382,0.00000000
-5.38769385,0.04837758,0.07508083,0.00918881,0.01919727,0.00012876,0.01898396,0.00000000
-5.38169085,0.05287291,0.08320103,0.00979746,0.02051733,0.00014929,0.02098580,0.00000000
-5.37568784,0.05906328,0.09386462,0.01074564,0.02250633,0.00017438,0.02365566,0.00000000
-5.36968484,0.06696104,0.10713457,0.01202662,0.02516152,0.00020422,0.02700199,0.00000000
-5.36368184,0.07657952,0.12306734,0.01363556,0.02848108,0.00023900,0.03103342,0.00000000
-5.35767884,0.08792766,0.14170527,0.01556827,0.03246217,0.00027887,0.03575647,0.00000000
-5.35167584,0.10100422,0.16306815,0.01782010,0.03709887,0.00032395,0.04117316,0.00000000
-5.34567284,0.11579174,0.18714451,0.02038462,0.04237998,0.00037432,0.04727856,0.00000000
-5.33966983,0.13225073,0.21388282,0.02325250,0.04828686,0.00042996,0.05405832,0.00000000
-5.33366683,0.15031412,0.24318326,0.02641043,0.05479138,0.00049077,0.06148647,0.00000000
-5.32766383,0.16988261,0.27489057,0.02984022,0.06185413,0.00055658,0.06952343,0.00000000
-5.32166083,0.19082089,0.30878829,0.03351815,0.06942301,0.00062709,0.07811451,0.00000000
-5.31565783,0.21295536,0.34459522,0.03741453,0.07743230,0.00070192,0.08718893,0.00000000
-5.30965483,0.23607337,0.38196422,0.04149368,0.08580231,0.00078059,0.09665945,0.00000000
-5.30365183,0.25992442,0.42048395,0.04571422,0.09443970,0.00086257,0.10642287,0.00000000
-5.29764882,0.28422333,0.45968371,0.05002978,0.10323856,0.00094726,0.11636122,0.00000000
-5.29164582,0.30865560,0.49904157,0.05439021,0.11208224,0.00103406,0.12634392,0.00000000
-5.28564282,0.33288485,0.53799574,0.05874313,0.12084597,0.00112242,0.13623064,0.00000000
-5.27963982,0.35656231,0.57595908,0.06303594,0.12940019,0.00121185,0.14587515,0.00000000
-5.27363682,0.37933817,0.61233628,0.06721825,0.13761458,0.00130206,0.15512973,0.00000000
-5.26763382,0.40087440,0.64654340,0.07124466,0.14536263,0.00139297,0.16385030,0.00000000
