energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-3.31065533,1.18372375,0.41750534,0.50570465,0.00021145,0.02564039,0.20322893,0.49597591,0.00250628,0.11119222
-3.30465233,1.22901053,0.40458115,0.51665620,0.00019304,0.02692381,0.19853159,0.53445109,0.00253442,0.11680337
-3.29864932,1.28245491,0.39252163,0.52884936,0.00017818,0.02837510,0.19438144,0.57926135,0.00260480,0.12275067
-3.29264632,1.34424878,0.38136993,0.54229177,0.00016705,0.03001695,0.19087509,0.63056421,0.00272258,0.12900502
-3.28664332,1.41458631,0.37119305,0.55702815,0.00015984,0.03187194,0.18811348,0.68847663,0.00289302,0.13553850
-3.28064032,1.49365325,0.36207868,0.57313916,0.00015672,0.03396187,0.18619781,0.75306747,0.00312136,0.14232487
-3.27463732,1.58161395,0.35413112,0.59073846,0.00015782,0.03630699,0.18522556,0.82434967,0.00341273,0.14933991
-3.26863432,1.67859634,0.34746647,0.60996789,0.00016328,0.03892515,0.18528637,0.90227249,0.00377199,0.15656159
-3.26263132,1.78467511,0.34220717,0.63099097,0.00017324,0.04183098,0.18645826,0.98671362,0.00420364,0.16396999
-3.25662831,1.89985334,0.33847626,0.65398478,0.00018779,0.04503503,0.18880402,1.07747152,0.00471160,0.17154706
-3.25062531,2.02404320,0.33639136,0.67913040,0.00020705,0.04854293,0.19236793,1.17425806,0.00529910,0.17927606
-3.24462231,2.15704610,0.33605867,0.70660240,0.00023107,0.05235462,0.19717299,1.27669159,0.00596845,0.18714080
-3.23861931,2.29853319,0.33756715,0.73655753,0.00025990,0.05646355,0.20321848,1.38429085,0.00672092,0.19512468
-3.23261631,2.44802696,0.34098312,0.76912329,0.00029355,0.06085617,0.21047824,1.49646995,0.00755655,0.20320947
-3.22661331,2.60488483,0.34634545,0.80438663,0.00033196,0.06551134,0.21889931,1.61253477,0.00847401,0.21137407
-3.22061031,2.76828592,0.35366147,0.84238358,0.00037503,0.07040009,0.22840142,1.73168133,0.00947048,0.21959317
-3.21460730,2.93722187,0.36290393,0.88309004,0.00042258,0.07548547,0.23887701,1.85299651,0.01054155,0.22783593
-3.20860430,3.11049280,0.37400891,0.92641448,0.00047435,0.08072267,0.25019204,1.97546149,0.01168119,0.23606489
-3.20260130,3.28670936,0.38687498,0.97219276,0.00053001,0.08605940,0.26218752,2.09795861,0.01288170,0.24423499
-3.19659830,3.46430156,0.40136354,1.02018561,0.00058912,0.09143653,0.27468183,2.21928168,0.01413379,0.25229302
-3.19059530,3.64153494,0.41730044,1.07007890,0.00065115,0.09678893,0.28747379,2.33815029,0.01542664,0.26017749
-3.18459230,3.81653422,0.43447873,1.12148675,0.00071548,0.10204672,0.30034650,2.45322803,0.01674806,0.26781887
-3.17858929,3.98731451,0.45266255,1.17395765,0.00078140,0.10713659,0.31307182,2.56314470,0.01808465,0.27514051
-3.17258629,4.15181927,0.47159196,1.22698312,0.00084813,0.11198346,0.32541556,2.66652216,0.01942206,0.28205995
-3.16658329,4.30796443,0.49098855,1.28000892,0.00091480,0.11651225,0.33714304,2.76200335,0.02074524,0.28849084
-3.16058029,4.45368725,0.51056163,1.33244809,0.00098053,0.12064973,0.34802503,2.84828379,0.02203875,0.29434530
-3.15457729,4.58699834,0.53001474,1.38369542,0.00104437,0.12432653,0.35784392,2.92414465,0.02328709,0.29953661
-3.14857429,4.70603502,0.54905221,1.43314276,0.00110541,0.12747899,0.36639974,2.98848618,0.02447500,0.30398220
-3.14257129,4.80911398,0.56738568,1.48019451,0.00116272,0.13005102,0.37351597,3.04036048,0.02558783,0.30760680
-3.13656828,4.89478107,0.58474008,1.52428262,0.00121545,0.13199575,0.37904484,3.07900199,0.02661183,0.31034540
-3.13056528,4.96185612,0.60085925,1.56488058,0.00126282,0.13327698,0.38287200,3.10385467,0.02753448,0.31214625
-3.12456228,5.00947092,0.61551067,1.60151589,0.00130414,0.13387028,0.38492016,3.11459425,0.02834471,0.31297325
-3.11855928,5.03709854,0.62848944,1.63378053,0.00133887,0.13376379,0.38515178,3.11114478,0.02903321,0.31280804
-3.11255628,5.04457265,0.63962139,1.66133925,0.00136660,0.13295871,0.38357046,3.09368812,0.02959253,0.31165135
-3.10655328,5.03209603,0.64876522,1.68393543,0.00138709,0.13146922,0.38022115,3.06266599,0.03001727,0.30952367
-3.10055028,5.00023768,0.65581382,1.70139452,0.00140027,0.12932221,0.37518896,3.01877408,0.03030416,0.30646512
-3.09454727,4.94991854,0.66069472,1.71362510,0.00140626,0.12655648,0.36859676,2.96294806,0.03045212,0.30253459
-3.08854427,4.88238661,0.66336980,1.72061787,0.00140534,0.12322164,0.36060154,2.89634207,0.03046218,0.29780805
-3.08254127,4.79918218,0.66383443,1.72244267,0.00139797,0.11937674,0.35138972,2.82030008,0.03033751,0.29237618
-3.07653827,4.70209475,0.66211605,1.71924395,0.00138476,0.11508857,0.34117167,2.73632122,0.03008324,0.28634151
-3.07053527,4.59311349,0.65827238,1.71123504,0.00136644,0.11042982,0.33017546,2.64602035,0.02970637,0.27981499
-3.06453227,4.47437290,0.65238931,1.69869155,0.00134386,0.10547716,0.31864027,2.55108524,0.02921555,0.27291235
-3.05852926,4.34809613,0.64457862,1.68194418,0.00131796,0.10030920,0.30680965,2.45323206,0.02862089,0.26575034
-3.05252626,4.21653793,0.63497558,1.66137130,0.00128970,0.09500451,0.29492483,2.35416064,0.02793373,0.25844310
-3.04652326,4.08192918,0.62373641,1.63739153,0.00126008,0.08963978,0.28321838,2.25551139,0.02716639,0.25109863
-3.04052026,3.94642511,0.61103578,1.61045647,0.00123009,0.08428807,0.27190841,2.15882521,0.02633186,0.24381585
-3.03451726,3.81205868,0.59706422,1.58104367,0.00120064,0.07901727,0.26119347,2.06550778,0.02544359,0.23668200
-3.02851426,3.68070042,0.58202554,1.54965002,0.00117261,0.07388884,0.25124834,1.97679941,0.02451520,0.22977080
-3.02251126,3.55402581,0.56613420,1.51678544,0.00114678,0.06895677,0.24222065,1.89375125,0.02356015,0.22314118
-3.01650825,3.43349064,0.54961264,1.48296702,0.00112380,0.06426683,0.23422862,1.81720850,0.02259158,0.21683677
-3.01050525,3.32031472,0.53268857,1.44871335,0.00110424,0.05985612,0.22735963,1.74780076,0.02162200,0.21088605
-3.00450225,3.21547366,0.51559216,1.41453917,0.00108852,0.05575288,0.22166986,1.68593953,0.02066309,0.20530310
-2.99849925,3.11969837,0.49855323,1.38095013,0.00107696,0.05197655,0.21718470,1.63182254,0.01972550,0.20008887
-2.99249625,3.03348154,0.48179832,1.34843771,0.00106975,0.04853809,0.21390001,1.58544433,0.01881873,0.19523298
-2.98649325,2.95709010,0.46554780,1.31747411,0.00106701,0.04544044,0.21178392,1.54661231,0.01795093,0.19071570
-2.98049025,2.89058275,0.45001290,1.28850710,0.00106876,0.04267927,0.21077931,1.51496729,0.01712887,0.18651021
-2.97448724,2.83383124,0.43539283,1.26195495,0.00107499,0.04024376,0.21080661,1.49000763,0.01635789,0.18258489
-2.96848424,2.78654431,0.42187188,1.23820112,0.00108565,0.03811752,0.21176689,1.47111582,0.01564184,0.17890553
-2.96248124,2.74829327,0.40961678,1.21758916,0.00110071,0.03627963,0.21354521,1.45758646,0.01498315,0.17543744
-2.95647824,2.71853795,0.39877410,1.20041746,0.00112016,0.03470564,0.21601403,1.44865466,0.01438286,0.17214727
-2.95047524,2.69665240,0.38946793,1.18693430,0.00114408,0.03336862,0.21903658,1.44352394,0.01384072,0.16900456
-2.94447224,2.68194943,0.38179790,1.17733310,0.00117263,0.03224022,0.22247035,1.44139286,0.01335533,0.16598294
-2.93846923,2.67370347,0.37583748,1.17174814,0.00120611,0.03129162,0.22617037,1.44147961,0.01292424,0.16306100
-2.93246623,2.67117142,0.37163274,1.17025087,0.00124501,0.03049446,0.22999238,1.44304418,0.01254414,0.16022283
-2.92646323,2.67361119,0.36920153,1.17284712,0.00128996,0.02982170,0.23379592,1.44540763,0.01221102,0.15745825
-2.92046023,2.68029794,0.36853324,1.17947521,0.00134184,0.02924831,0.23744725,1.44796829,0.01192036,0.15476274
-2.91445723,2.69053802,0.36958901,1.19000539,0.00140175,0.02875195,0.24082195,1.45021462,0.01166729,0.15213715
-2.90845423,2.70368075,0.37230259,1.20424062,0.00147102,0.02831343,0.24380749,1.45173494,0.01144677,0.14958727
-2.90245123,2.71912828,0.37658176,1.22191884,0.00155124,0.02791709,0.24630541,1.45222390,0.01125379,0.14712321
-2.89644822,2.73634357,0.38231023,1.24271692,0.00164425,0.02755106,0.24823328,1.45148587,0.01108350,0.14475868
-2.89044522,2.75485697,0.38935023,1.26625617,0.00175212,0.02720734,0.24952633,1.44943555,0.01093136,0.14251032
-2.88444222,2.77427126,0.39754541,1.29210943,0.00187713,0.02688182,0.25013874,1.44609584,0.01079329,0.14039683
-2.87843922,2.79426545,0.40672434,1.31980973,0.00202174,0.02657412,0.25004451,1.44159334,0.01066577,0.13843825
-2.87243622,2.81459734,0.41670415,1.34886004,0.00218854,0.02628732,0.24923789,1.43615170,0.01054591,0.13665513
-2.86643322,2.83510487,0.42729455,1.37874420,0.00238019,0.02602769,0.24773340,1.43008304,0.01043154,0.13506779
-2.86043022,2.85570617,0.43830194,1.40893844,0.00259936,0.02580420,0.24556534,1.42377769,0.01032126,0.13369558
-2.85442721,2.87639827,0.44953342,1.43892328,0.00284859,0.02562808,0.24278679,1.41769262,0.01021446,0.13255613
-2.84842421,2.89725442,0.46080084,1.46819542,0.00313025,0.02551230,0.23946814,1.41233867,0.01011127,0.13166470
-2.84242121,2.91841985,0.47192451,1.49627915,0.00344641,0.02547102,0.23569521,1.40826693,0.01001261,0.13103352
-2.83641821,2.94010603,0.48273662,1.52273702,0.00379869,0.02551902,0.23156692,1.40605455,0.00992008,0.13067122
-2.83041521,2.96258330,0.49308419,1.54717929,0.00418821,0.02567122,0.22719256,1.40629017,0.00983593,0.13058234
-2.82441221,2.98617204,0.50283160,1.56927204,0.00461540,0.02594212,0.22268887,1.40955931,0.00976292,0.13076691
-2.81840920,3.01123232,0.51186239,1.58874350,0.00507995,0.02634535,0.21817681,1.41642999,0.00970426,0.13122020
-2.81240620,3.03815237,0.52008067,1.60538854,0.00558068,0.02689324,0.21377834,1.42743881,0.00966348,0.13193256
-2.80640320,3.06733593,0.52741167,1.61907118,0.00611549,0.02759645,0.20961305,1.44307779,0.00964424,0.13288944
-2.80040020,3.09918890,0.53380187,1.62972515,0.00668132,0.02846366,0.20579502,1.46378217,0.00965028,0.13407161
-2.79439720,3.13410546,0.53921838,1.63735235,0.00727412,0.02950125,0.20242973,1.48991944,0.00968516,0.13545548
-2.78839420,3.17245414,0.54364785,1.64201956,0.00788887,0.03071313,0.19961139,1.52177976,0.00975223,0.13701371
-2.78239120,3.21456416,0.54709486,1.64385339,0.00851967,0.03210053,0.19742048,1.55956801,0.00985436,0.13871584
-2.77638819,3.26071243,0.54957992,1.64303379,0.00915983,0.03366187,0.19592186,1.60339753,0.00999391,0.14052920
-2.77038519,3.31111160,0.55113711,1.63978635,0.00980200,0.03539267,0.19516324,1.65328566,0.01017252,0.14241978
-2.76438219,3.36589949,0.55181158,1.63437373,0.01043835,0.03728547,0.19517428,1.70915122,0.01039107,0.14435331
-2.75837919,3.42513041,0.55165694,1.62708659,0.01106079,0.03932981,0.19596616,1.77081392,0.01064953,0.14629621
-2.75237619,3.48876848,0.55073267,1.61823438,0.01166119,0.04151226,0.19753168,1.83799571,0.01094693,0.14821667
-2.74637319,3.55668351,0.54910177,1.60813631,0.01223160,0.04381644,0.19984600,1.91032403,0.01128132,0.15008549
-2.74037019,3.62864952,0.54682864,1.59711303,0.01276452,0.04622316,0.20286771,1.98733698,0.01164978,0.15187698
-2.73436718,3.70434612,0.54397744,1.58547913,0.01325314,0.04871057,0.20654048,2.06849023,0.01204843,0.15356955
-2.72836418,3.78336305,0.54061087,1.57353701,0.01369153,0.05125437,0.21079501,2.15316572,0.01247249,0.15514627
-2.72236118,3.86520773,0.53678966,1.56157224,0.01407486,0.05382815,0.21555137,2.24068185,0.01291644,0.15659510
-2.71635818,3.94931589,0.53257252,1.54985058,0.01439953,0.05640372,0.22072147,2.33030517,0.01337407,0.15790907
-2.71035518,4.03506511,0.52801686,1.53861677,0.01466329,0.05895160,0.22621175,2.42126321,0.01383874,0.15908616
-2.70435218,4.12179084,0.52318007,1.52809510,0.01486530,0.06144155,0.23192592,2.51275835,0.01430351,0.16012902
-2.69834917,4.20880469,0.51812122,1.51849152,0.01500616,0.06384314,0.23776762,2.60398241,0.01476137,0.16104465
-2.69234617,4.29541404,0.51290335,1.50999723,0.01508781,0.06612646,0.24364298,2.69413152,0.01520547,0.16184379
-2.68634317,4.38094257,0.50759580,1.50279311,0.01511350,0.06826277,0.24946303,2.78242106,0.01562938,0.16254036
-2.68034017,4.46475055,0.50227677,1.49705486,0.01508762,0.07022527,0.25514572,2.86810010,0.01602724,0.16315079
-2.67433717,4.54625406,0.49703567,1.49295805,0.01501553,0.07198977,0.26061768,2.95046490,0.01639404,0.16369332
-2.66833417,4.62494212,0.49197503,1.49068275,0.01490333,0.07353535,0.26581560,3.02887099,0.01672572,0.16418733
-2.66233117,4.70039053,0.48721196,1.49041691,0.01475769,0.07484502,0.27068710,3.10274344,0.01701937,0.16465267
-2.65632816,4.77227172,0.48287868,1.49235823,0.01458556,0.07590613,0.27519123,3.17158463,0.01727330,0.16510900
-2.65032516,4.84035951,0.47912211,1.49671383,0.01439392,0.07671078,0.27929843,3.23497943,0.01748703,0.16557527
-2.64432216,4.90452842,0.47610240,1.50369748,0.01418961,0.07725604,0.28299012,3.29259719,0.01766133,0.16606909
-2.63831916,4.96474698,0.47399013,1.51352410,0.01397904,0.07754394,0.28625782,3.34419076,0.01779812,0.16660629
-2.63231616,5.02106520,0.47296239,1.52640161,0.01376801,0.07758137,0.28910193,3.38959212,0.01790034,0.16720041
-2.62631316,5.07359652,0.47319767,1.54252025,0.01356159,0.07737972,0.29153024,3.42870525,0.01797175,0.16786229
-2.62031016,5.12249505,0.47486962,1.56203966,0.01336394,0.07695442,0.29355616,3.46149628,0.01801673,0.16859968
-2.61430715,5.16792912,0.47814005,1.58507450,0.01317823,0.07632430,0.29519693,3.48798171,0.01804005,0.16941686
-2.60830415,5.21005292,0.48315132,1.61167911,0.01300661,0.07551077,0.29647176,3.50821540,0.01804657,0.17031433
-2.60230115,5.24897768,0.49001844,1.64183237,0.01285019,0.07453706,0.29740011,3.52227515,0.01804101,0.17128861
-2.59629815,5.28474457,0.49882135,1.67542357,0.01270906,0.07342728,0.29800018,3.53024995,0.01802773,0.17233209
-2.59029515,5.31730119,0.50959762,1.71224037,0.01258241,0.07220557,0.29828771,3.53222878,0.01801049,0.17343301
-2.58429215,5.34648366,0.52233620,1.75195995,0.01246860,0.07089527,0.29827523,3.52829192,0.01799228,0.17457561
-2.57828914,5.37200591,0.53697240,1.79414413,0.01236531,0.06951818,0.29797173,3.51850560,0.01797527,0.17574051
-2.57228614,5.39345763,0.55338463,1.83823939,0.01226975,0.06809398,0.29738287,3.50292058,0.01796071,0.17690520
-2.56628314,5.41031174,0.57139309,1.88358215,0.01217880,0.06663977,0.29651168,3.48157497,0.01794900,0.17804490
-2.56028014,5.42194158,0.59076076,1.92940979,0.01208927,0.06516983,0.29535982,3.45450140,0.01793972,0.17913353
-2.55427714,5.42764773,0.61119665,1.97487721,0.01199807,0.06369550,0.29392917,3.42173827,0.01793184,0.18014498
-2.54827414,5.42669332,0.63236159,2.01907874,0.01190246,0.06222535,0.29222383,3.38334439,0.01792385,0.18105454
-2.54227114,5.41834643,0.65387615,2.06107464,0.01180019,0.06076539,0.29025232,3.33941621,0.01791401,0.18184046
-2.53626813,5.40192739,0.67533083,2.09992134,0.01168974,0.05931949,0.28802984,3.29010654,0.01790058,0.18248561
-2.53026513,5.37685862,0.69629788,2.13470412,0.01157038,0.05788990,0.28558043,3.23564320,0.01788209,0.18297911
-2.52426213,5.34271394,0.71634451,2.16457091,0.01144236,0.05647780,0.28293889,3.17634657,0.01785750,0.18331789
-2.51825913,5.29926478,0.73504700,2.18876562,0.01130692,0.05508390,0.28015230,3.11264417,0.01782648,0.18350797
-2.51225613,5.24652013,0.75200494,2.20665947,0.01116630,0.05370898,0.27728097,3.04508140,0.01778944,0.18356551
-2.50625313,5.18475783,0.76685522,2.21777883,0.01102374,0.05235440,0.27439875,2.97432693,0.01774772,0.18351745
-2.50025013,5.11454483,0.77928501,2.22182804,0.01088336,0.05102251,0.27159254,2.90117215,0.01770353,0.18340162
-2.49424712,5.03674485,0.78904315,2.21870611,0.01075002,0.04971689,0.26896105,2.82652404,0.01765994,0.18326643
-2.48824412,4.95251232,0.79594951,2.20851632,0.01062917,0.04844247,0.26661274,2.75139133,0.01762073,0.18316983
-2.48224112,4.86327235,0.79990181,2.19156809,0.01052665,0.04720558,0.26466302,2.67686416,0.01759023,0.18317788
-2.47623812,4.77068706,0.80087944,2.16837088,0.01044839,0.04601370,0.26323076,2.60408792,0.01757310,0.18336263
-2.47023512,4.67660943,0.79894439,2.13962016,0.01040023,0.04487522,0.26243431,2.53423215,0.01757403,0.18379958
-2.46423212,4.58302641,0.79423890,2.10617604,0.01038760,0.04379902,0.26238706,2.46845583,0.01759749,0.18456475
-2.45822911,4.49199363,0.78698004,2.06903517,0.01041532,0.04279401,0.26319287,2.40787037,0.01764742,0.18573140
-2.45222611,4.40556433,0.77745154,2.02929718,0.01048731,0.04186862,0.26494144,2.35350203,0.01772699,0.18736669
-2.44622311,4.32571574,0.76599306,1.98812701,0.01060643,0.04103021,0.26770391,2.30625540,0.01783832,0.18952824
-2.44022011,4.25427578,0.75298741,1.94671443,0.01077430,0.04028467,0.27152886,2.26687939,0.01798234,0.19226094
-2.43421711,4.19285349,0.73884641,1.90623281,0.01099116,0.03963588,0.27643884,2.23593746,0.01815862,0.19559398
-2.42821411,4.14277608,0.72399588,1.86779836,0.01125580,0.03908542,0.28242776,2.21378320,0.01836529,0.19953838
-2.42221111,4.10503518,0.70886042,1.83243187,0.01156554,0.03863226,0.28945902,2.20054249,0.01859910,0.20408516
-2.41620810,4.08024481,0.69384876,1.80102429,0.01191626,0.03827268,0.29746480,2.19610295,0.01885543,0.20920411
-2.41020510,4.06861284,0.67934022,1.77430751,0.01230249,0.03800027,0.30634625,2.20011132,0.01912844,0.21484341
-2.40420210,4.06992712,0.66567287,1.75283176,0.01271753,0.03780597,0.31597486,2.21197882,0.01941127,0.22093009
-2.39819910,4.08355721,0.65313391,1.73695011,0.01315360,0.03767843,0.32619493,2.23089457,0.01969625,0.22737130
-2.39219610,4.10847162,0.64195266,1.72681111,0.01360212,0.03760427,0.33682692,2.25584660,0.01997517,0.23405639
-2.38619310,4.14327025,0.63229632,1.72235949,0.01405387,0.03756854,0.34767191,2.28564973,0.02023960,0.24085985
-2.38019010,4.18623077,0.62426881,1.72334511,0.01449929,0.03755523,0.35851667,2.31897963,0.02048112,0.24764482
-2.37418709,4.23536749,0.61791248,1.72933963,0.01492875,0.03754779,0.36913952,2.35441160,0.02069163,0.25426721
-2.36818409,4.28850052,0.61321268,1.73976029,0.01533279,0.03752970,0.37931648,2.39046315,0.02086361,0.26058019
-2.36218109,4.34333264,0.61010481,1.75389972,0.01570242,0.03748502,0.38882780,2.42563863,0.02099036,0.26643889
-2.35617809,4.39753111,0.60848353,1.77096057,0.01602934,0.03739888,0.39746438,2.45847460,0.02106615,0.27170521
-2.35017509,4.44881121,0.60821356,1.79009350,0.01630617,0.03725796,0.40503399,2.48758417,0.02108641,0.27625241
-2.34417209,4.49501821,0.60914148,1.81043682,0.01652665,0.03705092,0.41136705,2.51169897,0.02104782,0.27996938
-2.33816908,4.53420469,0.61110808,1.83115612,0.01668579,0.03676865,0.41632173,2.52970702,0.02094834,0.28276443
-2.33216608,4.56469982,0.61396031,1.85148213,0.01677996,0.03640457,0.41978812,2.54068522,0.02078726,0.28456831
-2.32616308,4.58516794,0.61756252,1.87074502,0.01680701,0.03595471,0.42169139,2.54392527,0.02056511,0.28533656
-2.32016008,4.59465380,0.62180618,1.88840379,0.01676624,0.03541781,0.42199377,2.53895194,0.02028365,0.28505083
-2.31415708,4.59261257,0.62661769,1.90406904,0.01665841,0.03479521,0.42069525,2.52553311,0.01994572,0.28371928
-2.30815408,4.57892323,0.63196376,1.91751846,0.01648566,0.03409076,0.41783293,2.50368101,0.01955512,0.28137602
-2.30215108,4.55388471,0.63785421,1.92870385,0.01625140,0.03331057,0.41347918,2.47364481,0.01911646,0.27807954
-2.29614807,4.51819490,0.64434182,1.93774970,0.01596016,0.03246277,0.40773846,2.43589479,0.01863502,0.27391029
-2.29014507,4.47291337,0.65151949,1.94494303,0.01561741,0.03155715,0.40074321,2.39109880,0.01811650,0.26896747
-2.28414207,4.41940958,0.65951455,1.95071521,0.01522937,0.03060482,0.39264871,2.34009201,0.01756695,0.26336515
-2.27813907,4.35929880,0.66848077,1.95561642,0.01480277,0.02961778,0.38362735,2.28384137,0.01699250,0.25722803
-2.27213607,4.29436874,0.67858820,1.96028402,0.01434462,0.02860858,0.37386242,2.22340626,0.01639927,0.25068686
-2.26613307,4.22650024,0.69001167,1.96540645,0.01386203,0.02758987,0.36354179,2.15989716,0.01579319,0.24387386
-2.26013007,4.15758576,0.70291823,1.97168427,0.01336193,0.02657408,0.35285174,2.09443408,0.01517986,0.23691830
-2.25412706,4.08944937,0.71745443,1.97979027,0.01285094,0.02557311,0.34197111,2.02810675,0.01456447,0.22994243
-2.24812406,4.02377192,0.73373391,1.99033071,0.01233518,0.02459800,0.33106623,1.96193800,0.01395170,0.22305801
-2.24212106,3.96202486,0.75182613,2.00380946,0.01182014,0.02365874,0.32028657,1.89685221,0.01334565,0.21636348
-2.23611806,3.90541554,0.77174668,2.02059683,0.01131059,0.02276413,0.30976154,1.83364979,0.01274985,0.20994195
-2.23011506,3.85484632,0.79344976,2.04090464,0.01081056,0.02192169,0.29959830,1.77298874,0.01216722,0.20386008
-2.22411206,3.81088921,0.81682334,2.06476872,0.01032330,0.02113761,0.28988088,1.71537392,0.01160014,0.19816784
-2.21810905,3.77377663,0.84168702,2.09203970,0.00985134,0.02041685,0.28067036,1.66115393,0.01105048,0.19289909
-2.21210605,3.74340852,0.86779309,2.12238251,0.00939656,0.01976322,0.27200616,1.61052563,0.01051966,0.18807298
-2.20610305,3.71937488,0.89483054,2.15528466,0.00896029,0.01917957,0.26390832,1.56354544,0.01000880,0.18369601
-2.20010005,3.70099220,0.92243198,2.19007298,0.00854343,0.01866798,0.25638056,1.52014655,0.00951880,0.17976459
-2.19409705,3.68735177,0.95018331,2.22593798,0.00814663,0.01822999,0.24941389,1.48016093,0.00905048,0.17626789
-2.18809405,3.67737709,0.97763559,2.26196487,0.00777041,0.01786689,0.24299061,1.44334454,0.00860468,0.17319094
-2.18209105,3.66988756,1.00431881,2.29716979,0.00741535,0.01757995,0.23708844,1.40940436,0.00818242,0.17051760
-2.17608804,3.66366521,1.02975700,2.33053983,0.00708219,0.01737069,0.23168450,1.37802579,0.00778498,0.16823337
-2.17008504,3.65752141,1.05348394,2.36107503,0.00677201,0.01724109,0.22675906,1.34889881,0.00741400,0.16632777
-2.16408204,3.65036044,1.07505917,2.38783069,0.00648629,0.01719375,0.22229875,1.32174169,0.00707159,0.16479622
-2.15807904,3.64123731,1.09408338,2.40995829,0.00622704,0.01723209,0.21829913,1.29632126,0.00676033,0.16364136
-2.15207604,3.62940728,1.11021282,2.42674324,0.00599679,0.01736038,0.21476659,1.27246867,0.00648334,0.16287362
-2.14607304,3.61436540,1.12317209,2.43763816,0.00579867,0.01758379,0.21171938,1.25009023,0.00624423,0.16251119
-2.14007004,3.59587446,1.13276487,2.44229009,0.00563632,0.01790832,0.20918785,1.22917304,0.00604707,0.16257924
-2.13406703,3.57398063,1.13888219,2.44056087,0.00551390,0.01834073,0.20721395,1.20978532,0.00589634,0.16310863
-2.12806403,3.54901640,1.14150789,2.43253958,0.00543594,0.01888839,0.20584995,1.19207184,0.00579679,0.16413411
-2.12206103,3.52159103,1.14072109,2.41854665,0.00540727,0.01955900,0.20515649,1.17624471,0.00575335,0.16569209
-2.11605803,3.49256921,1.13669554,2.39912940,0.00543284,0.02036043,0.20520016,1.16257057,0.00577094,0.16781824
-2.11005503,3.46303904,1.12969588,2.37504906,0.00551758,0.02130034,0.20605061,1.15135460,0.00585435,0.17054501
-2.10405203,3.43427071,1.12007073,2.34725961,0.00566620,0.02238598,0.20777744,1.14292252,0.00600802,0.17389916
-2.09804902,3.40766775,1.10824306,2.31687923,0.00588300,0.02362379,0.21044691,1.13760155,0.00623587,0.17789964
-2.09204602,3.38471275,1.09469794,2.28515519,0.00617169,0.02501919,0.21411867,1.13570113,0.00654117,0.18255565
-2.08604302,3.36690973,1.07996809,2.25342335,0.00653515,0.02657626,0.21884265,1.13749440,0.00692632,0.18786533
-2.08004002,3.35572540,1.06461779,2.22306384,0.00697532,0.02829756,0.22465613,1.14320142,0.00739273,0.19381480
-2.07403702,3.35253139,1.04922552,2.19545425,0.00749294,0.03018395,0.23158129,1.15297466,0.00794070,0.20037794
-2.06803402,3.35854982,1.03436601,2.17192214,0.00808750,0.03223448,0.23962309,1.16688750,0.00856934,0.20751669
-2.06203102,3.37480409,1.02059233,2.15369859,0.00875706,0.03444637,0.24876779,1.18492624,0.00927651,0.21518189
-2.05602801,3.40207663,1.00841851,2.14187442,0.00949822,0.03681503,0.25898198,1.20698578,0.01005885,0.22331467
-2.05002501,3.44087543,0.99830341,2.13736077,0.01030605,0.03933417,0.27021225,1.23286936,0.01091177,0.23184836
-2.04402201,3.49141028,0.99063639,2.14085557,0.01117416,0.04199597,0.28238556,1.26229211,0.01182956,0.24071062
-2.03801901,3.55357981,0.98572517,2.15281707,0.01209471,0.04479129,0.29541015,1.29488832,0.01280550,0.24982586
-2.03201601,3.62696956,0.98378654,2.17344562,0.01305857,0.04770993,0.30917710,1.33022217,0.01383203,0.25911779
-2.02601301,3.71086128,0.98493997,2.20267428,0.01405549,0.05074086,0.32356241,1.36780123,0.01490093,0.26851190
-2.02001001,3.80425293,0.98920459,2.24016875,0.01507427,0.05387251,0.33842964,1.40709234,0.01600354,0.27793781
-2.01400700,3.90588842,0.99649945,2.28533650,0.01610310,0.05709300,0.35363279,1.44753896,0.01713097,0.28733135
-2.00800400,4.01429597,1.00664715,2.33734488,0.01712975,0.06039029,0.36901957,1.48857930,0.01827433,0.29663625
-2.00200100,4.12783327,1.01938059,2.39514739,0.01814199,0.06375236,0.38443477,1.52966440,0.01942491,0.30580543
-1.99599800,4.24473769,1.03435265,2.45751702,0.01912783,0.06716720,0.39972369,1.57027522,0.02057442,0.31480176
-1.98999500,4.36317922,1.05114826,2.52308543,0.02007592,0.07062277,0.41473540,1.60993806,0.02171508,0.32359831
-1.98399200,4.48131411,1.06929852,2.59038628,0.02097581,0.07410690,0.42932586,1.64823749,0.02283979,0.33217805
-1.97798899,4.59733683,1.08829621,2.65790102,0.02181833,0.07760704,0.44336062,1.68482628,0.02394211,0.34053311
-1.97198599,4.70952843,1.10761209,2.72410534,0.02259575,0.08111001,0.45671717,1.71943178,0.02501636,0.34866357
-1.96598299,4.81629935,1.12671139,2.78751446,0.02330210,0.08460163,0.46928674,1.75185862,0.02605751,0.35657596
-1.95997999,4.91622527,1.14506985,2.84672565,0.02393325,0.08806641,0.48097557,1.78198749,0.02706114,0.36428140
-1.95397699,5.00807472,1.16218871,2.90045630,0.02448709,0.09148720,0.49170573,1.80977042,0.02802328,0.37179379
-1.94797399,5.09082813,1.17760816,2.94757648,0.02496355,0.09484494,0.50141533,1.83522262,0.02894030,0.37912779
