energy_ev,total_up,C_s_up,C_p_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-6.00000000,7.50403143,0.00588275,2.26895812,5.19936572,3.69928065,1.40984199,0.00000000
-5.99399700,7.79004214,0.00633763,2.37654124,5.39723676,3.86469387,1.43654589,0.00000000
-5.98799400,8.06681127,0.00686030,2.47616206,5.58373215,4.02086733,1.46854100,0.00000000
-5.98199100,8.32911523,0.00745112,2.56614731,5.75565231,4.16505708,1.50496136,0.00000000
-5.97598799,8.57191749,0.00810956,2.64497703,5.91000219,4.29469947,1.54484427,0.00000000
-5.96998499,8.79048418,0.00883409,2.71132109,6.04405988,4.40747258,1.58714952,0.00000000
-5.96398199,8.98048898,0.00962209,2.76407031,6.15543590,4.50135036,1.63077980,0.00000000
-5.95797899,9.13810463,0.01046975,2.80236106,6.24212163,4.57464750,1.67460190,0.00000000
-5.95197599,9.26007848,0.01137204,2.82559269,6.30252576,4.62605381,1.71746847,0.00000000
-5.94597299,9.34379083,0.01232259,2.83343719,6.33549858,4.65465726,1.75824006,0.00000000
-5.93996998,9.38729541,0.01331375,2.82584115,6.34034419,4.65995528,1.79580712,0.00000000
-5.93396698,9.38934197,0.01433655,2.80302015,6.31682141,4.64185479,1.82911180,0.00000000
-5.92796398,9.34938195,0.01538075,2.76544614,6.26513443,4.60066131,1.85716909,0.00000000
-5.92196098,9.26755830,0.01643493,2.71382862,6.18591455,4.53705863,1.87908694,0.00000000
-5.91595798,9.14468132,0.01748660,2.64909070,6.08019448,4.45208003,1.89408506,0.00000000
-5.90995498,8.98219226,0.01852240,2.57234110,5.94937689,4.34707306,1.90151165,0.00000000
-5.90395198,8.78211683,0.01952829,2.48484332,5.79519854,4.22365921,1.90085792,0.00000000
-5.89794897,8.54701045,0.02048977,2.38798322,5.61969143,4.08369040,1.89176955,0.00000000
-5.89194597,8.27989744,0.02139220,2.28323625,5.42514219,3.92920388,1.87405491,0.00000000
-5.88594297,7.98420556,0.02222114,2.17213520,5.21405058,3.76237686,1.84768942,0.00000000
-5.87993997,7.66369777,0.02296261,2.05623957,4.98908798,3.58548231,1.81281599,0.00000000
-5.87393697,7.32240242,0.02360350,1.93710721,4.75305642,3.40084682,1.76974112,0.00000000
-5.86793397,6.96454321,0.02413190,1.81626876,4.50884847,3.21081137,1.71892694,0.00000000
-5.86193097,6.59446982,0.02453742,1.69520540,4.25940842,3.01769560,1.66097915,0.00000000
-5.85592796,6.21659029,0.02481151,1.57532993,4.00769485,2.82376582,1.59663130,0.00000000
-5.84992496,5.83530587,0.02494773,1.45797137,3.75664477,2.63120695,1.52672591,0.00000000
-5.84392196,5.45494924,0.02494196,1.34436286,3.50913946,2.44209850,1.45219310,0.00000000
-5.83791896,5.07972648,0.02479258,1.23563277,3.26797206,2.25839422,1.37402743,0.00000000
-5.83191596,4.71366375,0.02450053,1.13279858,3.03581704,2.08190548,1.29326379,0.00000000
-5.82591296,4.36055891,0.02406933,1.03676321,2.81520161,1.91428787,1.21095326,0.00000000
-5.81990995,4.02393860,0.02350503,0.94831340,2.60847919,1.75703083,1.12813965,0.00000000
-5.81390695,3.70702102,0.02281605,0.86811972,2.41780484,1.61144992,1.04583762,0.00000000
-5.80790395,3.41268460,0.02201298,0.79673769,2.24511288,1.47868131,0.96501288,0.00000000
-5.80190095,3.14344251,0.02110830,0.73460967,2.09209646,1.35967824,0.88656518,0.00000000
-5.79589795,2.90142274,0.02011600,0.68206713,1.96018928,1.25520902,0.81131427,0.00000000
-5.78989495,2.68835376,0.01905129,0.63933300,1.85054921,1.16585634,0.73998925,0.00000000
-5.78389195,2.50555503,0.01793010,0.60652383,1.76404397,1.09201744,0.67322108,0.00000000
-5.77788894,2.35393211,0.01676872,0.58365162,1.70123887,1.03390518,0.61153842,0.00000000
-5.77188594,2.23397589,0.01558340,0.57062520,1.66238669,0.99154959,0.55536637,0.00000000
-5.76588294,2.14576539,0.01438988,0.56725129,1.64741990,0.96480002,0.50502770,0.00000000
-5.75987994,2.08897389,0.01320313,0.57323526,1.65594566,0.95332780,0.46074638,0.00000000
-5.75387694,2.06287815,0.01203697,0.58818183,1.68724395,0.95662943,0.42265263,0.00000000
-5.74787394,2.06637048,0.01090381,0.61159601,1.74026936,0.97403076,0.39078921,0.00000000
-5.74187094,2.09797395,0.00981451,0.64288462,1.81365740,1.00469204,0.36511833,0.00000000
-5.73586793,2.15586080,0.00877818,0.68135877,1.90573567,1.04761455,0.34552890,0.00000000
-5.72986493,2.23787446,0.00780215,0.72623773,2.01454094,1.10164885,0.33184366,0.00000000
-5.72386193,2.34155558,0.00689194,0.77665449,2.13784248,1.16550527,0.32382601,0.00000000
-5.71785893,2.46417261,0.00605134,0.83166340,2.27317222,1.23776689,0.32118636,0.00000000
-5.71185593,2.60275717,0.00528250,0.89025022,2.41786193,1.31690520,0.32358794,0.00000000
-5.70585293,2.75414479,0.00458605,0.95134449,2.56908755,1.40129895,0.33065221,0.00000000
-5.69984992,2.91502095,0.00396128,1.01383452,2.72392012,1.48925585,0.34196383,0.00000000
-5.69384692,3.08197244,0.00340638,1.07658476,2.87938277,1.57903740,0.35707559,0.00000000
-5.68784392,3.25154365,0.00291860,1.13845518,3.03251271,1.66888638,0.37551346,0.00000000
-5.68184092,3.42029714,0.00249446,1.19832255,3.18042684,1.75705672,0.39678192,0.00000000
-5.67583792,3.58487752,0.00213002,1.25510275,3.32038915,1.84184506,0.42037006,0.00000000
-5.66983492,3.74207726,0.00182100,1.30777378,3.44987825,1.92162329,0.44575835,0.00000000
-5.66383192,3.88890303,0.00156303,1.35539847,3.56665255,1.99487122,0.47242656,0.00000000
-5.65782891,4.02264054,0.00135178,1.39714634,3.66881119,2.06020842,0.49986254,0.00000000
-5.65182591,4.14091613,0.00118309,1.43231369,3.75484836,2.11642416,0.52757213,0.00000000
-5.64582291,4.24175290,0.00105313,1.46034116,3.82369890,2.16250441,0.55508972,0.00000000
-5.63981991,4.32361950,0.00095847,1.48082814,3.87477345,2.19765503,0.58198950,0.00000000
-5.63381691,4.38546937,0.00089612,1.49354327,3.90798136,2.22132007,0.60789674,0.00000000
-5.62781391,4.42676905,0.00086365,1.49843073,3.92374026,2.23319462,0.63249875,0.00000000
-5.62181091,4.44751368,0.00085915,1.49561170,3.92297151,2.23323141,0.65555503,0.00000000
-5.61580790,4.44822893,0.00088126,1.48538119,3.90708101,2.22164086,0.67690585,0.00000000
-5.60980490,4.42995837,0.00092916,1.46819979,3.87792576,2.19888449,0.69647892,0.00000000
-5.60380190,4.39423637,0.00100255,1.44468096,3.83776659,2.16566155,0.71429338,0.00000000
-5.59779890,4.34304662,0.00110156,1.41557382,3.78920830,2.12288939,0.73046085,0.00000000
-5.59179590,4.27876719,0.00122677,1.38174217,3.73512864,2.07167797,0.74518310,0.00000000
-5.58579290,4.20410356,0.00137905,1.34414030,3.67859821,2.01329930,0.75874614,0.00000000
-5.57978989,4.12201138,0.00155956,1.30378638,3.62279339,1.94915279,0.77151081,0.00000000
-5.57378689,4.03561128,0.00176961,1.26173418,3.57090492,1.88072751,0.78389991,0.00000000
-5.56778389,3.94809846,0.00201058,1.21904412,3.52604492,1.80956262,0.79638238,0.00000000
-5.56178089,3.86264981,0.00228383,1.17675454,3.49115504,1.73720727,0.80945490,0.00000000
-5.55577789,3.78233176,0.00259058,1.13585403,3.46891869,1.66518113,0.82362173,0.00000000
-5.54977489,3.71001189,0.00293184,1.09725581,3.46168012,1.59493684,0.83937353,0.00000000
-5.54377189,3.64827742,0.00330830,1.06177480,3.47137289,1.52782562,0.85716613,0.00000000
-5.53776888,3.59936313,0.00372023,1.03010821,3.49946019,1.46506681,0.87740014,0.00000000
-5.53176588,3.56509144,0.00416742,1.00282009,3.54688891,1.40772254,0.90040227,0.00000000
-5.52576288,3.54682643,0.00464914,0.98033035,3.61405912,1.35667782,0.92640943,0.00000000
-5.51975988,3.54544342,0.00516407,0.96290840,3.70081004,1.31262674,0.95555606,0.00000000
-5.51375688,3.56131488,0.00571030,0.95067163,3.80642306,1.27606486,0.98786565,0.00000000
-5.50775388,3.59431291,0.00628531,0.94358849,3.92964174,1.24728765,1.02324650,0.00000000
-5.50175088,3.64382795,0.00688604,0.94148604,4.06870828,1.22639501,1.06149225,0.00000000
-5.49574787,3.70880257,0.00750890,0.94406153,4.22141524,1.21330098,1.10228703,0.00000000
-5.48974487,3.78777875,0.00814990,0.95089745,4.38517064,1.20774838,1.14521499,0.00000000
-5.48374187,3.87895657,0.00880472,0.96147948,4.55707442,1.20932725,1.18977388,0.00000000
-5.47773887,3.98026172,0.00946884,0.97521649,4.73400342,1.21749645,1.23539204,0.00000000
-5.47173587,4.08941904,0.01013770,0.99146197,4.91270198,1.23160728,1.28144802,0.00000000
-5.46573287,4.20402916,0.01080682,1.00953592,5.08987500,1.25092821,1.32729204,0.00000000
-5.45972986,4.32164520,0.01147201,1.02874655,5.26228010,1.27466980,1.37226829,0.00000000
-5.45372686,4.43984665,0.01212947,1.04841095,5.42681575,1.30200882,1.41573717,0.00000000
-5.44772386,4.55630788,0.01277597,1.06787404,5.58060238,1.33211098,1.45709652,0.00000000
-5.44172086,4.66885879,0.01340894,1.08652539,5.72105359,1.36415137,1.49580092,0.00000000
-5.43571786,4.77553589,0.01402663,1.10381317,5.84593533,1.39733236,1.53137837,0.00000000
-5.42971486,4.87462228,0.01462810,1.11925513,5.95341116,1.43089840,1.56344365,0.00000000
-5.42371186,4.96467576,0.01521331,1.13244635,6.04207247,1.46414768,1.59170784,0.00000000
-5.41770885,5.04454470,0.01578307,1.14306366,6.11095301,1.49644056,1.61598373,0.00000000
-5.41170585,5.11337187,0.01633898,1.15086684,6.15952786,1.52720491,1.63618700,0.00000000
-5.40570285,5.17058706,0.01688336,1.15569693,6.18769762,1.55593856,1.65233311,0.00000000
-5.39969985,5.21588949,0.01741904,1.15747179,6.19575894,1.58220926,1.66453028,0.00000000
