energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Mo_p_up,Mo_d_up,Se_s_up,Se_p_up
-5.37568784,3.64707987,0.00973917,0.47648677,0.66759747,0.85840703,1.21956856,0.93034608,0.05487531,1.71614750
-5.36968484,3.76657193,0.00989456,0.48873815,0.68819077,0.90130637,1.26108164,0.94776031,0.05686880,1.77967709
-5.36368184,3.88874908,0.01007944,0.50243591,0.70929140,0.94222206,1.30697689,0.96721031,0.05874057,1.84321375
-5.35767884,4.01230498,0.01029021,0.51758388,0.73058789,0.98051818,1.35713150,0.98868086,0.06045934,1.90586576
-5.35167584,4.13599417,0.01052324,0.53418183,0.75178791,1.01559506,1.41141952,1.01215094,0.06199630,1.96679320
-5.34567284,4.25865992,0.01077486,0.55222417,0.77262433,1.04690773,1.46970863,1.03759141,0.06332589,2.02522961
-5.33966983,4.37925966,0.01104139,0.57169848,0.79286079,1.07398321,1.53185635,1.06496268,0.06442660,2.08050158
-5.33366683,4.49688652,0.01131916,0.59258402,0.81229625,1.09643578,1.59770589,1.09421263,0.06528159,2.13204547
-5.32766383,4.61078580,0.01160452,0.61485017,0.83076859,1.11397947,1.66708148,1.12527463,0.06587923,2.17942048
-5.32166083,4.72036565,0.01189391,0.63845486,0.84815680,1.12643720,1.73978343,1.15806566,0.06621342,2.22231721
-5.31565783,4.82520093,0.01218388,0.66334293,0.86438178,1.13374604,1.81558300,1.19248474,0.06628371,2.26056146
-5.30965483,4.92503036,0.01247114,0.68944464,0.87940560,1.13595836,1.89421727,1.22841159,0.06609530,2.29411281
-5.30365183,5.01974675,0.01275261,0.71667433,0.89322916,1.13323869,1.97538432,1.26570572,0.06565872,2.32305812
-5.29764882,5.10938110,0.01302548,0.74492940,0.90588842,1.12585662,2.05873904,1.30420601,0.06498944,2.34760022
-5.29164582,5.19408134,0.01328729,0.77408963,0.91744929,1.11417582,2.14388993,1.34373096,0.06410723,2.36804221
-5.28564282,5.27408699,0.01353593,0.80401719,0.92800142,1.09864001,2.23039733,1.38407977,0.06303542,2.38476829
-5.27963982,5.34970135,0.01376975,0.83455719,0.93765116,1.07975630,2.31777336,1.42503431,0.06180007,2.39822191
-5.27363682,5.42126269,0.01398755,0.86553909,0.94651406,1.05807688,2.40548405,1.46636213,0.06042909,2.40888246
-5.26763382,5.48911632,0.01418865,0.89677893,0.95470729,1.03417982,2.49295386,1.50782047,0.05895129,2.41724151
-5.26163082,5.55358908,0.01437292,0.92808244,0.96234221,1.00864993,2.57957269,1.54916139,0.05739554,2.42377986
-5.25562781,5.61496765,0.01454077,0.95924896,0.96951768,0.98206046,2.66470559,1.59013765,0.05578999,2.42894643
-5.24962481,5.67348195,0.01469316,0.99007606,0.97631421,0.95495646,2.74770481,1.63050946,0.05416132,2.43313996
-5.24362181,5.72929426,0.01483163,1.02036479,0.98278937,0.92784039,2.82792413,1.67005157,0.05253422,2.43669432
-5.23761881,5.78249468,0.01495821,1.04992519,0.98897456,0.90116054,2.90473486,1.70856052,0.05093096,2.43986801
-5.23161581,5.83310269,0.01507545,1.07858195,0.99487336,0.87530254,2.97754296,1.74586160,0.04937114,2.44283818
-5.22561281,5.88107451,0.01518635,1.10617976,1.00046139,0.85058403,3.04580660,1.78181513,0.04787158,2.44569925
-5.21960980,5.92631537,0.01529427,1.13258817,1.00568782,0.82725272,3.10905328,1.81632152,0.04644638,2.44846600
-5.21360680,5.96869561,0.01540294,1.15770556,1.01047816,0.80548731,3.16689575,1.84932494,0.04510705,2.45108077
-5.20760380,6.00806927,0.01551631,1.18146194,1.01473842,0.78540126,3.21904572,1.88081504,0.04386279,2.45342405
-5.20160080,6.04429370,0.01563850,1.20382043,1.01836013,0.76704874,3.26532485,1.91082658,0.04272079,2.45532796
-5.19559780,6.07724860,0.01577372,1.22477715,1.02122619,0.75043237,3.30567210,1.93943683,0.04168659,2.45659156
-5.18959480,6.10685330,0.01592614,1.24435955,1.02321700,0.73551220,3.34014707,1.96676075,0.04076446,2.45699714
-5.18359180,6.13308082,0.01609986,1.26262316,1.02421669,0.72221523,3.36892901,1.99294400,0.03995766,2.45632665
-5.17758879,6.15596787,0.01629872,1.27964686,1.02411912,0.71044509,3.39231144,2.01815418,0.03926875,2.45437724
-5.17158579,6.17562008,0.01652630,1.29552706,1.02283328,0.70009123,3.41069249,2.04257065,0.03869974,2.45097529
-5.16558279,6.19221220,0.01678573,1.31037095,1.02028796,0.69103730,3.42456138,2.06637344,0.03825221,2.44598808
-5.15957979,6.20598335,0.01707970,1.32428923,1.01643537,0.68316827,3.43448168,2.08973199,0.03792730,2.43933271
-5.15357679,6.21722764,0.01741027,1.33738892,1.01125364,0.67637622,3.44107210,2.11279416,0.03772561,2.43098186
-5.14757379,6.22628103,0.01777887,1.34976653,1.00474816,0.67056440,3.44498570,2.13567641,0.03764704,2.42096626
-5.14157079,6.23350537,0.01818618,1.36150212,0.99695163,0.66564979,3.44688866,2.15845570,0.03769053,2.40937393
-5.13556778,6.23927077,0.01863212,1.37265464,0.98792306,0.66156407,3.44743946,2.18116357,0.03785385,2.39634632
-5.12956478,6.24393772,0.01911576,1.38325885,0.97774564,0.65825311,3.44726958,2.20378303,0.03813327,2.38207187
-5.12356178,6.24784000,0.01963534,1.39332407,0.96652379,0.65567534,3.44696659,2.22624834,0.03852330,2.36677732
-5.11755878,6.25126985,0.02018822,1.40283483,0.95437962,0.65379908,3.44706032,2.24844795,0.03901652,2.35071755
-5.11155578,6.25446619,0.02077094,1.41175340,0.94144882,0.65259929,3.44801259,2.27023036,0.03960342,2.33416450
-5.10555278,6.25760687,0.02137926,1.42002406,0.92787655,0.65205389,3.45021093,2.29141275,0.04027234,2.31739593
-5.09954977,6.26080513,0.02200820,1.42757876,0.91381324,0.65214006,3.45396627,2.31179172,0.04100958,2.30068461
-5.09354677,6.26411075,0.02265214,1.43434382,0.89941078,0.65283079,3.45951423,2.33115571,0.04179957,2.28428864
-5.08754377,6.26751534,0.02330498,1.44024718,0.88481913,0.65409179,3.46701991,2.34929813,0.04262520,2.26844331
-5.08154077,6.27096140,0.02396019,1.44522566,0.87018355,0.65587919,3.47658516,2.36603049,0.04346822,2.25335482
-5.07553777,6.27435416,0.02461107,1.44923164,0.85564250,0.65813790,3.48825781,2.38119451,0.04430975,2.23919628
-5.06953477,6.27757524,0.02525079,1.45223874,0.84132637,0.66080091,3.50204174,2.39467250,0.04513089,2.22610572
-5.06353177,6.28049676,0.02587268,1.45424586,0.82735679,0.66378946,3.51790701,2.40639513,0.04591332,2.21418634
-5.05752876,6.28299462,0.02647030,1.45527938,0.81384668,0.66701403,3.53579897,2.41634598,0.04663992,2.20350847
-5.05152576,6.28495975,0.02703762,1.45539318,0.80090072,0.67037603,3.55564573,2.42456248,0.04729533,2.19411301
-5.04552276,6.28630621,0.02756918,1.45466638,0.78861626,0.67377020,3.57736304,2.43113296,0.04786654,2.18601584
-5.03951976,6.28697520,0.02806018,1.45319887,0.77708430,0.67708737,3.60085650,2.43618990,0.04834319,2.17921271
-5.03351676,6.28693456,0.02850656,1.45110486,0.76639049,0.68021747,3.62602055,2.43989961,0.04871798,2.17368406
-5.02751376,6.28617354,0.02890506,1.44850482,0.75661591,0.68305265,3.65273461,2.44244900,0.04898671,2.16939924
-5.02151076,6.28469315,0.02925325,1.44551623,0.74783747,0.68549025,3.68085644,2.44403006,0.04914830,2.16631985
-5.01550775,6.28249259,0.02954948,1.44224383,0.74012777,0.68743557,3.71021363,2.44482314,0.04920464,2.16440180
-5.00950475,6.27955297,0.02979288,1.43876997,0.73355443,0.68880413,3.74059370,2.44497999,0.04916022,2.16359584
-5.00350175,6.27581946,0.02998325,1.43514577,0.72817879,0.68952355,3.77173409,2.44460773,0.04902172,2.16384682
-4.99749875,6.27118345,0.03012102,1.43138359,0.72405403,0.68953481,3.80331282,2.44375484,0.04879747,2.16509145
-4.99149575,6.26546625,0.03020710,1.42745162,0.72122276,0.68879302,3.83494102,2.44240014,0.04849681,2.16725507
-4.98549275,6.25840589,0.03024280,1.42327077,0.71971436,0.68726754,3.86615833,2.44044569,0.04812949,2.17024772
-4.97948974,6.24964843,0.03022975,1.41871440,0.71954197,0.68494181,3.89643184,2.43771402,0.04770504,2.17395995
-4.97348674,6.23874481,0.03016977,1.41361080,0.72069972,0.68181255,3.92515932,2.43395028,0.04723216,2.17825885
-4.96748374,6.22515406,0.03006486,1.40774860,0.72315999,0.67788888,3.95167697,2.42882914,0.04671830,2.18298481
-4.96148074,6.20825311,0.02991708,1.40088464,0.72687131,0.67319108,3.97527173,2.42196619,0.04616921,2.18794952
-4.95547774,6.18735306,0.02972860,1.39275413,0.73175682,0.66774934,3.99519780,2.41293343,0.04558878,2.19293547
-4.94947474,6.16172138,0.02950163,1.38308239,0.73771361,0.66160248,4.01069688,2.40127786,0.04497885,2.19769727
-4.94347174,6.13060884,0.02923851,1.37159764,0.74461300,0.65479674,4.02102111,2.38654220,0.04433931,2.20196495
-4.93746873,6.09327993,0.02894168,1.35804404,0.75230191,0.64738464,4.02545766,2.36828669,0.04366827,2.20544926
-4.93146573,6.04904506,0.02861376,1.34219437,0.76060518,0.63942411,4.02335389,2.34611060,0.04296232,2.20784863
-4.92546273,5.99729272,0.02825764,1.32386161,0.76932901,0.63097764,4.01414152,2.31967243,0.04221698,2.20885782
-4.91945973,5.93751999,0.02787643,1.30290873,0.77826522,0.62211163,3.99735877,2.28870761,0.04142710,2.20817752
-4.91345673,5.86935937,0.02747362,1.27925636,0.78719627,0.61289587,3.97266926,2.25304284,0.04058739,2.20552470
-4.90745373,5.79260077,0.02705298,1.25288782,0.79590084,0.60340297,3.93987657,2.21260637,0.03969291,2.20064296
-4.90145073,5.70720726,0.02661867,1.22385137,0.80415969,0.59370793,3.89893380,2.16743374,0.03873951,2.19331242
-4.89544772,5.61332378,0.02617512,1.19225965,0.81176156,0.58388748,3.84994763,2.11766885,0.03772427,2.18335858
-4.88944472,5.51127846,0.02572702,1.15828646,0.81850884,0.57401948,3.79317664,2.06356045,0.03664581,2.17065961
-4.88344172,5.40157643,0.02527920,1.12216094,0.82422276,0.56418201,3.72902399,2.00545439,0.03550453,2.15515169
-4.87743872,5.28488657,0.02483656,1.08415988,0.82874788,0.55445245,3.65802484,1.94378220,0.03430276,2.13683207
-4.87143572,5.16202198,0.02440385,1.04459825,0.83195568,0.54490625,3.58082911,1.87904668,0.03304473,2.11575963
-4.86543272,5.03391511,0.02398560,1.00381872,0.83374709,0.53561562,3.49818047,1.81180539,0.03173654,2.09205297
-4.85942971,4.90158893,0.02358586,0.96218066,0.83405386,0.52664817,3.41089242,1.74265293,0.03038594,2.06588604
-4.85342671,4.76612560,0.02320812,0.92004906,0.83283885,0.51806539,3.31982269,1.67220275,0.02900212,2.03748158
-4.84742371,4.62863400,0.02285506,0.87778395,0.83009512,0.50992136,3.22584699,1.60106959,0.02759536,2.00710277
-4.84142071,4.49021788,0.02252849,0.83573070,0.82584405,0.50226147,3.12983326,1.52985299,0.02617671,1.97504347
-4.83541771,4.35194583,0.02222915,0.79421161,0.82013265,0.49512155,3.03261748,1.45912265,0.02475760,1.94161766
-4.82941471,4.21482456,0.02195673,0.75351893,0.81303018,0.48852735,2.93498208,1.38940610,0.02334949,1.90714877
-4.82341171,4.07977642,0.02170975,0.71390955,0.80462440,0.48249454,2.83763762,1.32117893,0.02196350,1.87195929
-4.81740870,3.94762233,0.02148562,0.67560147,0.79501775,0.47702933,2.74120854,1.25485772,0.02061017,1.83636158
-4.81140570,3.81907038,0.02128070,0.63877190,0.78432361,0.47212982,2.64622336,1.19079584,0.01929916,1.80065016
-4.80540270,3.69471074,0.02109044,0.60355709,0.77266300,0.46778802,2.55310963,1.12928175,0.01803905,1.76509613
-4.79939970,3.57501680,0.02090952,0.57005356,0.76016190,0.46399269,2.46219359,1.07053995,0.01683727,1.72994394
-4.79339670,3.46035233,0.02073208,0.53832068,0.74694941,0.46073282,2.37370452,1.01473387,0.01570000,1.69541086
-4.78739370,3.35098410,0.02055196,0.50838433,0.73315676,0.45800175,2.28778327,0.96197073,0.01463219,1.66168900
-4.78139070,3.24709935,0.02036301,0.48024137,0.71891732,0.45580184,2.20449448,0.91230777,0.01363761,1.62894997
-4.77538769,3.14882695,0.02015932,0.45386471,0.70436761,0.45414938,2.12384175,0.86575946,0.01271896,1.59735171
-4.76938469,3.05626116,0.01993556,0.42920870,0.68964902,0.45307962,2.04578500,0.82230544,0.01187801,1.56704718
-4.76338169,2.96948679,0.01968719,0.40621469,0.67491036,0.45265169,1.97025892,0.78189862,0.01111579,1.53819427
-4.75737869,2.88860427,0.01941077,0.38481635,0.66031079,0.45295305,1.89719177,0.74447323,0.01043278,1.51096633
-4.75137569,2.81375327,0.01910407,0.36494471,0.64602295,0.45410325,1.82652325,0.70995241,0.00982907,1.48556247
-4.74537269,2.74513364,0.01876630,0.34653275,0.63223600,0.45625670,1.75822083,0.67825509,0.00930457,1.46221703
-4.73936968,2.68302232,0.01839812,0.32951926,0.61915830,0.45960423,1.69229343,0.64930203,0.00885915,1.44120742
-4.73336668,2.62778526,0.01800173,0.31385191,0.60701933,0.46437311,1.62880188,0.62302060,0.00849280,1.42285960
-4.72736368,2.57988345,0.01758075,0.29948954,0.59607068,0.47082542,1.56786560,0.59934851,0.00820573,1.40755081
-4.72136068,2.53987258,0.01714014,0.28640351,0.58658586,0.47925461,1.50966506,0.57823610,0.00799843,1.39570887
-4.71535768,2.50839587,0.01668603,0.27457810,0.57885876,0.48998019,1.45444012,0.55964741,0.00787171,1.38780813
-4.70935468,2.48617032,0.01622548,0.26401010,0.57320060,0.50334059,1.40248398,0.54355998,0.00782663,1.38436156
-4.70335168,2.47396655,0.01576623,0.25470756,0.56993547,0.51968416,1.35413346,0.52996346,0.00786453,1.38590943
-4.69734867,2.47258296,0.01531636,0.24668778,0.56939440,0.53935868,1.30975575,0.51885723,0.00798685,1.39300468
-4.69134567,2.48281511,0.01488405,0.23997479,0.57190812,0.56269947,1.26973253,0.51024718,0.00819503,1.40619543
-4.68534267,2.50542157,0.01447720,0.23459642,0.57779868,0.59001654,1.23444228,0.50414191,0.00849037,1.42600530
-4.67933967,2.54108752,0.01410316,0.23058102,0.58737031,0.62158113,1.20424149,0.50054850,0.00887380,1.45291221
-4.67333667,2.59038773,0.01376846,0.22795428,0.60089957,0.65761222,1.17944599,0.49946827,0.00934573,1.48732655
-4.66733367,2.65375052,0.01347854,0.22673609,0.61862549,0.69826335,1.16031321,0.50089267,0.00990584,1.52956953
-4.66133067,2.73142430,0.01323760,0.22693782,0.64073967,0.74361048,1.14702633,0.50479962,0.01055287,1.57985276
-4.65532766,2.82344836,0.01304843,0.22856004,0.66737709,0.79364141,1.13968116,0.51115052,0.01128448,1.63825985
-4.64932466,2.92962936,0.01291233,0.23159094,0.69860775,0.84824716,1.13827649,0.51988814,0.01209710,1.70473097
-4.64332166,3.04952474,0.01282912,0.23600555,0.73442959,0.90721598,1.14270833,0.53093562,0.01298582,1.77905111
