energy_ev,total_up,Ge_p_up,Ge_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-6.00000000,2.42528757,0.04893186,0.00000000,0.03422797,1.59712011,1.66915477,0.60527511
-5.99399700,2.33197775,0.04711620,0.00000000,0.03301111,1.53615285,1.60340926,0.58386488
-5.98799400,2.23632460,0.04520427,0.00000000,0.03172264,1.47356927,1.53686805,0.56145585
-5.98199100,2.13819773,0.04320588,0.00000000,0.03036870,1.40928985,1.46924269,0.53806930
-5.97598799,2.03762366,0.04113321,0.00000000,0.02895734,1.34333836,1.40036383,0.51376527
-5.96998499,1.93478711,0.03900063,0.00000000,0.02749836,1.27584256,1.33018692,0.48864174
-5.96398199,1.83002544,0.03682446,0.00000000,0.02600314,1.20703052,1.25879172,0.46283231
-5.95797899,1.72381683,0.03462265,0.00000000,0.02448438,1.13722287,1.18637581,0.43650271
-5.95197599,1.61676324,0.03241447,0.00000000,0.02295591,1.06682151,1.11324295,0.40984626
-5.94597299,1.50956922,0.03022019,0.00000000,0.02143240,0.99629578,1.03978724,0.38307853
-5.93996998,1.40301796,0.02806074,0.00000000,0.01992911,0.92616666,0.96647424,0.35643158
-5.93396698,1.29794582,0.02595740,0.00000000,0.01846166,0.85699013,0.89382010,0.33014799
-5.92796398,1.19521685,0.02393150,0.00000000,0.01704576,0.78934040,0.82237002,0.30447507
-5.92196098,1.09569838,0.02200419,0.00000000,0.01569707,0.72379391,0.75267719,0.27965935
-5.91595798,1.00023879,0.02019626,0.00000000,0.01443098,0.66091479,0.68528303,0.25594180
-5.90995498,0.90964837,0.01852797,0.00000000,0.01326251,0.60124226,0.62069979,0.23355368
-5.90395198,0.82468381,0.01701895,0.00000000,0.01220622,0.54528049,0.55939595,0.21271340
-5.89794897,0.74603662,0.01568819,0.00000000,0.01127613,0.49349099,0.50178495,0.19362416
-5.89194597,0.67432560,0.01455403,0.00000000,0.01048570,0.44628770,0.44821731,0.17647257
-5.88594297,0.61009308,0.01363415,0.00000000,0.00984779,0.40403447,0.39897627,0.16142810
-5.87993997,0.55380461,0.01294564,0.00000000,0.00937470,0.36704488,0.35427655,0.14864310
-5.87393697,0.50585135,0.01250505,0.00000000,0.00907811,0.33558380,0.31426597,0.13825345
-5.86793397,0.46655466,0.01232834,0.00000000,0.00896905,0.30987035,0.27902950,0.13037953
-5.86193097,0.43617188,0.01243093,0.00000000,0.00905787,0.29008166,0.24859499,0.12512721
-5.85592796,0.41490269,0.01282758,0.00000000,0.00935413,0.27635700,0.22294025,0.12258889
-5.84992496,0.40289521,0.01353226,0.00000000,0.00986646,0.26880172,0.20200067,0.12284424
-5.84392196,0.40025120,0.01455794,0.00000000,0.01060239,0.26749055,0.18567699,0.12596058
-5.83791896,0.40702995,0.01591634,0.00000000,0.01156810,0.27247009,0.17384280,0.13199270
-5.83191596,0.42325034,0.01761754,0.00000000,0.01276816,0.28376002,0.16635113,0.14098225
-5.82591296,0.44889102,0.01966957,0.00000000,0.01420523,0.30135309,0.16304023,0.15295645
-5.81990995,0.48388868,0.02207796,0.00000000,0.01587976,0.32521385,0.16373804,0.16792643
-5.81390695,0.52813457,0.02484526,0.00000000,0.01778962,0.35527621,0.16826548,0.18588509
-5.80790395,0.58146958,0.02797055,0.00000000,0.01992985,0.39144002,0.17643850,0.20680468
-5.80190095,0.64367834,0.03144894,0.00000000,0.02229236,0.43356709,0.18806900,0.23063431
-5.79589795,0.71448286,0.03527120,0.00000000,0.02486576,0.48147682,0.20296478,0.25729756
-5.78989495,0.79353630,0.03942342,0.00000000,0.02763519,0.53494201,0.22092873,0.28669030
-5.78389195,0.88041745,0.04388673,0.00000000,0.03058235,0.59368504,0.24175755,0.31867899
-5.77788894,0.97462636,0.04863729,0.00000000,0.03368555,0.65737495,0.26524011,0.35309956
-5.77188594,1.07558180,0.05364624,0.00000000,0.03691988,0.72562565,0.29115584,0.38975712
-5.76588294,1.18262073,0.05887998,0.00000000,0.04025761,0.79799552,0.31927320,0.42842632
-5.75987994,1.29500016,0.06430048,0.00000000,0.04366852,0.87398861,0.34934861,0.46885279
-5.75387694,1.41190149,0.06986582,0.00000000,0.04712051,0.95305744,0.38112579,0.51075529
-5.74787394,1.53243735,0.07553083,0.00000000,0.05058021,1.03460757,0.41433576,0.55382877
-5.74187094,1.65566083,0.08124789,0.00000000,0.05401361,1.11800367,0.44869747,0.59774817
-5.73586793,1.78057692,0.08696779,0.00000000,0.05738686,1.20257714,0.48391924,0.64217287
-5.72986493,1.90615579,0.09264072,0.00000000,0.06066696,1.28763494,0.51970076,0.68675162
-5.72386193,2.03134767,0.09821725,0.00000000,0.06382249,1.37246949,0.55573592,0.73112787
-5.71785893,2.15509887,0.10364933,0.00000000,0.06682429,1.45636943,0.59171621,0.77494535
-5.71185593,2.27636865,0.10889131,0.00000000,0.06964609,1.53863086,0.62733469,0.81785368
-5.70585293,2.39414651,0.11390089,0.00000000,0.07226500,1.61856897,0.66229049,0.85951407
-5.69984992,2.50746957,0.11863998,0.00000000,0.07466198,1.69552976,0.69629371,0.89960479
-5.69384692,2.61543979,0.12307553,0.00000000,0.07682213,1.76890169,0.72907070,0.93782660
-5.68784392,2.71724066,0.12718022,0.00000000,0.07873488,1.83812701,0.76036946,0.97390777
-5.68184092,2.81215315,0.13093302,0.00000000,0.08039412,1.90271263,0.78996523,1.00760893
-5.67583792,2.89957063,0.13431967,0.00000000,0.08179817,1.96224038,0.81766601,1.03872744
-5.66983492,2.97901235,0.13733301,0.00000000,0.08294963,2.01637632,0.84331787,1.06710144
-5.66383192,3.05013525,0.13997319,0.00000000,0.08385524,2.06487897,0.86680990,1.09261329
-5.65782891,3.11274366,0.14224769,0.00000000,0.08452555,2.10760612,0.88807850,1.11519245
-5.65182591,3.16679627,0.14417125,0.00000000,0.08497462,2.14451987,0.90711091,1.13481754
-5.64582291,3.21241015,0.14576562,0.00000000,0.08521955,2.17568961,0.92394758,1.15151752
-5.63981991,3.24986087,0.14705913,0.00000000,0.08528013,2.20129241,0.93868319,1.16537173
-5.63381691,3.27957852,0.14808608,0.00000000,0.08517823,2.22161065,0.95146608,1.17650866
-5.62781391,3.30213896,0.14888597,0.00000000,0.08493736,2.23702629,0.96249583,1.18510319
-5.62181091,3.31824990,0.14950252,0.00000000,0.08458203,2.24801172,0.97201885,1.19137231
-5.61580790,3.32873175,0.14998248,0.00000000,0.08413716,2.25511694,0.98032176,1.19556902
-5.60980490,3.33449303,0.15037427,0.00000000,0.08362746,2.25895305,0.98772281,1.19797460
-5.60380190,3.33650085,0.15072647,0.00000000,0.08307673,2.26017236,0.99456108,1.19888919
-5.59779890,3.33574699,0.15108618,0.00000000,0.08250721,2.25944541,1.00118398,1.19862094
