energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.49574787,4.13092165,0.30729852,0.00000000,0.02808648,0.30836780,0.07936432,2.23687279,1.81593913,1.34785783
-5.48974487,4.00632967,0.30534380,0.00000000,0.02774465,0.28609186,0.07699393,2.18092379,1.76293962,1.30237227
-5.48374187,3.86958368,0.30235592,0.00000000,0.02735006,0.26461889,0.07432499,2.11667775,1.70643379,1.25296344
-5.47773887,3.72232078,0.29838099,0.00000000,0.02691643,0.24391414,0.07140885,2.04517303,1.64657981,1.20019828
-5.47173587,3.56636838,0.29347588,0.00000000,0.02645915,0.22397277,0.06829920,1.96753828,1.58365464,1.14469967
-5.46573287,3.40367417,0.28770607,0.00000000,0.02599485,0.20481379,0.06505050,1.88495504,1.51803238,1.08712303
-5.45972986,3.23623922,0.28114374,0.00000000,0.02554077,0.18647353,0.06171645,1.79862252,1.45016216,1.02813413
-5.45372686,3.06605674,0.27386612,0.00000000,0.02511425,0.16899919,0.05834863,1.70972584,1.38054687,0.96838927
-5.44772386,2.89505847,0.26595417,0.00000000,0.02473217,0.15244258,0.05499545,1.61940869,1.30972346,0.90851815
-5.44172086,2.72506999,0.25749143,0.00000000,0.02441040,0.13685469,0.05170115,1.52875085,1.23824550,0.84911007
-5.43571786,2.55777564,0.24856306,0.00000000,0.02416334,0.12228093,0.04850514,1.43875078,1.16666847,0.79070352
-5.42971486,2.39469291,0.23925509,0.00000000,0.02400345,0.10875748,0.04544156,1.35031326,1.09553771,0.73377910
-5.42371186,2.23715597,0.22965359,0.00000000,0.02394083,0.09630866,0.04253900,1.26424158,1.02537917,0.67875563
-5.41770885,2.08630727,0.21984397,0.00000000,0.02398295,0.08494533,0.03982050,1.18123384,0.95669238,0.62598896
-5.41170585,1.94309622,0.20991013,0.00000000,0.02413433,0.07466432,0.03730359,1.10188266,0.88994555,0.57577305
-5.40570285,1.80828344,0.19993362,0.00000000,0.02439642,0.06544870,0.03500061,1.02667748,0.82557216,0.52834285
-5.39969985,1.68244941,0.18999269,0.00000000,0.02476749,0.05726878,0.03291907,0.95600889,0.76396867,0.48387833
-5.39369685,1.56600613,0.18016126,0.00000000,0.02524267,0.05008378,0.03106206,0.89017415,0.70549285,0.44250928
-5.38769385,1.45921070,0.17050792,0.00000000,0.02581407,0.04384385,0.02942879,0.82938351,0.65046253,0.40432038
-5.38169085,1.36218002,0.16109495,0.00000000,0.02647100,0.03849240,0.02801513,0.77376676,0.59915430,0.36935617
-5.37568784,1.27490567,0.15197746,0.00000000,0.02720034,0.03396862,0.02681420,0.72337973,0.55180223,0.33762570
-5.36968484,1.19726877,0.14320268,0.00000000,0.02798697,0.03020988,0.02581688,0.67821059,0.50859640,0.30910667
-5.36368184,1.12905435,0.13480951,0.00000000,0.02881430,0.02715421,0.02501245,0.63818590,0.46968131,0.28374903
-5.35767884,1.06996514,0.12682832,0.00000000,0.02966492,0.02474242,0.02438912,0.60317631,0.43515434,0.26147789
-5.35167584,1.01963484,0.11928111,0.00000000,0.03052123,0.02292011,0.02393454,0.57300213,0.40506444,0.24219606
-5.34567284,0.97764077,0.11218195,0.00000000,0.03136618,0.02163929,0.02363633,0.54743881,0.37941112,0.22578607
-5.33966983,0.94351621,0.10553775,0.00000000,0.03218400,0.02085972,0.02348257,0.52622253,0.35814411,0.21211197
-5.33366683,0.91676222,0.09934923,0.00000000,0.03296087,0.02054983,0.02346222,0.50905594,0.34116383,0.20102103
-5.32766383,0.89685921,0.09361224,0.00000000,0.03368555,0.02068741,0.02356550,0.49561421,0.32832280,0.19234545
-5.32166083,0.88327809,0.08831903,0.00000000,0.03434995,0.02125975,0.02378424,0.48555145,0.31942815,0.18590415
-5.31565783,0.87549098,0.08345969,0.00000000,0.03494956,0.02226357,0.02411218,0.47850752,0.31424526,0.18150490
-5.30965483,0.87298135,0.07902352,0.00000000,0.03548368,0.02370453,0.02454513,0.47411512,0.31250256,0.17894670
-5.30365183,0.87525343,0.07500022,0.00000000,0.03595560,0.02559641,0.02508119,0.47200725,0.31389746,0.17802250
-5.29764882,0.88184069,0.07138093,0.00000000,0.03637253,0.02796004,0.02572076,0.47182482,0.31810314,0.17852227
-5.29164582,0.89231325,0.06815900,0.00000000,0.03674530,0.03082189,0.02646656,0.47322428,0.32477623,0.18023629
-5.28564282,0.90628414,0.06533040,0.00000000,0.03708805,0.03421250,0.02732361,0.47588527,0.33356501,0.18295875
-5.27963982,0.92341419,0.06289385,0.00000000,0.03741755,0.03816470,0.02829908,0.47951789,0.34411798,0.18649147
-5.27363682,0.94341560,0.06085068,0.00000000,0.03775258,0.04271176,0.02940213,0.48386972,0.35609245,0.19064756
-5.26763382,0.96605433,0.05920425,0.00000000,0.03811306,0.04788551,0.03064375,0.48873222,0.36916297,0.19525517
-5.26163082,0.99115121,0.05795932,0.00000000,0.03851921,0.05371453,0.03203658,0.49394648,0.38302931,0.20016092
-5.25562781,1.01858219,0.05712108,0.00000000,0.03899062,0.06022246,0.03359470,0.49940818,0.39742371,0.20523314
-5.24962481,1.04827784,0.05669414,0.00000000,0.03954540,0.06742665,0.03533356,0.50507165,0.41211726,0.21036468
-5.24362181,1.08022236,0.05668153,0.00000000,0.04019936,0.07533709,0.03726982,0.51095285,0.42692526,0.21547532
-5.23761881,1.11445244,0.05708369,0.00000000,0.04096533,0.08395578,0.03942140,0.51713140,0.44171130,0.22051360
-5.23161581,1.15105624,0.05789761,0.00000000,0.04185257,0.09327662,0.04180752,0.52375129,0.45639013,0.22545822
-5.22561281,1.19017249,0.05911619,0.00000000,0.04286643,0.10328580,0.04444890,0.53102038,0.47092920,0.23031875
-5.21960980,1.23199008,0.06072774,0.00000000,0.04400815,0.11396282,0.04736790,0.53920859,0.48534889,0.23513578
-5.21360680,1.27674785,0.06271589,0.00000000,0.04527490,0.12528199,0.05058891,0.54864469,0.49972133,0.23998056
-5.20760380,1.32473456,0.06505962,0.00000000,0.04665994,0.13721441,0.05413859,0.55971150,0.51416808,0.24495389
-5.20160080,1.37628876,0.06773360,0.00000000,0.04815312,0.14973035,0.05804621,0.57283959,0.52885643,0.25018461
-5.19559780,1.43179789,0.07070881,0.00000000,0.04974135,0.16280186,0.06234385,0.58849930,0.54399462,0.25582733
-5.18959480,1.49169631,0.07395325,0.00000000,0.05140934,0.17640547,0.06706657,0.60719099,0.55982576,0.26205970
-5.18359180,1.55646138,0.07743276,0.00000000,0.05314030,0.19052475,0.07225232,0.62943357,0.57662079,0.26907900
-5.17758879,1.62660701,0.08111199,0.00000000,0.05491680,0.20515248,0.07794164,0.65575115,0.59467020,0.27709812
-5.17158579,1.70267389,0.08495518,0.00000000,0.05672146,0.22029240,0.08417708,0.68665812,0.61427488,0.28634093
-5.16558279,1.78521602,0.08892701,0.00000000,0.05853771,0.23596004,0.09100223,0.72264248,0.63573588,0.29703703
-5.15957979,1.87478292,0.09299319,0.00000000,0.06035028,0.25218277,0.09846050,0.76414795,0.65934339,0.30941579
-5.15357679,1.97189754,0.09712090,0.00000000,0.06214566,0.26899869,0.10659332,0.81155497,0.68536500,0.32369987
-5.14757379,2.07703000,0.10127899,0.00000000,0.06391235,0.28645447,0.11543822,0.86516124,0.71403350,0.34009817
-5.14157079,2.19056760,0.10543797,0.00000000,0.06564086,0.30460200,0.12502641,0.92516226,0.74553446,0.35879842
-5.13556778,2.31278227,0.10956979,0.00000000,0.06732358,0.32349410,0.13538020,0.99163268,0.77999405,0.37995940
-5.12956478,2.44379638,0.11364740,0.00000000,0.06895443,0.34317926,0.14651030,1.06450919,0.81746743,0.40370323
-5.12356178,2.58354891,0.11764424,0.00000000,0.07052842,0.36369578,0.15841308,1.14357596,0.85792832,0.43010783
-5.11755878,2.73176366,0.12153365,0.00000000,0.07204100,0.38506557,0.17106797,1.22845338,0.90126029,0.45919990
-5.11155578,2.88792163,0.12528823,0.00000000,0.07348751,0.40728795,0.18443516,1.31859115,0.94725026,0.49094880
-5.10555278,3.05123973,0.12887943,0.00000000,0.07486242,0.43033383,0.19845382,1.41326640,0.99558489,0.52526162
-5.09954977,3.22065776,0.13227709,0.00000000,0.07615884,0.45414074,0.21304082,1.51158772,1.04585027,0.56197989
-5.09354677,3.39483547,0.13544943,0.00000000,0.07736799,0.47860895,0.22809038,1.61250526,1.09753529,0.60087812
-5.08754377,3.57216110,0.13836309,0.00000000,0.07847888,0.50359916,0.24347439,1.71482746,1.15003899,0.64166460
-5.08154077,3.75077209,0.14098363,0.00000000,0.07947816,0.52893189,0.25904384,1.81724409,1.20268195,0.68398456
-5.07553777,3.92858842,0.14327619,0.00000000,0.08035022,0.55438884,0.27463113,1.91835533,1.25472153,0.72742575
-5.06953477,4.10335781,0.14520653,0.00000000,0.08107749,0.57971626,0.29005333,2.01670605,1.30537071,0.77152654
-5.06353177,4.27271179,0.14674218,0.00000000,0.08164092,0.60463026,0.30511632,2.11082438,1.35381982,0.81578634
-5.05752876,4.43423070,0.14785391,0.00000000,0.08202071,0.62882389,0.31961966,2.19926303,1.39926055,0.85967798
-5.05152576,4.58551512,0.14851709,0.00000000,0.08219719,0.65197579,0.33336201,2.28064205,1.44091126,0.90266181
-5.04552276,4.72426068,0.14871326,0.00000000,0.08215169,0.67376000,0.34614689,2.35369109,1.47804245,0.94420085
-5.03951976,4.84833319,0.14843142,0.00000000,0.08186765,0.69385636,0.35778856,2.41728949,1.51000147,0.98377657
-5.03351676,4.95584044,0.14766930,0.00000000,0.08133152,0.71196129,0.36811772,2.47050247,1.53623517,1.02090444
-5.02751376,5.04519748,0.14643425,0.00000000,0.08053374,0.72779812,0.37698684,2.51261190,1.55630967,1.05514878
-5.02151076,5.11518228,0.14474390,0.00000000,0.07946948,0.74112671,0.38427481,2.54314007,1.56992613,1.08613610
-5.01550775,5.16497912,0.14262640,0.00000000,0.07813926,0.75175169,0.38989073,2.56186574,1.57693205,1.11356645
-5.00950475,5.19420790,0.14012033,0.00000000,0.07654938,0.75952919,0.39377675,2.56883148,1.57732744,1.13722221
-5.00350175,5.20293794,0.13727422,0.00000000,0.07471203,0.76437144,0.39590965,2.56434236,1.57126574,1.15697386
-4.99749875,5.19168593,0.13414570,0.00000000,0.07264523,0.76624935,0.39630135,2.54895589,1.55904962,1.17278273
-4.99149575,5.16139841,0.13080035,0.00000000,0.07037249,0.76519281,0.39499813,2.52346402,1.54112183,1.18470037
-4.98549275,5.11341985,0.12731034,0.00000000,0.06792232,0.76128876,0.39207880,2.48886803,1.51805183,1.19286472
-4.97948974,5.04944823,0.12375285,0.00000000,0.06532740,0.75467736,0.38765176,2.44634760,1.49051883,1.19749347
-4.97348674,4.97148034,0.12020842,0.00000000,0.06262378,0.74554623,0.38185126,2.39722551,1.45929227,1.19887469
-4.96748374,4.88174958,0.11675928,0.00000000,0.05984982,0.73412338,0.37483297,2.34292963,1.42521053,1.19735541
-4.96148074,4.78265918,0.11348768,0.00000000,0.05704518,0.72066897,0.36676903,2.28495366,1.38915904,1.19332871
-4.95547774,4.67671368,0.11047443,0.00000000,0.05424969,0.70546650,0.35784294,2.22481838,1.35204849,1.18721977
-4.94947474,4.56645135,0.10779744,0.00000000,0.05150232,0.68881365,0.34824428,2.16403451,1.31479419,1.17947164
-4.94347174,4.45438009,0.10553057,0.00000000,0.04884021,0.67101333,0.33816371,2.10406854,1.27829697,1.17053124
-4.93746873,4.34291865,0.10374258,0.00000000,0.04629774,0.65236520,0.32778821,2.04631227,1.24342619,1.16083608
-4.93146573,4.23434462,0.10249628,0.00000000,0.04390578,0.63315794,0.31729675,1.99205670,1.21100517,1.15080216
-4.92546273,4.13075016,0.10184785,0.00000000,0.04169101,0.61366250,0.30685657,1.94247034,1.18179889,1.14081342
-4.91945973,4.03400584,0.10184622,0.00000000,0.03967546,0.59412648,0.29662004,1.89858217,1.15650403,1.13121276
-4.91345673,3.94573247,0.10253261,0.00000000,0.03787608,0.57476975,0.28672212,1.86126877,1.13574087,1.12229504
-4.90745373,3.86728046,0.10394007,0.00000000,0.03630456,0.55578123,0.27727849,1.83124530,1.12004688,1.11430177
-4.90145073,3.79971600,0.10609298,0.00000000,0.03496723,0.53731692,0.26838430,1.80905962,1.10987135,1.10741761
-4.89544772,3.74381323,0.10900660,0.00000000,0.03386504,0.51949895,0.26011339,1.79508924,1.10557077,1.10176844
-4.88944472,3.70005128,0.11268647,0.00000000,0.03299372,0.50241567,0.25251811,1.78954022,1.10740463,1.09742089
-4.88344172,3.66861559,0.11712785,0.00000000,0.03234403,0.48612258,0.24562953,1.79244777,1.11553119,1.09438310
-4.87743872,3.64940269,0.12231508,0.00000000,0.03190205,0.47064400,0.23945805,1.80367817,1.13000330,1.09260658
-4.87143572,3.64202797,0.12822084,0.00000000,0.03164962,0.45597532,0.23399431,1.82293182,1.15076423,1.09198894
-4.86543272,3.64583636,0.13480558,0.00000000,0.03156478,0.44208581,0.22921054,1.84974747,1.17764362,1.09237748
-4.85942971,3.65991584,0.14201695,0.00000000,0.03162237,0.42892176,0.22506195,1.88350782,1.21035412,1.09357348
-4.85342671,3.68311416,0.14978936,0.00000000,0.03179466,0.41640999,0.22148861,1.92344683,1.24848899,1.09533723
-4.84742371,3.71405908,0.15804383,0.00000000,0.03205197,0.40446160,0.21841734,1.96865909,1.29152143,1.09739368
-4.84142071,3.75118262,0.16668814,0.00000000,0.03236343,0.39297589,0.21576398,2.01811181,1.33880616,1.09943887
-4.83541771,3.79274986,0.17561725,0.00000000,0.03269774,0.38184442,0.21343571,2.07065983,1.38958397,1.10114705
-4.82941471,3.83689247,0.18471429,0.00000000,0.03302393,0.37095515,0.21133362,2.12506401,1.44298974,1.10217858
-4.82341171,3.88164722,0.19385190,0.00000000,0.03331213,0.36019652,0.20935538,2.18001321,1.49806444,1.10218843
-4.81740870,3.92499928,0.20289413,0.00000000,0.03353433,0.34946151,0.20739795,2.23415000,1.55377136,1.10083543
-4.81140570,3.96492988,0.21169880,0.00000000,0.03366513,0.33865146,0.20536036,2.28609973,1.60901667,1.09779194
-4.80540270,3.99946746,0.22012033,0.00000000,0.03368232,0.32767971,0.20314639,2.33450283,1.66267406,1.09275385
-4.79939970,4.02674128,0.22801294,0.00000000,0.03356748,0.31647471,0.20066720,2.37804933,1.71361322,1.08545072
-4.79339670,4.04503605,0.23523426,0.00000000,0.03330639,0.30498287,0.19784365,2.41551517,1.76073131,1.07565571
-4.78739370,4.05284587,0.24164907,0.00000000,0.03288939,0.29317060,0.19460846,2.44579874,1.80298660,1.06319494
-4.78139070,4.04892581,0.24713324,0.00000000,0.03231152,0.28102594,0.19090787,2.46795695,1.83943319,1.04795615
-4.77538769,4.03233912,0.25157753,0.00000000,0.03157251,0.26855933,0.18670301,2.48123918,1.86925566,1.02989605
-4.76938469,4.00249843,0.25489135,0.00000000,0.03067673,0.25580370,0.18197071,2.48511796,1.89180206,1.00904634
-4.76338169,3.95919902,0.25700615,0.00000000,0.02963282,0.24281386,0.17670384,2.47931515,1.90661416,0.98551790
-4.75737869,3.90264288,0.25787829,0.00000000,0.02845333,0.22966518,0.17091115,2.46382238,1.91345347,0.95950306
-4.75137569,3.83345233,0.25749153,0.00000000,0.02715418,0.21645160,0.16461658,2.43891476,1.91232179,0.93127579
-4.74537269,3.75267216,0.25585863,0.00000000,0.02575402,0.20328313,0.15785812,2.40515713,1.90347530,0.90118960
-4.73936968,3.66176003,0.25302235,0.00000000,0.02427357,0.19028294,0.15068628,2.36340220,1.88743122,0.86967341
-4.73336668,3.56256495,0.24905557,0.00000000,0.02273489,0.17758411,0.14316217,2.31478029,1.86496651,0.83722505
-4.72736368,3.45729393,0.24406054,0.00000000,0.02116064,0.16532618,0.13535537,2.26068071,1.83710813,0.80440287
-4.72136068,3.34846771,0.23816732,0.00000000,0.01957338,0.15365173,0.12734162,2.20272485,1.80511497,0.77181546
-4.71535768,3.23886621,0.23153140,0.00000000,0.01799493,0.14270297,0.11920039,2.14273165,1.77045148,0.74010962
-4.70935468,3.13146510,0.22433052,0.00000000,0.01644580,0.13261853,0.11101258,2.08267590,1.73475367,0.70995708
-4.70335168,3.02936478,0.21676084,0.00000000,0.01494465,0.12353054,0.10285819,2.02464057,1.69978814,0.68203991
-4.69734867,2.93571353,0.20903248,0.00000000,0.01350797,0.11556199,0.09481431,1.97076408,1.66740527,0.65703521
-4.69134567,2.85362651,0.20136464,0.00000000,0.01214972,0.10882447,0.08695320,1.92318378,1.63948764,0.63559922
-4.68534267,2.78610248,0.19398028,0.00000000,0.01088122,0.10341630,0.07934081,1.88397713,1.61789520,0.61835122
-4.67933967,2.73594038,0.18710069,0.00000000,0.00971105,0.09942104,0.07203552,1.85510199,1.60440871,0.60585757
-4.67333667,2.70565764,0.18093991,0.00000000,0.00864508,0.09690627,0.06508728,1.83833755,1.60067295,0.59861618
-4.66733367,2.69741246,0.17569918,0.00000000,0.00768657,0.09592277,0.05853700,1.83522766,1.60814161,0.59704182
-4.66133067,2.71293214,0.17156167,0.00000000,0.00683633,0.09650395,0.05241636,1.84702799,1.62802533,0.60145268
-4.65532766,2.75344946,0.16868746,0.00000000,0.00609299,0.09866551,0.04674785,1.87465890,1.66124484,0.61205846
-4.64932466,2.81964941,0.16720895,0.00000000,0.00545323,0.10240529,0.04154507,1.91866538,1.70839058,0.62895039
-4.64332166,2.91162797,0.16722691,0.00000000,0.00491207,0.10770340,0.03681328,1.97918572,1.76969048,0.65209376
