energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-5.75387694,2.78059729,0.03009132,0.00000000,0.02657961,0.33246752,0.86799585,0.82705185,1.57854833,0.00000000
-5.74787394,2.79072995,0.02941725,0.00000000,0.02859112,0.32899685,0.89017222,0.83551742,1.57577707,0.00000000
-5.74187094,2.80177612,0.02873247,0.00000000,0.03072332,0.32563763,0.91224989,0.84441966,1.57342798,0.00000000
-5.73586793,2.81405126,0.02804979,0.00000000,0.03295816,0.32239899,0.93402882,0.85390862,1.57180730,0.00000000
-5.72986493,2.82768987,0.02737974,0.00000000,0.03527235,0.31926246,0.95525383,0.86411561,1.57109836,0.00000000
-5.72386193,2.84265952,0.02673044,0.00000000,0.03763768,0.31618451,0.97562480,0.87516035,1.57136364,0.00000000
-5.71785893,2.85878565,0.02610767,0.00000000,0.04002160,0.31310025,0.99481039,0.88716008,1.57255403,0.00000000
-5.71185593,2.87578558,0.02551496,0.00000000,0.04238800,0.30992829,1.01246447,0.90023999,1.57452445,0.00000000
-5.70585293,2.89330916,0.02495394,0.00000000,0.04469824,0.30657630,1.02824456,0.91454387,1.57705463,0.00000000
-5.69984992,2.91098337,0.02442466,0.00000000,0.04691230,0.30294715,1.04183092,0.93024416,1.57987383,0.00000000
-5.69384692,2.92845777,0.02392603,0.00000000,0.04899012,0.29894506,1.05294543,0.94755031,1.58268751,0.00000000
-5.68784392,2.94544746,0.02345625,0.00000000,0.05089290,0.29448163,1.06136888,0.96671444,1.58520444,0.00000000
-5.68184092,2.96177073,0.02301329,0.00000000,0.05258456,0.28948130,1.06695580,0.98803349,1.58716225,0.00000000
-5.67583792,2.97737850,0.02259528,0.00000000,0.05403306,0.28388604,1.06964568,1.01184717,1.58835002,0.00000000
-5.66983492,2.99237350,0.02220090,0.00000000,0.05521164,0.27765897,1.06946990,1.03853122,1.58862618,0.00000000
-5.66383192,3.00701749,0.02182959,0.00000000,0.05609988,0.27078690,1.06655390,1.06848587,1.58793089,0.00000000
-5.65782891,3.02172585,0.02148182,0.00000000,0.05668456,0.26328145,1.06111428,1.10211963,1.58629198,0.00000000
-5.65182591,3.03704950,0.02115913,0.00000000,0.05696025,0.25517905,1.05345096,1.13982892,1.58382434,0.00000000
-5.64582291,3.05364513,0.02086408,0.00000000,0.05692961,0.24653956,1.04393473,1.18197420,1.58072259,0.00000000
-5.63981991,3.07223511,0.02060018,0.00000000,0.05660336,0.23744395,1.03299084,1.22885381,1.57724801,0.00000000
-5.63381691,3.09355972,0.02037165,0.00000000,0.05599998,0.22799086,1.02107952,1.28067682,1.57371026,0.00000000
-5.62781391,3.11832428,0.02018317,0.00000000,0.05514503,0.21829262,1.00867448,1.33753625,1.57044545,0.00000000
-5.62181091,3.14714455,0.02003952,0.00000000,0.05407031,0.20847068,0.99624063,1.39938430,1.56779184,0.00000000
-5.61580790,3.18049372,0.01994523,0.00000000,0.05281269,0.19865084,0.98421216,1.46601131,1.56606496,0.00000000
-5.60980490,3.21865440,0.01990425,0.00000000,0.05141280,0.18895851,0.97297225,1.53702964,1.56553367,0.00000000
-5.60380190,3.26167873,0.01991956,0.00000000,0.04991358,0.17951421,0.96283551,1.61186418,1.56639871,0.00000000
-5.59779890,3.30935918,0.01999294,0.00000000,0.04835878,0.17042949,0.95403412,1.68975020,1.56877531,0.00000000
-5.59179590,3.36121235,0.02012465,0.00000000,0.04679142,0.16180346,0.94670829,1.76973951,1.57268074,0.00000000
-5.58579290,3.41647697,0.02031331,0.00000000,0.04525240,0.15372009,0.94090170,1.85071513,1.57802775,0.00000000
-5.57978989,3.47412667,0.02055580,0.00000000,0.04377911,0.14624620,0.93656189,1.93141446,1.58462430,0.00000000
-5.57378689,3.53289739,0.02084724,0.00000000,0.04240430,0.13943037,0.93354565,2.01046029,1.59217956,0.00000000
-5.56778389,3.59132805,0.02118109,0.00000000,0.04115514,0.13330255,0.93162899,2.08639877,1.60031585,0.00000000
-5.56178089,3.64781291,0.02154928,0.00000000,0.04005248,0.12787450,0.93052104,2.15774291,1.60858578,0.00000000
-5.55577789,3.70066281,0.02194243,0.00000000,0.03911045,0.12314081,0.92988103,2.22301982,1.61649365,0.00000000
-5.54977489,3.74817245,0.02235016,0.00000000,0.03833626,0.11908047,0.92933740,2.28081982,1.62351966,0.00000000
-5.54377189,3.78869022,0.02276140,0.00000000,0.03773032,0.11565892,0.92850795,2.32984528,1.62914584,0.00000000
-5.53776888,3.82068719,0.02316471,0.00000000,0.03728654,0.11283030,0.92701989,2.36895688,1.63288184,0.00000000
-5.53176588,3.84282170,0.02354864,0.00000000,0.03699297,0.11053997,0.92452873,2.39721535,1.63428954,0.00000000
-5.52576288,3.85399665,0.02390212,0.00000000,0.03683251,0.10872696,0.92073511,2.41391672,1.63300487,0.00000000
-5.51975988,3.85340639,0.02421471,0.00000000,0.03678389,0.10732646,0.91539860,2.41861940,1.62875591,0.00000000
-5.51375688,3.84057147,0.02447695,0.00000000,0.03682270,0.10627212,0.90834811,2.41116206,1.62137625,0.00000000
-5.50775388,3.81535950,0.02468058,0.00000000,0.03692251,0.10549817,0.89948829,2.39167118,1.61081321,0.00000000
-5.50175088,3.77799153,0.02481875,0.00000000,0.03705601,0.10494132,0.88880185,2.36055833,1.59713046,0.00000000
-5.49574787,3.72903398,0.02488612,0.00000000,0.03719612,0.10454231,0.87634802,2.31850712,1.58050527,0.00000000
-5.48974487,3.66937686,0.02487901,0.00000000,0.03731703,0.10424731,0.86225727,2.26645062,1.56122065,0.00000000
-5.48374187,3.60019971,0.02479541,0.00000000,0.03739517,0.10400894,0.84672293,2.20554022,1.53965294,0.00000000
-5.47773887,3.52292723,0.02463491,0.00000000,0.03740995,0.10378719,0.82999037,2.13710756,1.51625585,0.00000000
-5.47173587,3.43917694,0.02439874,0.00000000,0.03734443,0.10354998,0.81234441,2.06262117,1.49154165,0.00000000
-5.46573287,3.35070157,0.02408956,0.00000000,0.03718574,0.10327368,0.79409586,1.98363965,1.46606075,0.00000000
-5.45972986,3.25932887,0.02371140,0.00000000,0.03692530,0.10294338,0.77556801,1.90176363,1.44038076,0.00000000
-5.45372686,3.16690155,0.02326949,0.00000000,0.03655888,0.10255312,0.75708371,1.81858814,1.41506579,0.00000000
-5.44772386,3.07521993,0.02277006,0.00000000,0.03608641,0.10210596,0.73895386,1.73565750,1.39065731,0.00000000
-5.44172086,2.98598943,0.02222018,0.00000000,0.03551170,0.10161400,0.72146769,1.65442417,1.36765697,0.00000000
-5.43571786,2.90077481,0.02162756,0.00000000,0.03484190,0.10109826,0.70488523,1.57621292,1.34651232,0.00000000
-5.42971486,2.82096248,0.02100039,0.00000000,0.03408695,0.10058859,0.68943224,1.50219143,1.32760564,0.00000000
-5.42371186,2.74773178,0.02034712,0.00000000,0.03325884,0.10012331,0.67529747,1.43334785,1.31124623,0.00000000
-5.41770885,2.68203564,0.01967633,0.00000000,0.03237097,0.09974886,0.66263222,1.37047570,1.29766612,0.00000000
-5.41170585,2.62459056,0.01899658,0.00000000,0.03143732,0.09951924,0.65155178,1.31416614,1.28701918,0.00000000
-5.40570285,2.57587539,0.01831622,0.00000000,0.03047184,0.09949531,0.64213851,1.26480720,1.27938313,0.00000000
-5.39969985,2.53613804,0.01764334,0.00000000,0.02948776,0.09974382,0.63444590,1.22258939,1.27476429,0.00000000
-5.39369685,2.50540905,0.01698560,0.00000000,0.02849709,0.10033627,0.62850318,1.18751700,1.27310428,0.00000000
-5.38769385,2.48352076,0.01635020,0.00000000,0.02751019,0.10134754,0.62432000,1.15942404,1.27428841,0.00000000
-5.38169085,2.47013044,0.01574375,0.00000000,0.02653550,0.10285417,0.62189054,1.13799391,1.27815477,0.00000000
-5.37568784,2.46474620,0.01517226,0.00000000,0.02557938,0.10493249,0.62119696,1.12278161,1.28450387,0.00000000
-5.36968484,2.46675404,0.01464107,0.00000000,0.02464614,0.10765644,0.62221146,1.11323761,1.29310795,0.00000000
-5.36368184,2.47544504,0.01415482,0.00000000,0.02373810,0.11109517,0.62489726,1.10873233,1.30371970,0.00000000
-5.35767884,2.49004124,0.01371740,0.00000000,0.02285587,0.11531053,0.62920807,1.10858029,1.31607985,0.00000000
-5.35167584,2.50971964,0.01333200,0.00000000,0.02199862,0.12035438,0.63508641,1.11206333,1.32992351,0.00000000
-5.34567284,2.53363347,0.01300101,0.00000000,0.02116447,0.12626595,0.64246079,1.11845214,1.34498506,0.00000000
-5.33966983,2.56093037,0.01272609,0.00000000,0.02035088,0.13306919,0.65124231,1.12702568,1.36100142,0.00000000
-5.33366683,2.59076733,0.01250811,0.00000000,0.01955503,0.14077036,0.66132081,1.13708816,1.37771395,0.00000000
-5.32766383,2.62232235,0.01234717,0.00000000,0.01877425,0.14935588,0.67256126,1.14798331,1.39486911,0.00000000
-5.32166083,2.65480317,0.01224261,0.00000000,0.01800629,0.15879063,0.68480064,1.15910595,1.41221802,0.00000000
-5.31565783,2.68745338,0.01219301,0.00000000,0.01724962,0.16901677,0.69784587,1.16991077,1.42951539,0.00000000
-5.30965483,2.71955643,0.01219619,0.00000000,0.01650361,0.17995317,0.71147316,1.17991847,1.44651812,0.00000000
-5.30365183,2.75043804,0.01224926,0.00000000,0.01576865,0.19149568,0.72542894,1.18871945,1.46298391,0.00000000
-5.29764882,2.77946771,0.01234860,0.00000000,0.01504613,0.20351810,0.73943273,1.19597521,1.47867024,0.00000000
-5.29164582,2.80605972,0.01248995,0.00000000,0.01433844,0.21587407,0.75318183,1.20141775,1.49333413,0.00000000
-5.28564282,2.82967418,0.01266843,0.00000000,0.01364882,0.22839985,0.76635789,1.20484722,1.50673276,0.00000000
-5.27963982,2.84981849,0.01287859,0.00000000,0.01298115,0.24091780,0.77863509,1.20612812,1.51862526,0.00000000
-5.27363682,2.86604942,0.01311452,0.00000000,0.01233978,0.25324077,0.78968967,1.20518429,1.52877561,0.00000000
-5.26763382,2.87797597,0.01336996,0.00000000,0.01172922,0.26517698,0.79921025,1.20199304,1.53695680,0.00000000
-5.26163082,2.88526308,0.01363833,0.00000000,0.01115395,0.27653546,0.80690873,1.19657857,1.54295592,0.00000000
-5.25562781,2.88763585,0.01391295,0.00000000,0.01061813,0.28713173,0.81253103,1.18900502,1.54658017,0.00000000
-5.24962481,2.88488439,0.01418711,0.00000000,0.01012538,0.29679361,0.81586717,1.17936945,1.54766335,0.00000000
-5.24362181,2.87686867,0.01445424,0.00000000,0.00967864,0.30536682,0.81676033,1.16779478,1.54607268,0.00000000
-5.23761881,2.86352331,0.01470808,0.00000000,0.00927999,0.31272026,0.81511433,1.15442310,1.54171537,0.00000000
-5.23161581,2.84486181,0.01494277,0.00000000,0.00893055,0.31875063,0.81089915,1.13940946,1.53454484,0.00000000
-5.22561281,2.82097989,0.01515307,0.00000000,0.00863050,0.32338630,0.80415432,1.12291630,1.52456600,0.00000000
-5.21960980,2.79205768,0.01533447,0.00000000,0.00837905,0.32659018,0.79498986,1.10510870,1.51183945,0.00000000
-5.21360680,2.75836043,0.01548329,0.00000000,0.00817452,0.32836148,0.78358493,1.08615047,1.49648422,0.00000000
-5.20760380,2.72023751,0.01559684,0.00000000,0.00801444,0.32873624,0.77018397,1.06620131,1.47867885,0.00000000
-5.20160080,2.67811955,0.01567345,0.00000000,0.00789570,0.32778668,0.75509070,1.04541486,1.45866074,0.00000000
-5.19559780,2.63251354,0.01571257,0.00000000,0.00781470,0.32561919,0.73866008,1.02393774,1.43672360,0.00000000
-5.18959480,2.58399591,0.01571475,0.00000000,0.00776751,0.32237122,0.72128860,1.00190943,1.41321293,0.00000000
-5.18359180,2.53320351,0.01568164,0.00000000,0.00775006,0.31820703,0.70340316,0.97946285,1.38851969,0.00000000
-5.17758879,2.48082242,0.01561593,0.00000000,0.00775831,0.31331247,0.68544891,0.95672553,1.36307218,0.00000000
-5.17158579,2.42757495,0.01552129,0.00000000,0.00778837,0.30788899,0.66787656,0.93382101,1.33732624,0.00000000
-5.16558279,2.37420458,0.01540217,0.00000000,0.00783664,0.30214705,0.65112936,0.91087034,1.31175403,0.00000000
-5.15957979,2.32145939,0.01526372,0.00000000,0.00789986,0.29629918,0.63563021,0.88799343,1.28683163,0.00000000
-5.15357679,2.27007403,0.01511154,0.00000000,0.00797523,0.29055288,0.62176924,0.86530998,1.26302574,0.00000000
-5.14757379,2.22075071,0.01495148,0.00000000,0.00806033,0.28510363,0.60989220,0.84293975,1.24077976,0.00000000
-5.14157079,2.17413964,0.01478942,0.00000000,0.00815319,0.28012824,0.60028998,0.82100219,1.22049988,0.00000000
-5.13556778,2.13081955,0.01463101,0.00000000,0.00825216,0.27577883,0.59318942,0.79961520,1.20254138,0.00000000
-5.12956478,2.09127881,0.01448143,0.00000000,0.00835586,0.27217748,0.58874593,0.77889307,1.18719576,0.00000000
-5.12356178,2.05589816,0.01434518,0.00000000,0.00846309,0.26941199,0.58703791,0.75894375,1.17467924,0.00000000
-5.11755878,2.02493563,0.01422588,0.00000000,0.00857268,0.26753272,0.58806331,0.73986547,1.16512309,0.00000000
-5.11155578,1.99851459,0.01412607,0.00000000,0.00868341,0.26655070,0.59173849,0.72174316,1.15856634,0.00000000
-5.10555278,1.97661573,0.01404709,0.00000000,0.00879386,0.26643718,0.59789948,0.70464464,1.15495140,0.00000000
-5.09954977,1.95907362,0.01398903,0.00000000,0.00890237,0.26712456,0.60630574,0.68861725,1.15412281,0.00000000
-5.09354677,1.94557855,0.01395066,0.00000000,0.00900692,0.26850877,0.61664637,0.67368493,1.15582962,0.00000000
-5.08754377,1.93568376,0.01392950,0.00000000,0.00910510,0.27045298,0.62854870,0.65984614,1.15973140,0.00000000
-5.08154077,1.92881846,0.01392188,0.00000000,0.00919413,0.27279263,0.64158912,0.64707300,1.16540789,0.00000000
-5.07553777,1.92430624,0.01392312,0.00000000,0.00927088,0.27534151,0.65530574,0.63531156,1.17237209,0.00000000
-5.06953477,1.92138841,0.01392771,0.00000000,0.00933193,0.27789872,0.66921274,0.62448349,1.18008642,0.00000000
-5.06353177,1.91925163,0.01392955,0.00000000,0.00937366,0.28025627,0.68281557,0.61448909,1.18798134,0.00000000
-5.05752876,1.91705852,0.01392222,0.00000000,0.00939240,0.28220704,0.69562689,0.60521153,1.19547575,0.00000000
-5.05152576,1.91398016,0.01389929,0.00000000,0.00938457,0.28355267,0.70718225,0.59652211,1.20199824,0.00000000
-5.04552276,1.90922897,0.01385460,0.00000000,0.00934684,0.28411118,0.71705519,0.58828626,1.20700836,0.00000000
-5.03951976,1.90209036,0.01378258,0.00000000,0.00927628,0.28372401,0.72487095,0.58037000,1.21001684,0.00000000
-5.03351676,1.89195178,0.01367848,0.00000000,0.00917052,0.28226207,0.73031832,0.57264640,1.21060389,0.00000000
-5.02751376,1.87832765,0.01353861,0.00000000,0.00902789,0.27963066,0.73315907,0.56500174,1.20843476,0.00000000
-5.02151076,1.86087912,0.01336057,0.00000000,0.00884751,0.27577296,0.73323463,0.55734105,1.20327174,0.00000000
-5.01550775,1.83942748,0.01314335,0.00000000,0.00862939,0.27067211,0.73046966,0.54959262,1.19498220,0.00000000
-5.00950475,1.81396098,0.01288741,0.00000000,0.00837445,0.26435161,0.72487253,0.54171134,1.18354225,0.00000000
-5.00350175,1.78463443,0.01259473,0.00000000,0.00808453,0.25687422,0.71653257,0.53368071,1.16903601,0.00000000
-4.99749875,1.75176205,0.01226873,0.00000000,0.00776236,0.24833935,0.70561451,0.52551339,1.15165058,0.00000000
-4.99149575,1.71580384,0.01191419,0.00000000,0.00741144,0.23887911,0.69235017,0.51725033,1.13166713,0.00000000
-4.98549275,1.67734635,0.01153711,0.00000000,0.00703598,0.22865324,0.67702810,0.50895864,1.10944857,0.00000000
-4.97948974,1.63707890,0.01114452,0.00000000,0.00664072,0.21784316,0.65998154,0.50072824,1.08542457,0.00000000
-4.97348674,1.59576651,0.01074423,0.00000000,0.00623082,0.20664542,0.64157543,0.49266766,1.06007468,0.00000000
-4.96748374,1.55422077,0.01034464,0.00000000,0.00581164,0.19526487,0.62219292,0.48489906,1.03391045,0.00000000
-4.96148074,1.51327013,0.00995444,0.00000000,0.00538859,0.18390777,0.60222215,0.47755295,1.00745729,0.00000000
-4.95547774,1.47373086,0.00958238,0.00000000,0.00496698,0.17277526,0.58204378,0.47076264,0.98123688,0.00000000
-4.94947474,1.43637977,0.00923702,0.00000000,0.00455186,0.16205727,0.56201974,0.46465891,0.95575091,0.00000000
-4.94347174,1.40192988,0.00892648,0.00000000,0.00414787,0.15192717,0.54248354,0.45936484,0.93146659,0.00000000
-4.93746873,1.37100949,0.00865827,0.00000000,0.00375914,0.14253732,0.52373253,0.45499128,0.90880437,0.00000000
-4.93146573,1.34414558,0.00843907,0.00000000,0.00338921,0.13401561,0.50602215,0.45163281,0.88812821,0.00000000
-4.92546273,1.32175156,0.00827459,0.00000000,0.00304100,0.12646304,0.48956218,0.44936447,0.86973843,0.00000000
-4.91945973,1.30411951,0.00816947,0.00000000,0.00271674,0.11995232,0.47451500,0.44823923,0.85386720,0.00000000
-4.91345673,1.29141694,0.00812716,0.00000000,0.00241798,0.11452754,0.46099568,0.44828625,0.84067647,0.00000000
-4.90745373,1.28368759,0.00814986,0.00000000,0.00214568,0.11020476,0.44907358,0.44950989,0.83025818,0.00000000
-4.90145073,1.28085605,0.00823850,0.00000000,0.00190016,0.10697344,0.43877526,0.45188950,0.82263640,0.00000000
-4.89544772,1.28273559,0.00839276,0.00000000,0.00168124,0.10479861,0.43008830,0.45537983,0.81777123,0.00000000
-4.88944472,1.28903871,0.00861101,0.00000000,0.00148828,0.10362358,0.42296590,0.45991222,0.81556391,0.00000000
-4.88344172,1.29938989,0.00889044,0.00000000,0.00132026,0.10337320,0.41733168,0.46539629,0.81586310,0.00000000
-4.87743872,1.31333992,0.00922706,0.00000000,0.00117588,0.10395731,0.41308469,0.47172222,0.81847176,0.00000000
-4.87143572,1.33038134,0.00961581,0.00000000,0.00105365,0.10527447,0.41010428,0.47876353,0.82315468,0.00000000
-4.86543272,1.34996452,0.01005065,0.00000000,0.00095193,0.10721567,0.40825464,0.48638032,0.82964620,0.00000000
-4.85942971,1.37151386,0.01052469,0.00000000,0.00086903,0.10966807,0.40738905,0.49442275,0.83765806,0.00000000
-4.85342671,1.39444378,0.01103029,0.00000000,0.00080326,0.11251850,0.40735365,0.50273498,0.84688726,0.00000000
-4.84742371,1.41817413,0.01155925,0.00000000,0.00075299,0.11565681,0.40799080,0.51115916,0.85702376,0.00000000
-4.84142071,1.44214463,0.01210292,0.00000000,0.00071664,0.11897880,0.40914207,0.51953955,0.86775790,0.00000000
-4.83541771,1.46582811,0.01265242,0.00000000,0.00069277,0.12238889,0.41065089,0.52772658,0.87878751,0.00000000
-4.82941471,1.48874225,0.01319879,0.00000000,0.00068003,0.12580224,0.41236499,0.53558076,0.88982455,0.00000000
-4.82341171,1.51045956,0.01373318,0.00000000,0.00067720,0.12914651,0.41413864,0.54297623,0.90060116,0.00000000
-4.81740870,1.53061538,0.01424704,0.00000000,0.00068315,0.13236304,0.41583485,0.54980389,0.91087509,0.00000000
-4.81140570,1.54891379,0.01473229,0.00000000,0.00069686,0.13540754,0.41732748,0.55597392,0.92043424,0.00000000
-4.80540270,1.56513123,0.01518153,0.00000000,0.00071738,0.13825025,0.41850333,0.56141758,0.92910035,0.00000000
-4.79939970,1.57911773,0.01558814,0.00000000,0.00074382,0.14087557,0.41926415,0.56608827,0.93673159,0.00000000
-4.79339670,1.59079582,0.01594649,0.00000000,0.00077531,0.14328122,0.41952861,0.56996165,0.94322404,0.00000000
-4.78739370,1.60015715,0.01625201,0.00000000,0.00081100,0.14547689,0.41923398,0.57303497,0.94851191,0.00000000
-4.78139070,1.60725693,0.01650131,0.00000000,0.00085003,0.14748252,0.41833760,0.57532545,0.95256665,0.00000000
-4.77538769,1.61220637,0.01669226,0.00000000,0.00089153,0.14932626,0.41681787,0.57686794,0.95539463,0.00000000
-4.76938469,1.61516362,0.01682395,0.00000000,0.00093460,0.15104208,0.41467476,0.57771188,0.95703389,0.00000000
-4.76338169,1.61632325,0.01689678,0.00000000,0.00097831,0.15266731,0.41192960,0.57791770,0.95754970,0.00000000
-4.75737869,1.61590499,0.01691235,0.00000000,0.00102171,0.15424010,0.40862422,0.57755283,0.95702936,0.00000000
-4.75137569,1.61414206,0.01687345,0.00000000,0.00106384,0.15579683,0.40481928,0.57668761,0.95557633,0.00000000
-4.74537269,1.61126953,0.01678390,0.00000000,0.00110374,0.15736984,0.40059174,0.57539113,0.95330396,0.00000000
-4.73936968,1.60751323,0.01664848,0.00000000,0.00114048,0.15898521,0.39603173,0.57372733,0.95032918,0.00000000
-4.73336668,1.60307966,0.01647272,0.00000000,0.00117317,0.16066104,0.39123866,0.57175154,0.94676633,0.00000000
-4.72736368,1.59814718,0.01626281,0.00000000,0.00120101,0.16240609,0.38631685,0.56950745,0.94272136,0.00000000
-4.72136068,1.59285892,0.01602533,0.00000000,0.00122327,0.16421884,0.38137083,0.56702493,0.93828686,0.00000000
-4.71535768,1.58731749,0.01576713,0.00000000,0.00123936,0.16608713,0.37650054,0.56431852,0.93353782,0.00000000
-4.70935468,1.58158165,0.01549511,0.00000000,0.00124881,0.16798830,0.37179663,0.56138670,0.92852852,0.00000000
-4.70335168,1.57566496,0.01521600,0.00000000,0.00125133,0.16988978,0.36733608,0.55821207,0.92329041,0.00000000
-4.69734867,1.56953632,0.01493624,0.00000000,0.00124678,0.17175018,0.36317843,0.55476223,0.91783128,0.00000000
-4.69134567,1.56312222,0.01466173,0.00000000,0.00123517,0.17352079,0.35936273,0.55099139,0.91213536,0.00000000
-4.68534267,1.55631048,0.01439772,0.00000000,0.00121671,0.17514734,0.35590545,0.54684251,0.90616455,0.00000000
-4.67933967,1.54895520,0.01414867,0.00000000,0.00119174,0.17657206,0.35279939,0.54225003,0.89986047,0.00000000
-4.67333667,1.54088261,0.01391811,0.00000000,0.00116077,0.17773581,0.35001369,0.53714275,0.89314722,0.00000000
-4.66733367,1.53189754,0.01370854,0.00000000,0.00112439,0.17858027,0.34749489,0.53144709,0.88593478,0.00000000
-4.66133067,1.52179020,0.01352139,0.00000000,0.00108332,0.17905002,0.34516912,0.52509022,0.87812261,0.00000000
-4.65532766,1.51034308,0.01335699,0.00000000,0.00103836,0.17909453,0.34294502,0.51800323,0.86960358,0.00000000
-4.64932466,1.49733767,0.01321455,0.00000000,0.00099031,0.17866984,0.34071764,0.51012407,0.86026790,0.00000000
-4.64332166,1.48256098,0.01309219,0.00000000,0.00094003,0.17774001,0.33837270,0.50140015,0.85000694,0.00000000
