energy_ev,total_up,Ag_p_up,Ag_d_up,Cd_p_up,Cd_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.78989495,1.28668956,0.55802350,0.40918151,0.45616461,0.11371081,0.03029801,0.13842813,0.29351771,0.00000000
-5.78389195,1.23707617,0.54206603,0.39174764,0.43662554,0.10870397,0.02737952,0.13244879,0.28767183,0.00000000
-5.77788894,1.19005666,0.52871149,0.37556314,0.41884963,0.10378213,0.02463450,0.12664545,0.28202438,0.00000000
-5.77188594,1.14645764,0.51832339,0.36096476,0.40327073,0.09899060,0.02208439,0.12111815,0.27669915,0.00000000
-5.76588294,1.10704575,0.51124023,0.34826060,0.39028180,0.09437118,0.01974523,0.11595897,0.27182226,0.00000000
-5.75987994,1.07251904,0.50777033,0.33772582,0.38022875,0.08996236,0.01762784,0.11125096,0.26752070,0.00000000
-5.75387694,1.04349831,0.50818552,0.32959856,0.37340494,0.08579940,0.01573806,0.10706711,0.26392022,0.00000000
-5.74787394,1.02051790,0.51271367,0.32407608,0.37004624,0.08191433,0.01407714,0.10346953,0.26114248,0.00000000
-5.74187094,1.00401606,0.52153026,0.32131095,0.37032656,0.07833587,0.01264218,0.10050875,0.25930163,0.00000000
-5.73586793,0.99432503,0.53474931,0.32140749,0.37435402,0.07508925,0.01142661,0.09822302,0.25850039,0.00000000
-5.72986493,0.99166120,0.55241406,0.32441840,0.38216771,0.07219585,0.01042067,0.09663790,0.25882577,0.00000000
-5.72386193,0.99611578,0.57448801,0.33034187,0.39373530,0.06967289,0.00961197,0.09576584,0.26034479,0.00000000
-5.71785893,1.00764677,0.60084695,0.33911927,0.40895165,0.06753297,0.00898592,0.09560600,0.26310035,0.00000000
-5.71185593,1.02607294,0.63127259,0.35063369,0.42763864,0.06578371,0.00852624,0.09614423,0.26710756,0.00000000
-5.70585293,1.05107059,0.66544851,0.36470971,0.44954638,0.06442738,0.00821538,0.09735335,0.27235078,0.00000000
-5.69984992,1.08217389,0.70295904,0.38111442,0.47435620,0.06346073,0.00803495,0.09919362,0.27878172,0.00000000
-5.69384692,1.11877934,0.74329150,0.39956018,0.50168537,0.06287484,0.00796607,0.10161361,0.28631857,0.00000000
-5.68784392,1.16015500,0.78584222,0.41970911,0.53109376,0.06265528,0.00798972,0.10455137,0.29484657,0.00000000
-5.68184092,1.20545437,0.82992646,0.44117940,0.56209246,0.06278237,0.00808704,0.10793585,0.30421986,0.00000000
-5.67583792,1.25373525,0.87479217,0.46355358,0.59415419,0.06323171,0.00823964,0.11168876,0.31426470,0.00000000
-5.66983492,1.30398287,0.91963730,0.48638838,0.62672526,0.06397488,0.00842984,0.11572658,0.32478399,0.00000000
-5.66383192,1.35513677,0.96363009,0.50922620,0.65923887,0.06498028,0.00864090,0.11996283,0.33556277,0.00000000
-5.65782891,1.40612043,1.00593176,0.53160756,0.69112914,0.06621414,0.00885727,0.12431045,0.34637465,0.00000000
-5.65182591,1.45587248,1.04572043,0.55308429,0.72184541,0.06764153,0.00906475,0.12868418,0.35698867,0.00000000
-5.64582291,1.50337802,1.08221551,0.57323282,0.75086623,0.06922745,0.00925069,0.13300289,0.36717640,0.00000000
-5.63981991,1.54769866,1.11470124,0.59166691,0.77771246,0.07093786,0.00940410,0.13719164,0.37671891,0.00000000
-5.63381691,1.58799986,1.14254839,0.60804940,0.80195878,0.07274050,0.00951583,0.14118358,0.38541312,0.00000000
-5.62781391,1.62357402,1.16523296,0.62210224,0.82324322,0.07460572,0.00957858,0.14492127,0.39307749,0.00000000
-5.62181091,1.65385843,1.18235115,0.63361433,0.84127423,0.07650693,0.00958698,0.14835772,0.39955651,0.00000000
-5.61580790,1.67844688,1.19362967,0.64244673,0.85583492,0.07842089,0.00953758,0.15145682,0.40472407,0.00000000
-5.60980490,1.69709457,1.19893099,0.64853505,0.86678450,0.08032778,0.00942883,0.15419328,0.40848534,0.00000000
-5.60380190,1.70971604,1.19825341,0.65188867,0.87405674,0.08221096,0.00926096,0.15655205,0.41077736,0.00000000
-5.59779890,1.71637637,1.19172589,0.65258702,0.87765579,0.08405653,0.00903588,0.15852729,0.41156831,0.00000000
-5.59179590,1.71727620,1.17959797,0.65077293,0.87764965,0.08585272,0.00875701,0.16012095,0.41085549,0.00000000
-5.58579290,1.71273152,1.16222564,0.64664351,0.87416169,0.08758915,0.00842909,0.16134110,0.40866251,0.00000000
-5.57978989,1.70314952,1.14005359,0.64043898,0.86736093,0.08925594,0.00805796,0.16220001,0.40503559,0.00000000
-5.57378689,1.68900182,1.11359522,0.63243007,0.85745150,0.09084295,0.00765031,0.16271222,0.40003949,0.00000000
-5.56778389,1.67079669,1.08341115,0.62290458,0.84466211,0.09233896,0.00721346,0.16289275,0.39375331,0.00000000
-5.56178089,1.64905189,1.05008766,0.61215395,0.82923592,0.09373104,0.00675510,0.16275540,0.38626633,0.00000000
-5.55577789,1.62426943,1.01421577,0.60046034,0.81142149,0.09500408,0.00628312,0.16231139,0.37767429,0.00000000
-5.54977489,1.59691380,0.97637222,0.58808501,0.79146519,0.09614051,0.00580534,0.16156839,0.36807617,0.00000000
-5.54377189,1.56739440,0.93710304,0.57525851,0.76960520,0.09712036,0.00532938,0.16052996,0.35757164,0.00000000
-5.53776888,1.53605332,0.89691019,0.56217310,0.74606754,0.09792147,0.00486255,0.15919544,0.34625928,0.00000000
-5.53176588,1.50315850,0.85624189,0.54897772,0.72106381,0.09852004,0.00441173,0.15756026,0.33423561,0.00000000
-5.52576288,1.46890258,0.81548657,0.53577562,0.69479075,0.09889135,0.00398337,0.15561669,0.32159468,0.00000000
-5.51975988,1.43340700,0.77497049,0.52262476,0.66743124,0.09901074,0.00358350,0.15335490,0.30842839,0.00000000
-5.51375688,1.39673098,0.73495872,0.50954064,0.63915644,0.09885469,0.00321779,0.15076429,0.29482725,0.00000000
-5.50775388,1.35888427,0.69565904,0.49650143,0.61012878,0.09840197,0.00289172,0.14783498,0.28088135,0.00000000
-5.50175088,1.31984293,0.65722819,0.48345493,0.58050522,0.09763487,0.00261069,0.14455938,0.26668159,0.00000000
-5.49574787,1.27956692,0.61977985,0.47032686,0.55044054,0.09654037,0.00238029,0.14093369,0.25232081,0.00000000
-5.48974487,1.23801827,0.58339367,0.45703001,0.52009030,0.09511118,0.00220655,0.13695924,0.23789477,0.00000000
-5.48374187,1.19517891,0.54812470,0.44347366,0.48961310,0.09334664,0.00209623,0.13264371,0.22350288,0.00000000
-5.47773887,1.15106703,0.51401265,0.42957277,0.45917211,0.09125346,0.00205710,0.12800198,0.20924862,0.00000000
-5.47173587,1.10575117,0.48109038,0.41525648,0.42893552,0.08884617,0.00209832,0.12305667,0.19523949,0.00000000
-5.46573287,1.05936130,0.44939137,0.40047544,0.39907625,0.08614737,0.00223073,0.11783838,0.18158668,0.00000000
-5.45972986,1.01209660,0.41895570,0.38520770,0.36977058,0.08318767,0.00246717,0.11238550,0.16840436,0.00000000
-5.45372686,0.96422953,0.38983457,0.36946301,0.34119620,0.08000541,0.00282278,0.10674383,0.15580860,0.00000000
-5.44772386,0.91610627,0.36209310,0.35328524,0.31352963,0.07664611,0.00331518,0.10096572,0.14391617,0.00000000
-5.44172086,0.86814361,0.33581159,0.33675308,0.28694329,0.07316178,0.00396469,0.09510917,0.13284306,0.00000000
-5.43571786,0.82082266,0.31108536,0.31997899,0.26160252,0.06960992,0.00479438,0.08923658,0.12270295,0.00000000
-5.42971486,0.77467969,0.28802330,0.30310660,0.23766260,0.06605249,0.00583002,0.08341350,0.11360563,0.00000000
-5.42371186,0.73029472,0.26674532,0.28630672,0.21526607,0.06255469,0.00709993,0.07770720,0.10565537,0.00000000
-5.41770885,0.68827824,0.24737908,0.26977240,0.19454053,0.05918369,0.00863462,0.07218538,0.09894932,0.00000000
-5.41170585,0.64925676,0.23005603,0.25371301,0.17559677,0.05600737,0.01046632,0.06691479,0.09357595,0.00000000
-5.40570285,0.61385752,0.21490722,0.23834800,0.15852759,0.05309291,0.01262828,0.06196003,0.08961344,0.00000000
-5.39969985,0.58269304,0.20205887,0.22390032,0.14340709,0.05050555,0.01515388,0.05738240,0.08712817,0.00000000
-5.39369685,0.55634566,0.19162795,0.21058997,0.13029037,0.04830724,0.01807557,0.05323892,0.08617309,0.00000000
-5.38769385,0.53535278,0.18371802,0.19862776,0.11921372,0.04655545,0.02142362,0.04958150,0.08678613,0.00000000
-5.38169085,0.52019273,0.17841525,0.18820963,0.11019505,0.04530194,0.02522467,0.04645620,0.08898859,0.00000000
-5.37568784,0.51127189,0.17578485,0.17951152,0.10323443,0.04459167,0.02950024,0.04390263,0.09278349,0.00000000
-5.36968484,0.50891306,0.17586802,0.17268497,0.09831481,0.04446176,0.03426509,0.04195354,0.09815399,0.00000000
-5.36368184,0.51334536,0.17867930,0.16785360,0.09540263,0.04494054,0.03952556,0.04063439,0.10506197,0.00000000
-5.35767884,0.52469598,0.18420463,0.16511040,0.09444833,0.04604669,0.04527803,0.03996308,0.11344669,0.00000000
-5.35167584,0.54298385,0.19240003,0.16451583,0.09538680,0.04778856,0.05150746,0.03994975,0.12322391,0.00000000
-5.34567284,0.56811550,0.20319091,0.16609687,0.09813758,0.05016356,0.05818613,0.04059665,0.13428527,0.00000000
-5.33966983,0.59988328,0.21647224,0.16984687,0.10260508,0.05315781,0.06527274,0.04189805,0.14649837,0.00000000
-5.33366683,0.63796625,0.23210944,0.17572615,0.10867865,0.05674592,0.07271183,0.04384022,0.15970743,0.00000000
-5.32766383,0.68193364,0.24994006,0.18366342,0.11623280,0.06089104,0.08043373,0.04640157,0.17373467,0.00000000
-5.32166083,0.73125130,0.26977630,0.19355782,0.12512748,0.06554517,0.08835493,0.04955280,0.18838265,0.00000000
-5.31565783,0.78529088,0.29140821,0.20528164,0.13520868,0.07064975,0.09637911,0.05325719,0.20343728,0.00000000
-5.30965483,0.84334177,0.31460763,0.21868354,0.14630939,0.07613655,0.10439866,0.05747105,0.21867180,0.00000000
-5.30365183,0.90462571,0.33913265,0.23359224,0.15825097,0.08192882,0.11229679,0.06214430,0.23385148,0.00000000
-5.29764882,0.96831358,0.36473242,0.24982052,0.17084511,0.08794286,0.11995017,0.06722118,0.24873892,0.00000000
-5.29164582,1.03354403,0.39115226,0.26716950,0.18389630,0.09408968,0.12723198,0.07264115,0.26309985,0.00000000
-5.28564282,1.09944342,0.41813865,0.28543298,0.19720486,0.10027708,0.13401533,0.07833993,0.27670922,0.00000000
-5.27963982,1.16514635,0.44544407,0.30440178,0.21057051,0.10641175,0.14017692,0.08425071,0.28935723,0.00000000
-5.27363682,1.22981618,0.47283137,0.32386792,0.22379633,0.11240163,0.14560071,0.09030538,0.30085521,0.00000000
-5.26763382,1.29266465,0.50007744,0.34362851,0.23669306,0.11815819,0.15018161,0.09643596,0.31104090,0.00000000
-5.26163082,1.35297012,0.52697615,0.36348931,0.24908358,0.12359872,0.15382888,0.10257601,0.31978313,0.00000000
-5.25562781,1.41009352,0.55334033,0.38326774,0.26080739,0.12864854,0.15646914,0.10866209,0.32698536,0.00000000
-5.24962481,1.46349169,0.57900284,0.40279548,0.27172495,0.13324291,0.15804892,0.11463514,0.33258832,0.00000000
-5.24362181,1.51272759,0.60381671,0.42192047,0.28172166,0.13732870,0.15853646,0.12044180,0.33657125,0.00000000
-5.23761881,1.55747715,0.62765454,0.44050836,0.29071141,0.14086577,0.15792290,0.12603572,0.33895198,0.00000000
-5.23161581,1.59753277,0.65040722,0.45844356,0.29863946,0.14382782,0.15622258,0.13137852,0.33978572,0.00000000
-5.22561281,1.63280347,0.67198233,0.47562983,0.30548459,0.14620300,0.15347262,0.13644083,0.33916267,0.00000000
-5.21960980,1.66331208,0.69230237,0.49199053,0.31126045,0.14799393,0.14973167,0.14120291,0.33720466,0.00000000
-5.21360680,1.68918966,0.71130318,0.50746872,0.31601599,0.14921737,0.14507792,0.14565525,0.33406092,0.00000000
-5.20760380,1.71066789,0.72893272,0.52202708,0.31983506,0.14990350,0.13960657,0.14979883,0.32990318,0.00000000
-5.20160080,1.72806954,0.74515042,0.53564776,0.32283503,0.15009479,0.13342669,0.15364521,0.32492044,0.00000000
-5.19559780,1.74179782,0.75992732,0.54833222,0.32516461,0.14984460,0.12665776,0.15721638,0.31931349,0.00000000
-5.18959480,1.75232479,0.77324689,0.56010104,0.32700075,0.14921548,0.11942599,0.16054435,0.31328952,0.00000000
-5.18359180,1.76017919,0.78510660,0.57099369,0.32854485,0.14827730,0.11186059,0.16367047,0.30705688,0.00000000
-5.17758879,1.76593384,0.79551995,0.58106803,0.33001816,0.14710522,0.10409008,0.16664450,0.30082017,0.00000000
-5.17158579,1.77019274,0.80451884,0.59039962,0.33165652,0.14577754,0.09623893,0.16952343,0.29477580,0.00000000
-5.16558279,1.77357768,0.81215583,0.59908051,0.33370453,0.14437358,0.08842445,0.17236989,0.28910801,0.00000000
-5.15957979,1.77671434,0.81850596,0.60721745,0.33640909,0.14297145,0.08075415,0.17525039,0.28398535,0.00000000
-5.15357679,1.78021765,0.82366776,0.61492928,0.34001256,0.14164595,0.07332370,0.17823314,0.27955763,0.00000000
-5.14757379,1.78467636,0.82776303,0.62234350,0.34474544,0.14046647,0.06621530,0.18138570,0.27595334,0.00000000
-5.14157079,1.79063665,0.83093515,0.62959181,0.35081890,0.13949507,0.05949676,0.18477228,0.27327738,0.00000000
-5.13556778,1.79858497,0.83334570,0.63680478,0.35841709,0.13878458,0.05322099,0.18845089,0.27160914,0.00000000
-5.12956478,1.80893034,0.83516931,0.64410566,0.36768964,0.13837705,0.04742612,0.19247044,0.27100090,0.00000000
-5.12356178,1.82198651,0.83658685,0.65160352,0.37874430,0.13830220,0.04213600,0.19686770,0.27147652,0.00000000
-5.11755878,1.83795471,0.83777712,0.65938609,0.39164030,0.13857632,0.03736116,0.20166450,0.27303042,0.00000000
-5.11155578,1.85690781,0.83890753,0.66751252,0.40638239,0.13920141,0.03309995,0.20686516,0.27562700,0.00000000
-5.10555278,1.87877687,0.84012418,0.67600671,0.42291618,0.14016461,0.02934009,0.21245428,0.27920046,0.00000000
-5.09954977,1.90334104,0.84154196,0.68485136,0.44112478,0.14143819,0.02606018,0.21839522,0.28365519,0.00000000
-5.09354677,1.93022205,0.84323534,0.69398354,0.46082736,0.14297984,0.02323148,0.22462917,0.28886689,0.00000000
-5.08754377,1.95888401,0.84523053,0.70329188,0.48177953,0.14473356,0.02081949,0.23107511,0.29468432,0.00000000
-5.08154077,1.98863937,0.84749954,0.71261603,0.50367610,0.14663097,0.01878567,0.23763075,0.30093206,0.00000000
-5.07553777,2.01866152,0.84995674,0.72174836,0.52615608,0.14859311,0.01708895,0.24417433,0.30741399,0.00000000
-5.06953477,2.04800411,0.85245827,0.73043822,0.54880999,0.15053278,0.01568712,0.25056754,0.31391779,0.00000000
-5.06353177,2.07562682,0.85480457,0.73839869,0.57118950,0.15235718,0.01453813,0.25665925,0.32022015,0.00000000
-5.05752876,2.10042692,0.85674597,0.74531549,0.59281900,0.15397092,0.01360112,0.26229013,0.32609283,0.00000000
-5.05152576,2.12127564,0.85799122,0.75085797,0.61320894,0.15527928,0.01283733,0.26729786,0.33130912,0.00000000
-5.04552276,2.13705772,0.85821870,0.75469150,0.63187034,0.15619152,0.01221086,0.27152289,0.33565075,0.00000000
-5.03951976,2.14671274,0.85708961,0.75649082,0.64833011,0.15662415,0.01168912,0.27481434,0.33891480,0.00000000
-5.03351676,2.14927611,0.85426263,0.75595359,0.66214635,0.15650410,0.01124327,0.27703585,0.34092044,0.00000000
-5.02751376,2.14391799,0.84940923,0.75281362,0.67292324,0.15577151,0.01084843,0.27807116,0.34151509,0.00000000
-5.02151076,2.12997816,0.84222887,0.74685295,0.68032472,0.15438206,0.01048372,0.27782909,0.34057989,0.00000000
-5.01550775,2.10699521,0.83246329,0.73791229,0.68408641,0.15230888,0.01013227,0.27624765,0.33803408,0.00000000
-5.00950475,2.07472855,0.81990914,0.72589920,0.68402526,0.14954368,0.00978102,0.27329727,0.33383807,0.00000000
-5.00350175,2.03317230,0.80442834,0.71079372,0.68004646,0.14609728,0.00942051,0.26898273,0.32799526,0.00000000
-4.99749875,1.98256036,0.78595566,0.69265104,0.67214741,0.14199949,0.00904459,0.26334392,0.32055219,0.00000000
-4.99149575,1.92336246,0.76450325,0.67160126,0.66041838,0.13729817,0.00865001,0.25645534,0.31159740,0.00000000
-4.98549275,1.85627156,0.74016179,0.64784624,0.64504021,0.13205784,0.00823607,0.24842428,0.30125866,0.00000000
-4.97948974,1.78218327,0.71309851,0.62165365,0.62627879,0.12635753,0.00780421,0.23938796,0.28969908,0.00000000
-4.97348674,1.70216829,0.68355204,0.59334873,0.60447689,0.12028834,0.00735755,0.22950957,0.27711196,0.00000000
-4.96748374,1.61743942,0.65182467,0.56330410,0.58004372,0.11395060,0.00690049,0.21897356,0.26371490,0.00000000
-4.96148074,1.52931450,0.61827221,0.53192812,0.55344250,0.10745078,0.00643833,0.20798031,0.24974319,0.00000000
-4.95547774,1.43917708,0.58329226,0.49965243,0.52517692,0.10089836,0.00597689,0.19674041,0.23544290,0.00000000
-4.94947474,1.34843648,0.54731132,0.46691919,0.49577679,0.09440274,0.00552217,0.18546886,0.22106392,0.00000000
-4.94347174,1.25848881,0.51077145,0.43416855,0.46578368,0.08807026,0.00508010,0.17437924,0.20685319,0.00000000
-4.93746873,1.17068021,0.47411704,0.40182689,0.43573692,0.08200153,0.00465622,0.16367831,0.19304835,0.00000000
-4.93146573,1.08627388,0.43778220,0.37029619,0.40616060,0.07628900,0.00425557,0.15356088,0.17987201,0.00000000
-4.92546273,1.00642131,0.40217938,0.33994487,0.37755187,0.07101497,0.00388248,0.14420546,0.16752680,0.00000000
-4.91945973,0.93213884,0.36768942,0.31110032,0.35037089,0.06624999,0.00354049,0.13577042,0.15619123,0.00000000
-4.91345673,0.86428954,0.33465342,0.28404330,0.32503259,0.06205169,0.00323231,0.12839101,0.14601655,0.00000000
-4.90745373,0.80357067,0.30336654,0.25900413,0.30190038,0.05846400,0.00295974,0.12217715,0.13712450,0.00000000
-4.90145073,0.75050663,0.27407382,0.23616070,0.28128179,0.05551681,0.00272377,0.11721190,0.12960592,0.00000000
-4.89544772,0.70544688,0.24696793,0.21563817,0.26342594,0.05322598,0.00252455,0.11355085,0.12352028,0.00000000
-4.88944472,0.66856853,0.22218876,0.19751015,0.24852269,0.05159371,0.00236147,0.11122200,0.11889595,0.00000000
-4.88344172,0.63988302,0.19982465,0.18180115,0.23670330,0.05060914,0.00223329,0.11022648,0.11573117,0.00000000
-4.87743872,0.61924611,0.17991502,0.16849005,0.22804231,0.05024931,0.00213819,0.11053976,0.11399555,0.00000000
-4.87143572,0.60637083,0.16245411,0.15751444,0.22256042,0.05048022,0.00207391,0.11211335,0.11363214,0.00000000
-4.86543272,0.60084247,0.14739560,0.14877540,0.22022817,0.05125811,0.00203785,0.11487696,0.11455984,0.00000000
-4.85942971,0.60213532,0.13465778,0.14214274,0.22097013,0.05253094,0.00202719,0.11874110,0.11667615,0.00000000
-4.85342671,0.60963048,0.12412903,0.13746031,0.22466944,0.05423981,0.00203901,0.12359984,0.11986014,0.00000000
-4.84742371,0.62263430,0.11567343,0.13455132,0.23117260,0.05632066,0.00207042,0.12933394,0.12397557,0.00000000
-4.84142071,0.64039709,0.10913622,0.13322360,0.24029427,0.05870579,0.00211862,0.13581404,0.12887423,0.00000000
-4.83541771,0.66213176,0.10434903,0.13327446,0.25182216,0.06132559,0.00218105,0.14290404,0.13439916,0.00000000
-4.82941471,0.68703198,0.10113472,0.13449544,0.26552180,0.06411013,0.00225544,0.15046443,0.14038808,0.00000000
-4.82341171,0.71428973,0.09931176,0.13667653,0.28114127,0.06699069,0.00233990,0.15835561,0.14667660,0.00000000
-4.81740870,0.74311175,0.09869816,0.13961013,0.29841579,0.06990131,0.00243296,0.16644112,0.15310151,0.00000000
-4.81140570,0.77273489,0.09911480,0.14309458,0.31707231,0.07278010,0.00253362,0.17459057,0.15950388,0.00000000
-4.80540270,0.80243996,0.10038829,0.14693725,0.33683383,0.07557050,0.00264138,0.18268243,0.16573194,0.00000000
-4.79939970,0.83156382,0.10235335,0.15095727,0.35742372,0.07822227,0.00275620,0.19060632,0.17164383,0.00000000
-4.79339670,0.85950970,0.10485468,0.15498788,0.37856974,0.08069233,0.00287850,0.19826500,0.17711004,0.00000000
-4.78739370,0.88575535,0.10774843,0.15887836,0.40000787,0.08294536,0.00300910,0.20557576,0.18201555,0.00000000
-4.78139070,0.90985901,0.11090327,0.16249557,0.42148587,0.08495410,0.00314915,0.21247138,0.18626156,0.00000000
-4.77538769,0.93146305,0.11420107,0.16572510,0.44276639,0.08669946,0.00330004,0.21890048,0.18976690,0.00000000
-4.76938469,0.95029532,0.11753727,0.16847211,0.46362961,0.08817032,0.00346327,0.22482728,0.19246896,0.00000000
-4.76338169,0.96616818,0.12082102,0.17066168,0.48387547,0.08936310,0.00364033,0.23023092,0.19432420,0.00000000
-4.75737869,0.97897532,0.12397491,0.17223885,0.50332517,0.09028110,0.00383259,0.23510417,0.19530816,0.00000000
-4.75137569,0.98868674,0.12693467,0.17316837,0.52182214,0.09093368,0.00404112,0.23945180,0.19541510,0.00000000
-4.74537269,0.99534191,0.12964848,0.17343395,0.53923244,0.09133523,0.00426658,0.24328859,0.19465714,0.00000000
-4.73936968,0.99904172,0.13207621,0.17303738,0.55544449,0.09150413,0.00450907,0.24663717,0.19306308,0.00000000
-4.73336668,0.99993944,0.13418857,0.17199724,0.57036850,0.09146156,0.00476806,0.24952570,0.19067682,0.00000000
-4.72736368,0.99823127,0.13596608,0.17034749,0.58393535,0.09123044,0.00504225,0.25198570,0.18755553,0.00000000
-4.72136068,0.99414679,0.13739803,0.16813575,0.59609547,0.09083432,0.00532957,0.25405004,0.18376765,0.00000000
-4.71535768,0.98793996,0.13848147,0.16542158,0.60681747,0.09029647,0.00562710,0.25575119,0.17939069,0.00000000
-4.70935468,0.97988081,0.13922022,0.16227459,0.61608706,0.08963913,0.00593114,0.25711998,0.17450902,0.00000000
-4.70335168,0.97024836,0.13962394,0.15877258,0.62390612,0.08888292,0.00623724,0.25818478,0.16921170,0.00000000
-4.69734867,0.95932489,0.13970732,0.15499966,0.63029216,0.08804644,0.00654027,0.25897124,0.16359035,0.00000000
-4.69134567,0.94739174,0.13948939,0.15104446,0.63527825,0.08714620,0.00683462,0.25950257,0.15773720,0.00000000
-4.68534267,0.93472657,0.13899304,0.14699842,0.63891333,0.08619664,0.00711429,0.25980029,0.15174332,0.00000000
-4.67933967,0.92160200,0.13824454,0.14295416,0.64126294,0.08521040,0.00737312,0.25988538,0.14569715,0.00000000
-4.67333667,0.90828537,0.13727332,0.13900400,0.64241011,0.08419872,0.00760499,0.25977979,0.13968314,0.00000000
-4.66733367,0.89503928,0.13611171,0.13523852,0.64245634,0.08317196,0.00780404,0.25950793,0.13378071,0.00000000
-4.66133067,0.88212239,0.13479482,0.13174527,0.64152232,0.08214011,0.00796486,0.25909831,0.12806348,0.00000000
-4.65532766,0.86979022,0.13336037,0.12860742,0.63974819,0.08111337,0.00808272,0.25858479,0.12259859,0.00000000
-4.64932466,0.85829518,0.13184849,0.12590250,0.63729297,0.08010257,0.00815375,0.25800758,0.11744623,0.00000000
-4.64332166,0.84788576,0.13030132,0.12370112,0.63433302,0.07911953,0.00817505,0.25741360,0.11265932,0.00000000
