energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-6.00000000,2.40595833,0.04881568,0.11372203,1.61886866,0.00000000,1.54994352,0.00000000,0.86065269,0.39286006
-5.99399700,2.46963736,0.05034218,0.11459836,1.66885371,0.00000000,1.59298909,0.00000000,0.89310011,0.39953260
-5.98799400,2.52501934,0.05166124,0.11487956,1.71348344,0.00000000,1.63096201,0.00000000,0.92327291,0.40465336
-5.98199100,2.57182963,0.05275440,0.11457862,1.75241589,0.00000000,1.66366826,0.00000000,0.95093879,0.40824813
-5.97598799,2.60988513,0.05360615,0.11371846,1.78536498,0.00000000,1.69096579,0.00000000,0.97587667,0.41036284
-5.96998499,2.63907909,0.05420425,0.11233071,1.81209573,0.00000000,1.71275478,0.00000000,0.99787538,0.41105878
-5.96398199,2.65936557,0.05453990,0.11045418,1.83241942,0.00000000,1.72896788,0.00000000,1.01673269,0.41040767
-5.95797899,2.67074480,0.05460798,0.10813325,1.84618915,0.00000000,1.73956132,0.00000000,1.03225538,0.40848686
-5.95197599,2.67325082,0.05440708,0.10541619,1.85329656,0.00000000,1.74450779,0.00000000,1.04426023,0.40537482
-5.94597299,2.66694228,0.05393963,0.10235354,1.85367000,0.00000000,1.74379153,0.00000000,1.05257636,0.40114753
-5.93996998,2.65189714,0.05321180,0.09899662,1.84727453,0.00000000,1.73740632,0.00000000,1.05704881,0.39587557
-5.93396698,2.62821180,0.05223347,0.09539617,1.83411369,0.00000000,1.72535633,0.00000000,1.05754336,0.38962239
-5.92796398,2.59600434,0.05101807,0.09160131,1.81423307,0.00000000,1.70765989,0.00000000,1.05395224,0.38244371
-5.92196098,2.55542174,0.04958229,0.08765867,1.78772522,0.00000000,1.68435581,0.00000000,1.04620068,0.37438794
-5.91595798,2.50665013,0.04794588,0.08361185,1.75473547,0.00000000,1.65551171,0.00000000,1.03425355,0.36549767
-5.90995498,2.44992721,0.04613124,0.07950107,1.71546811,0.00000000,1.62123364,0.00000000,1.01812196,0.35581192
-5.90395198,2.38555549,0.04416303,0.07536319,1.67019215,0.00000000,1.58167604,0.00000000,0.99786908,0.34536907
-5.89794897,2.31391509,0.04206774,0.07123178,1.61924600,0.00000000,1.53705134,0.00000000,0.97361478,0.33421003
-5.89194597,2.23547483,0.03987320,0.06713748,1.56304048,0.00000000,1.48763806,0.00000000,0.94553871,0.32238151
-5.88594297,2.15080044,0.03760810,0.06310838,1.50205952,0.00000000,1.43378678,0.00000000,0.91388138,0.30993905
-5.87993997,2.06055876,0.03530145,0.05917049,1.43685823,0.00000000,1.37592323,0.00000000,0.87894309,0.29694959
-5.87393697,1.96551750,0.03298214,0.05534825,1.36805796,0.00000000,1.31454813,0.00000000,0.84108049,0.28349333
-5.86793397,1.86653995,0.03067842,0.05166491,1.29633852,0.00000000,1.25023335,0.00000000,0.80070091,0.26966477
-5.86193097,1.76457465,0.02841746,0.04814295,1.22242758,0.00000000,1.18361470,0.00000000,0.75825458,0.25557284
-5.85592796,1.66064049,0.02622499,0.04480432,1.14708756,0.00000000,1.11538123,0.00000000,0.71422499,0.24134000
-5.84992496,1.55580753,0.02412489,0.04167054,1.07110068,0.00000000,1.04626173,0.00000000,0.66911791,0.22710056
-5.84392196,1.45117475,0.02213893,0.03876274,0.99525263,0.00000000,0.97700897,0.00000000,0.62344936,0.21299800
-5.83791896,1.34784545,0.02028649,0.03610151,0.92031569,0.00000000,0.90838230,0.00000000,0.57773332,0.19918179
-5.83191596,1.24690162,0.01858441,0.03370661,0.84703195,0.00000000,0.84112963,0.00000000,0.53246940,0.18580355
-5.82591296,1.14937842,0.01704683,0.03159666,0.77609736,0.00000000,0.77596940,0.00000000,0.48813128,0.17301296
-5.81990995,1.05623986,0.01568512,0.02978859,0.70814730,0.00000000,0.71357344,0.00000000,0.44515620,0.16095355
-5.81390695,0.96835664,0.01450782,0.02829717,0.64374419,0.00000000,0.65455139,0.00000000,0.40393597,0.14975854
-5.80790395,0.88648714,0.01352065,0.02713440,0.58336756,0.00000000,0.59943727,0.00000000,0.36480974,0.13954691
-5.80190095,0.81126201,0.01272654,0.02630890,0.52740694,0.00000000,0.54867868,0.00000000,0.32805881,0.13042000
-5.79589795,0.74317306,0.01212567,0.02582535,0.47615757,0.00000000,0.50262884,0.00000000,0.29390349,0.12245843
-5.78989495,0.68256633,0.01171557,0.02568397,0.42981911,0.00000000,0.46154179,0.00000000,0.26250199,0.11571988
-5.78389195,0.62963979,0.01149119,0.02588000,0.38849711,0.00000000,0.42557059,0.00000000,0.23395134,0.11023741
-5.77788894,0.58444509,0.01144506,0.02640337,0.35220701,0.00000000,0.39476850,0.00000000,0.20828997,0.10601856
-5.77188594,0.54689340,0.01156742,0.02723844,0.32088048,0.00000000,0.36909298,0.00000000,0.18550189,0.10304522
-5.76588294,0.51676480,0.01184637,0.02836389,0.29437350,0.00000000,0.34841209,0.00000000,0.16552202,0.10127421
-5.75987994,0.49372066,0.01226809,0.02975278,0.27247607,0.00000000,0.33251300,0.00000000,0.14824258,0.10063853
-5.75387694,0.47731865,0.01281708,0.03137282,0.25492286,0.00000000,0.32111230,0.00000000,0.13351994,0.10104932
