energy_ev,total_up,C_s_up,C_p_up,Mo_p_up,Mo_d_up,Ni_p_up,Ni_d_up,Te_p_up,Te_d_up
-5.38169085,3.31254959,0.00635025,0.65567913,1.99615965,1.01441915,0.66644901,1.01284823,0.90858356,0.00000000
-5.37568784,3.33685079,0.00621231,0.67175653,2.05439807,1.03295381,0.67400468,1.00017864,0.90152872,0.00000000
-5.36968484,3.36298017,0.00607060,0.68928407,2.11787996,1.05311090,0.68237051,0.98593819,0.89464060,0.00000000
-5.36368184,3.39134299,0.00592973,0.70836698,2.18737148,1.07497837,0.69150598,0.97022657,0.88804679,0.00000000
-5.35767884,3.42227653,0.00579438,0.72907839,2.26357124,1.09860106,0.70133769,0.95316443,0.88185999,0.00000000
-5.35167584,3.45603084,0.00566914,0.75145308,2.34707405,1.12397552,0.71175922,0.93489060,0.87617365,0.00000000
-5.34567284,3.49274911,0.00555837,0.77548153,2.43833369,1.15104510,0.72263159,0.91555830,0.87105753,0.00000000
-5.33966983,3.53244836,0.00546609,0.80110450,2.53762632,1.17969578,0.73378443,0.89533034,0.86655336,0.00000000
-5.33366683,3.57500214,0.00539585,0.82820853,2.64501632,1.20975278,0.74501793,0.87437363,0.86267096,0.00000000
-5.32766383,3.62012597,0.00535061,0.85662268,2.76032617,1.24097850,0.75610570,0.85285341,0.85938510,0.00000000
-5.32166083,3.66736717,0.00533262,0.88611687,2.88311208,1.27307188,0.76679854,0.83092741,0.85663353,0.00000000
-5.31565783,3.71609982,0.00534336,0.91640193,3.01264702,1.30566957,0.77682913,0.80874046,0.85431620,0.00000000
-5.30965483,3.76552606,0.00538345,0.94713166,3.14791234,1.33834904,0.78591773,0.78641980,0.85229615,0.00000000
-5.30365183,3.81468407,0.00545261,0.97790709,3.28759907,1.37063379,0.79377867,0.76407137,0.85040190,0.00000000
-5.29764882,3.86246316,0.00554964,1.00828265,3.43011947,1.40200072,0.80012748,0.74177744,0.84843166,0.00000000
-5.29164582,3.90762594,0.00567242,1.03777455,3.57362914,1.43188960,0.80468862,0.71959563,0.84615901,0.00000000
-5.28564282,3.94883698,0.00581796,1.06587085,3.71605939,1.45971447,0.80720338,0.69755932,0.84334005,0.00000000
-5.27963982,3.98469729,0.00598247,1.09204321,3.85515940,1.48487670,0.80743775,0.67567962,0.83972170,0.00000000
-5.27363682,4.01378341,0.00616143,1.11575973,3.98854689,1.50677941,0.80519000,0.65394857,0.83505084,0.00000000
-5.26763382,4.03468983,0.00634974,1.13649866,4.11376594,1.52484279,0.80029753,0.63234343,0.82908386,0.00000000
-5.26163082,4.04607300,0.00654183,1.15376240,4.22835028,1.53851982,0.79264285,0.61083188,0.82159622,0.00000000
-5.25562781,4.04669535,0.00673185,1.16709135,4.32988971,1.54731183,0.78215826,0.58937766,0.81239173,0.00000000
-5.24962481,4.03546764,0.00691381,1.17607701,4.41609762,1.55078340,0.76882924,0.56794647,0.80131090,0.00000000
-5.24362181,4.01148779,0.00708179,1.18037410,4.48487714,1.54857602,0.75269612,0.54651175,0.78823828,0.00000000
-5.23761881,3.97407489,0.00723009,1.17971095,4.53438351,1.54042002,0.73385418,0.52505997,0.77310829,0.00000000
-5.23161581,3.92279694,0.00735342,1.17389804,4.56308048,1.52614423,0.71245208,0.50359530,0.75590950,0.00000000
-5.22561281,3.85749127,0.00744707,1.16283424,4.56978854,1.50568319,0.68868873,0.48214338,0.73668708,0.00000000
-5.21960980,3.77827700,0.00750703,1.14651055,4.55372318,1.47908138,0.66280861,0.46075402,0.71554342,0.00000000
-5.21360680,3.68555896,0.00753012,1.12501133,4.51452174,1.44649452,0.63509597,0.43950278,0.69263698,0.00000000
-5.20760380,3.58002316,0.00751409,1.09851271,4.45225777,1.40818770,0.60586799,0.41849141,0.66817945,0.00000000
-5.20160080,3.46262393,0.00745767,1.06727864,4.36744235,1.36453050,0.57546717,0.39784718,0.64243131,0.00000000
-5.19559780,3.33456327,0.00736062,1.03165432,4.26101235,1.31598930,0.54425337,0.37772107,0.61569614,0.00000000
-5.18959480,3.19726338,0.00722372,0.99205758,4.13430588,1.26311695,0.51259570,0.35828515,0.58831372,0.00000000
-5.18359180,3.05233317,0.00704873,0.94896832,3.98902624,1.20654017,0.48086455,0.33972905,0.56065234,0.00000000
-5.17758879,2.90153012,0.00683833,0.90291654,3.82719534,1.14694528,0.44942401,0.32225579,0.53310049,0.00000000
-5.17158579,2.74671884,0.00659606,0.85446922,3.65109874,1.08506255,0.41862495,0.30607711,0.50605816,0.00000000
-5.16558279,2.58982753,0.00632615,0.80421667,3.46322420,1.02164982,0.38879878,0.29140839,0.47992808,0.00000000
-5.15957979,2.43280402,0.00603347,0.75275872,3.26619615,0.95747592,0.36025222,0.27846344,0.45510694,0.00000000
-5.15357679,2.27757242,0.00572332,0.70069117,3.06270850,0.89330437,0.33326290,0.26744906,0.43197699,0.00000000
-5.14757379,2.12599197,0.00540133,0.64859304,2.85545812,0.82987790,0.30807603,0.25855978,0.41089803,0.00000000
-5.14157079,1.97981902,0.00507329,0.59701487,2.64708151,0.76790425,0.28490197,0.25197267,0.39219993,0.00000000
-5.13556778,1.84067313,0.00474501,0.54646856,2.44009646,0.70804356,0.26391470,0.24784242,0.37617596,0.00000000
-5.12956478,1.71000821,0.00442219,0.49741878,2.23685077,0.65089772,0.24525119,0.24629693,0.36307682,0.00000000
-5.12356178,1.58908920,0.00411030,0.45027635,2.03947921,0.59700184,0.22901139,0.24743325,0.35310567,0.00000000
-5.11755878,1.47897469,0.00381446,0.40539357,1.84986990,0.54681801,0.21525895,0.25131430,0.34641408,0.00000000
-5.11155578,1.38050570,0.00353933,0.36306149,1.66964049,0.50073132,0.20402240,0.25796627,0.34309912,0.00000000
-5.10555278,1.29430058,0.00328906,0.32350918,1.50012436,0.45904812,0.19529683,0.26737701,0.34320155,0.00000000
-5.09954977,1.22075595,0.00306721,0.28690471,1.34236645,0.42199640,0.18904584,0.27949530,0.34670524,0.00000000
-5.09354677,1.16005322,0.00287671,0.25335781,1.19712808,0.38972801,0.18520383,0.29423142,0.35353786,0.00000000
-5.08754377,1.11217023,0.00271981,0.22292384,1.06489965,0.36232268,0.18367849,0.31145882,0.36357287,0.00000000
-5.08154077,1.07689751,0.00259811,0.19560885,0.94592013,0.33979325,0.18435343,0.33101711,0.37663285,0.00000000
-5.07553777,1.05385846,0.00251247,0.17137549,0.84020173,0.32209211,0.18709103,0.35271640,0.39249412,0.00000000
-5.06953477,1.04253257,0.00246312,0.15014935,0.74755844,0.30911833,0.19173531,0.37634286,0.41089270,0.00000000
-5.06353177,1.04228106,0.00244957,0.13182562,0.66763677,0.30072535,0.19811504,0.40166551,0.43153136,0.00000000
-5.05752876,1.05237409,0.00247073,0.11627564,0.59994742,0.29672879,0.20604683,0.42844399,0.45408787,0.00000000
-5.05152576,1.07201863,0.00252489,0.10335321,0.54389647,0.29691421,0.21533844,0.45643721,0.47822406,0.00000000
-5.04552276,1.10038623,0.00260975,0.09290043,0.49881499,0.30104468,0.22579208,0.48541240,0.50359561,0.00000000
-5.03951976,1.13663987,0.00272252,0.08475297,0.46398616,0.30886779,0.23720781,0.51515445,0.52986222,0.00000000
-5.03351676,1.17995918,0.00285995,0.07874461,0.43866916,0.32012207,0.24938701,0.54547487,0.55669788,0.00000000
-5.02751376,1.22956315,0.00301841,0.07471095,0.42211945,0.33454274,0.26213573,0.57622015,0.58380088,0.00000000
-5.02151076,1.28472985,0.00319395,0.07249240,0.41360506,0.35186658,0.27526813,0.60727892,0.61090315,0.00000000
-5.01550775,1.34481238,0.00338240,0.07193638,0.41241891,0.37183596,0.28860956,0.63858752,0.63777854,0.00000000
-5.00950475,1.40925069,0.00357949,0.07289871,0.41788735,0.39420204,0.30199960,0.67013362,0.66424974,0.00000000
-5.00350175,1.47757886,0.00378089,0.07524441,0.42937511,0.41872697,0.31529463,0.70195735,0.69019337,0.00000000
-4.99749875,1.54942746,0.00398234,0.07884789,0.44628705,0.44518529,0.32837008,0.73414997,0.71554286,0.00000000
-4.99149575,1.62452111,0.00417979,0.08359263,0.46806735,0.47336446,0.34112206,0.76684967,0.74028919,0.00000000
-4.98549275,1.70267106,0.00436943,0.08937054,0.49419651,0.50306457,0.35346843,0.80023457,0.76447885,0.00000000
-4.97948974,1.78376331,0.00454783,0.09608099,0.52418680,0.53409732,0.36534924,0.83451315,0.78820945,0.00000000
-4.97348674,1.86774242,0.00471199,0.10362970,0.55757676,0.56628433,0.37672634,0.86991220,0.81162260,0.00000000
-4.96748374,1.95459183,0.00485945,0.11192754,0.59392521,0.59945488,0.38758230,0.90666286,0.83489465,0.00000000
-4.96148074,2.04431148,0.00498829,0.12088933,0.63280538,0.63344316,0.39791866,0.94498522,0.85822517,0.00000000
-4.95547774,2.13689356,0.00509721,0.13043271,0.67379942,0.66808522,0.40775332,0.98507215,0.88182403,0.00000000
-4.94947474,2.23229752,0.00518548,0.14047719,0.71649388,0.70321568,0.41711752,1.02707317,0.90589717,0.00000000
-4.94347174,2.33042555,0.00525299,0.15094331,0.76047624,0.73866443,0.42605219,1.07107909,0.93063210,0.00000000
-4.93746873,2.43109958,0.00530016,0.16175199,0.80533278,0.77425339,0.43460402,1.11710814,0.95618340,0.00000000
-4.93146573,2.53404112,0.00532792,0.17282422,0.85064793,0.80979361,0.44282129,1.16509460,0.98265917,0.00000000
-4.92546273,2.63885485,0.00533761,0.18408080,0.89600503,0.84508280,0.45074980,1.21488024,1.01010903,0.00000000
-4.91945973,2.74501698,0.00533090,0.19544240,0.94098852,0.87990351,0.45842892,1.26620943,1.03851426,0.00000000
-4.91345673,2.85186920,0.00530972,0.20682978,0.98518734,0.91402206,0.46588799,1.31872813,1.06778068,0.00000000
-4.90745373,2.95861854,0.00527609,0.21816412,1.02819939,0.94718837,0.47314334,1.37198704,1.09773462,0.00000000
-4.90145073,3.06434365,0.00523210,0.22936749,1.06963674,0.97913684,0.48019593,1.42544885,1.12812244,0.00000000
-4.89544772,3.16800713,0.00517973,0.24036342,1.10913128,1.00958826,0.48702978,1.47849947,1.15861347,0.00000000
-4.88944472,3.26847392,0.00512084,0.25107742,1.14634049,1.03825279,0.49361127,1.53046278,1.18880661,0.00000000
-4.88344172,3.36453485,0.00505704,0.26143757,1.18095289,1.06483398,0.49988934,1.58061830,1.21824009,0.00000000
-4.87743872,3.45493459,0.00498967,0.27137499,1.21269295,1.08903380,0.50579647,1.62822120,1.24640430,0.00000000
-4.87143572,3.53840290,0.00491976,0.28082423,1.24132510,1.11055842,0.51125056,1.67252359,1.27275698,0.00000000
-4.86543272,3.61368796,0.00484798,0.28972361,1.26665646,1.12912461,0.51615740,1.71279643,1.29674013,0.00000000
-4.85942971,3.67959032,0.00477470,0.29801535,1.28853829,1.14446662,0.52041379,1.74835095,1.31779807,0.00000000
-4.85342671,3.73499620,0.00469998,0.30564559,1.30686597,1.15634305,0.52391103,1.77855886,1.33539578,0.00000000
-4.84742371,3.77890884,0.00462361,0.31256441,1.32157733,1.16454378,0.52653868,1.80287043,1.34903674,0.00000000
-4.84142071,3.81047663,0.00454515,0.31872557,1.33264973,1.16889625,0.52818834,1.82082991,1.35827962,0.00000000
-4.83541771,3.82901695,0.00446403,0.32408637,1.34009578,1.16927124,0.52875747,1.83208758,1.36275309,0.00000000
-4.82941471,3.83403511,0.00437955,0.32860739,1.34395807,1.16558760,0.52815288,1.83640831,1.36216821,0.00000000
-4.82341171,3.82523760,0.00429102,0.33225229,1.34430331,1.15781591,0.52629392,1.83367624,1.35632800,0.00000000
-4.81740870,3.80253952,0.00419774,0.33498773,1.34121612,1.14598082,0.52311527,1.82389581,1.34513383,0.00000000
-4.81140570,3.76606622,0.00409913,0.33678339,1.33479307,1.13016200,0.51856916,1.80718918,1.32858860,0.00000000
-4.80540270,3.71614919,0.00399473,0.33761214,1.32513718,1.11049382,0.51262710,1.78379043,1.30679655,0.00000000
-4.79939970,3.65331700,0.00388424,0.33745045,1.31235352,1.08716346,0.50528109,1.75403700,1.27996005,0.00000000
-4.79339670,3.57828161,0.00376756,0.33627899,1.29654595,1.06040800,0.49654424,1.71835883,1.24837349,0.00000000
-4.78739370,3.49192100,0.00364481,0.33408346,1.27781545,1.03051023,0.48645091,1.67726591,1.21241465,0.00000000
-4.78139070,3.39525901,0.00351629,0.33085555,1.25626006,0.99779361,0.47505644,1.63133463,1.17253408,0.00000000
-4.77538769,3.28944302,0.00338252,0.32659412,1.23197649,0.96261652,0.46243641,1.58119353,1.12924288,0.00000000
-4.76938469,3.17572052,0.00324423,0.32130641,1.20506324,0.92536604,0.44868561,1.52750910,1.08309949,0.00000000
-4.76338169,3.05541519,0.00310227,0.31500934,1.17562491,0.88645141,0.43391664,1.47097167,1.03469581,0.00000000
-4.75737869,2.92990305,0.00295767,0.30773063,1.14377759,0.84629744,0.41825826,1.41228216,0.98464333,0.00000000
-4.75137569,2.80058936,0.00281154,0.29950989,1.10965456,0.80533800,0.40185356,1.35213950,0.93355959,0.00000000
-4.74537269,2.66888647,0.00266509,0.29039938,1.07341211,0.76400976,0.38485784,1.29122918,0.88205522,0.00000000
-4.73936968,2.53619288,0.00251956,0.28046455,1.03523483,0.72274615,0.36743635,1.23021280,0.83072213,0.00000000
-4.73336668,2.40387373,0.00237622,0.26978407,0.99533985,0.68197180,0.34976183,1.16971877,0.78012274,0.00000000
-4.72736368,2.27324276,0.00223632,0.25844958,0.95397980,0.64209723,0.33201189,1.11033408,0.73078071,0.00000000
-4.72136068,2.14554567,0.00210110,0.24656489,0.91144385,0.60351397,0.31436627,1.05259710,0.68317301,0.00000000
-4.71535768,2.02194491,0.00197169,0.23424480,0.86805697,0.56659000,0.29700395,0.99699143,0.63772358,0.00000000
-4.70935468,1.90350597,0.00184919,0.22161343,0.82417695,0.53166549,0.28010019,0.94394078,0.59479843,0.00000000
-4.70335168,1.79118508,0.00173457,0.20880225,0.78018947,0.49904879,0.26382351,0.89380482,0.55470221,0.00000000
-4.69734867,1.68581846,0.00162868,0.19594780,0.73650137,0.46901272,0.24833273,0.84687608,0.51767616,0.00000000
-4.69134567,1.58811325,0.00153226,0.18318914,0.69353220,0.44179101,0.23377404,0.80337805,0.48389743,0.00000000
-4.68534267,1.49864017,0.00144589,0.17066527,0.65170476,0.41757516,0.22027822,0.76346429,0.45347959,0.00000000
-4.67933967,1.41782823,0.00136998,0.15851247,0.61143481,0.39651155,0.20795817,0.72721895,0.42647427,0.00000000
-4.67333667,1.34596162,0.00130481,0.14686178,0.57312059,0.37869896,0.19690663,0.69465849,0.40287393,0.00000000
-4.66733367,1.28317897,0.00125044,0.13583664,0.53713266,0.36418669,0.18719445,0.66573475,0.38261546,0.00000000
-4.66133067,1.22947514,0.00120680,0.12555077,0.50380441,0.35297326,0.17886915,0.64033941,0.36558473,0.00000000
-4.65532766,1.18470568,0.00117361,0.11610639,0.47342380,0.34500591,0.17195415,0.61830959,0.35162180,0.00000000
-4.64932466,1.14859392,0.00115043,0.10759280,0.44622663,0.34018095,0.16644846,0.59943476,0.34052678,0.00000000
-4.64332166,1.12074070,0.00113664,0.10008533,0.42239156,0.33834520,0.16232701,0.58346449,0.33206617,0.00000000
