energy_ev,total_up,Al_p_up,Al_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-6.00000000,0.95381005,0.16644837,0.00000000,0.06450610,0.19004943,0.38677911,0.11075244
-5.99399700,0.98397854,0.16987184,0.00000000,0.06785647,0.19745092,0.39131854,0.11355459
-5.98799400,1.01481657,0.17320895,0.00000000,0.07136075,0.20528883,0.39620273,0.11649052
-5.98199100,1.04614749,0.17640631,0.00000000,0.07502151,0.21357220,0.40143425,0.11955218
-5.97598799,1.07780134,0.17940658,0.00000000,0.07884363,0.22231900,0.40701422,0.12273174
-5.96998499,1.10963308,0.18215178,0.00000000,0.08283533,0.23155973,0.41294882,0.12602336
-5.96398199,1.14154094,0.18458692,0.00000000,0.08700892,0.24134058,0.41925617,0.12942492
-5.95797899,1.17348316,0.18666355,0.00000000,0.09138140,0.25172598,0.42597303,0.13293958
-5.95197599,1.20549189,0.18834320,0.00000000,0.09597458,0.26280021,0.43316070,0.13657707
-5.94597299,1.23768274,0.18960037,0.00000000,0.10081478,0.27466756,0.44090963,0.14035444
-5.93996998,1.27025891,0.19042492,0.00000000,0.10593209,0.28745112,0.44934201,0.14429623
-5.93396698,1.30350890,0.19082354,0.00000000,0.11135894,0.30128971,0.45861219,0.14843399
-5.92796398,1.33779749,0.19082042,0.00000000,0.11712829,0.31633310,0.46890432,0.15280503
-5.92196098,1.37354963,0.19045682,0.00000000,0.12327122,0.33273544,0.48042734,0.15745047
-5.91595798,1.41122792,0.18978960,0.00000000,0.12981416,0.35064705,0.49340709,0.16241258
-5.90995498,1.45130429,0.18888882,0.00000000,0.13677591,0.37020491,0.50807593,0.16773158
-5.90395198,1.49422736,0.18783445,0.00000000,0.14416442,0.39152226,0.52466018,0.17344205
-5.89794897,1.54038710,0.18671238,0.00000000,0.15197380,0.41467766,0.54336599,0.17956911
-5.89194597,1.59007875,0.18561000,0.00000000,0.16018154,0.43970426,0.56436433,0.18612460
-5.88594297,1.64346824,0.18461147,0.00000000,0.16874619,0.46657992,0.58777603,0.19310361
-5.87993997,1.70056133,0.18379310,0.00000000,0.17760583,0.49521862,0.61365759,0.20048147
