energy_ev,total_up,Au_p_up,Au_d_up,P_s_up,P_p_up,Se_s_up,Se_p_up
-6.00000000,9.27133563,1.23184754,7.12409709,0.02757832,0.05983451,0.15461384,1.34700811
-5.99399700,9.56570172,1.26135877,7.35297739,0.02917125,0.05943258,0.16106848,1.39067992
-5.98799400,9.83690634,1.29195964,7.55919679,0.03069535,0.05922973,0.16781455,1.43360775
-5.98199100,10.07938929,1.32264759,7.73865273,0.03212794,0.05917565,0.17471561,1.47492973
-5.97598799,10.28808601,1.35242659,7.88771889,0.03344773,0.05921946,0.18163053,1.51379977
-5.96998499,10.45856523,1.38033687,8.00334370,0.03463553,0.05931141,0.18841691,1.54940976
-5.96398199,10.58714648,1.40548255,8.08313103,0.03567482,0.05940448,0.19493452,1.58101065
-5.95797899,10.67099369,1.42705647,8.12540027,0.03655240,0.05945586,0.20104884,1.60793146
-5.95197599,10.70818238,1.44436138,8.12922426,0.03725878,0.05942812,0.20663454,1.62959605
-5.94597299,10.69773875,1.45682692,8.09444392,0.03778863,0.05929032,0.21157879,1.64553704
-5.93996998,10.63965055,1.46402212,8.02166022,0.03814093,0.05901869,0.21578439,1.65540656
-5.93396698,10.53485049,1.46566305,7.91220433,0.03831913,0.05859722,0.21917258,1.65898380
-5.92796398,10.38517418,1.46161562,7.76808822,0.03833102,0.05801793,0.22168545,1.65617914
-5.92196098,10.19329529,1.45189362,7.59193851,0.03818853,0.05728080,0.22328790,1.64703479
-5.91595798,9.96264163,1.43665234,7.38691675,0.03790736,0.05639367,0.22396910,1.63172233
-5.90995498,9.69729604,1.41617807,7.15662999,0.03750647,0.05537169,0.22374331,1.61053700
-5.90395198,9.40188647,1.39087410,6.90503542,0.03700749,0.05423676,0.22265012,1.58388929
-5.89794897,9.08146967,1.36124394,6.63634285,0.03643396,0.05301670,0.22075408,1.55229393
-5.89194597,8.74141254,1.32787223,6.35491856,0.03581063,0.05174436,0.21814368,1.51635691
-5.88594297,8.38727525,1.29140438,6.06519372,0.03516259,0.05045659,0.21492963,1.47676067
-5.87993997,8.02469922,1.25252552,5.77157986,0.03451456,0.04919321,0.21124272,1.43424817
-5.87393697,7.65930301,1.21193957,5.47839350,0.03389008,0.04799588,0.20723102,1.38960603
-5.86793397,7.29658806,1.17034916,5.18979124,0.03331084,0.04690711,0.20305665,1.34364746
-5.86193097,6.94185568,1.12843690,4.90971583,0.03279608,0.04596914,0.19889218,1.29719514
-5.85592796,6.60013618,1.08684880,4.64185355,0.03236213,0.04522307,0.19491672,1.25106465
-5.84992496,6.27613005,1.04617989,4.38960209,0.03202202,0.04470786,0.19131178,1.20604870
-5.84392196,5.97416090,1.00696277,4.15604814,0.03178530,0.04445964,0.18825706,1.16290257
-5.83791896,5.69813919,0.96965891,3.94395337,0.03165792,0.04451092,0.18592611,1.12233087
-5.83191596,5.45153561,0.93465296,3.75574712,0.03164235,0.04488998,0.18448220,1.08497607
-5.82591296,5.23736261,0.90225000,3.59352429,0.03173772,0.04562040,0.18407416,1.05140869
-5.81990995,5.05816262,0.87267540,3.45904676,0.03194013,0.04672051,0.18483261,1.02211939
-5.81390695,4.91600154,0.84607725,3.35374674,0.03224305,0.04820311,0.18686639,0.99751306
-5.80790395,4.81246610,0.82253083,3.27873087,0.03263777,0.05007510,0.19025943,0.97790467
-5.80190095,4.74866395,0.80204478,3.23478405,0.03311388,0.05233726,0.19506803,0.96351705
-5.79589795,4.72522583,0.78456862,3.22237219,0.03365982,0.05498406,0.20131875,0.95448039
-5.78989495,4.74230916,0.77000108,3.24164383,0.03426340,0.05800354,0.20900676,0.95083338
-5.78389195,4.79960298,0.75819884,3.29243048,0.03491228,0.06137726,0.21809500,0.95252582
-5.77788894,4.89633449,0.74898536,3.37424621,0.03559442,0.06508035,0.22851393,0.95942262
-5.77188594,5.03127774,0.74215945,3.48628726,0.03629852,0.06908166,0.24016214,0.97130895
