energy_ev,total_up,C_s_up,C_p_up,Li_s_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-3.20260130,1.16636183,0.02329888,0.00781769,0.19418976,0.00051584,0.91840603,0.48299833,0.09501073
-3.19659830,1.06642416,0.02174916,0.00726476,0.17311302,0.00046928,0.83983735,0.44646867,0.08684721
-3.19059530,0.97275766,0.02022019,0.00681299,0.15327426,0.00042583,0.76616887,0.41107881,0.07937482
-3.18459230,0.88587512,0.01872213,0.00646267,0.13479632,0.00038558,0.69780901,0.37703872,0.07262513
-3.17858929,0.80612757,0.01726397,0.00621289,0.11776168,0.00034859,0.63503845,0.34451933,0.06661540
-3.17258629,0.73371482,0.01585361,0.00606153,0.10221555,0.00031493,0.57801859,0.31365498,0.06134942
-3.16658329,0.66869942,0.01449783,0.00600530,0.08816978,0.00028467,0.52680259,0.28454673,0.05681880
-3.16058029,0.61102312,0.01320241,0.00603984,0.07560754,0.00025789,0.48134851,0.25726597,0.05300441
-3.15457729,0.56052492,0.01197215,0.00615978,0.06448829,0.00023468,0.44153356,0.23185831,0.04987799
-3.14857429,0.51695992,0.01081094,0.00635892,0.05475287,0.00021516,0.40716902,0.20834748,0.04740383
-3.14257129,0.48001824,0.00972184,0.00663039,0.04632857,0.00019948,0.37801519,0.18673905,0.04554054
-3.13656828,0.44934349,0.00870712,0.00696684,0.03913389,0.00018785,0.35379599,0.16702391,0.04424272
-3.13056528,0.42455040,0.00776836,0.00736060,0.03308282,0.00018051,0.33421282,0.14918149,0.04346267
-3.12456228,0.40524120,0.00690647,0.00780399,0.02808865,0.00017776,0.31895750,0.13318260,0.04315198
-3.11855928,0.39102042,0.00612179,0.00828945,0.02406715,0.00017996,0.30772395,0.11899188,0.04326300
-3.11255628,0.38150816,0.00541414,0.00880981,0.02093908,0.00018754,0.30021859,0.10657000,0.04375026
-3.10655328,0.37635140,0.00478290,0.00935850,0.01863209,0.00020100,0.29616927,0.09587542,0.04457164
-3.10055028,0.37523327,0.00422705,0.00992976,0.01708196,0.00022087,0.29533257,0.08686587,0.04568946
-3.09454727,0.37788030,0.00374529,0.01051873,0.01623324,0.00024777,0.29749943,0.07949955,0.04707129
-3.08854427,0.38406735,0.00333610,0.01112167,0.01603934,0.00028235,0.30249906,0.07373594,0.04869057
-3.08254127,0.39362023,0.00299779,0.01173597,0.01646219,0.00032532,0.31020095,0.06953637,0.05052703
-3.07653827,0.40641592,0.00272860,0.01236019,0.01747145,0.00037742,0.32051502,0.06686430,0.05256674
-3.07053527,0.42238046,0.00252674,0.01299401,0.01904340,0.00043939,0.33338991,0.06568527,0.05480196
-3.06453227,0.44148450,0.00239049,0.01363813,0.02115960,0.00051199,0.34880939,0.06596656,0.05723073
-3.05852926,0.46373670,0.00231822,0.01429407,0.02380537,0.00059597,0.36678719,0.06767673,0.05985609
-3.05252626,0.48917526,0.00230841,0.01496398,0.02696820,0.00069206,0.38736021,0.07078474,0.06268518
-3.04652326,0.51785794,0.00235973,0.01565031,0.03063613,0.00080094,0.41058059,0.07525909,0.06572805
-3.04052026,0.54985096,0.00247103,0.01635554,0.03479627,0.00092324,0.43650696,0.08106675,0.06899638
-3.03451726,0.58521743,0.00264132,0.01708181,0.03943337,0.00105955,0.46519519,0.08817210,0.07250203
-3.02851426,0.62400582,0.00286978,0.01783061,0.04452865,0.00121037,0.49668927,0.09653591,0.07625572
-3.02251126,0.66623906,0.00315575,0.01860243,0.05005896,0.00137615,0.53101263,0.10611440,0.08026562
-3.01650825,0.71190503,0.00349866,0.01939654,0.05599609,0.00155727,0.56816055,0.11685858,0.08453619
-3.01050525,0.76094881,0.00389801,0.02021074,0.06230662,0.00175406,0.60809398,0.12871376,0.08906725
-3.00450225,0.81326724,0.00435330,0.02104128,0.06895193,0.00196682,0.65073513,0.14161940,0.09385323
-2.99849925,0.86870605,0.00486397,0.02188277,0.07588870,0.00219579,0.69596514,0.15550922,0.09888283
-2.99249625,0.92705981,0.00542935,0.02272833,0.08306965,0.00244121,0.74362388,0.17031170,0.10413905
-2.98649325,0.98807448,0.00604856,0.02356969,0.09044454,0.00270335,0.79351185,0.18595068,0.10959946
-2.98049025,1.05145253,0.00672044,0.02439754,0.09796142,0.00298246,0.84539406,0.20234628,0.11523691
-2.97448724,1.11686003,0.00744347,0.02520186,0.10556797,0.00327883,0.89900547,0.21941584,0.12102046
-2.96848424,1.18393536,0.00821570,0.02597238,0.11321284,0.00359279,0.95405769,0.23707481,0.12691653
-2.96248124,1.25229865,0.00903463,0.02669904,0.12084695,0.00392468,1.01024627,0.25523760,0.13289016
-2.95647824,1.32156135,0.00989719,0.02737257,0.12842460,0.00427486,1.06725802,0.27381802,0.13890633
-2.95047524,1.39133522,0.01079961,0.02798490,0.13590433,0.00464365,1.12477796,0.29272955,0.14493121
-2.94447224,1.46123988,0.01173739,0.02852973,0.14324943,0.00503135,1.18249510,0.31188506,0.15093318
-2.93846923,1.53090862,0.01270523,0.02900286,0.15042811,0.00543814,1.24010687,0.33119615,0.15688373
-2.93246623,1.59999185,0.01369699,0.02940253,0.15741320,0.00586406,1.29732176,0.35057205,0.16275790
-2.92646323,1.66815816,0.01470572,0.02972963,0.16418159,0.00630892,1.35386002,0.36991819,0.16853453
-2.92046023,1.73509296,0.01572360,0.02998777,0.17071314,0.00677230,1.40945267,0.38913445,0.17419605
-2.91445723,1.80049502,0.01674205,0.03018324,0.17698957,0.00725345,1.46383874,0.40811344,0.17972793
-2.90845423,1.86407136,0.01775174,0.03032482,0.18299295,0.00775128,1.51676148,0.42673879,0.18511794
-2.90245123,1.92553120,0.01874277,0.03042347,0.18870432,0.00826432,1.56796377,0.44488385,0.19035508
-2.89644822,1.98457974,0.01970476,0.03049192,0.19410233,0.00879072,1.61718353,0.46241088,0.19542846
-2.89044522,2.04091251,0.02062705,0.03054421,0.19916213,0.00932825,1.66414979,0.47917099,0.20032610
-2.88444222,2.09421126,0.02149893,0.03059510,0.20385460,0.00987437,1.70857990,0.49500503,0.20503384
-2.87843922,2.14414195,0.02230989,0.03065946,0.20814602,0.01042628,1.75017867,0.50974547,0.20953445
-2.87243622,2.19035553,0.02304984,0.03075174,0.21199830,0.01098098,1.78863965,0.52321933,0.21380696
-2.86643322,2.23249167,0.02370943,0.03088537,0.21536972,0.01153538,1.82364893,0.53525222,0.21782640
-2.86043022,2.27018576,0.02428028,0.03107220,0.21821618,0.01208644,1.85489141,0.54567317,0.22156386
-2.85442721,2.30307872,0.02475531,0.03132214,0.22049301,0.01263122,1.88205954,0.55432032,0.22498700
-2.84842421,2.33082945,0.02512888,0.03164273,0.22215714,0.01316704,1.90486387,0.56104695,0.22806089
-2.84242121,2.35312901,0.02539706,0.03203890,0.22316945,0.01369152,1.92304515,0.56572768,0.23074930
-2.83641821,2.36971583,0.02555772,0.03251286,0.22349735,0.01420268,1.93638703,0.56826450,0.23301613
-2.83041521,2.38039094,0.02561065,0.03306404,0.22311720,0.01469895,1.94472868,0.56859206,0.23482708
-2.82441221,2.38503208,0.02555756,0.03368915,0.22201655,0.01517918,1.94797647,0.56668220,0.23615149
-2.81840920,2.38360586,0.02540202,0.03438237,0.22019595,0.01564257,1.94611388,0.56254709,0.23696397
-2.81240620,2.37617700,0.02514933,0.03513561,0.21767027,0.01608864,1.93920890,0.55624091,0.23724607
-2.80640320,2.36291387,0.02480635,0.03593883,0.21446937,0.01651707,1.92741832,0.54785993,0.23698765
-2.80040020,2.34408997,0.02438124,0.03678042,0.21063810,0.01692757,1.91098864,0.53754079,0.23618789
-2.79439720,2.32008090,0.02388315,0.03764766,0.20623557,0.01731973,1.89025311,0.52545713,0.23485600
-2.78839420,2.29135703,0.02332190,0.03852711,0.20133381,0.01769286,1.86562523,0.51181473,0.23301147
-2.78239120,2.25847202,0.02270767,0.03940509,0.19601575,0.01804583,1.83758869,0.49684525,0.23068388
-2.77638819,2.22204767,0.02205060,0.04026814,0.19037279,0.01837695,1.80668432,0.48079903,0.22791231
-2.77038519,2.18275591,0.02136053,0.04110336,0.18450194,0.01868389,1.77349454,0.46393719,0.22474427
-2.76438219,2.14129868,0.02064668,0.04189882,0.17850283,0.01896359,1.73862608,0.44652357,0.22123441
-2.75837919,2.09838670,0.01991743,0.04264389,0.17247464,0.01921235,1.70269168,0.42881669,0.21744282
-2.75237619,2.05471802,0.01918014,0.04332942,0.16651312,0.01942586,1.66629166,0.41106231,0.21343320
-2.74637319,2.01095744,0.01844105,0.04394803,0.16070794,0.01959935,1.62999616,0.39348681,0.20927085
-2.74037019,1.96771751,0.01770525,0.04449415,0.15514027,0.01972778,1.59432869,0.37629169,0.20502073
-2.73436718,1.92554203,0.01697671,0.04496411,0.14988097,0.01980612,1.55975178,0.35964938,0.20074544
-2.72836418,1.88489257,0.01625835,0.04535615,0.14498919,0.01982962,1.52665527,0.34370053,0.19650345
-2.72236118,1.84613851,0.01555225,0.04567032,0.14051147,0.01979409,1.49534751,0.32855269,0.19234749
-2.71635818,1.80955100,0.01485978,0.04590838,0.13648151,0.01969628,1.46604998,0.31428048,0.18832326
-2.71035518,1.77530076,0.01418182,0.04607367,0.13292028,0.01953409,1.43889524,0.30092702,0.18446839
-2.70435218,1.74345983,0.01351903,0.04617087,0.12983663,0.01930689,1.41392835,0.28850654,0.18081189
-2.69834917,1.71400712,0.01287203,0.04620583,0.12722827,0.01901570,1.39111155,0.27700784,0.17737385
-2.69234617,1.68683724,0.01224164,0.04618537,0.12508307,0.01866334,1.37033200,0.26639850,0.17416564
-2.68634317,1.66177235,0.01162903,0.04611704,0.12338047,0.01825447,1.35141205,0.25662945,0.17119040
-2.68034017,1.63857632,0.01103583,0.04600892,0.12209313,0.01779558,1.33412181,0.24763977,0.16844396
-2.67433717,1.61697074,0.01046430,0.04586946,0.12118855,0.01729488,1.31819324,0.23936142,0.16591593
-2.66833417,1.59665190,0.00991726,0.04570731,0.12063072,0.01676208,1.30333533,0.23172369,0.16359116
-2.66233117,1.57730810,0.00939816,0.04553119,0.12038169,0.01620814,1.28924958,0.22465728,0.16145126
-2.65632816,1.55863661,0.00891099,0.04534973,0.12040302,0.01564491,1.27564528,0.21809778,0.15947622
-2.65032516,1.54035940,0.00846015,0.04517142,0.12065707,0.01508473,1.26225377,0.21198854,0.15764604
-2.64432216,1.52223707,0.00805035,0.04500450,0.12110809,0.01454002,1.24884121,0.20628279,0.15594223
-2.63831916,1.50408038,0.00768643,0.04485683,0.12172318,0.01402284,1.23521923,0.20094508,0.15434914
-2.63231616,1.48575876,0.00737319,0.04473582,0.12247294,0.01354444,1.22125297,0.19595201,0.15285500
-2.62631316,1.46720551,0.00711517,0.04464830,0.12333195,0.01311487,1.20686627,0.19129223,0.15145266
-2.62031016,1.44841949,0.00691651,0.04460035,0.12427898,0.01274259,1.19204364,0.18696586,0.15013992
-2.61430715,1.42946303,0.00678075,0.04459717,0.12529705,0.01243416,1.17682903,0.18298339,0.14891952
-2.60830415,1.41045650,0.00671070,0.04464283,0.12637320,0.01219402,1.16132149,0.17936408,0.14779866
-2.60230115,1.39156951,0.00670829,0.04474009,0.12749808,0.01202432,1.14566785,0.17613400,0.14678821
-2.59629815,1.37300940,0.00677448,0.04489013,0.12866541,0.01192482,1.13005297,0.17332384,0.14590154
-2.59029515,1.35500760,0.00690919,0.04509234,0.12987121,0.01189295,1.11468794,0.17096652,0.14515308
-2.58429215,1.33780446,0.00711127,0.04534410,0.13111302,0.01192387,1.09979692,0.16909478,0.14455679
-2.57828914,1.32163361,0.00737849,0.04564058,0.13238891,0.01201067,1.08560333,0.16773881,0.14412446
-2.57228614,1.30670646,0.00770755,0.04597462,0.13369664,0.01214466,1.07231612,0.16692395,0.14386410
-2.56628314,1.29319781,0.00809416,0.04633666,0.13503267,0.01231564,1.06011682,0.16666866,0.14377840
-2.56028014,1.28123345,0.00853305,0.04671483,0.13639132,0.01251230,1.04914817,0.16698282,0.14386358
-2.55427714,1.27088025,0.00901814,0.04709499,0.13776406,0.01272265,1.03950481,0.16786633,0.14410838
-2.54827414,1.26213948,0.00954258,0.04746110,0.13913888,0.01293445,1.03122668,0.16930814,0.14449364
-2.54227114,1.25494371,0.01009892,0.04779547,0.14049993,0.01313562,1.02429538,0.17128581,0.14499221
-2.53626813,1.24915750,0.01067921,0.04807930,0.14182729,0.01331471,1.01863380,0.17376548,0.14556942
-2.53026513,1.24458190,0.01127518,0.04829322,0.14309706,0.01346127,1.01410903,0.17670246,0.14618400
-2.52426213,1.24096265,0.01187835,0.04841795,0.14428163,0.01356622,1.01053833,0.18004224,0.14678947
-2.51825913,1.23800160,0.01248020,0.04843493,0.14535025,0.01362215,1.00769818,0.18372204,0.14733594
-2.51225613,1.23537095,0.01307236,0.04832712,0.14626970,0.01362356,1.00533559,0.18767282,0.14777218
-2.50625313,1.23272967,0.01364674,0.04807958,0.14700538,0.01356701,1.00318149,0.19182170,0.14804798
-2.50025013,1.22974112,0.01419571,0.04768024,0.14752232,0.01345122,1.00096535,0.19609466,0.14811656
-2.49424712,1.22609134,0.01471225,0.04712039,0.14778654,0.01327709,0.99843048,0.20041958,0.14793705
-2.48824412,1.22150693,0.01519015,0.04639515,0.14776634,0.01304759,0.99534914,0.20472922,0.14747672
-2.48224112,1.21577176,0.01562412,0.04550386,0.14743374,0.01276765,0.99153688,0.20896440,0.14671313
-2.47623812,1.20874165,0.01600994,0.04445019,0.14676577,0.01244395,0.98686531,0.21307686,0.14563574
-2.47023512,1.20035634,0.01634461,0.04324223,0.14574579,0.01208464,0.98127269,0.21703193,0.14424724
-2.46423212,1.19064809,0.01662639,0.04189229,0.14436457,0.01169903,0.97477183,0.22081068,0.14256428
-2.45822911,1.17974634,0.01685491,0.04041668,0.14262129,0.01129728,0.96745475,0.22441152,0.14061764
-2.45222611,1.16787832,0.01703119,0.03883523,0.14052414,0.01089001,0.95949390,0.22785107,0.13845185
-2.44622311,1.15536509,0.01715758,0.03717073,0.13809075,0.01048794,0.95113964,0.23116422,0.13612420
-2.44022011,1.14261341,0.01723776,0.03544831,0.13534818,0.01010153,0.94271403,0.23440325,0.13370324
-2.43421711,1.13010333,0.01727657,0.03369472,0.13233269,0.00974064,0.93460106,0.23763602,0.13126670
-2.42821411,1.11837203,0.01727988,0.03193757,0.12908897,0.00941422,0.92723359,0.24094330,0.12889910
-2.42221111,1.10799452,0.01725437,0.03020458,0.12566916,0.00912999,0.92107748,0.24441513,0.12668899
-2.41620810,1.09956179,0.01720727,0.02852291,0.12213142,0.00889426,0.91661342,0.24814651,0.12472594
-2.41020510,1.09365740,0.01714610,0.02691846,0.11853825,0.00871169,0.91431739,0.25223242,0.12309754
-2.40420210,1.09083345,0.01707833,0.02541534,0.11495455,0.00858519,0.91464030,0.25676249,0.12188635
-2.39819910,1.09158688,0.01701108,0.02403543,0.11144551,0.00851583,0.91798787,0.26181553,0.12116711
-2.39219610,1.09633739,0.01695079,0.02279804,0.10807432,0.00850282,0.92470173,0.26745412,0.12100417
-2.38619310,1.10540767,0.01690296,0.02171971,0.10490000,0.00854354,0.93504235,0.27371963,0.12144940
-2.38019010,1.11900724,0.01687184,0.02081416,0.10197517,0.00863364,0.94917499,0.28062795,0.12254049
-2.37418709,1.13722051,0.01686025,0.02009235,0.09934409,0.00876718,0.96715917,0.28816604,0.12429992
-2.36818409,1.15999973,0.01686942,0.01956262,0.09704096,0.00893684,0.98894227,0.29628971,0.12673450
-2.36218109,1.18716333,0.01689889,0.01923100,0.09508848,0.00913412,1.01435773,0.30492270,0.12983551
-2.35617809,1.21839971,0.01694650,0.01910150,0.09349692,0.00934965,1.04312801,0.31395716,0.13357946
-2.35017509,1.25327643,0.01700847,0.01917648,0.09226362,0.00957346,1.07487215,0.32325560,0.13792941
-2.34417209,1.29125445,0.01707953,0.01945699,0.09137292,0.00979530,1.10911777,0.33265427,0.14283679
-2.33816908,1.33170667,0.01715309,0.01994320,0.09079673,0.01000497,1.14531692,0.34196780,0.14824356
-2.33216608,1.37393997,0.01722159,0.02063459,0.09049541,0.01019263,1.18286494,0.35099505,0.15408463
-2.32616308,1.41721965,0.01727672,0.02153023,0.09041922,0.01034910,1.22112165,0.35952573,0.16029045
-2.32016008,1.46079509,0.01730984,0.02262887,0.09051015,0.01046614,1.25943359,0.36734765,0.16678950
-2.31415708,1.50392523,0.01731228,0.02392895,0.09070398,0.01053670,1.29715633,0.37425423,0.17351069
-2.30815408,1.54590287,0.01727574,0.02542844,0.09093267,0.01055510,1.33367578,0.38005186,0.18038537
-2.30215108,1.58607625,0.01719261,0.02712465,0.09112679,0.01051719,1.36842733,0.38456688,0.18734907
-2.29614807,1.62386723,0.01705631,0.02901380,0.09121806,0.01042044,1.40091200,0.38765177,0.19434263
-2.29014507,1.65878502,0.01686150,0.03109063,0.09114172,0.01026396,1.43070890,0.38919030,0.20131285
-2.28414207,1.69043510,0.01660432,0.03334786,0.09083877,0.01004850,1.45748334,0.38910149,0.20821262
-2.27813907,1.71852297,0.01628253,0.03577569,0.09025798,0.00977634,1.48099058,0.38734205,0.21500045
-2.27213607,1.74285288,0.01589560,0.03836124,0.08935748,0.00945119,1.50107504,0.38390744,0.22163967
-2.26613307,1.76332200,0.01544467,0.04108819,0.08810603,0.00907799,1.51766535,0.37883138,0.22809715
-2.26013007,1.77991059,0.01493252,0.04393635,0.08648382,0.00866273,1.53076592,0.37218388,0.23434191
-2.25412706,1.79266909,0.01436349,0.04688158,0.08448283,0.00821218,1.54044555,0.36406811,0.24034360
-2.24812406,1.80170337,0.01374321,0.04989577,0.08210675,0.00773368,1.54682414,0.35461598,0.24607106
-2.24212106,1.80715905,0.01307850,0.05294710,0.07937045,0.00723488,1.55005856,0.34398304,0.25149117
-2.23611806,1.80920624,0.01237704,0.05600052,0.07629913,0.00672350,1.55032850,0.33234268,0.25656799
-2.23011506,1.80802566,0.01164717,0.05901849,0.07292710,0.00620709,1.54782342,0.31988001,0.26126247
-2.22411206,1.80379723,0.01089758,0.06196197,0.06929630,0.00569286,1.54273148,0.30678585,0.26553267
-2.21810905,1.79669156,0.01013708,0.06479152,0.06545465,0.00518750,1.53523092,0.29325082,0.26933456
-2.21210605,1.78686515,0.00937432,0.06746865,0.06145430,0.00469703,1.52548453,0.27946002,0.27262342
-2.20610305,1.77445907,0.00861760,0.06995720,0.05734986,0.00422671,1.51363734,0.26558836,0.27535573
-2.20010005,1.75960122,0.00787462,0.07222478,0.05319664,0.00378101,1.49981735,0.25179674,0.27749146
-2.19409705,1.74241161,0.00715238,0.07424410,0.04904903,0.00336354,1.48413925,0.23822920,0.27899657
-2.18809405,1.72301001,0.00645701,0.07599427,0.04495903,0.00297707,1.46671025,0.22501101,0.27984564
-2.18209105,1.70152503,0.00579370,0.07746173,0.04097501,0.00262359,1.44763767,0.21224776,0.28002433
-2.17608804,1.67810377,0.00516666,0.07864105,0.03714067,0.00230432,1.42703721,0.20002535,0.27953151
-2.17008504,1.65292086,0.00457908,0.07953533,0.03349430,0.00201982,1.40504111,0.18841080,0.27838093
-2.16408204,1.62618603,0.00403320,0.08015619,0.03006820,0.00177007,1.38180543,0.17745372,0.27660221
-2.15807904,1.59814926,0.00353029,0.08052347,0.02688850,0.00155454,1.35751552,0.16718832,0.27424104
-2.15207604,1.56910289,0.00307079,0.08066440,0.02397501,0.00137228,1.33238927,0.15763573,0.27135854
-2.14607304,1.53938020,0.00265432,0.08061257,0.02134142,0.00122203,1.30667742,0.14880651,0.26802983
-2.14007004,1.50935039,0.00227989,0.08040647,0.01899560,0.00110228,1.28066099,0.14070321,0.26434163
-2.13406703,1.47940996,0.00194588,0.08008779,0.01694002,0.00101132,1.25464566,0.13332270,0.26038935
-2.12806403,1.44997098,0.00165025,0.07969967,0.01517229,0.00094734,1.22895337,0.12665830,0.25627344
-2.12206103,1.42144681,0.00139060,0.07928475,0.01368572,0.00090843,1.20391169,0.12070158,0.25209541
-2.11605803,1.39423616,0.00116431,0.07888338,0.01246996,0.00089263,1.17984139,0.11544369,0.24795376
-2.11005503,1.36870643,0.00096857,0.07853184,0.01151160,0.00089797,1.15704317,0.11087624,0.24393986
-2.10405203,1.34517736,0.00080053,0.07826096,0.01079477,0.00092244,1.13578420,0.10699183,0.24013420
-2.09804902,1.32390599,0.00065736,0.07809490,0.01030171,0.00096406,1.11628539,0.10378405,0.23660312
-2.09204602,1.30507399,0.00053629,0.07805037,0.01001327,0.00102080,1.09871011,0.10124721,0.23339620
-2.08604302,1.28877798,0.00043466,0.07813637,0.00990945,0.00109066,1.08315515,0.09937579,0.23054457
-2.08004002,1.27502364,0.00034997,0.07835420,0.00996980,0.00117162,1.06964437,0.09816370,0.22806002
-2.07403702,1.26372393,0.00027994,0.07869803,0.01017382,0.00126165,1.05812551,0.09760339,0.22593520
-2.06803402,1.25470157,0.00022244,0.07915588,0.01050136,0.00135876,1.04847029,0.09768507,0.22414466
-2.06203102,1.24769561,0.00017558,0.07971087,0.01093294,0.00146096,1.04047790,0.09839591,0.22264690
-2.05602801,1.24237196,0.00013767,0.08034286,0.01145006,0.00156628,1.03388161,0.09971947,0.22138701
-2.05002501,1.23833711,0.00010722,0.08103015,0.01203548,0.00167286,1.02835825,0.10163526,0.22030009
-2.04402201,1.23515447,0.00008295,0.08175141,0.01267352,0.00177888,1.02354008,0.10411866,0.21931503
-2.03801901,1.23236248,0.00006375,0.08248747,0.01335021,0.00188269,1.01902840,0.10714093,0.21835843
-2.03201601,1.22949361,0.00004866,0.08322303,0.01405356,0.00198277,1.01440840,0.11066959,0.21735869
-2.02601301,1.22609325,0.00003689,0.08394812,0.01477365,0.00207780,1.00926451,0.11466891,0.21624977
-2.02001001,1.22173786,0.00002778,0.08465928,0.01550273,0.00216667,1.00319559,0.11910061,0.21497470
-2.01400700,1.21605126,0.00002077,0.08536030,0.01623524,0.00224854,0.99582946,0.12392460,0.21348845
-2.00800400,1.20871871,0.00001543,0.08606251,0.01696775,0.00232280,0.98683610,0.12909972,0.21176019
-2.00200100,1.19949801,0.00001138,0.08678467,0.01769882,0.00238915,0.97593912,0.13458444,0.20977488
-1.99599800,1.18822742,0.00000834,0.08755229,0.01842876,0.00244752,0.96292523,0.14033743,0.20753393
-1.98999500,1.17483002,0.00000607,0.08839654,0.01915934,0.00249811,0.94765126,0.14631788,0.20505514
-1.98399200,1.15931469,0.00000438,0.08935281,0.01989338,0.00254134,0.93004876,0.15248561,0.20237195
-1.97798899,1.14177354,0.00000315,0.09045880,0.02063429,0.00257783,0.91012599,0.15880096,0.19953177
-1.97198599,1.12237633,0.00000224,0.09175254,0.02138559,0.00260832,0.88796741,0.16522434,0.19659398
-1.96598299,1.10136204,0.00000159,0.09327011,0.02215036,0.00263366,0.86373069,0.17171564,0.19362717
-1.95997999,1.07902806,0.00000112,0.09504343,0.02293073,0.00265471,0.83764149,0.17823340,0.19070622
-1.95397699,1.05571768,0.00000078,0.09709811,0.02372734,0.00267231,0.80998622,0.18473394,0.18790905
-1.94797399,1.03180627,0.00000054,0.09945149,0.02453896,0.00268723,0.78110301,0.19117045,0.18531335
-1.94197099,1.00768679,0.00000037,0.10211102,0.02536213,0.00270006,0.75137122,0.19749219,0.18299330
-1.93596798,0.98375522,0.00000025,0.10507298,0.02619088,0.00271126,0.72119992,0.20364392,0.18101658
-1.92996498,0.96039646,0.00000017,0.10832172,0.02701668,0.00272103,0.69101555,0.20956558,0.17944162
-1.92396198,0.93797111,0.00000012,0.11182942,0.02782847,0.00272936,0.66124924,0.21519240,0.17831522
-1.91795898,0.91680366,0.00000008,0.11555631,0.02861283,0.00273600,0.63232412,0.22045539,0.17767076
-1.91195598,0.89717230,0.00000005,0.11945151,0.02935437,0.00274049,0.60464297,0.22528237,0.17752680
-1.90595298,0.87930082,0.00000004,0.12345433,0.03003619,0.00274212,0.57857664,0.22959942,0.17788631
-1.89994997,0.86335256,0.00000003,0.12749600,0.03064046,0.00274008,0.55445346,0.23333269,0.17873648
-1.89394697,0.84942659,0.00000002,0.13150178,0.03114914,0.00273339,0.53255000,0.23641070,0.18004897
-1.88794397,0.83755623,0.00000001,0.13539336,0.03154469,0.00272104,0.51308344,0.23876673,0.18178080
-1.88194097,0.82770962,0.00000001,0.13909137,0.03181081,0.00270200,0.49620573,0.24034147,0.18387560
-1.87593797,0.81979247,0.00000001,0.14251802,0.03193323,0.00267533,0.48199978,0.24108555,0.18626529
-1.86993497,0.81365257,0.00000002,0.14559959,0.03190030,0.00264018,0.47047766,0.24096196,0.18887213
-1.86393197,0.80908607,0.00000002,0.14826887,0.03170364,0.00259591,0.46158100,0.23994822,0.19161096
-1.85792896,0.80584507,0.00000003,0.15046724,0.03133852,0.00254208,0.45518345,0.23803806,0.19439168
-1.85192596,0.80364646,0.00000004,0.15214654,0.03080419,0.00247851,0.45109528,0.23524266,0.19712184
-1.84592296,0.80218163,0.00000005,0.15327047,0.03010403,0.00240530,0.44906982,0.23159133,0.19970923
-1.83991996,0.80112678,0.00000006,0.15381568,0.02924549,0.00232285,0.44881166,0.22713158,0.20206452
-1.83391696,0.80015368,0.00000008,0.15377237,0.02823993,0.00223183,0.44998635,0.22192860,0.20410380
-1.82791396,0.79894049,0.00000010,0.15314452,0.02710224,0.00213319,0.45223131,0.21606422,0.20575096
-1.82191096,0.79718244,0.00000014,0.15194974,0.02585041,0.00202812,0.45516756,0.20963539,0.20693997
-1.81590795,0.79460220,0.00000017,0.15021878,0.02450492,0.00191802,0.45841196,0.20275222,0.20761689
-1.80990495,0.79095947,0.00000022,0.14799474,0.02308810,0.00180444,0.46158958,0.19553576,0.20774159
-1.80390195,0.78605977,0.00000028,0.14533200,0.02162348,0.00168904,0.46434575,0.18811559,0.20728924
-1.79789895,0.77976200,0.00000035,0.14229498,0.02013503,0.00157356,0.46635737,0.18062728,0.20625139
-1.79189595,0.77198449,0.00000044,0.13895670,0.01864650,0.00145974,0.46734316,0.17320980,0.20463666
-1.78589295,0.76270951,0.00000054,0.13539727,0.01718081,0.00134928,0.46707244,0.16600306,0.20247097
-1.77988994,0.75198566,0.00000066,0.13170221,0.01575950,0.00124380,0.46537212,0.15914544,0.19979737
-1.77388694,0.73992823,0.00000081,0.12796070,0.01440218,0.00114479,0.46213164,0.15277147,0.19667524
-1.76788394,0.72671727,0.00000098,0.12426377,0.01312623,0.00105362,0.45730572,0.14700965,0.19317905
-1.76188094,0.71259331,0.00000118,0.12070243,0.01194649,0.00097144,0.45091481,0.14198032,0.18939660
-1.75587794,0.69785066,0.00000141,0.11736575,0.01087506,0.00089920,0.44304309,0.13779370,0.18542662
-1.74987494,0.68282861,0.00000167,0.11433883,0.00992124,0.00083768,0.43383437,0.13454795,0.18137608
-1.74387194,0.66790049,0.00000196,0.11170088,0.00909151,0.00078738,0.42348583,0.13232733,0.17735691
-1.73786893,0.65346113,0.00000230,0.10952318,0.00838962,0.00074863,0.41223999,0.13120050,0.17348249
-1.73186593,0.63991305,0.00000266,0.10786719,0.00781672,0.00072151,0.40037520,0.13121883,0.16986394
-1.72586293,0.62765189,0.00000307,0.10678272,0.00737152,0.00070588,0.38819513,0.13241504,0.16660625
-1.71985993,0.61705181,0.00000351,0.10630633,0.00705056,0.00070142,0.37601760,0.13480196,0.16380456
-1.71385693,0.60845138,0.00000399,0.10645995,0.00684843,0.00070760,0.36416336,0.13837173,0.16154068
-1.70785393,0.60214071,0.00000451,0.10724987,0.00675806,0.00072372,0.35294516,0.14309544,0.15987997
-1.70185093,0.59835043,0.00000505,0.10866618,0.00677104,0.00074891,0.34265769,0.14892338,0.15886880
-1.69584792,0.59724313,0.00000562,0.11068270,0.00687790,0.00078217,0.33356866,0.15578597,0.15853280
-1.68984492,0.59890777,0.00000622,0.11325752,0.00706843,0.00082238,0.32591146,0.16359556,0.15887577
