energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-5.52576288,8.03387976,0.01322931,1.11353010,0.47730285,0.73282457,3.30108006,3.65585153,0.02727842,3.32914508
-5.51975988,8.10770801,0.01324587,1.12815988,0.48689418,0.75130235,3.32362608,3.67175367,0.02797134,3.35363477
-5.51375688,8.17343073,0.01324317,1.14099045,0.49642544,0.77014566,3.34315992,3.68250835,0.02868261,3.37535129
-5.50775388,8.23084161,0.01322382,1.15180377,0.50584833,0.78926881,3.35954534,3.68820132,0.02940702,3.39444592
-5.50175088,8.27986020,0.01319077,1.16041986,0.51511380,0.80857896,3.37268262,3.68900585,0.03013913,3.41109578
-5.49574787,8.32050357,0.01314721,1.16669815,0.52417129,0.82797349,3.38250237,3.68516616,0.03087320,3.42548665
-5.48974487,8.35285890,0.01309639,1.17053805,0.53296810,0.84733791,3.38896028,3.67698046,0.03160316,3.43779714
-5.48374187,8.37705833,0.01304149,1.17187905,0.54144912,0.86654432,3.39203306,3.66478426,0.03232266,3.44818496
-5.47773887,8.39325753,0.01298550,1.17070033,0.54955683,0.88545083,3.39171569,3.64893501,0.03302509,3.45677595
-5.47173587,8.40161913,0.01293108,1.16701982,0.55723171,0.90390191,3.38802015,3.62979836,0.03370370,3.46365635
-5.46573287,8.40230163,0.01288047,1.16089298,0.56441298,0.92172977,3.38097559,3.60773698,0.03435165,3.46886872
-5.45972986,8.39545441,0.01283541,1.15241108,0.57103977,0.93875692,3.37062992,3.58310191,0.03496221,3.47241160
-5.45372686,8.38121880,0.01279711,1.14169923,0.57705252,0.95479977,3.35705249,3.55622697,0.03552887,3.47424286
-5.44772386,8.35973473,0.01276620,1.12891395,0.58239475,0.96967327,3.34033788,3.52742597,0.03604552,3.47428655
-5.44172086,8.33115250,0.01274275,1.11424054,0.58701496,0.98319634,3.32061010,3.49699264,0.03650665,3.47244277
-5.43571786,8.29564829,0.01272630,1.09788998,0.59086860,0.99519803,3.29802718,3.46520302,0.03690745,3.46859997
-5.42971486,8.25344231,0.01271591,1.08009555,0.59392014,1.00552396,3.27278542,3.43231969,0.03724402,3.46264884
-5.42371186,8.20481793,0.01271020,1.06110911,0.59614484,1.01404289,3.24512307,3.39859722,0.03751348,3.45449709
-5.41770885,8.15014016,0.01270747,1.04119698,0.59753050,1.02065305,3.21532289,3.36428842,0.03771408,3.44408404
-5.41170585,8.08987184,0.01270579,1.02063560,0.59807866,1.02528783,3.18371314,3.32965033,0.03784529,3.43139422
-5.40570285,8.02458608,0.01270306,0.99970685,0.59780554,1.02792053,3.15066689,3.29494970,0.03790780,3.41646895
-5.39969985,7.95497349,0.01269714,0.97869317,0.59674238,1.02856791,3.11659904,3.26046697,0.03790355,3.39941531
-5.39369685,7.88184332,0.01268591,0.95787258,0.59493530,1.02729225,3.08196129,3.22649860,0.03783570,3.38041160
-5.38769385,7.80611773,0.01266741,0.93751369,0.59244453,1.02420166,3.04723468,3.19335712,0.03770850,3.35970910
-5.38169085,7.72881902,0.01263983,0.91787079,0.58934313,1.01944870,3.01292013,3.16136895,0.03752723,3.33762965
-5.37568784,7.65105007,0.01260166,0.89917921,0.58571524,1.01322708,2.97952703,3.13086982,0.03729800,3.31455914
-5.36968484,7.57396856,0.01255165,0.88165112,0.58165377,1.00576668,2.94756039,3.10219798,0.03702764,3.29093713
-5.36368184,7.49875605,0.01248891,0.86547176,0.57725783,0.99732695,2.91750702,3.07568563,0.03672341,3.26724298
-5.35767884,7.42658349,0.01241290,0.85079651,0.57262985,0.98818899,2.88982139,3.05164893,0.03639288,3.24397929
-5.35167584,7.35857459,0.01232343,0.83774864,0.56787263,0.97864657,2.86491176,3.03037718,0.03604369,3.22165320
-5.34567284,7.29576919,0.01222066,0.82641801,0.56308634,0.96899653,2.84312744,3.01212195,0.03568335,3.20075686
-5.33966983,7.23908834,0.01210511,0.81686076,0.55836568,0.95952902,2.82474770,2.99708667,0.03531904,3.18174777
-5.33366683,7.18930310,0.01197761,0.80909993,0.55379728,0.95051777,2.80997298,2.98541751,0.03495748,3.16503015
-5.32766383,7.14700860,0.01183929,0.80312704,0.54945750,0.94221122,2.79891903,2.97719607,0.03460475,3.15093842
-5.32166083,7.11260494,0.01169158,0.79890463,0.54541066,0.93482441,2.79161422,2.97243443,0.03426626,3.13972344
-5.31565783,7.08628589,0.01153613,0.79636950,0.54170779,0.92853244,2.78800031,2.97107295,0.03394661,3.13154246
-5.30965483,7.06803597,0.01137485,0.79543669,0.53838599,0.92346540,2.78793660,2.97298108,0.03364962,3.12645313
-5.30365183,7.05763627,0.01120985,0.79600385,0.53546835,0.91970515,2.79120749,2.97796114,0.03337833,3.12441202
-5.29764882,7.05467846,0.01104343,0.79795593,0.53296447,0.91728399,2.79753286,2.98575512,0.03313503,3.12527763
-5.29164582,7.05858653,0.01087805,0.80116992,0.53087150,0.91618525,2.80658094,2.99605415,0.03292134,3.12881770
-5.28564282,7.06864493,0.01071632,0.80551946,0.52917571,0.91634560,2.81798288,3.00851016,0.03273830,3.13472053
-5.27963982,7.08403175,0.01056098,0.81087909,0.52785438,0.91765914,2.83134840,3.02274934,0.03258648,3.14260966
-5.27363682,7.10385526,0.01041487,0.81712801,0.52687808,0.91998275,2.84628167,3.03838659,0.03246609,3.15206108
-5.26763382,7.12719203,0.01028091,0.82415313,0.52621312,0.92314269,2.86239656,3.05504050,0.03237708,3.16262232
-5.26163082,7.15312476,0.01016202,0.83185139,0.52582410,0.92694192,2.87933069,3.07234787,0.03231925,3.17383223
-5.25562781,7.18077812,0.01006114,0.84013126,0.52567643,0.93116796,2.89675749,3.08997740,0.03229231,3.18524076
-5.24962481,7.20935099,0.00998116,0.84891332,0.52573875,0.93560081,2.91439586,3.10764167,0.03229597,3.19642768
-5.24362181,7.23814387,0.00992485,0.85813013,0.52598516,0.94002086,2.93201707,3.12510706,0.03232992,3.20701946
-5.23761881,7.26658037,0.00989480,0.86772531,0.52639714,0.94421615,2.94944862,3.14220107,0.03239391,3.21670374
-5.23161581,7.29422218,0.00989339,0.87765201,0.52696512,0.94798912,2.96657532,3.15881684,0.03248770,3.22524056
-5.22561281,7.32077724,0.00992271,0.88787099,0.52768967,0.95116244,2.98333750,3.17491470,0.03261102,3.23247036
-5.21960980,7.34610105,0.00998450,0.89834831,0.52858220,0.95358374,2.99972678,3.19052071,0.03276354,3.23831815
-5.21360680,7.37019167,0.01008010,0.90905304,0.52966531,0.95512938,3.01577995,3.20572236,0.03294484,3.24279406
-5.20760380,7.39317888,0.01021040,0.91995492,0.53097257,0.95570698,3.03157119,3.22066172,0.03315430,3.24599035
-5.20160080,7.41530840,0.01037582,0.93102243,0.53254791,0.95525684,3.04720345,3.23552627,0.03339108,3.24807499
-5.19559780,7.43692212,0.01057626,0.94222104,0.53444461,0.95375222,3.06279931,3.25053799,0.03365411,3.24928243
-5.18959480,7.45843545,0.01081115,0.95351213,0.53672377,0.95119866,3.07849196,3.26594109,0.03394200,3.24990172
-5.18359180,7.48031271,0.01107937,0.96485234,0.53945256,0.94763222,3.09441655,3.28198900,0.03425310,3.25026279
-5.17758879,7.50304177,0.01137935,0.97619355,0.54270200,0.94311700,3.11070234,3.29893102,0.03458547,3.25072124
-5.17158579,7.52710869,0.01170906,0.98748336,0.54654454,0.93774188,3.12746591,3.31699920,0.03493695,3.25164235
-5.16558279,7.55297331,0.01206608,0.99866613,0.55105138,0.93161661,3.14480533,3.33639603,0.03530521,3.25338484
-5.15957979,7.58104644,0.01244765,1.00968426,0.55628958,0.92486752,3.16279558,3.35728320,0.03568781,3.25628491
-5.15357679,7.61166932,0.01285072,1.02047990,0.56231914,0.91763291,3.18148493,3.37977185,0.03608232,3.26064113
-5.14757379,7.64509578,0.01327202,1.03099667,0.56919000,0.91005815,3.20089240,3.40391480,0.03648635,3.26670073
-5.14157079,7.68147746,0.01370814,1.04118139,0.57693912,0.90229087,3.22100597,3.42970075,0.03689772,3.27464759
-5.13556778,7.72085258,0.01415557,1.05098571,0.58558768,0.89447620,3.24178165,3.45705081,0.03731444,3.28459248
-5.12956478,7.76313826,0.01461080,1.06036746,0.59513865,0.88675224,3.26314317,3.48581750,0.03773489,3.29656576
-5.12356178,7.80812686,0.01507030,1.06929168,0.60557464,0.87924596,3.28498230,3.51578609,0.03815778,3.31051298
-5.11755878,7.85548625,0.01553066,1.07773128,0.61685624,0.87206957,3.30715987,3.54667850,0.03858222,3.32629338
-5.11155578,7.90476430,0.01598854,1.08566731,0.62892106,0.86531755,3.32950749,3.57815949,0.03900773,3.34368150
-5.10555278,7.95539741,0.01644078,1.09308885,0.64168334,0.85906436,3.35183012,3.60984499,0.03943418,3.36237199
-5.09954977,8.00672311,0.01688435,1.09999253,0.65503440,0.85336292,3.37390951,3.64131245,0.03986182,3.38198736
-5.09354677,8.05799639,0.01731646,1.10638191,0.66884397,0.84824397,3.39550876,3.67211275,0.04029114,3.40208859
-5.08754377,8.10840947,0.01773451,1.11226650,0.68296226,0.84371619,3.41637798,3.70178329,0.04072285,3.42218821
-5.08154077,8.15711447,0.01813616,1.11766081,0.69722301,0.83976717,3.43626106,3.72986187,0.04115773,3.44176549
-5.07553777,8.20324817,0.01851930,1.12258326,0.71144723,0.83636508,3.45490347,3.75590079,0.04159657,3.46028306
-5.06953477,8.24595805,0.01888215,1.12705526,0.72544767,0.83346102,3.47206093,3.77948056,0.04204002,3.47720447
-5.06353177,8.28442871,0.01922322,1.13110022,0.73903393,0.83099188,3.48750869,3.80022278,0.04248848,3.49201189
-5.05752876,8.31790743,0.01954137,1.13474272,0.75201779,0.82888361,3.50105091,3.81780152,0.04294198,3.50422325
-5.05152576,8.34572780,0.01983582,1.13800789,0.76421890,0.82705469,3.51252980,3.83195275,0.04340005,3.51340812
-5.04552276,8.36733047,0.02010619,1.14092075,0.77547025,0.82541974,3.52183391,3.84248142,0.04386162,3.51920157
-5.03951976,8.38227983,0.02035250,1.14350570,0.78562351,0.82389298,3.52890508,3.84926576,0.04432494,3.52131541
-5.03351676,8.39027601,0.02057519,1.14578613,0.79455367,0.82239156,3.53374346,3.85225879,0.04478744,3.51954649
-5.02751376,8.39116148,0.02077513,1.14778399,0.80216309,0.82083843,3.53641020,3.85148683,0.04524573,3.51378142
-5.02151076,8.38492211,0.02095360,1.14951940,0.80838447,0.81916492,3.53702744,3.84704525,0.04569554,3.50399784
-5.01550775,8.37168259,0.02111227,1.15101028,0.81318278,0.81731268,3.53577548,3.83909163,0.04613168,3.49026205
-5.00950475,8.35169655,0.02125314,1.15227200,0.81655604,0.81523521,3.53288699,3.82783681,0.04654813,3.47272337
-5.00350175,8.32533206,0.02137851,1.15331707,0.81853473,0.81289874,3.52863848,3.81353432,0.04693806,3.45160543
-4.99749875,8.29305339,0.02149093,1.15415490,0.81918005,0.81028265,3.52333947,3.79646877,0.04729393,3.42719506
-4.99149575,8.25539993,0.02159306,1.15479164,0.81858105,0.80737942,3.51731974,3.77694382,0.04760769,3.39982931
-4.98549275,8.21296371,0.02168765,1.15523028,0.81685065,0.80419410,3.51091543,3.75527042,0.04787092,3.36988138
-4.97948974,8.16636650,0.02177741,1.15547083,0.81412089,0.80074357,3.50445470,3.73175584,0.04807509,3.33774606
-4.97348674,8.11623783,0.02186495,1.15551086,0.81053751,0.79705538,3.49824383,3.70669398,0.04821181,3.30382551
-4.96748374,8.06319493,0.02195265,1.15534626,0.80625418,0.79316654,3.49255447,3.68035750,0.04827314,3.26851602
-4.96148074,8.00782545,0.02204262,1.15497231,0.80142664,0.78912215,3.48761295,3.65299177,0.04825184,3.23219614
-4.95547774,7.95067368,0.02213663,1.15438490,0.79620690,0.78497391,3.48359212,3.62481110,0.04814176,3.19521681
-4.94947474,7.89223059,0.02223603,1.15358212,0.79073790,0.78077879,3.48060627,3.59599687,0.04793806,3.15789368
-4.94347174,7.83292791,0.02234173,1.15256581,0.78514879,0.77659759,3.47870948,3.56669779,0.04763752,3.12050172
-4.93746873,7.77313608,0.02245419,1.15134333,0.77955090,0.77249361,3.47789731,3.53703175,0.04723873,3.08327221
-4.93146573,7.71316576,0.02257340,1.14992911,0.77403476,0.76853143,3.47811182,3.50708912,0.04674231,3.04639198
-4.92546273,7.65327231,0.02269887,1.14834612,0.76866804,0.76477578,3.47924945,3.47693703,0.04615098,3.01000455
-4.91945973,7.59366277,0.02282971,1.14662707,0.76349458,0.76129043,3.48117125,3.44662431,0.04546957,2.97421304
-4.91345673,7.53450433,0.02296462,1.14481513,0.75853450,0.75813722,3.48371468,3.41618668,0.04470506,2.93908435
-4.90745373,7.47593382,0.02310196,1.14296425,0.75378521,0.75537518,3.48670632,3.38565179,0.04386633,2.90465430
-4.90145073,7.41806731,0.02323978,1.14113886,0.74922336,0.75305968,3.48997448,3.35504394,0.04296408,2.87093332
-4.89544772,7.36100917,0.02337589,1.13941303,0.74480754,0.75124163,3.49336090,3.32438814,0.04201046,2.83791228
-4.88944472,7.30486014,0.02350793,1.13786904,0.74048156,0.74996681,3.49673095,3.29371336,0.04101877,2.80556832
-4.88344172,7.24972377,0.02363339,1.13659529,0.73617813,0.74927516,3.49998145,3.26305497,0.04000312,2.77387014
-4.87743872,7.19571115,0.02374971,1.13568380,0.73182279,0.74920015,3.50304588,3.23245620,0.03897794,2.74278287
-4.87143572,7.14294353,0.02385425,1.13522723,0.72733793,0.74976818,3.50589653,3.20196879,0.03795762,2.71227206
-4.86543272,7.09155286,0.02394445,1.13531560,0.72264662,0.75099799,3.50854374,3.17165278,0.03695609,2.68230698
-4.85942971,7.04168042,0.02401776,1.13603285,0.71767622,0.75290010,3.51103221,3.14157554,0.03598637,2.65286302
-4.85342671,6.99347338,0.02407174,1.13745330,0.71236159,0.75547627,3.51343486,3.11181027,0.03506027,2.62392334
-4.84742371,6.94707996,0.02410409,1.13963833,0.70664777,0.75871891,3.51584471,3.08243393,0.03418804,2.59547961
-4.84142071,6.90264300,0.02411266,1.14263322,0.70049207,0.76261060,3.51836538,3.05352474,0.03337812,2.56753223
-4.83541771,6.86029264,0.02409551,1.14646437,0.69386555,0.76712350,3.52110096,3.02515947,0.03263698,2.54008975
-4.82941471,6.82013822,0.02405091,1.15113706,0.68675380,0.77221892,3.52414582,2.99741042,0.03196898,2.51316788
-4.82341171,6.78225980,0.02397737,1.15663375,0.67915712,0.77784683,3.52757521,2.97034234,0.03137637,2.48678799
-4.81740870,6.74669976,0.02387370,1.16291292,0.67109006,0.78394547,3.53143692,2.94400930,0.03085927,2.46097530
-4.81140570,6.71345455,0.02373899,1.16990872,0.66258035,0.79044109,3.53574473,2.91845155,0.03041582,2.43575669
-4.80540270,6.68246723,0.02357266,1.17753113,0.65366739,0.79724779,3.54047362,2.89369250,0.03004233,2.41115846
-4.79939970,6.65362080,0.02337444,1.18566685,0.64440036,0.80426763,3.54555714,2.86973591,0.02973348,2.38720378
-4.79339670,6.62673285,0.02314444,1.19418075,0.63483590,0.81139082,3.55088670,2.84656336,0.02948261,2.36391020
-4.78739370,6.60155164,0.02288309,1.20291789,0.62503572,0.81849641,3.55631271,2.82413206,0.02928194,2.34128710
-4.78139070,6.57775390,0.02259120,1.21170609,0.61506401,0.82545309,3.56164726,2.80237328,0.02912296,2.31933319
-4.77538769,6.55494468,0.02226989,1.22035888,0.60498493,0.83212055,3.56666816,2.78119126,0.02899668,2.29803420
-4.76938469,6.53265921,0.02192063,1.22867890,0.59486009,0.83835107,3.57112371,2.76046296,0.02889393,2.27736075
-4.76338169,6.51036723,0.02154515,1.23646163,0.58474635,0.84399164,3.57473820,2.74003866,0.02880569,2.25726659
-4.75737869,6.48747960,0.02114550,1.24349939,0.57469379,0.84888642,3.57721760,2.71974338,0.02872329,2.23768717
-4.75137569,6.46335745,0.02072390,1.24958560,0.56474407,0.85287955,3.57825538,2.69937946,0.02863871,2.21853881
-4.74537269,6.43732369,0.02028279,1.25451919,0.55492918,0.85581840,3.57753822,2.67872999,0.02854466,2.19971837
-4.73936968,6.40867687,0.01982471,1.25810919,0.54527061,0.85755697,3.57475166,2.65756333,0.02843481,2.18110364
-4.73336668,6.37670701,0.01935232,1.26017921,0.53577893,0.85795950,3.56958566,2.63563854,0.02830383,2.16255451
-4.72736368,6.34071326,0.01886827,1.26057211,0.52645391,0.85690427,3.56174007,2.61271156,0.02814745,2.14391484
-4.72136068,6.30002277,0.01837522,1.25915427,0.51728497,0.85428719,3.55093023,2.58854208,0.02796244,2.12501520
-4.71535768,6.25401033,0.01787574,1.25581982,0.50825211,0.85002535,3.53689274,2.56290076,0.02774658,2.10567639
-4.70935468,6.20211826,0.01737231,1.25049429,0.49932715,0.84406025,3.51939137,2.53557671,0.02749858,2.08571365
-4.70335168,6.14387560,0.01686727,1.24313792,0.49047530,0.83636058,3.49822327,2.50638476,0.02721797,2.06494156
-4.69734867,6.07891622,0.01636277,1.23374816,0.48165691,0.82692447,3.47322521,2.47517248,0.02690497,2.04317940
-4.69134567,6.00699492,0.01586079,1.22236147,0.47282945,0.81578105,3.44427991,2.44182646,0.02656035,2.02025692
-4.68534267,5.92800090,0.01536311,1.20905421,0.46394945,0.80299128,3.41132207,2.40627773,0.02618532,1.99602017
-4.67933967,5.84196802,0.01487130,1.19394251,0.45497456,0.78864788,3.37434390,2.36850612,0.02578137,1.97033729
-4.67333667,5.74908138,0.01438673,1.17718118,0.44586537,0.77287443,3.33339982,2.32854323,0.02535013,1.94310394
-4.66733367,5.64967968,0.01391055,1.15896147,0.43658723,0.75582353,3.28861001,2.28647412,0.02489335,1.91424827
-4.66133067,5.54425337,0.01344376,1.13950795,0.42711175,0.73767408,3.24016244,2.24243747,0.02441274,1.88373498
-4.65532766,5.43343840,0.01298716,1.11907435,0.41741801,0.71862769,3.18831324,2.19662433,0.02390998,1.85156846
-4.64932466,5.31800567,0.01254141,1.09793862,0.40749354,0.69890438,3.13338514,2.14927542,0.02338668,1.81779473
-4.64332166,5.19884666,0.01210701,1.07639738,0.39733493,0.67873759,3.07576393,2.10067721,0.02284436,1.78250215
