energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-6.00000000,3.42084254,0.00468570,0.35392822,0.77728520,0.80108849,1.50495204,1.58779572,0.93686324,0.00000000
-5.99399700,3.31367832,0.00439243,0.33819315,0.73727215,0.77816188,1.43509265,1.55320997,0.89413550,0.00000000
-5.98799400,3.20462643,0.00411300,0.32224264,0.69794908,0.75431823,1.36526449,1.51671001,0.85231831,0.00000000
-5.98199100,3.09522682,0.00384950,0.30632526,0.65975215,0.72989848,1.29619696,1.47898300,0.81180798,0.00000000
-5.97598799,2.98695905,0.00360401,0.29067951,0.62308318,0.70523738,1.22860120,1.44070109,0.77296504,0.00000000
-5.96998499,2.88119971,0.00337855,0.27552761,0.58829993,0.68065324,1.16315453,1.40250116,0.73610498,0.00000000
-5.96398199,2.77918569,0.00317502,0.26107000,0.55570789,0.65643892,1.10048582,1.36496717,0.70149099,0.00000000
-5.95797899,2.68198438,0.00299510,0.24748080,0.52555396,0.63285441,1.04116249,1.32861563,0.66932858,0.00000000
-5.95197599,2.59047187,0.00284028,0.23490434,0.49802218,0.61012121,0.98567935,1.29388476,0.63976247,0.00000000
-5.94597299,2.50531938,0.00271170,0.22345275,0.47323160,0.58841859,0.93444955,1.26112743,0.61287567,0.00000000
-5.93996998,2.42698807,0.00261023,0.21320474,0.45123632,0.56788175,0.88779789,1.23060788,0.58869075,0.00000000
-5.93396698,2.35573160,0.00253632,0.20420535,0.43202757,0.54860183,0.84595650,1.20250211,0.56717297,0.00000000
-5.92796398,2.29160591,0.00249007,0.19646685,0.41553763,0.53062757,0.80906282,1.17690135,0.54823520,0.00000000
-5.92196098,2.23448494,0.00247113,0.18997040,0.40164541,0.51396832,0.77715990,1.15381847,0.53174419,0.00000000
-5.91595798,2.18408126,0.00247874,0.18466859,0.39018343,0.49859823,0.75019878,1.13319632,0.51752789,0.00000000
-5.90995498,2.13997015,0.00251173,0.18048854,0.38094569,0.48446125,0.72804281,1.11491778,0.50538337,0.00000000
-5.90395198,2.10161592,0.00256851,0.17733547,0.37369629,0.47147665,0.71047368,1.09881667,0.49508516,0.00000000
-5.89794897,2.06839913,0.00264708,0.17509671,0.36817833,0.45954475,0.69719892,1.08468895,0.48639349,0.00000000
-5.89194597,2.03964365,0.00274509,0.17364570,0.36412279,0.44855273,0.68786067,1.07230391,0.47906227,0.00000000
-5.88594297,2.01464266,0.00285985,0.17284619,0.36125702,0.43838004,0.68204554,1.06141472,0.47284650,0.00000000
-5.87993997,1.99268275,0.00298839,0.17255634,0.35931273,0.42890365,0.67929533,1.05176814,0.46750900,0.00000000
-5.87393697,1.97306574,0.00312752,0.17263260,0.35803304,0.42000260,0.67911833,1.04311327,0.46282630,0.00000000
-5.86793397,1.95512782,0.00327389,0.17293343,0.35717863,0.41156215,0.68100118,1.03520910,0.45859358,0.00000000
-5.86193097,1.93825593,0.00342407,0.17332265,0.35653271,0.40347722,0.68442098,1.02783100,0.45462876,0.00000000
-5.85592796,1.92190133,0.00357462,0.17367252,0.35590488,0.39565532,0.68885742,1.02077605,0.45077561,0.00000000
-5.84992496,1.90559052,0.00372222,0.17386634,0.35513374,0.38801889,0.69380486,1.01386745,0.44690599,0.00000000
-5.84392196,1.88893358,0.00386371,0.17380080,0.35408851,0.38050703,0.69878389,1.00695802,0.44292129,0.00000000
-5.83791896,1.87163020,0.00399622,0.17338776,0.35266935,0.37307678,0.70335235,0.99993290,0.43875303,0.00000000
-5.83191596,1.85347342,0.00411725,0.17255580,0.35080696,0.36570386,0.70711529,0.99271154,0.43436278,0.00000000
-5.82591296,1.83435125,0.00422475,0.17125116,0.34846111,0.35838288,0.70973376,0.98524904,0.42974136,0.00000000
-5.81990995,1.81424628,0.00431720,0.16943841,0.34561861,0.35112710,0.71093203,0.97753680,0.42490743,0.00000000
-5.81390695,1.79323320,0.00439366,0.16710068,0.34229063,0.34396765,0.71050298,0.96960248,0.41990542,0.00000000
-5.80790395,1.77147424,0.00445380,0.16423939,0.33850953,0.33695222,0.70831151,0.96150919,0.41480292,0.00000000
-5.80190095,1.74921262,0.00449797,0.16087364,0.33432548,0.33014329,0.70429562,0.95335391,0.40968744,0.00000000
-5.79589795,1.72676387,0.00452710,0.15703922,0.32980281,0.32361583,0.69846526,0.94526495,0.40466281,0.00000000
-5.78989495,1.70450523,0.00454276,0.15278714,0.32501627,0.31745452,0.69089877,0.93739859,0.39984502,0.00000000
-5.78389195,1.68286308,0.00454708,0.14818188,0.32004741,0.31175066,0.68173716,0.92993463,0.39535776,0.00000000
-5.77788894,1.66229884,0.00454261,0.14329929,0.31498098,0.30659866,0.67117626,0.92307122,0.39132779,0.00000000
-5.77188594,1.64329355,0.00453231,0.13822415,0.30990158,0.30209239,0.65945721,0.91701870,0.38788015,0.00000000
-5.76588294,1.62633155,0.00451936,0.13304758,0.30489061,0.29832154,0.64685551,0.91199292,0.38513349,0.00000000
-5.75987994,1.61188389,0.00450706,0.12786424,0.30002356,0.29536800,0.63366930,0.90820801,0.38319573,0.00000000
-5.75387694,1.60039199,0.00449867,0.12276945,0.29536772,0.29330257,0.62020717,0.90586901,0.38216008,0.00000000
-5.74787394,1.59225222,0.00449727,0.11785633,0.29098034,0.29218211,0.60677613,0.90516454,0.38210177,0.00000000
-5.74187094,1.58780208,0.00450560,0.11321298,0.28690733,0.29204727,0.59367038,0.90625989,0.38307563,0.00000000
-5.73586793,1.58730853,0.00452596,0.10891990,0.28318248,0.29292097,0.58116104,0.90929080,0.38511458,0.00000000
-5.72986493,1.59095906,0.00456006,0.10504766,0.27982721,0.29480766,0.56948763,0.91435830,0.38822919,0.00000000
-5.72386193,1.59885593,0.00460895,0.10165483,0.27685089,0.29769347,0.55885135,0.92152472,0.39240837,0.00000000
-5.71785893,1.61101386,0.00467294,0.09878648,0.27425165,0.30154717,0.54941043,0.93081128,0.39762112,0.00000000
-5.71185593,1.62736129,0.00475156,0.09647302,0.27201765,0.30632193,0.54127774,0.94219725,0.40381933,0.00000000
-5.70585293,1.64774513,0.00484356,0.09472962,0.27012881,0.31195786,0.53452049,0.95562088,0.41094140,0.00000000
-5.69984992,1.67193898,0.00494696,0.09355617,0.26855873,0.31838493,0.52916199,0.97098201,0.41891658,0.00000000
-5.69384692,1.69965412,0.00505906,0.09293779,0.26727695,0.32552641,0.52518514,0.98814633,0.42766971,0.00000000
-5.68784392,1.73055301,0.00517660,0.09284578,0.26625128,0.33330240,0.52253737,1.00695116,0.43712611,0.00000000
-5.68184092,1.76426463,0.00529581,0.09323923,0.26545001,0.34163331,0.52113669,1.02721250,0.44721639,0.00000000
-5.67583792,1.80040078,0.00541260,0.09406691,0.26484411,0.35044311,0.52087837,1.04873306,0.45788068,0.00000000
-5.66983492,1.83857277,0.00552269,0.09526964,0.26440910,0.35966210,0.52164187,1.07131101,0.46907235,0.00000000
-5.66383192,1.87840769,0.00562179,0.09678285,0.26412659,0.36922917,0.52329767,1.09474903,0.48076056,0.00000000
-5.65782891,1.91956345,0.00570574,0.09853946,0.26398533,0.37909324,0.52571358,1.11886334,0.49293192,0.00000000
-5.65182591,1.96174210,0.00577069,0.10047272,0.26398185,0.38921403,0.52876039,1.14349223,0.50559072,0.00000000
-5.64582291,2.00470076,0.00581322,0.10251910,0.26412050,0.39956200,0.53231652,1.16850394,0.51875800,0.00000000
-5.63981991,2.04825976,0.00583048,0.10462108,0.26441297,0.41011753,0.53627160,1.19380331,0.53246937,0.00000000
-5.63381691,2.09230784,0.00582029,0.10672967,0.26487739,0.42086954,0.54052900,1.21933703,0.54677171,0.00000000
-5.62781391,2.13680404,0.00578121,0.10880666,0.26553690,0.43181347,0.54500728,1.24509724,0.56171895,0.00000000
-5.62181091,2.18177657,0.00571254,0.11082646,0.26641795,0.44294898,0.54964074,1.27112329,0.57736719,0.00000000
-5.61580790,2.22731853,0.00561441,0.11277752,0.26754832,0.45427744,0.55437911,1.29750141,0.59376941,0.00000000
-5.60980490,2.27358097,0.00548768,0.11466321,0.26895509,0.46579935,0.55918677,1.32436242,0.61097015,0.00000000
-5.60380190,2.32076354,0.00533391,0.11650222,0.27066254,0.47751202,0.56404156,1.35187733,0.62900038,0.00000000
-5.59779890,2.36910313,0.00515531,0.11832848,0.27269023,0.48940751,0.56893342,1.38025096,0.64787294,0.00000000
