energy_ev,total_up,As_p_up,As_d_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-5.51375688,3.36646673,0.30430726,0.00000000,1.11583503,1.55505623,0.04163928,1.31901454
-5.50775388,3.38218413,0.31394406,0.00000000,1.13985217,1.55697853,0.04114594,1.33439264
-5.50175088,3.39563196,0.32417222,0.00000000,1.16240073,1.55812177,0.04058868,1.34825214
-5.49574787,3.40637982,0.33481728,0.00000000,1.18308826,1.55840600,0.03997238,1.36029401
-5.48974487,3.41401125,0.34569822,0.00000000,1.20153602,1.55775154,0.03930388,1.37024300
-5.48374187,3.41813730,0.35663097,0.00000000,1.21738990,1.55608198,0.03859182,1.37785643
-5.47773887,3.41840909,0.36743202,0.00000000,1.23033108,1.55332669,0.03784630,1.38293172
-5.47173587,3.41452859,0.37792181,0.00000000,1.24008593,1.54942299,0.03707852,1.38531252
-5.46573287,3.40625756,0.38792815,0.00000000,1.24643486,1.54431762,0.03630032,1.38489310
-5.45972986,3.39342401,0.39728928,0.00000000,1.24921963,1.53796765,0.03552374,1.38162094
-5.45372686,3.37592627,0.40585675,0.00000000,1.24834892,1.53034082,0.03476051,1.37549738
-5.44772386,3.35373454,0.41349793,0.00000000,1.24380186,1.52141534,0.03402157,1.36657647
-5.44172086,3.32688997,0.42009813,0.00000000,1.23562928,1.51117921,0.03331664,1.35496207
-5.43571786,3.29550166,0.42556240,0.00000000,1.22395282,1.49962934,0.03265384,1.34080342
-5.42971486,3.25974160,0.42981667,0.00000000,1.20896157,1.48677043,0.03203935,1.32428938
-5.42371186,3.21983818,0.43280858,0.00000000,1.19090669,1.47261397,0.03147721,1.30564178
-5.41770885,3.17606839,0.43450766,0.00000000,1.17009386,1.45717724,0.03096919,1.28510796
-5.41170585,3.12874928,0.43490501,0.00000000,1.14687407,1.44048271,0.03051473,1.26295302
-5.40570285,3.07822903,0.43401247,0.00000000,1.12163297,1.42255767,0.03011101,1.23945198
-5.39969985,3.02487787,0.43186132,0.00000000,1.09477912,1.40343435,0.02975314,1.21488220
-5.39369685,2.96907940,0.42850040,0.00000000,1.06673170,1.38315035,0.02943437,1.18951625
-5.38769385,2.91122240,0.42399403,0.00000000,1.03790802,1.36174950,0.02914642,1.16361556
-5.38169085,2.85169336,0.41841943,0.00000000,1.00871141,1.33928301,0.02887985,1.13742495
-5.37568784,2.79087013,0.41186403,0.00000000,0.97951982,1.31581083,0.02862449,1.11116816
-5.36968484,2.72911657,0.40442266,0.00000000,0.95067574,1.29140310,0.02836982,1.08504464
-5.36368184,2.66677836,0.39619467,0.00000000,0.92247754,1.26614161,0.02810548,1.05922734
-5.35767884,2.60418013,0.38728124,0.00000000,0.89517295,1.24012107,0.02782167,1.03386184
-5.35167584,2.54162371,0.37778284,0.00000000,0.86895446,1.21345016,0.02750953,1.00906649
-5.34567284,2.47938761,0.36779700,0.00000000,0.84395716,1.18625220,0.02716154,0.98493368
-5.33966983,2.41772757,0.35741653,0.00000000,0.82025890,1.15866537,0.02677179,0.96153205
-5.33366683,2.35687804,0.34672812,0.00000000,0.79788266,1.13084245,0.02633620,0.93890939
-5.32766383,2.29705456,0.33581143,0.00000000,0.77680119,1.10295004,0.02585273,0.91709633
-5.32166083,2.23845670,0.32473872,0.00000000,0.75694343,1.07516724,0.02532141,0.89611034
-5.31565783,2.18127152,0.31357489,0.00000000,0.73820265,1.04768384,0.02474438,0.87596006
-5.30965483,2.12567721,0.30237798,0.00000000,0.72044566,1.02069807,0.02412579,0.85664969
-5.30365183,2.07184681,0.29120007,0.00000000,0.70352291,0.99441392,0.02347168,0.83818315
-5.29764882,2.01995161,0.28008835,0.00000000,0.68727886,0.96903819,0.02278974,0.82056805
-5.29164582,1.97016418,0.26908655,0.00000000,0.67156217,0.94477724,0.02208906,0.80381903
-5.28564282,1.92266077,0.25823627,0.00000000,0.65623538,0.92183364,0.02137982,0.78796052
-5.27963982,1.87762277,0.24757840,0.00000000,0.64118351,0.90040269,0.02067297,0.77302872
-5.27363682,1.83523725,0.23715441,0.00000000,0.62632131,0.88066899,0.01997985,0.75907261
-5.26763382,1.79569636,0.22700737,0.00000000,0.61159882,0.86280299,0.01931187,0.74615414
-5.26163082,1.75919556,0.21718272,0.00000000,0.59700512,0.84695771,0.01868018,0.73434735
-5.25562781,1.72593053,0.20772872,0.00000000,0.58256991,0.83326562,0.01809534,0.72373654
-5.24962481,1.69609307,0.19869646,0.00000000,0.56836320,0.82183568,0.01756711,0.71441357
-5.24362181,1.66986578,0.19013955,0.00000000,0.55449286,0.81275070,0.01710416,0.70647425
-5.23761881,1.64741585,0.18211338,0.00000000,0.54110033,0.80606490,0.01671395,0.70001413
-5.23161581,1.62888811,0.17467403,0.00000000,0.52835470,0.80180185,0.01640260,0.69512362
-5.22561281,1.61439756,0.16787695,0.00000000,0.51644531,0.79995273,0.01617481,0.69188282
-5.21960980,1.60402178,0.16177531,0.00000000,0.50557336,0.80047505,0.01603387,0.69035618
-5.21360680,1.59779340,0.15641825,0.00000000,0.49594275,0.80329173,0.01598163,0.69058722
-5.20760380,1.59569307,0.15184907,0.00000000,0.48775072,0.80829081,0.01601860,0.69259351
-5.20160080,1.59764326,0.14810335,0.00000000,0.48117842,0.81532568,0.01614399,0.69636225
-5.19559780,1.60350323,0.14520725,0.00000000,0.47638206,0.82421586,0.01635580,0.70184651
-5.18959480,1.61306547,0.14317594,0.00000000,0.47348488,0.83474865,0.01665091,0.70896252
-5.18359180,1.62605395,0.14201227,0.00000000,0.47257020,0.84668130,0.01702519,0.71758801
-5.17758879,1.64212430,0.14170572,0.00000000,0.47367595,0.85974408,0.01747355,0.72756183
-5.17158579,1.66086618,0.14223179,0.00000000,0.47679084,0.87364399,0.01799004,0.73868494
-5.16558279,1.68180789,0.14355165,0.00000000,0.48185224,0.88806931,0.01856790,0.75072277
-5.15957979,1.70442314,0.14561227,0.00000000,0.48874600,0.90269470,0.01919962,0.76340894
-5.15357679,1.72813995,0.14834696,0.00000000,0.49730807,0.91718701,0.01987698,0.77645030
-5.14757379,1.75235144,0.15167623,0.00000000,0.50732790,0.93121144,0.02059113,0.78953312
-5.14157079,1.77642820,0.15550912,0.00000000,0.51855357,0.94443809,0.02133262,0.80233022
-5.13556778,1.79973191,0.15974479,0.00000000,0.53069825,0.95654858,0.02209147,0.81450885
-5.12956478,1.82162965,0.16427442,0.00000000,0.54344798,0.96724263,0.02285725,0.82573901
-5.12356178,1.84150855,0.16898337,0.00000000,0.55647021,0.97624428,0.02361923,0.83570191
-5.11755878,1.85879011,0.17375350,0.00000000,0.56942306,0.98330772,0.02436643,0.84409825
-5.11155578,1.87294374,0.17846560,0.00000000,0.58196464,0.98822223,0.02508783,0.85065603
-5.10555278,1.88349889,0.18300183,0.00000000,0.59376238,0.99081636,0.02577250,0.85513752
-5.09954977,1.89005556,0.18724825,0.00000000,0.60450181,0.99096096,0.02640980,0.85734517
-5.09354677,1.89229239,0.19109710,0.00000000,0.61389456,0.98857102,0.02698959,0.85712624
-5.08754377,1.88997244,0.19444904,0.00000000,0.62168531,0.98360632,0.02750238,0.85437599
-5.08154077,1.88294614,0.19721514,0.00000000,0.62765744,0.97607073,0.02793956,0.84903922
-5.07553777,1.87115157,0.19931859,0.00000000,0.63163727,0.96601032,0.02829353,0.84111029
-5.06953477,1.85461191,0.20069613,0.00000000,0.63349665,0.95351029,0.02855791,0.83063154
-5.06353177,1.83343042,0.20129910,0.00000000,0.63315406,0.93869096,0.02872763,0.81769022
-5.05752876,1.80778303,0.20109413,0.00000000,0.63057410,0.92170280,0.02879901,0.80241420
-5.05152576,1.77790912,0.20006345,0.00000000,0.62576554,0.90272094,0.02876982,0.78496651
-5.04552276,1.74410073,0.19820482,0.00000000,0.61877809,0.88193926,0.02863930,0.76553916
-5.03951976,1.70669090,0.19553100,0.00000000,0.60969809,0.85956426,0.02840813,0.74434632
-5.03351676,1.66604152,0.19206900,0.00000000,0.59864336,0.83580908,0.02807834,0.72161740
-5.02751376,1.62253131,0.18785887,0.00000000,0.58575751,0.81088781,0.02765325,0.69759009
-5.02151076,1.57654438,0.18295227,0.00000000,0.57120394,0.78501027,0.02713731,0.67250373
-5.01550775,1.52845989,0.17741080,0.00000000,0.55515988,0.75837754,0.02653599,0.64659334
-5.00950475,1.47864312,0.17130414,0.00000000,0.53781061,0.73117821,0.02585560,0.62008434
-5.00350175,1.42743832,0.16470811,0.00000000,0.51934424,0.70358565,0.02510312,0.59318827
-4.99749875,1.37516342,0.15770264,0.00000000,0.49994701,0.67575615,0.02428605,0.56609948
-4.99149575,1.32210689,0.15036981,0.00000000,0.47979949,0.64782811,0.02341227,0.53899291
-4.98549275,1.26852650,0.14279194,0.00000000,0.45907355,0.61992210,0.02248984,0.51202294
-4.97948974,1.21464999,0.13504986,0.00000000,0.43793023,0.59214177,0.02152694,0.48532325
-4.97348674,1.16067749,0.12722130,0.00000000,0.41651846,0.56457563,0.02053170,0.45900748
-4.96748374,1.10678527,0.11937958,0.00000000,0.39497448,0.53729926,0.01951209,0.43317076
-4.96148074,1.05313052,0.11159252,0.00000000,0.37342202,0.51037813,0.01847591,0.40789175
-4.95547774,0.99985688,0.10392162,0.00000000,0.35197293,0.48387062,0.01743064,0.38323506
-4.94947474,0.94710019,0.09642149,0.00000000,0.33072818,0.45783119,0.01638346,0.35925395
-4.94347174,0.89499413,0.08913957,0.00000000,0.30977910,0.43231343,0.01534114,0.33599306
-4.93746873,0.84367540,0.08211609,0.00000000,0.28920863,0.40737297,0.01431006,0.31349097
-4.93146573,0.79328812,0.07538418,0.00000000,0.26909263,0.38306994,0.01329616,0.29178259
-4.92546273,0.74398722,0.06897021,0.00000000,0.24950082,0.35947096,0.01230493,0.27090107
-4.91945973,0.69594058,0.06289429,0.00000000,0.23049770,0.33665058,0.01134138,0.25087941
-4.91345673,0.64932990,0.05717078,0.00000000,0.21214301,0.31469206,0.01041003,0.23175146
-4.90745373,0.60435022,0.05180894,0.00000000,0.19449195,0.29368741,0.00951489,0.21355250
-4.90145073,0.56120820,0.04681355,0.00000000,0.17759516,0.27373687,0.00865949,0.19631929
-4.89544772,0.52011921,0.04218558,0.00000000,0.16149842,0.25494768,0.00784679,0.18008976
-4.88944472,0.48130344,0.03792275,0.00000000,0.14624217,0.23743224,0.00707925,0.16490224
-4.88344172,0.44498127,0.03402013,0.00000000,0.13186095,0.22130585,0.00635881,0.15079446
-4.87743872,0.41136809,0.03047062,0.00000000,0.11838286,0.20668400,0.00568689,0.13780235
-4.87143572,0.38066883,0.02726537,0.00000000,0.10582901,0.19367931,0.00506439,0.12595869
-4.86543272,0.35307250,0.02439412,0.00000000,0.09421317,0.18239842,0.00449175,0.11529175
-4.85942971,0.32874694,0.02184555,0.00000000,0.08354156,0.17293869,0.00396897,0.10582402
-4.85342671,0.30783393,0.01960746,0.00000000,0.07381296,0.16538506,0.00349562,0.09757103
-4.84742371,0.29044501,0.01766698,0.00000000,0.06501897,0.15980703,0.00307096,0.09054031
-4.84142071,0.27665803,0.01601072,0.00000000,0.05714467,0.15625595,0.00269392,0.08473071
-4.83541771,0.26651454,0.01462490,0.00000000,0.05016942,0.15476267,0.00236321,0.08013187
-4.82941471,0.26001826,0.01349547,0.00000000,0.04406799,0.15533575,0.00207739,0.07672398
-4.82341171,0.25713448,0.01260818,0.00000000,0.03881187,0.15796007,0.00183495,0.07447791
-4.81740870,0.25779052,0.01194874,0.00000000,0.03437070,0.16259616,0.00163434,0.07335556
-4.81140570,0.26187728,0.01150291,0.00000000,0.03071384,0.16918015,0.00147408,0.07331048
-4.80540270,0.26925168,0.01125663,0.00000000,0.02781192,0.17762434,0.00135286,0.07428882
-4.79939970,0.27974009,0.01119620,0.00000000,0.02563847,0.18781854,0.00126954,0.07623043
-4.79339670,0.29314252,0.01130841,0.00000000,0.02417135,0.19963193,0.00122326,0.07907021
-4.78739370,0.30923751,0.01158074,0.00000000,0.02339408,0.21291562,0.00121347,0.08273956
-4.78139070,0.32778755,0.01200152,0.00000000,0.02329700,0.22750572,0.00123999,0.08716803
-4.77538769,0.34854483,0.01256011,0.00000000,0.02387809,0.24322680,0.00130302,0.09228491
-4.76938469,0.37125713,0.01324711,0.00000000,0.02514353,0.25989575,0.00140319,0.09802089
-4.76338169,0.39567363,0.01405445,0.00000000,0.02710788,0.27732576,0.00154154,0.10430964
-4.75737869,0.42155046,0.01497553,0.00000000,0.02979388,0.29533034,0.00171952,0.11108925
-4.75137569,0.44865563,0.01600533,0.00000000,0.03323178,0.31372727,0.00193899,0.11830348
-4.74537269,0.47677333,0.01714037,0.00000000,0.03745828,0.33234225,0.00220214,0.12590275
-4.73936968,0.50570718,0.01837873,0.00000000,0.04251494,0.35101210,0.00251147,0.13384486
-4.73336668,0.53528244,0.01971993,0.00000000,0.04844618,0.36958746,0.00286972,0.14209531
-4.72736368,0.56534700,0.02116474,0.00000000,0.05529694,0.38793477,0.00327977,0.15062725
-4.72136068,0.59577107,0.02271495,0.00000000,0.06310981,0.40593762,0.00374455,0.15942106
-4.71535768,0.62644565,0.02437308,0.00000000,0.07192201,0.42349718,0.00426691,0.16846352
-4.70935468,0.65727969,0.02614194,0.00000000,0.08176209,0.44053200,0.00484951,0.17774657
-4.70335168,0.68819631,0.02802426,0.00000000,0.09264660,0.45697697,0.00549465,0.18726582
-4.69734867,0.71912803,0.03002219,0.00000000,0.10457672,0.47278170,0.00620417,0.19701867
-4.69134567,0.75001141,0.03213682,0.00000000,0.11753521,0.48790827,0.00697924,0.20700236
-4.68534267,0.78078141,0.03436773,0.00000000,0.13148366,0.50232858,0.00782025,0.21721184
-4.67933967,0.81136561,0.03671246,0.00000000,0.14636019,0.51602153,0.00872664,0.22763765
-4.67333667,0.84167887,0.03916616,0.00000000,0.16207798,0.52896994,0.00969678,0.23826392
-4.66733367,0.87161856,0.04172121,0.00000000,0.17852442,0.54115771,0.01072783,0.24906653
-4.66133067,0.90106072,0.04436696,0.00000000,0.19556138,0.55256706,0.01181566,0.26001168
-4.65532766,0.92985746,0.04708958,0.00000000,0.21302626,0.56317625,0.01295479,0.27105471
-4.64932466,0.95783573,0.04987202,0.00000000,0.23073421,0.57295775,0.01413834,0.28213953
-4.64332166,0.98479758,0.05269411,0.00000000,0.24848128,0.58187698,0.01535806,0.29319846
-4.63731866,1.01052208,0.05553274,0.00000000,0.26604855,0.58989175,0.01660437,0.30415268
-4.63131566,1.03476873,0.05836222,0.00000000,0.28320699,0.59695236,0.01786648,0.31491320
-4.62531266,1.05728238,0.06115474,0.00000000,0.29972309,0.60300228,0.01913254,0.32538242
-4.61930965,1.07779939,0.06388088,0.00000000,0.31536480,0.60797963,0.02038983,0.33545613
-4.61330665,1.09605487,0.06651030,0.00000000,0.32990780,0.61181905,0.02162502,0.34502595
-4.60730365,1.11179072,0.06901236,0.00000000,0.34314165,0.61445412,0.02282444,0.35398218
-4.60130065,1.12476406,0.07135690,0.00000000,0.35487568,0.61582017,0.02397443,0.36221685
-4.59529765,1.13475581,0.07351495,0.00000000,0.36494432,0.61585724,0.02506164,0.36962697
-4.58929465,1.14157901,0.07545942,0.00000000,0.37321171,0.61451320,0.02607345,0.37611784
-4.58329165,1.14508669,0.07716581,0.00000000,0.37957532,0.61174684,0.02699828,0.38160624
-4.57728864,1.14517871,0.07861281,0.00000000,0.38396855,0.60753077,0.02782596,0.38602360
-4.57128564,1.14180771,0.07978283,0.00000000,0.38636211,0.60185413,0.02854809,0.38931872
-4.56528264,1.13498356,0.08066243,0.00000000,0.38676432,0.59472481,0.02915835,0.39146034
-4.55927964,1.12477642,0.08124271,0.00000000,0.38522016,0.58617131,0.02965271,0.39243915
-4.55327664,1.11131826,0.08151949,0.00000000,0.38180932,0.57624398,0.03002969,0.39226935
-4.54727364,1.09480259,0.08149345,0.00000000,0.37664327,0.56501576,0.03029049,0.39098964
-4.54127064,1.07548271,0.08117015,0.00000000,0.36986160,0.55258219,0.03043905,0.38866360
-4.53526763,1.05366821,0.08055992,0.00000000,0.36162767,0.53906084,0.03048207,0.38537945
-4.52926463,1.02971999,0.07967768,0.00000000,0.35212393,0.52459005,0.03042890,0.38124905
-4.52326163,1.00404379,0.07854258,0.00000000,0.34154694,0.50932705,0.03029140,0.37640630
-4.51725863,0.97708242,0.07717768,0.00000000,0.33010241,0.49344545,0.03008365,0.37100479
-4.51125563,0.94930675,0.07560937,0.00000000,0.31800022,0.47713217,0.02982168,0.36521472
-4.50525263,0.92120576,0.07386686,0.00000000,0.30544983,0.46058384,0.02952302,0.35921928
-4.49924962,0.89327572,0.07198154,0.00000000,0.29265582,0.44400276,0.02920625,0.35321029
-4.49324662,0.86600881,0.06998623,0.00000000,0.27981404,0.42759251,0.02889051,0.34738341
-4.48724362,0.83988144,0.06791448,0.00000000,0.26710804,0.41155334,0.02859491,0.34193285
-4.48124062,0.81534245,0.06579976,0.00000000,0.25470607,0.39607744,0.02833801,0.33704587
-4.47523762,0.79280172,0.06367470,0.00000000,0.24275859,0.38134417,0.02813718,0.33289714
-4.46923462,0.77261933,0.06157030,0.00000000,0.23139623,0.36751562,0.02800811,0.32964311
-4.46323162,0.75509583,0.05951521,0.00000000,0.22072827,0.35473239,0.02796426,0.32741676
-4.45722861,0.74046391,0.05753508,0.00000000,0.21084168,0.34310999,0.02801642,0.32632282
-4.45122561,0.72888196,0.05565200,0.00000000,0.20180060,0.33273593,0.02817233,0.32643379
-4.44522261,0.72042976,0.05388405,0.00000000,0.19364639,0.32366766,0.02843647,0.32778686
-4.43921961,0.71510684,0.05224505,0.00000000,0.18639814,0.31593159,0.02880983,0.33038214
-4.43321661,0.71283355,0.05074444,0.00000000,0.18005378,0.30952322,0.02928998,0.33418221
-4.42721361,0.71345517,0.04938738,0.00000000,0.17459164,0.30440844,0.02987115,0.33911311
-4.42121061,0.71674908,0.04817500,0.00000000,0.16997258,0.30052615,0.03054448,0.34506699
-4.41520760,0.72243485,0.04710491,0.00000000,0.16614254,0.29779203,0.03129851,0.35190622
-4.40920460,0.73018709,0.04617185,0.00000000,0.16303557,0.29610346,0.03211960,0.35946906
-4.40320160,0.73965070,0.04536846,0.00000000,0.16057716,0.29534547,0.03299264,0.36757653
-4.39719860,0.75045789,0.04468623,0.00000000,0.15868790,0.29539735,0.03390177,0.37604043
-4.39119560,0.76224658,0.04411649,0.00000000,0.15728728,0.29613986,0.03483114,0.38467209
-4.38519260,0.77467909,0.04365146,0.00000000,0.15629748,0.29746268,0.03576569,0.39329152
-4.37918959,0.78746069,0.04328523,0.00000000,0.15564709,0.29927171,0.03669203,0.40173658
-4.37318659,0.80035686,0.04301469,0.00000000,0.15527454,0.30149595,0.03759909,0.40987172
-4.36718359,0.81320865,0.04284030,0.00000000,0.15513114,0.30409361,0.03847887,0.41759593
-4.36118059,0.82594521,0.04276672,0.00000000,0.15518360,0.30705717,0.03932696,0.42484942
-4.35517759,0.83859295,0.04280312,0.00000000,0.15541584,0.31041701,0.04014297,0.43161879
-4.34917459,0.85128068,0.04296335,0.00000000,0.15583012,0.31424353,0.04093081,0.43794036
-4.34317159,0.86424038,0.04326569,0.00000000,0.15644732,0.31864750,0.04169874,0.44390138
-4.33716858,0.87780345,0.04373244,0.00000000,0.15730645,0.32377854,0.04245928,0.44963918
-4.33116558,0.89239233,0.04438916,0.00000000,0.15846326,0.32982180,0.04322893,0.45533806
-4.32516258,0.90850780,0.04526364,0.00000000,0.15998820,0.33699285,0.04402770,0.46122409
-4.31915958,0.92671221,0.04638470,0.00000000,0.16196361,0.34553087,0.04487843,0.46755794
-4.31315658,0.94760938,0.04778079,0.00000000,0.16448042,0.35569048,0.04580605,0.47462600
-4.30715358,0.97182169,0.04947848,0.00000000,0.16763436,0.36773238,0.04683662,0.48273012
