energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Hg_p_up,Hg_d_up,Te_p_up,Te_d_up
-5.62781391,1.34287846,0.01547631,0.11006079,0.54840345,0.31578355,0.54953219,0.10238917,0.58127211,0.00000000
-5.62181091,1.37179715,0.01728969,0.10774180,0.54540978,0.34029294,0.54442234,0.10571807,0.58688596,0.00000000
-5.61580790,1.39857163,0.01917727,0.10484949,0.54019556,0.36594359,0.53693497,0.10894427,0.59102950,0.00000000
-5.60980490,1.42338671,0.02111870,0.10144972,0.53297771,0.39262037,0.52731094,0.11206043,0.59386826,0.00000000
-5.60380190,1.44639946,0.02309038,0.09761543,0.52399217,0.42016579,0.51581361,0.11505497,0.59556948,0.00000000
-5.59779890,1.46772178,0.02506577,0.09342409,0.51348442,0.44837866,0.50271819,0.11791132,0.59629253,0.00000000
-5.59179590,1.48740646,0.02701600,0.08895512,0.50170060,0.47701440,0.48830156,0.12060757,0.59618031,0.00000000
-5.58579290,1.50543769,0.02891053,0.08428746,0.48887976,0.50578734,0.47283305,0.12311655,0.59535222,0.00000000
-5.57978989,1.52172678,0.03071797,0.07949732,0.47524764,0.53437499,0.45656651,0.12540643,0.59389899,0.00000000
-5.57378689,1.53611358,0.03240700,0.07465624,0.46101220,0.56242431,0.43973418,0.12744166,0.59187991,0.00000000
-5.56778389,1.54837362,0.03394732,0.06982951,0.44636118,0.58955988,0.42254238,0.12918441,0.58932226,0.00000000
-5.56178089,1.55823079,0.03531069,0.06507501,0.43146162,0.61539373,0.40516914,0.13059643,0.58622333,0.00000000
-5.55577789,1.56537496,0.03647190,0.06044247,0.41646131,0.63953666,0.38776382,0.13164108,0.58255458,0.00000000
-5.54977489,1.56948361,0.03740970,0.05597310,0.40149185,0.66161046,0.37044845,0.13228565,0.57826792,0.00000000
-5.54377189,1.57024634,0.03810767,0.05169966,0.38667319,0.68126080,0.35332056,0.13250373,0.57330358,0.00000000
-5.53776888,1.56739097,0.03855488,0.04764689,0.37211907,0.69817011,0.33645725,0.13227745,0.56759917,0.00000000
-5.53176588,1.56070987,0.03874644,0.04383212,0.35794296,0.71207014,0.31991999,0.13159967,0.56109945,0.00000000
-5.52576288,1.55008496,0.03868382,0.04026622,0.34426420,0.72275342,0.30375984,0.13047578,0.55376614,0.00000000
-5.51975988,1.53551013,0.03837497,0.03695458,0.33121360,0.73008346,0.28802277,0.12892511,0.54558744,0.00000000
-5.51375688,1.51710982,0.03783420,0.03389827,0.31893837,0.73400291,0.27275453,0.12698190,0.53658644,0.00000000
-5.50775388,1.49515267,0.03708189,0.03109509,0.30760578,0.73453954,0.25800498,0.12469568,0.52682834,0.00000000
-5.50175088,1.47005955,0.03614391,0.02854067,0.29740546,0.73180967,0.24383152,0.12213110,0.51642574,0.00000000
-5.49574787,1.44240529,0.03505092,0.02622942,0.28854995,0.72601879,0.23030150,0.11936715,0.50554197,0.00000000
-5.48974487,1.41291394,0.03383754,0.02415531,0.28127347,0.71745933,0.21749347,0.11649583,0.49439218,0.00000000
-5.48374187,1.38244761,0.03254129,0.02231259,0.27582887,0.70650563,0.20549736,0.11362024,0.48324203,0.00000000
-5.47773887,1.35198906,0.03120161,0.02069620,0.27248284,0.69360601,0.19441351,0.11085226,0.47240410,0.00000000
-5.47173587,1.32261874,0.02985870,0.01930210,0.27150935,0.67927244,0.18435075,0.10830980,0.46223203,0.00000000
-5.46573287,1.29548681,0.02855245,0.01812739,0.27318181,0.66406781,0.17542366,0.10611369,0.45311266,0.00000000
-5.45972986,1.27178121,0.02732140,0.01717028,0.27776390,0.64859134,0.16774907,0.10438447,0.44545622,0.00000000
-5.45372686,1.25269275,0.02620175,0.01642989,0.28549963,0.63346249,0.16144222,0.10323894,0.43968515,0.00000000
-5.44772386,1.23937834,0.02522650,0.01590599,0.29660286,0.61930392,0.15661250,0.10278680,0.43622156,0.00000000
-5.44172086,1.23292360,0.02442473,0.01559858,0.31124670,0.60672381,0.15335918,0.10312730,0.43547409,0.00000000
-5.43571786,1.23430598,0.02382101,0.01550744,0.32955320,0.59629830,0.15176716,0.10434611,0.43782415,0.00000000
-5.42971486,1.24435963,0.02343495,0.01563167,0.35158371,0.58855446,0.15190295,0.10651241,0.44361229,0.00000000
-5.42371186,1.26374319,0.02328096,0.01596915,0.37733046,0.58395428,0.15381105,0.10967644,0.45312495,0.00000000
-5.41770885,1.29291147,0.02336811,0.01651607,0.40670946,0.58288016,0.15751074,0.11386728,0.46658202,0.00000000
-5.41170585,1.33209214,0.02370016,0.01726646,0.43955546,0.58562241,0.16299353,0.11909132,0.48412563,0.00000000
-5.40570285,1.38126815,0.02427575,0.01821183,0.47561891,0.59236912,0.17022116,0.12533112,0.50581053,0.00000000
-5.39969985,1.44016664,0.02508865,0.01934080,0.51456550,0.60319862,0.17912440,0.13254488,0.53159646,0.00000000
-5.39369685,1.50825487,0.02612820,0.02063890,0.55597818,0.61807495,0.18960251,0.14066661,0.56134278,0.00000000
-5.38769385,1.58474342,0.02737970,0.02208846,0.59936201,0.63684642,0.20152358,0.14960676,0.59480561,0.00000000
-5.38169085,1.66859690,0.02882499,0.02366856,0.64415161,0.65924732,0.21472560,0.15925361,0.63163786,0.00000000
-5.37568784,1.75855199,0.03044299,0.02535522,0.68972122,0.68490286,0.22901831,0.16947519,0.67139201,0.00000000
-5.36968484,1.85314240,0.03221028,0.02712158,0.73539718,0.71333724,0.24418593,0.18012181,0.71352604,0.00000000
-5.36368184,1.95073043,0.03410166,0.02893831,0.78047237,0.74398455,0.25999052,0.19102908,0.75741223,0.00000000
-5.35767884,2.04954396,0.03609072,0.03077408,0.82422236,0.77620245,0.27617613,0.20202139,0.80234890,0.00000000
-5.35167584,2.14771827,0.03815034,0.03259619,0.86592260,0.80928806,0.29247354,0.21291577,0.84757479,0.00000000
-5.34567284,2.24334117,0.04025315,0.03437125,0.90486625,0.84249579,0.30860548,0.22352595,0.89228579,0.00000000
-5.33966983,2.33450044,0.04237194,0.03606593,0.94038187,0.87505654,0.32429240,0.23366665,0.93565363,0.00000000
-5.33366683,2.41933180,0.04448005,0.03764780,0.97185055,0.90619774,0.33925836,0.24315785,0.97684601,0.00000000
-5.32766383,2.49606631,0.04655157,0.03908618,0.99872167,0.93516369,0.35323719,0.25182895,1.01504763,0.00000000
-5.32166083,2.56307543,0.04856163,0.04035294,1.02052687,0.96123553,0.36597855,0.25952272,1.04948138,0.00000000
-5.31565783,2.61891252,0.05048656,0.04142331,1.03689178,0.98375034,0.37725378,0.26609895,1.07942914,0.00000000
-5.30965483,2.66234936,0.05230402,0.04227662,1.04754489,1.00211865,0.38686136,0.27143760,1.10425139,0.00000000
-5.30365183,2.69240666,0.05399307,0.04289693,1.05232356,1.01583994,0.39463191,0.27544144,1.12340498,0.00000000
-5.29764882,2.70837750,0.05553433,0.04327348,1.05117684,1.02451565,0.40043231,0.27803805,1.13645844,0.00000000
-5.29164582,2.70984319,0.05690999,0.04340116,1.04416504,1.02785918,0.40416910,0.27918120,1.14310418,0.00000000
-5.28564282,2.69668090,0.05810400,0.04328058,1.03145631,1.02570272,0.40579079,0.27885150,1.14316724,0.00000000
-5.27963982,2.66906320,0.05910212,0.04291822,1.01332022,1.01800057,0.40528917,0.27705638,1.13661007,0.00000000
-5.27363682,2.62744943,0.05989215,0.04232617,0.99011886,1.00482901,0.40269944,0.27382941,1.12353329,0.00000000
-5.26763382,2.57256943,0.06046410,0.04152190,0.96229567,0.98638267,0.39809916,0.26922892,1.10417229,0.00000000
-5.26163082,2.50540030,0.06081046,0.04052770,0.93036253,0.96296750,0.39160613,0.26333615,1.07888978,0.00000000
-5.25562781,2.42713708,0.06092646,0.03937007,0.89488573,0.93499082,0.38337509,0.25625286,1.04816458,0.00000000
-5.24962481,2.33915843,0.06081035,0.03807894,0.85647102,0.90294857,0.37359353,0.24809855,1.01257708,0.00000000
-5.24362181,2.24298848,0.06046375,0.03668681,0.81574856,0.86741044,0.36247654,0.23900736,0.97279183,0.00000000
-5.23761881,2.14025621,0.05989187,0.03522778,0.77335799,0.82900321,0.35026102,0.22912485,0.92953797,0.00000000
-5.23161581,2.03265357,0.05910379,0.03373658,0.72993425,0.78839307,0.33719932,0.21860460,0.88358822,0.00000000
-5.22561281,1.92189380,0.05811264,0.03224759,0.68609434,0.74626735,0.32355258,0.20760488,0.83573721,0.00000000
-5.21960980,1.80967096,0.05693563,0.03079381,0.64242535,0.70331638,0.30958395,0.19628537,0.78677977,0.00000000
-5.21360680,1.69762199,0.05559408,0.02940602,0.59947416,0.66021599,0.29555189,0.18480410,0.73749023,0.00000000
-5.20760380,1.58729212,0.05411326,0.02811190,0.55773868,0.61761110,0.28170380,0.17331452,0.68860304,0.00000000
-5.20160080,1.48010457,0.05252204,0.02693534,0.51766095,0.57610102,0.26827008,0.16196299,0.64079568,0.00000000
-5.19559780,1.37733501,0.05085249,0.02589586,0.47962202,0.53622670,0.25545897,0.15088649,0.59467409,0.00000000
-5.18959480,1.28009134,0.04913928,0.02500820,0.44393864,0.49846029,0.24345212,0.14021070,0.55076115,0.00000000
-5.18359180,1.18929899,0.04741893,0.02428208,0.41086160,0.46319715,0.23240117,0.13004842,0.50948837,0.00000000
-5.17758879,1.10569175,0.04572896,0.02372210,0.38057570,0.43075046,0.22242539,0.12049839,0.47119097,0.00000000
-5.17158579,1.02980810,0.04410699,0.02332786,0.35320120,0.40134842,0.21361035,0.11164436,0.43610626,0.00000000
-5.16558279,0.96199269,0.04258964,0.02309428,0.32879657,0.37513396,0.20600776,0.10355458,0.40437517,0.00000000
-5.15957979,0.90240272,0.04121158,0.02301196,0.30736241,0.35216685,0.19963644,0.09628157,0.37604681,0.00000000
-5.15357679,0.85101859,0.04000444,0.02306785,0.28884631,0.33242792,0.19448423,0.08986213,0.35108545,0.00000000
-5.14757379,0.80765835,0.03899585,0.02324595,0.27314857,0.31582525,0.19051093,0.08431773,0.32937980,0.00000000
-5.14157079,0.77199530,0.03820858,0.02352808,0.26012854,0.30220191,0.18765203,0.07965499,0.31075385,0.00000000
-5.13556778,0.74357807,0.03765973,0.02389479,0.24961141,0.29134502,0.18582303,0.07586653,0.29497901,0.00000000
-5.12956478,0.72185250,0.03736018,0.02432629,0.24139530,0.28299578,0.18492433,0.07293196,0.28178679,0.00000000
-5.12356178,0.70618464,0.03731417,0.02480329,0.23525845,0.27686008,0.18484630,0.07081900,0.27088174,0.00000000
-5.11755878,0.69588418,0.03751914,0.02530790,0.23096640,0.27261943,0.18547444,0.06948486,0.26195411,0.00000000
-5.11155578,0.69022766,0.03796574,0.02582439,0.22827886,0.26994185,0.18669439,0.06887766,0.25469171,0.00000000
-5.10555278,0.68848081,0.03863813,0.02633984,0.22695632,0.26849248,0.18839654,0.06893799,0.24879075,0.00000000
-5.09954977,0.68991952,0.03951447,0.02684463,0.22676598,0.26794351,0.19048010,0.06960055,0.24396527,0.00000000
-5.09354677,0.69384884,0.04056758,0.02733278,0.22748709,0.26798341,0.19285645,0.07079579,0.23995495,0.00000000
-5.08754377,0.69961962,0.04176591,0.02780207,0.22891545,0.26832503,0.19545165,0.07245161,0.23653116,0.00000000
-5.08154077,0.70664240,0.04307447,0.02825401,0.23086696,0.26871255,0.19820795,0.07449489,0.23350118,0.00000000
-5.07553777,0.71439832,0.04445604,0.02869354,0.23318022,0.26892717,0.20108436,0.07685312,0.23071061,0.00000000
-5.06953477,0.72244689,0.04587234,0.02912857,0.23571810,0.26879138,0.20405624,0.07945573,0.22804400,0.00000000
-5.06353177,0.73043058,0.04728527,0.02956940,0.23836820,0.26817183,0.20711388,0.08223534,0.22542393,0.00000000
-5.05752876,0.73807630,0.04865805,0.03002791,0.24104243,0.26698087,0.21026034,0.08512885,0.22280865,0.00000000
-5.05152576,0.74519397,0.04995639,0.03051676,0.24367555,0.26517673,0.21350858,0.08807822,0.22018864,0.00000000
-5.04552276,0.75167255,0.05114942,0.03104841,0.24622302,0.26276253,0.21687805,0.09103112,0.21758226,0.00000000
-5.03951976,0.75747383,0.05221055,0.03163426,0.24865815,0.25978420,0.22039110,0.09394124,0.21503089,0.00000000
-5.03351676,0.76262459,0.05311813,0.03228377,0.25096879,0.25632749,0.22406926,0.09676852,0.21259377,0.00000000
-5.02751376,0.76720748,0.05385588,0.03300365,0.25315386,0.25251432,0.22792974,0.09947904,0.21034297,0.00000000
-5.02151076,0.77135148,0.05441316,0.03379726,0.25521974,0.24849852,0.23198235,0.10204483,0.20835850,0.00000000
-5.01550775,0.77522209,0.05478499,0.03466417,0.25717695,0.24446127,0.23622698,0.10444351,0.20672417,0.00000000
-5.00950475,0.77901215,0.05497192,0.03559985,0.25903712,0.24060640,0.24065192,0.10665786,0.20552394,0.00000000
-5.00350175,0.78293338,0.05497965,0.03659570,0.26081052,0.23715561,0.24523302,0.10867534,0.20483923,0.00000000
-4.99749875,0.78720919,0.05481862,0.03763922,0.26250429,0.23434383,0.24993376,0.11048762,0.20474702,0.00000000
-4.99149575,0.79206884,0.05450333,0.03871448,0.26412136,0.23241472,0.25470628,0.11209011,0.20531884,0.00000000
-4.98549275,0.79774300,0.05405170,0.03980268,0.26566005,0.23161650,0.25949326,0.11348158,0.20662053,0.00000000
-4.97948974,0.80446074,0.05348426,0.04088301,0.26711455,0.23219786,0.26423052,0.11466387,0.20871262,0.00000000
-4.97348674,0.81244760,0.05282342,0.04193350,0.26847578,0.23440423,0.26885012,0.11564161,0.21165127,0.00000000
-4.96748374,0.82192459,0.05209262,0.04293204,0.26973294,0.23847411,0.27328386,0.11642209,0.21548938,0.00000000
-4.96148074,0.83310760,0.05131559,0.04385735,0.27087515,0.24463560,0.27746681,0.11701511,0.22027783,0.00000000
-4.95547774,0.84620686,0.05051563,0.04468996,0.27189339,0.25310286,0.28134064,0.11743286,0.22606658,0.00000000
-4.94947474,0.86142609,0.04971492,0.04541305,0.27278218,0.26407268,0.28485655,0.11768983,0.23290533,0.00000000
-4.94347174,0.87896088,0.04893390,0.04601315,0.27354105,0.27772087,0.28797763,0.11780263,0.24084375,0.00000000
-4.93746873,0.89899607,0.04819075,0.04648068,0.27417555,0.29419872,0.29068024,0.11778969,0.24993103,0.00000000
-4.93146573,0.92170192,0.04750094,0.04681026,0.27469765,0.31362931,0.29295467,0.11767094,0.26021471,0.00000000
-4.92546273,0.94722909,0.04687685,0.04700076,0.27512553,0.33610393,0.29480470,0.11746731,0.27173885,0.00000000
-4.91945973,0.97570247,0.04632745,0.04705520,0.27548269,0.36167860,0.29624620,0.11720018,0.28454153,0.00000000
-4.91345673,1.00721417,0.04585818,0.04698036,0.27579639,0.39037080,0.29730501,0.11689061,0.29865179,0.00000000
-4.90745373,1.04181599,0.04547078,0.04678622,0.27609568,0.42215666,0.29801396,0.11655865,0.31408622,0.00000000
-4.90145073,1.07951181,0.04516332,0.04648529,0.27640890,0.45696865,0.29840949,0.11622251,0.33084546,0.00000000
-4.89544772,1.12025047,0.04493031,0.04609176,0.27676111,0.49469394,0.29852805,0.11589780,0.34891060,0.00000000
-4.88944472,1.16391965,0.04476288,0.04562067,0.27717145,0.53517359,0.29840243,0.11559680,0.36824001,0.00000000
-4.88344172,1.21034111,0.04464911,0.04508704,0.27765072,0.57820262,0.29805845,0.11532785,0.38876662,0.00000000
-4.87743872,1.25926789,0.04457443,0.04450504,0.27819939,0.62353095,0.29751217,0.11509500,0.41039590,0.00000000
-4.87143572,1.31038357,0.04452213,0.04388733,0.27880613,0.67086533,0.29676779,0.11489769,0.43300464,0.00000000
-4.86543272,1.36330378,0.04447393,0.04324443,0.27944707,0.71987205,0.29581648,0.11473075,0.45644079,0.00000000
-4.85942971,1.41758010,0.04441064,0.04258433,0.28008580,0.77018047,0.29463616,0.11458468,0.48052416,0.00000000
-4.85342671,1.47270596,0.04431285,0.04191226,0.28067413,0.82138707,0.29319224,0.11444596,0.50504816,0.00000000
-4.84742371,1.52812440,0.04416163,0.04123064,0.28115361,0.87306004,0.29143937,0.11429776,0.52978244,0.00000000
-4.84142071,1.58323736,0.04393918,0.04053922,0.28145770,0.92474410,0.28932388,0.11412062,0.55447627,0.00000000
-4.83541771,1.63741593,0.04362955,0.03983536,0.28151440,0.97596550,0.28678700,0.11389335,0.57886264,0.00000000
-4.82941471,1.69001112,0.04321913,0.03911444,0.28124928,1.02623698,0.28376838,0.11359388,0.60266276,0.00000000
-4.82341171,1.74036486,0.04269718,0.03837041,0.28058859,1.07506279,0.28020990,0.11320016,0.62559097,0.00000000
-4.81740870,1.78782066,0.04205614,0.03759632,0.27946237,1.12194353,0.27605934,0.11269097,0.64735965,0.00000000
-4.81140570,1.83173376,0.04129187,0.03678496,0.27780733,1.16638102,0.27127383,0.11204661,0.66768428,0.00000000
-4.80540270,1.87148058,0.04040370,0.03592940,0.27556934,1.20788321,0.26582273,0.11124947,0.68628828,0.00000000
-4.79939970,1.90646742,0.03939435,0.03502355,0.27270549,1.24596921,0.25968996,0.11028445,0.70290772,0.00000000
-4.79339670,1.93613838,0.03826976,0.03406261,0.26918547,1.28017471,0.25287546,0.10913917,0.71729570,0.00000000
-4.78739370,1.95998278,0.03703868,0.03304339,0.26499246,1.31005769,0.24539589,0.10780409,0.72922652,0.00000000
-4.78139070,1.97754203,0.03571229,0.03196460,0.26012333,1.33520482,0.23728445,0.10627249,0.73849952,0.00000000
-4.77538769,1.98841644,0.03430369,0.03082696,0.25458841,1.35523833,0.22859001,0.10454031,0.74494265,0.00000000
-4.76938469,1.99227179,0.03282734,0.02963320,0.24841068,1.36982349,0.21937550,0.10260601,0.74841575,0.00000000
-4.76338169,1.98884604,0.03129847,0.02838803,0.24162472,1.37867655,0.20971580,0.10047031,0.74881354,0.00000000
-4.75737869,1.97795606,0.02973259,0.02709794,0.23427536,1.38157290,0.19969523,0.09813603,0.74606833,0.00000000
-4.75137569,1.95950426,0.02814496,0.02577100,0.22641622,1.37835527,0.18940490,0.09560793,0.74015236,0.00000000
-4.74537269,1.93348503,0.02655014,0.02441657,0.21810834,1.36894142,0.17893997,0.09289259,0.73107975,0.00000000
-4.73936968,1.89999050,0.02496162,0.02304502,0.20941875,1.35333118,0.16839703,0.08999840,0.71890789,0.00000000
-4.73336668,1.85921542,0.02339162,0.02166744,0.20041938,1.33161203,0.15787183,0.08693561,0.70373837,0.00000000
-4.72736368,1.81146058,0.02185082,0.02029537,0.19118612,1.30396321,0.14745727,0.08371635,0.68571701,0.00000000
-4.72136068,1.75713442,0.02034833,0.01894054,0.18179809,1.27065754,0.13724194,0.08035485,0.66503333,0.00000000
-4.71535768,1.69675241,0.01889167,0.01761470,0.17233728,1.23206100,0.12730906,0.07686752,0.64191893,0.00000000
-4.70935468,1.63093386,0.01748682,0.01632949,0.16288831,1.18862964,0.11773605,0.07327307,0.61664512,0.00000000
-4.70335168,1.56039606,0.01613837,0.01509630,0.15353846,1.14090381,0.10859440,0.06959261,0.58951958,0.00000000
-4.69734867,1.48594560,0.01484962,0.01392633,0.14437782,1.08949975,0.09995017,0.06584965,0.56088208,0.00000000
-4.69134567,1.40846707,0.01362281,0.01283053,0.13549950,1.03509889,0.09186474,0.06207002,0.53109953,0.00000000
-4.68534267,1.32890936,0.01245932,0.01181978,0.12699995,0.97843487,0.08439587,0.05828173,0.50056028,0.00000000
-4.67933967,1.24827001,0.01135980,0.01090492,0.11897914,0.92027914,0.07759905,0.05451468,0.46966800,0.00000000
-4.67333667,1.16757811,0.01032437,0.01009698,0.11154077,0.86142530,0.07152886,0.05080035,0.43883525,0.00000000
-4.66733367,1.08787637,0.00935279,0.00940730,0.10479225,0.80267298,0.06624043,0.04717132,0.40847701,0.00000000
-4.66133067,1.01020295,0.00844456,0.00884776,0.09884457,0.74481176,0.06179081,0.04366085,0.37900432,0.00000000
-4.65532766,0.93557378,0.00759902,0.00843089,0.09381188,0.68860571,0.05824018,0.04030233,0.35081829,0.00000000
-4.64932466,0.86496579,0.00681547,0.00817012,0.08981093,0.63477901,0.05565289,0.03712877,0.32430460,0.00000000
-4.64332166,0.79930155,0.00609316,0.00807981,0.08696012,0.58400309,0.05409814,0.03417230,0.29982865,0.00000000
