energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.83791896,1.85822981,0.01210343,0.03218794,1.37829693,0.39966656,1.27410167,0.00000000,0.82802915,0.19444528
-5.83191596,1.92070442,0.01262236,0.03236603,1.41997406,0.42174744,1.31680438,0.00000000,0.84902710,0.20022362
-5.82591296,1.98231031,0.01320413,0.03249192,1.46015319,0.44488006,1.35848789,0.00000000,0.86883715,0.20554112
-5.81990995,2.04237651,0.01385115,0.03255852,1.49840301,0.46882381,1.39869897,0.00000000,0.88722255,0.21033658
-5.81390695,2.10024035,0.01456428,0.03256140,1.53429362,0.49330940,1.43699381,0.00000000,0.90395423,0.21455813
-5.80790395,2.15525592,0.01534253,0.03249872,1.56740224,0.51804142,1.47294452,0.00000000,0.91881461,0.21816442
-5.80190095,2.20680374,0.01618288,0.03237109,1.59732008,0.54270232,1.50614632,0.00000000,0.93160206,0.22112552
-5.79589795,2.25430128,0.01708004,0.03218129,1.62366049,0.56695759,1.53622519,0.00000000,0.94213598,0.22342362
-5.78989495,2.29721412,0.01802646,0.03193413,1.64606779,0.59046220,1.56284575,0.00000000,0.95026226,0.22505354
-5.78389195,2.33506740,0.01901228,0.03163612,1.66422675,0.61286799,1.58571911,0.00000000,0.95585869,0.22602287
-5.77788894,2.36745704,0.02002542,0.03129518,1.67787230,0.63383189,1.60461046,0.00000000,0.95884023,0.22635188
-5.77188594,2.39406033,0.02105182,0.03092034,1.68679890,0.65302462,1.61934593,0.00000000,0.95916367,0.22607312
-5.76588294,2.41464532,0.02207567,0.03052139,1.69086937,0.67013946,1.62981845,0.00000000,0.95683149,0.22523065
-5.75987994,2.42907849,0.02307978,0.03010851,1.69002253,0.68490090,1.63599227,0.00000000,0.95189459,0.22387905
-5.75387694,2.43733010,0.02404607,0.02969196,1.68427922,0.69707260,1.63790572,0.00000000,0.94445369,0.22208205
-5.74787394,2.43947684,0.02495601,0.02928172,1.67374636,0.70646439,1.63567197,0.00000000,0.93465920,0.21991095
-5.74187094,2.43570127,0.02579121,0.02888718,1.65861855,0.71293795,1.62947754,0.00000000,0.92270937,0.21744272
-5.73586793,2.42628780,0.02653398,0.02851684,1.63917695,0.71641090,1.61957833,0.00000000,0.90884681,0.21475795
-5.72986493,2.41161508,0.02716789,0.02817805,1.61578526,0.71685902,1.60629326,0.00000000,0.89335323,0.21193854
-5.72386193,2.39214480,0.02767831,0.02787681,1.58888264,0.71431653,1.58999537,0.00000000,0.87654265,0.20906537
-5.71785893,2.36840714,0.02805292,0.02761755,1.55897375,0.70887436,1.57110074,0.00000000,0.85875312,0.20621580
-5.71185593,2.34098327,0.02828210,0.02740302,1.52661599,0.70067644,1.55005550,0.00000000,0.84033739,0.20346131
-5.70585293,2.31048555,0.02835932,0.02723421,1.49240436,0.68991429,1.52732136,0.00000000,0.82165258,0.20086511
-5.69984992,2.27753616,0.02828130,0.02711029,1.45695442,0.67681992,1.50336012,0.00000000,0.80304954,0.19848008
-5.69384692,2.24274500,0.02804813,0.02702868,1.42088390,0.66165759,1.47861799,0.00000000,0.78486205,0.19634686
-5.68784392,2.20668796,0.02766330,0.02698506,1.38479376,0.64471468,1.45351020,0.00000000,0.76739634,0.19449233
-5.68184092,2.16988654,0.02713349,0.02697351,1.34924936,0.62629211,1.42840667,0.00000000,0.75092144,0.19292861
-5.67583792,2.13278963,0.02646837,0.02698670,1.31476252,0.60669467,1.40361946,0.00000000,0.73566059,0.19165240
-5.66983492,2.09575864,0.02568022,0.02701605,1.28177533,0.58622187,1.37939245,0.00000000,0.72178419,0.19064502
-5.66383192,2.05905635,0.02478351,0.02705203,1.25064630,0.56515938,1.35589385,0.00000000,0.70940448,0.18987288
-5.65782891,2.02284034,0.02379438,0.02708437,1.22163943,0.54377167,1.33321196,0.00000000,0.69857220,0.18928863
-5.65182591,1.98716114,0.02273008,0.02710241,1.19491689,0.52229596,1.31135422,0.00000000,0.68927535,0.18883274
-5.64582291,1.95196520,0.02160847,0.02709537,1.17053530,0.50093769,1.29024967,0.00000000,0.68144008,0.18843567
-5.63981991,1.91710254,0.02044739,0.02705270,1.14844615,0.47986760,1.26975481,0.00000000,0.67493379,0.18802036
-5.63381691,1.88233860,0.01926422,0.02696436,1.12849999,0.45922048,1.24966233,0.00000000,0.66957007,0.18750503
-5.62781391,1.84736976,0.01807535,0.02682113,1.11045450,0.43909542,1.22971254,0.00000000,0.66511562,0.18680628
-5.62181091,1.81184167,0.01689585,0.02661486,1.09398588,0.41955751,1.20960673,0.00000000,0.66129855,0.18584213
-5.61580790,1.77536942,0.01573907,0.02633872,1.07870327,0.40064079,1.18902201,0.00000000,0.65781808,0.18453502
-5.60980490,1.73755876,0.01461648,0.02598740,1.06416536,0.38235216,1.16762682,0.00000000,0.65435504,0.18281475
-5.60380190,1.69802712,0.01353752,0.02555720,1.04989874,0.36467597,1.14509646,0.00000000,0.65058290,0.18062094
-5.59779890,1.65642371,0.01250950,0.02504621,1.03541707,0.34757910,1.12112810,0.00000000,0.64617897,0.17790520
-5.59179590,1.61244767,0.01153771,0.02445425,1.02024040,0.33101619,1.09545437,0.00000000,0.64083532,0.17463281
-5.58579290,1.56586370,0.01062544,0.02378294,1.00391383,0.31493475,1.06785531,0.00000000,0.63426909,0.17078382
-5.57978989,1.51651438,0.00977424,0.02303558,0.98602480,0.29927998,1.03816808,0.00000000,0.62623183,0.16635365
-5.57378689,1.46432902,0.00898403,0.02221705,0.96621843,0.28399909,1.00629415,0.00000000,0.61651760,0.16135305
-5.56778389,1.40932867,0.00825343,0.02133366,0.94421032,0.26904495,0.97220384,0.00000000,0.60496946,0.15580761
-5.56178089,1.35162736,0.00757997,0.02039297,0.91979642,0.25437898,0.93593808,0.00000000,0.59148433,0.14975666
-5.55577789,1.29142965,0.00696037,0.01940354,0.89285970,0.23997333,0.89760755,0.00000000,0.57601594,0.14325187
-5.54977489,1.22902482,0.00639082,0.01837471,0.86337343,0.22581210,0.85738928,0.00000000,0.55857587,0.13635538
-5.54377189,1.16477821,0.00586717,0.01731637,0.83140122,0.21189196,0.81552106,0.00000000,0.53923268,0.12913778
-5.53776888,1.09912006,0.00538521,0.01623868,0.79709375,0.19822191,0.77229391,0.00000000,0.51810920,0.12167587
-5.53176588,1.03253259,0.00494079,0.01515183,0.76068266,0.18482252,0.72804314,0.00000000,0.49537820,0.11405036
-5.52576288,0.96553591,0.00452997,0.01406583,0.72247190,0.17172461,0.68313833,0.00000000,0.47125650,0.10634360
-5.51975988,0.89867331,0.00414917,0.01299030,0.68282702,0.15896753,0.63797264,0.00000000,0.44599796,0.09863747
-5.51375688,0.83249662,0.00379520,0.01193423,0.64216286,0.14659723,0.59295205,0.00000000,0.41988556,0.09101137
-5.50775388,0.76755215,0.00346532,0.01090589,0.60093036,0.13466409,0.54848473,0.00000000,0.39322284,0.08354049
-5.50175088,0.70436765,0.00315723,0.00991265,0.55960288,0.12322084,0.50497110,0.00000000,0.36632525,0.07629438
-5.49574787,0.64344070,0.00286906,0.00896089,0.51866266,0.11232041,0.46279466,0.00000000,0.33951141,0.06933575
-5.48974487,0.58522882,0.00259932,0.00805597,0.47858789,0.10201404,0.42231409,0.00000000,0.31309491,0.06271967
-5.48374187,0.53014147,0.00234690,0.00720216,0.43984074,0.09234953,0.38385651,0.00000000,0.28737671,0.05649296
-5.47773887,0.47853398,0.00211093,0.00640262,0.40285679,0.08336981,0.34771225,0.00000000,0.26263839,0.05069400
-5.47173587,0.43070348,0.00189079,0.00565950,0.36803588,0.07511172,0.31413090,0.00000000,0.23913647,0.04535269
-5.46573287,0.38688660,0.00168599,0.00497391,0.33573478,0.06760513,0.28331878,0.00000000,0.21709785,0.04049064
-5.45972986,0.34725886,0.00149616,0.00434603,0.30626144,0.06087230,0.25543763,0.00000000,0.19671635,0.03612163
-5.45372686,0.31193549,0.00132097,0.00377522,0.27987091,0.05492754,0.23060441,0.00000000,0.17815050,0.03225203
-5.44772386,0.28097337,0.00116009,0.00326005,0.25676274,0.04977698,0.20889199,0.00000000,0.16152228,0.02888152
-5.44172086,0.25437389,0.00101316,0.00279849,0.23707977,0.04541869,0.19033053,0.00000000,0.14691689,0.02600366
-5.43571786,0.23208638,0.00087976,0.00238797,0.22090797,0.04184271,0.17490948,0.00000000,0.13438328,0.02360660
-5.42971486,0.21401191,0.00075941,0.00202552,0.20827721,0.03903143,0.16257977,0.00000000,0.12393544,0.02167372
-5.42371186,0.20000722,0.00065154,0.00170789,0.19916273,0.03695981,0.15325637,0.00000000,0.11555412,0.02018420
-5.41770885,0.18988873,0.00055554,0.00143163,0.19348718,0.03559579,0.14682078,0.00000000,0.10918899,0.01911364
-5.41170585,0.18343631,0.00047069,0.00119321,0.19112305,0.03490066,0.14312366,0.00000000,0.10476103,0.01843447
-5.40570285,0.18039706,0.00039624,0.00098912,0.19189545,0.03482950,0.14198732,0.00000000,0.10216513,0.01811643
-5.39969985,0.18048896,0.00033140,0.00081592,0.19558522,0.03533161,0.14320839,0.00000000,0.10127280,0.01812694
-5.39369685,0.18340444,0.00027536,0.00067035,0.20193243,0.03635101,0.14656040,0.00000000,0.10193494,0.01843143
-5.38769385,0.18881415,0.00022729,0.00054936,0.21064025,0.03782702,0.15179666,0.00000000,0.10398474,0.01899370
-5.38169085,0.19637092,0.00018638,0.00045019,0.22137946,0.03969491,0.15865330,0.00000000,0.10724066,0.01977625
-5.37568784,0.20571411,0.00015183,0.00037037,0.23379345,0.04188672,0.16685282,0.00000000,0.11150957,0.02074064
-5.36968484,0.21647455,0.00012289,0.00030783,0.24750404,0.04433217,0.17610799,0.00000000,0.11659004,0.02184794
-5.36368184,0.22828007,0.00009885,0.00026083,0.26211808,0.04695980,0.18612639,0.00000000,0.12227583,0.02305918
-5.35767884,0.24076167,0.00007906,0.00022810,0.27723481,0.04969822,0.19661551,0.00000000,0.12835968,0.02433591
-5.35167584,0.25356048,0.00006292,0.00020876,0.29245397,0.05247757,0.20728840,0.00000000,0.13463719,0.02564082
-5.34567284,0.26633527,0.00004989,0.00020242,0.30738463,0.05523109,0.21786989,0.00000000,0.14091098,0.02693843
-5.33966983,0.27877038,0.00003951,0.00020917,0.32165434,0.05789682,0.22810305,0.00000000,0.14699491,0.02819585
-5.33366683,0.29058398,0.00003135,0.00022962,0.33491860,0.06041940,0.23775605,0.00000000,0.15271832,0.02938352
-5.32766383,0.30153625,0.00002508,0.00026488,0.34687018,0.06275174,0.24662874,0.00000000,0.15793021,0.03047602
-5.32166083,0.31143717,0.00002039,0.00031665,0.35724794,0.06485680,0.25455919,0.00000000,0.16250307,0.03145279
-5.31565783,0.32015369,0.00001705,0.00038718,0.36584486,0.06670903,0.26142937,0.00000000,0.16633641,0.03229882
-5.30965483,0.32761562,0.00001486,0.00047932,0.37251483,0.06829577,0.26717020,0.00000000,0.16935963,0.03300522
-5.30365183,0.33382023,0.00001368,0.00059649,0.37717782,0.06961814,0.27176517,0.00000000,0.17153421,0.03356970
-5.29764882,0.33883492,0.00001339,0.00074272,0.37982324,0.07069171,0.27525271,0.00000000,0.17285497,0.03399675
-5.29164582,0.34279776,0.00001391,0.00092260,0.38051102,0.07154665,0.27772673,0.00000000,0.17335045,0.03429778
-5.28564282,0.34591574,0.00001521,0.00114121,0.37937050,0.07222736,0.27933542,0.00000000,0.17308209,0.03449090
-5.27963982,0.34846051,0.00001727,0.00140413,0.37659685,0.07279165,0.28027799,0.00000000,0.17214243,0.03460054
-5.27363682,0.35076151,0.00002007,0.00171726,0.37244508,0.07330926,0.28079957,0.00000000,0.17065214,0.03465683
-5.26763382,0.35319668,0.00002365,0.00208676,0.36722193,0.07386003,0.28118401,0.00000000,0.16875604,0.03469465
-5.26163082,0.35618076,0.00002802,0.00251884,0.36127564,0.07453137,0.28174510,0.00000000,0.16661822,0.03475259
-5.25562781,0.36015153,0.00003323,0.00301960,0.35498409,0.07541544,0.28281602,0.00000000,0.16441626,0.03487167
-5.24962481,0.36555434,0.00003931,0.00359479,0.34874162,0.07660592,0.28473769,0.00000000,0.16233497,0.03509381
-5.24362181,0.37282534,0.00004631,0.00424954,0.34294507,0.07819447,0.28784609,0.00000000,0.16055962,0.03546039
-5.23761881,0.38237407,0.00005425,0.00498810,0.33797945,0.08026709,0.29245917,0.00000000,0.15926907,0.03601053
-5.23161581,0.39456583,0.00006317,0.00581353,0.33420388,0.08290047,0.29886369,0.00000000,0.15862892,0.03677952
-5.22561281,0.40970472,0.00007307,0.00672737,0.33193826,0.08615838,0.30730258,0.00000000,0.15878509,0.03779725
-5.21960980,0.42801785,0.00008395,0.00772940,0.33145117,0.09008837,0.31796322,0.00000000,0.15985785,0.03908677
-5.21360680,0.44964150,0.00009579,0.00881732,0.33294955,0.09471893,0.33096732,0.00000000,0.16193678,0.04066301
-5.20760380,0.47460991,0.00010853,0.00998652,0.33657061,0.10005707,0.34636260,0.00000000,0.16507670,0.04253179
-5.20160080,0.50284731,0.00012211,0.01122992,0.34237614,0.10608672,0.36411708,0.00000000,0.16929483,0.04468907
-5.19559780,0.53416367,0.00013642,0.01253786,0.35034979,0.11276787,0.38411595,0.00000000,0.17456931,0.04712058
-5.18959480,0.56825469,0.00015134,0.01389804,0.36039724,0.12003656,0.40616169,0.00000000,0.18083914,0.04980180
-5.18359180,0.60470633,0.00016673,0.01529564,0.37234946,0.12780593,0.42997728,0.00000000,0.18800569,0.05269836
-5.17758879,0.64300381,0.00018240,0.01671349,0.38596903,0.13596813,0.45521284,0.00000000,0.19593563,0.05576682
-5.17158579,0.68254531,0.00019817,0.01813234,0.40095928,0.14439732,0.48145549,0.00000000,0.20446534,0.05895587
-5.16558279,0.72265983,0.00021385,0.01953129,0.41697608,0.15295347,0.50824214,0.00000000,0.21340664,0.06220789
-5.15957979,0.76262892,0.00022920,0.02088827,0.43364183,0.16148707,0.53507512,0.00000000,0.22255356,0.06546084
-5.15357679,0.80171148,0.00024402,0.02218060,0.45056114,0.16984445,0.56143981,0.00000000,0.23169015,0.06865042
-5.14757379,0.83917088,0.00025811,0.02338572,0.46733771,0.17787360,0.58682397,0.00000000,0.24059873,0.07171243
-5.14157079,0.87430321,0.00027126,0.02448182,0.48359158,0.18543031,0.61073771,0.00000000,0.24906858,0.07458523
-5.13556778,0.90646575,0.00028332,0.02544857,0.49897627,0.19238426,0.63273361,0.00000000,0.25690446,0.07721221
-5.12956478,0.93510421,0.00029412,0.02626784,0.51319489,0.19862495,0.65242587,0.00000000,0.26393481,0.07954419
-5.12356178,0.95977770,0.00030359,0.02692436,0.52601457,0.20406711,0.66950778,0.00000000,0.27001909,0.08154156
-5.11755878,0.98018020,0.00031164,0.02740626,0.53727853,0.20865540,0.68376661,0.00000000,0.27505409,0.08317621
-5.11155578,0.99615744,0.00031826,0.02770563,0.54691519,0.21236808,0.69509524,0.00000000,0.27897881,0.08443305
-5.10555278,1.00771834,0.00032350,0.02781881,0.55494385,0.21521956,0.70349982,0.00000000,0.28177775,0.08531104
-5.09954977,1.01504037,0.00032743,0.02774663,0.56147648,0.21726168,0.70910312,0.00000000,0.28348228,0.08582373
-5.09354677,1.01846838,0.00033019,0.02749449,0.56671557,0.21858344,0.71214317,0.00000000,0.28417024,0.08599934
-5.08754377,1.01850683,0.00033196,0.02707225,0.57094790,0.21930947,0.71296725,0.00000000,0.28396353,0.08588015
-5.08154077,1.01580558,0.00033295,0.02649402,0.57453444,0.21959694,0.71202132,0.00000000,0.28302387,0.08552149
-5.07553777,1.01113983,0.00033341,0.02577772,0.57789675,0.21963118,0.70983521,0.00000000,0.28154693,0.08499015
-5.06953477,1.00538480,0.00033362,0.02494461,0.58150034,0.21962020,0.70700430,0.00000000,0.27975493,0.08436240
-5.06353177,0.99948632,0.00033387,0.02401870,0.58583569,0.21978811,0.70416822,0.00000000,0.27788819,0.08372168
-5.05752876,0.99442848,0.00033444,0.02302602,0.59139776,0.22036792,0.70198761,0.00000000,0.27619588,0.08315596
-5.05152576,0.99119951,0.00033561,0.02199392,0.59866473,0.22159375,0.70111983,0.00000000,0.27492633,0.08275507
-5.04552276,0.99075747,0.00033764,0.02095031,0.60807708,0.22369299,0.70219460,0.00000000,0.27431748,0.08260785
-5.03951976,0.99399691,0.00034076,0.01992291,0.62001773,0.22687842,0.70579068,0.00000000,0.27458767,0.08279945
-5.03351676,1.00171794,0.00034517,0.01893856,0.63479430,0.23134081,0.71241433,0.00000000,0.27592727,0.08340873
-5.02751376,1.01459866,0.00035103,0.01802253,0.65262407,0.23724213,0.72248065,0.00000000,0.27849149,0.08450591
-5.02151076,1.03317210,0.00035843,0.01719798,0.67362248,0.24470957,0.73629825,0.00000000,0.28239454,0.08615053
-5.01550775,1.05780818,0.00036746,0.01648539,0.69779554,0.25383070,0.75405793,0.00000000,0.28770551,0.08838974
-5.00950475,1.08870139,0.00037815,0.01590222,0.72503648,0.26464970,0.77582564,0.00000000,0.29444588,0.09125694
-5.00350175,1.12586418,0.00039049,0.01546251,0.75512676,0.27716499,0.80153987,0.00000000,0.30258898,0.09477090
-4.99749875,1.16912621,0.00040448,0.01517671,0.78774134,0.29132814,0.83101341,0.00000000,0.31206102,0.09893515
-4.99149575,1.21813917,0.00042010,0.01505147,0.82245794,0.30704411,0.86393926,0.00000000,0.32274395,0.10373783
-4.98549275,1.27238669,0.00043737,0.01508966,0.85876967,0.32417292,0.89990021,0.00000000,0.33447959,0.10915184
-4.97948974,1.33119870,0.00045633,0.01529031,0.89610071,0.34253243,0.93838166,0.00000000,0.34707516,0.11513528
-4.97348674,1.39376971,0.00047711,0.01564876,0.93382397,0.36190244,0.97878697,0.00000000,0.36030964,0.12163220
-4.96748374,1.45918006,0.00049993,0.01615677,0.97128024,0.38202975,1.02045479,0.00000000,0.37394085,0.12857353
-4.96148074,1.52641948,0.00052513,0.01680278,1.00779779,0.40263417,1.06267749,0.00000000,0.38771289,0.13587829
-4.95547774,1.59441212,0.00055321,0.01757217,1.04271174,0.42341535,1.10472020,0.00000000,0.40136366,0.14345490
-4.94947474,1.66204243,0.00058486,0.01844761,1.07538247,0.44406010,1.14583976,0.00000000,0.41463218,0.15120269
-4.94347174,1.72818123,0.00062096,0.01940944,1.10521238,0.46425029,1.18530306,0.00000000,0.42726553,0.15901361
-4.93746873,1.79171131,0.00066263,0.02043614,1.13166061,0.48367091,1.22240431,0.00000000,0.43902524,0.16677401
-4.93146573,1.85155235,0.00071123,0.02150482,1.15425518,0.50201819,1.25648092,0.00000000,0.44969289,0.17436663
-4.92546273,1.90668453,0.00076836,0.02259177,1.17260261,0.51900758,1.28692777,0.00000000,0.45907496,0.18167275
-4.91945973,1.95617065,0.00083587,0.02367305,1.18639470,0.53438139,1.31320959,0.00000000,0.46700686,0.18857443
-4.91345673,1.99917640,0.00091584,0.02472510,1.19541279,0.54791580,1.33487153,0.00000000,0.47335609,0.19495698
-4.90745373,2.03498862,0.00101056,0.02572539,1.19952945,0.55942708,1.35154778,0.00000000,0.47802458,0.20071144
-4.90145073,2.06303114,0.00112249,0.02665306,1.19870813,0.56877680,1.36296832,0.00000000,0.48095030,0.20573719
-4.89544772,2.08287815,0.00125418,0.02748953,1.19300086,0.57587581,1.36896369,0.00000000,0.48210817,0.20994461
-4.88944472,2.09426455,0.00140826,0.02821915,1.18254449,0.58068679,1.36946805,0.00000000,0.48151024,0.21325760
-4.88344172,2.09709325,0.00158728,0.02882966,1.16755574,0.58322529,1.36452023,0.00000000,0.47920538,0.21561603
-4.87743872,2.09143893,0.00179370,0.02931279,1.14832529,0.58355904,1.35426306,0.00000000,0.47527837,0.21697796
-4.87143572,2.07754820,0.00202972,0.02966454,1.12521131,0.58180565,1.33894073,0.00000000,0.46984842,0.21732156
-4.86543272,2.05583570,0.00229716,0.02988558,1.09863236,0.57812856,1.31889435,0.00000000,0.46306727,0.21664654
-4.85942971,2.02687628,0.00259740,0.02998135,1.06905999,0.57273144,1.29455554,0.00000000,0.45511668,0.21497515
-4.85342671,1.99139299,0.00293121,0.02996222,1.03701094,0.56585109,1.26643814,0.00000000,0.44620551,0.21235261
-4.84742371,1.95024129,0.00329863,0.02984335,1.00303894,0.55774930,1.23512803,0.00000000,0.43656618,0.20884687
-4.84142071,1.90438941,0.00369890,0.02964460,0.96772624,0.54870368,1.20127131,0.00000000,0.42645072,0.20454771
-4.83541771,1.85489561,0.00413034,0.02939025,0.93167452,0.53899809,1.16556070,0.00000000,0.41612627,0.19956525
-4.82941471,1.80288272,0.00459033,0.02910859,0.89549556,0.52891293,1.12872073,0.00000000,0.40587015,0.19402775
-4.82341171,1.74951077,0.00507520,0.02883150,0.85980121,0.51871570,1.09149183,0.00000000,0.39596450,0.18807890
-4.81740870,1.69594857,0.00558030,0.02859388,0.82519314,0.50865239,1.05461364,0.00000000,0.38669063,0.18187456
-4.81140570,1.64334496,0.00610003,0.02843311,0.79225207,0.49893985,1.01880818,0.00000000,0.37832312,0.17557912
-4.80540270,1.59280089,0.00662786,0.02838837,0.76152689,0.48975971,0.98476310,0.00000000,0.37112377,0.16936160
-4.79939970,1.54534304,0.00715652,0.02849999,0.73352377,0.48125398,0.95311559,0.00000000,0.36533564,0.16339156
-4.79339670,1.50189974,0.00767813,0.02880871,0.70869538,0.47352246,0.92443743,0.00000000,0.36117715,0.15783496
-4.78739370,1.46328014,0.00818438,0.02935500,0.68743071,0.46662215,0.89922151,0.00000000,0.35883654,0.15285016
-4.78139070,1.43015679,0.00866680,0.03017823,0.67004563,0.46056853,0.87787028,0.00000000,0.35846668,0.14858405
-4.77538769,1.40305238,0.00911695,0.03131597,0.65677452,0.45533854,0.86068640,0.00000000,0.36018059,0.14516849
-4.76938469,1.38233054,0.00952674,0.03280311,0.64776332,0.45087515,0.84786591,0.00000000,0.36404748,0.14271715
-4.76338169,1.36819093,0.00988863,0.03467108,0.64306423,0.44709299,0.83949388,0.00000000,0.37008978,0.14132273
-4.75737869,1.36066844,0.01019595,0.03694692,0.64263240,0.44388490,0.83554296,0.00000000,0.37828093,0.14105475
-4.75137569,1.35963616,0.01044305,0.03965246,0.64632475,0.44112882,0.83587446,0.00000000,0.38854435,0.14195776
-4.74537269,1.36481203,0.01062557,0.04280336,0.65390106,0.43869472,0.84024226,0.00000000,0.40075336,0.14405019
-4.73936968,1.37576856,0.01074054,0.04640825,0.66502763,0.43645107,0.84829915,0.00000000,0.41473232,0.14732365
-4.73336668,1.39194532,0.01078650,0.05046787,0.67928328,0.43427071,0.85960562,0.00000000,0.43025891,0.15174291
-4.72736368,1.41266380,0.01076353,0.05497426,0.69616792,0.43203568,0.87364086,0.00000000,0.44706763,0.15724635
-4.72136068,1.43714426,0.01067325,0.05991007,0.71511335,0.42964086,0.88981568,0.00000000,0.46485448,0.16374703
-4.71535768,1.46452411,0.01051877,0.06524806,0.73549628,0.42699646,0.90748703,0.00000000,0.48328273,0.17113425
-4.70935468,1.49387775,0.01030449,0.07095079,0.75665320,0.42402921,0.92597401,0.00000000,0.50198977,0.17927578
-4.70335168,1.52423729,0.01003600,0.07697052,0.77789675,0.42068242,0.94457476,0.00000000,0.52059492,0.18802047
-4.69734867,1.55461408,0.00971981,0.08324954,0.79853317,0.41691515,0.96258408,0.00000000,0.53870799,0.19720151
-4.69134567,1.58402076,0.00936315,0.08972074,0.81788034,0.41270049,0.97931116,0.00000000,0.55593841,0.20664012
-4.68534267,1.61149341,0.00897367,0.09630868,0.83528582,0.40802354,0.99409723,0.00000000,0.57190481,0.21614963
-4.67933967,1.63611361,0.00855920,0.10293095,0.85014440,0.40287902,1.00633241,0.00000000,0.58624457,0.22554006
-4.67333667,1.65702996,0.00812748,0.10950007,0.86191441,0.39726906,1.01547156,0.00000000,0.59862330,0.23462280
-4.66733367,1.67347866,0.00768593,0.11592566,0.87013244,0.39120128,1.02104842,0.00000000,0.60874380,0.24321570
-4.66133067,1.68480271,0.00724145,0.12211703,0.87442569,0.38468727,1.02268779,0.00000000,0.61635422,0.25114800
-4.65532766,1.69046915,0.00680023,0.12798598,0.87452171,0.37774180,1.02011534,0.00000000,0.62125516,0.25826537
-4.64932466,1.69008388,0.00636763,0.13344984,0.87025505,0.37038266,1.01316453,0.00000000,0.62330552,0.26443462
-4.64332166,1.68340356,0.00594810,0.13843451,0.86157060,0.36263120,1.00178072,0.00000000,0.62242670,0.26954805
