energy_ev,total_up,Hg_p_up,Hg_d_up,P_s_up,P_p_up,Te_p_up,Te_d_up
-5.72386193,0.05413148,0.03422403,0.00718096,0.00637377,0.00156920,0.02771039,0.00000000
-5.71785893,0.06487008,0.04100509,0.00859726,0.00764114,0.00189028,0.03315760,0.00000000
-5.71185593,0.07740261,0.04883174,0.01024990,0.00910166,0.00227604,0.03948434,0.00000000
-5.70585293,0.09187160,0.05778128,0.01215753,0.01076974,0.00273436,0.04675379,0.00000000
-5.69984992,0.10841410,0.06792276,0.01433820,0.01265816,0.00327419,0.05502376,0.00000000
-5.69384692,0.12715544,0.07931334,0.01680861,0.01477738,0.00390552,0.06434339,0.00000000
-5.68784392,0.14820281,0.09199452,0.01958333,0.01713485,0.00463942,0.07474970,0.00000000
-5.68184092,0.17163893,0.10598847,0.02267399,0.01973433,0.00548795,0.08626423,0.00000000
-5.67583792,0.19751570,0.12129463,0.02608860,0.02257529,0.00646421,0.09888980,0.00000000
-5.66983492,0.22584844,0.13788663,0.02983079,0.02565232,0.00758222,0.11260755,0.00000000
-5.66383192,0.25661069,0.15570989,0.03389926,0.02895473,0.00885690,0.12737448,0.00000000
-5.65782891,0.28972992,0.17467991,0.03828727,0.03246625,0.01030397,0.14312151,0.00000000
-5.65182591,0.32508442,0.19468145,0.04298233,0.03616488,0.01193973,0.15975233,0.00000000
-5.64582291,0.36250154,0.21556880,0.04796599,0.04002299,0.01378091,0.17714309,0.00000000
-5.63981991,0.40175746,0.23716704,0.05321387,0.04400758,0.01584437,0.19514304,0.00000000
-5.63381691,0.44257860,0.25927449,0.05869581,0.04808082,0.01814670,0.21357620,0.00000000
-5.62781391,0.48464469,0.28166629,0.06437629,0.05220070,0.02070378,0.23224400,0.00000000
-5.62181091,0.52759358,0.30409889,0.07021491,0.05632197,0.02353023,0.25092898,0.00000000
-5.61580790,0.57102750,0.32631556,0.07616712,0.06039719,0.02663880,0.26939938,0.00000000
-5.60980490,0.61452077,0.34805249,0.08218508,0.06437794,0.03003963,0.28741447,0.00000000
-5.60380190,0.65762860,0.36904539,0.08821853,0.06821606,0.03373948,0.30473054,0.00000000
-5.59779890,0.69989675,0.38903631,0.09421580,0.07186503,0.03774094,0.32110726,0.00000000
-5.59179590,0.74087166,0.40778043,0.10012485,0.07528120,0.04204165,0.33631415,0.00000000
-5.58579290,0.78011082,0.42505239,0.10589427,0.07842504,0.04663354,0.35013705,0.00000000
-5.57978989,0.81719280,0.44065225,0.11147421,0.08126219,0.05150219,0.36238414,0.00000000
-5.57378689,0.85172696,0.45441045,0.11681738,0.08376440,0.05662640,0.37289143,0.00000000
-5.56778389,0.88336220,0.46619198,0.12187976,0.08591022,0.06197785,0.38152742,0.00000000
-5.56178089,0.91179481,0.47589939,0.12662142,0.08768546,0.06752121,0.38819680,0.00000000
-5.55577789,0.93677508,0.48347473,0.13100707,0.08908341,0.07321443,0.39284304,0.00000000
-5.54977489,0.95811255,0.48890037,0.13500664,0.09010478,0.07900942,0.39544979,0.00000000
-5.54377189,0.97568005,0.49219883,0.13859567,0.09075748,0.08485319,0.39604112,0.00000000
-5.53776888,0.98941620,0.49343161,0.14175567,0.09105603,0.09068927,0.39468053,0.00000000
-5.53176588,0.99932672,0.49269731,0.14447436,0.09102096,0.09645953,0.39146892,0.00000000
-5.52576288,1.00548443,0.49012912,0.14674589,0.09067789,0.10210632,0.38654155,0.00000000
-5.51975988,1.00802802,0.48589183,0.14857093,0.09005662,0.10757477,0.38006423,0.00000000
-5.51375688,1.00715975,0.48017851,0.14995675,0.08919007,0.11281535,0.37222877,0.00000000
-5.50775388,1.00314201,0.47320703,0.15091711,0.08811320,0.11778631,0.36324804,0.00000000
-5.50175088,0.99629287,0.46521645,0.15147218,0.08686194,0.12245606,0.35335069,0.00000000
-5.49574787,0.98698060,0.45646330,0.15164826,0.08547219,0.12680528,0.34277570,0.00000000
-5.48974487,0.97561718,0.44721782,0.15147735,0.08397877,0.13082864,0.33176701,0.00000000
-5.48374187,0.96265077,0.43776004,0.15099659,0.08241462,0.13453592,0.32056827,0.00000000
-5.47773887,0.94855719,0.42837576,0.15024756,0.08080992,0.13795253,0.30941777,0.00000000
-5.47173587,0.93383051,0.41935222,0.14927531,0.07919148,0.14111927,0.29854384,0.00000000
-5.46573287,0.91897269,0.41097348,0.14812726,0.07758217,0.14409134,0.28816056,0.00000000
-5.45972986,0.90448259,0.40351552,0.14685201,0.07600051,0.14693648,0.27846394,0.00000000
-5.45372686,0.89084448,0.39724087,0.14549791,0.07446039,0.14973242,0.26962867,0.00000000
-5.44772386,0.87851635,0.39239308,0.14411159,0.07297095,0.15256367,0.26180534,0.00000000
-5.44172086,0.86791845,0.38919084,0.14273657,0.07153660,0.15551777,0.25511831,0.00000000
-5.43571786,0.85942237,0.38782216,0.14141178,0.07015717,0.15868110,0.24966417,0.00000000
-5.42971486,0.85334121,0.38843863,0.14017029,0.06882825,0.16213466,0.24551089,0.00000000
-5.42371186,0.84992135,0.39115012,0.13903823,0.06754163,0.16594982,0.24269764,0.00000000
-5.41770885,0.84933608,0.39602025,0.13803397,0.06628589,0.17018437,0.24123536,0.00000000
-5.41170585,0.85168179,0.40306271,0.13716767,0.06504709,0.17487911,0.24110805,0.00000000
-5.40570285,0.85697672,0.41223906,0.13644110,0.06380965,0.18005511,0.24227482,0.00000000
-5.39969985,0.86516275,0.42345791,0.13584803,0.06255715,0.18571188,0.24467259,0.00000000
-5.39369685,0.87611007,0.43657597,0.13537480,0.06127332,0.19182653,0.24821957,0.00000000
-5.38769385,0.88962472,0.45140089,0.13500147,0.05994298,0.19835398,0.25281914,0.00000000
-5.38169085,0.90545875,0.46769601,0.13470313,0.05855297,0.20522824,0.25836431,0.00000000
-5.37568784,0.92332248,0.48518697,0.13445157,0.05709303,0.21236478,0.26474238,0.00000000
-5.36968484,0.94289834,0.50356985,0.13421705,0.05555657,0.21966363,0.27183974,0.00000000
-5.36368184,0.96385550,0.52252077,0.13397021,0.05394134,0.22701339,0.27954650,0.00000000
-5.35767884,0.98586468,0.54170628,0.13368380,0.05224993,0.23429563,0.28776086,0.00000000
-5.35167584,1.00861210,0.56079442,0.13333447,0.05049009,0.24138958,0.29639288,0.00000000
-5.34567284,1.03181198,0.57946561,0.13290414,0.04867488,0.24817683,0.30536751,0.00000000
-5.33966983,1.05521670,0.59742307,0.13238111,0.04682261,0.25454573,0.31462669,0.00000000
-5.33366683,1.07862423,0.61440218,0.13176084,0.04495661,0.26039533,0.32413043,0.00000000
-5.32766383,1.10188216,0.63017833,0.13104617,0.04310478,0.26563854,0.33385675,0.00000000
-5.32166083,1.12488840,0.64457282,0.13024727,0.04129899,0.27020447,0.34380048,0.00000000
-5.31565783,1.14758828,0.65745664,0.12938095,0.03957441,0.27403979,0.35397102,0.00000000
-5.30965483,1.16996853,0.66875184,0.12846983,0.03796856,0.27710901,0.36438918,0.00000000
-5.30365183,1.19204841,0.67843054,0.12754096,0.03652047,0.27939387,0.37508327,0.00000000
-5.29764882,1.21386884,0.68651171,0.12662435,0.03526963,0.28089178,0.38608470,0.00000000
-5.29164582,1.23548013,0.69305584,0.12575131,0.03425496,0.28161360,0.39742341,0.00000000
-5.28564282,1.25692937,0.69815804,0.12495271,0.03351378,0.28158082,0.40912338,0.00000000
-5.27963982,1.27824836,0.70193974,0.12425745,0.03308082,0.28082252,0.42119861,0.00000000
-5.27363682,1.29944296,0.70453982,0.12369089,0.03298721,0.27937219,0.43364978,0.00000000
-5.26763382,1.32048472,0.70610541,0.12327375,0.03325957,0.27726479,0.44646186,0.00000000
-5.26163082,1.34130535,0.70678302,0.12302113,0.03391918,0.27453418,0.45960288,0.00000000
-5.25562781,1.36179465,0.70671044,0.12294209,0.03498120,0.27121107,0.47302392,0.00000000
-5.24962481,1.38180184,0.70600982,0.12303944,0.03645408,0.26732173,0.48666043,0.00000000
-5.24362181,1.40114045,0.70478229,0.12331005,0.03833897,0.26288737,0.50043464,0.00000000
-5.23761881,1.41959640,0.70310420,0.12374537,0.04062941,0.25792432,0.51425913,0.00000000
-5.23161581,1.43693867,0.70102520,0.12433242,0.04331107,0.25244490,0.52804117,0.00000000
-5.22561281,1.45293192,0.69856812,0.12505479,0.04636170,0.24645887,0.54168756,0.00000000
-5.21960980,1.46735004,0.69573041,0.12589396,0.04975131,0.23997531,0.55510965,0.00000000
-5.21360680,1.47998980,0.69248704,0.12683059,0.05344242,0.23300477,0.56822819,0.00000000
-5.20760380,1.49068358,0.68879456,0.12784570,0.05739066,0.22556151,0.58097764,0.00000000
-5.20160080,1.49931012,0.68459584,0.12892181,0.06154547,0.21766548,0.59330954,0.00000000
-5.19559780,1.50580270,0.67982539,0.13004381,0.06585101,0.20934418,0.60519470,0.00000000
-5.18959480,1.51015391,0.67441462,0.13119957,0.07024725,0.20063388,0.61662408,0.00000000
-5.18359180,1.51241675,0.66829698,0.13238016,0.07467122,0.19158037,0.62760802,0.00000000
-5.17758879,1.51270175,0.66141243,0.13357985,0.07905836,0.18223903,0.63817398,0.00000000
-5.17158579,1.51117024,0.65371126,0.13479565,0.08334389,0.17267427,0.64836275,0.00000000
-5.16558279,1.50802417,0.64515698,0.13602658,0.08746431,0.16295829,0.65822335,0.00000000
-5.15957979,1.50349296,0.63572815,0.13727271,0.09135875,0.15316939,0.66780683,0.00000000
-5.15357679,1.49781815,0.62541923,0.13853394,0.09497031,0.14338976,0.67715936,0.00000000
-5.14757379,1.49123678,0.61424047,0.13980872,0.09824727,0.13370301,0.68631502,0.00000000
-5.14157079,1.48396456,0.60221690,0.14109269,0.10114402,0.12419154,0.69528866,0.00000000
-5.13556778,1.47617975,0.58938661,0.14237745,0.10362196,0.11493395,0.70406945,0.00000000
-5.12956478,1.46800882,0.57579848,0.14364944,0.10564997,0.10600258,0.71261533,0.00000000
-5.12356178,1.45951481,0.56150956,0.14488914,0.10720477,0.09746135,0.72084906,0.00000000
-5.11755878,1.45068919,0.54658236,0.14607054,0.10827100,0.08936401,0.72865597,0.00000000
-5.11155578,1.44144763,0.53108208,0.14716103,0.10884102,0.08175286,0.73588379,0.00000000
-5.10555278,1.43163027,0.51507422,0.14812170,0.10891461,0.07465798,0.74234471,0.00000000
-5.09954977,1.42100643,0.49862245,0.14890808,0.10849839,0.06809701,0.74781962,0.00000000
-5.09354677,1.40928358,0.48178702,0.14947129,0.10760521,0.06207548,0.75206456,0.00000000
-5.08754377,1.39612031,0.46462375,0.14975957,0.10625340,0.05658750,0.75481896,0.00000000
-5.08154077,1.38114255,0.44718356,0.14972011,0.10446601,0.05161699,0.75581556,0.00000000
-5.07553777,1.36396224,0.42951265,0.14930112,0.10227008,0.04713911,0.75479131,0.00000000
-5.06953477,1.34419749,0.41165311,0.14845404,0.09969583,0.04312197,0.75149899,0.00000000
-5.06353177,1.32149315,0.39364409,0.14713571,0.09677610,0.03952847,0.74571871,0.00000000
-5.05752876,1.29554082,0.37552322,0.14531049,0.09354568,0.03631813,0.73726890,0.00000000
-5.05152576,1.26609706,0.35732820,0.14295214,0.09004082,0.03344891,0.72601609,0.00000000
-5.04552276,1.23299898,0.33909854,0.14004537,0.08629884,0.03087886,0.71188306,0.00000000
-5.03951976,1.19617648,0.32087718,0.13658704,0.08235771,0.02856766,0.69485483,0.00000000
-5.03351676,1.15566037,0.30271187,0.13258683,0.07825578,0.02647784,0.67498225,0.00000000
-5.02751376,1.11158616,0.28465636,0.12806745,0.07403154,0.02457585,0.65238296,0.00000000
-5.02151076,1.06419331,0.26677112,0.12306433,0.06972330,0.02283279,0.62723964,0.00000000
-5.01550775,1.01382022,0.24912378,0.11762480,0.06536901,0.02122498,0.59979577,0.00000000
-5.00950475,0.96089513,0.23178906,0.11180684,0.06100604,0.01973426,0.57034897,0.00000000
-5.00350175,0.90592376,0.21484841,0.10567748,0.05667084,0.01834810,0.53924246,0.00000000
-4.99749875,0.84947421,0.19838933,0.09931082,0.05239880,0.01705959,0.50685495,0.00000000
-4.99149575,0.79216018,0.18250446,0.09278596,0.04822390,0.01586728,0.47358952,0.00000000
-4.98549275,0.73462329,0.16729062,0.08618482,0.04417851,0.01477501,0.43986211,0.00000000
-4.97948974,0.67751547,0.15284772,0.07958993,0.04029316,0.01379163,0.40609008,0.00000000
-4.97348674,0.62148235,0.13927795,0.07308245,0.03659634,0.01293079,0.37268146,0.00000000
-4.96748374,0.56714821,0.12668497,0.06674032,0.03311439,0.01221074,0.34002518,0.00000000
-4.96148074,0.51510329,0.11517352,0.06063669,0.02987140,0.01165415,0.30848288,0.00000000
-4.95547774,0.46589371,0.10484915,0.05483876,0.02688922,0.01128799,0.27838231,0.00000000
-4.94947474,0.42001429,0.09581834,0.04940690,0.02418752,0.01114344,0.25001270,0.00000000
-4.94347174,0.37790429,0.08818879,0.04439414,0.02178396,0.01125584,0.22362184,0.00000000
-4.93746873,0.33994580,0.08206989,0.03984601,0.01969431,0.01166458,0.19941518,0.00000000
-4.93146573,0.30646456,0.07757314,0.03580068,0.01793273,0.01241298,0.17755632,0.00000000
-4.92546273,0.27773255,0.07481255,0.03228928,0.01651196,0.01354806,0.15816903,0.00000000
-4.91945973,0.25397201,0.07390459,0.02933647,0.01544357,0.01512014,0.14134020,0.00000000
-4.91345673,0.23535992,0.07496786,0.02696108,0.01473807,0.01718230,0.12712351,0.00000000
-4.90745373,0.22203264,0.07812189,0.02517668,0.01440507,0.01978951,0.11554345,0.00000000
-4.90145073,0.21408981,0.08348534,0.02399224,0.01445318,0.02299754,0.10659924,0.00000000
-4.89544772,0.21159716,0.09117318,0.02341256,0.01488995,0.02686155,0.10026853,0.00000000
-4.88944472,0.21458773,0.10129288,0.02343858,0.01572150,0.03143436,0.09651040,0.00000000
-4.88344172,0.22306123,0.11393967,0.02406749,0.01695219,0.03676435,0.09526763,0.00000000
-4.87743872,0.23698149,0.12919080,0.02529259,0.01858396,0.04289316,0.09646811,0.00000000
-4.87143572,0.25627196,0.14709908,0.02710299,0.02061568,0.04985312,0.10002527,0.00000000
-4.86543272,0.28080961,0.16768579,0.02948305,0.02304237,0.05766454,0.10583769,0.00000000
-4.85942971,0.31041758,0.19093337,0.03241171,0.02585432,0.06633291,0.11378795,0.00000000
-4.85342671,0.34485716,0.21677814,0.03586175,0.02903627,0.07584634,0.12374091,0.00000000
-4.84742371,0.38381975,0.24510358,0.03979896,0.03256657,0.08617302,0.13554174,0.00000000
-4.84142071,0.42691955,0.27573450,0.04418142,0.03641649,0.09725922,0.14901388,0.00000000
-4.83541771,0.47368782,0.30843270,0.04895890,0.04054972,0.10902780,0.16395730,0.00000000
-4.82941471,0.52356933,0.34289438,0.05407249,0.04492202,0.12137734,0.18014736,0.00000000
-4.82341171,0.57592184,0.37874988,0.05945450,0.04948127,0.13418219,0.19733442,0.00000000
-4.81740870,0.63001912,0.41556593,0.06502875,0.05416770,0.14729338,0.21524467,0.00000000
-4.81140570,0.68505780,0.45285065,0.07071122,0.05891462,0.16054049,0.23358209,0.00000000
-4.80540270,0.74016847,0.49006144,0.07641118,0.06364939,0.17373467,0.25203182,0.00000000
-4.79939970,0.79443072,0.52661559,0.08203266,0.06829482,0.18667242,0.27026486,0.00000000
-4.79339670,0.84689208,0.56190347,0.08747641,0.07277086,0.19914049,0.28794406,0.00000000
-4.78739370,0.89659010,0.59530381,0.09264212,0.07699655,0.21092134,0.30473121,0.00000000
-4.78139070,0.94257698,0.62620076,0.09743094,0.08089218,0.22179928,0.32029503,0.00000000
-4.77538769,0.98394564,0.65400174,0.10174817,0.08438159,0.23156688,0.33431972,0.00000000
-4.76938469,1.01985630,0.67815570,0.10550600,0.08739446,0.24003147,0.34651360,0.00000000
-4.76338169,1.04956214,0.69817074,0.10862613,0.08986850,0.24702138,0.35661764,0.00000000
-4.75737869,1.07243309,0.71363037,0.11104229,0.09175151,0.25239176,0.36441331,0.00000000
-4.75137569,1.08797638,0.72420770,0.11270235,0.09300310,0.25602948,0.36972937,0.00000000
-4.74537269,1.09585298,0.72967673,0.11357005,0.09359605,0.25785717,0.37244735,0.00000000
-4.73936968,1.09588896,0.72992037,0.11362623,0.09351725,0.25783599,0.37250527,0.00000000
-4.73336668,1.08808130,0.72493460,0.11286945,0.09276813,0.25596698,0.36989957,0.00000000
-4.72736368,1.07259776,0.71482878,0.11131601,0.09136458,0.25229119,0.36468500,0.00000000
-4.72136068,1.04977081,0.69982183,0.10899938,0.08933637,0.24688817,0.35697252,0.00000000
-4.71535768,1.02008598,0.68023479,0.10596903,0.08672608,0.23987333,0.34692530,0.00000000
-4.70935468,0.98416507,0.65647986,0.10228870,0.08358760,0.23139394,0.33475303,0.00000000
-4.70335168,0.94274518,0.62904661,0.09803432,0.07998424,0.22162428,0.32070472,0.00000000
-4.69734867,0.89665452,0.59848603,0.09329145,0.07598667,0.21075989,0.30506051,0.00000000
-4.69134567,0.84678609,0.56539317,0.08815264,0.07167053,0.19901141,0.28812267,0.00000000
-4.68534267,0.79407055,0.53038908,0.08271462,0.06711414,0.18659823,0.27020636,0.00000000
-4.67933967,0.73944934,0.49410302,0.07707548,0.06239614,0.17374217,0.25163045,0.00000000
-4.67333667,0.68384929,0.45715556,0.07133211,0.05759325,0.16066151,0.23270891,0.00000000
-4.66733367,0.62815959,0.42014320,0.06557773,0.05277834,0.14756563,0.21374288,0.00000000
-4.66133067,0.57321200,0.38362515,0.05989989,0.04801870,0.13465033,0.19501393,0.00000000
-4.65532766,0.51976483,0.34811262,0.05437875,0.04337462,0.12209416,0.17677865,0.00000000
-4.64932466,0.46849099,0.31406071,0.04908585,0.03889843,0.11005556,0.15926447,0.00000000
-4.64332166,0.41997032,0.28186324,0.04408326,0.03463382,0.09867115,0.14266718,0.00000000
-4.63731866,0.37468601,0.25185013,0.03942320,0.03061552,0.08805486,0.12714964,0.00000000
-4.63131566,0.33302477,0.22428742,0.03514800,0.02686940,0.07829803,0.11284194,0.00000000
-4.62531266,0.29528038,0.19937932,0.03129045,0.02341276,0.06947023,0.09984267,0.00000000
-4.61930965,0.26165992,0.17727216,0.02787438,0.02025495,0.06162076,0.08822119,0.00000000
-4.61330665,0.23229206,0.15805963,0.02491549,0.01739814,0.05478057,0.07802055,0.00000000
-4.60730365,0.20723671,0.14178882,0.02242228,0.01483824,0.04896454,0.06926102,0.00000000
-4.60130065,0.18649543,0.12846682,0.02039704,0.01256595,0.04417389,0.06194380,0.00000000
-4.59529765,0.17002182,0.11806716,0.01883693,0.01056777,0.04039860,0.05605484,0.00000000
-4.58929465,0.15773145,0.11053603,0.01773487,0.00882706,0.03761968,0.05156849,0.00000000
-4.58329165,0.14951095,0.10579777,0.01708047,0.00732499,0.03581126,0.04845085,0.00000000
-4.57728864,0.14522576,0.10375955,0.01686072,0.00604152,0.03494233,0.04666275,0.00000000
-4.57128564,0.14472649,0.10431509,0.01706061,0.00495615,0.03497812,0.04616209,0.00000000
-4.56528264,0.14785375,0.10734737,0.01766356,0.00404864,0.03588118,0.04690582,0.00000000
-4.55927964,0.15444142,0.11273035,0.01865176,0.00329962,0.03761195,0.04885110,0.00000000
-4.55327664,0.16431857,0.12032984,0.02000630,0.00269103,0.04012916,0.05195614,0.00000000
-4.54727364,0.17731009,0.13000366,0.02170726,0.00220646,0.04338977,0.05618033,0.00000000
-4.54127064,0.19323635,0.14160126,0.02373371,0.00183145,0.04734879,0.06148403,0.00000000
-4.53526763,0.21191209,0.15496296,0.02606368,0.00155360,0.05195886,0.06782784,0.00000000
-4.52926463,0.23314489,0.16991917,0.02867404,0.00136271,0.05716972,0.07517172,0.00000000
-4.52326163,0.25673334,0.18628956,0.03154051,0.00125073,0.06292768,0.08347370,0.00000000
-4.51725863,0.28246529,0.20388257,0.03463759,0.00121175,0.06917510,0.09268859,0.00000000
-4.51125563,0.31011633,0.22249524,0.03793862,0.00124190,0.07584997,0.10276652,0.00000000
-4.50525263,0.33944859,0.24191359,0.04141585,0.00133920,0.08288554,0.11365151,0.00000000
-4.49924962,0.37021015,0.26191351,0.04504056,0.00150343,0.09021028,0.12528019,0.00000000
-4.49324662,0.40213490,0.28226223,0.04878332,0.00173585,0.09774789,0.13758057,0.00000000
-4.48724362,0.43494310,0.30272041,0.05261417,0.00203904,0.10541759,0.15047106,0.00000000
-4.48124062,0.46834253,0.32304467,0.05650293,0.00241658,0.11313468,0.16385977,0.00000000
-4.47523762,0.50203017,0.34299061,0.06041944,0.00287278,0.12081122,0.17764413,0.00000000
-4.46923462,0.53569445,0.36231618,0.06433388,0.00341235,0.12835705,0.19171078,0.00000000
-4.46323162,0.56901800,0.38078521,0.06821695,0.00404007,0.13568094,0.20593604,0.00000000
-4.45722861,0.60168077,0.39817118,0.07204016,0.00476041,0.14269194,0.22018661,0.00000000
-4.45122561,0.63336350,0.41426094,0.07577589,0.00557714,0.14930091,0.23432089,0.00000000
-4.44522261,0.66375162,0.42885837,0.07939757,0.00649297,0.15542216,0.24819063,0.00000000
-4.43921961,0.69253926,0.44178785,0.08287969,0.00750916,0.16097522,0.26164318,0.00000000
-4.43321661,0.71943363,0.45289755,0.08619784,0.00862518,0.16588659,0.27452407,0.00000000
-4.42721361,0.74415951,0.46206231,0.08932867,0.00983835,0.17009159,0.28667999,0.00000000
-4.42121061,0.76646395,0.46918629,0.09224992,0.01114362,0.17353608,0.29796222,0.00000000
-4.41520760,0.78612107,0.47420509,0.09494040,0.01253333,0.17617818,0.30823017,0.00000000
-4.40920460,0.80293690,0.47708754,0.09738005,0.01399714,0.17798973,0.31735518,0.00000000
-4.40320160,0.81675422,0.47783699,0.09955007,0.01552201,0.17895761,0.32522436,0.00000000
-4.39719860,0.82745726,0.47649211,0.10143309,0.01709231,0.17908477,0.33174428,0.00000000
-4.39119560,0.83497616,0.47312723,0.10301352,0.01869005,0.17839093,0.33684454,0.00000000
-4.38519260,0.83929108,0.46785210,0.10427791,0.02029529,0.17691290,0.34048087,0.00000000
-4.37918959,0.84043577,0.46081114,0.10521547,0.02188658,0.17470454,0.34263788,0.00000000
-4.37318659,0.83850040,0.45218216,0.10581869,0.02344160,0.17183625,0.34333110,0.00000000
-4.36718359,0.83363364,0.44217450,0.10608396,0.02493784,0.16839400,0.34260833,0.00000000
-4.36118059,0.82604363,0.43102661,0.10601223,0.02635342,0.16447800,0.34055026,0.00000000
-4.35517759,0.81599782,0.41900312,0.10560978,0.02766787,0.16020092,0.33727016,0.00000000
-4.34917459,0.80382153,0.40639130,0.10488873,0.02886298,0.15568573,0.33291276,0.00000000
-4.34317159,0.78989513,0.39349718,0.10386767,0.02992364,0.15106327,0.32765222,0.00000000
-4.33716858,0.77464968,0.38064103,0.10257195,0.03083852,0.14646956,0.32168931,0.00000000
-4.33116558,0.75856122,0.36815261,0.10103392,0.03160076,0.14204298,0.31524772,0.00000000
-4.32516258,0.74214346,0.35636594,0.09929287,0.03220843,0.13792131,0.30856976,0.00000000
-4.31915958,0.72593919,0.34561385,0.09739471,0.03266487,0.13423878,0.30191142,0.00000000
-4.31315658,0.71051023,0.33622230,0.09539135,0.03297881,0.13112329,0.29553698,0.00000000
-4.30715358,0.69642635,0.32850455,0.09333987,0.03316427,0.12869359,0.28971318,0.00000000
