energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-6.00000000,5.44681314,0.56570039,3.10419738,0.06170204,0.02538879,0.05515861,1.65818976,0.66829814,0.09646278
-5.99399700,5.35771411,0.55400295,3.06058634,0.05993529,0.02562272,0.05402581,1.62673956,0.64714675,0.09576678
-5.98799400,5.31481849,0.54857668,3.04025894,0.05852036,0.02605623,0.05348055,1.61080208,0.63108702,0.09634853
-5.98199100,5.31818644,0.54922851,3.04331030,0.05746468,0.02667911,0.05357964,1.61039352,0.62020575,0.09822403
-5.97598799,5.36735294,0.55568065,3.06954864,0.05676933,0.02747730,0.05437898,1.62536445,0.61453967,0.10139915
-5.96998499,5.46135858,0.56757695,3.11851469,0.05642915,0.02843321,0.05593261,1.65540855,0.61407809,0.10586942
-5.96398199,5.59878084,0.58448984,3.18950232,0.05643295,0.02952611,0.05829147,1.70007108,0.61876506,0.11161975
-5.95797899,5.77776440,0.60592808,3.28157935,0.05676396,0.03073254,0.06150178,1.75875651,0.62850104,0.11862377
-5.95197599,5.99604866,0.63134508,3.39360710,0.05740033,0.03202687,0.06560312,1.83073492,0.64314366,0.12684310
-5.94597299,6.25099156,0.66014784,3.52425788,0.05831577,0.03338188,0.07062631,1.91514718,0.66250787,0.13622641
-5.93996998,6.53958899,0.69170643,3.67202956,0.05948024,0.03476931,0.07659100,2.01100857,0.68636515,0.14670841
-5.93396698,6.85848950,0.72536381,3.83525685,0.06086068,0.03616052,0.08350318,2.11721125,0.71444215,0.15820877
-5.92796398,7.20400503,0.76044598,4.01211913,0.06242183,0.03752709,0.09135276,2.23252584,0.74641879,0.17063112
-5.92196098,7.57211859,0.79627224,4.20064519,0.06412691,0.03884138,0.10011118,2.35560254,0.78192605,0.18386228
-5.91595798,7.95849081,0.83216537,4.39871565,0.06593838,0.04007712,0.10972941,2.48497266,0.82054396,0.19777164
-5.90995498,8.35846764,0.86746168,4.60406427,0.06781855,0.04120988,0.12013636,2.61905129,0.86179992,0.21221110
-5.90395198,8.76709188,0.90152063,4.81427950,0.06973020,0.04221751,0.13123785,2.75614208,0.90516796,0.22701531
-5.89794897,9.17912178,0.93373401,5.02680815,0.07163703,0.04308050,0.14291635,2.89444516,0.95006929,0.24200275
-5.89194597,9.58905953,0.96353451,5.23896310,0.07350407,0.04378225,0.15503147,3.03206904,0.99587451,0.25697727
-5.88594297,9.99119265,0.99040353,5.44793670,0.07529800,0.04430927,0.16742151,3.16704746,1.04190795,0.27173051
-5.87993997,10.37965052,1.01387829,5.65082176,0.07698740,0.04465132,0.17990576,3.29736155,1.08745432,0.28604502
-5.87393697,10.74847758,1.03355814,5.84464135,0.07854291,0.04480139,0.19228790,3.42096787,1.13176790,0.29969810
-5.86793397,11.09172390,1.04910999,6.02638815,0.07993736,0.04475576,0.20436020,3.53583215,1.17408423,0.31246630
-5.86193097,11.40355223,1.06027302,6.19307369,0.08114587,0.04451387,0.21590848,3.63996830,1.21363428,0.32413053
-5.85592796,11.67835988,1.06686244,6.34178671,0.08214598,0.04407819,0.22671774,3.73148189,1.24966074,0.33448149
-5.84992496,11.91091188,1.06877256,6.46975955,0.08291773,0.04345405,0.23657811,3.80861682,1.28143598,0.34332536
-5.84392196,12.09648123,1.06597888,6.57444025,0.08344382,0.04264946,0.24529107,3.86980346,1.30828111,0.35048951
-5.83791896,12.23099044,1.05853943,6.65356782,0.08370975,0.04167487,0.25267552,3.91370642,1.32958541,0.35582788
-5.83191596,12.31114829,1.04659503,6.70524724,0.08370406,0.04054291,0.25857350,3.93926975,1.34482526,0.35922594
-5.82591296,12.33457493,1.03036870,6.72802066,0.08341853,0.03926821,0.26285537,3.94575738,1.35358176,0.36060493
-5.81990995,12.29990873,1.01016387,6.72093096,0.08284849,0.03786705,0.26542408,3.93278653,1.35555619,0.35992508
-5.81390695,12.20688856,0.98636145,6.68357403,0.08199306,0.03635716,0.26621842,3.90035221,1.35058234,0.35718780
-5.80790395,12.05640613,0.95941560,6.61613653,0.08085539,0.03475746,0.26521510,3.84884118,1.33863527,0.35243652
-5.80190095,11.85052415,0.92984815,6.51941634,0.07944292,0.03308774,0.26242944,3.77903402,1.31983570,0.34575626
-5.79589795,11.59245775,0.89824159,6.39482387,0.07776754,0.03136846,0.25791484,3.69209474,1.29444977,0.33727182
-5.78989495,11.28651834,0.86523061,6.24436334,0.07584559,0.02962041,0.25176089,3.58954787,1.26288403,0.32714464
-5.78389195,10.93802087,0.83149217,6.07059389,0.07369791,0.02786450,0.24409020,3.47324341,1.22567567,0.31556846
-5.77788894,10.55315746,0.79773420,5.87657187,0.07134960,0.02612141,0.23505431,3.34531093,1.18347838,0.30276403
-5.77188594,10.13884183,0.76468306,5.66577635,0.06882975,0.02441140,0.22482857,3.20810437,1.13704424,0.28897290
-5.76588294,9.70253070,0.73306984,5.44202077,0.06617098,0.02275399,0.21360651,3.06413968,1.08720243,0.27445067
-5.75987994,9.25202922,0.70361578,5.20935449,0.06340881,0.02116771,0.20159375,2.91602765,1.03483562,0.25946002
-5.75387694,8.79528823,0.67701720,4.97195842,0.06058098,0.01966986,0.18900178,2.76640473,0.98085486,0.24426364
-5.74787394,8.34020135,0.65393003,4.73403889,0.05772657,0.01827627,0.17604196,2.61786426,0.92617411,0.22911740
-5.74187094,7.89440981,0.63495457,4.49972441,0.05488509,0.01700111,0.16291977,2.47289095,0.87168531,0.21426413
-5.73586793,7.46512222,0.62062068,4.27296895,0.05209549,0.01585665,0.14982972,2.33380075,0.81823498,0.19992800
-5.72986493,7.05895536,0.61137402,4.05746554,0.04939518,0.01485317,0.13695094,2.20268826,0.76660309,0.18630982
-5.72386193,6.68180106,0.60756364,3.85657283,0.04681900,0.01399878,0.12444371,2.08138328,0.71748515,0.17358336
-5.71785893,6.33872254,0.60943151,3.67325661,0.04439837,0.01329931,0.11244676,1.97141755,0.67147773,0.16189270
-5.71185593,6.03388205,0.61710427,3.51004728,0.04216042,0.01275829,0.10107571,1.87400241,0.62906814,0.15135072
-5.70585293,5.77050027,0.63058779,3.36901364,0.04012730,0.01237684,0.09042227,1.79001750,0.59062816,0.14203863
-5.69984992,5.55084623,0.64976480,3.25175211,0.03831566,0.01215373,0.08055441,1.72001016,0.55641211,0.13400642
-5.69384692,5.37625546,0.67439579,3.15939008,0.03673629,0.01208539,0.07151727,1.66420478,0.52655884,0.12727431
-5.68784392,5.24717293,0.70412367,3.09260155,0.03539396,0.01216594,0.06333472,1.62252107,0.50109762,0.12183489
-5.68184092,5.16321663,0.73848193,3.05163238,0.03428751,0.01238734,0.05601143,1.59459995,0.47995720,0.11765582
-5.67583792,5.12325737,0.77690656,3.03633299,0.03341001,0.01273947,0.04953537,1.57983547,0.46297781,0.11468309
-5.66983492,5.12550982,0.81875138,3.04619556,0.03274931,0.01321033,0.04388053,1.57741125,0.44992527,0.11284448
-5.66383192,5.16763045,0.86330648,3.08039354,0.03228857,0.01378623,0.03900974,1.58633977,0.44050668,0.11205324
