energy_ev,total_up,Cd_p_up,Cd_d_up,Ga_p_up,Ga_d_up,S_s_up,S_p_up
-6.00000000,1.06165909,0.46841060,0.11858525,0.08794141,0.00000000,0.00254805,0.29656440
-5.99399700,1.07532252,0.47834128,0.11954893,0.09015536,0.00000000,0.00258180,0.30002981
-5.98799400,1.08706349,0.48714805,0.12032299,0.09222898,0.00000000,0.00261821,0.30273048
-5.98199100,1.09684757,0.49475272,0.12092058,0.09413885,0.00000000,0.00265690,0.30468780
-5.97598799,1.10467946,0.50109670,0.12135726,0.09586662,0.00000000,0.00269766,0.30592727
-5.96998499,1.11060088,0.50614259,0.12165022,0.09739905,0.00000000,0.00274038,0.30647770
-5.96398199,1.11468741,0.50987523,0.12181757,0.09872784,0.00000000,0.00278497,0.30637044
-5.95797899,1.11704449,0.51230228,0.12187745,0.09984931,0.00000000,0.00283132,0.30563895
-5.95197599,1.11780287,0.51345430,0.12184739,0.10076407,0.00000000,0.00287922,0.30431843
-5.94597299,1.11711365,0.51338423,0.12174356,0.10147644,0.00000000,0.00292833,0.30244562
-5.93996998,1.11514312,0.51216636,0.12158024,0.10199397,0.00000000,0.00297816,0.30005863
-5.93396698,1.11206767,0.50989479,0.12136939,0.10232689,0.00000000,0.00302802,0.29719689
-5.92796398,1.10806881,0.50668129,0.12112031,0.10248750,0.00000000,0.00307702,0.29390096
-5.92196098,1.10332854,0.50265275,0.12083951,0.10248974,0.00000000,0.00312409,0.29021243
-5.91595798,1.09802507,0.49794818,0.12053066,0.10234864,0.00000000,0.00316802,0.28617361
-5.90995498,1.09232896,0.49271530,0.12019472,0.10207993,0.00000000,0.00320745,0.28182724
-5.90395198,1.08639971,0.48710686,0.11983016,0.10169965,0.00000000,0.00324097,0.27721603
-5.89794897,1.08038275,0.48127671,0.11943331,0.10122381,0.00000000,0.00326714,0.27238220
-5.89194597,1.07440675,0.47537581,0.11899871,0.10066807,0.00000000,0.00328456,0.26736688
-5.88594297,1.06858130,0.46954803,0.11851956,0.10004744,0.00000000,0.00329195,0.26220952
-5.87993997,1.06299475,0.46392622,0.11798821,0.09937605,0.00000000,0.00328819,0.25694727
-5.87393697,1.05771230,0.45862831,0.11739650,0.09866677,0.00000000,0.00327235,0.25161443
-5.86793397,1.05277424,0.45375378,0.11673623,0.09793096,0.00000000,0.00324378,0.24624192
-5.86193097,1.04819438,0.44938046,0.11599943,0.09717814,0.00000000,0.00320213,0.24085679
-5.85592796,1.04395873,0.44556195,0.11517861,0.09641570,0.00000000,0.00314732,0.23548194
-5.84992496,1.04002450,0.44232562,0.11426696,0.09564854,0.00000000,0.00307960,0.23013584
-5.84392196,1.03631949,0.43967132,0.11325840,0.09487882,0.00000000,0.00299954,0.22483245
-5.83791896,1.03274219,0.43757103,0.11214759,0.09410577,0.00000000,0.00290794,0.21958128
-5.83191596,1.02916246,0.43596931,0.11092987,0.09332549,0.00000000,0.00280589,0.21438757
-5.82591296,1.02542329,0.43478476,0.10960121,0.09253096,0.00000000,0.00269466,0.20925261
-5.81990995,1.02134345,0.43391240,0.10815805,0.09171210,0.00000000,0.00257567,0.20417422
-5.81390695,1.01672135,0.43322703,0.10659724,0.09085605,0.00000000,0.00245045,0.19914736
-5.80790395,1.01134004,0.43258740,0.10491594,0.08994750,0.00000000,0.00232060,0.19416488
-5.80190095,1.00497333,0.43184119,0.10311165,0.08896930,0.00000000,0.00218768,0.18921831
-5.79589795,0.99739293,0.43083052,0.10118220,0.08790309,0.00000000,0.00205323,0.18429882
-5.78989495,0.98837633,0.42939794,0.09912594,0.08673011,0.00000000,0.00191871,0.17939816
-5.78389195,0.97771530,0.42739246,0.09694187,0.08543208,0.00000000,0.00178544,0.17450965
-5.77788894,0.96522449,0.42467563,0.09462994,0.08399212,0.00000000,0.00165462,0.16962910
-5.77188594,0.95074984,0.42112716,0.09219136,0.08239565,0.00000000,0.00152729,0.16475573
-5.76588294,0.93417628,0.41664995,0.08962886,0.08063123,0.00000000,0.00140432,0.15989282
-5.75987994,0.91543441,0.41117432,0.08694710,0.07869132,0.00000000,0.00128640,0.15504835
-5.75387694,0.89450571,0.40466103,0.08415290,0.07657288,0.00000000,0.00117410,0.15023520
-5.74787394,0.87142582,0.39710318,0.08125547,0.07427775,0.00000000,0.00106781,0.14547129
-5.74187094,0.84628589,0.38852669,0.07826655,0.07181288,0.00000000,0.00096780,0.14077925
-5.73586793,0.81923161,0.37898938,0.07520042,0.06919024,0.00000000,0.00087424,0.13618590
-5.72986493,0.79045998,0.36857873,0.07207378,0.06642661,0.00000000,0.00078719,0.13172130
-5.72386193,0.76021391,0.35740830,0.06890551,0.06354307,0.00000000,0.00070666,0.12741764
-5.71785893,0.72877488,0.34561310,0.06571626,0.06056432,0.00000000,0.00063260,0.12330778
-5.71185593,0.69645392,0.33334407,0.06252798,0.05751788,0.00000000,0.00056494,0.11942370
-5.70585293,0.66358137,0.32076193,0.05936328,0.05443307,0.00000000,0.00050361,0.11579477
-5.69984992,0.63049591,0.30803078,0.05624481,0.05134005,0.00000000,0.00044857,0.11244607
-5.69384692,0.59753339,0.29531165,0.05319449,0.04826877,0.00000000,0.00039981,0.10939673
-5.68784392,0.56501602,0.28275641,0.05023286,0.04524798,0.00000000,0.00035740,0.10665851
-5.68184092,0.53324232,0.27050236,0.04737841,0.04230427,0.00000000,0.00032152,0.10423464
-5.67583792,0.50247853,0.25866763,0.04464699,0.03946135,0.00000000,0.00029247,0.10211898
-5.66983492,0.47295162,0.24734767,0.04205134,0.03673936,0.00000000,0.00027071,0.10029561
-5.66383192,0.44484434,0.23661302,0.03960078,0.03415443,0.00000000,0.00025692,0.09873891
-5.65782891,0.41829247,0.22650838,0.03730103,0.03171840,0.00000000,0.00025202,0.09741410
-5.65182591,0.39338422,0.21705291,0.03515419,0.02943880,0.00000000,0.00025724,0.09627821
-5.64582291,0.37016194,0.20824184,0.03315888,0.02731887,0.00000000,0.00027417,0.09528155
-5.63981991,0.34862561,0.20004918,0.03131059,0.02535791,0.00000000,0.00030484,0.09436948
