energy_ev,total_up,Ge_p_up,Ge_d_up,Hf_p_up,Hf_d_up,S_s_up,S_p_up
-6.00000000,0.85446037,0.35567979,0.00000000,0.26071690,0.32260378,0.01145526,0.16065988
-5.99399700,0.89652985,0.37319147,0.00000000,0.27463263,0.33854049,0.01225915,0.16843423
-5.98799400,0.93781831,0.39035836,0.00000000,0.28793641,0.35408228,0.01305594,0.17616467
-5.98199100,0.97770126,0.40692106,0.00000000,0.30042993,0.36898989,0.01384120,0.18373740
-5.97598799,1.01562598,0.42264953,0.00000000,0.31193756,0.38305075,0.01461144,0.19105225
-5.96998499,1.05112859,0.43735025,0.00000000,0.32231200,0.39608575,0.01536420,0.19802563
-5.96398199,1.08384685,0.45087159,0.00000000,0.33143873,0.40795434,0.01609815,0.20459273
-5.95797899,1.11352821,0.46310721,0.00000000,0.33923921,0.41855786,0.01681307,0.21070879
-5.95197599,1.14003243,0.47399722,0.00000000,0.34567232,0.42784082,0.01750976,0.21634938
-5.94597299,1.16332886,0.48352693,0.00000000,0.35073426,0.43579012,0.01818989,0.22150962
-5.93996998,1.18348838,0.49172360,0.00000000,0.35445684,0.44243225,0.01885578,0.22620254
-5.93396698,1.20067069,0.49865096,0.00000000,0.35690416,0.44782867,0.01951016,0.23045652
-5.92796398,1.21510771,0.50440224,0.00000000,0.35816800,0.45206960,0.02015583,0.23431212
-5.92196098,1.22708411,0.50909194,0.00000000,0.35836226,0.45526677,0.02079536,0.23781839
-5.91595798,1.23691634,0.51284687,0.00000000,0.35761657,0.45754537,0.02143076,0.24102909
-5.90995498,1.24493159,0.51579718,0.00000000,0.35606981,0.45903592,0.02206321,0.24399891
-5.90395198,1.25144796,0.51806781,0.00000000,0.35386361,0.45986655,0.02269280,0.24678012
-5.89794897,1.25675730,0.51977110,0.00000000,0.35113647,0.46015606,0.02331837,0.24941971
-5.89194597,1.26111186,0.52100086,0.00000000,0.34801877,0.46000843,0.02393745,0.25195754
-5.88594297,1.26471574,0.52182843,0.00000000,0.34462901,0.45950896,0.02454626,0.25442532
-5.87993997,1.26772152,0.52230100,0.00000000,0.34107144,0.45872238,0.02513985,0.25684674
-5.87393697,1.27023262,0.52244220,0.00000000,0.33743529,0.45769300,0.02571230,0.25923875
-5.86793397,1.27231088,0.52225499,0.00000000,0.33379551,0.45644695,0.02625706,0.26161377
-5.86193097,1.27398914,0.52172663,0.00000000,0.33021503,0.45499618,0.02676732,0.26398289
-5.85592796,1.27528758,0.52083534,0.00000000,0.32674822,0.45334413,0.02723645,0.26635970
-5.84992496,1.27623290,0.51955824,0.00000000,0.32344548,0.45149247,0.02765843,0.26876456
-5.84392196,1.27687878,0.51787997,0.00000000,0.32035828,0.44944862,0.02802835,0.27122898
-5.83791896,1.27732616,0.51580137,0.00000000,0.31754464,0.44723325,0.02834271,0.27379968
-5.83191596,1.27774176,0.51334762,0.00000000,0.31507434,0.44488752,0.02859987,0.27654225
-5.82591296,1.27837347,0.51057528,0.00000000,0.31303361,0.44247931,0.02880016,0.27954382
-5.81990995,1.27956139,0.50757770,0.00000000,0.31152897,0.44010805,0.02894610,0.28291470
-5.81390695,1.28174343,0.50448834,0.00000000,0.31068977,0.43790781,0.02904230,0.28678864
-5.80790395,1.28545497,0.50148180,0.00000000,0.31066941,0.43604834,0.02909537,0.29132179
-5.80190095,1.29132235,0.49877244,0.00000000,0.31164492,0.43473389,0.02911363,0.29669013
-5.79589795,1.30005020,0.49661049,0.00000000,0.31381496,0.43419994,0.02910668,0.30308554
-5.78989495,1.31240323,0.49527598,0.00000000,0.31739633,0.43470772,0.02908501,0.31071066
-5.78389195,1.32918331,0.49507061,0.00000000,0.32261899,0.43653700,0.02905937,0.31977271
-5.77788894,1.35120288,0.49630809,0.00000000,0.32971991,0.43997727,0.02904027,0.33047661
-5.77188594,1.37925607,0.49930336,0.00000000,0.33893600,0.44531785,0.02903741,0.34301761
-5.76588294,1.41408894,0.50436127,0.00000000,0.35049641,0.45283732,0.02905918,0.35757391
-5.75987994,1.45637008,0.51176507,0.00000000,0.36461450,0.46279271,0.02911223,0.37429952
-5.75387694,1.50666320,0.52176554,0.00000000,0.38147984,0.47540896,0.02920114,0.39331766
-5.74787394,1.56540262,0.53457086,0.00000000,0.40125053,0.49086908,0.02932828,0.41471510
-5.74187094,1.63287274,0.55033788,0.00000000,0.42404616,0.50930533,0.02949373,0.43853748
-5.73586793,1.70919230,0.56916499,0.00000000,0.44994148,0.53079184,0.02969538,0.46478591
-5.72986493,1.79430363,0.59108677,0.00000000,0.47896126,0.55533882,0.02992919,0.49341495
-5.72386193,1.88796724,0.61607055,0.00000000,0.51107608,0.58288856,0.03018952,0.52433174
-5.71785893,1.98976146,0.64401496,0.00000000,0.54619953,0.61331340,0.03046962,0.55739660
-5.71185593,2.09908697,0.67475033,0.00000000,0.58418653,0.64641547,0.03076206,0.59242468
-5.70585293,2.21517536,0.70804078,0.00000000,0.62483294,0.68192845,0.03105935,0.62918856
-5.69984992,2.33710142,0.74358797,0.00000000,0.66787639,0.71952097,0.03135437,0.66742175
-5.69384692,2.46379811,0.78103606,0.00000000,0.71299817,0.75880174,0.03164089,0.70682268
-5.68784392,2.59407363,0.81997792,0.00000000,0.75982628,0.79932607,0.03191391,0.74705917
-5.68184092,2.72662983,0.85996208,0.00000000,0.80793940,0.84060361,0.03216990,0.78777299
-5.67583792,2.86008140,0.90050048,0.00000000,0.85687176,0.88210723,0.03240698,0.82858457
-5.66983492,2.99297535,0.94107656,0.00000000,0.90611890,0.92328264,0.03262484,0.86909758
-5.66383192,3.12381042,0.98115380,0.00000000,0.95514406,0.96355858,0.03282459,0.90890346
-5.65782891,3.25105636,1.02018429,0.00000000,1.00338543,1.00235748,0.03300850,0.94758573
