energy_ev,total_up,As_p_up,As_d_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up
-6.00000000,5.24047025,0.63189484,0.00000000,3.14971464,2.12409333,0.02544739,2.83260991
-5.99399700,5.08993271,0.61011447,0.00000000,3.04289934,2.07156021,0.02525258,2.75531102
-5.98799400,4.94975057,0.58881972,0.00000000,2.94047790,2.02522785,0.02511694,2.68478533
-5.98199100,4.82170842,0.56831869,0.00000000,2.84373044,1.98558032,0.02504652,2.62187981
-5.97598799,4.70724447,0.54889376,0.00000000,2.75374563,1.95293271,0.02504563,2.56723143
-5.96998499,4.60743102,0.53079796,0.00000000,2.67140595,1.92742743,0.02511685,2.52125827
-5.96398199,4.52296731,0.51425241,0.00000000,2.59738031,1.90903589,0.02526106,2.48415782
-5.95797899,4.45418408,0.49944475,0.00000000,2.53212369,1.89756542,0.02547750,2.45591226
-5.95197599,4.40105889,0.48652841,0.00000000,2.47588315,1.89267069,0.02576397,2.43629997
-5.94597299,4.36324080,0.47562272,0.00000000,2.42870964,1.89386932,0.02611700,2.42491264
-5.93996998,4.34008294,0.46681375,0.00000000,2.39047455,1.90056062,0.02653206,2.42117679
-5.93396698,4.33068125,0.46015565,0.00000000,2.36089016,1.91204699,0.02700382,2.42437902
-5.92796398,4.33391786,0.45567251,0.00000000,2.33953296,1.92755697,0.02752638,2.43369369
-5.92196098,4.34850723,0.45336069,0.00000000,2.32586890,1.94626937,0.02809353,2.44821224
-5.91595798,4.37304392,0.45319133,0.00000000,2.31927970,1.96733761,0.02869897,2.46697307
-5.90995498,4.40605026,0.45511319,0.00000000,2.31908935,1.98991371,0.02933652,2.48899124
-5.90395198,4.44602298,0.45905571,0.00000000,2.32459007,2.01317135,0.03000030,2.51328722
-5.89794897,4.49147768,0.46493210,0.00000000,2.33506727,2.03632747,0.03068488,2.53891401
-5.89194597,4.54099039,0.47264264,0.00000000,2.34982269,2.05866207,0.03138542,2.56498226
-5.88594297,4.59323531,0.48207803,0.00000000,2.36819549,2.07953580,0.03209776,2.59068273
-5.87993997,4.64701846,0.49312266,0.00000000,2.38958093,2.09840513,0.03281845,2.61530597
-5.87393697,4.70130639,0.50565792,0.00000000,2.41344613,2.11483488,0.03354484,2.63825887
-5.86793397,4.75524991,0.51956538,0.00000000,2.43934295,2.12850791,0.03427507,2.65907780
-5.86193097,4.80820212,0.53472974,0.00000000,2.46691755,2.13923178,0.03500809,2.67743829
-5.85592796,4.85973070,0.55104152,0.00000000,2.49591667,2.14694250,0.03574368,2.69316100
-5.84992496,4.90962404,0.56839939,0.00000000,2.52619044,2.15170490,0.03648241,2.70621397
-5.84392196,4.95789099,0.58671201,0.00000000,2.55769176,2.15370999,0.03722564,2.71671103
-5.83791896,5.00475413,0.60589928,0.00000000,2.59047222,2.15326889,0.03797553,2.72490636
-5.83191596,5.05063642,0.62589296,0.00000000,2.62467463,2.15080372,0.03873500,2.73118514
-5.82591296,5.09614135,0.64663654,0.00000000,2.66052251,2.14683517,0.03950767,2.73605064
-5.81990995,5.14202685,0.66808431,0.00000000,2.69830648,2.14196731,0.04029785,2.74010759
-5.81390695,5.18917328,0.69019965,0.00000000,2.73836820,2.13686949,0.04111045,2.74404245
-5.80790395,5.23854629,0.71295246,0.00000000,2.78108219,2.13225607,0.04195084,2.74860077
-5.80190095,5.29115535,0.73631587,0.00000000,2.82683594,2.12886418,0.04282476,2.75456240
-5.79589795,5.34800924,0.76026231,0.00000000,2.87600915,2.12743032,0.04373807,2.76271502
-5.78989495,5.41006988,0.78475901,0.00000000,2.92895274,2.12866634,0.04469658,2.77382704
-5.78389195,5.47820608,0.80976323,0.00000000,2.98596829,2.13323580,0.04570573,2.78862062
-5.77788894,5.55314923,0.83521735,0.00000000,3.04728894,2.14173138,0.04677032,2.80774588
-5.77188594,5.63545262,0.86104415,0.00000000,3.11306243,2.15465447,0.04789416,2.83175741
-5.76588294,5.72545657,0.88714253,0.00000000,3.18333716,2.17239763,0.04907974,2.86109395
-5.75987994,5.82326104,0.91338398,0.00000000,3.25805204,2.19523092,0.05032793,2.89606236
-5.75387694,5.92870753,0.93961015,0.00000000,3.33703071,2.22329279,0.05163763,2.93682669
-5.74787394,6.04137151,0.96563158,0.00000000,3.41998072,2.25658596,0.05300559,2.98340285
-5.74187094,6.16056637,0.99122817,0.00000000,3.50649781,2.29497887,0.05442620,3.03565955
-5.73586793,6.28535922,1.01615113,0.00000000,3.59607558,2.33821258,0.05589143,3.09332535
-5.72986493,6.41459845,1.04012680,0.00000000,3.68812012,2.38591306,0.05739086,3.15600194
-5.72386193,6.54695221,1.06286218,0.00000000,3.78196933,2.43760837,0.05891183,3.22318287
-5.71785893,6.68095634,1.08405211,0.00000000,3.87691607,2.49275006,0.06043974,3.29427708
