energy_ev,total_up,C_s_up,C_p_up,Te_p_up,Te_d_up,V_p_up,V_d_up,Zn_p_up,Zn_d_up
-6.00000000,1.06853257,0.02761864,0.03833195,0.50368376,0.00000000,0.21530910,0.13565131,0.41401110,0.12908645
-5.99399700,1.03470585,0.02777813,0.03895657,0.48063712,0.00000000,0.20899086,0.12797429,0.40366596,0.12825857
-5.98799400,1.00227297,0.02792798,0.03974063,0.45806129,0.00000000,0.20306329,0.12037423,0.39417331,0.12772084
-5.98199100,0.97168681,0.02806602,0.04065887,0.43627577,0.00000000,0.19761967,0.11296520,0.38555569,0.12748891
-5.97598799,0.94330569,0.02818855,0.04168146,0.41555648,0.00000000,0.19273332,0.10584884,0.37779568,0.12756636
-5.96998499,0.91738469,0.02829026,0.04277467,0.39612982,0.00000000,0.18845583,0.09911223,0.37083728,0.12794414
-5.96398199,0.89407177,0.02836425,0.04390185,0.37816886,0.00000000,0.18481618,0.09282649,0.36458916,0.12860067
-5.95797899,0.87340848,0.02840228,0.04502446,0.36179184,0.00000000,0.18182083,0.08704588,0.35892949,0.12950236
-5.95197599,0.85533510,0.02839499,0.04610327,0.34706269,0.00000000,0.17945467,0.08180760,0.35371229,0.13060481
-5.94597299,0.83969973,0.02833238,0.04709957,0.33399362,0.00000000,0.17768277,0.07713219,0.34877494,0.13185433
-5.93996998,0.82627068,0.02820419,0.04797649,0.32254939,0.00000000,0.17645283,0.07302432,0.34394651,0.13318989
-5.93396698,0.81475141,0.02800048,0.04870019,0.31265296,0.00000000,0.17569814,0.06947414,0.33905646,0.13454534
-5.92796398,0.80479716,0.02771211,0.04924108,0.30419223,0.00000000,0.17534095,0.06645885,0.33394335,0.13585172
-5.92196098,0.79603239,0.02733129,0.04957482,0.29702746,0.00000000,0.17529604,0.06394467,0.32846315,0.13703966
-5.91595798,0.78806829,0.02685202,0.04968315,0.29099901,0.00000000,0.17547440,0.06188878,0.32249660,0.13804170
-5.90995498,0.78051948,0.02627047,0.04955458,0.28593514,0.00000000,0.17578674,0.06024150,0.31595557,0.13879445
-5.90395198,0.77301939,0.02558527,0.04918479,0.28165943,0.00000000,0.17614692,0.05894840,0.30878781,0.13924045
-5.89794897,0.76523364,0.02479773,0.04857671,0.27799777,0.00000000,0.17647493,0.05795232,0.30098015,0.13932984
-5.89194597,0.75687120,0.02391182,0.04774050,0.27478449,0.00000000,0.17669963,0.05719530,0.29255992,0.13902159
-5.88594297,0.74769290,0.02293415,0.04669311,0.27186767,0.00000000,0.17676086,0.05662034,0.28359452,0.13828440
-5.87993997,0.73751742,0.02187373,0.04545770,0.26911345,0.00000000,0.17661115,0.05617298,0.27418933,0.13709729
-5.87393697,0.72622454,0.02074174,0.04406283,0.26640922,0.00000000,0.17621685,0.05580260,0.26448392,0.13544974
-5.86793397,0.71375590,0.01955111,0.04254147,0.26366584,0.00000000,0.17555877,0.05546355,0.25464696,0.13334161
-5.86193097,0.70011337,0.01831604,0.04092988,0.26081873,0.00000000,0.17463216,0.05511601,0.24486986,0.13078273
-5.85592796,0.68535540,0.01705160,0.03926639,0.25782794,0.00000000,0.17344633,0.05472658,0.23535957,0.12779218
-5.84992496,0.66959150,0.01577314,0.03759021,0.25467731,0.00000000,0.17202361,0.05426866,0.22633076,0.12439753
-5.84392196,0.65297519,0.01449585,0.03594013,0.25137269,0.00000000,0.17039795,0.05372257,0.21799775,0.12063372
-5.83791896,0.63569580,0.01323431,0.03435331,0.24793946,0.00000000,0.16861301,0.05307545,0.21056640,0.11654196
-5.83191596,0.61796932,0.01200204,0.03286425,0.24441925,0.00000000,0.16672002,0.05232093,0.20422631,0.11216851
-5.82591296,0.60002874,0.01081122,0.03150370,0.24086624,0.00000000,0.16477513,0.05145866,0.19914356,0.10756331
-5.81990995,0.58211407,0.00967240,0.03029782,0.23734299,0.00000000,0.16283675,0.05049356,0.19545422,0.10277878
-5.81390695,0.56446243,0.00859430,0.02926753,0.23391598,0.00000000,0.16096264,0.04943505,0.19325878,0.09786840
-5.80790395,0.54729845,0.00758378,0.02842789,0.23065116,0.00000000,0.15920697,0.04829611,0.19261778,0.09288550
-5.80190095,0.53082536,0.00664577,0.02778785,0.22760946,0.00000000,0.15761755,0.04709225,0.19354864,0.08788204
-5.79589795,0.51521693,0.00578333,0.02735004,0.22484270,0.00000000,0.15623316,0.04584053,0.19602382,0.08290743
-5.78989495,0.50061073,0.00499781,0.02711081,0.22238984,0.00000000,0.15508130,0.04455847,0.19997042,0.07800753
-5.78389195,0.48710273,0.00428897,0.02706046,0.22027391,0.00000000,0.15417631,0.04326319,0.20527124,0.07322376
-5.77788894,0.47474363,0.00365520,0.02718361,0.21849972,0.00000000,0.15351809,0.04197044,0.21176718,0.06859231
-5.77188594,0.46353705,0.00309376,0.02745976,0.21705241,0.00000000,0.15309139,0.04069394,0.21926113,0.06414363
-5.76588294,0.45343962,0.00260100,0.02786398,0.21589707,0.00000000,0.15286585,0.03944481,0.22752303,0.05990203
-5.75987994,0.44436311,0.00217263,0.02836773,0.21497933,0.00000000,0.15279672,0.03823114,0.23629622,0.05588549
-5.75387694,0.43617844,0.00180394,0.02893976,0.21422702,0.00000000,0.15282630,0.03705785,0.24530465,0.05210571
-5.74787394,0.42872156,0.00149003,0.02954713,0.21355282,0.00000000,0.15288610,0.03592670,0.25426097,0.04856836
-5.74187094,0.42180089,0.00122599,0.03015624,0.21285771,0.00000000,0.15289948,0.03483647,0.26287515,0.04527343
-5.73586793,0.41520601,0.00100715,0.03073387,0.21203525,0.00000000,0.15278492,0.03378335,0.27086324,0.04221594
-5.72986493,0.40871741,0.00082917,0.03124824,0.21097629,0.00000000,0.15245953,0.03276151,0.27795625,0.03938654
-5.72386193,0.40211663,0.00068826,0.03166997,0.20957406,0.00000000,0.15184279,0.03176368,0.28390856,0.03677249
-5.71785893,0.39519657,0.00058125,0.03197300,0.20772927,0.00000000,0.15086027,0.03078193,0.28850574,0.03435847
-5.71185593,0.38777145,0.00050576,0.03213535,0.20535514,0.00000000,0.14944724,0.02980842,0.29157139,0.03212759
-5.70585293,0.37968600,0.00046026,0.03213979,0.20238187,0.00000000,0.14755194,0.02883614,0.29297288,0.03006234
-5.69984992,0.37082353,0.00044422,0.03197432,0.19876070,0.00000000,0.14513833,0.02785966,0.29262558,0.02814545
-5.69384692,0.36111257,0.00045815,0.03163251,0.19446708,0.00000000,0.14218837,0.02687580,0.29049577,0.02636080
